|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.25/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1596.89        2500.00        99.2522       0.667821       0.799432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.33        2500.00        99.2619       0.658168       0.798893E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.78        2500.00        99.2668       0.654316       0.788589E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.23        2500.00        99.2760       0.646880       0.771375E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.68        2500.00        99.2803       0.643000       0.767115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.13        2500.00        99.2867       0.638020       0.752920E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.58        2500.00        99.2940       0.633048       0.729443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.03        2500.00        99.3005       0.627218       0.723177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1584.48        2500.00        99.9836                 NaN  0.163640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.93        2500.00        98.6377        1.23776       0.124518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.38        2500.00        99.3189       0.611878       0.692212E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.83        2500.00        99.3261       0.604856       0.690134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.28        2500.00        99.3296       0.603101       0.672753E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        2500.00        99.3388       0.594977       0.662322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.18        2500.00        99.2506       0.673334       0.760889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.63        2500.00        99.4419       0.502750       0.553000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.08        2500.00        99.3529       0.584129       0.629560E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.53        2500.00        99.3601       0.577861       0.620664E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.98        2500.00        99.3629       0.576531       0.605412E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.43        2500.00        99.3672       0.573369       0.593994E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.88        2500.00        99.3789       0.561392       0.597497E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.33        2500.00        99.3805       0.561143       0.584037E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.78        2500.00        99.3843       0.558830       0.568325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.23        2500.00        99.7298       0.245482       0.247592E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.68        2500.00        99.0559       0.857163       0.869786E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.13        2500.00        99.4004       0.545413       0.542361E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.58        2500.00        99.4038       0.543117       0.530471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.03        2500.00        99.4094       0.537742       0.528738E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.48        2500.00        99.4138       0.534609       0.515911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.92        2500.00        99.4196       0.528608       0.517833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.37        2500.00        99.3737       0.571598       0.547433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.82        2500.00        99.4760       0.479440       0.445329E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.27        2500.00        99.4317       0.519599       0.486898E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.72        2500.00        99.4343       0.519564       0.461158E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.17        2500.00        99.3706       0.576820       0.525724E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.62        2500.00        99.5114       0.449306       0.393058E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.07        2500.00        99.4463       0.508483       0.452346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.52        2500.00        99.4526       0.503227       0.442200E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        2500.00        99.4557       0.502257       0.420304E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        2500.00        97.8431        2.00796       0.148915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.87        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        2500.00        99.9981                 NaN  0.188379E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.77        2500.00        99.9154       0.779869E-001  0.659467E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.22        2500.00        99.5773       0.391844       0.308269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.67        2500.00        99.4661       0.496261       0.376519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.12        2500.00        99.4890       0.474441       0.365206E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.57        2500.00        99.4826       0.481783       0.356640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.02        2500.00        99.4831       0.482409       0.344862E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.47        2500.00        99.4915       0.473986       0.344793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.92        2500.00        99.4900       0.472233       0.325428E-001  0.524825E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.37        2500.00        99.2983       0.103373E-001            NaN  0.691363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.82        2500.00        99.5117       0.345654E-001  0.455003E-003  0.453269                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.27        2500.00        99.1581                 NaN            NaN  0.841946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.72        2500.00        99.3141                 NaN            NaN  0.685909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.17        2500.00        99.3106                 NaN            NaN  0.689426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.62        2500.00        99.3070                 NaN            NaN  0.693046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.07        2500.00        99.2593                 NaN  0.177549E-005  0.740740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.52        2500.00        99.3392                 NaN            NaN  0.660838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.96        2500.00        99.2881                 NaN            NaN  0.711892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.41        2500.00        99.2578                 NaN            NaN  0.324565E-001  0.709780                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.86        2500.00        98.8550                 NaN            NaN  0.410120       0.734887                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.31        2500.00        98.8685                 NaN            NaN  0.724325       0.407213                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.76        2500.00        98.8783                 NaN            NaN  0.718486       0.403212                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.21        2500.00        98.9761                 NaN            NaN  0.656832       0.367111                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.66        2500.00        98.8131                 NaN            NaN  0.761616       0.425235                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.11        2500.00        98.9108                 NaN            NaN  0.699433       0.389794                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.56        2500.00        98.9226                 NaN  0.158390E-005  0.385296       0.692088                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.01        2500.00        98.9326                 NaN            NaN  0.381622       0.685739                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.46        2500.00        98.9420                 NaN            NaN  0.680646       0.377318                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.91        2500.00        98.9527                 NaN  0.212884E-005  0.674052       0.373200                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.36        2500.00        98.9619                 NaN            NaN  0.368399       0.669694                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.81        2500.00        98.9709                 NaN            NaN  0.364830       0.664227                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.26        2500.00        98.9790                 NaN            NaN  0.657766       0.363264                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.9882                 NaN            NaN  0.357645       0.654161                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.16        2500.00        99.0005                 NaN            NaN  0.645960       0.353494                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.61        2500.00        99.0067                 NaN            NaN  0.642963       0.350354                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.06        2500.00        98.9880                 NaN  0.232987E-001  0.673011       0.315710                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.51        2500.00        99.0540                 NaN            NaN  0.335185       0.610776                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.96        2500.00        99.0308                 NaN            NaN  0.340366       0.628817                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.41        2500.00        99.0392                 NaN  0.551547E-005  0.624762       0.336050                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.86        2500.00        99.0466                 NaN            NaN  0.332799       0.620640                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.31        2500.00        99.0544                 NaN  0.146793E-002  0.616637       0.327483                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        2500.00        99.0645                 NaN  0.139396E-001  0.616624       0.304926                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.21        2500.00        99.1005                 NaN  0.111365E-001  0.592768       0.295598                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.66        2500.00        99.0471                 NaN  0.108625E-001  0.313068       0.628954                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.11        2500.00        99.0833                 NaN  0.998307E-002  0.604876       0.301792                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.55        2500.00        97.4102                 NaN  0.209085       0.853361       0.712468       0.814846                 NaN            NaN            NaN            NaN            NaN
  1462.00        2500.00        96.9059                 NaN  0.275354       0.923280       0.824377        1.07109                 NaN            NaN            NaN            NaN            NaN
  1460.45        2500.00        96.9793                 NaN  0.273660       0.903753       0.795988        1.04735                 NaN            NaN            NaN            NaN            NaN
  1458.90        2500.00        97.0729                 NaN  0.268125       0.879529       0.764059        1.01541                 NaN            NaN            NaN            NaN            NaN
  1457.35        2500.00        97.1441                 NaN  0.265833       0.862025       0.735841       0.992209                 NaN            NaN            NaN            NaN            NaN
  1455.80        2500.00        97.2111                 NaN  0.263981       0.710383       0.844314       0.970226                 NaN            NaN            NaN            NaN            NaN
  1454.25        2500.00        97.2846                 NaN  0.260412       0.683813       0.825768       0.945430                 NaN            NaN            NaN            NaN            NaN
  1452.70        2500.00        97.3474                 NaN  0.258401       0.659408       0.809984       0.924832                 NaN            NaN            NaN            NaN            NaN
  1451.15        2500.00        97.4114                 NaN  0.255840       0.793292       0.635962       0.903554                 NaN            NaN            NaN            NaN            NaN
  1449.60        2500.00        97.4707                 NaN  0.253720       0.613122       0.778714       0.883750                 NaN            NaN            NaN            NaN            NaN
  1448.05        2500.00        97.5270                 NaN  0.251880       0.592041       0.763621       0.865415                 NaN            NaN            NaN            NaN            NaN
  1446.50        2500.00        97.5859                 NaN  0.248994       0.571002       0.748872       0.845187                 NaN            NaN            NaN            NaN            NaN
  1444.95        2500.00        97.6384                 NaN  0.247445       0.550930       0.735344       0.827907                 NaN            NaN            NaN            NaN            NaN
  1443.40        2500.00        97.6921                 NaN  0.245202       0.531103       0.721944       0.809694                 NaN            NaN            NaN            NaN            NaN
  1441.85        2500.00        97.7332                 NaN  0.244179       0.712747       0.513567       0.796267                 NaN            NaN            NaN            NaN            NaN
  1440.30        2500.00        97.7894                 NaN  0.241517       0.494371       0.697495       0.777214                 NaN            NaN            NaN            NaN            NaN
  1438.75        2500.00        97.8315                 NaN  0.240347       0.688089       0.476638       0.763404                 NaN            NaN            NaN            NaN            NaN
  1437.20        2500.00        97.8788                 NaN  0.238091       0.460913       0.675034       0.747154                 NaN            NaN            NaN            NaN            NaN
  1435.65        2500.00        97.9220                 NaN  0.236695       0.444439       0.664023       0.732810                 NaN            NaN            NaN            NaN            NaN
  1434.10        2500.00        97.9594                 NaN  0.236553       0.656675       0.426703       0.720717                 NaN            NaN            NaN            NaN            NaN
  1432.55        2500.00        98.0104                 NaN  0.231795       0.415500       0.639878       0.702453                 NaN            NaN            NaN            NaN            NaN
  1431.00        2500.00        98.0366                 NaN  0.233167       0.400048       0.635733       0.694428                 NaN            NaN            NaN            NaN            NaN
  1429.45        2500.00        98.0837                 NaN  0.230643       0.623463       0.384230       0.677923                 NaN            NaN            NaN            NaN            NaN
  1427.90        2500.00        98.1178                 NaN  0.228761       0.614968       0.371844       0.666580                 NaN            NaN            NaN            NaN            NaN
  1426.35        2500.00        98.1508                 NaN  0.228224       0.607144       0.358298       0.655560                 NaN            NaN            NaN            NaN            NaN
  1424.80        2500.00        98.1921                 NaN  0.195788       0.584250       0.392690       0.635166                 NaN            NaN            NaN            NaN            NaN
  1423.25        2500.00        98.2117                 NaN  0.257048       0.283966       0.605675       0.641609                 NaN            NaN            NaN            NaN            NaN
  1421.70        2500.00        98.2506                 NaN  0.224291       0.582907       0.320480       0.621698                 NaN            NaN            NaN            NaN            NaN
  1420.15        2500.00        98.2834                 NaN  0.222743       0.574403       0.308948       0.610470                 NaN            NaN            NaN            NaN            NaN
  1418.59        2500.00        98.3120                 NaN  0.221772       0.567851       0.297512       0.600908                 NaN            NaN            NaN            NaN            NaN
  1417.04        2500.00        98.3428                 NaN  0.220482       0.560193       0.286286       0.590289                 NaN            NaN            NaN            NaN            NaN
  1415.49        2500.00        98.3640                 NaN  0.220672       0.276048       0.555683       0.583645                 NaN            NaN            NaN            NaN            NaN
  1413.94        2500.00        98.4008                 NaN  0.217821       0.265372       0.545445       0.570591                 NaN            NaN            NaN            NaN            NaN
  1412.39        2500.00        98.4289                 NaN  0.216456       0.254429       0.539532       0.560653                 NaN            NaN            NaN            NaN            NaN
  1410.84        2500.00        98.4473                 NaN  0.217555       0.536817       0.243392       0.554972                 NaN            NaN            NaN            NaN            NaN
  1409.29        2500.00        98.4837                 NaN  0.213227       0.524561       0.236996       0.541513                 NaN            NaN            NaN            NaN            NaN
  1407.74        2500.00        98.5041                 NaN  0.213441       0.521411       0.226178       0.534911                 NaN            NaN            NaN            NaN            NaN
  1406.19        2500.00        98.5155                 NaN  0.218116       0.210161       0.522847       0.533404                 NaN            NaN            NaN            NaN            NaN
  1404.64        2500.00        98.5646                 NaN  0.205317       0.502900       0.215207       0.511994                 NaN            NaN            NaN            NaN            NaN
  1403.09        2500.00        98.5703                 NaN  0.210705       0.506339       0.200322       0.512359                 NaN            NaN            NaN            NaN            NaN
  1401.54        2500.00        98.5995                 NaN  0.208483       0.191137       0.499288       0.501562                 NaN            NaN            NaN            NaN            NaN
  1399.99        2500.00        98.6186                 NaN  0.207732       0.182657       0.495720       0.495282                 NaN            NaN            NaN            NaN            NaN
  1398.44        2500.00        98.6368                 NaN  0.206822       0.491117       0.176016       0.489238                 NaN            NaN            NaN            NaN            NaN
  1396.89        2500.00        98.6622                 NaN  0.204965       0.485383       0.167649       0.479765                 NaN            NaN            NaN            NaN            NaN
  1395.34        2500.00        98.6813                 NaN  0.204181       0.481127       0.160143       0.473246                 NaN            NaN            NaN            NaN            NaN
  1393.79        2500.00        98.7009                 NaN  0.202895       0.153496       0.476348       0.466356                 NaN            NaN            NaN            NaN            NaN
  1392.24        2500.00        98.7201                 NaN  0.201802       0.146278       0.472256       0.459588                 NaN            NaN            NaN            NaN            NaN
  1390.69        2500.00        98.7395                 NaN  0.200397       0.139809       0.467534       0.452723                 NaN            NaN            NaN            NaN            NaN
  1389.14        2500.00        98.7560                 NaN  0.199327       0.464124       0.133610       0.446905                 NaN            NaN            NaN            NaN            NaN
  1387.59        2500.00        98.7773                 NaN  0.197923       0.126067       0.459243       0.439464                 NaN            NaN            NaN            NaN            NaN
  1386.04        2500.00        98.7940                 NaN  0.196201       0.455014       0.121513       0.433297                 NaN            NaN            NaN            NaN            NaN
  1384.49        2500.00        98.8099                 NaN  0.195228       0.451621       0.115426       0.427841                 NaN            NaN            NaN            NaN            NaN
  1382.94        2500.00        98.8234                 NaN  0.194095       0.109420       0.449930       0.423174                 NaN            NaN            NaN            NaN            NaN
  1381.39        2500.00        98.8496                 NaN  0.191601       0.443063       0.102575       0.413121                 NaN            NaN            NaN            NaN            NaN
  1379.84        2500.00        98.8604                 NaN  0.191115       0.439316       0.995845E-001  0.409595                 NaN            NaN            NaN            NaN            NaN
  1378.29        2500.00        98.8770                 NaN  0.189243       0.436604       0.937748E-001  0.403382                 NaN            NaN            NaN            NaN            NaN
  1376.74        2500.00        98.8895                 NaN  0.187717       0.434730       0.892362E-001  0.398862                 NaN            NaN            NaN            NaN            NaN
  1375.18        2500.00        98.9075                 NaN  0.186438       0.429905       0.838421E-001  0.392327                 NaN            NaN            NaN            NaN            NaN
  1373.63        2500.00        98.9217                 NaN  0.184485       0.807020E-001  0.426015       0.387107                 NaN            NaN            NaN            NaN            NaN
  1372.08        2500.00        98.9365                 NaN  0.183128       0.759721E-001  0.422656       0.381781                 NaN            NaN            NaN            NaN            NaN
  1370.53        2500.00        98.9473                 NaN  0.182593       0.419746       0.717921E-001  0.378556                 NaN            NaN            NaN            NaN            NaN
  1368.98        2500.00        98.9657                 NaN  0.177897       0.686356E-001  0.417749       0.370063                 NaN            NaN            NaN            NaN            NaN
  1367.43        2500.00        98.9771                 NaN  0.177737       0.414113       0.644215E-001  0.366594                 NaN            NaN            NaN            NaN            NaN
  1365.88        2500.00        98.9909                 NaN  0.175681       0.410690       0.613778E-001  0.361346                 NaN            NaN            NaN            NaN            NaN
  1364.33        2500.00        99.0041                 NaN  0.174256       0.407337       0.577259E-001  0.356606                 NaN            NaN            NaN            NaN            NaN
  1362.78        2500.00        99.0164                 NaN  0.172226       0.404815       0.547189E-001  0.351865                 NaN            NaN            NaN            NaN            NaN
  1361.23        2500.00        99.0282                 NaN  0.170258       0.402329       0.518855E-001  0.347339                 NaN            NaN            NaN            NaN            NaN
  1359.68        2500.00        99.0408                 NaN  0.168020       0.398965       0.497177E-001  0.342502                 NaN            NaN            NaN            NaN            NaN
  1358.13        2500.00        99.0482                 NaN  0.167165       0.398869       0.460502E-001  0.339754                 NaN            NaN            NaN            NaN            NaN
  1356.58        2500.00        99.0670                 NaN  0.162901       0.392490       0.454108E-001  0.332233                 NaN            NaN            NaN            NaN            NaN
  1355.03        2500.00        99.0761                 NaN  0.161823       0.390537       0.424855E-001  0.329019                 NaN            NaN            NaN            NaN            NaN
  1353.48        2500.00        99.0873                 NaN  0.159759       0.387820       0.403755E-001  0.324705                 NaN            NaN            NaN            NaN            NaN
  1351.93        2500.00        99.0957                 NaN  0.158067       0.387234       0.376078E-001  0.321401                 NaN            NaN            NaN            NaN            NaN
  1350.38        2500.00        99.1098                 NaN  0.154550       0.382011       0.380253E-001  0.315604                 NaN            NaN            NaN            NaN            NaN
  1348.83        2500.00        99.1186                 NaN  0.152942       0.351334E-001  0.380902       0.312386                 NaN            NaN            NaN            NaN            NaN
  1347.28        2500.00        99.1292                 NaN  0.150448       0.377707       0.344821E-001  0.308143                 NaN            NaN            NaN            NaN            NaN
  1345.73        2500.00        99.1393                 NaN  0.148306       0.374689       0.333538E-001  0.304318                 NaN            NaN            NaN            NaN            NaN
  1344.18        2500.00        99.1487                 NaN  0.145409       0.372582       0.330214E-001  0.300284                 NaN            NaN            NaN            NaN            NaN
  1342.63        2500.00        99.1566                 NaN  0.142766       0.315358E-001  0.372066       0.297021                 NaN            NaN            NaN            NaN            NaN
  1341.08        2500.00        99.1678                 NaN  0.140314       0.367573       0.317149E-001  0.292603                 NaN            NaN            NaN            NaN            NaN
  1339.53        2500.00        99.1764                 NaN  0.137833       0.316007E-001  0.365028       0.289174                 NaN            NaN            NaN            NaN            NaN
  1337.98        2500.00        99.1860                 NaN  0.135397       0.362899       0.303920E-001  0.285354                 NaN            NaN            NaN            NaN            NaN
  1336.43        2500.00        99.1942                 NaN  0.132711       0.361054       0.300652E-001  0.281939                 NaN            NaN            NaN            NaN            NaN
  1334.88        2500.00        99.2032                 NaN  0.130181       0.299744E-001  0.358310       0.278316                 NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.2108                 NaN  0.126796       0.317164E-001  0.355754       0.274923                 NaN            NaN            NaN            NaN            NaN
  1331.78        2500.00        99.2135                 NaN  0.127209       0.363211       0.213145E-001  0.274731                 NaN            NaN            NaN            NaN            NaN
  1330.22        2500.00        99.2316                 NaN  0.118360       0.383589E-001  0.346144       0.265511                 NaN            NaN            NaN            NaN            NaN
  1328.67        2500.00        99.2337                 NaN  0.117574       0.348949       0.345999E-001  0.265152                 NaN            NaN            NaN            NaN            NaN
  1327.12        2500.00        99.2246                 NaN  0.140190       0.362678                 NaN  0.272536                 NaN            NaN            NaN            NaN            NaN
  1325.57        2500.00        99.2705                 NaN  0.900311E-001  0.333576       0.580966E-001  0.247817                 NaN            NaN            NaN            NaN            NaN
  1324.02        2500.00        99.2564                 NaN  0.108887       0.375553E-001  0.341457       0.255712                 NaN            NaN            NaN            NaN            NaN
  1322.47        2500.00        99.2633                 NaN  0.106603       0.351628E-001  0.342103       0.252834                 NaN            NaN            NaN            NaN            NaN
  1320.92        2500.00        99.2704                 NaN  0.103420       0.339932       0.364942E-001  0.249775                 NaN            NaN            NaN            NaN            NaN
  1319.37        2500.00        99.2767                 NaN  0.100640       0.338433       0.370759E-001  0.247152                 NaN            NaN            NaN            NaN            NaN
  1317.82        2500.00        99.2835                 NaN  0.978739E-001  0.339085       0.352457E-001  0.244310                 NaN            NaN            NaN            NaN            NaN
  1316.27        2500.00        99.2886                 NaN  0.934576E-001  0.413232E-001  0.334957       0.241680                 NaN            NaN            NaN            NaN            NaN
  1314.72        2500.00        99.2942                 NaN  0.906413E-001  0.337789       0.380926E-001  0.239242                 NaN            NaN            NaN            NaN            NaN
  1313.17        2500.00        99.3009                 NaN  0.873068E-001  0.335390       0.399734E-001  0.236437                 NaN            NaN            NaN            NaN            NaN
  1311.62        2500.00        99.3067                 NaN  0.844591E-001  0.335271       0.393687E-001  0.234159                 NaN            NaN            NaN            NaN            NaN
  1310.07        2500.00        99.3106                 NaN  0.749823E-001  0.319194       0.643266E-001  0.230907                 NaN            NaN            NaN            NaN            NaN
  1308.52        2500.00        99.3178                 NaN  0.829508E-001  0.369159                 NaN  0.230081                 NaN            NaN            NaN            NaN            NaN
  1306.97        2500.00        95.7995                 NaN  0.240845       0.989757                 NaN  0.670831        2.29908                 NaN            NaN            NaN            NaN
  1305.42        2500.00        87.1989                 NaN  0.668072        2.46199                 NaN   1.75194        7.91914                 NaN            NaN            NaN            NaN
  1303.87        2500.00        88.0991                 NaN  0.625120        2.30788                 NaN   1.63880        7.32912                 NaN            NaN            NaN            NaN
  1302.32        2500.00        88.8657                 NaN  0.583578        2.18487                 NaN   1.54270        6.82315                 NaN            NaN            NaN            NaN
  1300.77        2500.00        89.5474                 NaN  0.551095        2.06828                 NaN   1.45682        6.37642                 NaN            NaN            NaN            NaN
  1299.22        2500.00        87.0290                 NaN  0.665143        2.46598                 NaN   1.80321        7.91789       0.118775                 NaN            NaN            NaN
  1297.67        2500.00        79.0660                 NaN   1.04970        3.72555                 NaN   2.87971        12.8278       0.451290                 NaN            NaN            NaN
  1296.12        2500.00        80.5479                 NaN   1.03075        3.43038                 NaN   2.67542        11.9007       0.414831                 NaN            NaN            NaN
  1294.57        2500.00        81.8907                 NaN  0.989386        3.18987                 NaN   2.49041        11.0590       0.380704                 NaN            NaN            NaN
  1293.02        2500.00        82.9688                 NaN  0.955069        2.99781                 NaN   2.34110        10.3845       0.352747                 NaN            NaN            NaN
  1291.47        2500.00        81.9696                 NaN   1.01426        3.16315                 NaN   2.48024        11.0014       0.371273                 NaN            NaN            NaN
  1289.92        2500.00        86.6282                 NaN  0.793095        2.35291                 NaN   1.82754        8.13005       0.268232                 NaN            NaN            NaN
  1288.37        2500.00        84.0913                 NaN  0.884457        2.76403                 NaN   2.16770        9.76991       0.322611                 NaN            NaN            NaN
  1286.81        2500.00        86.6275                 NaN  0.798363        2.41990                 NaN   1.82240        8.07793       0.253910                 NaN            NaN            NaN
  1285.26        2500.00        84.9824                 NaN  0.881054        2.67567                 NaN   2.03399        9.14185       0.285033                 NaN            NaN            NaN
  1283.71        2500.00        84.1058                 NaN  0.936020        2.82536                 NaN   2.13712        9.70009       0.295654                 NaN            NaN            NaN
  1282.16        2500.00        80.5265                 NaN   1.11221        3.44660                 NaN   2.57791        11.9771       0.359692                 NaN            NaN            NaN
  1280.61        2500.00        79.2919                 NaN   1.26090        3.54104                 NaN   2.70933        12.8300       0.366818                 NaN            NaN            NaN
