|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2/K22/K22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            lc             ne            
  1580.98        2500.00                 NaN   99.3034       0.638901       0.577189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.40        2500.00                 NaN   98.6345        1.16423       0.201309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.83        2500.00                 NaN   99.9936       0.642943E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.25        2500.00                 NaN   99.3333       0.639823       0.269180E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.68        2500.00                 NaN   99.2938       0.702075       0.409023E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.10        2500.00                 NaN   98.7348        1.15809       0.107066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.53        2500.00                 NaN   99.9841                 NaN  0.159426E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.95        2500.00                 NaN   99.3536       0.609317       0.370888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.38        2500.00                 NaN   99.3506       0.599281       0.501344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.81        2500.00                 NaN   99.3576       0.592783       0.495913E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.23        2500.00                 NaN   99.3517       0.598576       0.497340E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.66        2500.00                 NaN   99.3798       0.572136       0.480689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.08        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.51        2500.00                 NaN   98.7474        1.16056       0.920645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.93        2500.00                 NaN   99.3884       0.567196       0.444278E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.36        2500.00                 NaN   99.3884       0.567226       0.443247E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.78        2500.00                 NaN   99.9396       0.570387E-001  0.338957E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.21        2500.00                 NaN   98.8470        1.07286       0.801091E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.64        2500.00                 NaN   99.4021       0.557874       0.400096E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.06        2500.00                 NaN   99.4084       0.551525       0.401185E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.49        2500.00                 NaN   99.4109       0.549778       0.393079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.91        2500.00                 NaN   99.4146       0.547262       0.380950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.34        2500.00                 NaN   99.4198       0.542359       0.378019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.76        2500.00                 NaN   99.4252       0.537282       0.375529E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.19        2500.00                 NaN   99.4282       0.535477       0.362858E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.61        2500.00                 NaN   99.4323       0.532558       0.351660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.04        2500.00                 NaN   99.2811       0.678416       0.405313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.47        2500.00                 NaN   99.5953       0.367230       0.375107E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.89        2500.00                 NaN   99.4451       0.532839       0.220957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.32        2500.00                 NaN   99.4484       0.538278       0.133302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.74        2500.00                 NaN   99.4538       0.495416       0.508167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.17        2500.00                 NaN   99.4548       0.515780       0.294202E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.59        2500.00                 NaN   99.4573       0.514041       0.287012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.02        2500.00                 NaN   99.4116       0.572666       0.157344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.44        2500.00                 NaN   99.5157       0.444428       0.398760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.87        2500.00                 NaN   99.4706       0.502540       0.268517E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.30        2500.00                 NaN   99.4732       0.500593       0.262429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.72        2500.00                 NaN   99.4119       0.297540       0.844552E-002  0.282094                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.15        2500.00                 NaN   99.3165                 NaN  0.561702E-001  0.627315                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.57        2500.00                 NaN   99.3006       0.477152E-001  0.113115E-005  0.651699                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.00        2500.00                 NaN   99.2946                 NaN            NaN  0.705413                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.42        2500.00                 NaN   99.3027                 NaN  0.419225E-001  0.655374                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.85        2500.00                 NaN   99.2897                 NaN            NaN  0.710302                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.27        2500.00                 NaN   99.2795                 NaN            NaN  0.720452                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        2500.00                 NaN   99.2688                 NaN            NaN  0.731231                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.13        2500.00                 NaN   99.1183                 NaN            NaN  0.249454       0.632257                 NaN            NaN            NaN            NaN            NaN
  1508.55        2500.00                 NaN   98.8569                 NaN            NaN  0.691686       0.451364                 NaN            NaN            NaN            NaN            NaN
  1506.98        2500.00                 NaN   98.8696                 NaN            NaN  0.684163       0.446190                 NaN            NaN            NaN            NaN            NaN
  1505.40        2500.00                 NaN   98.8816                 NaN            NaN  0.676421       0.441929                 NaN            NaN            NaN            NaN            NaN
  1503.83        2500.00                 NaN   98.8946                 NaN            NaN  0.669469       0.435893                 NaN            NaN            NaN            NaN            NaN
  1502.25        2500.00                 NaN   98.9061                 NaN            NaN  0.663061       0.430829                 NaN            NaN            NaN            NaN            NaN
  1500.68        2500.00                 NaN   98.9167                 NaN            NaN  0.656666       0.426613                 NaN            NaN            NaN            NaN            NaN
  1499.10        2500.00                 NaN   98.9290                 NaN            NaN  0.649709       0.421259                 NaN            NaN            NaN            NaN            NaN
  1497.53        2500.00                 NaN   98.9408                 NaN            NaN  0.642267       0.416907                 NaN            NaN            NaN            NaN            NaN
  1495.96        2500.00                 NaN   98.9498                 NaN            NaN  0.636736       0.413474                 NaN            NaN            NaN            NaN            NaN
  1494.38        2500.00                 NaN   98.9609                 NaN            NaN  0.408080       0.630978                 NaN            NaN            NaN            NaN            NaN
  1492.81        2500.00                 NaN   98.9693                 NaN  0.190574E-004  0.404277       0.626438                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00                 NaN   98.9822                 NaN            NaN  0.618915       0.398935                 NaN            NaN            NaN            NaN            NaN
  1489.66        2500.00                 NaN   98.9916                 NaN            NaN  0.395121       0.613240                 NaN            NaN            NaN            NaN            NaN
  1488.08        2500.00                 NaN   99.0012                 NaN            NaN  0.608178       0.390647                 NaN            NaN            NaN            NaN            NaN
  1486.51        2500.00                 NaN   99.9944                 NaN  0.559155E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.93        2500.00                 NaN   98.0460                 NaN  0.331205E-001  0.709081        1.21178                 NaN            NaN            NaN            NaN            NaN
  1483.36        2500.00                 NaN   99.0300                 NaN  0.827698E-003  0.592048       0.377135                 NaN            NaN            NaN            NaN            NaN
  1481.79        2500.00                 NaN   99.0408                 NaN  0.128016E-001  0.590748       0.355601                 NaN            NaN            NaN            NaN            NaN
  1480.21        2500.00                 NaN   99.0451                 NaN            NaN  0.582038       0.372877                 NaN            NaN            NaN            NaN            NaN
  1478.64        2500.00                 NaN   99.0645                 NaN  0.421084E-001  0.302092       0.591279                 NaN            NaN            NaN            NaN            NaN
  1477.06        2500.00                 NaN   99.0657                 NaN  0.137877E-002  0.571552       0.361350                 NaN            NaN            NaN            NaN            NaN
  1475.49        2500.00                 NaN   99.0714                 NaN  0.253258E-002  0.568405       0.357688                 NaN            NaN            NaN            NaN            NaN
  1473.91        2500.00                 NaN   99.0821                 NaN  0.157697E-002  0.353739       0.562539                 NaN            NaN            NaN            NaN            NaN
  1472.34        2500.00                 NaN   99.0909                 NaN  0.116028E-001  0.562070       0.335452                 NaN            NaN            NaN            NaN            NaN
  1470.76        2500.00                 NaN   99.0968                 NaN  0.364636E-002  0.344110       0.555417                 NaN            NaN            NaN            NaN            NaN
  1469.19        2500.00                 NaN   99.1042                 NaN  0.353505E-002  0.340416       0.551800                 NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   99.1140                 NaN  0.972948E-002  0.548625       0.327610                 NaN            NaN            NaN            NaN            NaN
  1466.04        2500.00                 NaN   99.1205                 NaN  0.888499E-002  0.544562       0.326020                 NaN            NaN            NaN            NaN            NaN
  1464.47        2500.00                 NaN   99.1277                 NaN  0.807297E-002  0.540766       0.323417                 NaN            NaN            NaN            NaN            NaN
  1462.89        2500.00                 NaN   99.2362                 NaN  0.640534E-002  0.281679       0.475691                 NaN            NaN            NaN            NaN            NaN
  1461.32        2500.00                 NaN   99.0374                 NaN  0.720964E-002  0.357568       0.597777                 NaN            NaN            NaN            NaN            NaN
  1459.74        2500.00                 NaN   99.1482                 NaN  0.532977E-002  0.318125       0.528350                 NaN            NaN            NaN            NaN            NaN
  1458.17        2500.00                 NaN   99.1532                 NaN  0.471437E-002  0.525377       0.316728                 NaN            NaN            NaN            NaN            NaN
  1456.59        2500.00                 NaN   99.1601                 NaN  0.265896E-002  0.520959       0.316318                 NaN            NaN            NaN            NaN            NaN
  1455.02        2500.00                 NaN   99.1658                 NaN  0.426538E-002  0.518848       0.311119                 NaN            NaN            NaN            NaN            NaN
  1453.44        2500.00                 NaN   99.1732                 NaN  0.580239E-002  0.305598       0.515422                 NaN            NaN            NaN            NaN            NaN
  1451.87        2500.00                 NaN   97.6511                 NaN  0.199082       0.691585       0.671905       0.786287                 NaN            NaN            NaN            NaN
  1450.30        2500.00                 NaN   97.6238                 NaN  0.211413       0.686954       0.666075       0.811764                 NaN            NaN            NaN            NaN
  1448.72        2500.00                 NaN   97.6799                 NaN  0.208883       0.646061       0.671291       0.793873                 NaN            NaN            NaN            NaN
  1447.15        2500.00                 NaN   97.7354                 NaN  0.206696       0.657563       0.625226       0.775067                 NaN            NaN            NaN            NaN
  1445.57        2500.00                 NaN   97.7857                 NaN  0.204663       0.643865       0.607106       0.758623                 NaN            NaN            NaN            NaN
  1444.00        2500.00                 NaN   97.8309                 NaN  0.203510       0.588090       0.633773       0.743742                 NaN            NaN            NaN            NaN
  1442.42        2500.00                 NaN   97.8863                 NaN  0.200043       0.616816       0.571750       0.725110                 NaN            NaN            NaN            NaN
  1440.85        2500.00                 NaN   97.9294                 NaN  0.198683       0.605665       0.555096       0.711120                 NaN            NaN            NaN            NaN
  1439.27        2500.00                 NaN   97.9741                 NaN  0.196811       0.593862       0.538917       0.696319                 NaN            NaN            NaN            NaN
  1437.70        2500.00                 NaN   98.1173                 NaN  0.186954       0.557563       0.491219       0.646956                 NaN            NaN            NaN            NaN
  1436.13        2500.00                 NaN   97.9365                 NaN  0.204927       0.606923       0.542126       0.709498                 NaN            NaN            NaN            NaN
  1434.55        2500.00                 NaN   98.1001                 NaN  0.191268       0.559847       0.494097       0.654662                 NaN            NaN            NaN            NaN
  1432.98        2500.00                 NaN   98.1379                 NaN  0.189660       0.550084       0.480355       0.642050                 NaN            NaN            NaN            NaN
  1431.40        2500.00                 NaN   98.1750                 NaN  0.188110       0.467401       0.539569       0.629873                 NaN            NaN            NaN            NaN
  1429.83        2500.00                 NaN   98.2122                 NaN  0.186531       0.529683       0.454035       0.617540                 NaN            NaN            NaN            NaN
  1428.25        2500.00                 NaN   98.2460                 NaN  0.185070       0.442185       0.520427       0.606324                 NaN            NaN            NaN            NaN
  1426.68        2500.00                 NaN   98.2801                 NaN  0.183314       0.429973       0.511958       0.594640                 NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN   98.3272                 NaN  0.180628       0.497530       0.414831       0.579781                 NaN            NaN            NaN            NaN
  1423.53        2500.00                 NaN   98.3323                 NaN  0.181944       0.499226       0.409744       0.576816                 NaN            NaN            NaN            NaN
  1421.96        2500.00                 NaN   98.3758                 NaN  0.179347       0.396367       0.486021       0.562506                 NaN            NaN            NaN            NaN
  1420.38        2500.00                 NaN   98.4049                 NaN  0.177911       0.385895       0.478380       0.552908                 NaN            NaN            NaN            NaN
  1418.81        2500.00                 NaN   98.4335                 NaN  0.176523       0.471239       0.375530       0.543212                 NaN            NaN            NaN            NaN
  1417.23        2500.00                 NaN   98.4614                 NaN  0.175320       0.463283       0.366039       0.533912                 NaN            NaN            NaN            NaN
  1415.66        2500.00                 NaN   98.4893                 NaN  0.174048       0.455745       0.356295       0.524620                 NaN            NaN            NaN            NaN
  1414.08        2500.00                 NaN   98.5149                 NaN  0.172990       0.448991       0.347085       0.515992                 NaN            NaN            NaN            NaN
  1412.51        2500.00                 NaN   98.5418                 NaN  0.171304       0.441842       0.338305       0.506699                 NaN            NaN            NaN            NaN
  1410.93        2500.00                 NaN   98.5659                 NaN  0.170266       0.329774       0.435413       0.498652                 NaN            NaN            NaN            NaN
  1409.36        2500.00                 NaN   98.5908                 NaN  0.169140       0.428640       0.321189       0.490236                 NaN            NaN            NaN            NaN
  1407.79        2500.00                 NaN   98.6143                 NaN  0.167873       0.422326       0.313264       0.482194                 NaN            NaN            NaN            NaN
  1406.21        2500.00                 NaN   98.6373                 NaN  0.167174       0.416051       0.304689       0.474758                 NaN            NaN            NaN            NaN
  1404.64        2500.00                 NaN   98.6621                 NaN  0.164895       0.298235       0.409047       0.465757                 NaN            NaN            NaN            NaN
  1403.06        2500.00                 NaN   98.6455                 NaN  0.183205       0.268619       0.424915       0.477719                 NaN            NaN            NaN            NaN
  1401.49        2500.00                 NaN   98.7415                 NaN  0.144371       0.375927       0.304985       0.433222                 NaN            NaN            NaN            NaN
  1399.91        2500.00                 NaN   98.7240                 NaN  0.161947       0.392619       0.276686       0.444737                 NaN            NaN            NaN            NaN
  1398.34        2500.00                 NaN   98.7443                 NaN  0.161157       0.387174       0.269588       0.437816                 NaN            NaN            NaN            NaN
  1396.76        2500.00                 NaN   98.7610                 NaN  0.162336       0.384585       0.259134       0.432907                 NaN            NaN            NaN            NaN
  1395.19        2500.00                 NaN   98.7869                 NaN  0.156000       0.374609       0.260265       0.422196                 NaN            NaN            NaN            NaN
  1393.62        2500.00                 NaN   98.8017                 NaN  0.157692       0.371760       0.250774       0.418084                 NaN            NaN            NaN            NaN
  1392.04        2500.00                 NaN   98.8192                 NaN  0.156880       0.366998       0.244910       0.412029                 NaN            NaN            NaN            NaN
  1390.47        2500.00                 NaN   98.8388                 NaN  0.155045       0.238894       0.362163       0.405107                 NaN            NaN            NaN            NaN
  1388.89        2500.00                 NaN   98.8552                 NaN  0.154118       0.234105       0.357034       0.399533                 NaN            NaN            NaN            NaN
  1387.32        2500.00                 NaN   98.8723                 NaN  0.153177       0.352194       0.228727       0.393603                 NaN            NaN            NaN            NaN
  1385.74        2500.00                 NaN   98.8885                 NaN  0.151972       0.223549       0.348095       0.387913                 NaN            NaN            NaN            NaN
  1384.17        2500.00                 NaN   98.9046                 NaN  0.150905       0.343617       0.218609       0.382313                 NaN            NaN            NaN            NaN
  1382.59        2500.00                 NaN   98.9056                 NaN  0.156089       0.208131       0.346128       0.384048                 NaN            NaN            NaN            NaN
  1381.02        2500.00                 NaN   98.9534                 NaN  0.142615       0.213449       0.327339       0.363157                 NaN            NaN            NaN            NaN
  1379.45        2500.00                 NaN   98.9511                 NaN  0.147392       0.330968       0.204512       0.366009                 NaN            NaN            NaN            NaN
  1377.87        2500.00                 NaN   98.9654                 NaN  0.146276       0.326852       0.200523       0.360933                 NaN            NaN            NaN            NaN
  1376.30        2500.00                 NaN   98.9806                 NaN  0.145036       0.196109       0.322651       0.355565                 NaN            NaN            NaN            NaN
  1374.72        2500.00                 NaN   98.9946                 NaN  0.143791       0.318773       0.192244       0.350640                 NaN            NaN            NaN            NaN
  1373.15        2500.00                 NaN   99.0081                 NaN  0.142553       0.188451       0.315092       0.345837                 NaN            NaN            NaN            NaN
  1371.57        2500.00                 NaN   99.0006                 NaN  0.144592       0.191135       0.313908       0.349782                 NaN            NaN            NaN            NaN
  1370.00        2500.00                 NaN   99.0517                 NaN  0.138714       0.175032       0.305264       0.329283                 NaN            NaN            NaN            NaN
  1368.42        2500.00                 NaN   99.0501                 NaN  0.137232       0.180019       0.302352       0.330287                 NaN            NaN            NaN            NaN
  1366.85        2500.00                 NaN   99.0605                 NaN  0.137673       0.174235       0.300486       0.327103                 NaN            NaN            NaN            NaN
  1365.27        2500.00                 NaN   99.0728                 NaN  0.136125       0.171657       0.296782       0.322625                 NaN            NaN            NaN            NaN
  1363.70        2500.00                 NaN   99.0837                 NaN  0.134920       0.293763       0.168950       0.318640                 NaN            NaN            NaN            NaN
  1362.13        2500.00                 NaN   99.0962                 NaN  0.133429       0.290260       0.166019       0.314066                 NaN            NaN            NaN            NaN
  1360.55        2500.00                 NaN   99.1081                 NaN  0.132332       0.286593       0.163143       0.309872                 NaN            NaN            NaN            NaN
  1358.98        2500.00                 NaN   99.1191                 NaN  0.130772       0.160956       0.283404       0.305758                 NaN            NaN            NaN            NaN
  1357.40        2500.00                 NaN   99.1301                 NaN  0.129310       0.280142       0.158719       0.301774                 NaN            NaN            NaN            NaN
  1355.83        2500.00                 NaN   99.1410                 NaN  0.128213       0.277160       0.155860       0.297807                 NaN            NaN            NaN            NaN
  1354.25        2500.00                 NaN   99.1517                 NaN  0.126489       0.273288       0.154626       0.293939                 NaN            NaN            NaN            NaN
  1352.68        2500.00                 NaN   99.1622                 NaN  0.124869       0.270691       0.152352       0.289845                 NaN            NaN            NaN            NaN
  1351.10        2500.00                 NaN   99.1720                 NaN  0.123633       0.267532       0.150503       0.286377                 NaN            NaN            NaN            NaN
  1349.53        2500.00                 NaN   99.1819                 NaN  0.121896       0.149096       0.264466       0.282601                 NaN            NaN            NaN            NaN
  1347.96        2500.00                 NaN   99.1920                 NaN  0.120320       0.261398       0.147490       0.278743                 NaN            NaN            NaN            NaN
  1346.38        2500.00                 NaN   99.2012                 NaN  0.118811       0.258469       0.146150       0.275363                 NaN            NaN            NaN            NaN
  1344.81        2500.00                 NaN   99.2108                 NaN  0.117251       0.145064       0.255118       0.271806                 NaN            NaN            NaN            NaN
  1343.23        2500.00                 NaN   99.2198                 NaN  0.115624       0.252301       0.143890       0.268378                 NaN            NaN            NaN            NaN
  1341.66        2500.00                 NaN   99.2285                 NaN  0.113913       0.249494       0.143010       0.265035                 NaN            NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.2375                 NaN  0.112262       0.142053       0.246527       0.261644                 NaN            NaN            NaN            NaN
  1338.51        2500.00                 NaN   99.2457                 NaN  0.110573       0.141457       0.243773       0.258515                 NaN            NaN            NaN            NaN
  1336.93        2500.00                 NaN   99.2329                 NaN  0.108428       0.248505       0.147129       0.263012                 NaN            NaN            NaN            NaN
  1335.36        2500.00                 NaN   99.2795                 NaN  0.105456       0.231390       0.138231       0.245399                 NaN            NaN            NaN            NaN
  1333.79        2500.00                 NaN   99.2694                 NaN  0.107031       0.135927       0.237795       0.249867                 NaN            NaN            NaN            NaN
  1332.21        2500.00                 NaN   99.2796                 NaN  0.102071       0.230567       0.142752       0.245040                 NaN            NaN            NaN            NaN
  1330.64        2500.00                 NaN   99.2863                 NaN  0.101289       0.140741       0.228940       0.242698                 NaN            NaN            NaN            NaN
  1329.06        2500.00                 NaN   99.2943                 NaN  0.999786E-001  0.139821       0.226028       0.239839                 NaN            NaN            NaN            NaN
  1327.49        2500.00                 NaN   99.3008                 NaN  0.963935E-001  0.143875       0.222024       0.236864                 NaN            NaN            NaN            NaN
  1325.91        2500.00                 NaN   99.3083                 NaN  0.974718E-001  0.221613       0.138110       0.234509                 NaN            NaN            NaN            NaN
  1324.34        2500.00                 NaN   99.3163                 NaN  0.952291E-001  0.139044       0.217862       0.231590                 NaN            NaN            NaN            NaN
  1322.76        2500.00                 NaN   99.3228                 NaN  0.918599E-001  0.213860       0.142976       0.228542                 NaN            NaN            NaN            NaN
  1321.19        2500.00                 NaN   99.3287                 NaN  0.901369E-001  0.212432       0.142817       0.225949                 NaN            NaN            NaN            NaN
  1319.62        2500.00                 NaN   99.3358                 NaN  0.880427E-001  0.208760       0.144050       0.223310                 NaN            NaN            NaN            NaN
  1318.04        2500.00                 NaN   99.3418                 NaN  0.864602E-001  0.206706       0.144049       0.220937                 NaN            NaN            NaN            NaN
  1316.47        2500.00                 NaN   99.3483                 NaN  0.841917E-001  0.146233       0.202911       0.218362                 NaN            NaN            NaN            NaN
  1314.89        2500.00                 NaN   99.3543                 NaN  0.820108E-001  0.200224       0.147614       0.215844                 NaN            NaN            NaN            NaN
  1313.32        2500.00                 NaN   99.3604                 NaN  0.801064E-001  0.197027       0.148960       0.213501                 NaN            NaN            NaN            NaN
  1311.74        2500.00                 NaN   99.3661                 NaN  0.781857E-001  0.150850       0.193582       0.211310                 NaN            NaN            NaN            NaN
  1310.17        2500.00                 NaN   99.3721                 NaN  0.757418E-001  0.152148       0.191458       0.208598                 NaN            NaN            NaN            NaN
  1308.59        2500.00                 NaN   99.3774                 NaN  0.739555E-001  0.188062       0.153927       0.206653                 NaN            NaN            NaN            NaN
  1307.02        2500.00                 NaN   99.3838                 NaN  0.725981E-001  0.154252       0.185144       0.204240                 NaN            NaN            NaN            NaN
  1305.45        2500.00                 NaN   99.3883                 NaN  0.690214E-001  0.159576       0.181120       0.201944                 NaN            NaN            NaN            NaN
  1303.87        2500.00                 NaN   99.3937                 NaN  0.677105E-001  0.178827       0.159721       0.200024                 NaN            NaN            NaN            NaN
  1302.30        2500.00                 NaN   99.3987                 NaN  0.652509E-001  0.175585       0.162672       0.197826                 NaN            NaN            NaN            NaN
  1300.72        2500.00                 NaN   99.4035                 NaN  0.632394E-001  0.172481       0.164869       0.195863                 NaN            NaN            NaN            NaN
  1299.15        2500.00                 NaN   99.4077                 NaN  0.614577E-001  0.167098       0.169590       0.194203                 NaN            NaN            NaN            NaN
  1297.57        2500.00                 NaN   99.4140                 NaN  0.588006E-001  0.165210       0.170362       0.191643                 NaN            NaN            NaN            NaN
  1296.00        2500.00                 NaN   99.4176                 NaN  0.569265E-001  0.162595       0.172734       0.190106                 NaN            NaN            NaN            NaN
  1294.42        2500.00                 NaN   99.4221                 NaN  0.545080E-001  0.176384       0.158808       0.188232                 NaN            NaN            NaN            NaN
  1292.85        2500.00                 NaN   99.4267                 NaN  0.526189E-001  0.178863       0.155353       0.186420                 NaN            NaN            NaN            NaN
  1291.28        2500.00                 NaN   92.4674                 NaN  0.542115        1.04414       0.116240       0.984843        4.84523                 NaN            NaN            NaN
  1289.70        2500.00                 NaN   87.8088                 NaN  0.868862       0.140956E-001   1.69604        1.51686        8.09536                 NaN            NaN            NaN
