|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        Opx(TH)        O(HP)          O(HP)          pxmn           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1515.11        500.000                 NaN   99.5292       0.458760                 NaN  0.120760E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.74        500.000                 NaN   99.7434       0.250560                 NaN  0.605019E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.37        500.000                 NaN   99.3947       0.605302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.99        500.000                 NaN   99.9991                 NaN            NaN  0.861678E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.62        500.000                 NaN   99.2277       0.737257                 NaN  0.350836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.24        500.000                 NaN   99.5880       0.403133                 NaN  0.890618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.87        500.000                 NaN   99.5903       0.400618                 NaN  0.904104E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.50        500.000                 NaN   99.5913       0.401182                 NaN  0.753878E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.12        500.000                 NaN   99.5947       0.401232                 NaN  0.403807E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.75        500.000                 NaN   99.5963       0.401774                 NaN  0.189105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000                 NaN   99.6010       0.385256                 NaN  0.137785E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.00        500.000                 NaN   99.6025       0.391124                 NaN  0.637314E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.63        500.000                 NaN   99.6050       0.391816                 NaN  0.315268E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.26        500.000                 NaN   99.6076       0.384900                 NaN  0.751137E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.88        500.000                 NaN   99.6116       0.375510                 NaN  0.129167E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.51        500.000                 NaN   99.6116       0.387986                 NaN  0.412214E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.13        500.000                 NaN   99.6138       0.386195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.76        500.000                 NaN   99.6186       0.374162                 NaN  0.727994E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.39        500.000                 NaN   97.8268        1.84309       0.261815       0.324799E-002  0.650840E-001  0.564209E-016            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.01        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.64        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.27        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.89        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.52        500.000                 NaN   99.8455       0.154534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.15        500.000                 NaN   99.5555       0.444454                 NaN  0.175733E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.77        500.000                 NaN   99.7125       0.287390                 NaN  0.849062E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.40        500.000                 NaN   99.6368       0.363217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.02        500.000                 NaN   99.6396       0.360370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.65        500.000                 NaN   99.6413       0.358739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.28        500.000                 NaN   99.6420       0.357978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.90        500.000                 NaN   99.5851       0.145782                 NaN            NaN            NaN            NaN  0.269133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.53        500.000                 NaN   99.5462       0.564363E-002            NaN            NaN            NaN            NaN  0.448175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.16        500.000                 NaN   99.5472       0.246553E-002            NaN            NaN            NaN            NaN  0.450310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.78        500.000                 NaN   99.5475       0.488215E-002            NaN            NaN            NaN            NaN  0.447584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        500.000                 NaN   99.5484                 NaN            NaN            NaN            NaN            NaN  0.451609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.04        500.000                 NaN   99.5516       0.376783E-001            NaN            NaN            NaN            NaN  0.410705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.66        500.000                 NaN   99.5505       0.170035E-001            NaN            NaN            NaN            NaN  0.432473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.29        500.000                 NaN   99.6410       0.161166                 NaN            NaN            NaN            NaN  0.197838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.91        500.000                 NaN   99.4647                 NaN            NaN            NaN            NaN            NaN  0.535285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        500.000                 NaN   99.5477                 NaN            NaN            NaN            NaN            NaN  0.452254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.17        500.000                 NaN   99.5486                 NaN            NaN            NaN            NaN            NaN  0.451449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.79        500.000                 NaN   99.5483                 NaN            NaN            NaN            NaN            NaN  0.451729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.42        500.000                 NaN   99.5463                 NaN            NaN            NaN            NaN            NaN  0.453662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.05        500.000                 NaN   99.3833                 NaN            NaN            NaN            NaN            NaN  0.260729       0.355973                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.67        500.000                 NaN   99.2830                 NaN            NaN            NaN            NaN            NaN  0.291001       0.425983                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.30        500.000                 NaN   99.2897                 NaN            NaN            NaN            NaN            NaN  0.422371       0.287905                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.93        500.000                 NaN   99.2972                 NaN            NaN            NaN            NaN            NaN  0.418442       0.284377                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.55        500.000                 NaN   99.3047                 NaN            NaN            NaN            NaN            NaN  0.413888       0.281451                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.18        500.000                 NaN   99.0441                 NaN            NaN            NaN            NaN            NaN  0.386351       0.569556                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.80        500.000                 NaN   99.6464                 NaN            NaN            NaN            NaN            NaN  0.210636       0.142923                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.43        500.000                 NaN   99.2630                 NaN            NaN            NaN            NaN            NaN  0.297320       0.439705                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.06        500.000                 NaN   99.3303                 NaN            NaN            NaN            NaN            NaN  0.269710       0.399971                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.68        500.000                 NaN   99.3372                 NaN            NaN            NaN            NaN            NaN  0.396255       0.266560                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.31        500.000                 NaN   99.3430                 NaN            NaN            NaN            NaN            NaN  0.263730       0.393223                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.94        500.000                 NaN   99.3494                 NaN            NaN            NaN            NaN            NaN  0.261126       0.389449                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.56        500.000                 NaN   99.3556                 NaN            NaN            NaN            NaN            NaN  0.258436       0.385964                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.19        500.000                 NaN   99.3610                 NaN            NaN            NaN            NaN            NaN  0.255832       0.383136                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.82        500.000                 NaN   99.3678                 NaN            NaN            NaN            NaN            NaN  0.252505       0.379691                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.44        500.000                 NaN   99.3725                 NaN            NaN            NaN            NaN            NaN  0.250648       0.376844                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.07        500.000                 NaN   99.3800                 NaN            NaN            NaN            NaN            NaN  0.247367       0.372666                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.69        500.000                 NaN   99.3846                 NaN            NaN            NaN            NaN            NaN  0.245221       0.370176                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.32        500.000                 NaN   99.3901                 NaN            NaN            NaN            NaN            NaN  0.367233       0.242677                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.95        500.000                 NaN   98.7121                 NaN            NaN            NaN            NaN            NaN  0.440879       0.518869                 NaN  0.328124                 NaN            NaN            NaN            NaN
  1428.57        500.000                 NaN   98.1741                 NaN            NaN            NaN            NaN            NaN  0.494928       0.738393                 NaN  0.592616                 NaN            NaN            NaN            NaN
  1427.20        500.000                 NaN   98.2152                 NaN            NaN            NaN            NaN            NaN  0.484248       0.721035                 NaN  0.579538                 NaN            NaN            NaN            NaN
  1425.83        500.000                 NaN   98.2544                 NaN            NaN            NaN            NaN            NaN  0.473341       0.705078                 NaN  0.567221                 NaN            NaN            NaN            NaN
  1424.45        500.000                 NaN   98.2909                 NaN            NaN            NaN            NaN            NaN  0.690431       0.462803                 NaN  0.555853                 NaN            NaN            NaN            NaN
  1423.08        500.000                 NaN   98.3272                 NaN            NaN            NaN            NaN            NaN  0.675120       0.453265                 NaN  0.544450                 NaN            NaN            NaN            NaN
  1421.71        500.000                 NaN   98.3618                 NaN            NaN            NaN            NaN            NaN  0.443125       0.661556                 NaN  0.533547                 NaN            NaN            NaN            NaN
  1420.33        500.000                 NaN   98.3951                 NaN            NaN            NaN            NaN            NaN  0.434120       0.647782                 NaN  0.523016                 NaN            NaN            NaN            NaN
  1418.96        500.000                 NaN   98.4270                 NaN            NaN            NaN            NaN            NaN  0.425274       0.634851                 NaN  0.512895                 NaN            NaN            NaN            NaN
  1417.58        500.000                 NaN   98.4586                 NaN            NaN            NaN            NaN            NaN  0.622254       0.416275                 NaN  0.502905                 NaN            NaN            NaN            NaN
  1416.21        500.000                 NaN   98.4886                 NaN            NaN            NaN            NaN            NaN  0.408184       0.609843                 NaN  0.493352                 NaN            NaN            NaN            NaN
  1414.84        500.000                 NaN   98.5172                 NaN            NaN            NaN            NaN            NaN  0.399338       0.598957                 NaN  0.484521                 NaN            NaN            NaN            NaN
  1413.46        500.000                 NaN   98.5475                 NaN            NaN            NaN            NaN            NaN  0.391684       0.586193                 NaN  0.474574                 NaN            NaN            NaN            NaN
  1412.09        500.000                 NaN   98.4060                 NaN            NaN            NaN            NaN            NaN  0.469864       0.557826                 NaN  0.546465       0.197957E-001            NaN            NaN            NaN
  1410.72        500.000                 NaN   98.5005                 NaN            NaN            NaN            NaN            NaN  0.445731       0.520787                 NaN  0.512898       0.200353E-001            NaN            NaN            NaN
  1409.34        500.000                 NaN   98.5007                 NaN            NaN            NaN            NaN            NaN  0.445176       0.519079                 NaN  0.514892       0.201098E-001            NaN            NaN            NaN
  1407.97        500.000                 NaN   98.5348                 NaN            NaN            NaN            NaN            NaN  0.435028       0.507238                 NaN  0.503363       0.195956E-001            NaN            NaN            NaN
  1406.60        500.000                 NaN   98.5728                 NaN            NaN            NaN            NaN            NaN  0.495169       0.422937                 NaN  0.490230       0.188373E-001            NaN            NaN            NaN
  1405.22        500.000                 NaN   98.5996                 NaN            NaN            NaN            NaN            NaN  0.414612       0.486095                 NaN  0.481374       0.183402E-001            NaN            NaN            NaN
  1403.85        500.000                 NaN   98.6402                 NaN            NaN            NaN            NaN            NaN  0.473077       0.402090                 NaN  0.466959       0.176270E-001            NaN            NaN            NaN
  1402.47        500.000                 NaN   98.6652                 NaN            NaN            NaN            NaN            NaN  0.394160       0.464813                 NaN  0.458668       0.171802E-001            NaN            NaN            NaN
  1401.10        500.000                 NaN   98.6975                 NaN            NaN            NaN            NaN            NaN  0.454221       0.384160                 NaN  0.447459       0.166280E-001            NaN            NaN            NaN
  1399.73        500.000                 NaN   98.7244                 NaN            NaN            NaN            NaN            NaN  0.445048       0.376122                 NaN  0.438338       0.161339E-001            NaN            NaN            NaN
  1398.35        500.000                 NaN   98.7514                 NaN            NaN            NaN            NaN            NaN  0.367403       0.436400                 NaN  0.429191       0.156424E-001            NaN            NaN            NaN
  1396.98        500.000                 NaN   98.7800                 NaN            NaN            NaN            NaN            NaN  0.427137       0.358637                 NaN  0.419083       0.151401E-001            NaN            NaN            NaN
  1395.61        500.000                 NaN   98.8044                 NaN            NaN            NaN            NaN            NaN  0.351066       0.419050                 NaN  0.410727       0.147599E-001            NaN            NaN            NaN
  1394.23        500.000                 NaN   98.8295                 NaN            NaN            NaN            NaN            NaN  0.411111       0.343026                 NaN  0.402098       0.142624E-001            NaN            NaN            NaN
  1392.86        500.000                 NaN   98.8531                 NaN            NaN            NaN            NaN            NaN  0.335874       0.403228                 NaN  0.393972       0.138531E-001            NaN            NaN            NaN
  1391.49        500.000                 NaN   98.8758                 NaN            NaN            NaN            NaN            NaN  0.328321       0.396331                 NaN  0.386168       0.133791E-001            NaN            NaN            NaN
  1390.11        500.000                 NaN   98.8993                 NaN            NaN            NaN            NaN            NaN  0.321411       0.388337                 NaN  0.377903       0.130028E-001            NaN            NaN            NaN
  1388.74        500.000                 NaN   98.9206                 NaN            NaN            NaN            NaN            NaN  0.314652       0.381588                 NaN  0.370532       0.126225E-001            NaN            NaN            NaN
  1387.36        500.000                 NaN   98.9416                 NaN            NaN            NaN            NaN            NaN  0.307949       0.374935                 NaN  0.363311       0.122480E-001            NaN            NaN            NaN
  1385.99        500.000                 NaN   98.9616                 NaN            NaN            NaN            NaN            NaN  0.301667       0.368483                 NaN  0.356383       0.118726E-001            NaN            NaN            NaN
  1384.62        500.000                 NaN   98.9819                 NaN            NaN            NaN            NaN            NaN  0.361815       0.295531                 NaN  0.349259       0.115207E-001            NaN            NaN            NaN
  1383.24        500.000                 NaN   99.0005                 NaN            NaN            NaN            NaN            NaN  0.355904       0.289453                 NaN  0.342912       0.112037E-001            NaN            NaN            NaN
  1381.87        500.000                 NaN   99.0199                 NaN            NaN            NaN            NaN            NaN  0.349709       0.283553                 NaN  0.336028       0.108486E-001            NaN            NaN            NaN
  1380.50        500.000                 NaN   99.0374                 NaN            NaN            NaN            NaN            NaN  0.277901       0.344204                 NaN  0.329966       0.105043E-001            NaN            NaN            NaN
  1379.12        500.000                 NaN   99.0549                 NaN            NaN            NaN            NaN            NaN  0.272462       0.338549                 NaN  0.323868       0.102052E-001            NaN            NaN            NaN
  1377.75        500.000                 NaN   99.0719                 NaN            NaN            NaN            NaN            NaN  0.266915       0.333391                 NaN  0.317930       0.986332E-002            NaN            NaN            NaN
  1376.38        500.000                 NaN   99.0882                 NaN            NaN            NaN            NaN            NaN  0.328121       0.261818                 NaN  0.312308       0.957659E-002            NaN            NaN            NaN
  1375.00        500.000                 NaN   99.1048                 NaN            NaN            NaN            NaN            NaN  0.256359       0.323050                 NaN  0.306478       0.928741E-002            NaN            NaN            NaN
  1373.63        500.000                 NaN   99.1153                 NaN            NaN            NaN            NaN            NaN  0.319893       0.252851                 NaN  0.302900       0.904935E-002            NaN            NaN            NaN
  1372.25        500.000                 NaN   99.1404                 NaN            NaN            NaN            NaN            NaN  0.245386       0.311830                 NaN  0.293759       0.862563E-002            NaN            NaN            NaN
  1370.88        500.000                 NaN   99.1497                 NaN            NaN            NaN            NaN            NaN  0.308921       0.242244                 NaN  0.290711       0.842838E-002            NaN            NaN            NaN
  1369.51        500.000                 NaN   99.1644                 NaN            NaN            NaN            NaN            NaN  0.237579       0.304303                 NaN  0.285583       0.816655E-002            NaN            NaN            NaN
  1368.13        500.000                 NaN   99.1792                 NaN            NaN            NaN            NaN            NaN  0.232743       0.299895                 NaN  0.280276       0.789329E-002            NaN            NaN            NaN
  1366.76        500.000                 NaN   99.1918                 NaN            NaN            NaN            NaN            NaN  0.296394       0.228271                 NaN  0.275929       0.762452E-002            NaN            NaN            NaN
  1365.39        500.000                 NaN   99.2060                 NaN            NaN            NaN            NaN            NaN  0.291423       0.224317                 NaN  0.270859       0.739476E-002            NaN            NaN            NaN
  1364.01        500.000                 NaN   99.2184                 NaN            NaN            NaN            NaN            NaN  0.287764       0.220185                 NaN  0.266515       0.714729E-002            NaN            NaN            NaN
  1362.64        500.000                 NaN   99.2311                 NaN            NaN            NaN            NaN            NaN  0.216080       0.283817                 NaN  0.262058       0.690937E-002            NaN            NaN            NaN
  1361.27        500.000                 NaN   99.2432                 NaN            NaN            NaN            NaN            NaN  0.212108       0.280204                 NaN  0.257777       0.666706E-002            NaN            NaN            NaN
  1359.89        500.000                 NaN   99.2553                 NaN            NaN            NaN            NaN            NaN  0.276338       0.208341                 NaN  0.253569       0.647442E-002            NaN            NaN            NaN
  1358.52        500.000                 NaN   99.2672                 NaN            NaN            NaN            NaN            NaN  0.272881       0.204409                 NaN  0.249264       0.621182E-002            NaN            NaN            NaN
  1357.14        500.000                 NaN   99.2785                 NaN            NaN            NaN            NaN            NaN  0.200739       0.269470                 NaN  0.245328       0.600196E-002            NaN            NaN            NaN
  1355.77        500.000                 NaN   99.2896                 NaN            NaN            NaN            NaN            NaN  0.197211       0.266023                 NaN  0.241387       0.579767E-002            NaN            NaN            NaN
  1354.40        500.000                 NaN   99.3003                 NaN            NaN            NaN            NaN            NaN  0.262753       0.193744                 NaN  0.237592       0.558040E-002            NaN            NaN            NaN
  1353.02        500.000                 NaN   99.3112                 NaN            NaN            NaN            NaN            NaN  0.190059       0.259672                 NaN  0.233682       0.535473E-002            NaN            NaN            NaN
  1351.65        500.000                 NaN   99.3213                 NaN            NaN            NaN            NaN            NaN  0.186773       0.256576                 NaN  0.230152       0.517143E-002            NaN            NaN            NaN
  1350.28        500.000                 NaN   99.3313                 NaN            NaN            NaN            NaN            NaN  0.183515       0.253634                 NaN  0.226590       0.497348E-002            NaN            NaN            NaN
  1348.90        500.000                 NaN   99.3416                 NaN            NaN            NaN            NaN            NaN  0.180351       0.250292                 NaN  0.222940       0.481336E-002            NaN            NaN            NaN
  1347.53        500.000                 NaN   99.3509                 NaN            NaN            NaN            NaN            NaN  0.247728       0.177167                 NaN  0.219652       0.460100E-002            NaN            NaN            NaN
  1346.16        500.000                 NaN   99.3607                 NaN            NaN            NaN            NaN            NaN  0.173696       0.245121                 NaN  0.216150       0.437919E-002            NaN            NaN            NaN
  1344.78        500.000                 NaN   99.3699                 NaN            NaN            NaN            NaN            NaN  0.242171       0.170883                 NaN  0.212874       0.420837E-002            NaN            NaN            NaN
  1343.41        500.000                 NaN   99.3785                 NaN            NaN            NaN            NaN            NaN  0.167732       0.239864                 NaN  0.209835       0.404573E-002            NaN            NaN            NaN
  1342.03        500.000                 NaN   99.3880                 NaN            NaN            NaN            NaN            NaN  0.164815       0.236947                 NaN  0.206351       0.384559E-002            NaN            NaN            NaN
  1340.66        500.000                 NaN   99.3961                 NaN            NaN            NaN            NaN            NaN  0.234849       0.161834                 NaN  0.203532       0.365174E-002            NaN            NaN            NaN
  1339.29        500.000                 NaN   99.4045                 NaN            NaN            NaN            NaN            NaN  0.232239       0.159286                 NaN  0.200495       0.349067E-002            NaN            NaN            NaN
  1337.91        500.000                 NaN   99.4124                 NaN            NaN            NaN            NaN            NaN  0.156663       0.229959                 NaN  0.197694       0.332118E-002            NaN            NaN            NaN
  1336.54        500.000                 NaN   99.4212                 NaN            NaN            NaN            NaN            NaN  0.153763       0.227401                 NaN  0.194520       0.315876E-002            NaN            NaN            NaN
  1335.17        500.000                 NaN   99.4286                 NaN            NaN            NaN            NaN            NaN  0.151191       0.225343                 NaN  0.191901       0.299642E-002            NaN            NaN            NaN
  1333.79        500.000                 NaN   99.4363                 NaN            NaN            NaN            NaN            NaN  0.148619       0.223146                 NaN  0.189086       0.280692E-002            NaN            NaN            NaN
  1332.42        500.000                 NaN   99.4438                 NaN            NaN            NaN            NaN            NaN  0.221183       0.145925                 NaN  0.186474       0.265356E-002            NaN            NaN            NaN
  1331.05        500.000                 NaN   99.4514                 NaN            NaN            NaN            NaN            NaN  0.219013       0.143413                 NaN  0.183657       0.249206E-002            NaN            NaN            NaN
  1329.67        500.000                 NaN   99.4585                 NaN            NaN            NaN            NaN            NaN  0.141114       0.216908                 NaN  0.181150       0.234150E-002            NaN            NaN            NaN
  1328.30        500.000                 NaN   99.4652                 NaN            NaN            NaN            NaN            NaN  0.138675       0.215142                 NaN  0.178757       0.219237E-002            NaN            NaN            NaN
  1326.92        500.000                 NaN   99.4729                 NaN            NaN            NaN            NaN            NaN  0.136164       0.212887                 NaN  0.175996       0.204974E-002            NaN            NaN            NaN
  1325.55        500.000                 NaN   99.4792                 NaN            NaN            NaN            NaN            NaN  0.133988       0.211252                 NaN  0.173693       0.188794E-002            NaN            NaN            NaN
  1324.18        500.000                 NaN   99.4860                 NaN            NaN            NaN            NaN            NaN  0.209230       0.131725                 NaN  0.171273       0.175821E-002            NaN            NaN            NaN
  1322.80        500.000                 NaN   99.4923                 NaN            NaN            NaN            NaN            NaN  0.207489       0.129590                 NaN  0.169007       0.161891E-002            NaN            NaN            NaN
  1321.43        500.000                 NaN   99.4989                 NaN            NaN            NaN            NaN            NaN  0.205756       0.127301                 NaN  0.166623       0.145716E-002            NaN            NaN            NaN
  1320.06        500.000                 NaN   99.5049                 NaN            NaN            NaN            NaN            NaN  0.124980       0.204282                 NaN  0.164479       0.132657E-002            NaN            NaN            NaN
  1318.68        500.000                 NaN   99.5113                 NaN            NaN            NaN            NaN            NaN  0.122844       0.202488                 NaN  0.162145       0.118373E-002            NaN            NaN            NaN
  1317.31        500.000                 NaN   99.5157                 NaN            NaN            NaN            NaN            NaN  0.121247       0.201338                 NaN  0.160643       0.105664E-002            NaN            NaN            NaN
  1315.94        500.000                 NaN   99.5243                 NaN            NaN            NaN            NaN            NaN  0.199095       0.118347                 NaN  0.157406       0.884557E-003            NaN            NaN            NaN
  1314.56        500.000                 NaN   99.5289                 NaN            NaN            NaN            NaN            NaN  0.116681       0.197815                 NaN  0.155810       0.776078E-003            NaN            NaN            NaN
  1313.19        500.000                 NaN   99.5343                 NaN            NaN            NaN            NaN            NaN  0.196450       0.114737                 NaN  0.153871       0.640018E-003            NaN            NaN            NaN
  1311.81        500.000                 NaN   99.5400                 NaN            NaN            NaN            NaN            NaN  0.194946       0.112764                 NaN  0.151780       0.502862E-003            NaN            NaN            NaN
