|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        Opx(TH)        O(HP)          O(HP)          pxmn           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1074.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.36727                 NaN            NaN   6.80532                 NaN   43.6513       0.410011        41.7661     
  1072.80        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.36954                 NaN            NaN   6.80708                 NaN   43.6465       0.409472        41.7674     
  1071.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.37178                 NaN            NaN   6.80895                 NaN   43.6416       0.408894        41.7688     
  1070.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.37266                 NaN            NaN   6.80978                 NaN   43.6390       0.408643        41.7699     
  1068.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.37635                 NaN            NaN   6.81287                 NaN   43.6315       0.407684        41.7716     
  1067.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.37756                 NaN            NaN   6.81404                 NaN   43.6282       0.407319        41.7729     
  1065.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.39244                 NaN            NaN   6.82250                 NaN   43.6056       0.404664        41.7748     
  1064.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.98979        2.40373                 NaN   6.82365                 NaN   43.6025       0.404302        41.7760     
  1063.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.38292                 NaN            NaN   6.81844                 NaN   43.6159       0.405932        41.7768     
  1061.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.72685        2.66867                 NaN   6.82581                 NaN   43.5966       0.403616        41.7784     
  1060.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.24067        1.14697                 NaN   6.82263                 NaN   43.6056       0.404626        41.7795     
  1059.07        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.39333                 NaN            NaN   6.82685                 NaN   43.5948       0.403335        41.7817     
  1057.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.57373        3.82030                 NaN   6.82841                 NaN   43.5923       0.402852        41.7824     
  1056.32        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.39937                 NaN            NaN   6.83233                 NaN   43.5821       0.401651        41.7845     
  1054.95        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32191        6.07421                 NaN   6.82889                 NaN   43.5882       0.402942        41.7838     
  1053.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.40348       0.804049E-004            NaN   6.83540                 NaN   43.5734       0.400657        41.7870     
  1052.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.75983       0.644029                 NaN   6.83550                 NaN   43.5715       0.400659        41.7885     
  1050.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.40866                 NaN            NaN   6.83926                 NaN   43.5623       0.399454        41.7903     
  1049.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.16047        1.45017        4.78487        6.82917                 NaN   43.5848       0.402811        41.7877     
  1048.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.44338        5.95262                 NaN   6.82960                 NaN   43.5830       0.402660        41.7887     
  1046.70        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.43599        5.96058                 NaN   6.83006                 NaN   43.5811       0.402494        41.7898     
  1045.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.01688        1.39080                 NaN   6.83879                 NaN   43.5613       0.399629        41.7926     
  1043.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.68663        1.71764                 NaN   6.83759                 NaN   43.5650       0.400018        41.7931     
  1042.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.37351        1.04070                 NaN   6.84465                 NaN   43.5463       0.397821        41.7970     
  1041.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.68797        1.71677                 NaN   6.83913                 NaN   43.5610       0.399559        41.7955     
  1039.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.24677        1.17416                 NaN   6.84933                 NaN   43.5329       0.396408        41.8005     
  1038.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.34646        6.07577                 NaN   6.85034                 NaN   43.5296       0.396103        41.8017     
  1037.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.73514        1.67636                 NaN   6.84366                 NaN   43.5467       0.398126        41.8000     
  1035.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75608        1.66090                 NaN   6.84761                 NaN   43.5362       0.396975        41.8023     
  1034.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.50147        5.92547                 NaN   6.85408                 NaN   43.5185       0.394967        41.8055     
  1032.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.89814        1.53091                 NaN   6.85578                 NaN   43.5138       0.394443        41.8069     
  1031.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75514        1.67478                 NaN   6.85686                 NaN   43.5112       0.394133        41.8079     
  1030.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.69830        1.73286                 NaN   6.85788                 NaN   43.5080       0.393830        41.8091     
  1028.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.66262        1.76971                 NaN   6.85879                 NaN   43.5050       0.393561        41.8103     
  1027.47        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.61294        1.82079                 NaN   6.85992                 NaN   43.5015       0.393224        41.8116     
  1026.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.59773        1.83933                 NaN   6.86222                 NaN   43.4949       0.392525        41.8133     
  1024.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.44544        1.98710                 NaN   6.85987                 NaN   43.5013       0.393265        41.8131     
  1023.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.47734        1.96351                 NaN   6.86535                 NaN   43.4863       0.391580        41.8160     
  1021.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.43037        2.00862                 NaN   6.86393                 NaN   43.4884       0.392097        41.8166     
  1020.60        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.09131        2.35705                 NaN   6.87099                 NaN   43.4712       0.390012        41.8195     
  1019.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.17052        2.28265                 NaN   6.87604                 NaN   43.4614       0.388603        41.8207     
  1017.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.00391        2.44962                 NaN   6.87628                 NaN   43.4598       0.388584        41.8218     
  1016.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.00363        2.44969                 NaN   6.87625                 NaN   43.4591       0.388575        41.8227     
  1015.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.00346        2.44965                 NaN   6.87621                 NaN   43.4585       0.388566        41.8237     
  1013.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.10647        2.34416                 NaN   6.87448                 NaN   43.4618       0.389019        41.8241     
  1012.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.09101        2.36006                 NaN   6.87487                 NaN   43.4601       0.388885        41.8251     
  1010.99        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.20879        2.24722                 NaN   6.87721                 NaN   43.4512       0.388050        41.8276     
  1009.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.18628        2.27142                 NaN   6.87859                 NaN   43.4472       0.387636        41.8289     
  1008.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.04004        2.41851                 NaN   6.87951                 NaN   43.4448       0.387445        41.8297     
  1006.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.04040        2.41825                 NaN   6.88007                 NaN   43.4431       0.387278        41.8309     
  1005.49        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.05204        2.40981                 NaN   6.88161                 NaN   43.4378       0.386782        41.8319     
  1004.12        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.05333        2.40873                 NaN   6.88208                 NaN   43.4363       0.386642        41.8329     
  1002.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.06892        2.39571                 NaN   6.88373                 NaN   43.4312       0.386123        41.8343     
  1001.37        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.07442        2.39420                 NaN   6.88619                 NaN   43.4239       0.385355        41.8359     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.06161        2.41375                 NaN   6.89021                 NaN   43.4123       0.384105        41.8381     
