|6.6.6
Archiving\03_Data\frac/QFM_m4.75/TIS/TIS_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1849.62        2500.00        98.0452       0.818623        1.13046       0.574803E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        98.0361       0.818749        1.13937       0.574854E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        98.0271       0.818876        1.14823       0.574904E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        98.0182       0.819002        1.15705       0.574954E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        98.0093       0.819128        1.16585       0.575004E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        98.0004       0.819253        1.17461       0.575054E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        97.9916       0.819379        1.18331       0.575104E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        97.9828       0.819503        1.19197       0.575153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        97.9740       0.819628        1.20061       0.575202E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        97.9632       0.819768        1.21130       0.575262E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        97.9566       0.819876        1.21778       0.575300E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        97.9480       0.820000        1.22630       0.575349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        97.9393       0.820123        1.23479       0.575397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        97.9308       0.820247        1.24324       0.575446E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        97.9222       0.820369        1.25164       0.575494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        97.9137       0.820492        1.26002       0.575542E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        97.9053       0.820614        1.26837       0.575590E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        97.8969       0.820736        1.27665       0.575637E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        97.8885       0.820857        1.28491       0.575685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        97.8800       0.820979        1.29325       0.575733E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        97.8718       0.821100        1.30132       0.575779E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        97.8635       0.821220        1.30948       0.575826E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        97.8553       0.821341        1.31758       0.575873E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        97.8471       0.821461        1.32565       0.575920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        97.8388       0.821582        1.33387       0.575967E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        97.8308       0.821700        1.34170       0.576012E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        97.8228       0.821819        1.34964       0.576058E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        97.8147       0.821938        1.35761       0.576105E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        97.8067       0.822056        1.36544       0.576150E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        97.7988       0.822175        1.37330       0.576196E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        97.7908       0.822293        1.38110       0.576241E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        97.7830       0.822410        1.38887       0.576286E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        97.7830       0.822468        1.38873       0.576290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        97.7673       0.822645        1.40429       0.576376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        97.7595       0.822761        1.41194       0.576421E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        97.7513       0.822882        1.42007       0.576468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        97.7441       0.822994        1.42714       0.576510E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        97.7364       0.823110        1.43468       0.576554E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        97.7288       0.823226        1.44219       0.576598E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        97.7212       0.823341        1.44967       0.576642E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        97.7137       0.823456        1.45709       0.576686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        97.7062       0.823571        1.46449       0.576730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        97.6987       0.823685        1.47182       0.576773E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        97.6880       0.823824        1.48242       0.576834E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        97.6839       0.823913        1.48641       0.576859E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        97.6766       0.824026        1.49364       0.576902E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        97.6692       0.824140        1.50085       0.576945E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        97.6620       0.824253        1.50800       0.576987E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        97.6547       0.824365        1.51513       0.577030E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        97.6475       0.824478        1.52222       0.577072E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        97.6422       0.824576        1.52746       0.577104E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        97.6333       0.824701        1.53628       0.577156E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        97.6262       0.824813        1.54323       0.577198E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        97.6191       0.824924        1.55018       0.577239E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        97.6121       0.825035        1.55707       0.577281E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        97.6052       0.825146        1.56392       0.577322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        97.5982       0.825256        1.57074       0.577363E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        97.5913       0.825366        1.57752       0.577404E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        97.5845       0.825476        1.58425       0.577444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        97.5777       0.825585        1.59097       0.577485E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        97.5709       0.825694        1.59761       0.577525E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        97.5642       0.825803        1.60425       0.577566E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        97.5575       0.825912        1.61083       0.577606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        97.5508       0.826020        1.61740       0.577646E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        97.5442       0.826128        1.62389       0.577685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        97.5376       0.826236        1.63037       0.577725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        97.5175       0.826446        1.65026       0.577836E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        97.5246       0.826450        1.64317       0.577804E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        97.5181       0.826557        1.64952       0.577843E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        97.5117       0.826664        1.65584       0.577882E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.5053       0.826770        1.66211       0.577920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        97.4990       0.826876        1.66836       0.577959E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.4927       0.826982        1.67457       0.577998E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.4850       0.827089        1.68054       0.578037E-002  0.158923E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.4730       0.827214        1.68582       0.578089E-002  0.823653E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.4672       0.827394        1.69118       0.578179E-002  0.843906E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.4623       0.827575        1.69650       0.578270E-002  0.784349E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.4566       0.827751        1.70179       0.578358E-002  0.805189E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.4512       0.827928        1.70705       0.578447E-002  0.798935E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.4459       0.828105        1.71228       0.578535E-002  0.793182E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.4406       0.828280        1.71747       0.578622E-002  0.786853E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.4353       0.828455        1.72262       0.578709E-002  0.780730E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        97.4301       0.828629        1.72774       0.578796E-002  0.774900E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        97.3887       0.828801        1.73096       0.576751E-002  0.778744E-002  0.379779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.7002                 NaN            NaN            NaN  0.825006E-002  0.291594                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        99.4592                 NaN            NaN            NaN  0.836930E-002  0.532390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        99.5975                 NaN            NaN            NaN  0.419417E-002  0.398261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        99.3232                 NaN            NaN            NaN  0.124903E-001  0.664268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        99.4623                 NaN            NaN            NaN  0.828283E-002  0.529398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        99.4642                 NaN            NaN            NaN  0.826293E-002  0.527487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.7091                 NaN            NaN            NaN  0.497169E-002  0.285932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.2253                 NaN            NaN            NaN  0.115444E-001  0.763140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.4695                 NaN            NaN            NaN  0.815398E-002  0.522390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.4724                 NaN            NaN            NaN  0.810624E-002  0.519506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4733                 NaN            NaN            NaN  0.809988E-002  0.518604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.4748                 NaN            NaN            NaN  0.808180E-002  0.517080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.4771                 NaN            NaN            NaN  0.803783E-002  0.514824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.4816                 NaN            NaN            NaN  0.796888E-002  0.510471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.4828                 NaN            NaN            NaN  0.796630E-002  0.509262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.4845                 NaN            NaN            NaN  0.792362E-002  0.507571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.4881                 NaN            NaN            NaN  0.788212E-002  0.504052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.4909                 NaN            NaN            NaN  0.784257E-002  0.501215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8500                 NaN            NaN            NaN  0.781798E-003  0.151920       0.997262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.8023                 NaN            NaN            NaN            NaN  0.108770        1.08893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.8170                 NaN            NaN            NaN            NaN  0.105757        1.07722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.8340                 NaN            NaN            NaN            NaN  0.105425        1.06053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8526                 NaN            NaN            NaN            NaN  0.102225        1.04522                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8671                 NaN            NaN            NaN            NaN  0.992889E-001   1.03360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8840                 NaN            NaN            NaN            NaN  0.979016E-001   1.01810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8986                 NaN            NaN            NaN            NaN  0.947518E-001   1.00664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9133                 NaN            NaN            NaN            NaN  0.937106E-001  0.992999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.9269                 NaN            NaN            NaN            NaN  0.884872E-001  0.984571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9431                 NaN            NaN            NaN            NaN  0.871358E-001  0.969798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8031                 NaN            NaN            NaN            NaN  0.159352        1.03755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.1220                 NaN            NaN            NaN            NaN  0.218100E-001  0.856154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9810                 NaN            NaN            NaN            NaN  0.620043E-001  0.956993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9952                 NaN            NaN            NaN            NaN  0.776944E-001  0.927151                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9210                 NaN            NaN            NaN            NaN  0.854307E-001  0.993554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.6762                 NaN            NaN            NaN            NaN  0.203502E-001  0.303442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.4639                 NaN            NaN            NaN            NaN  0.118883        1.41724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0459                 NaN            NaN            NaN            NaN  0.941924E-001  0.859933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9859                 NaN            NaN            NaN            NaN  0.494477E-001  0.964645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1323                 NaN            NaN            NaN            NaN  0.623230E-001  0.805328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
