|6.6.6
Archiving\03_Data\frac/QFM_m1.5/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1822.06        2500.00        99.4479                 NaN            NaN            NaN  0.537340       0.147628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.4535                 NaN            NaN            NaN  0.531929       0.145362E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.4510                 NaN            NaN            NaN  0.534362       0.145891E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.4510                 NaN            NaN            NaN  0.534395       0.145795E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.4528                 NaN            NaN            NaN  0.532673       0.144973E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.4522                 NaN            NaN            NaN  0.533318       0.144739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.4521                 NaN            NaN            NaN  0.533446       0.144313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.4489                 NaN            NaN            NaN  0.536643       0.144932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.4530                 NaN            NaN            NaN  0.532627       0.143336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.4538                 NaN            NaN            NaN  0.531987       0.142599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.4519                 NaN            NaN            NaN  0.533821       0.142756E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.4510                 NaN            NaN            NaN  0.534751       0.142582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.3657                 NaN            NaN            NaN  0.617940       0.164031E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.5361                 NaN            NaN            NaN  0.451964       0.119151E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.4501                 NaN            NaN            NaN  0.535758       0.141396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.4486                 NaN            NaN            NaN  0.537260       0.141291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.4459                 NaN            NaN            NaN  0.539932       0.141449E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.3832                 NaN            NaN            NaN  0.601100       0.156912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.5650                 NaN            NaN            NaN  0.423975       0.110094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.3967                 NaN            NaN            NaN  0.588036       0.152276E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.4442                 NaN            NaN            NaN  0.541804       0.139531E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        99.4448                 NaN            NaN            NaN  0.541335       0.138694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.4421                 NaN            NaN            NaN  0.543999       0.138817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4396                 NaN            NaN            NaN  0.546523       0.139150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.4433                 NaN            NaN            NaN  0.542976       0.137467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.4379                 NaN            NaN            NaN  0.548339       0.137800E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.4597                 NaN            NaN            NaN  0.527098       0.131861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.4138                 NaN            NaN            NaN  0.571964       0.142718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.4354                 NaN            NaN            NaN  0.550956       0.136610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.4330                 NaN            NaN            NaN  0.553320       0.136571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4480                 NaN            NaN            NaN  0.538812       0.132349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.4125                 NaN            NaN            NaN  0.573556       0.139822E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.4284                 NaN            NaN            NaN  0.558027       0.135430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.4092                 NaN            NaN            NaN  0.576833       0.139565E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.4615                 NaN            NaN            NaN  0.525814       0.126473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.9062                 NaN            NaN            NaN  0.915202E-001  0.226525E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        98.9137                 NaN            NaN            NaN   1.06121       0.251065E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.4179                 NaN            NaN            NaN  0.568696       0.134208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4152                 NaN            NaN            NaN  0.571372       0.134231E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.4146                 NaN            NaN            NaN  0.572089       0.133568E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.4102                 NaN            NaN            NaN  0.576353       0.134000E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.4108                 NaN            NaN            NaN  0.575877       0.132896E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.4080                 NaN            NaN            NaN  0.578729       0.133084E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.7310                 NaN            NaN            NaN  0.262898       0.612699E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.0793                 NaN            NaN            NaN  0.900378       0.203486E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3995                 NaN            NaN            NaN  0.587271       0.132681E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.4009                 NaN            NaN            NaN  0.585938       0.131697E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3958                 NaN            NaN            NaN  0.590971       0.132112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3962                 NaN            NaN            NaN  0.590696       0.131171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        98.9325                 NaN            NaN            NaN   1.04453       0.229638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.8630                 NaN            NaN            NaN  0.134057       0.293506E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3798                 NaN            NaN            NaN  0.606953       0.132946E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.3881                 NaN            NaN            NaN  0.598878       0.130363E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.3863                 NaN            NaN            NaN  0.600703       0.130254E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3976                 NaN            NaN            NaN  0.589716       0.127056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.3690                 NaN            NaN            NaN  0.617748       0.132570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.3795                 NaN            NaN            NaN  0.607491       0.129791E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.3804                 NaN            NaN            NaN  0.606688       0.129075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.3788                 NaN            NaN            NaN  0.608350       0.128820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.3768                 NaN            NaN            NaN  0.610345       0.128767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.3754                 NaN            NaN            NaN  0.611702       0.128500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        99.3724                 NaN            NaN            NaN  0.614803       0.128386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        99.3750                 NaN            NaN            NaN  0.612269       0.127566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        99.3712                 NaN            NaN            NaN  0.615999       0.127768E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        99.3710                 NaN            NaN            NaN  0.616227       0.127557E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        99.3707                 NaN            NaN            NaN  0.616616       0.127051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        99.3697                 NaN            NaN            NaN  0.617656       0.126854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        99.3683                 NaN            NaN            NaN  0.619002       0.126706E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        99.3690                 NaN            NaN            NaN  0.618375       0.126232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        99.3673                 NaN            NaN            NaN  0.620114       0.126204E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        99.3676                 NaN            NaN            NaN  0.619862       0.125836E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        99.3638                 NaN            NaN            NaN  0.623561       0.126555E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        99.3725                 NaN            NaN            NaN  0.615085       0.124219E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        99.1655                 NaN            NaN            NaN  0.542221       0.801606E-002            NaN  0.284214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.2859                 NaN            NaN            NaN  0.217297       0.451838E-002            NaN   1.49226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.3735                 NaN            NaN            NaN  0.194515                 NaN            NaN   1.43199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3661                 NaN            NaN            NaN  0.194065                 NaN            NaN   1.43984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3955                 NaN            NaN            NaN  0.189491                 NaN            NaN   1.41498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.4310                 NaN            NaN            NaN  0.185904                 NaN            NaN   1.38309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.4514                 NaN            NaN            NaN  0.180212                 NaN            NaN   1.36837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4774                 NaN            NaN            NaN  0.182294                 NaN            NaN   1.34033                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.5131                 NaN            NaN            NaN  0.173715                 NaN            NaN   1.31320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.5388                 NaN            NaN            NaN  0.169794                 NaN            NaN   1.29142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5566                 NaN            NaN            NaN  0.166725                 NaN            NaN   1.27672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.5849                 NaN            NaN            NaN  0.164061                 NaN            NaN   1.25100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6085                 NaN            NaN            NaN  0.159646                 NaN            NaN   1.23183                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5105                 NaN            NaN            NaN  0.164644                 NaN            NaN   1.32489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.7671                 NaN            NaN            NaN  0.138554                 NaN            NaN   1.09430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.6719                 NaN            NaN            NaN  0.148235                 NaN            NaN   1.17989                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6900                 NaN            NaN            NaN  0.144008                 NaN            NaN   1.16602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7187                 NaN            NaN            NaN  0.140446                 NaN            NaN   1.14083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.8762                 NaN            NaN            NaN  0.123178                 NaN            NaN   1.00064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6053                 NaN            NaN            NaN  0.149647                 NaN            NaN   1.24502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7752                 NaN            NaN            NaN  0.129717                 NaN            NaN   1.09510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7952                 NaN            NaN            NaN  0.129387                 NaN            NaN   1.07537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.8083                 NaN            NaN            NaN  0.123996                 NaN            NaN   1.06773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        99.0828                 NaN            NaN            NaN  0.149161                 NaN            NaN  0.768019                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.5780                 NaN            NaN            NaN  0.810240E-001            NaN            NaN   1.34098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8599                 NaN            NaN            NaN  0.115338                 NaN            NaN   1.02474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8751                 NaN            NaN            NaN  0.111576                 NaN            NaN   1.01331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8928                 NaN            NaN            NaN  0.110043                 NaN            NaN  0.997149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9064                 NaN            NaN            NaN  0.107137                 NaN            NaN  0.986441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9214                 NaN            NaN            NaN  0.103975                 NaN            NaN  0.974606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9348                 NaN            NaN            NaN  0.100049                 NaN            NaN  0.965165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9511                 NaN            NaN            NaN  0.988735E-001            NaN            NaN  0.950044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
