|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.75/YM20/YM20_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            ne             lc            
  1578.28        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.73        2500.00        99.6794       0.291890       0.287471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.18        2500.00        99.2694       0.657052       0.735382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.63        2500.00        99.8536       0.131556       0.148751E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.08        2500.00        98.9423       0.954708       0.102950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.53        2500.00        98.8924        1.00203       0.105584                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.98        2500.00        99.8447       0.140692       0.145635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.43        2500.00        99.3755       0.564866       0.596617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1565.88        2500.00        99.3813       0.560644       0.580459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.33        2500.00        99.3842       0.559539       0.562444E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1562.78        2500.00        99.3185       0.617999       0.634952E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.23        2500.00        99.4691       0.481789       0.490827E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1559.68        2500.00        99.3978       0.549757       0.524580E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.13        2500.00        99.4055       0.540152       0.543332E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.58        2500.00        99.4117       0.535495       0.528509E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.03        2500.00        99.4141       0.534449       0.514307E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.48        2500.00        99.4175       0.532807       0.497097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.92        2500.00        99.4237       0.526161       0.501265E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.37        2500.00        99.4262       0.524959       0.488532E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.82        2500.00        99.4319       0.520721       0.473318E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.27        2500.00        99.4359       0.516479       0.476132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.72        2500.00        99.4403       0.514156       0.455546E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.17        2500.00        99.2732       0.666865       0.598995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.62        2500.00        99.6216       0.347674       0.307582E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.07        2500.00        99.4509       0.506508       0.425992E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.52        2500.00        99.4557       0.500134       0.441838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.97        2500.00        99.4612       0.496738       0.420549E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.42        2500.00        99.4632       0.496020       0.407575E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.87        2500.00        99.4660       0.494200       0.398198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.32        2500.00        99.4703       0.491242       0.384667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.77        2500.00        99.4659       0.494192       0.399475E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.22        2500.00        99.4874       0.475136       0.374563E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.67        2500.00        99.4798       0.483849       0.363018E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.12        2500.00        99.4830       0.481880       0.350829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.57        2500.00        99.4871       0.478121       0.348198E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.02        2500.00        99.3625       0.481323E-001  0.263044E-001            NaN  0.563094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.47        2500.00        99.3267                 NaN  0.211743E-001            NaN  0.652138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.92        2500.00        99.3146                 NaN  0.214492E-005            NaN  0.685374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.37        2500.00        99.3205                 NaN            NaN            NaN  0.679501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.82        2500.00        99.3173                 NaN  0.344878E-003            NaN  0.682320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.27        2500.00        99.3114                 NaN            NaN            NaN  0.688588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.72        2500.00        99.3115                 NaN            NaN            NaN  0.688466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.17        2500.00        99.2729                 NaN            NaN            NaN  0.727139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.62        2500.00        99.3417                 NaN            NaN            NaN  0.658266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.07        2500.00        99.2947                 NaN            NaN            NaN  0.705291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.52        2500.00        99.1959                 NaN            NaN            NaN  0.804127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.96        2500.00        99.3630                 NaN            NaN            NaN  0.137488E-001  0.623292                 NaN            NaN            NaN            NaN            NaN            NaN
  1505.41        2500.00        98.9440                 NaN            NaN            NaN  0.474451       0.581523                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.86        2500.00        98.8658                 NaN            NaN            NaN  0.404318       0.729907                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.31        2500.00        98.8774                 NaN            NaN            NaN  0.724400       0.398210                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.76        2500.00        98.8892                 NaN            NaN            NaN  0.716062       0.394713                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.21        2500.00        99.3076                 NaN            NaN            NaN  0.248872       0.443522                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.66        2500.00        98.5022                 NaN            NaN            NaN  0.531544       0.966292                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.11        2500.00        98.9215                 NaN            NaN            NaN  0.696067       0.382418                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.56        2500.00        98.9334                 NaN            NaN            NaN  0.377717       0.688875                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.01        2500.00        98.9419                 NaN            NaN            NaN  0.373910       0.684169                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.46        2500.00        98.9528                 NaN            NaN            NaN  0.369421       0.677818                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.91        2500.00        98.9624                 NaN            NaN            NaN  0.365021       0.672563                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.36        2500.00        98.9724                 NaN            NaN            NaN  0.360980       0.666593                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.81        2500.00        98.9817                 NaN            NaN            NaN  0.357772       0.660519                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.26        2500.00        98.9870                 NaN            NaN            NaN  0.354593       0.658442                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0005                 NaN            NaN            NaN  0.650051       0.349408                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.16        2500.00        99.0102                 NaN            NaN            NaN  0.644241       0.345527                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.61        2500.00        99.0175                 NaN            NaN            NaN  0.639938       0.342529                 NaN            NaN            NaN            NaN            NaN            NaN
  1479.06        2500.00        99.0246                 NaN            NaN            NaN  0.635682       0.339703                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.51        2500.00        99.0331                 NaN            NaN            NaN  0.335172       0.631723                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.96        2500.00        99.0418                 NaN            NaN            NaN  0.331508       0.626673                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.41        2500.00        99.0489                 NaN            NaN            NaN  0.622135       0.328999                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.86        2500.00        99.0559                 NaN            NaN            NaN  0.325317       0.618754                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.31        2500.00        99.0649                 NaN            NaN            NaN  0.322216       0.612910                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.76        2500.00        99.0717                 NaN            NaN            NaN  0.318775       0.609565                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.21        2500.00        99.0786                 NaN  0.370595E-005            NaN  0.606146       0.315222                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.66        2500.00        99.0852                 NaN            NaN            NaN  0.313982       0.600782                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.11        2500.00        97.1555                 NaN  0.518584E-001            NaN   1.03725       0.843088       0.912279                 NaN            NaN            NaN            NaN            NaN
  1463.55        2500.00        95.2662                 NaN  0.415483                 NaN   1.42044        1.25160        1.64623                 NaN            NaN            NaN            NaN            NaN
  1462.00        2500.00        98.5408                 NaN  0.127306                 NaN  0.436224       0.389419       0.506211                 NaN            NaN            NaN            NaN            NaN
  1460.45        2500.00        97.0226                 NaN  0.267054                 NaN  0.894765       0.778592        1.03703                 NaN            NaN            NaN            NaN            NaN
  1458.90        2500.00        97.0783                 NaN  0.265411                 NaN  0.749287       0.887430        1.01956                 NaN            NaN            NaN            NaN            NaN
  1457.35        2500.00        97.1943                 NaN  0.259867                 NaN  0.851451       0.715222       0.979161                 NaN            NaN            NaN            NaN            NaN
  1455.80        2500.00        97.2467                 NaN  0.257962                 NaN  0.838817       0.693908       0.962635                 NaN            NaN            NaN            NaN            NaN
  1454.25        2500.00        97.3090                 NaN  0.255992                 NaN  0.823270       0.669568       0.942179                 NaN            NaN            NaN            NaN            NaN
  1452.70        2500.00        97.3734                 NaN  0.253687                 NaN  0.807231       0.645118       0.920568                 NaN            NaN            NaN            NaN            NaN
  1451.15        2500.00        97.4361                 NaN  0.251060                 NaN  0.790921       0.622179       0.899753                 NaN            NaN            NaN            NaN            NaN
  1449.60        2500.00        97.4980                 NaN  0.248519                 NaN  0.599285       0.775174       0.879001                 NaN            NaN            NaN            NaN            NaN
  1448.05        2500.00        97.5562                 NaN  0.246351                 NaN  0.760321       0.577688       0.859443                 NaN            NaN            NaN            NaN            NaN
  1446.50        2500.00        97.6098                 NaN  0.244195                 NaN  0.747358       0.557064       0.841538                 NaN            NaN            NaN            NaN            NaN
  1444.95        2500.00        97.6638                 NaN  0.242072                 NaN  0.537286       0.733389       0.823424                 NaN            NaN            NaN            NaN            NaN
  1443.40        2500.00        97.7162                 NaN  0.239940                 NaN  0.719645       0.518359       0.805816                 NaN            NaN            NaN            NaN            NaN
  1441.85        2500.00        97.7624                 NaN  0.238438                 NaN  0.500495       0.708468       0.790176                 NaN            NaN            NaN            NaN            NaN
  1440.30        2500.00        97.8138                 NaN  0.240213                 NaN  0.473504       0.698562       0.773900                 NaN            NaN            NaN            NaN            NaN
  1438.75        2500.00        97.8608                 NaN  0.229968                 NaN  0.471407       0.681596       0.756275                 NaN            NaN            NaN            NaN            NaN
  1437.20        2500.00        97.9617                 NaN  0.226673                 NaN  0.657265       0.431657       0.722736                 NaN            NaN            NaN            NaN            NaN
  1435.65        2500.00        97.8875                 NaN  0.236659                 NaN  0.447228       0.680103       0.748484                 NaN            NaN            NaN            NaN            NaN
  1434.10        2500.00        97.9884                 NaN  0.229200                 NaN  0.652090       0.416470       0.713829                 NaN            NaN            NaN            NaN            NaN
  1432.55        2500.00        98.0081                 NaN  0.229270                 NaN  0.646778       0.407309       0.708574                 NaN            NaN            NaN            NaN            NaN
  1431.00        2500.00        98.0842                 NaN  0.224811                 NaN  0.628692       0.381604       0.680704                 NaN            NaN            NaN            NaN            NaN
  1429.45        2500.00        97.6930                 NaN  0.523605E-003            NaN  0.731515       0.725968       0.803894       0.450698E-001            NaN            NaN            NaN            NaN
  1427.90        2500.00        97.6411                 NaN  0.436103E-001            NaN  0.775523       0.645257       0.839306       0.552489E-001            NaN            NaN            NaN            NaN
  1426.35        2500.00        97.6897                 NaN            NaN            NaN  0.689853       0.748130       0.815507       0.568077E-001            NaN            NaN            NaN            NaN
  1424.80        2500.00        97.7595                 NaN            NaN            NaN  0.669387       0.725278       0.791128       0.547399E-001            NaN            NaN            NaN            NaN
  1423.25        2500.00        97.8273                 NaN            NaN            NaN  0.650198       0.702362       0.767385       0.527610E-001            NaN            NaN            NaN            NaN
  1421.70        2500.00        97.8927                 NaN            NaN            NaN  0.631708       0.680960       0.743853       0.507833E-001            NaN            NaN            NaN            NaN
  1420.15        2500.00        97.9538                 NaN            NaN            NaN  0.660599       0.614402       0.722246       0.489407E-001            NaN            NaN            NaN            NaN
  1418.59        2500.00        98.0110                 NaN            NaN            NaN  0.641187       0.598638       0.701939       0.472846E-001            NaN            NaN            NaN            NaN
  1417.04        2500.00        98.0694                 NaN            NaN            NaN  0.621881       0.582164       0.681070       0.455290E-001            NaN            NaN            NaN            NaN
  1415.49        2500.00        98.1204                 NaN            NaN            NaN  0.567448       0.605162       0.663010       0.440174E-001            NaN            NaN            NaN            NaN
  1413.94        2500.00        98.1705                 NaN            NaN            NaN  0.553461       0.588271       0.645196       0.425239E-001            NaN            NaN            NaN            NaN
  1412.39        2500.00        98.2181                 NaN            NaN            NaN  0.541034       0.571641       0.628119       0.410648E-001            NaN            NaN            NaN            NaN
  1410.84        2500.00        98.2655                 NaN            NaN            NaN  0.556371       0.527050       0.611376       0.397056E-001            NaN            NaN            NaN            NaN
  1409.29        2500.00        98.3087                 NaN            NaN            NaN  0.515449       0.541673       0.595822       0.383837E-001            NaN            NaN            NaN            NaN
  1407.74        2500.00        98.3504                 NaN            NaN            NaN  0.504083       0.527538       0.580872       0.371131E-001            NaN            NaN            NaN            NaN
  1406.19        2500.00        98.3910                 NaN            NaN            NaN  0.513509       0.493310       0.566326       0.358941E-001            NaN            NaN            NaN            NaN
  1404.64        2500.00        98.4269                 NaN            NaN            NaN  0.501740       0.482660       0.553846       0.348915E-001            NaN            NaN            NaN            NaN
  1403.09        2500.00        98.4680                 NaN            NaN            NaN  0.471987       0.487843       0.538582       0.335851E-001            NaN            NaN            NaN            NaN
  1401.54        2500.00        98.5029                 NaN            NaN            NaN  0.462890       0.475430       0.526216       0.325473E-001            NaN            NaN            NaN            NaN
  1399.99        2500.00        98.5362                 NaN            NaN            NaN  0.454189       0.463867       0.514234       0.315111E-001            NaN            NaN            NaN            NaN
  1398.44        2500.00        98.5687                 NaN            NaN            NaN  0.452321       0.445632       0.502742       0.305604E-001            NaN            NaN            NaN            NaN
  1396.89        2500.00        98.6011                 NaN            NaN            NaN  0.437033       0.441516       0.490864       0.295333E-001            NaN            NaN            NaN            NaN
  1395.34        2500.00        98.6308                 NaN            NaN            NaN  0.431350       0.428916       0.480244       0.286943E-001            NaN            NaN            NaN            NaN
  1393.79        2500.00        98.6598                 NaN            NaN            NaN  0.421051       0.421814       0.469612       0.276766E-001            NaN            NaN            NaN            NaN
  1392.24        2500.00        98.6749                 NaN            NaN            NaN  0.423379       0.408771       0.465836       0.271488E-001            NaN            NaN            NaN            NaN
  1390.69        2500.00        98.7270                 NaN            NaN            NaN  0.398937       0.404655       0.443656       0.257173E-001            NaN            NaN            NaN            NaN
  1389.14        2500.00        98.7416                 NaN            NaN            NaN  0.392184       0.400936       0.440119       0.252034E-001            NaN            NaN            NaN            NaN
  1387.59        2500.00        98.7667                 NaN            NaN            NaN  0.383489       0.394518       0.430934       0.243615E-001            NaN            NaN            NaN            NaN
  1386.04        2500.00        98.7906                 NaN            NaN            NaN  0.388658       0.374817       0.422288       0.235955E-001            NaN            NaN            NaN            NaN
  1384.49        2500.00        98.8142                 NaN            NaN            NaN  0.382474       0.366714       0.413710       0.228594E-001            NaN            NaN            NaN            NaN
  1382.94        2500.00        98.8371                 NaN            NaN            NaN  0.358586       0.376789       0.405367       0.221511E-001            NaN            NaN            NaN            NaN
  1381.39        2500.00        98.8585                 NaN            NaN            NaN  0.350453       0.372057       0.397590       0.214274E-001            NaN            NaN            NaN            NaN
  1379.84        2500.00        98.8802                 NaN            NaN            NaN  0.366611       0.342742       0.389687       0.207427E-001            NaN            NaN            NaN            NaN
  1378.29        2500.00        98.9013                 NaN            NaN            NaN  0.361879       0.334776       0.381956       0.200693E-001            NaN            NaN            NaN            NaN
  1376.74        2500.00        98.9205                 NaN            NaN            NaN  0.328036       0.357092       0.374961       0.194040E-001            NaN            NaN            NaN            NaN
  1375.18        2500.00        98.9401                 NaN            NaN            NaN  0.352122       0.321014       0.367893       0.188865E-001            NaN            NaN            NaN            NaN
  1373.63        2500.00        98.9593                 NaN            NaN            NaN  0.313961       0.347842       0.360734       0.182056E-001            NaN            NaN            NaN            NaN
  1372.08        2500.00        98.9771                 NaN            NaN            NaN  0.307395       0.343679       0.354219       0.176367E-001            NaN            NaN            NaN            NaN
  1370.53        2500.00        98.9937                 NaN            NaN            NaN  0.340223       0.301044       0.348038       0.169964E-001            NaN            NaN            NaN            NaN
  1368.98        2500.00        99.0115                 NaN            NaN            NaN  0.335984       0.294609       0.341497       0.164435E-001            NaN            NaN            NaN            NaN
  1367.43        2500.00        99.0277                 NaN            NaN            NaN  0.332504       0.288349       0.335585       0.158889E-001            NaN            NaN            NaN            NaN
  1365.88        2500.00        99.0441                 NaN            NaN            NaN  0.282225       0.328840       0.329508       0.153479E-001            NaN            NaN            NaN            NaN
  1364.33        2500.00        99.0589                 NaN            NaN            NaN  0.276246       0.325967       0.324043       0.148116E-001            NaN            NaN            NaN            NaN
  1362.78        2500.00        99.0743                 NaN            NaN            NaN  0.270529       0.322482       0.318372       0.142973E-001            NaN            NaN            NaN            NaN
  1361.23        2500.00        99.0890                 NaN            NaN            NaN  0.319347       0.265014       0.312890       0.137751E-001            NaN            NaN            NaN            NaN
  1359.68        2500.00        99.1029                 NaN            NaN            NaN  0.259829       0.316058       0.307831       0.133484E-001            NaN            NaN            NaN            NaN
  1358.13        2500.00        99.1174                 NaN            NaN            NaN  0.253804       0.313621       0.302419       0.128030E-001            NaN            NaN            NaN            NaN
  1356.58        2500.00        99.1305                 NaN            NaN            NaN  0.248762       0.310847       0.297562       0.123546E-001            NaN            NaN            NaN            NaN
  1355.03        2500.00        99.1433                 NaN            NaN            NaN  0.243804       0.308059       0.292909       0.119149E-001            NaN            NaN            NaN            NaN
  1353.48        2500.00        99.1563                 NaN            NaN            NaN  0.238243       0.306190       0.287909       0.114028E-001            NaN            NaN            NaN            NaN
  1351.93        2500.00        99.1682                 NaN            NaN            NaN  0.233286       0.304070       0.283539       0.109301E-001            NaN            NaN            NaN            NaN
  1350.38        2500.00        99.1803                 NaN            NaN            NaN  0.228229       0.301967       0.278961       0.105084E-001            NaN            NaN            NaN            NaN
  1348.83        2500.00        99.1917                 NaN            NaN            NaN  0.223296       0.300134       0.274806       0.100906E-001            NaN            NaN            NaN            NaN
  1347.28        2500.00        99.2036                 NaN            NaN            NaN  0.218653       0.297853       0.270271       0.965316E-002            NaN            NaN            NaN            NaN
  1345.73        2500.00        99.2140                 NaN            NaN            NaN  0.296072       0.214331       0.266360       0.924717E-002            NaN            NaN            NaN            NaN
  1344.18        2500.00        99.2248                 NaN            NaN            NaN  0.294348       0.209672       0.262299       0.884808E-002            NaN            NaN            NaN            NaN
  1342.63        2500.00        99.2350                 NaN            NaN            NaN  0.204936       0.293147       0.258468       0.842683E-002            NaN            NaN            NaN            NaN
  1341.08        2500.00        99.2453                 NaN            NaN            NaN  0.291588       0.200444       0.254663       0.801974E-002            NaN            NaN            NaN            NaN
  1339.53        2500.00        99.2551                 NaN            NaN            NaN  0.290690       0.195671       0.250949       0.760553E-002            NaN            NaN            NaN            NaN
  1337.98        2500.00        99.2648                 NaN            NaN            NaN  0.289338       0.191327       0.247296       0.722794E-002            NaN            NaN            NaN            NaN
  1336.43        2500.00        99.2739                 NaN            NaN            NaN  0.288299       0.187069       0.243822       0.687305E-002            NaN            NaN            NaN            NaN
  1334.88        2500.00        99.2809                 NaN            NaN            NaN  0.287290       0.183976       0.241261       0.654049E-002            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.2937                 NaN            NaN            NaN  0.286351       0.177733       0.236217       0.604800E-002            NaN            NaN            NaN            NaN
  1331.78        2500.00        99.3004                 NaN            NaN            NaN  0.174229       0.285817       0.233852       0.574913E-002            NaN            NaN            NaN            NaN
  1330.22        2500.00        99.3087                 NaN            NaN            NaN  0.285632       0.169601       0.230650       0.539073E-002            NaN            NaN            NaN            NaN
  1328.67        2500.00        99.3170                 NaN            NaN            NaN  0.284451       0.165961       0.227568       0.505746E-002            NaN            NaN            NaN            NaN
  1327.12        2500.00        99.3248                 NaN            NaN            NaN  0.161452       0.284513       0.224553       0.468130E-002            NaN            NaN            NaN            NaN
  1325.57        2500.00        99.3325                 NaN            NaN            NaN  0.283842       0.157643       0.221671       0.435462E-002            NaN            NaN            NaN            NaN
  1324.02        2500.00        99.3402                 NaN            NaN            NaN  0.153196       0.283851       0.218749       0.402541E-002            NaN            NaN            NaN            NaN
  1322.47        2500.00        99.3467                 NaN            NaN            NaN  0.148126       0.285342       0.216210       0.359203E-002            NaN            NaN            NaN            NaN
  1320.92        2500.00        99.3544                 NaN            NaN            NaN  0.284275       0.144756       0.213243       0.336070E-002            NaN            NaN            NaN            NaN
  1319.37        2500.00        99.3614                 NaN            NaN            NaN  0.284836       0.140188       0.210569       0.299004E-002            NaN            NaN            NaN            NaN
  1317.82        2500.00        99.3679                 NaN            NaN            NaN  0.285151       0.136180       0.208122       0.266997E-002            NaN            NaN            NaN            NaN
  1316.27        2500.00        99.3745                 NaN            NaN            NaN  0.131648       0.285924       0.205552       0.236006E-002            NaN            NaN            NaN            NaN
  1314.72        2500.00        99.3810                 NaN            NaN            NaN  0.286060       0.127707       0.203182       0.209483E-002            NaN            NaN            NaN            NaN
  1313.17        2500.00        76.9567                 NaN            NaN            NaN   2.98662        2.10261        3.09514       0.248652        14.6103                 NaN            NaN            NaN
  1311.62        2500.00        76.4747                 NaN            NaN            NaN   3.08292        2.06529        3.13778       0.253657        14.9856                 NaN            NaN            NaN
  1310.07        2500.00        80.1345                 NaN            NaN            NaN   2.64768        1.70986        2.65274       0.212899        12.6423                 NaN            NaN            NaN
  1308.52        2500.00        82.8285                 NaN            NaN            NaN   2.32503        1.44887        2.29590       0.183112        10.9186                 NaN            NaN            NaN
  1306.97        2500.00        84.8636                 NaN            NaN            NaN   2.08828        1.24463        2.02667       0.160729        9.61605                 NaN            NaN            NaN
  1305.42        2500.00        86.4652                 NaN            NaN            NaN   1.90822        1.07742        1.81492       0.143183        8.59105                 NaN            NaN            NaN
  1303.87        2500.00        87.7601                 NaN            NaN            NaN   1.77340       0.932387        1.64409       0.128914        7.76108                 NaN            NaN            NaN
  1302.32        2500.00        88.8199                 NaN            NaN            NaN   1.68322       0.793804        1.50454       0.117262        7.08132                 NaN            NaN            NaN
  1300.77        2500.00        89.7083                 NaN            NaN            NaN   1.58907       0.688602        1.38679       0.108992        6.51829                 NaN            NaN            NaN
