|6.6.6
Archiving\03_Data\eqLP/QFM_m5/LAR/LAR_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1862.18        500.000        91.7521       0.920164        7.32770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        91.7312       0.920218        7.34856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        91.7103       0.920272        7.36941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        91.6894       0.920326        7.39027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        91.6685       0.920379        7.41113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        91.6476       0.920433        7.43199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        91.6276       0.920485        7.45195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        91.6075       0.920537        7.47192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        91.5875       0.920588        7.49189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        91.5675       0.920640        7.51186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        91.5475       0.920691        7.53184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        91.5274       0.920743        7.55181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        91.5074       0.920795        7.57179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        91.4874       0.920846        7.59177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        91.4682       0.920896        7.61087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        91.4491       0.920945        7.62996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        91.4299       0.920994        7.64906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        91.4108       0.921044        7.66816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        91.3916       0.921093        7.68726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        91.3725       0.921142        7.70637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        91.3533       0.921192        7.72547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        91.3342       0.921241        7.74458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        91.3159       0.921288        7.76282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        91.2976       0.921335        7.78106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        91.2793       0.921382        7.79930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        91.2610       0.921429        7.81754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        91.2427       0.921476        7.83578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        91.2244       0.921523        7.85403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        91.2062       0.921571        7.87228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        91.1879       0.921618        7.89053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        91.1704       0.921663        7.90792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        91.1530       0.921707        7.92531                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        91.1355       0.921752        7.94271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        91.1181       0.921797        7.96011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        91.1007       0.921842        7.97751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        91.0832       0.921887        7.99491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        91.0658       0.921932        8.01231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        91.0483       0.921977        8.02972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        91.0317       0.922019        8.04627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        91.0151       0.922062        8.06283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        90.9985       0.922105        8.07939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        90.9819       0.922148        8.09595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        90.9653       0.922190        8.11251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        90.9487       0.922233        8.12907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        90.9321       0.922276        8.14564                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        90.9155       0.922318        8.16221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        90.8997       0.922359        8.17792                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        90.8840       0.922399        8.19364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        90.8682       0.922440        8.20935                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        90.8524       0.922480        8.22507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        90.8367       0.922521        8.24079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        90.8209       0.922561        8.25651                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        90.8052       0.922602        8.27223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        90.7894       0.922643        8.28796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        90.7745       0.922681        8.30286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        90.7595       0.922719        8.31776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        90.7446       0.922758        8.33266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        90.7296       0.922796        8.34757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        90.7147       0.922834        8.36247                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        90.6997       0.922873        8.37738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        90.6848       0.922911        8.39229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        90.6699       0.922950        8.40720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        90.6557       0.922986        8.42128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        90.6416       0.923022        8.43536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        90.6275       0.923058        8.44944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        90.6134       0.923094        8.46352                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        90.5993       0.923131        8.47761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        90.5851       0.923167        8.49169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        90.5710       0.923203        8.50578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        90.5569       0.923239        8.51987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        90.5434       0.923274        8.53336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        90.5298       0.923309        8.54685                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        90.5163       0.923343        8.56034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        90.5028       0.923378        8.57383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        90.4896       0.923412        8.58698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        90.4764       0.923446        8.60013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        90.4634       0.923479        8.61314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        500.000        90.4390       0.923507        8.62397       0.134828E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        500.000        90.4138       0.923533        8.63407       0.285939E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        500.000        90.3886       0.923558        8.64417       0.437060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        500.000        90.3633       0.923584        8.65427       0.588188E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        500.000        90.3381       0.923610        8.66437       0.739326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        500.000        90.3128       0.923636        8.67447       0.890471E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        500.000        90.2876       0.923662        8.68457       0.104163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        500.000        90.2624       0.923687        8.69467       0.119279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        500.000        90.2371       0.923713        8.70478       0.134396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        500.000        90.2129       0.923738        8.71444       0.148961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        500.000        90.1886       0.923763        8.72410       0.163526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        500.000        90.1650       0.923787        8.73361       0.177638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        500.000        89.5713       0.923652        8.68140       0.193756                 NaN  0.629896                 NaN            NaN            NaN            NaN            NaN
  1573.72        500.000        88.9200       0.923495        8.62025       0.209841                 NaN   1.32643                 NaN            NaN            NaN            NaN            NaN
  1570.51        500.000        88.2689       0.923338        8.55913       0.225921                 NaN   2.02273                 NaN            NaN            NaN            NaN            NaN
  1567.31        500.000        87.6272       0.923175        8.49582       0.241921                 NaN   2.71193                 NaN            NaN            NaN            NaN            NaN
  1564.10        500.000        86.9196       0.923022        8.43630       0.253576       0.129474        3.33805                 NaN            NaN            NaN            NaN            NaN
  1560.90        500.000        85.5487       0.923005        8.42944       0.234936        1.58423        3.27968                 NaN            NaN            NaN            NaN            NaN
  1557.69        500.000        84.1779       0.922988        8.42258       0.216297        3.03893        3.22132                 NaN            NaN            NaN            NaN            NaN
  1554.49        500.000        82.8071       0.922972        8.41572       0.197658        4.49357        3.16295                 NaN            NaN            NaN            NaN            NaN
  1551.28        500.000        81.4364       0.922955        8.40887       0.179020        5.94817        3.10459                 NaN            NaN            NaN            NaN            NaN
  1548.08        500.000        80.0657       0.922938        8.40201       0.160382        7.40271        3.04623                 NaN            NaN            NaN            NaN            NaN
  1544.87        500.000        78.6951       0.922922        8.39515       0.141746        8.85720        2.98788                 NaN            NaN            NaN            NaN            NaN
  1541.67        500.000        77.3245       0.922905        8.38830       0.123109        10.3116        2.92952                 NaN            NaN            NaN            NaN            NaN
  1538.46        500.000        75.9540       0.922888        8.38144       0.104474        11.7660        2.87117                 NaN            NaN            NaN            NaN            NaN
  1535.26        500.000        74.7696       0.922866        8.37253       0.824176E-001   13.0385        2.81406                 NaN            NaN            NaN            NaN            NaN
  1532.05        500.000        73.5853       0.922844        8.36361       0.603623E-001   14.3110        2.75695                 NaN            NaN            NaN            NaN            NaN
  1528.85        500.000        72.4010       0.922821        8.35470       0.383080E-001   15.5833        2.69984                 NaN            NaN            NaN            NaN            NaN
  1525.64        500.000        71.2168       0.922799        8.34578       0.162549E-001   16.8556        2.64273                 NaN            NaN            NaN            NaN            NaN
  1522.44        500.000        70.1287       0.922764        8.33174                 NaN   17.9965        2.62033                 NaN            NaN            NaN            NaN            NaN
  1519.23        500.000        69.1166       0.922707        8.30971                 NaN   19.0153        2.63574                 NaN            NaN            NaN            NaN            NaN
  1516.03        500.000        68.1495       0.922645        8.28546                 NaN   19.9727        2.66962                 NaN            NaN            NaN            NaN            NaN
  1512.82        500.000        67.1826       0.922583        8.26122                 NaN   20.9301        2.70350                 NaN            NaN            NaN            NaN            NaN
  1509.62        500.000        66.2706       0.922516        8.23493                 NaN   21.8335        2.73843                 NaN            NaN            NaN            NaN            NaN
  1506.41        500.000        65.3587       0.922448        8.20864                 NaN   22.7368        2.77336                 NaN            NaN            NaN            NaN            NaN
  1503.21        500.000        64.4470       0.922381        8.18235                 NaN   23.6400        2.80828                 NaN            NaN            NaN            NaN            NaN
  1500.00        500.000        63.5354       0.922313        8.15607                 NaN   24.5430        2.84319                 NaN            NaN            NaN            NaN            NaN
  1496.79        500.000        62.6647       0.922241        8.12811                 NaN   25.4088        2.87616                 NaN            NaN            NaN            NaN            NaN
  1493.59        500.000        61.7941       0.922169        8.10016                 NaN   26.2744        2.90913                 NaN            NaN            NaN            NaN            NaN
  1490.38        500.000        60.5861       0.922142        8.08922                 NaN   25.9502        2.74566        1.70672                 NaN            NaN            NaN            NaN
  1487.18        500.000        59.3244       0.922123        8.08116                 NaN   25.5007        2.56494        3.60674                 NaN            NaN            NaN            NaN
  1483.97        500.000        58.0631       0.922102        8.07245                 NaN   25.0463        2.39864        5.49739                 NaN            NaN            NaN            NaN
  1480.77        500.000        56.8019       0.922080        8.06375                 NaN   24.5920        2.23234        7.38796                 NaN            NaN            NaN            NaN
  1477.56        500.000        55.5407       0.922059        8.05504                 NaN   24.1377        2.06604        9.27844                 NaN            NaN            NaN            NaN
  1474.36        500.000        54.2797       0.922038        8.04633                 NaN   23.6834        1.89976        11.1688                 NaN            NaN            NaN            NaN
  1471.15        500.000        52.8378       0.922046        8.04902                 NaN   23.3016        1.75349        12.7069       0.429242                 NaN            NaN            NaN
  1467.95        500.000        51.2615       0.922081        8.06182                 NaN   22.9782        1.62247        13.7968        1.35711                 NaN            NaN            NaN
  1464.74        500.000        51.2615       0.922081        8.06182                 NaN   22.9782        1.62247        13.7968        1.35711                 NaN            NaN            NaN
  1461.54        500.000        48.3271       0.922121        8.07617                 NaN   22.5758        1.39399        15.5664        3.13846                 NaN            NaN            NaN
  1458.33        500.000        48.3271       0.922121        8.07617                 NaN   22.5758        1.39399        15.5664        3.13846                 NaN            NaN            NaN
  1455.13        500.000        48.3271       0.922121        8.07617                 NaN   22.5758        1.39399        15.5664        3.13846                 NaN            NaN            NaN
  1451.92        500.000        48.3271       0.922121        8.07617                 NaN   22.5758        1.39399        15.5664        3.13846                 NaN            NaN            NaN
  1448.72        500.000        48.3271       0.922121        8.07617                 NaN   22.5758        1.39399        15.5664        3.13846                 NaN            NaN            NaN
  1445.51        500.000        48.3271       0.922121        8.07617                 NaN   22.5758        1.39399        15.5664        3.13846                 NaN            NaN            NaN
  1442.31        500.000        48.3271       0.922121        8.07617                 NaN   22.5758        1.39399        15.5664        3.13846                 NaN            NaN            NaN
  1439.10        500.000        48.3271       0.922121        8.07617                 NaN   22.5758        1.39399        15.5664        3.13846                 NaN            NaN            NaN
  1435.90        500.000        38.8058       0.921900        7.98828                 NaN   21.5544       0.967269        20.6096        9.15278                 NaN            NaN            NaN
  1432.69        500.000        37.8257       0.921830        7.96120                 NaN   21.5326       0.965749        9.80327        20.9897                 NaN            NaN            NaN
  1429.49        500.000        36.8784       0.921749        7.92980       0.361654E-002   21.4543       0.977424        10.4335        21.4012                 NaN            NaN            NaN
  1426.28        500.000        36.8784       0.921749        7.92980       0.361654E-002   21.4543       0.977424        10.4335        21.4012                 NaN            NaN            NaN
  1423.08        500.000        35.0946       0.921537        7.84745       0.362375E-001   21.0352        1.04847        11.6262        22.3903                 NaN            NaN            NaN
  1419.87        500.000        35.0946       0.921537        7.84745       0.362375E-001   21.0352        1.04847        11.6262        22.3903                 NaN            NaN            NaN
  1416.67        500.000        33.4429       0.921288        7.75053       0.700652E-001   20.6877        1.16382        23.2122        12.7516                 NaN            NaN            NaN
  1413.46        500.000        32.2539       0.921188        7.71159       0.923853E-001   20.3552        1.25175        23.9225        13.2681       0.223350                 NaN            NaN
  1410.26        500.000        30.5949       0.921119        7.68404       0.122425        19.7486        1.38702        25.0947        13.7002       0.747101                 NaN            NaN
  1407.05        500.000        30.5949       0.921119        7.68404       0.122425        19.7486        1.38702        25.0947        13.7002       0.747101                 NaN            NaN
  1403.85        500.000        30.5949       0.921119        7.68404       0.122425        19.7486        1.38702        25.0947        13.7002       0.747101                 NaN            NaN
  1400.64        500.000        30.5949       0.921119        7.68404       0.122425        19.7486        1.38702        25.0947        13.7002       0.747101                 NaN            NaN
  1397.44        500.000        30.5949       0.921119        7.68404       0.122425        19.7486        1.38702        25.0947        13.7002       0.747101                 NaN            NaN
  1394.23        500.000        30.5949       0.921119        7.68404       0.122425        19.7486        1.38702        25.0947        13.7002       0.747101                 NaN            NaN
  1391.03        500.000        30.5949       0.921119        7.68404       0.122425        19.7486        1.38702        25.0947        13.7002       0.747101                 NaN            NaN
  1387.82        500.000        30.5949       0.921119        7.68404       0.122425        19.7486        1.38702        25.0947        13.7002       0.747101                 NaN            NaN
  1384.62        500.000        21.2576       0.919698        7.12910       0.370217        14.7313        3.27180        15.7547        32.6103        3.95527                 NaN            NaN
  1381.41        500.000        21.2576       0.919698        7.12910       0.370217        14.7313        3.27180        15.7547        32.6103        3.95527                 NaN            NaN
  1378.21        500.000        21.2576       0.919698        7.12910       0.370217        14.7313        3.27180        15.7547        32.6103        3.95527                 NaN            NaN
  1375.00        500.000        21.2576       0.919698        7.12910       0.370217        14.7313        3.27180        15.7547        32.6103        3.95527                 NaN            NaN
  1371.79        500.000        21.2576       0.919698        7.12910       0.370217        14.7313        3.27180        15.7547        32.6103        3.95527                 NaN            NaN
  1368.59        500.000        21.2576       0.919698        7.12910       0.370217        14.7313        3.27180        15.7547        32.6103        3.95527                 NaN            NaN
  1365.38        500.000        21.2576       0.919698        7.12910       0.370217        14.7313        3.27180        15.7547        32.6103        3.95527                 NaN            NaN
  1362.18        500.000        21.2576       0.919698        7.12910       0.370217        14.7313        3.27180        15.7547        32.6103        3.95527                 NaN            NaN
  1358.97        500.000        15.6272       0.917009        6.08477       0.640762        8.96259        6.42914        38.7277        16.3406        6.27023                 NaN            NaN
  1355.77        500.000        15.6272       0.917009        6.08477       0.640762        8.96259        6.42914        38.7277        16.3406        6.27023                 NaN            NaN
  1352.56        500.000        15.6272       0.917009        6.08477       0.640762        8.96259        6.42914        38.7277        16.3406        6.27023                 NaN            NaN
  1349.36        500.000        15.6272       0.917009        6.08477       0.640762        8.96259        6.42914        38.7277        16.3406        6.27023                 NaN            NaN
  1346.15        500.000        15.6272       0.917009        6.08477       0.640762        8.96259        6.42914        38.7277        16.3406        6.27023                 NaN            NaN
  1342.95        500.000        15.6272       0.917009        6.08477       0.640762        8.96259        6.42914        38.7277        16.3406        6.27023                 NaN            NaN
  1339.74        500.000        15.6272       0.917009        6.08477       0.640762        8.96259        6.42914        38.7277        16.3406        6.27023                 NaN            NaN
  1336.54        500.000        15.6272       0.917009        6.08477       0.640762        8.96259        6.42914        38.7277        16.3406        6.27023                 NaN            NaN
  1333.33        500.000        11.6628       0.912904        4.49269       0.954762        1.69012        11.1459        16.0415        44.8801        8.21921                 NaN            NaN
  1330.13        500.000        11.2379       0.912266        4.24545       0.998690       0.621917        11.8776        45.7070        15.9499        8.44923                 NaN            NaN
  1326.92        500.000        10.8429       0.911651        4.00693        1.02485                 NaN   12.5829        46.0519        15.9277        8.65121                 NaN            NaN
  1323.72        500.000        10.8429       0.911651        4.00693        1.02485                 NaN   12.5829        46.0519        15.9277        8.65121                 NaN            NaN
  1320.51        500.000        10.1351       0.910503        3.56272        1.02827                 NaN   13.8994        45.3929        16.0946        8.97649                 NaN            NaN
  1317.31        500.000        10.1351       0.910503        3.56272        1.02827                 NaN   13.8994        45.3929        16.0946        8.97649                 NaN            NaN
  1314.10        500.000        10.1351       0.910503        3.56272        1.02827                 NaN   13.8994        45.3929        16.0946        8.97649                 NaN            NaN
  1310.90        500.000        10.1351       0.910503        3.56272        1.02827                 NaN   13.8994        45.3929        16.0946        8.97649                 NaN            NaN
  1307.69        500.000        8.85489       0.907916        2.56072        1.03384                 NaN   16.8790        43.7455        16.4433        9.57490                 NaN            NaN
  1304.49        500.000        8.85489       0.907916        2.56072        1.03384                 NaN   16.8790        43.7455        16.4433        9.57490                 NaN            NaN
  1301.28        500.000        8.27650       0.906446        1.99199        1.03597                 NaN   18.5839        42.7153        16.6413        9.84862                 NaN            NaN
  1298.08        500.000        7.99952       0.905666        1.69016        1.03683                 NaN   19.4892        42.1538        16.7451        9.97980                 NaN            NaN
  1294.87        500.000                 NaN  0.905097        1.46693        1.02871                 NaN   19.9446        43.5714        17.4411        10.9266        4.71544                 NaN
  1291.67        500.000                 NaN  0.905097        1.46693        1.02871                 NaN   19.9446        43.5714        17.4411        10.9266        4.71544                 NaN
  1288.46        500.000                 NaN  0.905097        1.46693        1.02871                 NaN   19.9446        43.5714        17.4411        10.9266        4.71544                 NaN
  1285.26        500.000                 NaN  0.905097        1.46693        1.02871                 NaN   19.9446        43.5714        17.4411        10.9266        4.71544                 NaN
  1282.05        500.000                 NaN  0.901324       0.637549E-002   1.04482                 NaN   24.5046        18.1874        39.6581        10.9464        4.75097                 NaN
  1278.85        500.000                 NaN  0.901308                 NaN   1.04702                 NaN   24.5336        39.5964        18.2052        10.9654        4.75101                 NaN
