|6.6.6
Archiving\03_Data\eq/QFM_m0.5/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          mang           pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1942.31        2500.00        98.9820       0.647905       0.370132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        98.9396       0.690277       0.370131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        98.8972       0.732650       0.370130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        98.8548       0.775022       0.370129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        98.8125       0.817394       0.370128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        98.7701       0.859766       0.370127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        98.7277       0.902137       0.370125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        98.6350       0.994885       0.370125                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        98.5422        1.08763       0.370124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        98.4495        1.18038       0.370123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        98.3568        1.27313       0.370122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        98.1476        1.44171       0.322181       0.885469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        97.8515        1.67489       0.247879       0.225781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        97.4085        2.03340       0.148220       0.409850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        96.9656        2.39192       0.485620E-001  0.593919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        96.5007        2.79621                 NaN  0.683614       0.194668E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        96.0783        3.19864                 NaN  0.683617       0.394301E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        95.6030        3.65443                 NaN  0.683620       0.589662E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        95.1276        4.11023                 NaN  0.683624       0.785026E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        94.5692        4.64994                 NaN  0.683629       0.972034E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        94.0108        5.18967                 NaN  0.683633       0.115904                 NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        93.4524        5.72940                 NaN  0.683638       0.134606                 NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        92.8939        6.26913                 NaN  0.683643       0.153307                 NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        92.2804        6.86533                 NaN  0.683650       0.170664                 NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        91.6668        7.46153                 NaN  0.683657       0.188020                 NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        91.0532        8.05775                 NaN  0.683663       0.205377                 NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        90.4396        8.65398                 NaN  0.683670       0.222735                 NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        89.8260        9.25022                 NaN  0.683677       0.240093                 NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        89.2124        9.84647                 NaN  0.683683       0.257451                 NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        88.5988        10.4427                 NaN  0.683690       0.274809                 NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        87.9851        11.0390                 NaN  0.683696       0.292168                 NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        87.3736        11.6346                 NaN  0.683704       0.308129                 NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        86.7620        12.2302                 NaN  0.683712       0.324091                 NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        86.1504        12.8258                 NaN  0.683720       0.340053                 NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        85.5388        13.4215                 NaN  0.683728       0.356016                 NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        84.9271        14.0171                 NaN  0.683735       0.371979                 NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        84.3155        14.6128                 NaN  0.683743       0.387942                 NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        83.7039        15.2085                 NaN  0.683751       0.403906                 NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        83.0922        15.8042                 NaN  0.683759       0.419870                 NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        82.5019        16.3797                 NaN  0.683767       0.434609                 NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        81.9116        16.9553                 NaN  0.683776       0.449348                 NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        81.3213        17.5308                 NaN  0.683784       0.464087                 NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        80.7310        18.1064                 NaN  0.683792       0.478827                 NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        80.1406        18.6820                 NaN  0.683801       0.493567                 NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        79.5503        19.2576                 NaN  0.683809       0.508308                 NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        78.9599        19.8332                 NaN  0.683818       0.523049                 NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        78.3696        20.4088                 NaN  0.683826       0.537790                 NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        77.7991        20.9656                 NaN  0.683835       0.551469                 NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        77.2286        21.5224                 NaN  0.683844       0.565148                 NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        76.6581        22.0792                 NaN  0.683853       0.578827                 NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        76.0876        22.6361                 NaN  0.683862       0.592506                 NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        75.5170        23.1929                 NaN  0.683871       0.606186                 NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        74.9465        23.7498                 NaN  0.683880       0.619867                 NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        74.3759        24.3066                 NaN  0.683889       0.633547                 NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        73.8054        24.8635                 NaN  0.683898       0.647228                 NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        73.2546        25.4017                 NaN  0.683907       0.659875                 NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        72.7038        25.9398                 NaN  0.683917       0.672521                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        72.1529        26.4780                 NaN  0.683926       0.685168                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        71.6021        27.0162                 NaN  0.683935       0.697816                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        71.0512        27.5544                 NaN  0.683945       0.710463                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        70.5004        28.0926                 NaN  0.683954       0.723111                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        69.9495        28.6308                 NaN  0.683963       0.735760                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        69.3986        29.1690                 NaN  0.683972       0.748408                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        68.8682        29.6876                 NaN  0.683982       0.760206                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        68.3379        30.2061                 NaN  0.683992       0.772005                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        67.8075        30.7247                 NaN  0.684001       0.783803                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        67.2771        31.2433                 NaN  0.684011       0.795602                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        66.7467        31.7619                 NaN  0.684020       0.807401                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        66.2163        32.2805                 NaN  0.684030       0.819201                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        65.6858        32.7991                 NaN  0.684039       0.831001                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        65.1554        33.3178                 NaN  0.684049       0.842801                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        64.6476        33.8145                 NaN  0.684058       0.853823                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        64.1398        34.3113                 NaN  0.684068       0.864846                 NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        63.6320        34.8081                 NaN  0.684077       0.875869                 NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        63.1241        35.3049                 NaN  0.684087       0.886892                 NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        62.6163        35.8017                 NaN  0.684096       0.897915                 NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        62.1084        36.2986                 NaN  0.684106       0.908939                 NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        61.6005        36.7954                 NaN  0.684115       0.919963                 NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        61.0926        37.2923                 NaN  0.684125       0.930988                 NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        60.6114        37.7631                 NaN  0.684134       0.941350                 NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        60.1302        38.2339                 NaN  0.684143       0.951713                 NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        59.6490        38.7048                 NaN  0.684152       0.962075                 NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        59.1678        39.1756                 NaN  0.684162       0.972439                 NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        58.6865        39.6465                 NaN  0.684171       0.982802                 NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        58.2053        40.1174                 NaN  0.684180       0.993166                 NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        57.7240        40.5883                 NaN  0.684189        1.00353                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        57.2427        41.0592                 NaN  0.684199        1.01389                 NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        56.7924        41.4998                 NaN  0.684208        1.02354                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        56.3421        41.9405                 NaN  0.684216        1.03319                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        55.8918        42.3811                 NaN  0.684225        1.04284                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        55.4415        42.8218                 NaN  0.684234        1.05249                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        54.9911        43.2625                 NaN  0.684243        1.06214                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        54.5408        43.7032                 NaN  0.684252        1.07178                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        54.0904        44.1439                 NaN  0.684261        1.08143                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        53.6401        44.5846                 NaN  0.684269        1.09108                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        53.2102        45.0049                 NaN  0.684278        1.10058                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        52.7804        45.4252                 NaN  0.684287        1.11008                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        52.3574        45.8390                 NaN  0.684295        1.11930                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        51.1571        45.9778                 NaN  0.684306        1.11195        1.06888                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        50.0598        46.0982                 NaN  0.684315        1.10438        2.05335                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        48.9625        46.2186                 NaN  0.684325        1.09681        3.03785                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        47.8651        46.3389                 NaN  0.684335        1.08924        4.02237                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        46.7678        46.4593                 NaN  0.684345        1.08167        5.00692                 NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        45.8810        46.5500                 NaN  0.684353        1.07373        5.81084                 NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        44.9943        46.6408                 NaN  0.684360        1.06579        6.61478                 NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        44.1075        46.7315                 NaN  0.684368        1.05786        7.41874                 NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        43.2208        46.8222                 NaN  0.684376        1.04992        8.22271                 NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        42.3340        46.9130                 NaN  0.684384        1.04198        9.02671                 NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        41.4472        47.0037                 NaN  0.684392        1.03404        9.83072                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        40.5603        47.0944                 NaN  0.684400        1.02610        10.6347                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        39.6735        47.1852                 NaN  0.684408        1.01816        11.4388                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        38.9812        47.2472                 NaN  0.684414        1.00972        12.0775                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        38.2889        47.3092                 NaN  0.684420        1.00128        12.7162                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        37.5965        47.3712                 NaN  0.684426       0.992833        13.3550                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        36.9042        47.4333                 NaN  0.684432       0.984391        13.9937                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        36.2119        47.4953                 NaN  0.684438       0.975948        14.6324                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        35.5195        47.5573                 NaN  0.684444       0.967505        15.2712                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        34.8272        47.6194                 NaN  0.684450       0.959062        15.9100                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        34.1348        47.6814                 NaN  0.684456       0.950619        16.5488                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        33.5673        47.7247                 NaN  0.684460       0.941446        17.0821                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        32.9998        47.7680                 NaN  0.684465       0.932272        17.6155                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        32.4322        47.8113                 NaN  0.684470       0.923098        18.1489                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        31.8647        47.8546                 NaN  0.684474       0.913924        18.6823                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        31.2972        47.8979                 NaN  0.684479       0.904750        19.2157                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        30.7296        47.9412                 NaN  0.684483       0.895576        19.7491                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        30.1621        47.9845                 NaN  0.684488       0.886402        20.2825                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        29.5945        48.0278                 NaN  0.684493       0.877227        20.8160                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        29.1069        48.0588                 NaN  0.684496       0.867107        21.2827                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        28.6193        48.0898                 NaN  0.684499       0.856987        21.7495                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        28.1316        48.1207                 NaN  0.684503       0.846867        22.2163                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        27.6440        48.1517                 NaN  0.684506       0.836746        22.6831                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        27.1564        48.1827                 NaN  0.684510       0.826626        23.1499                 NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        26.6687        48.2136                 NaN  0.684513       0.816505        23.6167                 NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        26.1811        48.2446                 NaN  0.684517       0.806384        24.0835                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        25.6934        48.2756                 NaN  0.684520       0.796263        24.5503                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        25.2565        48.2983                 NaN  0.684523       0.784846        24.9759                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        24.8195        48.3210                 NaN  0.684525       0.773428        25.4015                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        24.3826        48.3438                 NaN  0.684527       0.762011        25.8271                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        23.9456        48.3665                 NaN  0.684530       0.750593        26.2527                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        23.5086        48.3893                 NaN  0.684532       0.739175        26.6784                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        23.0717        48.4120                 NaN  0.684535       0.727758        27.1040                 NaN            NaN            NaN            NaN            NaN
  1490.38        2500.00        22.6347        48.4348                 NaN  0.684537       0.716340        27.5296                 NaN            NaN            NaN            NaN            NaN
  1487.18        2500.00        22.1978        48.4575                 NaN  0.684539       0.704922        27.9552                 NaN            NaN            NaN            NaN            NaN
  1483.97        2500.00        21.7785        48.4778                 NaN  0.684541       0.692590        28.3666                 NaN            NaN            NaN            NaN            NaN
  1480.77        2500.00        21.3593        48.4980                 NaN  0.684543       0.680259        28.7780                 NaN            NaN            NaN            NaN            NaN
  1477.56        2500.00        20.8509        48.5202                 NaN  0.684545       0.673222        29.0967       0.174430                 NaN            NaN            NaN            NaN
  1474.36        2500.00        20.2055        48.5490                 NaN  0.684548       0.676874        29.2396       0.644586                 NaN            NaN            NaN            NaN
  1471.15        2500.00        19.6056        48.5656                 NaN  0.684550       0.683070        29.3732        1.08800                 NaN            NaN            NaN            NaN
  1467.95        2500.00        19.0057        48.5822                 NaN  0.684553       0.689266        29.5069        1.53141                 NaN            NaN            NaN            NaN
  1464.74        2500.00        18.4058        48.5988                 NaN  0.684555       0.695462        29.6405        1.97483                 NaN            NaN            NaN            NaN
  1461.54        2500.00        17.8059        48.6155                 NaN  0.684558       0.701659        29.7742        2.41824                 NaN            NaN            NaN            NaN
  1458.33        2500.00        17.3243        48.6105                 NaN  0.684559       0.713262        29.8803        2.78706                 NaN            NaN            NaN            NaN
  1455.13        2500.00        16.8428        48.6055                 NaN  0.684561       0.724865        29.9864        3.15587                 NaN            NaN            NaN            NaN
  1451.92        2500.00        16.3612        48.6006                 NaN  0.684563       0.736469        30.0925        3.52468                 NaN            NaN            NaN            NaN
  1448.72        2500.00        15.8796        48.5956                 NaN  0.684564       0.748072        30.1986        3.89350                 NaN            NaN            NaN            NaN
  1445.51        2500.00        15.3980        48.5907                 NaN  0.684566       0.759676        30.3048        4.26232                 NaN            NaN            NaN            NaN
  1442.31        2500.00        14.9164        48.5857                 NaN  0.684568       0.771280        30.4109        4.63114                 NaN            NaN            NaN            NaN
  1439.10        2500.00        14.4348        48.5807                 NaN  0.684569       0.782883        30.5170        4.99996                 NaN            NaN            NaN            NaN
  1435.90        2500.00        13.9532        48.5758                 NaN  0.684571       0.794487        30.6232        5.36879                 NaN            NaN            NaN            NaN
  1432.69        2500.00        13.5547        48.5571                 NaN  0.684572       0.809827        30.7104        5.68348                 NaN            NaN            NaN            NaN
  1429.49        2500.00        13.1561        48.5384                 NaN  0.684573       0.825167        30.7976        5.99817                 NaN            NaN            NaN            NaN
  1426.28        2500.00        12.7730        48.5141                 NaN  0.684575       0.842831        30.8335        6.29133       0.606254E-001            NaN            NaN            NaN
  1423.08        2500.00        12.3743        48.4756                 NaN  0.684577       0.868101        30.7204       0.312736        6.56428                 NaN            NaN            NaN
  1419.87        2500.00        12.3743        48.4756                 NaN  0.684577       0.868101        30.7204       0.312736        6.56428                 NaN            NaN            NaN
  1416.67        2500.00        12.3743        48.4756                 NaN  0.684577       0.868101        30.7204       0.312736        6.56428                 NaN            NaN            NaN
  1413.46        2500.00        12.3743        48.4756                 NaN  0.684577       0.868101        30.7204       0.312736        6.56428                 NaN            NaN            NaN
  1410.26        2500.00        10.9414        48.3128                 NaN  0.684584       0.969041        30.3787        1.15945        7.55404                 NaN            NaN            NaN
  1407.05        2500.00        10.9414        48.3128                 NaN  0.684584       0.969041        30.3787        1.15945        7.55404                 NaN            NaN            NaN
  1403.85        2500.00        10.9414        48.3128                 NaN  0.684584       0.969041        30.3787        1.15945        7.55404                 NaN            NaN            NaN
  1400.64        2500.00        10.9414        48.3128                 NaN  0.684584       0.969041        30.3787        1.15945        7.55404                 NaN            NaN            NaN
  1397.44        2500.00        9.72926        48.1412                 NaN  0.684589        1.06824        30.1646        8.40335        1.80872                 NaN            NaN            NaN
  1394.23        2500.00        9.40151        48.1662                 NaN  0.684593        1.08197        30.0363        2.01273        8.51554       0.101126                 NaN            NaN
  1391.03        2500.00        9.08194        48.2009                 NaN  0.684598        1.09358        29.8991        2.21605        8.60992       0.213911                 NaN            NaN
  1387.82        2500.00        9.08194        48.2009                 NaN  0.684598        1.09358        29.8991        2.21605        8.60992       0.213911                 NaN            NaN
  1384.62        2500.00        8.49251        48.2597                 NaN  0.684606        1.11638        29.6449        8.78293        2.59372       0.425228                 NaN            NaN
  1381.41        2500.00        8.49251        48.2597                 NaN  0.684606        1.11638        29.6449        8.78293        2.59372       0.425228                 NaN            NaN
  1378.21        2500.00        8.49251        48.2597                 NaN  0.684606        1.11638        29.6449        8.78293        2.59372       0.425228                 NaN            NaN
  1375.00        2500.00        8.49251        48.2597                 NaN  0.684606        1.11638        29.6449        8.78293        2.59372       0.425228                 NaN            NaN
  1371.79        2500.00        8.49251        48.2597                 NaN  0.684606        1.11638        29.6449        8.78293        2.59372       0.425228                 NaN            NaN
  1368.59        2500.00        8.49251        48.2597                 NaN  0.684606        1.11638        29.6449        8.78293        2.59372       0.425228                 NaN            NaN
  1365.38        2500.00        8.49251        48.2597                 NaN  0.684606        1.11638        29.6449        8.78293        2.59372       0.425228                 NaN            NaN
  1362.18        2500.00        8.49251        48.2597                 NaN  0.684606        1.11638        29.6449        8.78293        2.59372       0.425228                 NaN            NaN
  1358.97        2500.00        6.62537        48.4161                 NaN  0.684630        1.20101        28.8266        9.31254        3.80080        1.13287                 NaN            NaN
  1355.77        2500.00        6.62537        48.4161                 NaN  0.684630        1.20101        28.8266        9.31254        3.80080        1.13287                 NaN            NaN
  1352.56        2500.00        6.62537        48.4161                 NaN  0.684630        1.20101        28.8266        9.31254        3.80080        1.13287                 NaN            NaN
  1349.36        2500.00        6.62537        48.4161                 NaN  0.684630        1.20101        28.8266        9.31254        3.80080        1.13287                 NaN            NaN
  1346.15        2500.00        6.62537        48.4161                 NaN  0.684630        1.20101        28.8266        9.31254        3.80080        1.13287                 NaN            NaN
  1342.95        2500.00        6.62537        48.4161                 NaN  0.684630        1.20101        28.8266        9.31254        3.80080        1.13287                 NaN            NaN
  1339.74        2500.00        6.62537        48.4161                 NaN  0.684630        1.20101        28.8266        9.31254        3.80080        1.13287                 NaN            NaN
  1336.54        2500.00        6.62537        48.4161                 NaN  0.684630        1.20101        28.8266        9.31254        3.80080        1.13287                 NaN            NaN
  1333.33        2500.00        5.24849        48.4701                 NaN  0.684646        1.27919        28.2632        4.67533        9.69234        1.68672                 NaN            NaN
  1330.13        2500.00        5.24849        48.4701                 NaN  0.684646        1.27919        28.2632        4.67533        9.69234        1.68672                 NaN            NaN
  1326.92        2500.00        5.24849        48.4701                 NaN  0.684646        1.27919        28.2632        4.67533        9.69234        1.68672                 NaN            NaN
  1323.72        2500.00        5.24849        48.4701                 NaN  0.684646        1.27919        28.2632        4.67533        9.69234        1.68672                 NaN            NaN
  1320.51        2500.00        4.67132        48.4673                 NaN  0.684651        1.31640        28.0586        9.85510        5.02463        1.92202                 NaN            NaN
  1317.31        2500.00        3.86872        48.5696                 NaN  0.684657        1.33063        27.8977        9.94669        5.21168        2.05806       0.432287                 NaN
  1314.10        2500.00                 NaN   49.1654                 NaN  0.684685        1.36814        27.1996        10.2673        5.86303        2.55275        2.89904                 NaN
  1310.90        2500.00                 NaN   49.1654                 NaN  0.684685        1.36814        27.1996        10.2673        5.86303        2.55275        2.89904                 NaN
  1307.69        2500.00                 NaN   49.1863                 NaN  0.684688        1.37813        27.1893        10.2430        5.83066        2.58544        2.90239                 NaN
  1304.49        2500.00                 NaN   49.1863                 NaN  0.684688        1.37813        27.1893        10.2430        5.83066        2.58544        2.90239                 NaN
  1301.28        2500.00                 NaN   49.1863                 NaN  0.684688        1.37813        27.1893        10.2430        5.83066        2.58544        2.90239                 NaN
  1298.08        2500.00                 NaN   49.1863                 NaN  0.684688        1.37813        27.1893        10.2430        5.83066        2.58544        2.90239                 NaN
