|6.6.6
Archiving\03_Data\frac/QFM_m5/NWA1068/NWA1068_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.157577        10.0285        8.75408                 NaN   9.05007        50.8962        1.84818        18.5731       0.692267     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.148013        10.0694        8.72955                 NaN   9.08553        50.9596        1.84741        18.6195       0.541033     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.111200        7.42337        11.9813                 NaN   9.70874        50.1812        1.70942        18.5545       0.330310     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.324302E-001   7.45309        12.0213                 NaN   9.78497        50.2079        1.71584        18.6050       0.179416     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.40852        12.1035                 NaN   9.84416        50.2490        1.71582        18.6534       0.255476E-001
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1744        7.35188                 NaN   9.88294        50.2217        1.71206        18.6571                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29678        12.2454                 NaN   9.92388        50.1740        1.70758        18.6524                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.23525        12.2956                 NaN   9.95459        50.1497        1.70876        18.6562                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3924        7.16970                 NaN   10.0030        50.0872        1.70051        18.6471                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.5918        7.00946                 NaN   10.0728        49.9992        1.68899        18.6377                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6264        6.98371                 NaN   10.1063        49.9621        1.68638        18.6351                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.25078        12.3185                 NaN   9.98931        50.0984        1.70182        18.6411                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.23958        12.3166                 NaN   10.1077        49.9907        1.69507        18.6504                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8431        7.78359                 NaN   10.1553        49.9011        1.68328        18.6338                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6036        7.00399                 NaN   10.2050        49.8692        1.68548        18.6328                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.6574        6.96427                 NaN   10.2451        49.8228        1.68145        18.6289                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7054        6.92837                 NaN   10.2847        49.7783        1.67773        18.6255                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.7524        6.89420                 NaN   10.3239        49.7336        1.67390        18.6220                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8005        6.86017                 NaN   10.3635        49.6878        1.66988        18.6181                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8493        6.82586                 NaN   10.4035        49.6415        1.66575        18.6141                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.8991        6.79104                 NaN   10.4439        49.5944        1.66150        18.6100                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.9778        6.72364                 NaN   10.4795        49.5548        1.65780        18.6064                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.0756        6.64889                 NaN   10.5284        49.4954        1.65115        18.6006                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.1804        6.57041                 NaN   10.5813        49.4302        1.64361        18.5940                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.45838        13.3613                 NaN   10.6616        49.3153        1.62713        18.5763                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.52251        8.41283        6.54037        10.2665        49.8852        1.70783        18.6648                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.70848        8.37690        6.39149        10.2910        49.8611        1.70732        18.6637                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.89480        8.34278        6.24089        10.3157        49.8365        1.70672        18.6626                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.5944        6.28466                 NaN   10.8323        49.1189        1.60844        18.5612                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.21735        13.7074                 NaN   10.8870        49.0420        1.59803        18.5482                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.16717        13.7863                 NaN   10.9356        48.9799        1.59076        18.5402                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.11298        13.8551                 NaN   10.9792        48.9302        1.58570        18.5368                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.41901        13.4832                 NaN   10.8175        49.1232        1.60873        18.5483                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.83641        8.12898        5.54136        10.4814        49.6618        1.69876        18.6513                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.01557        14.0124                 NaN   11.1009        48.7827        1.56678        18.5217                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.29369        13.5893                 NaN   10.9935        48.9576        1.60574        18.5601                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.0514        5.99056                 NaN   11.1678        48.7089        1.56524        18.5160                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1347        5.94225                 NaN   11.2145        48.6470        1.55409        18.5074                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.86687        14.2504                 NaN   11.2725        48.5700        1.54310        18.4971                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75414        14.3856                 NaN   11.3267        48.5069        1.53400        18.4927                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.69876        14.4724                 NaN   11.3795        48.4390        1.52554        18.4848                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.64249        14.5608                 NaN   11.4328        48.3702        1.51687        18.4768                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58522        14.6512                 NaN   11.4868        48.3002        1.50796        18.4685                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.52698        14.7434                 NaN   11.5415        48.2292        1.49882        18.4601                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.6944        5.57874                 NaN   11.5555        48.2135        1.50156        18.4562                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.40297        14.9382                 NaN   11.6522        48.0846        1.48050        18.4415                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.33908        15.0403                 NaN   11.7088        48.0096        1.47088        18.4314                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.1444        5.27431                 NaN   11.7661        47.9332        1.46095        18.4211                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.9349        5.44965                 NaN   11.7381        47.9755        1.46998        18.4319                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.2912        5.18237                 NaN   11.8598        47.8146        1.44435        18.4077                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.3992        5.11639                 NaN   11.9185        47.7355        1.43379        18.3967                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.5093        5.04939                 NaN   11.9779        47.6551        1.42293        18.3854                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.6220        4.98126                 NaN   12.0384        47.5729        1.41171        18.3737                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.7371        4.91213                 NaN   12.0995        47.4893        1.40017        18.3617                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.8548        4.84182                 NaN   12.1616        47.4041        1.38829        18.3494                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   15.9752        4.77036                 NaN   12.2247        47.3170        1.37601        18.3367                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.0983        4.69771                 NaN   12.2888        47.2283        1.36339        18.3236                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.2255        4.62298                 NaN   12.3542        47.1371        1.35025        18.3100                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   16.3543        4.54772                 NaN   12.4201        47.0449        1.33687        18.2961                 NaN
