|6.6.6
Archiving\03_Data\fracLP/QFM_m4/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm            hed           
  1661.65        500.000        99.4406                 NaN            NaN  0.550583       0.886580E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.4413                 NaN            NaN  0.549883       0.880161E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.4425                 NaN            NaN  0.548770       0.877690E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.4392                 NaN            NaN  0.551964       0.880483E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.4410                 NaN            NaN  0.550286       0.876085E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.8926                 NaN            NaN   1.09008       0.172718E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.9922                 NaN            NaN  0.694899E-002  0.819451E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.4434                 NaN            NaN  0.548926       0.769080E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.4469                 NaN            NaN  0.544424       0.865910E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.4368                 NaN            NaN  0.554570       0.867002E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.4453                 NaN            NaN  0.546087       0.861004E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.4444                 NaN            NaN  0.547064       0.858385E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4464                 NaN            NaN  0.545037       0.855401E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.4469                 NaN            NaN  0.544558       0.854339E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.4485                 NaN            NaN  0.542984       0.850643E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.7151                 NaN            NaN  0.280535       0.440030E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.1836                 NaN            NaN  0.803766       0.126066E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.4562                 NaN            NaN  0.535423       0.838260E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.4427                 NaN            NaN  0.548908       0.842211E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.4696                 NaN            NaN  0.521989       0.836134E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.4602                 NaN            NaN  0.531485       0.833040E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.4613                 NaN            NaN  0.530392       0.831540E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.4572                 NaN            NaN  0.534459       0.829912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.6043                 NaN            NaN  0.389425       0.623031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3377                 NaN            NaN  0.652042       0.102484E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3458                 NaN            NaN  0.644016       0.101495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.5422                 NaN            NaN  0.450689       0.708685E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.5985                 NaN            NaN  0.395250       0.622160E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        98.7945                 NaN            NaN  0.178983                 NaN   1.02656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        98.7821                 NaN            NaN  0.513555E-001            NaN   1.16659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8065                 NaN            NaN  0.524704E-001            NaN   1.14107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7938                 NaN            NaN  0.528675E-001            NaN   1.15333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.8816                 NaN            NaN  0.465550E-001            NaN   1.07184                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.8641                 NaN            NaN  0.458149E-001            NaN   1.09007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8952                 NaN            NaN  0.473163E-001            NaN   1.05746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9070                 NaN            NaN  0.418724E-001            NaN   1.05117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.9255                 NaN            NaN  0.403208E-001            NaN   1.03417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9433                 NaN            NaN  0.384770E-001            NaN   1.01819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.9579                 NaN            NaN  0.205563E-001            NaN   1.02157                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.9803                 NaN            NaN  0.504292E-001            NaN  0.969222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9934                 NaN            NaN  0.323695E-001            NaN  0.974224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.0111                 NaN            NaN  0.305708E-001            NaN  0.958347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0231                 NaN            NaN  0.264532E-001            NaN  0.950492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0442                 NaN            NaN  0.293889E-001            NaN  0.926435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0549                 NaN            NaN  0.244351E-001            NaN  0.920645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.0694                 NaN            NaN  0.228293E-001            NaN  0.907754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0847                 NaN            NaN  0.217336E-001            NaN  0.893583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0971                 NaN            NaN  0.208873E-001            NaN  0.882001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.1106                 NaN            NaN  0.164213E-001            NaN  0.872938                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1221                 NaN            NaN  0.169256E-001            NaN  0.860953                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1369                 NaN            NaN  0.125747E-001            NaN  0.850540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1463                 NaN            NaN  0.105602E-001            NaN  0.843173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1590                 NaN            NaN  0.976164E-002            NaN  0.831228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
