|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          O(HP)          ilm            San(TH)        q             
  1333.67        500.000                 NaN   99.2404       0.300013       0.783346E-001  0.213754       0.167538                 NaN            NaN            NaN            NaN
  1332.63        500.000                 NaN   99.2294       0.277164       0.144698       0.211904       0.136802                 NaN            NaN            NaN            NaN
  1331.60        500.000                 NaN   99.2604       0.321719       0.562251E-002  0.212401       0.199884                 NaN            NaN            NaN            NaN
  1330.56        500.000                 NaN   99.2519       0.297754       0.717458E-001  0.210254       0.168359                 NaN            NaN            NaN            NaN
  1329.52        500.000                 NaN   99.2566       0.711002E-001  0.296685       0.208460       0.167134                 NaN            NaN            NaN            NaN
  1328.49        500.000                 NaN   99.2598       0.296138       0.698742E-001  0.207444       0.166757                 NaN            NaN            NaN            NaN
  1327.45        500.000                 NaN   99.2667       0.682197E-001  0.293674       0.205398       0.165978                 NaN            NaN            NaN            NaN
  1326.42        500.000                 NaN   99.2704       0.662178E-001  0.293007       0.204359       0.166007                 NaN            NaN            NaN            NaN
  1325.38        500.000                 NaN   99.2761       0.291609       0.650066E-001  0.202445       0.164820                 NaN            NaN            NaN            NaN
  1324.34        500.000                 NaN   99.2808       0.289757       0.641631E-001  0.201048       0.164281                 NaN            NaN            NaN            NaN
  1323.31        500.000                 NaN   99.2856       0.288009       0.633873E-001  0.199533       0.163468                 NaN            NaN            NaN            NaN
  1322.27        500.000                 NaN   99.2877       0.287819       0.620998E-001  0.198839       0.163591                 NaN            NaN            NaN            NaN
  1321.23        500.000                 NaN   99.2952       0.284988       0.629800E-001  0.196158       0.160659                 NaN            NaN            NaN            NaN
  1320.20        500.000                 NaN   99.2982       0.613256E-001  0.284154       0.195411       0.160893                 NaN            NaN            NaN            NaN
  1319.16        500.000                 NaN   99.3029       0.283105       0.567869E-001  0.194630       0.162552                 NaN            NaN            NaN            NaN
  1318.13        500.000                 NaN   99.3090       0.628816E-001  0.279800       0.191500       0.156801                 NaN            NaN            NaN            NaN
  1317.09        500.000                 NaN   99.3116       0.279544       0.600507E-001  0.191019       0.157787                 NaN            NaN            NaN            NaN
  1316.05        500.000                 NaN   99.3158       0.278493       0.591279E-001  0.189675       0.156948                 NaN            NaN            NaN            NaN
  1315.02        500.000                 NaN   99.3198       0.591721E-001  0.276818       0.188370       0.155806                 NaN            NaN            NaN            NaN
  1313.98        500.000                 NaN   99.3226       0.605666E-001  0.275343       0.187224       0.154261                 NaN            NaN            NaN            NaN
  1312.94        500.000                 NaN   99.3282       0.273675       0.597335E-001  0.185450       0.152912                 NaN            NaN            NaN            NaN
  1311.91        500.000                 NaN   99.3311       0.272624       0.600043E-001  0.184486       0.151834                 NaN            NaN            NaN            NaN
  1310.87        500.000                 NaN   99.3360       0.271002       0.590939E-001  0.182966       0.150957                 NaN            NaN            NaN            NaN
  1309.84        500.000                 NaN   99.3397       0.269531       0.596124E-001  0.181674       0.149480                 NaN            NaN            NaN            NaN
  1308.80        500.000                 NaN   99.3435       0.598633E-001  0.268159       0.180384       0.148087                 NaN            NaN            NaN            NaN
  1307.76        500.000                 NaN   99.3469       0.605345E-001  0.266690       0.179139       0.146692                 NaN            NaN            NaN            NaN
  1306.73        500.000                 NaN   99.3501       0.265366       0.611325E-001  0.178003       0.145371                 NaN            NaN            NaN            NaN
  1305.69        500.000                 NaN   99.3546       0.263066       0.622079E-001  0.176583       0.143560                 NaN            NaN            NaN            NaN
  1304.65        500.000                 NaN   99.3583       0.261965       0.617700E-001  0.175400       0.142596                 NaN            NaN            NaN            NaN
  1303.62        500.000                 NaN   99.3619       0.630704E-001  0.260373       0.174065       0.140629                 NaN            NaN            NaN            NaN
  1302.58        500.000                 NaN   99.3647       0.258905       0.643912E-001  0.173011       0.139042                 NaN            NaN            NaN            NaN
  1301.55        500.000                 NaN   99.3681       0.658470E-001  0.257213       0.171754       0.137123                 NaN            NaN            NaN            NaN
  1300.51        500.000       0.484609E-001   99.3511       0.271387                 NaN  0.176270       0.152783                 NaN            NaN            NaN            NaN
  1299.47        500.000       0.764956E-001   99.2421       0.314886       0.141618       0.188791       0.361413E-001            NaN            NaN            NaN            NaN
  1298.44        500.000       0.766904E-001   99.2897       0.303786       0.604056E-001  0.182827       0.866174E-001            NaN            NaN            NaN            NaN
  1297.40        500.000       0.775087E-001   99.2928       0.596945E-001  0.303637       0.181715       0.846002E-001            NaN            NaN            NaN            NaN
  1296.36        500.000       0.777674E-001   99.2966       0.605133E-001  0.302254       0.180484       0.823385E-001            NaN            NaN            NaN            NaN
  1295.33        500.000       0.773986E-001   99.3036       0.579989E-001  0.300338       0.178715       0.819024E-001            NaN            NaN            NaN            NaN
  1294.29        500.000       0.777566E-001   99.3065       0.299690       0.591705E-001  0.177581       0.792854E-001            NaN            NaN            NaN            NaN
  1293.26        500.000       0.776053E-001   99.3117       0.297892       0.587164E-001  0.176189       0.779310E-001            NaN            NaN            NaN            NaN
  1292.22        500.000       0.772564E-001   99.3170       0.581415E-001  0.296072       0.174744       0.767363E-001            NaN            NaN            NaN            NaN
  1291.18        500.000       0.768097E-001   99.3222       0.294009       0.587232E-001  0.173245       0.750619E-001            NaN            NaN            NaN            NaN
  1290.15        500.000       0.768048E-001   99.3258       0.292122       0.610489E-001  0.172077       0.721671E-001            NaN            NaN            NaN            NaN
  1289.11        500.000       0.753266E-001   99.3332       0.289546       0.582916E-001  0.170358       0.732943E-001            NaN            NaN            NaN            NaN
  1288.07        500.000       0.749818E-001   99.3377       0.612788E-001  0.286772       0.168952       0.702802E-001            NaN            NaN            NaN            NaN
  1287.04        500.000       0.744379E-001   99.3430       0.614070E-001  0.284440       0.167617       0.691209E-001            NaN            NaN            NaN            NaN
  1286.00        500.000       0.738150E-001   99.3488       0.282242       0.607984E-001  0.166097       0.682186E-001            NaN            NaN            NaN            NaN
  1284.97        500.000       0.728608E-001   99.3535       0.644697E-001  0.278752       0.164703       0.656997E-001            NaN            NaN            NaN            NaN
  1283.93        500.000       0.721966E-001   99.3587       0.276307       0.651852E-001  0.163329       0.643181E-001            NaN            NaN            NaN            NaN
  1282.89        500.000       0.713624E-001   99.3637       0.273331       0.668502E-001  0.161982       0.627547E-001            NaN            NaN            NaN            NaN
  1281.86        500.000       0.706346E-001   99.3693       0.270747       0.670892E-001  0.160579       0.616728E-001            NaN            NaN            NaN            NaN
  1280.82        500.000       0.698443E-001   99.3746       0.685246E-001  0.267674       0.159182       0.601791E-001            NaN            NaN            NaN            NaN
  1279.78        500.000       0.690078E-001   99.3794       0.265073       0.702048E-001  0.157840       0.585121E-001            NaN            NaN            NaN            NaN
  1278.75        500.000       0.680332E-001   99.3847       0.260844       0.735289E-001  0.156471       0.564687E-001            NaN            NaN            NaN            NaN
  1277.71        500.000       0.156256E-001   99.4037       0.276087                 NaN  0.156297       0.117256                 NaN  0.309839E-001            NaN            NaN
  1276.68        500.000       0.944280E-002   99.4093       0.272251                 NaN  0.155104       0.119833                 NaN  0.340356E-001            NaN            NaN
  1275.64        500.000       0.825038E-002   99.4146       0.270030                 NaN  0.153686       0.119216                 NaN  0.342412E-001            NaN            NaN
  1274.60        500.000       0.876658E-002   99.4195       0.268222                 NaN  0.152336       0.117681                 NaN  0.335178E-001            NaN            NaN
  1273.57        500.000       0.144498E-002   99.4250       0.264382                 NaN  0.151215       0.121004                 NaN  0.369583E-001            NaN            NaN
  1272.53        500.000       0.395199E-002   99.4298       0.263061                 NaN  0.149785       0.118254                 NaN  0.351426E-001            NaN            NaN
  1271.50        500.000                 NaN   97.9418       0.538047                 NaN  0.318979       0.238420                 NaN  0.936146E-001  0.869129                 NaN
  1270.46        500.000       0.180600        90.9419        1.65533       0.522867        1.10486       0.455887                 NaN  0.241337        4.89721                 NaN
  1269.42        500.000       0.420792        91.4527        1.29915        1.18490        1.03396                 NaN            NaN  0.688035E-001   4.53966                 NaN
  1268.39        500.000       0.373822        92.1332        1.19308        1.11084       0.956062                 NaN            NaN  0.693545E-001   4.16362                 NaN
  1267.35        500.000       0.333390        92.7155        1.10106        1.04783       0.889199                 NaN            NaN  0.700169E-001   3.84299                 NaN
  1266.31        500.000       0.297123        93.2187        1.01969       0.995646       0.831207                 NaN            NaN  0.712265E-001   3.56640                 NaN
  1265.28        500.000       0.266702        93.6563       0.949717       0.948609       0.780644                 NaN            NaN  0.716695E-001   3.32639                 NaN
  1264.24        500.000       0.240265        94.0424       0.885865       0.908413       0.735889       0.131687E-004            NaN  0.718237E-001   3.11538                 NaN
  1263.21        500.000       0.217352        94.3791       0.831272       0.872377       0.696620       0.223822E-004            NaN  0.718838E-001   2.93133                 NaN
  1262.17        500.000       0.196448        94.6802       0.780817       0.841808       0.661558       0.111170E-005            NaN  0.720173E-001   2.76716                 NaN
  1261.13        500.000                 NaN   94.9955       0.925023       0.340513       0.633606       0.298552                 NaN  0.176548        2.63026                 NaN
  1260.10        500.000                 NaN   95.2323       0.903046       0.286380       0.606179       0.302661                 NaN  0.168266        2.50117                 NaN
  1259.06        500.000                 NaN   95.4540       0.866803       0.269928       0.579452       0.290381                 NaN  0.159767        2.37964                 NaN
  1258.02        500.000                 NaN   95.6571       0.826046       0.263698       0.555059       0.277049                 NaN  0.151803        2.26923                 NaN
  1256.99        500.000                 NaN   95.8333       0.811730       0.232384       0.533421       0.271540                 NaN  0.145440        2.17223                 NaN
  1255.95        500.000                 NaN   96.0094       0.224210       0.776738       0.512191       0.261300                 NaN  0.138630        2.07751                 NaN
  1254.92        500.000                 NaN   96.1666       0.750920       0.211402       0.492938       0.252898                 NaN  0.132654        1.99256                 NaN
  1253.88        500.000                 NaN   96.3141       0.727346       0.197645       0.474838       0.245636                 NaN  0.127089        1.91337                 NaN
  1252.84        500.000                 NaN   96.4494       0.185321       0.705679       0.458104       0.238888                 NaN  0.121980        1.84060                 NaN
  1251.81        500.000                 NaN   96.5783       0.685296       0.172552       0.442087       0.232703                 NaN  0.117085        1.77200                 NaN
  1250.77        500.000                 NaN   96.6922       0.162902       0.666280       0.427967       0.226565                 NaN  0.112775        1.71134                 NaN
  1249.73        500.000                 NaN   96.8126       0.647484       0.150004       0.412734       0.221375                 NaN  0.108248        1.64757                 NaN
  1248.70        500.000                 NaN   96.9120       0.630339       0.142399       0.400268       0.215651                 NaN  0.104405        1.59494                 NaN
  1247.66        500.000                 NaN   97.0124       0.613799       0.132034       0.387492       0.211187                 NaN  0.100610        1.54252                 NaN
  1246.63        500.000                 NaN   97.1061       0.123121       0.598977       0.375670       0.206120                 NaN  0.970254E-001   1.49296                 NaN
  1245.59        500.000                 NaN   97.1944       0.583429       0.116278       0.364215       0.201095                 NaN  0.936398E-001   1.44695                 NaN
  1244.55        500.000                 NaN   97.2783       0.110117       0.568150       0.353472       0.196434                 NaN  0.903700E-001   1.40311                 NaN
  1243.52        500.000                 NaN   97.3586       0.553978       0.103300       0.343023       0.192176                 NaN  0.873145E-001   1.36159                 NaN
  1242.48        500.000                 NaN   97.4323       0.541078       0.972602E-001  0.333600       0.187962                 NaN  0.843888E-001   1.32340                 NaN
  1241.44        500.000                 NaN   97.5049       0.525428       0.964348E-001  0.323888       0.182193                 NaN  0.815129E-001   1.28563                 NaN
  1240.41        500.000                 NaN   97.5742       0.903141E-001  0.513162       0.315066       0.178557                 NaN  0.787337E-001   1.24998                 NaN
  1239.37        500.000                 NaN   97.6406       0.855655E-001  0.500716       0.306064       0.174815                 NaN  0.762569E-001   1.21602                 NaN
  1238.34        500.000                 NaN   97.7025       0.486635       0.858519E-001  0.297837       0.169225                 NaN  0.736536E-001   1.18428                 NaN
  1237.30        500.000                 NaN   97.7609       0.473404       0.846657E-001  0.290004       0.165293                 NaN  0.712585E-001   1.15449                 NaN
  1236.26        500.000                 NaN   97.8210       0.460754       0.831102E-001  0.282052       0.160503                 NaN  0.688754E-001   1.12375                 NaN
  1235.23        500.000                 NaN   97.8750       0.448670       0.826164E-001  0.274838       0.156135                 NaN  0.666851E-001   1.09607                 NaN
  1234.19        500.000                 NaN   97.9279       0.869649E-001  0.434157       0.267513       0.150187                 NaN  0.643342E-001   1.06890                 NaN
  1233.15        500.000                 NaN   97.9776       0.421353       0.884468E-001  0.260662       0.145732                 NaN  0.623102E-001   1.04386                 NaN
  1232.12        500.000                 NaN   98.0266       0.918344E-001  0.407627       0.254187       0.140619                 NaN  0.601747E-001   1.01892                 NaN
  1231.08        500.000                 NaN   98.0744       0.397362       0.909517E-001  0.247538       0.136816                 NaN  0.583306E-001  0.994630                 NaN
  1230.05        500.000                 NaN   98.1195       0.971146E-001  0.383163       0.241373       0.130955                 NaN  0.562055E-001  0.971642                 NaN
  1229.01        500.000                 NaN   98.1621       0.101878       0.370097       0.235444       0.125848                 NaN  0.543662E-001  0.950236                 NaN
  1227.97        500.000                 NaN   98.2043       0.357394       0.106318       0.229690       0.120974                 NaN  0.525913E-001  0.928712                 NaN
  1226.94        500.000                 NaN   98.2442       0.115892       0.343091       0.224064       0.114198                 NaN  0.506476E-001  0.907914                 NaN
  1225.90        500.000                 NaN   98.2828       0.123772       0.328842       0.218701       0.108561                 NaN  0.489105E-001  0.888386                 NaN
  1224.86        500.000                 NaN   92.8289        1.50765                 NaN   1.02158       0.206277                 NaN  0.223229        4.21238                 NaN
  1223.83        500.000                 NaN   99.1687       0.310784                 NaN  0.442677E-001  0.752579E-001  0.383887       0.171063E-001            NaN            NaN
  1222.79        500.000                 NaN   98.0339       0.654944E-002            NaN  0.230138       0.516754                 NaN  0.800282E-001   1.13264                 NaN
  1221.76        500.000                 NaN   99.4952       0.141823                 NaN  0.206380E-001            NaN            NaN  0.823837E-002  0.334146                 NaN
  1220.72        500.000                 NaN   99.3308       0.251042       0.225486       0.192637                 NaN            NaN            NaN            NaN            NaN
  1219.68        500.000                 NaN   95.9377        1.14679                 NaN  0.398376                 NaN            NaN  0.127990        2.38918                 NaN
  1218.65        500.000                 NaN   99.9262                 NaN            NaN  0.478311E-001            NaN            NaN  0.259416E-001            NaN            NaN
  1217.61        500.000                 NaN   99.5217                 NaN            NaN  0.565192E-001  0.186206                 NaN            NaN  0.235547                 NaN
  1216.57        500.000                 NaN   95.0134       0.236877        1.66301       0.589335                 NaN            NaN  0.660500E-001   2.43130                 NaN
  1215.54        500.000                 NaN   99.4054       0.161605                 NaN  0.556938E-001            NaN            NaN  0.194171E-001  0.357861                 NaN
  1214.50        500.000                 NaN   98.5520       0.144078E-001  0.503161       0.191929                 NaN            NaN  0.248855E-001  0.713624                 NaN
  1213.47        500.000                 NaN   97.7122       0.168592       0.190568       0.193581                 NaN            NaN  0.182457E-001  0.865431       0.851391     
  1212.43        500.000                 NaN   99.8897       0.740761E-001  0.131560E-005  0.116307E-001            NaN            NaN  0.486366E-003  0.241021E-001            NaN
  1211.39        500.000                 NaN   99.9755       0.157746E-001            NaN  0.524079E-004            NaN            NaN            NaN  0.865230E-002            NaN
  1210.36        500.000                 NaN   99.9662       0.471103E-002            NaN  0.648339E-002            NaN            NaN  0.106672E-001  0.118947E-001            NaN
  1209.32        500.000                 NaN   99.9482                 NaN            NaN  0.597913E-002            NaN            NaN  0.339741E-002  0.423774E-001            NaN
  1208.28        500.000                 NaN   99.9269       0.209328E-001  0.140862E-001  0.102229E-001            NaN            NaN            NaN  0.278328E-001            NaN
  1207.25        500.000                 NaN   98.7381       0.202012       0.196693       0.143640                 NaN            NaN  0.212277E-001  0.698280                 NaN
  1206.21        500.000                 NaN   97.2948       0.628569                 NaN  0.319353       0.184680                 NaN  0.750339E-001   1.49756                 NaN
  1205.18        500.000                 NaN   99.7728       0.625463E-001            NaN  0.252923E-001  0.583502E-002            NaN  0.651568E-002  0.126974                 NaN
  1204.14        500.000                 NaN   99.7726       0.396704E-001            NaN  0.288180E-001  0.363653E-001            NaN  0.514218E-002  0.117383                 NaN
  1203.10        500.000                 NaN   89.5127       0.988659       0.644455       0.922287       0.185143                 NaN  0.841266E-001   3.87802        3.78456     
  1202.07        500.000                 NaN   91.3393       0.910779                 NaN  0.742107       0.393084                 NaN  0.869124E-001   3.24453        3.28325     
  1201.03        500.000                 NaN   87.8742       0.940025                 NaN   1.03082       0.627055                 NaN  0.128182        4.61207        4.78767     
  1199.99        500.000                 NaN   87.3516        1.40220                 NaN   1.07723       0.632373                 NaN  0.123495        4.68975        4.72339     
  1198.96        500.000                 NaN   97.7983       0.455497                 NaN  0.177051                 NaN            NaN  0.432941E-001  0.766954       0.758938     
  1197.92        500.000                 NaN   91.6371       0.294364       0.188994E-004  0.752168       0.776280                 NaN  0.590746E-001   3.23456        3.24648     
  1196.89        500.000                 NaN   90.7845        1.43632                 NaN  0.742128       0.122638                 NaN  0.904499E-001   3.38123        3.44277     
  1195.85        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1194.81        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.78        500.000                 NaN   82.7750       0.652436        2.04086        1.47259       0.780268E-001            NaN  0.119659        6.43755        6.42383     
  1192.74        500.000                 NaN   89.7123       0.691233       0.689581       0.867498       0.204467                 NaN  0.815955E-001   3.89122        3.86207     
  1191.70        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.67        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.63        500.000                 NaN   71.6938       0.142073        2.80726        2.30895       0.974020                 NaN  0.245273        10.9689        10.8597     
  1188.60        500.000                 NaN   99.9995       0.242150E-004  0.198441E-004  0.392310E-004  0.205119E-004            NaN  0.448630E-005  0.190039E-003  0.185816E-003
  1187.56        500.000                 NaN   99.9972       0.250604E-003            NaN  0.228048E-003  0.132965E-003            NaN  0.227417E-004  0.111159E-002  0.107522E-002
  1186.52        500.000                 NaN   78.5832        1.84735                 NaN   1.66295       0.803104                 NaN  0.181916        8.62861        8.29282     
  1185.49        500.000                 NaN   29.4698        5.65703                 NaN   5.26575        2.34130                 NaN  0.585396        29.0473        27.6334     
  1184.45        500.000                 NaN            NaN   7.45439                 NaN   7.37162        3.49748                 NaN  0.845274        41.4164        39.4148     
  1183.41        500.000                 NaN            NaN   7.34115                 NaN   7.37068        3.58129                 NaN  0.846965        41.4205        39.4394     
  1182.38        500.000                 NaN            NaN   7.30795                 NaN   7.36995        3.60355                 NaN  0.848556        41.4242        39.4458     
