|6.6.6
Archiving\03_Data\frac/QFM_m5/LAR/LAR_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              O(HP)         
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.07782        3.49893        1.16692        7.45051        47.6939        2.12505        32.9868                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.08818        3.50255        1.15433        7.45222        47.6911        2.12452        32.9871                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.08333        3.38001        1.30065        7.43716        47.6853        2.12596        32.9875                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.10993        3.50962        1.12841        7.45563        47.6852        2.12343        32.9878                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.12035        3.51330        1.11583        7.45744        47.6822        2.12286        32.9881                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.13104        3.51679        1.10312        7.45912        47.6792        2.12233        32.9884                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.05014        3.49885        1.20449        7.47357        47.6636        2.11817        32.9912                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.13431        3.39582        1.23795        7.44767        47.6721        2.12363        32.9885                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.14341        3.39932        1.22626        7.44957        47.6697        2.12301        32.9887                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.15371        3.40314        1.21325        7.45151        47.6671        2.12241        32.9889                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.18559        3.53506        1.03801        7.46793        47.6639        2.11947        32.9901                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.19794        3.53921        1.02289        7.46990        47.6608        2.11894        32.9904                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.20705        3.54238        1.01241        7.47149        47.6576        2.11830        32.9908                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.21816        3.54618       0.999099        7.47328        47.6545        2.11770        32.9911                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.22928        3.54992       0.985870        7.47510        47.6513        2.11710        32.9915                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.24004        3.55360       0.973108        7.47691        47.6480        2.11649        32.9918                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.25077        3.55711       0.960512        7.47874        47.6448        2.11588        32.9922                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.26226        3.56119       0.946648        7.48054        47.6415        2.11526        32.9925                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.27276        3.56507       0.933995        7.48237        47.6383        2.11463        32.9929                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.28444        3.56874       0.920364        7.48421        47.6349        2.11401        32.9933                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.88393        2.54608       0.777558        7.71277        47.0017        1.99558        33.0824                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55220        2.64870                 NaN   7.71317        47.0107        1.99534        33.0799                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.24574        2.96095                 NaN   7.72046        46.9984        1.99337        33.0811                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.417085        9.92573                 NaN   7.79786        46.8046        1.95047        33.1042                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.24107        2.97891                 NaN   7.72830        46.9784        1.98937        33.0839                 NaN
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.34472        3.58614       0.852035        7.49416        47.6162        2.11104        32.9957                 NaN
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.62739        3.67202                 NaN   7.79533        46.8505        1.95626        33.0985                 NaN
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.75663        3.55581                 NaN   7.80038        46.8302        1.95433        33.1026                 NaN
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.95723        3.37417                 NaN   7.81270        46.8199        1.94016        33.0958                 NaN
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.79705        3.51753                 NaN   7.80050        46.8286        1.95400        33.1024                 NaN
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.21445        3.03170                 NaN   7.73890        46.9386        1.98507        33.0913                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.41358        3.61236       0.771996        7.50771        47.5902        2.10555        32.9986                 NaN
