|6.6.6
Archiving\03_Data\frac/QFM_m5/LAR/LAR_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              O(HP)         
  1939.85        2500.00        92.7843                 NaN  0.917501        6.29818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1937.34        2500.00        92.7665                 NaN  0.917547        6.31595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1934.84        2500.00        92.7488                 NaN  0.917592        6.33361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.33        2500.00        92.7261                 NaN  0.917651        6.35621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.82        2500.00        92.7135                 NaN  0.917683        6.36877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1927.32        2500.00        92.6960                 NaN  0.917729        6.38623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1924.81        2500.00        92.6786                 NaN  0.917774        6.40363                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1922.31        2500.00        92.6612                 NaN  0.917818        6.42095                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.80        2500.00        92.6488                 NaN  0.917850        6.43335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1917.29        2500.00        92.6267                 NaN  0.917907        6.45537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1914.79        2500.00        92.6095                 NaN  0.917952        6.47256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1912.28        2500.00        92.5924                 NaN  0.917996        6.48961                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1909.77        2500.00        92.5755                 NaN  0.918039        6.50645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.27        2500.00        92.5585                 NaN  0.918083        6.52338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1904.76        2500.00        92.5417                 NaN  0.918126        6.54015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1902.26        2500.00        92.5249                 NaN  0.918170        6.55690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1899.75        2500.00        92.5082                 NaN  0.918213        6.57356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.24        2500.00        92.4916                 NaN  0.918256        6.59016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.74        2500.00        92.4750                 NaN  0.918298        6.60668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1892.23        2500.00        92.4585                 NaN  0.918341        6.62313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1889.72        2500.00        92.4421                 NaN  0.918383        6.63952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.22        2500.00        92.4257                 NaN  0.918425        6.65583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.71        2500.00        92.4093                 NaN  0.918468        6.67219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1882.21        2500.00        92.3933                 NaN  0.918509        6.68824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1879.70        2500.00        92.3771                 NaN  0.918551        6.70433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1877.19        2500.00        92.3610                 NaN  0.918592        6.72036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1874.69        2500.00        92.3450                 NaN  0.918634        6.73633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        2500.00        92.3291                 NaN  0.918675        6.75219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        2500.00        92.3133                 NaN  0.918715        6.76801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        2500.00        92.2975                 NaN  0.918756        6.78374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        2500.00        92.2818                 NaN  0.918797        6.79941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        2500.00        92.2661                 NaN  0.918837        6.81502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        2500.00        92.2506                 NaN  0.918877        6.83053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        2500.00        92.2351                 NaN  0.918917        6.84600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        2500.00        92.2196                 NaN  0.918957        6.86140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        92.2128                 NaN  0.918974        6.86823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        92.1950                 NaN  0.919020        6.88593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        92.1738                 NaN  0.919075        6.90713                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        92.1587                 NaN  0.919114        6.92223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        92.1436                 NaN  0.919153        6.93730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        92.1286                 NaN  0.919191        6.95223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        92.1416                 NaN  0.919158        6.93921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        92.0987                 NaN  0.919268        6.98199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        92.0840                 NaN  0.919306        6.99671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        92.0693                 NaN  0.919344        7.01140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        92.0546                 NaN  0.919382        7.02601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        92.0400                 NaN  0.919419        7.04059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        92.0255                 NaN  0.919457        7.05504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        92.0111                 NaN  0.919494        7.06945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        91.9967                 NaN  0.919531        7.08378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        91.9824                 NaN  0.919568        7.09805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        91.9682                 NaN  0.919604        7.11224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        91.9540                 NaN  0.919641        7.12638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        91.9398                 NaN  0.919678        7.14053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        91.9259                 NaN  0.919713        7.15443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        91.9119                 NaN  0.919749        7.16836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        91.8980                 NaN  0.919785        7.18222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        91.8841                 NaN  0.919821        7.19604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        91.8704                 NaN  0.919856        7.20973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        91.8568                 NaN  0.919891        7.22335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        91.8431                 NaN  0.919926        7.23692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        91.8296                 NaN  0.919961        7.25043                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        91.8114                 NaN  0.920008        7.26860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        91.8027                 NaN  0.920030        7.27725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        91.7894                 NaN  0.920065        7.29056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        91.7761                 NaN  0.920099        7.30378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        91.7595                 NaN  0.920141        7.32034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        91.7498                 NaN  0.920167        7.33005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        91.7367                 NaN  0.920200        7.34307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        91.7237                 NaN  0.920234        7.35602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        91.7108                 NaN  0.920267        7.36893                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        91.6980                 NaN  0.920300        7.38175                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        91.6852                 NaN  0.920333        7.39449                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        91.6725                 NaN  0.920365        7.40717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        91.6598                 NaN  0.920398        7.41980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        91.6087                 NaN  0.920529        7.47081                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        91.6347                 NaN  0.920462        7.44482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        91.6223                 NaN  0.920494        7.45722                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        91.6099                 NaN  0.920526        7.46958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        91.5976                 NaN  0.920558        7.48185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        91.5854                 NaN  0.920589        7.49405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        91.5731                 NaN  0.920621        7.50630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        91.5611                 NaN  0.920652        7.51827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        91.5963                 NaN  0.920561        7.48312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        91.5371                 NaN  0.920713        7.54224                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        91.5252                 NaN  0.920744        7.55405                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        91.5133                 NaN  0.920774        7.56591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        91.5016                 NaN  0.920805        7.57758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        91.4899                 NaN  0.920835        7.58924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        91.4783                 NaN  0.920864        7.60085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        91.4667                 NaN  0.920894        7.61236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        91.4552                 NaN  0.920924        7.62383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        91.4438                 NaN  0.920953        7.63521                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        91.4323                 NaN  0.920982        7.64667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        91.4212                 NaN  0.921011        7.65776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        91.4100                 NaN  0.921040        7.66898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        91.3989                 NaN  0.921068        7.68006                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        91.3878                 NaN  0.921097        7.69114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        91.3768                 NaN  0.921125        7.70210                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        91.3658                 NaN  0.921153        7.71302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        91.3550                 NaN  0.921181        7.72385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        91.3442                 NaN  0.921209        7.73463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        91.3334                 NaN  0.921236        7.74533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        91.3133                 NaN  0.921288        7.76542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        91.3122                 NaN  0.921291        7.76655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        91.3016                 NaN  0.921318        7.77704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        91.2912                 NaN  0.921345        7.78748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        91.2909                 NaN  0.921345        7.78775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        91.2728                 NaN  0.921392        7.80580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        91.2602                 NaN  0.921424        7.81836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        91.2500                 NaN  0.921450        7.82852                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        91.2399                 NaN  0.921476        7.83863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        91.2299                 NaN  0.921502        7.84864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        91.2198                 NaN  0.921528        7.85868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        91.2099                 NaN  0.921553        7.86856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        91.2680                 NaN  0.921404        7.81057                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        91.1903                 NaN  0.921603        7.88806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        91.1806                 NaN  0.921628        7.89775                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        91.1710                 NaN  0.921653        7.90735                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        91.1614                 NaN  0.921677        7.91690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        91.1519                 NaN  0.921701        7.92639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        91.1386                 NaN  0.921724        7.93506       0.463319E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        91.1232                 NaN  0.921785        7.94283       0.121940E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        91.1148                 NaN  0.921916        7.95117       0.121154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        91.1065                 NaN  0.922047        7.95944       0.119989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        91.0983                 NaN  0.922176        7.96762       0.118922E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        91.0901                 NaN  0.922304        7.97577       0.118112E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        91.0820                 NaN  0.922431        7.98385       0.117208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        91.0740                 NaN  0.922557        7.99186       0.116208E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        91.0659                 NaN  0.922683        7.99985       0.115909E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        91.0599                 NaN  0.922805        8.00703       0.102429E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        91.0506                 NaN  0.922918        8.01491       0.115829E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        91.0413                 NaN  0.923044        8.02319       0.125072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        91.0350                 NaN  0.923177        8.03103       0.107818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        91.0270                 NaN  0.923293        8.03864       0.110473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        90.0005                 NaN  0.923401        8.04162                 NaN   1.03446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.6517                 NaN            NaN  0.549462E-003            NaN   1.34777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.6719                 NaN            NaN  0.313974E-003            NaN   1.32782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6917                 NaN            NaN            NaN            NaN   1.30827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7104                 NaN            NaN  0.230620E-002            NaN   1.28732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7259                 NaN            NaN            NaN            NaN   1.27414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.7347                 NaN            NaN  0.215307E-002            NaN   1.26310                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7814                 NaN            NaN  0.455928E-002            NaN   1.21401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7832                 NaN            NaN  0.236756E-003            NaN   1.21654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8019                 NaN            NaN            NaN            NaN   1.19806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7005                 NaN            NaN  0.180704E-002            NaN   1.29768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.9489                 NaN            NaN            NaN            NaN   1.05114                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8500                 NaN            NaN            NaN            NaN   1.14999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8664                 NaN            NaN            NaN            NaN   1.13356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8810                 NaN            NaN            NaN            NaN   1.11899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8949                 NaN            NaN            NaN            NaN   1.10506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9103                 NaN            NaN            NaN            NaN   1.08966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9235                 NaN            NaN            NaN            NaN   1.07647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.6991                 NaN            NaN  0.160742E-001            NaN   1.28485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1732                 NaN            NaN            NaN            NaN  0.826809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9630                 NaN            NaN            NaN            NaN   1.03696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9761                 NaN            NaN            NaN            NaN   1.02392                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.9875                 NaN            NaN            NaN            NaN   1.01252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.9504                 NaN            NaN            NaN            NaN  0.806451       0.243197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.7852                 NaN            NaN            NaN            NaN  0.669591E-001   1.14786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.7890                 NaN            NaN            NaN            NaN  0.572578E-001   1.15379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.7940                 NaN            NaN            NaN            NaN  0.483535E-001   1.15761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.7985                 NaN            NaN            NaN            NaN  0.376892E-001   1.16385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.7997                 NaN            NaN            NaN            NaN  0.274506E-001   1.17288                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
