|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.5/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1469.66        2500.00                 NaN   99.0929                 NaN            NaN            NaN  0.601682       0.305392                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        2500.00                 NaN   99.0987                 NaN            NaN            NaN  0.302922       0.598340                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        2500.00                 NaN   99.1071                 NaN            NaN            NaN  0.300147       0.592785                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        2500.00                 NaN   99.1135                 NaN            NaN            NaN  0.298730       0.587787                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        2500.00                 NaN   99.1203                 NaN            NaN            NaN  0.583693       0.296008                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        2500.00                 NaN   99.2383                 NaN            NaN            NaN  0.505927       0.255768                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.60        2500.00                 NaN   99.0173                 NaN            NaN            NaN  0.651440       0.331259                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.09        2500.00                 NaN   99.1419                 NaN            NaN            NaN  0.569142       0.288938                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.58        2500.00                 NaN   99.1449                 NaN            NaN            NaN  0.288413       0.566735                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.07        2500.00                 NaN   99.1524                 NaN            NaN            NaN  0.285340       0.562296                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.56        2500.00                 NaN   99.1577                 NaN            NaN            NaN  0.284509       0.557799                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.05        2500.00                 NaN   99.1635                 NaN            NaN            NaN  0.554940       0.281585                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.54        2500.00                 NaN   99.1693                 NaN            NaN            NaN  0.550972       0.279748                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.03        2500.00                 NaN   99.1751                 NaN            NaN            NaN  0.547431       0.277458                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.52        2500.00                 NaN   99.1814                 NaN            NaN            NaN  0.543212       0.275357                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.01        2500.00                 NaN   99.1849                 NaN            NaN            NaN  0.539548       0.275524                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.50        2500.00                 NaN   99.1905                 NaN            NaN            NaN  0.536685       0.272850                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.99        2500.00                 NaN   99.1982                 NaN            NaN            NaN  0.532585       0.269170                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN   99.2001                 NaN            NaN            NaN  0.269375       0.530511                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.97        2500.00                 NaN   99.2083                 NaN            NaN            NaN  0.526118       0.265624                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        2500.00                 NaN   99.2089                 NaN            NaN            NaN  0.526425       0.264665                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.95        2500.00                 NaN   99.2203                 NaN            NaN            NaN  0.517650       0.262097                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.44        2500.00                 NaN   99.2183                 NaN            NaN            NaN  0.260693       0.520964                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.93        2500.00                 NaN   99.2258                 NaN            NaN            NaN  0.515367       0.258863                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.42        2500.00                 NaN   99.2280                 NaN            NaN            NaN  0.514951       0.257011                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.91        2500.00                 NaN   99.2371                 NaN            NaN            NaN  0.254637       0.508221                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.40        2500.00                 NaN   98.9931                 NaN  0.804563E-001            NaN  0.543718       0.257905                 NaN  0.124838                 NaN            NaN            NaN            NaN
  1428.89        2500.00                 NaN   98.1205                 NaN  0.135279E-001            NaN  0.524345       0.797173                 NaN  0.544409                 NaN            NaN            NaN            NaN
  1427.38        2500.00                 NaN   98.0970                 NaN  0.242652                 NaN  0.601302       0.473933                 NaN  0.585124                 NaN            NaN            NaN            NaN
  1425.87        2500.00                 NaN   98.1280                 NaN  0.242199                 NaN  0.461125       0.592840                 NaN  0.575877                 NaN            NaN            NaN            NaN
  1424.36        2500.00                 NaN   98.1616                 NaN  0.240664                 NaN  0.584293       0.447808                 NaN  0.565602                 NaN            NaN            NaN            NaN
  1422.85        2500.00                 NaN   98.1859                 NaN  0.241809                 NaN  0.579948       0.433870                 NaN  0.558446                 NaN            NaN            NaN            NaN
  1421.34        2500.00                 NaN   98.2231                 NaN  0.238170                 NaN  0.566848       0.424921                 NaN  0.547010                 NaN            NaN            NaN            NaN
  1419.83        2500.00                 NaN   98.3192                 NaN  0.228590                 NaN  0.395432       0.539346                 NaN  0.517477                 NaN            NaN            NaN            NaN
  1418.32        2500.00                 NaN   98.2179                 NaN  0.244831                 NaN  0.573331       0.415587                 NaN  0.548340                 NaN            NaN            NaN            NaN
  1416.81        2500.00                 NaN   98.3079                 NaN  0.235995                 NaN  0.388981       0.545838                 NaN  0.521264                 NaN            NaN            NaN            NaN
  1415.30        2500.00                 NaN   98.3400                 NaN  0.229368                 NaN  0.535276       0.384794                 NaN  0.510553                 NaN            NaN            NaN            NaN
  1413.79        2500.00                 NaN   98.3626                 NaN  0.239076                 NaN  0.359867       0.533242                 NaN  0.505249                 NaN            NaN            NaN            NaN
  1412.28        2500.00                 NaN   98.3889                 NaN  0.233340                 NaN  0.357767       0.523392                 NaN  0.496637                 NaN            NaN            NaN            NaN
  1410.77        2500.00                 NaN   98.4135                 NaN  0.232234                 NaN  0.345002       0.519580                 NaN  0.489728                 NaN            NaN            NaN            NaN
  1409.26        2500.00                 NaN   98.4453                 NaN  0.229764                 NaN  0.336468       0.509591                 NaN  0.478919                 NaN            NaN            NaN            NaN
  1407.75        2500.00                 NaN   98.4628                 NaN  0.230199                 NaN  0.327745       0.505414                 NaN  0.473871                 NaN            NaN            NaN            NaN
  1406.24        2500.00                 NaN   98.6497                 NaN  0.209120                 NaN  0.273480       0.450640                 NaN  0.417068                 NaN            NaN            NaN            NaN
  1404.73        2500.00                 NaN   98.3217                 NaN  0.252639                 NaN  0.355445       0.554197                 NaN  0.516001                 NaN            NaN            NaN            NaN
  1403.22        2500.00                 NaN   98.5330                 NaN  0.226810                 NaN  0.486829       0.301214                 NaN  0.452145                 NaN            NaN            NaN            NaN
  1401.71        2500.00                 NaN   98.5528                 NaN  0.226522                 NaN  0.482666       0.291781                 NaN  0.446258                 NaN            NaN            NaN            NaN
  1400.20        2500.00                 NaN   98.5737                 NaN  0.225772                 NaN  0.284127       0.476629                 NaN  0.439737                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.5931                 NaN  0.225082                 NaN  0.471227       0.276741                 NaN  0.433865                 NaN            NaN            NaN            NaN
  1397.18        2500.00                 NaN   98.6151                 NaN  0.223931                 NaN  0.465985       0.268148                 NaN  0.426884                 NaN            NaN            NaN            NaN
  1395.67        2500.00                 NaN   98.6312                 NaN  0.223838                 NaN  0.261813       0.461031                 NaN  0.422141                 NaN            NaN            NaN            NaN
  1394.16        2500.00                 NaN   98.6531                 NaN  0.222765                 NaN  0.455729       0.253026                 NaN  0.415348                 NaN            NaN            NaN            NaN
  1392.65        2500.00                 NaN   98.6735                 NaN  0.220263                 NaN  0.450400       0.247395                 NaN  0.408456                 NaN            NaN            NaN            NaN
  1391.14        2500.00                 NaN   98.6893                 NaN  0.220707                 NaN  0.446878       0.239243                 NaN  0.403895                 NaN            NaN            NaN            NaN
  1389.63        2500.00                 NaN   98.6490                 NaN  0.230085                 NaN  0.243433       0.461236                 NaN  0.416234                 NaN            NaN            NaN            NaN
  1388.12        2500.00                 NaN   98.7765                 NaN  0.208773                 NaN  0.420165       0.218705                 NaN  0.375858                 NaN            NaN            NaN            NaN
  1386.60        2500.00                 NaN   98.7403                 NaN  0.218236                 NaN  0.434440       0.219112                 NaN  0.387869                 NaN            NaN            NaN            NaN
  1385.09        2500.00                 NaN   98.7594                 NaN  0.216420                 NaN  0.214117       0.428212                 NaN  0.381873                 NaN            NaN            NaN            NaN
  1383.58        2500.00                 NaN   98.7754                 NaN  0.215809                 NaN  0.206890       0.424903                 NaN  0.377011                 NaN            NaN            NaN            NaN
  1382.07        2500.00                 NaN   98.7880                 NaN  0.214995                 NaN  0.421277       0.202846                 NaN  0.372922                 NaN            NaN            NaN            NaN
  1380.56        2500.00                 NaN   98.8083                 NaN  0.213522                 NaN  0.415853       0.196013                 NaN  0.366334                 NaN            NaN            NaN            NaN
  1379.05        2500.00                 NaN   98.8213                 NaN  0.212848                 NaN  0.190660       0.412862                 NaN  0.362303                 NaN            NaN            NaN            NaN
  1377.54        2500.00                 NaN   98.8352                 NaN  0.212236                 NaN  0.410014       0.184637                 NaN  0.357892                 NaN            NaN            NaN            NaN
  1376.03        2500.00                 NaN   98.8504                 NaN  0.210726                 NaN  0.405065       0.180797                 NaN  0.353010                 NaN            NaN            NaN            NaN
  1374.52        2500.00                 NaN   98.8602                 NaN  0.212286                 NaN  0.408597       0.168146                 NaN  0.350731                 NaN            NaN            NaN            NaN
  1373.01        2500.00                 NaN   98.8861                 NaN  0.204981                 NaN  0.393781       0.174190                 NaN  0.340975                 NaN            NaN            NaN            NaN
  1371.50        2500.00                 NaN   98.8936                 NaN  0.206907                 NaN  0.393546       0.166730                 NaN  0.339205                 NaN            NaN            NaN            NaN
  1369.99        2500.00                 NaN   98.9010                 NaN  0.207681                 NaN  0.392427       0.161568                 NaN  0.337327                 NaN            NaN            NaN            NaN
  1368.48        2500.00                 NaN   98.9264                 NaN  0.203659                 NaN  0.156075       0.385474                 NaN  0.328359                 NaN            NaN            NaN            NaN
  1366.97        2500.00                 NaN   98.9293                 NaN  0.206416                 NaN  0.390368       0.146077                 NaN  0.327874                 NaN            NaN            NaN            NaN
  1365.46        2500.00                 NaN   98.9462                 NaN  0.199368                 NaN  0.376913       0.155801                 NaN  0.321708                 NaN            NaN            NaN            NaN
  1363.95        2500.00                 NaN   98.9569                 NaN  0.201178                 NaN  0.377648       0.145387                 NaN  0.318851                 NaN            NaN            NaN            NaN
  1362.44        2500.00                 NaN   98.9718                 NaN  0.200151                 NaN  0.372990       0.140809                 NaN  0.314233                 NaN            NaN            NaN            NaN
  1360.93        2500.00                 NaN   98.9820                 NaN  0.197538                 NaN  0.140685       0.369345                 NaN  0.310401                 NaN            NaN            NaN            NaN
  1359.42        2500.00                 NaN   98.9940                 NaN  0.196144                 NaN  0.136770       0.366516                 NaN  0.306556                 NaN            NaN            NaN            NaN
  1357.91        2500.00                 NaN   99.0055                 NaN  0.195241                 NaN  0.363361       0.132958                 NaN  0.302940                 NaN            NaN            NaN            NaN
  1356.40        2500.00                 NaN   99.0171                 NaN  0.193472                 NaN  0.360349       0.129988                 NaN  0.299090                 NaN            NaN            NaN            NaN
  1354.89        2500.00                 NaN   99.0275                 NaN  0.191862                 NaN  0.357266       0.127734                 NaN  0.295602                 NaN            NaN            NaN            NaN
  1353.38        2500.00                 NaN   99.0386                 NaN  0.191081                 NaN  0.125368       0.352586                 NaN  0.292348                 NaN            NaN            NaN            NaN
  1351.87        2500.00                 NaN   99.0505                 NaN  0.188370                 NaN  0.351245       0.122162                 NaN  0.287743                 NaN            NaN            NaN            NaN
  1350.36        2500.00                 NaN   99.0599                 NaN  0.186792                 NaN  0.120675       0.347839                 NaN  0.284795                 NaN            NaN            NaN            NaN
  1348.85        2500.00                 NaN   99.0694                 NaN  0.185306                 NaN  0.117922       0.345762                 NaN  0.281611                 NaN            NaN            NaN            NaN
  1347.34        2500.00                 NaN   99.0797                 NaN  0.183199                 NaN  0.116868       0.342073                 NaN  0.278114                 NaN            NaN            NaN            NaN
  1345.83        2500.00                 NaN   99.0904                 NaN  0.181148                 NaN  0.115302       0.338573                 NaN  0.274532                 NaN            NaN            NaN            NaN
  1344.32        2500.00                 NaN   99.1001                 NaN  0.179608                 NaN  0.335569       0.113384                 NaN  0.271368                 NaN            NaN            NaN            NaN
  1342.81        2500.00                 NaN   99.1096                 NaN  0.177588                 NaN  0.112062       0.332676                 NaN  0.268119                 NaN            NaN            NaN            NaN
  1341.30        2500.00                 NaN   99.1193                 NaN  0.175912                 NaN  0.329123       0.110689                 NaN  0.264947                 NaN            NaN            NaN            NaN
  1339.79        2500.00                 NaN   99.1280                 NaN  0.173465                 NaN  0.109818       0.326914                 NaN  0.261759                 NaN            NaN            NaN            NaN
  1338.28        2500.00                 NaN   99.1370                 NaN  0.171388                 NaN  0.323861       0.108983                 NaN  0.258749                 NaN            NaN            NaN            NaN
  1336.77        2500.00                 NaN   99.1456                 NaN  0.169500                 NaN  0.108575       0.320474                 NaN  0.255820                 NaN            NaN            NaN            NaN
  1335.26        2500.00                 NaN   99.1546                 NaN  0.166986                 NaN  0.107676       0.318103                 NaN  0.252622                 NaN            NaN            NaN            NaN
  1333.75        2500.00                 NaN   99.1633                 NaN  0.165193                 NaN  0.106559       0.315157                 NaN  0.249817                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.1718                 NaN  0.162232                 NaN  0.107684       0.311486                 NaN  0.246801                 NaN            NaN            NaN            NaN
  1330.73        2500.00                 NaN   99.1800                 NaN  0.160102                 NaN  0.107230       0.308801                 NaN  0.243845                 NaN            NaN            NaN            NaN
  1329.22        2500.00                 NaN   99.1848                 NaN  0.160113                 NaN  0.309379       0.103139                 NaN  0.242552                 NaN            NaN            NaN            NaN
  1327.71        2500.00                 NaN   99.1987                 NaN  0.153452                 NaN  0.110149       0.300649                 NaN  0.237058                 NaN            NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.2037                 NaN  0.153084                 NaN  0.107929       0.299618                 NaN  0.235630                 NaN            NaN            NaN            NaN
  1324.69        2500.00                 NaN   99.2117                 NaN  0.150832                 NaN  0.296896       0.107685                 NaN  0.232887                 NaN            NaN            NaN            NaN
  1323.18        2500.00                 NaN   99.2189                 NaN  0.147979                 NaN  0.109426       0.293419                 NaN  0.230286                 NaN            NaN            NaN            NaN
  1321.67        2500.00                 NaN   99.2261                 NaN  0.145929                 NaN  0.109403       0.290695                 NaN  0.227856                 NaN            NaN            NaN            NaN
  1320.16        2500.00                 NaN   99.2340                 NaN  0.142828                 NaN  0.287444       0.110831                 NaN  0.224947                 NaN            NaN            NaN            NaN
  1318.65        2500.00                 NaN   99.2409                 NaN  0.140496                 NaN  0.111679       0.284346                 NaN  0.222583                 NaN            NaN            NaN            NaN
  1317.14        2500.00                 NaN   99.2483                 NaN  0.137744                 NaN  0.280210       0.113689                 NaN  0.220043                 NaN            NaN            NaN            NaN
  1315.63        2500.00                 NaN   99.2547                 NaN  0.135134                 NaN  0.114444       0.278119                 NaN  0.217638                 NaN            NaN            NaN            NaN
  1314.12        2500.00                 NaN   99.2611                 NaN  0.132238                 NaN  0.274973       0.116357                 NaN  0.215322                 NaN            NaN            NaN            NaN
