|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1874.69        500.000        99.3981                 NaN  0.601857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1872.18        500.000        99.4010                 NaN  0.599022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1869.67        500.000        99.4039                 NaN  0.596061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1867.17        500.000        99.4061                 NaN  0.593912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1864.66        500.000        99.4079                 NaN  0.592134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.16        500.000        99.4023                 NaN  0.588774       0.895838E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1859.65        500.000        99.4014                 NaN  0.583984       0.146189E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1857.14        500.000        99.4001                 NaN  0.585221       0.147013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1854.64        500.000        99.4075                 NaN  0.578012       0.144645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        500.000        99.4064                 NaN  0.579099       0.145277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        500.000        99.4072                 NaN  0.578277       0.145196E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        500.000        99.4097                 NaN  0.575869       0.144394E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        500.000        99.4122                 NaN  0.573453       0.143968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        500.000        99.4122                 NaN  0.573436       0.143762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        500.000        99.4144                 NaN  0.571303       0.143260E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        500.000        99.4120                 NaN  0.573592       0.144176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        500.000        99.4181                 NaN  0.567678       0.141789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.4194                 NaN  0.566432       0.141597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.4180                 NaN  0.567853       0.141742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.4188                 NaN  0.567099       0.141495E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.4191                 NaN  0.566827       0.141224E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.4200                 NaN  0.565950       0.140820E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.4194                 NaN  0.566491       0.140648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.4204                 NaN  0.565540       0.140100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.4199                 NaN  0.566071       0.140076E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.4213                 NaN  0.564711       0.139408E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.4187                 NaN  0.567351       0.139534E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.4181                 NaN  0.567874       0.139870E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.4231                 NaN  0.563161       0.137542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4203                 NaN  0.565844       0.138125E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4188                 NaN  0.567365       0.138051E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.4174                 NaN  0.568851       0.137950E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4168                 NaN  0.569388       0.137633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.4156                 NaN  0.570645       0.137341E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.4160                 NaN  0.570328       0.136772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.3948                 NaN  0.590963       0.142267E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4304                 NaN  0.556442       0.131381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4109                 NaN  0.575433       0.136258E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4077                 NaN  0.578622       0.136462E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4114                 NaN  0.575089       0.134854E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.5417                 NaN  0.446060       0.122173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.2689                 NaN  0.716293       0.148309E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4001                 NaN  0.586322       0.135635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.1773                 NaN  0.800914       0.218050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.6249                 NaN  0.370014       0.510027E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.3959                 NaN  0.590664       0.134331E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.3937                 NaN  0.592926       0.134072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.3913                 NaN  0.595274       0.133819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.3884                 NaN  0.598206       0.133711E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.3852                 NaN  0.601434       0.133637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.3825                 NaN  0.604195       0.133467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.3799                 NaN  0.606806       0.133012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.3743                 NaN  0.612300       0.134055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.3772                 NaN  0.609624       0.131943E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.3703                 NaN  0.616444       0.132782E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.3672                 NaN  0.619561       0.132342E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.3611                 NaN  0.625604       0.133001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.3632                 NaN  0.623613       0.131467E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.3457                 NaN  0.640804       0.134545E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.3649                 NaN  0.622225       0.129213E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3493                 NaN  0.637510       0.131911E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.3458                 NaN  0.641018       0.131702E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.3416                 NaN  0.645195       0.131585E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.3389                 NaN  0.648017       0.131240E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.3262                 NaN  0.660500       0.132572E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3373                 NaN  0.649759       0.129733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.3255                 NaN  0.661360       0.131114E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.3214                 NaN  0.665538       0.131081E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.3176                 NaN  0.669325       0.131063E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.3166                 NaN  0.670334       0.130400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3125                 NaN  0.674489       0.130396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3057                 NaN  0.681216       0.130780E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.2946                 NaN  0.692201       0.132115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3093                 NaN  0.677829       0.128650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.2978                 NaN  0.689192       0.129750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.2930                 NaN  0.693977       0.129730E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.2885                 NaN  0.698505       0.129767E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.2846                 NaN  0.702466       0.129798E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.2817                 NaN  0.705319       0.129488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.2776                 NaN  0.709441       0.129485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.2753                 NaN  0.711770       0.129072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.2614                 NaN  0.725521       0.131141E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.2777                 NaN  0.709584       0.127250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.1181                 NaN  0.865425       0.164348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.4141                 NaN  0.576592       0.928001E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.2590                 NaN  0.728087       0.128676E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.2577                 NaN  0.729460       0.128498E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.2562                 NaN  0.731028       0.128131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.2535                 NaN  0.733733       0.128097E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.2446                 NaN  0.742509       0.128614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.2539                 NaN  0.733404       0.126982E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.2464                 NaN  0.740806       0.127708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.2476                 NaN  0.739681       0.126987E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.2453                 NaN  0.741982       0.127084E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.2429                 NaN  0.744377       0.127214E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.2437                 NaN  0.743604       0.126605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.2438                 NaN  0.743523       0.126298E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.2423                 NaN  0.745027       0.126353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.2428                 NaN  0.744570       0.125880E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.2336                 NaN  0.753653       0.127936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.2550                 NaN  0.732626       0.123414E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.2431                 NaN  0.744398       0.125203E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.2445                 NaN  0.743003       0.124764E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2434                 NaN  0.744087       0.124737E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.2475                 NaN  0.740144       0.124050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2475                 NaN  0.740174       0.123755E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2487                 NaN  0.738894       0.123721E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2457                 NaN  0.741947       0.123792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.2573                 NaN  0.730532       0.122176E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2556                 NaN  0.732103       0.122513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.2606                 NaN  0.727197       0.121559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2609                 NaN  0.726924       0.121496E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.2632                 NaN  0.724652       0.121236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2675                 NaN  0.720422       0.120668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.2696                 NaN  0.718343       0.120272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.8602                 NaN  0.400356       0.741806E-004            NaN  0.739407                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.5018                 NaN  0.124390                 NaN            NaN   1.37381                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.5260                 NaN  0.117018                 NaN            NaN   1.35701                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.5527                 NaN  0.115373                 NaN            NaN   1.33188                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.5761                 NaN  0.114006                 NaN            NaN   1.30987                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.5999                 NaN  0.109160                 NaN            NaN   1.29099                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.6210                 NaN  0.105370                 NaN            NaN   1.27359                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.6432                 NaN  0.101938                 NaN            NaN   1.25484                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6657                 NaN  0.998298E-001            NaN            NaN   1.23448                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6827                 NaN  0.918572E-001            NaN            NaN   1.22548                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7031                 NaN  0.903873E-001            NaN            NaN   1.20654                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7179                 NaN  0.815387E-001            NaN            NaN   1.20055                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7488                 NaN  0.854362E-001            NaN            NaN   1.16575                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7611                 NaN  0.830155E-001            NaN            NaN   1.15588                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7797                 NaN  0.779043E-001            NaN            NaN   1.14238                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7970                 NaN  0.759989E-001            NaN            NaN   1.12697                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8127                 NaN  0.775028E-001            NaN            NaN   1.10982                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8313                 NaN  0.712835E-001            NaN            NaN   1.09744                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8482                 NaN  0.693025E-001            NaN            NaN   1.08252                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8643                 NaN  0.661426E-001            NaN            NaN   1.06952                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8771                 NaN  0.617481E-001            NaN            NaN   1.06117                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8920                 NaN  0.596978E-001            NaN            NaN   1.04831                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9069                 NaN  0.590231E-001            NaN            NaN   1.03409                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9218                 NaN  0.559302E-001            NaN            NaN   1.02227                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9340                 NaN  0.505006E-001            NaN            NaN   1.01548                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9484                 NaN  0.502903E-001            NaN            NaN   1.00128                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9614                 NaN  0.477696E-001            NaN            NaN  0.990877                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9725                 NaN  0.417022E-001            NaN            NaN  0.985832                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.7014                 NaN  0.419358E-001            NaN            NaN   1.25669                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.2749                 NaN  0.294185E-001            NaN            NaN  0.695666                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0107                 NaN  0.370964E-001            NaN            NaN  0.952235                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0204                 NaN  0.345429E-001            NaN            NaN  0.945043                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0318                 NaN  0.303616E-001            NaN            NaN  0.937861                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0410                 NaN  0.278394E-001            NaN            NaN  0.931175                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0368                 NaN  0.198067E-001            NaN            NaN  0.943378                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0738                 NaN  0.315357E-001            NaN            NaN  0.894625                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0743                 NaN  0.201255E-001            NaN            NaN  0.905591                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0817                 NaN  0.188862E-001            NaN            NaN  0.899389                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0910                 NaN  0.151063E-001            NaN            NaN  0.893939                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1012                 NaN  0.164961E-001            NaN            NaN  0.882330                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1074                 NaN  0.804318E-002            NaN            NaN  0.884601                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1178                 NaN  0.539465E-002            NaN            NaN  0.876770                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1245                 NaN  0.661633E-002            NaN            NaN  0.868912                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1354                 NaN  0.111034E-001            NaN            NaN  0.853474                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1438                 NaN  0.146529E-001            NaN            NaN  0.841589                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1495                 NaN            NaN            NaN            NaN  0.850482                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1570                 NaN            NaN            NaN            NaN  0.843045                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1623                 NaN  0.918943E-002            NaN            NaN  0.828486                 NaN            NaN            NaN            NaN            NaN            NaN
