|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc             hed           
  1581.48        2500.00        99.2977                 NaN  0.621620       0.806623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.96        2500.00        99.8215                 NaN  0.158261       0.202389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.44        2500.00        98.7908                 NaN   1.07346       0.135760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        99.3148                 NaN  0.607880       0.773129E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1575.41        2500.00        99.3160                 NaN  0.605776       0.782454E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.89        2500.00        99.3366                 NaN  0.588356       0.750359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.37        2500.00        99.3335                 NaN  0.591487       0.750595E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1570.85        2500.00        99.3391                 NaN  0.587314       0.736272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.33        2500.00        99.3396                 NaN  0.585895       0.745054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.81        2500.00        99.3559                 NaN  0.572504       0.716157E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.30        2500.00        99.3570                 NaN  0.572101       0.708493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.78        2500.00        99.3613                 NaN  0.568090       0.706463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.26        2500.00        99.3126                 NaN  0.612135       0.752700E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.74        2500.00        99.4802                 NaN  0.465377       0.544056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.22        2500.00        99.3212                 NaN  0.606315       0.724824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.71        2500.00        99.3796                 NaN  0.554941       0.654272E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.19        2500.00        99.3874                 NaN  0.547565       0.650130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.67        2500.00        99.3906                 NaN  0.545144       0.642527E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.15        2500.00        99.3479                 NaN  0.583296       0.687921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        2500.00        99.4480                 NaN  0.492301       0.597173E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.11        2500.00        99.4073                 NaN  0.532182       0.604818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.60        2500.00        99.4082                 NaN  0.532758       0.590011E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        99.4143                 NaN  0.526246       0.594643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.56        2500.00        99.4175                 NaN  0.525042       0.574855E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.04        2500.00        99.2752                 NaN  0.657467       0.673118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.52        2500.00        99.5731                 NaN  0.384414       0.425336E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.00        2500.00        99.4293                 NaN  0.516559       0.541562E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.49        2500.00        99.2446                 NaN  0.727449       0.279338E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.97        2500.00        99.6313                 NaN  0.286752       0.819631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        2500.00        99.4442                 NaN  0.503288       0.525268E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.93        2500.00        99.4474                 NaN  0.499671       0.529350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        2500.00        99.4508                 NaN  0.497599       0.515515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.90        2500.00        99.4550                 NaN  0.495889       0.491391E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        2500.00        99.4566                 NaN  0.495695       0.477489E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.86        2500.00        99.4630                 NaN  0.489255       0.477400E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.34        2500.00        99.4660                 NaN  0.486489       0.475418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.82        2500.00        99.4361                 NaN  0.513387       0.505139E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.30        2500.00        99.5507                 NaN  0.412045       0.372815E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.79        2500.00        99.4312                 NaN  0.520360       0.484485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        2500.00        99.4790                 NaN  0.477740       0.432905E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.75        2500.00        99.4830                 NaN  0.474003       0.430032E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        99.4866                 NaN  0.470950       0.424160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.71        2500.00        99.4894                 NaN  0.469340       0.412500E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        2500.00        99.4914                 NaN  0.469418       0.391577E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.68        2500.00        99.4943                 NaN  0.467537       0.381519E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.16        2500.00        99.4994                 NaN  0.462294       0.382586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.64        2500.00        99.5016                 NaN  0.459919       0.384469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.12        2500.00        99.5049                 NaN  0.458002       0.370817E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.60        2500.00        99.3936                 NaN  0.562263       0.441223E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.09        2500.00        99.5980                 NaN  0.262654       0.111998E-002            NaN  0.138246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.57        2500.00        99.3882                 NaN            NaN            NaN            NaN  0.611811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.05        2500.00        99.3901                 NaN            NaN            NaN            NaN  0.609907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.53        2500.00        99.3907                 NaN            NaN            NaN            NaN  0.609264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.01        2500.00        99.3922                 NaN            NaN            NaN            NaN  0.607779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.49        2500.00        99.3923                 NaN            NaN            NaN            NaN  0.607703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.98        2500.00        99.3944                 NaN            NaN            NaN            NaN  0.605570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.46        2500.00        99.3940                 NaN            NaN            NaN            NaN  0.606027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.94        2500.00        99.3942                 NaN  0.205634E-001            NaN            NaN  0.585257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        2500.00        99.3949                 NaN            NaN            NaN            NaN  0.605053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        2500.00        99.3959                 NaN            NaN            NaN            NaN  0.604056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.39        2500.00        99.3936                 NaN            NaN  0.668143E-004            NaN  0.606321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.87        2500.00        99.4771                 NaN            NaN            NaN            NaN  0.522907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.35        2500.00        99.3052                 NaN            NaN            NaN            NaN  0.694785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00        99.3891                 NaN            NaN            NaN            NaN  0.610874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.31        2500.00        99.3856                 NaN            NaN            NaN            NaN  0.614351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.79        2500.00        99.3844                 NaN            NaN            NaN            NaN  0.615573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.28        2500.00        99.3787                 NaN            NaN            NaN            NaN  0.621348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.76        2500.00        99.3800                 NaN            NaN            NaN            NaN  0.620040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.24        2500.00        99.3752                 NaN            NaN            NaN            NaN  0.624754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.72        2500.00        99.3647                 NaN            NaN            NaN            NaN  0.635329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.20        2500.00        99.3550                 NaN            NaN            NaN            NaN  0.372148E-002  0.641285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2468                 NaN            NaN            NaN            NaN  0.514497       0.238707                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.17        2500.00        99.0849                 NaN            NaN            NaN            NaN  0.616777       0.298357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.65        2500.00        99.0933                 NaN            NaN            NaN            NaN  0.295883       0.610824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.13        2500.00        99.0997                 NaN            NaN            NaN            NaN  0.606949       0.293328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00        99.1066                 NaN            NaN            NaN            NaN  0.291681       0.601691                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.09        2500.00        99.1136                 NaN            NaN            NaN            NaN  0.288540       0.597860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.58        2500.00        99.2622                 NaN            NaN            NaN            NaN  0.498019       0.239811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00        98.9839                 NaN            NaN            NaN            NaN  0.683891       0.332190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        2500.00        99.1351                 NaN            NaN            NaN            NaN  0.282931       0.581973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.02        2500.00        99.1404                 NaN            NaN            NaN            NaN  0.280695       0.578868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.50        2500.00        99.1465                 NaN            NaN            NaN            NaN  0.574486       0.279054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.98        2500.00        99.1531                 NaN            NaN            NaN            NaN  0.570475       0.276389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.47        2500.00        99.1593                 NaN            NaN            NaN            NaN  0.566419       0.274327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.95        2500.00        99.1655                 NaN            NaN            NaN            NaN  0.562001       0.272540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.43        2500.00        99.1714                 NaN            NaN            NaN            NaN  0.558358       0.270289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.91        2500.00        99.1766                 NaN            NaN            NaN            NaN  0.268172       0.555263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.39        2500.00        99.1828                 NaN            NaN            NaN            NaN  0.549881       0.267353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.88        2500.00        99.1892                 NaN            NaN            NaN            NaN  0.547174       0.263667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.36        2500.00        99.1938                 NaN            NaN            NaN            NaN  0.544557       0.261665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.84        2500.00        99.1990                 NaN            NaN            NaN            NaN  0.259913       0.541069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.32        2500.00        99.2046                 NaN            NaN            NaN            NaN  0.537445       0.257954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.80        2500.00        99.2094                 NaN            NaN            NaN            NaN  0.255784       0.534801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.28        2500.00        99.2355                 NaN            NaN            NaN            NaN  0.516573       0.247948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.77        2500.00        99.1976                 NaN            NaN            NaN            NaN  0.260591       0.541760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.25        2500.00        99.2257                 NaN            NaN            NaN            NaN  0.251012       0.523264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1435.73        2500.00        99.2307                 NaN            NaN            NaN            NaN  0.519729       0.249556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.21        2500.00        99.2338                 NaN            NaN            NaN            NaN  0.518860       0.247384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1432.69        2500.00        98.4810                 NaN            NaN            NaN            NaN  0.626819       0.531817       0.360358                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.17        2500.00        98.0625                 NaN            NaN            NaN            NaN  0.840975       0.531168       0.565377                 NaN            NaN            NaN            NaN            NaN            NaN
  1429.66        2500.00        98.0746                 NaN            NaN  0.518833E-001            NaN  0.758745       0.545976       0.568775                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.14        2500.00        98.1143                 NaN            NaN  0.117185                 NaN  0.643118       0.558578       0.566846                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.62        2500.00        98.1172                 NaN            NaN  0.239610                 NaN  0.456021       0.603416       0.583710                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.10        2500.00        98.1527                 NaN            NaN  0.238249                 NaN  0.441645       0.594671       0.572780                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.58        2500.00        98.1842                 NaN            NaN  0.236961                 NaN  0.585395       0.430297       0.563129                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.07        2500.00        98.2156                 NaN            NaN  0.236156                 NaN  0.576939       0.417635       0.553656                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.55        2500.00        98.2223                 NaN            NaN  0.239975                 NaN  0.574759       0.409833       0.553176                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.03        2500.00        98.2984                 NaN            NaN  0.228926                 NaN  0.389557       0.556757       0.526362                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.51        2500.00        98.3007                 NaN            NaN  0.233457                 NaN  0.383075       0.554881       0.527849                 NaN            NaN            NaN            NaN            NaN            NaN
  1415.99        2500.00        98.3364                 NaN            NaN  0.231140                 NaN  0.544868       0.371055       0.516517                 NaN            NaN            NaN            NaN            NaN            NaN
  1414.47        2500.00        98.3606                 NaN            NaN  0.230238                 NaN  0.360210       0.539869       0.509061                 NaN            NaN            NaN            NaN            NaN            NaN
  1412.96        2500.00        98.3858                 NaN            NaN  0.229536                 NaN  0.349660       0.533410       0.501569                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.44        2500.00        98.4127                 NaN            NaN  0.227822                 NaN  0.339984       0.526472       0.492992                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.92        2500.00        98.4361                 NaN            NaN  0.227342                 NaN  0.329149       0.521362       0.486086                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.40        2500.00        98.4641                 NaN            NaN  0.226438                 NaN  0.513454       0.318505       0.477516                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.88        2500.00        98.4853                 NaN            NaN  0.224666                 NaN  0.311853       0.507641       0.470573                 NaN            NaN            NaN            NaN            NaN            NaN
  1405.36        2500.00        98.5086                 NaN            NaN  0.224450                 NaN  0.300050       0.503298       0.463605                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.85        2500.00        98.5303                 NaN            NaN  0.223465                 NaN  0.293040       0.496523       0.456717                 NaN            NaN            NaN            NaN            NaN            NaN
  1402.33        2500.00        98.5529                 NaN            NaN  0.221698                 NaN  0.490564       0.285302       0.449513                 NaN            NaN            NaN            NaN            NaN            NaN
  1400.81        2500.00        98.5734                 NaN            NaN  0.221854                 NaN  0.486745       0.274496       0.443477                 NaN            NaN            NaN            NaN            NaN            NaN
  1399.29        2500.00        98.5945                 NaN            NaN  0.219509                 NaN  0.481174       0.268288       0.436518                 NaN            NaN            NaN            NaN            NaN            NaN
  1397.77        2500.00        98.6165                 NaN            NaN  0.219082                 NaN  0.259534       0.475003       0.429834                 NaN            NaN            NaN            NaN            NaN            NaN
  1396.26        2500.00        98.6365                 NaN            NaN  0.218239                 NaN  0.469782       0.251831       0.423654                 NaN            NaN            NaN            NaN            NaN            NaN
  1394.74        2500.00        98.6555                 NaN            NaN  0.217165                 NaN  0.244591       0.465057       0.417647                 NaN            NaN            NaN            NaN            NaN            NaN
  1393.22        2500.00        98.6744                 NaN            NaN  0.216903                 NaN  0.236286       0.460405       0.411970                 NaN            NaN            NaN            NaN            NaN            NaN
  1391.70        2500.00        98.6936                 NaN            NaN  0.214666                 NaN  0.231273       0.454927       0.405571                 NaN            NaN            NaN            NaN            NaN            NaN
  1390.18        2500.00        98.7113                 NaN            NaN  0.213894                 NaN  0.451221       0.223555       0.400037                 NaN            NaN            NaN            NaN            NaN            NaN
  1388.66        2500.00        98.7294                 NaN            NaN  0.213102                 NaN  0.217952       0.445110       0.394483                 NaN            NaN            NaN            NaN            NaN            NaN
  1387.15        2500.00        98.7467                 NaN            NaN  0.212124                 NaN  0.442414       0.209908       0.388868                 NaN            NaN            NaN            NaN            NaN            NaN
  1385.63        2500.00        98.7629                 NaN            NaN  0.210803                 NaN  0.204357       0.438177       0.383750                 NaN            NaN            NaN            NaN            NaN            NaN
  1384.11        2500.00        98.7779                 NaN            NaN  0.211375                 NaN  0.196657       0.434533       0.379514                 NaN            NaN            NaN            NaN            NaN            NaN
  1382.59        2500.00        98.7987                 NaN            NaN  0.207083                 NaN  0.193523       0.428767       0.371901                 NaN            NaN            NaN            NaN            NaN            NaN
  1381.07        2500.00        98.8133                 NaN            NaN  0.209725                 NaN  0.426691       0.181544       0.368703                 NaN            NaN            NaN            NaN            NaN            NaN
  1379.56        2500.00        98.8314                 NaN            NaN  0.204095                 NaN  0.418946       0.184058       0.361459                 NaN            NaN            NaN            NaN            NaN            NaN
  1378.04        2500.00        98.8432                 NaN            NaN  0.204690                 NaN  0.176132       0.417893       0.358053                 NaN            NaN            NaN            NaN            NaN            NaN
  1376.52        2500.00        98.8534                 NaN            NaN  0.208184                 NaN  0.427296       0.154792       0.356338                 NaN            NaN            NaN            NaN            NaN            NaN
  1375.00        2500.00        98.8756                 NaN            NaN  0.196621                 NaN  0.404180       0.176756       0.346825                 NaN            NaN            NaN            NaN            NaN            NaN
  1373.48        2500.00        98.8919                 NaN            NaN  0.206892                 NaN  0.411424       0.146380       0.343375                 NaN            NaN            NaN            NaN            NaN            NaN
  1371.96        2500.00        98.9025                 NaN            NaN  0.196407                 NaN  0.162443       0.400621       0.338048                 NaN            NaN            NaN            NaN            NaN            NaN
  1370.45        2500.00        98.9150                 NaN            NaN  0.198654                 NaN  0.399988       0.151538       0.334796                 NaN            NaN            NaN            NaN            NaN            NaN
  1368.93        2500.00        98.9060                 NaN            NaN  0.184260                 NaN  0.177822       0.395166       0.336762                 NaN            NaN            NaN            NaN            NaN            NaN
  1367.41        2500.00        98.9643                 NaN            NaN  0.208279                 NaN  0.112798       0.394396       0.320204                 NaN            NaN            NaN            NaN            NaN            NaN
  1365.89        2500.00        98.9551                 NaN            NaN  0.194620                 NaN  0.388774       0.139510       0.322010                 NaN            NaN            NaN            NaN            NaN            NaN
  1364.37        2500.00        98.9671                 NaN            NaN  0.192053                 NaN  0.137288       0.385924       0.317685                 NaN            NaN            NaN            NaN            NaN            NaN
  1362.85        2500.00        98.9790                 NaN            NaN  0.191024                 NaN  0.382970       0.133108       0.313913                 NaN            NaN            NaN            NaN            NaN            NaN
  1361.34        2500.00        98.9917                 NaN            NaN  0.189616                 NaN  0.378958       0.129962       0.309812                 NaN            NaN            NaN            NaN            NaN            NaN
  1359.82        2500.00        98.9866                 NaN            NaN  0.193791                 NaN  0.388864       0.118778       0.311955                 NaN            NaN            NaN            NaN            NaN            NaN
  1358.30        2500.00        99.0269                 NaN            NaN  0.180118                 NaN  0.129517       0.366772       0.296735                 NaN            NaN            NaN            NaN            NaN            NaN
  1356.78        2500.00        99.0164                 NaN            NaN  0.185017                 NaN  0.369408       0.127319       0.301825                 NaN            NaN            NaN            NaN            NaN            NaN
  1355.26        2500.00        99.0457                 NaN            NaN  0.176068                 NaN  0.126260       0.361429       0.290548                 NaN            NaN            NaN            NaN            NaN            NaN
  1353.75        2500.00        99.0489                 NaN            NaN  0.186336                 NaN  0.367355       0.106086       0.291340                 NaN            NaN            NaN            NaN            NaN            NaN
  1352.23        2500.00        99.0594                 NaN            NaN  0.179080                 NaN  0.360696       0.113774       0.287072                 NaN            NaN            NaN            NaN            NaN            NaN
  1350.71        2500.00        99.0711                 NaN            NaN  0.176941                 NaN  0.356877       0.111901       0.283204                 NaN            NaN            NaN            NaN            NaN            NaN
  1349.19        2500.00        99.0814                 NaN            NaN  0.175413                 NaN  0.354195       0.109255       0.279772                 NaN            NaN            NaN            NaN            NaN            NaN
  1347.67        2500.00        99.0913                 NaN            NaN  0.173442                 NaN  0.107250       0.351682       0.276376                 NaN            NaN            NaN            NaN            NaN            NaN
  1346.15        2500.00        99.1017                 NaN            NaN  0.171205                 NaN  0.348004       0.106250       0.272853                 NaN            NaN            NaN            NaN            NaN            NaN
  1344.64        2500.00        99.1114                 NaN            NaN  0.168985                 NaN  0.105401       0.344725       0.269532                 NaN            NaN            NaN            NaN            NaN            NaN
  1343.12        2500.00        99.1211                 NaN            NaN  0.167169                 NaN  0.103400       0.342088       0.266234                 NaN            NaN            NaN            NaN            NaN            NaN
  1341.60        2500.00        99.1296                 NaN            NaN  0.164786                 NaN  0.103141       0.339264       0.263163                 NaN            NaN            NaN            NaN            NaN            NaN
  1340.08        2500.00        99.1402                 NaN            NaN  0.162783                 NaN  0.336193       0.101209       0.259615                 NaN            NaN            NaN            NaN            NaN            NaN
  1338.56        2500.00        99.1496                 NaN            NaN  0.160794                 NaN  0.332534       0.100553       0.256505                 NaN            NaN            NaN            NaN            NaN            NaN
  1337.04        2500.00        99.1582                 NaN            NaN  0.159237                 NaN  0.329331       0.994488E-001  0.253734                 NaN            NaN            NaN            NaN            NaN            NaN
  1335.53        2500.00        99.1672                 NaN            NaN  0.154932                 NaN  0.326278       0.101552       0.250028                 NaN            NaN            NaN            NaN            NaN            NaN
  1334.01        2500.00        99.1749                 NaN            NaN  0.153793                 NaN  0.324097       0.994871E-001  0.247716                 NaN            NaN            NaN            NaN            NaN            NaN
  1332.49        2500.00        99.1815                 NaN            NaN  0.151464                 NaN  0.992354E-001  0.322107       0.245711                 NaN            NaN            NaN            NaN            NaN            NaN
  1330.97        2500.00        99.1951                 NaN            NaN  0.146818                 NaN  0.314278       0.103815       0.239980                 NaN            NaN            NaN            NaN            NaN            NaN
  1329.45        2500.00        99.2008                 NaN            NaN  0.146288                 NaN  0.100265       0.314057       0.238594                 NaN            NaN            NaN            NaN            NaN            NaN
  1327.94        2500.00        99.2079                 NaN            NaN  0.143373                 NaN  0.100991       0.311818       0.235937                 NaN            NaN            NaN            NaN            NaN            NaN
