|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/YM20/YM20_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1496.62        500.000        99.5825       0.157728E-002  0.415891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.28        500.000        99.5860       0.112881E-001  0.402683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.93        500.000        99.5871       0.302974E-002  0.409834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.58        500.000        99.9803       0.196872E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2035                 NaN  0.796546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.88        500.000        99.5968       0.164168E-001  0.386786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.53        500.000        99.6031       0.476804E-001  0.349246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.18        500.000        99.5992                 NaN  0.400781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        500.000        99.5982                 NaN  0.401815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.48        500.000        99.5190                 NaN  0.481021                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.13        500.000        99.6916       0.175949E-001  0.290817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.78        500.000        99.6090                 NaN  0.391038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.43        500.000        99.6083                 NaN  0.391733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.08        500.000        99.6112                 NaN  0.388797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.73        500.000        99.7468                 NaN  0.253233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.38        500.000        99.4823                 NaN  0.517674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.03        500.000        99.6176                 NaN  0.382425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.6197                 NaN  0.380329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.33        500.000        99.6200                 NaN  0.379992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.98        500.000        99.6238                 NaN  0.376218                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.63        500.000        99.6245                 NaN  0.375534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.28        500.000        99.6262                 NaN  0.373800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.94        500.000        99.6292                 NaN  0.370816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.59        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.24        500.000        99.2625                 NaN  0.737526                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.89        500.000        99.6340                 NaN  0.365986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.54        500.000        99.6353                 NaN  0.364671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.19        500.000        99.6376                 NaN  0.362397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.84        500.000        99.3501       0.262490E-002  0.647265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.49        500.000        99.9248                 NaN  0.751638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.6414                 NaN  0.358568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.79        500.000        99.6435                 NaN  0.356501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.44        500.000        99.6443                 NaN  0.355660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.09        500.000        99.3879                 NaN  0.290721       0.321387                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.74        500.000        99.2933                 NaN  0.263698       0.443000                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.39        500.000        99.3002       0.417799E-005  0.260277       0.439491                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.04        500.000        99.3057                 NaN  0.258597       0.435659                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.69        500.000        99.2213                 NaN  0.289790       0.488874                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.34        500.000        99.4082                 NaN  0.219053       0.372773                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.99        500.000        99.3245                 NaN  0.250258       0.425251                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.64        500.000        99.3301                 NaN  0.247057       0.422797                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.29        500.000        99.3354                 NaN  0.245896       0.418740                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.94        500.000        99.3411                 NaN  0.243205       0.415663                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.3454                 NaN  0.241472       0.413145                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.25        500.000        99.3518                 NaN  0.237922       0.410316                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.90        500.000        99.3570                 NaN  0.236722       0.406245                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.55        500.000        99.3451                 NaN  0.129935       0.132727       0.392274                 NaN            NaN            NaN            NaN            NaN
  1433.20        500.000        99.3348                 NaN  0.336165E-001  0.253036       0.378507                 NaN            NaN            NaN            NaN            NaN
  1431.85        500.000        99.3412                 NaN  0.336941E-001  0.249808       0.375248                 NaN            NaN            NaN            NaN            NaN
  1430.50        500.000        99.3461                 NaN  0.322883E-001  0.249058       0.372597                 NaN            NaN            NaN            NaN            NaN
  1429.15        500.000        99.3516                 NaN  0.320447E-001  0.369828       0.246571                 NaN            NaN            NaN            NaN            NaN
  1427.80        500.000        99.3571                 NaN  0.328204E-001  0.367121       0.242993                 NaN            NaN            NaN            NaN            NaN
  1426.45        500.000        99.3621                 NaN  0.317157E-001  0.241791       0.364430                 NaN            NaN            NaN            NaN            NaN
  1425.10        500.000        99.3666                 NaN  0.356022E-001  0.362689       0.235086                 NaN            NaN            NaN            NaN            NaN
  1423.75        500.000        99.3723                 NaN  0.330423E-001  0.359388       0.235260                 NaN            NaN            NaN            NaN            NaN
  1422.40        500.000        99.3773                 NaN  0.309764E-001  0.356707       0.235013                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        99.3819                 NaN  0.339360E-001  0.354704       0.229475                 NaN            NaN            NaN            NaN            NaN
  1419.70        500.000        99.3888                 NaN  0.318193E-001  0.350646       0.228761                 NaN            NaN            NaN            NaN            NaN
  1418.35        500.000        99.3920                 NaN  0.312119E-001  0.227508       0.349260                 NaN            NaN            NaN            NaN            NaN
  1417.00        500.000        98.6717                 NaN  0.942403E-001  0.413502       0.460326       0.360195                 NaN            NaN            NaN            NaN
  1415.65        500.000        98.4172                 NaN            NaN  0.665133       0.426189       0.491522                 NaN            NaN            NaN            NaN
  1414.30        500.000        98.4465                 NaN            NaN  0.652680       0.418268       0.482596                 NaN            NaN            NaN            NaN
  1412.95        500.000        98.4755                 NaN            NaN  0.409925       0.640847       0.473729                 NaN            NaN            NaN            NaN
  1411.60        500.000        98.5013                 NaN            NaN  0.629979       0.402940       0.465739                 NaN            NaN            NaN            NaN
  1410.26        500.000        98.5274                 NaN            NaN  0.619145       0.395680       0.457767                 NaN            NaN            NaN            NaN
  1408.91        500.000        98.5538                 NaN            NaN  0.388333       0.608210       0.449649                 NaN            NaN            NaN            NaN
  1407.56        500.000        98.5716                 NaN            NaN  0.600975       0.382659       0.444763                 NaN            NaN            NaN            NaN
  1406.21        500.000        98.6082                 NaN            NaN  0.585869       0.373215       0.432702                 NaN            NaN            NaN            NaN
  1404.86        500.000        98.6251                 NaN            NaN  0.368615       0.578684       0.427638                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.6487                 NaN            NaN  0.569108       0.361825       0.420394                 NaN            NaN            NaN            NaN
  1402.16        500.000        98.6705                 NaN            NaN  0.355878       0.559946       0.413706                 NaN            NaN            NaN            NaN
  1400.81        500.000        98.6898                 NaN            NaN  0.350252       0.552150       0.407802                 NaN            NaN            NaN            NaN
  1399.46        500.000        98.7111                 NaN            NaN  0.543295       0.344465       0.401124                 NaN            NaN            NaN            NaN
  1398.11        500.000        98.7376                 NaN            NaN  0.532377       0.337218       0.392826                 NaN            NaN            NaN            NaN
  1396.76        500.000        98.9008                 NaN            NaN  0.294165       0.463061       0.342021                 NaN            NaN            NaN            NaN
  1395.41        500.000        98.6213                 NaN            NaN  0.366882       0.582532       0.429235                 NaN            NaN            NaN            NaN
  1394.06        500.000        98.7925                 NaN            NaN  0.509963       0.321662       0.375911                 NaN            NaN            NaN            NaN
  1392.71        500.000        98.8099       0.124904E-005            NaN  0.316834       0.502795       0.370511                 NaN            NaN            NaN            NaN
  1391.36        500.000        98.9253       0.907026E-001            NaN  0.305366       0.327692       0.350919                 NaN            NaN            NaN            NaN
  1390.01        500.000        98.7554       0.229684E-005            NaN  0.330597       0.526585       0.387461                 NaN            NaN            NaN            NaN
  1388.66        500.000        98.8642       0.178687E-001            NaN  0.455581       0.305428       0.356914                 NaN            NaN            NaN            NaN
  1387.31        500.000        98.2432       0.113318                 NaN  0.494040       0.583479       0.565913                 NaN            NaN            NaN            NaN
  1385.96        500.000        99.5489       0.294651E-001            NaN  0.126409       0.149794       0.145412                 NaN            NaN            NaN            NaN
  1384.61        500.000        98.9199       0.711502E-001            NaN  0.301614       0.358365       0.348996                 NaN            NaN            NaN            NaN
  1383.26        500.000        98.9354       0.716242E-001            NaN  0.297893       0.350847       0.344190                 NaN            NaN            NaN            NaN
  1381.92        500.000        98.9518       0.716530E-001            NaN  0.293280       0.344065       0.339165                 NaN            NaN            NaN            NaN
  1380.57        500.000        98.9665       0.719714E-001            NaN  0.289433       0.337451       0.334640                 NaN            NaN            NaN            NaN
  1379.22        500.000        98.9666       0.750343E-001            NaN  0.288445       0.333353       0.336573                 NaN            NaN            NaN            NaN
  1377.87        500.000        99.0122       0.695686E-001            NaN  0.278060       0.321188       0.318968                 NaN            NaN            NaN            NaN
  1376.52        500.000        99.0099       0.727141E-001            NaN  0.318299       0.277883       0.321192                 NaN            NaN            NaN            NaN
  1375.17        500.000        99.0235       0.728494E-001            NaN  0.274004       0.312580       0.317034                 NaN            NaN            NaN            NaN
  1373.82        500.000        99.0363       0.737099E-001            NaN  0.305891       0.270983       0.313148                 NaN            NaN            NaN            NaN
  1372.47        500.000        99.0516       0.729021E-001            NaN  0.300756       0.266591       0.308145                 NaN            NaN            NaN            NaN
  1371.12        500.000        99.0637       0.734472E-001            NaN  0.294808       0.263640       0.304386                 NaN            NaN            NaN            NaN
  1369.77        500.000        99.1096       0.715383E-001            NaN  0.250871       0.277746       0.290292                 NaN            NaN            NaN            NaN
  1368.42        500.000        99.0507       0.761184E-001            NaN  0.267644       0.297090       0.308457                 NaN            NaN            NaN            NaN
  1367.07        500.000        99.1007       0.739644E-001            NaN  0.253626       0.278695       0.293000                 NaN            NaN            NaN            NaN
  1365.72        500.000        99.1125       0.743490E-001            NaN  0.250622       0.273161       0.289418                 NaN            NaN            NaN            NaN
  1364.37        500.000        99.1249       0.741798E-001            NaN  0.247157       0.268418       0.285349                 NaN            NaN            NaN            NaN
  1363.02        500.000        99.1356       0.747203E-001            NaN  0.262916       0.244680       0.282102                 NaN            NaN            NaN            NaN
  1361.67        500.000        99.1475       0.745281E-001            NaN  0.258529       0.241141       0.278300                 NaN            NaN            NaN            NaN
  1360.32        500.000        99.1574       0.748335E-001            NaN  0.238823       0.253742       0.275178                 NaN            NaN            NaN            NaN
  1358.97        500.000        99.1691       0.750658E-001            NaN  0.235562       0.248760       0.271496                 NaN            NaN            NaN            NaN
  1357.62        500.000        99.1797       0.749454E-001            NaN  0.232693       0.244473       0.268180                 NaN            NaN            NaN            NaN
  1356.27        500.000        99.1899       0.751856E-001            NaN  0.229989       0.239894       0.265017                 NaN            NaN            NaN            NaN
  1354.92        500.000        99.1998       0.754390E-001            NaN  0.235344       0.227506       0.261914                 NaN            NaN            NaN            NaN
  1353.58        500.000        99.2092       0.753539E-001            NaN  0.225050       0.231544       0.258893                 NaN            NaN            NaN            NaN
  1352.23        500.000        99.2200       0.752795E-001            NaN  0.221880       0.227330       0.255480                 NaN            NaN            NaN            NaN
  1350.88        500.000        99.2292       0.753966E-001            NaN  0.219526       0.223309       0.252527                 NaN            NaN            NaN            NaN
  1349.53        500.000        99.2384       0.754681E-001            NaN  0.219325       0.217123       0.249693                 NaN            NaN            NaN            NaN
  1348.18        500.000        99.2480       0.755943E-001            NaN  0.215152       0.214620       0.246611                 NaN            NaN            NaN            NaN
  1346.83        500.000        99.2571       0.754608E-001            NaN  0.212114       0.211584       0.243703                 NaN            NaN            NaN            NaN
  1345.48        500.000        99.2662       0.757384E-001            NaN  0.207312       0.209857       0.240906                 NaN            NaN            NaN            NaN
  1344.13        500.000        99.2744       0.755444E-001            NaN  0.207646       0.204173       0.238234                 NaN            NaN            NaN            NaN
  1342.78        500.000        99.2831       0.755914E-001            NaN  0.205204       0.200598       0.235524                 NaN            NaN            NaN            NaN
  1341.43        500.000        99.2920       0.755391E-001            NaN  0.196912       0.203014       0.232561                 NaN            NaN            NaN            NaN
  1340.08        500.000        99.3001       0.753576E-001            NaN  0.200751       0.193770       0.230000                 NaN            NaN            NaN            NaN
  1338.73        500.000        98.7934       0.133780                 NaN  0.346786       0.328468       0.397584                 NaN            NaN            NaN            NaN
  1337.38        500.000        99.8310       0.158003E-001            NaN  0.478301E-001  0.510303E-001  0.543442E-001            NaN            NaN            NaN            NaN
  1336.03        500.000        99.3244       0.752993E-001            NaN  0.194350       0.183721       0.222250                 NaN            NaN            NaN            NaN
  1334.68        500.000        99.3315       0.750806E-001            NaN  0.192362       0.181178       0.219902                 NaN            NaN            NaN            NaN
  1333.33        500.000        99.3394       0.751155E-001            NaN  0.177730       0.190323       0.217390                 NaN            NaN            NaN            NaN
  1331.98        500.000        99.3468       0.748272E-001            NaN  0.175166       0.188312       0.214942                 NaN            NaN            NaN            NaN
  1330.63        500.000        99.3541       0.746971E-001            NaN  0.172252       0.186360       0.212632                 NaN            NaN            NaN            NaN
  1329.28        500.000        99.3613       0.745893E-001            NaN  0.184483       0.169287       0.210332                 NaN            NaN            NaN            NaN
  1327.93        500.000        99.3686       0.743595E-001            NaN  0.182430       0.166723       0.207879                 NaN            NaN            NaN            NaN
  1326.58        500.000        99.3758       0.742129E-001            NaN  0.180479       0.163891       0.205616                 NaN            NaN            NaN            NaN
  1325.24        500.000        99.3824       0.739473E-001            NaN  0.161570       0.178656       0.203413                 NaN            NaN            NaN            NaN
  1323.89        500.000        99.3891       0.738980E-001            NaN  0.158812       0.176926       0.201226                 NaN            NaN            NaN            NaN
  1322.54        500.000        99.3954       0.736226E-001            NaN  0.175153       0.156628       0.199180                 NaN            NaN            NaN            NaN
  1321.19        500.000        99.4014       0.736636E-001            NaN  0.173659       0.154091       0.197232                 NaN            NaN            NaN            NaN
  1319.84        500.000        99.4089       0.724430E-001            NaN  0.152766       0.171318       0.194576                 NaN            NaN            NaN            NaN
  1318.49        500.000        99.3905       0.459736E-001            NaN  0.202376       0.163750       0.197373                 NaN            NaN            NaN            NaN
  1317.14        500.000        99.4427       0.100765                 NaN  0.176482       0.926295E-001  0.187455                 NaN            NaN            NaN            NaN
  1315.79        500.000        99.4291       0.707679E-001            NaN  0.146872       0.165681       0.187572                 NaN            NaN            NaN            NaN
  1314.44        500.000        99.4332       0.714418E-001            NaN  0.164575       0.144125       0.186619                 NaN            NaN            NaN            NaN
  1313.09        500.000        99.4388       0.712036E-001            NaN  0.142042       0.163131       0.184828                 NaN            NaN            NaN            NaN
  1311.74        500.000        99.4449       0.708410E-001            NaN  0.161313       0.140118       0.182787                 NaN            NaN            NaN            NaN
  1310.39        500.000        99.4507       0.706429E-001            NaN  0.137907       0.159856       0.180884                 NaN            NaN            NaN            NaN
  1309.04        500.000        99.4560       0.703034E-001            NaN  0.136349       0.158148       0.179184                 NaN            NaN            NaN            NaN
  1307.69        500.000        99.4621       0.693193E-001            NaN  0.135126       0.156534       0.176943                 NaN            NaN            NaN            NaN
  1306.34        500.000        99.4673       0.692163E-001            NaN  0.155094       0.133076       0.175319                 NaN            NaN            NaN            NaN
  1304.99        500.000        99.4687       0.727292E-001            NaN  0.126651       0.156217       0.175667                 NaN            NaN            NaN            NaN
  1303.64        500.000        99.4822       0.644063E-001            NaN  0.149130       0.134792       0.169472                 NaN            NaN            NaN            NaN
  1302.29        500.000        99.4829       0.677388E-001            NaN  0.128797       0.150546       0.170031                 NaN            NaN            NaN            NaN
  1300.94        500.000        99.4878       0.673258E-001            NaN  0.149411       0.127075       0.168413                 NaN            NaN            NaN            NaN
  1299.59        500.000        99.4933       0.666259E-001            NaN  0.147493       0.126047       0.166551                 NaN            NaN            NaN            NaN
  1298.24        500.000        99.4981       0.658905E-001            NaN  0.146070       0.125143       0.164829                 NaN            NaN            NaN            NaN
  1296.90        500.000        99.5023       0.655081E-001            NaN  0.123952       0.144772       0.163422                 NaN            NaN            NaN            NaN
  1295.55        500.000        99.5079       0.645461E-001            NaN  0.143018       0.123100       0.161470                 NaN            NaN            NaN            NaN
  1294.20        500.000        99.5127       0.641112E-001            NaN  0.121733       0.141608       0.159851                 NaN            NaN            NaN            NaN
  1292.85        500.000        99.5169       0.636236E-001            NaN  0.140420       0.120634       0.158418                 NaN            NaN            NaN            NaN
  1291.50        500.000        99.5217       0.629996E-001            NaN  0.119588       0.138951       0.156787                 NaN            NaN            NaN            NaN
  1290.15        500.000        99.5260       0.623173E-001            NaN  0.137454       0.118877       0.155307                 NaN            NaN            NaN            NaN
  1288.80        500.000        99.5294       0.619697E-001            NaN  0.118006       0.136455       0.154210                 NaN            NaN            NaN            NaN
  1287.45        500.000        99.5350       0.606664E-001            NaN  0.134330       0.117784       0.152193                 NaN            NaN            NaN            NaN
  1286.10        500.000        99.5404       0.600955E-001            NaN  0.115709       0.133589       0.150234                 NaN            NaN            NaN            NaN
  1284.75        500.000        99.5435       0.594442E-001            NaN  0.131890       0.115887       0.149275                 NaN            NaN            NaN            NaN
  1283.40        500.000        95.5266       0.164074                 NaN  0.638941       0.431829       0.583860        2.65466                 NaN            NaN            NaN
  1282.05        500.000        87.7313       0.348475                 NaN   1.01103        1.68856        1.43022        7.79037                 NaN            NaN            NaN
  1280.70        500.000        88.5933       0.322261                 NaN   1.57992       0.949205        1.33976        7.21553                 NaN            NaN            NaN
  1279.35        500.000        89.3963       0.302249                 NaN  0.892305        1.47104        1.25468        6.68341                 NaN            NaN            NaN
  1278.00        500.000        90.0766       0.281152                 NaN  0.841339        1.38727        1.18259        6.23106                 NaN            NaN            NaN
  1276.65        500.000        90.6866       0.263225                 NaN  0.795166        1.31113        1.11765        5.82620                 NaN            NaN            NaN
  1275.30        500.000        91.2356       0.247818                 NaN  0.753815        1.24136        1.05901        5.46240                 NaN            NaN            NaN
  1273.95        500.000        91.7187       0.232213                 NaN  0.715924        1.18409        1.00724        5.14180                 NaN            NaN            NaN
  1272.60        500.000        92.1629       0.218398                 NaN  0.680466        1.13178       0.959470        4.84696                 NaN            NaN            NaN
  1271.25        500.000        92.5559       0.205493                 NaN   1.08711       0.648239       0.917129        4.58614                 NaN            NaN            NaN
  1269.90        500.000        92.9242       0.193860                 NaN  0.617944        1.04408       0.877133        4.34277                 NaN            NaN            NaN
  1268.56        500.000        93.2496       0.182939                 NaN   1.00867       0.590073       0.841881        4.12682                 NaN            NaN            NaN
  1267.21        500.000        92.6195                 NaN            NaN  0.642221        1.26072       0.913256        4.45842       0.105885                 NaN            NaN
  1265.86        500.000        90.7648                 NaN            NaN   1.03303        1.10812        1.16489        5.55418       0.375017                 NaN            NaN
  1264.51        500.000        91.6674                 NaN            NaN  0.930972        1.00142        1.05647        5.00579       0.337910                 NaN            NaN
  1263.16        500.000        92.4235                 NaN            NaN  0.846287       0.911128       0.965398        4.54656       0.307147                 NaN            NaN
  1261.81        500.000        93.0559                 NaN            NaN  0.776193       0.833439       0.888640        4.16380       0.282005                 NaN            NaN
  1260.46        500.000        93.5973                 NaN            NaN  0.717008       0.765277       0.822766        3.83659       0.261080                 NaN            NaN
  1259.11        500.000        94.0606                 NaN            NaN  0.666253       0.706259       0.766210        3.55736       0.243277                 NaN            NaN
  1257.76        500.000        94.4631                 NaN            NaN  0.623386       0.653943       0.716768        3.31468       0.228105                 NaN            NaN
  1256.41        500.000        94.8148                 NaN            NaN  0.585387       0.607450       0.673356        3.10396       0.215016                 NaN            NaN
  1255.06        500.000        95.1265                 NaN            NaN  0.552410       0.565487       0.634671        2.91730       0.203587                 NaN            NaN
  1253.71        500.000        95.4046                 NaN            NaN  0.527125       0.523253       0.599973        2.75139       0.193642                 NaN            NaN
  1252.36        500.000        95.6531                 NaN            NaN  0.497002       0.493100       0.568753        2.60342       0.184588                 NaN            NaN
  1251.01        500.000        95.8772                 NaN            NaN  0.473562       0.461872       0.540537        2.47028       0.176576                 NaN            NaN
  1249.66        500.000        94.5467                 NaN            NaN  0.552195       0.653072       0.730621        3.27889       0.238530                 NaN            NaN
  1248.31        500.000        96.3151                 NaN            NaN  0.333265       0.442184       0.475295        2.25925       0.174957                 NaN            NaN
  1246.96        500.000        94.5681                 NaN            NaN  0.941224       0.489428       0.698798        3.30247                 NaN            NaN            NaN
  1245.61        500.000        99.1214                 NaN            NaN  0.686002E-001            NaN  0.122334       0.482620       0.205077                 NaN            NaN
  1244.26        500.000        97.3154                 NaN            NaN  0.518233       0.967628E-002  0.364447        1.57491       0.217311                 NaN            NaN
  1242.91        500.000        96.6632                 NaN            NaN  0.490169       0.157413       0.445028        2.00450       0.239733                 NaN            NaN
  1241.56        500.000        97.5791                 NaN            NaN  0.176823       0.469431       0.314105        1.44778       0.127773E-001            NaN            NaN
  1240.22        500.000        95.3038                 NaN            NaN  0.581265       0.525618       0.601457        2.88684       0.101039                 NaN            NaN
  1238.87        500.000        99.4007                 NaN            NaN  0.402520E-001  0.337970E-001  0.113574       0.280802       0.130833                 NaN            NaN
  1237.52        500.000        99.6624       0.158651E-001            NaN  0.665851E-001            NaN  0.486683E-001  0.204423       0.204798E-002            NaN            NaN
  1236.17        500.000        99.5126                 NaN            NaN  0.404235E-002  0.100964       0.494542E-001  0.331007       0.196025E-002            NaN            NaN
  1234.82        500.000        91.7328                 NaN            NaN   1.28616       0.353702        1.09816        5.03686       0.492353                 NaN            NaN
  1233.47        500.000        98.8063                 NaN            NaN  0.357392                 NaN  0.139978       0.696357                 NaN            NaN            NaN
  1232.12        500.000        97.6765                 NaN            NaN  0.292108       0.191368       0.303840        1.42253       0.113669                 NaN            NaN
  1230.77        500.000        97.7779                 NaN            NaN  0.184729       0.275822       0.290059        1.36307       0.108465                 NaN            NaN
  1229.42        500.000        96.5472                 NaN            NaN  0.435855       0.278438       0.467667        2.08867       0.182154                 NaN            NaN
  1228.07        500.000        99.2067                 NaN            NaN  0.582553E-001  0.988399E-001  0.981182E-001  0.500311       0.377657E-001            NaN            NaN
  1226.72        500.000        97.3782                 NaN            NaN  0.379301       0.216469       0.363998        1.55258       0.109452                 NaN            NaN
  1225.37        500.000        96.9585                 NaN            NaN  0.514757       0.574402E-001  0.407562        1.86387       0.193900       0.394692E-002            NaN
  1224.02        500.000        94.4524                 NaN            NaN  0.292520       0.783482       0.639099        3.61670       0.150897       0.648645E-001            NaN
  1222.67        500.000       100.0000                 NaN            NaN  0.112183E-004            NaN  0.798019E-005  0.149870E-004  0.208796E-005            NaN            NaN
  1221.32        500.000        99.9993                 NaN            NaN  0.216117E-003  0.176186E-004  0.100438E-003  0.401033E-003            NaN            NaN            NaN
