|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1144.23        500.000                 NaN   8.49547                 NaN   7.13355       0.543960E-004  0.312391        42.9453        41.1132     
  1143.16        500.000                 NaN   8.50995                 NaN   7.14199       0.533725E-004  0.308750        42.9224        41.1168     
  1142.09        500.000                 NaN   8.51299                 NaN   7.14466       0.513749E-004  0.308051        42.9155        41.1188     
  1141.02        500.000                 NaN   8.50758                 NaN   7.14155                 NaN  0.311160        42.9209        41.1188     
  1139.96        500.000                 NaN   8.50121                 NaN   7.13905                 NaN  0.311532        42.9292        41.1190     
  1138.89        500.000                 NaN   8.51543                 NaN   7.14851                 NaN  0.306976        42.9076        41.1214     
  1137.82        500.000                 NaN   8.51638                 NaN   7.15005                 NaN  0.306630        42.9047        41.1222     
  1136.75        500.000                 NaN   8.51815                 NaN   7.15146                 NaN  0.306111        42.9011        41.1232     
  1135.68        500.000                 NaN   8.51934                 NaN   7.15273                 NaN  0.305771        42.8979        41.1242     
  1134.61        500.000                 NaN   8.52002                 NaN   7.15368                 NaN  0.305626        42.8955        41.1252     
  1133.55        500.000                 NaN   8.52162                 NaN   7.15511                 NaN  0.305154        42.8918        41.1263     
  1132.48        500.000                 NaN   8.52251                 NaN   7.15633                 NaN  0.304859        42.8893        41.1270     
  1131.41        500.000                 NaN   8.52330                 NaN   7.15766                 NaN  0.304630        42.8865        41.1279     
  1130.34        500.000                 NaN   8.52375                 NaN   7.15878                 NaN  0.304400        42.8843        41.1287     
  1129.27        500.000                 NaN   8.51740                 NaN   7.15263                 NaN  0.305728        42.9003        41.1240     
  1128.20        500.000                 NaN   8.51926                 NaN   7.15473                 NaN  0.305088        42.8960        41.1249     
  1127.14        500.000                 NaN   8.51997                 NaN   7.15821                 NaN  0.304424        42.8917        41.1257     
  1126.07        500.000                 NaN   8.53268                 NaN   7.16495                 NaN  0.301722        42.8723        41.1283     
  1125.00        500.000                 NaN   8.52396                 NaN   7.16024                 NaN  0.303696        42.8843        41.1278     
  1123.93        500.000                 NaN   8.53669                 NaN   7.16954                 NaN  0.300318        42.8633        41.1301     
  1122.86        500.000                 NaN   8.53075                 NaN   7.16483                 NaN  0.302178        42.8726        41.1296     
  1121.79        500.000                 NaN   8.52964                 NaN   7.16811                 NaN  0.301748        42.8698        41.1307     
  1120.73        500.000                 NaN   8.53067                 NaN   7.16664                 NaN  0.301762        42.8695        41.1314     
  1119.66        500.000                 NaN   4.10708        4.41158        7.16076                 NaN  0.305632        42.8801        41.1349     
  1118.59        500.000                 NaN   2.44198        6.10251        7.17713                 NaN  0.299282        42.8393        41.1398     
  1117.52        500.000                 NaN   4.98682        3.53994        7.16407                 NaN  0.303654        42.8679        41.1376     
  1116.45        500.000                 NaN   4.68222        3.84915        7.17205                 NaN  0.303265        42.8544        41.1389     
  1115.38        500.000                 NaN   4.87838        3.65427        7.16510                 NaN  0.304203        42.8560        41.1421     
  1114.32        500.000                 NaN   4.20280        4.31650        7.16174                 NaN  0.304190        42.8744        41.1404     
  1113.25        500.000                 NaN   4.01710        4.50485        7.16365                 NaN  0.303576        42.8694        41.1414     
  1112.18        500.000                 NaN   4.41264        4.10812        7.16281                 NaN  0.303791        42.8704        41.1423     
  1111.11        500.000                 NaN   4.40230        4.11933        7.16361                 NaN  0.303522        42.8680        41.1432     
  1110.04        500.000                 NaN   4.48811        4.03347        7.16396                 NaN  0.303402        42.8671        41.1440     
  1108.97        500.000                 NaN   4.69165        3.82921        7.16315                 NaN  0.303605        42.8676        41.1448     
  1107.91        500.000                 NaN   3.87162        4.67268        7.17992                 NaN  0.299295        42.8286        41.1479     
  1106.84        500.000                 NaN   8.54691                 NaN   7.18228                 NaN  0.298636        42.8230        41.1492     
  1105.77        500.000                 NaN   4.65795        3.90002        7.19431                 NaN  0.295383        42.8015        41.1508     
  1104.70        500.000                 NaN   8.55027                 NaN   7.19576                 NaN  0.296703        42.8077        41.1495     
  1103.63        500.000                 NaN   8.55249                 NaN   7.19076                 NaN  0.296718        42.8082        41.1519     
  1102.56        500.000                 NaN   3.37611        5.18496        7.19560                 NaN  0.294689        42.7944        41.1542     
  1101.50        500.000                 NaN   3.46019        5.09652        7.19332                 NaN  0.295709        42.8003        41.1540     
  1100.43        500.000                 NaN   3.26237        5.29571        7.20120                 NaN  0.294993        42.7918        41.1539     
  1099.36        500.000                 NaN   3.05850        5.50804        7.20232                 NaN  0.293002        42.7810        41.1571     
  1098.29        500.000                 NaN   5.14358        3.37976        7.16635                 NaN  0.302478        42.8546        41.1532     
  1097.22        500.000                 NaN   5.21020        3.31301        7.16632                 NaN  0.302467        42.8540        41.1540     
  1096.15        500.000                 NaN   8.58544                 NaN   7.21878                 NaN  0.287924        42.7464        41.1614     
  1095.09        500.000                 NaN   8.58399                 NaN   7.21618                 NaN  0.288745        42.7491        41.1620     
  1094.02        500.000                 NaN   8.58751                 NaN   7.22497                 NaN  0.287256        42.7353        41.1650     
  1092.95        500.000                 NaN   8.59541                 NaN   7.23396                 NaN  0.284880        42.7188        41.1670     
  1091.88        500.000                 NaN   8.59051                 NaN   7.22536                 NaN  0.286216        42.7321        41.1658     
  1090.81        500.000                 NaN   8.59306                 NaN   7.22867                 NaN  0.285286        42.7260        41.1670     
  1089.74        500.000                 NaN   8.60245                 NaN   7.23235                 NaN  0.283831        42.7121        41.1693     
  1088.67        500.000                 NaN   8.59798                 NaN   7.23331                 NaN  0.283711        42.7163        41.1687     
  1087.61        500.000                 NaN   8.59869                 NaN   7.23582                 NaN  0.283115        42.7131        41.1693     
  1086.54        500.000                 NaN   7.54779                 NaN   7.10743       0.607111       0.328577        42.9844        41.4247     
  1085.47        500.000                 NaN   7.20722                 NaN   7.01993       0.758226       0.356138        43.1805        41.4780     
  1084.40        500.000                 NaN   7.18488       0.162745E-004   7.06486       0.813863       0.344631        43.0801        41.5116     
  1083.33        500.000                 NaN   6.99793       0.986421E-003   7.03986       0.921856       0.352997        43.1276        41.5588     
  1082.26        500.000                 NaN   6.90522                 NaN   7.02907       0.975939       0.356959        43.1505        41.5823     
  1081.20        500.000                 NaN   6.83606                 NaN   7.02059        1.01511       0.360238        43.1685        41.5995     
  1080.13        500.000                 NaN   6.76220                 NaN   7.01165        1.05773       0.363361        43.1869        41.6182     
  1079.06        500.000                 NaN   5.86429                 NaN   6.87589        1.54136       0.410869        43.5009        41.8067     
  1077.99        500.000                 NaN   6.73894                 NaN   7.01218        1.07960       0.363468        43.1770        41.6288     
  1076.92        500.000                 NaN   6.61706                 NaN   6.99471        1.14360       0.369594        43.2186        41.6565     
  1075.85        500.000                 NaN   6.54184                 NaN   6.98582        1.18477       0.372990        43.2398        41.6748     
  1074.79        500.000                 NaN   4.51278        1.45045        6.88851        1.47987       0.407312        43.4732        41.7879     
  1073.72        500.000                 NaN   6.58103                 NaN   6.99351        1.16492       0.370336        43.2212        41.6690     
  1072.65        500.000                 NaN   6.45033                 NaN   6.97842        1.23973       0.376432        43.2535        41.7015     
  1071.58        500.000                 NaN   6.38427                 NaN   6.96974        1.27621       0.379431        43.2738        41.7165     
  1070.51        500.000                 NaN   6.35477                 NaN   6.96607        1.29270       0.380981        43.2811        41.7244     
  1069.44        500.000                 NaN   5.80788                 NaN   6.86174        1.55779       0.416636        43.5350        41.8209     
  1068.38        500.000                 NaN   5.82923                 NaN   6.86593        1.54758       0.415178        43.5240        41.8180     
  1067.31        500.000                 NaN   5.81197                 NaN   6.86257        1.55570       0.416317        43.5318        41.8216     
  1066.24        500.000                 NaN   5.80835                 NaN   6.86184        1.55730       0.416550        43.5330        41.8229     
  1065.17        500.000                 NaN   5.62276                 NaN   6.85048        1.67371       0.423027        43.5525        41.8775     
  1064.10        500.000                 NaN   6.19711                 NaN   6.94813        1.38501       0.387363        43.3135        41.7689     
  1063.03        500.000                 NaN   6.17503                 NaN   6.94590        1.39801       0.388235        43.3175        41.7753     
  1061.97        500.000                 NaN   5.62012                 NaN   6.85001        1.67475       0.423141        43.5519        41.8801     
  1060.90        500.000                 NaN   5.61999                 NaN   6.84998        1.67471       0.423133        43.5514        41.8808     
  1059.83        500.000                 NaN   5.62178                 NaN   6.85034        1.67379       0.422996        43.5499        41.8812     
  1058.76        500.000                 NaN   5.65838                 NaN   6.85774        1.65712       0.420390        43.5299        41.8764     
  1057.69        500.000                 NaN   5.61961                 NaN   6.84990        1.67460       0.423110        43.5499        41.8829     
  1056.62        500.000                 NaN   5.61947                 NaN   6.84987        1.67457       0.423103        43.5494        41.8836     
  1055.56        500.000                 NaN   5.61934                 NaN   6.84984        1.67453       0.423095        43.5489        41.8843     
  1054.49        500.000                 NaN   5.61922                 NaN   6.84982        1.67449       0.423087        43.5483        41.8850     
  1053.42        500.000                 NaN   5.61915                 NaN   6.84980        1.67443       0.423076        43.5478        41.8857     
  1052.35        500.000                 NaN   5.61896                 NaN   6.84976        1.67442       0.423073        43.5473        41.8865     
  1051.28        500.000                 NaN   5.61883                 NaN   6.84973        1.67439       0.423065        43.5468        41.8872     
  1050.21        500.000                 NaN   5.95193                 NaN   6.92427        1.52993       0.396870        43.3548        41.8422     
  1049.15        500.000                 NaN   5.53624                 NaN   6.84818        1.73035       0.423997        43.5457        41.9155     
  1048.08        500.000                 NaN   5.53611                 NaN   6.84815        1.73031       0.423990        43.5452        41.9163     
  1047.01        500.000                 NaN   5.53599                 NaN   6.84812        1.73027       0.423982        43.5447        41.9170     
  1045.94        500.000                 NaN   5.53586                 NaN   6.84809        1.73024       0.423975        43.5442        41.9177     
  1044.87        500.000                 NaN   5.53575                 NaN   6.84807        1.73019       0.423967        43.5436        41.9184     
  1043.80        500.000                 NaN   5.53561                 NaN   6.84804        1.73016       0.423960        43.5431        41.9191     
  1042.73        500.000                 NaN   5.53553                 NaN   6.84802        1.73011       0.423949        43.5426        41.9198     
  1041.67        500.000                 NaN   5.53537                 NaN   6.84799        1.73008       0.423944        43.5421        41.9205     
  1040.60        500.000                 NaN   5.48187                 NaN   6.84660        1.76549       0.424935        43.5431        41.9380     
  1039.53        500.000                 NaN   5.80879                 NaN   6.91107        1.61577       0.402156        43.3741        41.8881     
  1038.46        500.000                 NaN   5.79780                 NaN   6.91062        1.62304       0.402218        43.3740        41.8923     
  1037.39        500.000                 NaN   5.48151                 NaN   6.84652        1.76538       0.424912        43.5415        41.9401     
  1036.32        500.000                 NaN   5.77243                 NaN   6.90812        1.63844       0.403298        43.3768        41.9009     
  1035.26        500.000                 NaN   5.43125                 NaN   6.84515        1.79880       0.426037        43.5409        41.9579     
  1034.19        500.000                 NaN   5.43113                 NaN   6.84512        1.79876       0.426029        43.5404        41.9586     
  1033.12        500.000                 NaN   5.43100                 NaN   6.84509        1.79873       0.426022        43.5399        41.9593     
  1032.05        500.000                 NaN   5.43088                 NaN   6.84506        1.79869       0.426014        43.5394        41.9600     
  1030.98        500.000                 NaN   5.43076                 NaN   6.84504        1.79865       0.426007        43.5388        41.9607     
  1029.91        500.000                 NaN   5.43063                 NaN   6.84501        1.79861       0.425999        43.5383        41.9614     
  1028.85        500.000                 NaN   5.38512                 NaN   6.84426        1.82961       0.426924        43.5366        41.9775     
  1027.78        500.000                 NaN   5.38499                 NaN   6.84423        1.82957       0.426917        43.5361        41.9782     
  1026.71        500.000                 NaN   5.38487                 NaN   6.84421        1.82953       0.426909        43.5356        41.9789     
  1025.64        500.000                 NaN   5.38475                 NaN   6.84418        1.82949       0.426902        43.5350        41.9796     
  1024.57        500.000                 NaN   5.38463                 NaN   6.84415        1.82945       0.426894        43.5345        41.9803     
  1023.50        500.000                 NaN   5.38451                 NaN   6.84412        1.82941       0.426887        43.5340        41.9811     
  1022.44        500.000                 NaN   5.38438                 NaN   6.84410        1.82938       0.426879        43.5335        41.9818     
  1021.37        500.000                 NaN   5.34234                 NaN   6.84379        1.85848       0.427655        43.5306        41.9971     
  1020.30        500.000                 NaN   5.34222                 NaN   6.84377        1.85844       0.427647        43.5301        41.9979     
  1019.23        500.000                 NaN   5.34210                 NaN   6.84374        1.85840       0.427640        43.5296        41.9986     
  1018.16        500.000                 NaN   5.34198                 NaN   6.84371        1.85836       0.427632        43.5290        41.9993     
  1017.09        500.000                 NaN   5.34186                 NaN   6.84368        1.85833       0.427625        43.5285        42.0000     
  1016.03        500.000                 NaN   5.34174                 NaN   6.84366        1.85829       0.427617        43.5280        42.0007     
  1014.96        500.000                 NaN   5.34162                 NaN   6.84363        1.85825       0.427610        43.5275        42.0014     
  1013.89        500.000                 NaN   5.30232                 NaN   6.84368        1.88587       0.428272        43.5236        42.0162     
  1012.82        500.000                 NaN   5.30220                 NaN   6.84366        1.88583       0.428264        43.5231        42.0169     
  1011.75        500.000                 NaN   5.30208                 NaN   6.84363        1.88579       0.428257        43.5226        42.0176     
  1010.68        500.000                 NaN   5.30196                 NaN   6.84360        1.88575       0.428249        43.5221        42.0183     
  1009.62        500.000                 NaN   5.30184                 NaN   6.84357        1.88571       0.428242        43.5216        42.0190     
  1008.55        500.000                 NaN   5.30172                 NaN   6.84355        1.88567       0.428234        43.5211        42.0198     
  1007.48        500.000                 NaN   5.30160                 NaN   6.84352        1.88563       0.428227        43.5206        42.0205     
  1006.41        500.000                 NaN   5.26559                 NaN   6.84404        1.91152       0.428736        43.5154        42.0347     
  1005.34        500.000                 NaN   5.26547                 NaN   6.84401        1.91148       0.428729        43.5149        42.0354     
  1004.27        500.000                 NaN   5.26536                 NaN   6.84399        1.91144       0.428721        43.5144        42.0361     
  1003.21        500.000                 NaN   5.26524                 NaN   6.84396        1.91140       0.428714        43.5139        42.0368     
  1002.14        500.000                 NaN   5.26512                 NaN   6.84393        1.91136       0.428706        43.5134        42.0375     
  1001.07        500.000                 NaN   5.26500                 NaN   6.84391        1.91132       0.428699        43.5129        42.0382     
