|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/Y98/Y98_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1759.40        500.000        99.0134       0.962973       0.236360E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.0134       0.962970       0.236359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.0134       0.962968       0.236359E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.0134       0.962965       0.236358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.0134       0.962963       0.236358E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.0134       0.962960       0.236357E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.0134       0.962958       0.236356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.0134       0.962955       0.236356E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.0134       0.962953       0.236355E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.0134       0.962950       0.236354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.0134       0.962947       0.236354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.0134       0.962945       0.236353E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.0134       0.962942       0.236352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.0134       0.962939       0.236352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.0134       0.962937       0.236351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.0134       0.962934       0.236350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.0134       0.962931       0.236350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.0134       0.962928       0.236349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.0134       0.962926       0.236348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.0134       0.962923       0.236348E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.0134       0.962920       0.236347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.0134       0.962917       0.236346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.0135       0.962914       0.236346E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.0135       0.962911       0.236345E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.0135       0.962908       0.236344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        98.6946       0.962850       0.903463E-004  0.342490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.9968                 NaN            NaN            NaN  0.320498E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.9918                 NaN            NaN            NaN  0.821618E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.9850                 NaN            NaN            NaN  0.150170E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.9851                 NaN            NaN            NaN  0.149048E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.9852                 NaN            NaN            NaN  0.147901E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.9853                 NaN            NaN            NaN  0.146679E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.9854                 NaN            NaN            NaN  0.145601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.9803                 NaN            NaN            NaN  0.196566E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.9908                 NaN            NaN            NaN  0.915920E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.9858                 NaN            NaN            NaN  0.141599E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.9860                 NaN            NaN            NaN  0.140478E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.9860                 NaN            NaN            NaN  0.139584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.9862                 NaN            NaN            NaN  0.138378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.9863                 NaN            NaN            NaN  0.137434E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.9864                 NaN            NaN            NaN  0.136326E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.9865                 NaN            NaN            NaN  0.135225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.9866                 NaN            NaN            NaN  0.134056E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.9867                 NaN            NaN            NaN  0.133175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.9869                 NaN            NaN            NaN  0.131472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.9869                 NaN            NaN            NaN  0.130766E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.9871                 NaN            NaN            NaN  0.129450E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.9871                 NaN            NaN            NaN  0.128631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.9873                 NaN            NaN            NaN  0.127374E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.9874                 NaN            NaN            NaN  0.126430E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.4278                 NaN            NaN  0.559168       0.130118E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3179                 NaN            NaN  0.669031       0.130574E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3158                 NaN            NaN  0.671156       0.130647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3183                 NaN            NaN  0.668704       0.129921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3177                 NaN            NaN  0.669333       0.129921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3140                 NaN            NaN  0.672921       0.130579E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.2416                 NaN            NaN  0.743940       0.144171E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3980                 NaN            NaN  0.590605       0.114068E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3162                 NaN            NaN  0.670860       0.129344E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        98.8590                 NaN            NaN   1.11911       0.218657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.7917                 NaN            NaN  0.204612       0.373777E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3239                 NaN            NaN  0.663343       0.127902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3256                 NaN            NaN  0.661660       0.127376E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3266                 NaN            NaN  0.660673       0.127168E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3285                 NaN            NaN  0.658800       0.126715E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3297                 NaN            NaN  0.657621       0.126410E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3327                 NaN            NaN  0.654753       0.125928E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3351                 NaN            NaN  0.652365       0.125623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3379                 NaN            NaN  0.649624       0.125150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3394                 NaN            NaN  0.648116       0.124769E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3439                 NaN            NaN  0.643695       0.124154E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.1606                 NaN            NaN  0.823460       0.159249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.5317                 NaN            NaN  0.459453       0.887601E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.9024                 NaN            NaN  0.312055                 NaN  0.785572                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.5460                 NaN            NaN  0.623443E-001            NaN   1.39167                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.5704                 NaN            NaN  0.615580E-001            NaN   1.36808                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.5897                 NaN            NaN  0.559735E-001            NaN   1.35437                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6088                 NaN            NaN  0.538066E-001            NaN   1.33738                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.6350                 NaN            NaN  0.538768E-001            NaN   1.31116                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.6549                 NaN            NaN  0.501431E-001            NaN   1.29495                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.6707                 NaN            NaN  0.460101E-001            NaN   1.28328                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.6900                 NaN            NaN  0.432323E-001            NaN   1.26673                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.9949                 NaN            NaN  0.512538E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        97.4463                 NaN            NaN  0.694414E-001            NaN   2.48424                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7425                 NaN            NaN  0.354869E-001            NaN   1.22199                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7595                 NaN            NaN  0.348957E-001            NaN   1.20564                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.7751                 NaN            NaN  0.303397E-001            NaN   1.19451                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.7920                 NaN            NaN  0.287053E-001            NaN   1.17925                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8042                 NaN            NaN  0.229489E-001            NaN   1.17283                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.8207                 NaN            NaN  0.240947E-001            NaN   1.15523                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.8360                 NaN            NaN  0.232279E-001            NaN   1.14080                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8558                 NaN            NaN  0.230337E-001            NaN   1.12117                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8639                 NaN            NaN  0.145921E-001            NaN   1.12151                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.8776                 NaN            NaN  0.147158E-001            NaN   1.10771                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.8912                 NaN            NaN  0.121465E-001            NaN   1.09670                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.8952                 NaN            NaN  0.123943E-001            NaN   1.09243                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9251                 NaN            NaN  0.765687E-002            NaN   1.06726                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9282                 NaN            NaN  0.302251E-001            NaN   1.04153                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9386                 NaN            NaN  0.216017E-001            NaN   1.03984                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9493                 NaN            NaN            NaN            NaN   1.05070                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.7364                 NaN            NaN  0.191667E-001            NaN   1.24447                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1908                 NaN            NaN            NaN            NaN  0.809225                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        98.9770                 NaN            NaN            NaN            NaN   1.02298                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9929                 NaN            NaN  0.141883E-001            NaN  0.992869                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.9974                 NaN            NaN  0.466795E-002            NaN  0.997912                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0076                 NaN            NaN            NaN            NaN  0.992397                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0137                 NaN            NaN            NaN            NaN  0.986298                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0249                 NaN            NaN  0.101854E-005            NaN  0.975064                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.8289                 NaN            NaN            NaN            NaN  0.174731       0.996331                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.7627                 NaN            NaN            NaN            NaN            NaN   1.23728                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.7526                 NaN            NaN            NaN            NaN  0.755723E-002   1.23986                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.7578                 NaN            NaN            NaN            NaN            NaN   1.24225                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.7430                 NaN            NaN            NaN            NaN            NaN   1.25697                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.7245                 NaN            NaN            NaN            NaN            NaN   1.27555                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.7046                 NaN            NaN            NaN            NaN            NaN   1.29544                 NaN            NaN            NaN            NaN            NaN
