|6.6.6
Archiving\03_Data\eqLP/QFM_m5/Y98/Y98_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1269.23        500.000                 NaN  0.868262                 NaN  0.304161E-002  0.348069        14.8621        24.0585        30.4339        17.1487        12.2775     
  1266.03        500.000                 NaN  0.868264                 NaN  0.304142E-002  0.348076        14.8619        24.0583        30.4337        17.1485        12.2781     
  1262.82        500.000                 NaN  0.868266                 NaN  0.304123E-002  0.348083        14.8618        24.0581        30.4336        17.1484        12.2787     
  1259.62        500.000                 NaN  0.868268                 NaN  0.304104E-002  0.348090        14.8617        24.0579        30.4334        17.1482        12.2794     
  1256.41        500.000                 NaN  0.868155                 NaN  0.296899E-002  0.334022        14.9259        25.6628        28.3705        17.4482        12.3874     
  1253.21        500.000                 NaN  0.868157                 NaN  0.296881E-002  0.334029        14.9258        25.6626        28.3703        17.4481        12.3880     
  1250.00        500.000                 NaN  0.868158                 NaN  0.296862E-002  0.334035        14.9257        25.6624        28.3702        17.4479        12.3887     
  1246.79        500.000                 NaN  0.868160                 NaN  0.296843E-002  0.334042        14.9255        25.6622        28.3700        17.4477        12.3893     
  1243.59        500.000                 NaN  0.868162                 NaN  0.296825E-002  0.334048        14.9254        25.6620        28.3699        17.4476        12.3900     
  1240.38        500.000                 NaN  0.868163                 NaN  0.296806E-002  0.334055        14.9253        25.6618        28.3697        17.4474        12.3906     
  1237.18        500.000                 NaN  0.868165                 NaN  0.296788E-002  0.334061        14.9251        25.6616        28.3696        17.4472        12.3912     
  1233.97        500.000                 NaN  0.868167                 NaN  0.296769E-002  0.334068        14.9250        25.6614        28.3695        17.4470        12.3919     
  1230.77        500.000                 NaN  0.868061                 NaN  0.289660E-002  0.327644        14.9798        27.0829        17.6567        26.5856        12.4964     
  1227.56        500.000                 NaN  0.868063                 NaN  0.289642E-002  0.327650        14.9797        27.0827        17.6566        26.5855        12.4970     
  1224.36        500.000                 NaN  0.868064                 NaN  0.289624E-002  0.327656        14.9796        27.0824        17.6564        26.5853        12.4977     
  1221.15        500.000                 NaN  0.868065                 NaN  0.289606E-002  0.327663        14.9794        27.0822        17.6562        26.5852        12.4983     
  1217.95        500.000                 NaN  0.868067                 NaN  0.289588E-002  0.327669        14.9793        27.0820        17.6560        26.5851        12.4990     
  1214.74        500.000                 NaN  0.868068                 NaN  0.289570E-002  0.327675        14.9792        27.0818        17.6559        26.5849        12.4996     
  1211.54        500.000                 NaN  0.868069                 NaN  0.289552E-002  0.327681        14.9790        27.0816        17.6557        26.5848        12.5002     
  1208.33        500.000                 NaN  0.868071                 NaN  0.289535E-002  0.327688        14.9789        27.0814        17.6555        26.5847        12.5009     
  1205.13        500.000                 NaN  0.867969                 NaN  0.282488E-002  0.328068        15.0258        28.3557        25.0153        17.8009        12.6035     
  1201.92        500.000                 NaN  0.867970                 NaN  0.282471E-002  0.328074        15.0257        28.3555        25.0151        17.8007        12.6041     
  1198.72        500.000                 NaN  0.867972                 NaN  0.282453E-002  0.328080        15.0255        28.3553        25.0150        17.8006        12.6047     
  1195.51        500.000                 NaN  0.867973                 NaN  0.282436E-002  0.328087        15.0254        28.3551        25.0149        17.8004        12.6054     
  1192.31        500.000                 NaN  0.867974                 NaN  0.282418E-002  0.328093        15.0253        28.3548        25.0148        17.8002        12.6060     
  1189.10        500.000                 NaN  0.867975                 NaN  0.282401E-002  0.328099        15.0251        28.3546        25.0147        17.8000        12.6067     
  1185.90        500.000                 NaN  0.867976                 NaN  0.282384E-002  0.328105        15.0250        28.3544        25.0145        17.7998        12.6073     
  1182.69        500.000                 NaN  0.867977                 NaN  0.282366E-002  0.328111        15.0248        28.3542        25.0144        17.7997        12.6080     
  1179.49        500.000                 NaN  0.867885                 NaN  0.275280E-002  0.334119        15.0638        29.5157        17.9068        23.6034        12.7055     
  1176.28        500.000                 NaN  0.867886                 NaN  0.275263E-002  0.334125        15.0636        29.5155        17.9066        23.6033        12.7062     
  1173.08        500.000                 NaN  0.867887                 NaN  0.275246E-002  0.334131        15.0635        29.5153        17.9064        23.6032        12.7068     
  1169.87        500.000                 NaN  0.867888                 NaN  0.275229E-002  0.334138        15.0634        29.5150        17.9062        23.6031        12.7075     
  1166.67        500.000                 NaN  0.867889                 NaN  0.275212E-002  0.334144        15.0632        29.5148        17.9061        23.6030        12.7081     
  1163.46        500.000                 NaN  0.867889                 NaN  0.275196E-002  0.334150        15.0631        29.5146        17.9059        23.6029        12.7088     
  1160.26        500.000                 NaN  0.867890                 NaN  0.275179E-002  0.334156        15.0629        29.5144        17.9057        23.6028        12.7094     
  1157.05        500.000                 NaN  0.867891                 NaN  0.275162E-002  0.334162        15.0628        29.5141        17.9055        23.6027        12.7100     
  1153.85        500.000                 NaN  0.867809                 NaN  0.268134E-002  0.344629        15.0947        30.5884        22.3148        17.9846        12.8024     
  1150.64        500.000                 NaN  0.867809                 NaN  0.268118E-002  0.344635        15.0946        30.5882        22.3147        17.9844        12.8031     
  1147.44        500.000                 NaN  0.867810                 NaN  0.268101E-002  0.344641        15.0944        30.5879        22.3146        17.9842        12.8037     
  1144.23        500.000                 NaN  0.867810                 NaN  0.268085E-002  0.344647        15.0943        30.5877        22.3145        17.9840        12.8044     
  1141.03        500.000                 NaN  0.867811                 NaN  0.268069E-002  0.344653        15.0941        30.5875        22.3144        17.9838        12.8050     
  1137.82        500.000                 NaN  0.867811                 NaN  0.268052E-002  0.344660        15.0940        30.5873        22.3143        17.9837        12.8057     
  1134.62        500.000                 NaN  0.867812                 NaN  0.268036E-002  0.344666        15.0939        30.5870        22.3142        17.9835        12.8063     
  1131.41        500.000                 NaN  0.867812                 NaN  0.268020E-002  0.344672        15.0937        30.5868        22.3141        17.9833        12.8070     
  1128.21        500.000                 NaN  0.867731                 NaN  0.260901E-002  0.360265        15.1205        31.5791        18.0274        21.1428        12.8996     
  1125.00        500.000                 NaN  0.867731                 NaN  0.260885E-002  0.360271        15.1203        31.5789        18.0272        21.1427        12.9003     
  1121.79        500.000                 NaN  0.867731                 NaN  0.260869E-002  0.360278        15.1202        31.5787        18.0270        21.1426        12.9009     
  1118.59        500.000                 NaN  0.867732                 NaN  0.260853E-002  0.360284        15.1201        31.5784        18.0268        21.1425        12.9016     
  1115.38        500.000                 NaN  0.867732                 NaN  0.260838E-002  0.360290        15.1199        31.5782        18.0266        21.1424        12.9022     
  1112.18        500.000                 NaN  0.867732                 NaN  0.260822E-002  0.360297        15.1198        31.5779        18.0264        21.1423        12.9029     
  1108.97        500.000                 NaN  0.867732                 NaN  0.260806E-002  0.360303        15.1196        31.5777        18.0262        21.1423        12.9035     
  1105.77        500.000                 NaN  0.867732                 NaN  0.260790E-002  0.360309        15.1195        31.5775        18.0261        21.1422        12.9042     
  1102.56        500.000                 NaN  0.867659                 NaN  0.253678E-002  0.379881        15.1399        32.5106        20.0524        18.0549        12.9921     
  1099.36        500.000                 NaN  0.867659                 NaN  0.253662E-002  0.379888        15.1398        32.5104        20.0523        18.0547        12.9928     
  1096.15        500.000                 NaN  0.867659                 NaN  0.253647E-002  0.379894        15.1396        32.5101        20.0522        18.0545        12.9934     
  1092.95        500.000                 NaN  0.867659                 NaN  0.253632E-002  0.379901        15.1395        32.5099        20.0521        18.0543        12.9941     
  1089.74        500.000                 NaN  0.867659                 NaN  0.253616E-002  0.379907        15.1393        32.5097        20.0521        18.0541        12.9947     
  1086.54        500.000                 NaN  0.867659                 NaN  0.253601E-002  0.379914        15.1392        32.5094        20.0520        18.0539        12.9954     
  1083.33        500.000                 NaN  0.867659                 NaN  0.253586E-002  0.379920        15.1390        32.5092        20.0519        18.0537        12.9960     
  1080.13        500.000                 NaN  0.867659                 NaN  0.253570E-002  0.379927        15.1389        32.5089        20.0518        18.0536        12.9967     
  1076.92        500.000                 NaN  0.867589                 NaN  0.246391E-002  0.403700        15.1543        33.3878        19.0376        18.0632        13.0833     
  1073.72        500.000                 NaN  0.867589                 NaN  0.246376E-002  0.403706        15.1542        33.3875        19.0376        18.0630        13.0840     
  1070.51        500.000                 NaN  0.867588                 NaN  0.246361E-002  0.403713        15.1540        33.3873        19.0375        18.0628        13.0846     
  1067.31        500.000                 NaN  0.867588                 NaN  0.246346E-002  0.403720        15.1539        33.3871        19.0374        18.0626        13.0853     
  1064.10        500.000                 NaN  0.867588                 NaN  0.246332E-002  0.403727        15.1537        33.3868        19.0374        18.0624        13.0859     
  1060.90        500.000                 NaN  0.867587                 NaN  0.246317E-002  0.403734        15.1536        33.3866        19.0373        18.0622        13.0866     
  1057.69        500.000                 NaN  0.867587                 NaN  0.246302E-002  0.403740        15.1534        33.3863        19.0372        18.0620        13.0872     
  1054.49        500.000                 NaN  0.867586                 NaN  0.246287E-002  0.403747        15.1533        33.3861        19.0372        18.0618        13.0879     
  1051.28        500.000                 NaN  0.867517                 NaN  0.239072E-002  0.431958        15.1640        34.2174        18.0902        18.0522        13.1743     
  1048.08        500.000                 NaN  0.867517                 NaN  0.239058E-002  0.431965        15.1639        34.2172        18.0901        18.0520        13.1750     
  1044.87        500.000                 NaN  0.867516                 NaN  0.239043E-002  0.431972        15.1637        34.2169        18.0900        18.0518        13.1757     
  1041.67        500.000                 NaN  0.867516                 NaN  0.239029E-002  0.431979        15.1636        34.2167        18.0900        18.0516        13.1763     
  1038.46        500.000                 NaN  0.867515                 NaN  0.239015E-002  0.431986        15.1634        34.2164        18.0899        18.0514        13.1770     
  1035.26        500.000                 NaN  0.867514                 NaN  0.239001E-002  0.431993        15.1633        34.2162        18.0899        18.0512        13.1776     
  1032.05        500.000                 NaN  0.867513                 NaN  0.238986E-002  0.432000        15.1631        34.2159        18.0898        18.0510        13.1783     
  1028.85        500.000                 NaN  0.867513                 NaN  0.238972E-002  0.432007        15.1629        34.2157        18.0898        18.0508        13.1789     
  1025.64        500.000                 NaN  0.867447                 NaN  0.231674E-002  0.464020        15.1691        35.0109        17.1930        18.0290        13.2642     
  1022.44        500.000                 NaN  0.867446                 NaN  0.231660E-002  0.464028        15.1690        35.0106        17.1930        18.0288        13.2648     
  1019.23        500.000                 NaN  0.867445                 NaN  0.231646E-002  0.464035        15.1688        35.0103        17.1929        18.0286        13.2655     
  1016.03        500.000                 NaN  0.867444                 NaN  0.231632E-002  0.464042        15.1687        35.0101        17.1929        18.0284        13.2662     
  1012.82        500.000                 NaN  0.867443                 NaN  0.231618E-002  0.464050        15.1685        35.0098        17.1928        18.0282        13.2668     
  1009.62        500.000                 NaN  0.867442                 NaN  0.231605E-002  0.464057        15.1684        35.0096        17.1928        18.0280        13.2675     
  1006.41        500.000                 NaN  0.867441                 NaN  0.231591E-002  0.464065        15.1682        35.0093        17.1927        18.0278        13.2681     
  1003.21        500.000                 NaN  0.867440                 NaN  0.231577E-002  0.464072        15.1680        35.0091        17.1927        18.0276        13.2688     
  1000.00        500.000                 NaN  0.867384                 NaN  0.224361E-002  0.499788        15.1679        35.7739        18.0010        16.3390        13.3488     
