|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1804.51        500.000        99.4646                 NaN  0.525999       0.937930E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.4655                 NaN  0.525106       0.934629E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.4671                 NaN  0.523657       0.928219E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.5109                 NaN  0.480632       0.851031E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.4148                 NaN  0.575070       0.101238E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.1575                 NaN  0.827692       0.147674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.7685                 NaN  0.227875       0.367153E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.4637                 NaN  0.527080       0.918329E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.4587                 NaN  0.532056       0.922899E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.4624                 NaN  0.528465       0.910964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.4595                 NaN  0.531330       0.912473E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.4570                 NaN  0.533820       0.914341E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.4570                 NaN  0.533885       0.908157E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.4539                 NaN  0.537041       0.909454E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.4532                 NaN  0.537719       0.906035E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.5506                 NaN  0.441925       0.743042E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.3491                 NaN  0.640211       0.106695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.4506                 NaN  0.540413       0.896076E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.4466                 NaN  0.544391       0.897589E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.4443                 NaN  0.546684       0.896886E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.4421                 NaN  0.548984       0.894631E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.4406                 NaN  0.550434       0.892534E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.4371                 NaN  0.553991       0.892648E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.4362                 NaN  0.554946       0.888478E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.4317                 NaN  0.559405       0.889859E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.4324                 NaN  0.558793       0.883672E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.4282                 NaN  0.562924       0.883958E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.4256                 NaN  0.565614       0.883515E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.8269                 NaN  0.170439       0.263026E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        98.3378                 NaN   1.63701       0.251627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.8814                 NaN  0.116818       0.179091E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.6662                 NaN  0.328842       0.500387E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.3830                 NaN  0.607817       0.918723E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.4088                 NaN  0.582497       0.875322E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.4060                 NaN  0.585238       0.871561E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.4051                 NaN  0.586234       0.867737E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.4009                 NaN  0.590456       0.868444E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.3973                 NaN  0.594036       0.869093E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.1033                 NaN  0.883877       0.128389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.6992                 NaN  0.296579       0.426928E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.8311                 NaN  0.166254       0.260338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        98.9285                 NaN   1.05666       0.148470E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.3822                 NaN  0.609151       0.861960E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.3803                 NaN  0.611058       0.859686E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.3770                 NaN  0.614347       0.861474E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.3742                 NaN  0.617252       0.858647E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.3714                 NaN  0.620042       0.855674E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.3703                 NaN  0.621135       0.853103E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.3654                 NaN  0.626003       0.856725E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.3654                 NaN  0.626100       0.850327E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.3616                 NaN  0.629844       0.852150E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.3621                 NaN  0.629470       0.846596E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.6654                 NaN  0.330213       0.439784E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.0469                 NaN  0.940515       0.125618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.3530                 NaN  0.638515       0.846365E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.3529                 NaN  0.638623       0.843017E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.3509                 NaN  0.640693       0.843082E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.3417                 NaN  0.649804       0.851020E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        98.9474                 NaN   1.03904       0.135465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.7568                 NaN  0.240140       0.310641E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.3465                 NaN  0.645177       0.835051E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.3442                 NaN  0.647422       0.835338E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        99.3426                 NaN  0.649051       0.835966E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.3464                 NaN  0.645300       0.827545E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.3433                 NaN  0.648423       0.830838E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.3445                 NaN  0.647219       0.826669E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.3428                 NaN  0.648929       0.825166E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.3464                 NaN  0.645391       0.819955E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.6444                 NaN  0.351127       0.445447E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.0476                 NaN  0.940488       0.119128E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.3461                 NaN  0.645741       0.816089E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.3481                 NaN  0.643788       0.812426E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.3489                 NaN  0.642999       0.811488E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.3487                 NaN  0.643193       0.810507E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.3546                 NaN  0.637349       0.802577E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.3546                 NaN  0.637345       0.803115E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.3566                 NaN  0.635435       0.800397E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.3575                 NaN  0.634490       0.797726E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.3626                 NaN  0.629437       0.793703E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.3636                 NaN  0.628468       0.792316E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3671                 NaN  0.625047       0.788567E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.3704                 NaN  0.621803       0.784376E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.3723                 NaN  0.619901       0.782913E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3771                 NaN  0.615155       0.777490E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3793                 NaN  0.612958       0.775290E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3719                 NaN  0.620295       0.785014E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3979                 NaN  0.594542       0.755806E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        98.9953                 NaN  0.317680       0.867268E-003  0.686115                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        98.7054                 NaN  0.980144E-001            NaN   1.19657                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        98.7294                 NaN  0.957387E-001            NaN   1.17489                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        98.7487                 NaN  0.999442E-001            NaN   1.15132                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.7806                 NaN  0.898061E-001            NaN   1.12955                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.7939                 NaN  0.883733E-001            NaN   1.11768                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.8112                 NaN  0.875274E-001            NaN   1.10131                 NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.8310                 NaN  0.836603E-001            NaN   1.08530                 NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.8597                 NaN  0.793063E-001            NaN   1.06103                 NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.8684                 NaN  0.752677E-001            NaN   1.05634                 NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.8923                 NaN  0.924222E-001            NaN   1.01525                 NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9035                 NaN  0.535610E-001            NaN   1.04294                 NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.9204                 NaN  0.685716E-001            NaN   1.01104                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.9406                 NaN  0.651311E-001            NaN  0.994270                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.9552                 NaN  0.628184E-001            NaN  0.982021                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.9718                 NaN  0.621441E-001            NaN  0.966009                 NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.9842                 NaN  0.594164E-001            NaN  0.956426                 NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0026                 NaN  0.555631E-001            NaN  0.941833                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0153                 NaN  0.545597E-001            NaN  0.930115                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.0296                 NaN  0.523097E-001            NaN  0.918070                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.0429                 NaN  0.508582E-001            NaN  0.906236                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.0570                 NaN  0.467288E-001            NaN  0.896260                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.0688                 NaN  0.474782E-001            NaN  0.883730                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0801                 NaN  0.393401E-001            NaN  0.880538                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0945                 NaN  0.382102E-001            NaN  0.867327                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1060                 NaN  0.378708E-001            NaN  0.856164                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1156                 NaN  0.353829E-001            NaN  0.848971                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1261                 NaN  0.304834E-001            NaN  0.843449                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1372                 NaN  0.316540E-001            NaN  0.831162                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1514                 NaN  0.307912E-001            NaN  0.817855                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1590                 NaN  0.276321E-001            NaN  0.813363                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1694                 NaN  0.232997E-001            NaN  0.807283                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1813                 NaN  0.248845E-001            NaN  0.793818                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1886                 NaN  0.203680E-001            NaN  0.791075                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1958                 NaN  0.162168E-001            NaN  0.788007                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2085                 NaN  0.184301E-001            NaN  0.773106                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2131                 NaN  0.168189E-001            NaN  0.770085                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2253                 NaN  0.121128E-001            NaN  0.762583                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2355                 NaN  0.124468E-001            NaN  0.752020                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.2398                 NaN  0.676446E-002            NaN  0.753474                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.2478                 NaN  0.632522E-002            NaN  0.745832                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2563                 NaN  0.369228E-002            NaN  0.740003                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2631                 NaN  0.310101E-002            NaN  0.733831                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2726                 NaN  0.120313E-001            NaN  0.715341                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2836                 NaN  0.254239E-001            NaN  0.690988                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2854                 NaN            NaN            NaN  0.714647                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2943                 NaN  0.131553E-001            NaN  0.692546                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.3003                 NaN  0.129535E-001            NaN  0.686740                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.3039                 NaN            NaN            NaN  0.696106                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.3099                 NaN            NaN            NaN  0.690064                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.3195                 NaN            NaN            NaN  0.680494                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.3259                 NaN            NaN            NaN  0.674092                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.3311                 NaN            NaN            NaN  0.668868                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.3353                 NaN            NaN            NaN  0.664724                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.3427                 NaN            NaN            NaN  0.657283                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.3494                 NaN            NaN            NaN  0.650646                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.3526                 NaN            NaN            NaN  0.647406                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.3585                 NaN            NaN            NaN  0.641540                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.3612                 NaN            NaN            NaN  0.638799                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.3683                 NaN            NaN            NaN  0.631689                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.3714                 NaN            NaN            NaN  0.628595                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.3772                 NaN            NaN            NaN  0.622779                 NaN            NaN            NaN            NaN            NaN            NaN
