|6.6.6
Archiving\03_Data\eq/QFM_m0.25/Y98/Y98_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             pnt           
  1673.08        2500.00        98.2938       0.961885                 NaN  0.518808       0.225479                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        98.2490       0.961880                 NaN  0.545577       0.243591                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.2041       0.961874                 NaN  0.572345       0.261703                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        98.0836       0.961871                 NaN  0.675863       0.278630                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        97.9632       0.961868                 NaN  0.779380       0.295557                 NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        97.8428       0.961864                 NaN  0.882896       0.312483                 NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        97.7223       0.961861                 NaN  0.986412       0.329410                 NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        97.6019       0.961858                 NaN   1.08993       0.346337                 NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        97.4814       0.961855                 NaN   1.19344       0.363263                 NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        97.3610       0.961852                 NaN   1.29695       0.380189                 NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        97.2406       0.961848                 NaN   1.40047       0.397115                 NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        96.8869       0.961854                 NaN   1.73799       0.413219                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        96.5333       0.961860                 NaN   2.07552       0.429322                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        96.1797       0.961866                 NaN   2.41305       0.445426                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        95.8260       0.961872                 NaN   2.75059       0.461530                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        95.2779       0.961886                 NaN   3.28333       0.476855                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        94.7298       0.961900                 NaN   3.81608       0.492180                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        93.8276       0.961918                 NaN   4.33124       0.502416       0.376803                 NaN            NaN            NaN            NaN
  1615.38        2500.00        91.7775       0.961945                 NaN   4.48197       0.490741        2.28784                 NaN            NaN            NaN            NaN
  1612.18        2500.00        90.0111       0.961968                 NaN   4.62514       0.477781        3.92398                 NaN            NaN            NaN            NaN
  1608.97        2500.00        88.2447       0.961992                 NaN   4.76832       0.464820        5.56020                 NaN            NaN            NaN            NaN
  1605.77        2500.00        86.4781       0.962015                 NaN   4.91151       0.451858        7.19650                 NaN            NaN            NaN            NaN
  1602.56        2500.00        84.7115       0.962039                 NaN   5.05471       0.438896        8.83288                 NaN            NaN            NaN            NaN
  1599.36        2500.00        82.9448       0.962062                 NaN   5.19791       0.425934        10.4693                 NaN            NaN            NaN            NaN
  1596.15        2500.00        81.1780       0.962085                 NaN   5.34112       0.412970        12.1059                 NaN            NaN            NaN            NaN
  1592.95        2500.00        79.4111       0.962109                 NaN   5.48434       0.400006        13.7425                 NaN            NaN            NaN            NaN
  1589.74        2500.00        77.6441       0.962132                 NaN   5.62756       0.387042        15.3792                 NaN            NaN            NaN            NaN
  1586.54        2500.00        76.2356       0.962151                 NaN   5.74393       0.371534        16.6868                 NaN            NaN            NaN            NaN
  1583.33        2500.00        74.8271       0.962170                 NaN   5.86030       0.356025        17.9945                 NaN            NaN            NaN            NaN
  1580.13        2500.00        73.4185       0.962189                 NaN   5.97667       0.340516        19.3022                 NaN            NaN            NaN            NaN
  1576.92        2500.00        72.0098       0.962208                 NaN   6.09305       0.325006        20.6099                 NaN            NaN            NaN            NaN
  1573.72        2500.00        70.6011       0.962227                 NaN   6.20944       0.309496        21.9177                 NaN            NaN            NaN            NaN
  1570.51        2500.00        69.1923       0.962246                 NaN   6.32583       0.293984        23.2256                 NaN            NaN            NaN            NaN
  1567.31        2500.00        67.7835       0.962265                 NaN   6.44222       0.278473        24.5335                 NaN            NaN            NaN            NaN
  1564.10        2500.00        66.3747       0.962284                 NaN   6.55862       0.262960        25.8415                 NaN            NaN            NaN            NaN
  1560.90        2500.00        65.1844       0.962299                 NaN   6.65387       0.243680        26.9558                 NaN            NaN            NaN            NaN
  1557.69        2500.00        63.9941       0.962315                 NaN   6.74913       0.224399        28.0701                 NaN            NaN            NaN            NaN
  1554.49        2500.00        62.8037       0.962330                 NaN   6.84439       0.205117        29.1845                 NaN            NaN            NaN            NaN
  1551.28        2500.00        61.6133       0.962346                 NaN   6.93965       0.185835        30.2989                 NaN            NaN            NaN            NaN
  1548.08        2500.00        60.4229       0.962361                 NaN   7.03491       0.166551        31.4133                 NaN            NaN            NaN            NaN
  1544.87        2500.00        59.2324       0.962376                 NaN   7.13018       0.147268        32.5278                 NaN            NaN            NaN            NaN
  1541.67        2500.00        58.0419       0.962392                 NaN   7.22545       0.127984        33.6423                 NaN            NaN            NaN            NaN
  1538.46        2500.00        56.8513       0.962407                 NaN   7.32072       0.108699        34.7569                 NaN            NaN            NaN            NaN
  1535.26        2500.00        55.7535       0.962420                 NaN   7.40558       0.848661E-001   35.7936                 NaN            NaN            NaN            NaN
  1532.05        2500.00        54.6557       0.962433                 NaN   7.49044       0.610330E-001   36.8304                 NaN            NaN            NaN            NaN
  1528.85        2500.00        53.5579       0.962446                 NaN   7.57530       0.371992E-001   37.8672                 NaN            NaN            NaN            NaN
  1525.64        2500.00        52.4600       0.962459                 NaN   7.66016       0.133648E-001   38.9040                 NaN            NaN            NaN            NaN
  1522.44        2500.00        51.4176       0.962471                 NaN   7.74374                 NaN   39.8762                 NaN            NaN            NaN            NaN
  1519.23        2500.00        50.4095       0.962480                 NaN   7.82521                 NaN   40.8028                 NaN            NaN            NaN            NaN
  1516.03        2500.00        49.4080       0.962488                 NaN   7.90402                 NaN   41.7255                 NaN            NaN            NaN            NaN
  1512.82        2500.00        48.4064       0.962497                 NaN   7.98283                 NaN   42.6482                 NaN            NaN            NaN            NaN
  1509.62        2500.00        47.4092       0.962504                 NaN   8.05375                 NaN   43.5746                 NaN            NaN            NaN            NaN
  1506.41        2500.00        46.4119       0.962511                 NaN   8.12468                 NaN   44.5009                 NaN            NaN            NaN            NaN
  1503.21        2500.00        45.4146       0.962518                 NaN   8.19560                 NaN   45.4273                 NaN            NaN            NaN            NaN
  1500.00        2500.00        44.4173       0.962525                 NaN   8.26652                 NaN   46.3537                 NaN            NaN            NaN            NaN
  1496.79        2500.00        43.4372       0.962529                 NaN   8.32877                 NaN   47.2715                 NaN            NaN            NaN            NaN
  1493.59        2500.00        42.0397       0.962539                 NaN   8.43071                 NaN   47.9224       0.644614                 NaN            NaN            NaN
  1490.38        2500.00        40.2975       0.962555                 NaN   8.56185                 NaN   48.2337        1.94439                 NaN            NaN            NaN
  1487.18        2500.00        38.5552       0.962570                 NaN   8.69300                 NaN   48.5451        3.24421                 NaN            NaN            NaN
  1483.97        2500.00        36.9687       0.962581                 NaN   8.78687                 NaN   48.8280        4.45381                 NaN            NaN            NaN
  1480.77        2500.00        35.3822       0.962593                 NaN   8.88075                 NaN   49.1110        5.66345                 NaN            NaN            NaN
  1477.56        2500.00        33.7957       0.962604                 NaN   8.97463                 NaN   49.3940        6.87312                 NaN            NaN            NaN
  1474.36        2500.00        32.2091       0.962616                 NaN   9.06851                 NaN   49.6770        8.08281                 NaN            NaN            NaN
  1471.15        2500.00        30.7300       0.962627                 NaN   9.13819                 NaN   49.8912        9.21960       0.584041E-001            NaN            NaN
  1467.95        2500.00        29.0783       0.962650                 NaN   9.17665                 NaN   49.1714        10.2101        1.40090                 NaN            NaN
  1464.74        2500.00        29.0783       0.962650                 NaN   9.17665                 NaN   49.1714        10.2101        1.40090                 NaN            NaN
  1461.54        2500.00        25.9199       0.962692                 NaN   9.23725                 NaN   47.9272        12.1354        3.81758                 NaN            NaN
  1458.33        2500.00        25.9199       0.962692                 NaN   9.23725                 NaN   47.9272        12.1354        3.81758                 NaN            NaN
  1455.13        2500.00        25.9199       0.962692                 NaN   9.23725                 NaN   47.9272        12.1354        3.81758                 NaN            NaN
  1451.92        2500.00        25.9199       0.962692                 NaN   9.23725                 NaN   47.9272        12.1354        3.81758                 NaN            NaN
  1448.72        2500.00        25.9199       0.962692                 NaN   9.23725                 NaN   47.9272        12.1354        3.81758                 NaN            NaN
  1445.51        2500.00        25.9199       0.962692                 NaN   9.23725                 NaN   47.9272        12.1354        3.81758                 NaN            NaN
  1442.31        2500.00        25.9199       0.962692                 NaN   9.23725                 NaN   47.9272        12.1354        3.81758                 NaN            NaN
  1439.10        2500.00        25.9199       0.962692                 NaN   9.23725                 NaN   47.9272        12.1354        3.81758                 NaN            NaN
  1435.90        2500.00        15.8121       0.962790                 NaN   9.19008                 NaN   45.7688        18.7235        9.54276                 NaN            NaN
  1432.69        2500.00        15.8121       0.962790                 NaN   9.19008                 NaN   45.7688        18.7235        9.54276                 NaN            NaN
  1429.49        2500.00        13.8770       0.962801                 NaN   9.12521                 NaN   45.6597        20.0518        10.3235                 NaN            NaN
  1426.28        2500.00        12.9804       0.962806                 NaN   9.08570                 NaN   45.6562        10.6402        20.6747                 NaN            NaN
  1423.08        2500.00        12.1327       0.962810                 NaN   9.02181       0.287744E-001   45.5247        11.0531        21.2761                 NaN            NaN
  1419.87        2500.00        11.0611       0.962837                 NaN   9.13944       0.602060E-001   45.0581        21.6539        11.7788       0.285574                 NaN
  1416.67        2500.00        10.0177       0.962868                 NaN   9.29992       0.892877E-001   44.5169        21.9318        12.5446       0.636981                 NaN
  1413.46        2500.00        10.0177       0.962868                 NaN   9.29992       0.892877E-001   44.5169        21.9318        12.5446       0.636981                 NaN
  1410.26        2500.00        8.20857       0.962922                 NaN   9.57560       0.141938        43.5739        22.3794        13.8831        1.27467                 NaN
  1407.05        2500.00        8.20857       0.962922                 NaN   9.57560       0.141938        43.5739        22.3794        13.8831        1.27467                 NaN
  1403.85        2500.00        8.20857       0.962922                 NaN   9.57560       0.141938        43.5739        22.3794        13.8831        1.27467                 NaN
  1400.64        2500.00        8.20857       0.962922                 NaN   9.57560       0.141938        43.5739        22.3794        13.8831        1.27467                 NaN
  1397.44        2500.00        8.20857       0.962922                 NaN   9.57560       0.141938        43.5739        22.3794        13.8831        1.27467                 NaN
  1394.23        2500.00        8.20857       0.962922                 NaN   9.57560       0.141938        43.5739        22.3794        13.8831        1.27467                 NaN
  1391.03        2500.00        8.20857       0.962922                 NaN   9.57560       0.141938        43.5739        22.3794        13.8831        1.27467                 NaN
  1387.82        2500.00        8.20857       0.962922                 NaN   9.57560       0.141938        43.5739        22.3794        13.8831        1.27467                 NaN
  1384.62        2500.00        3.35317       0.963070                 NaN   10.2954       0.298960        40.9348        23.3052        17.5689        3.28053                 NaN
  1381.41        2500.00        3.35317       0.963070                 NaN   10.2954       0.298960        40.9348        23.3052        17.5689        3.28053                 NaN
  1378.21        2500.00        3.35317       0.963070                 NaN   10.2954       0.298960        40.9348        23.3052        17.5689        3.28053                 NaN
  1375.00        2500.00        3.35317       0.963070                 NaN   10.2954       0.298960        40.9348        23.3052        17.5689        3.28053                 NaN
  1371.79        2500.00        3.35317       0.963070                 NaN   10.2954       0.298960        40.9348        23.3052        17.5689        3.28053                 NaN
  1368.59        2500.00        3.35317       0.963070                 NaN   10.2954       0.298960        40.9348        23.3052        17.5689        3.28053                 NaN
  1365.38        2500.00        3.35317       0.963070                 NaN   10.2954       0.298960        40.9348        23.3052        17.5689        3.28053                 NaN
  1362.18        2500.00        3.35317       0.963070                 NaN   10.2954       0.298960        40.9348        23.3052        17.5689        3.28053                 NaN
  1358.97        2500.00       0.357356       0.963150                 NaN   10.6470       0.407165        39.4190        23.5875        19.7860        4.83293                 NaN
  1355.77        2500.00       0.485554E-001  0.963157                 NaN   10.6735       0.418634        39.2810        23.6034        20.0034        5.00838                 NaN
  1352.56        2500.00                 NaN  0.963164                 NaN   10.7105       0.425300        39.2717        23.5629        19.9889        5.07748                 NaN
  1349.36        2500.00                 NaN  0.963164                 NaN   10.7105       0.425300        39.2717        23.5629        19.9889        5.07748                 NaN
  1346.15        2500.00                 NaN  0.963176                 NaN   10.7848       0.436428        39.3034        19.8560        23.4835        5.17271                 NaN
  1342.95        2500.00                 NaN  0.963176                 NaN   10.7848       0.436428        39.3034        19.8560        23.4835        5.17271                 NaN
  1339.74        2500.00                 NaN  0.963176                 NaN   10.7848       0.436428        39.3034        19.8560        23.4835        5.17271                 NaN
  1336.54        2500.00                 NaN  0.963176                 NaN   10.7848       0.436428        39.3034        19.8560        23.4835        5.17271                 NaN
  1333.33        2500.00                 NaN  0.963201                 NaN   10.9289       0.459933        39.3592        19.6066        23.3267        5.35550                 NaN
  1330.13        2500.00                 NaN  0.963201                 NaN   10.9289       0.459933        39.3592        19.6066        23.3267        5.35550                 NaN
  1326.92        2500.00                 NaN  0.963201                 NaN   10.9289       0.459933        39.3592        19.6066        23.3267        5.35550                 NaN
  1323.72        2500.00                 NaN  0.963201                 NaN   10.9289       0.459933        39.3592        19.6066        23.3267        5.35550                 NaN
  1320.51        2500.00                 NaN  0.963201                 NaN   10.9289       0.459933        39.3592        19.6066        23.3267        5.35550                 NaN
  1317.31        2500.00                 NaN  0.963201                 NaN   10.9289       0.459933        39.3592        19.6066        23.3267        5.35550                 NaN
  1314.10        2500.00                 NaN  0.963201                 NaN   10.9289       0.459933        39.3592        19.6066        23.3267        5.35550                 NaN
  1310.90        2500.00                 NaN  0.963201                 NaN   10.9289       0.459933        39.3592        19.6066        23.3267        5.35550                 NaN
  1307.69        2500.00                 NaN  0.963249                 NaN   11.2049       0.507313        39.4690        19.1284        23.0198        5.70737                 NaN
  1304.49        2500.00                 NaN  0.963249                 NaN   11.2049       0.507313        39.4690        19.1284        23.0198        5.70737                 NaN
  1301.28        2500.00                 NaN  0.963249                 NaN   11.2049       0.507313        39.4690        19.1284        23.0198        5.70737                 NaN
  1298.08        2500.00                 NaN  0.963249                 NaN   11.2049       0.507313        39.4690        19.1284        23.0198        5.70737                 NaN
  1294.87        2500.00                 NaN  0.963249                 NaN   11.2049       0.507313        39.4690        19.1284        23.0198        5.70737                 NaN
  1291.67        2500.00                 NaN  0.963249                 NaN   11.2049       0.507313        39.4690        19.1284        23.0198        5.70737                 NaN
  1288.46        2500.00                 NaN  0.963249                 NaN   11.2049       0.507313        39.4690        19.1284        23.0198        5.70737                 NaN
  1285.26        2500.00                 NaN  0.963249                 NaN   11.2049       0.507313        39.4690        19.1284        23.0198        5.70737                 NaN
  1282.05        2500.00                 NaN  0.963294                 NaN   11.4585       0.554645        39.5891        22.7581        18.6437        6.03264                 NaN
  1278.85        2500.00                 NaN  0.963294                 NaN   11.4585       0.554645        39.5891        22.7581        18.6437        6.03264                 NaN
  1275.64        2500.00                 NaN  0.963294                 NaN   11.4585       0.554645        39.5891        22.7581        18.6437        6.03264                 NaN
  1272.44        2500.00                 NaN  0.963294                 NaN   11.4585       0.554645        39.5891        22.7581        18.6437        6.03264                 NaN
  1269.23        2500.00                 NaN  0.963294                 NaN   11.4585       0.554645        39.5891        22.7581        18.6437        6.03264                 NaN
  1266.03        2500.00                 NaN  0.963294                 NaN   11.4585       0.554645        39.5891        22.7581        18.6437        6.03264                 NaN
  1262.82        2500.00                 NaN  0.963294                 NaN   11.4585       0.554645        39.5891        22.7581        18.6437        6.03264                 NaN
  1259.62        2500.00                 NaN  0.963294                 NaN   11.4585       0.554645        39.5891        22.7581        18.6437        6.03264                 NaN
  1256.41        2500.00                 NaN  0.963337                 NaN   11.6916       0.604587        39.7100        18.1828        22.5128        6.33491                 NaN
  1253.21        2500.00                 NaN  0.963337                 NaN   11.6916       0.604587        39.7100        18.1828        22.5128        6.33491                 NaN
