|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        San(TH)        ilm            q             
  1386.28        2500.00        98.9989                 NaN  0.359950       0.103053       0.185921                 NaN  0.352166                 NaN            NaN            NaN            NaN
  1385.18        2500.00        99.1247                 NaN  0.911587E-001  0.313287       0.162786                 NaN  0.308074                 NaN            NaN            NaN            NaN
  1384.07        2500.00        98.9905                 NaN  0.470131                 NaN  0.200186                 NaN  0.339210                 NaN            NaN            NaN            NaN
  1382.97        2500.00        99.1707                 NaN  0.201097       0.174161       0.145811                 NaN  0.308250                 NaN            NaN            NaN            NaN
  1381.87        2500.00        99.0923                 NaN  0.860702E-001  0.329230       0.172780                 NaN  0.319629                 NaN            NaN            NaN            NaN
  1380.77        2500.00        99.1012                 NaN  0.326917       0.832166E-001  0.172129                 NaN  0.316533                 NaN            NaN            NaN            NaN
  1379.67        2500.00        99.1090                 NaN  0.325153       0.798879E-001  0.171906                 NaN  0.314010                 NaN            NaN            NaN            NaN
  1378.57        2500.00        99.1172                 NaN  0.774809E-001  0.323270       0.171082                 NaN  0.310932                 NaN            NaN            NaN            NaN
  1377.47        2500.00        99.1247                 NaN  0.321425       0.743370E-001  0.171008                 NaN  0.308567                 NaN            NaN            NaN            NaN
  1376.37        2500.00        99.1334                 NaN  0.319779       0.717986E-001  0.169806                 NaN  0.305181                 NaN            NaN            NaN            NaN
  1375.27        2500.00        99.1408                 NaN  0.687938E-001  0.318046       0.169559                 NaN  0.302799                 NaN            NaN            NaN            NaN
  1374.17        2500.00        99.1486                 NaN  0.316029       0.661750E-001  0.169081                 NaN  0.300066                 NaN            NaN            NaN            NaN
  1373.07        2500.00        99.1558                 NaN  0.639429E-001  0.314467       0.168370                 NaN  0.297401                 NaN            NaN            NaN            NaN
  1371.97        2500.00        99.1620                 NaN  0.610853E-001  0.313464       0.168152                 NaN  0.295294                 NaN            NaN            NaN            NaN
  1370.87        2500.00        99.1716                 NaN  0.310533       0.593732E-001  0.166791                 NaN  0.291742                 NaN            NaN            NaN            NaN
  1369.77        2500.00        99.1766                 NaN  0.568855E-001  0.309665       0.166738                 NaN  0.290107                 NaN            NaN            NaN            NaN
  1368.67        2500.00        99.1852                 NaN  0.547045E-001  0.307863       0.165434                 NaN  0.286813                 NaN            NaN            NaN            NaN
  1367.57        2500.00        99.1914                 NaN  0.520395E-001  0.306606       0.165231                 NaN  0.284751                 NaN            NaN            NaN            NaN
  1366.47        2500.00        99.1955                 NaN  0.306359       0.470962E-001  0.167041                 NaN  0.284029                 NaN            NaN            NaN            NaN
  1365.37        2500.00        99.2086                 NaN  0.518423E-001  0.300661       0.161166                 NaN  0.277756                 NaN            NaN            NaN            NaN
  1364.27        2500.00        99.2115                 NaN  0.466223E-001  0.301519       0.162893                 NaN  0.277437                 NaN            NaN            NaN            NaN
  1363.17        2500.00        99.2156                 NaN  0.445261E-001  0.301124       0.162775                 NaN  0.276021                 NaN            NaN            NaN            NaN
  1362.06        2500.00        99.2263                 NaN  0.298125       0.431783E-001  0.160584                 NaN  0.271772                 NaN            NaN            NaN            NaN
  1360.96        2500.00        99.2262                 NaN  0.637989E-001  0.291014       0.149306                 NaN  0.269716                 NaN            NaN            NaN            NaN
  1359.86        2500.00        99.2397                 NaN  0.302318       0.181392E-001  0.170634                 NaN  0.269194                 NaN            NaN            NaN            NaN
  1358.76        2500.00        99.2433                 NaN  0.294458       0.373929E-001  0.159060                 NaN  0.265815                 NaN            NaN            NaN            NaN
  1357.66        2500.00        99.2480                 NaN  0.365391E-001  0.293458       0.158031                 NaN  0.264015                 NaN            NaN            NaN            NaN
  1356.56        2500.00        99.2564                 NaN  0.355807E-001  0.290770       0.156538                 NaN  0.260715                 NaN            NaN            NaN            NaN
  1355.46        2500.00        99.2606                 NaN  0.289895       0.347664E-001  0.155658                 NaN  0.259039                 NaN            NaN            NaN            NaN
  1354.36        2500.00        99.2662                 NaN  0.329949E-001  0.288923       0.154887                 NaN  0.256951                 NaN            NaN            NaN            NaN
  1353.26        2500.00        99.2722                 NaN  0.317674E-001  0.286785       0.154343                 NaN  0.254930                 NaN            NaN            NaN            NaN
  1352.16        2500.00        99.2791                 NaN  0.311952E-001  0.285058       0.152569                 NaN  0.252113                 NaN            NaN            NaN            NaN
  1351.06        2500.00        99.2835                 NaN  0.284231       0.298863E-001  0.151952                 NaN  0.250480                 NaN            NaN            NaN            NaN
  1349.96        2500.00        99.2892                 NaN  0.293193E-001  0.282570       0.150688                 NaN  0.248241                 NaN            NaN            NaN            NaN
  1348.86        2500.00        99.2940                 NaN  0.281434       0.281916E-001  0.149864                 NaN  0.246465                 NaN            NaN            NaN            NaN
  1347.76        2500.00        99.2995                 NaN  0.274472E-001  0.280027       0.148723                 NaN  0.244276                 NaN            NaN            NaN            NaN
  1346.66        2500.00        99.3054                 NaN  0.275173E-001  0.278227       0.146993                 NaN  0.241828                 NaN            NaN            NaN            NaN
  1345.56        2500.00        99.3096                 NaN  0.277379       0.266864E-001  0.146143                 NaN  0.240178                 NaN            NaN            NaN            NaN
  1344.46        2500.00        99.3134                 NaN  0.253784E-001  0.276746       0.145562                 NaN  0.238957                 NaN            NaN            NaN            NaN
  1343.36        2500.00        99.3146                 NaN  0.278466       0.214462E-001  0.146348                 NaN  0.239180                 NaN            NaN            NaN            NaN
  1342.26        2500.00        99.3327                 NaN  0.271919       0.255930E-001  0.139570                 NaN  0.230207                 NaN            NaN            NaN            NaN
  1341.16        2500.00        99.3294                 NaN  0.271474       0.255431E-001  0.141215                 NaN  0.232413                 NaN            NaN            NaN            NaN
  1340.05        2500.00        99.3349                 NaN  0.250119E-001  0.269961       0.139883                 NaN  0.230257                 NaN            NaN            NaN            NaN
  1338.95        2500.00        99.3391                 NaN  0.250531E-001  0.268669       0.138651                 NaN  0.228543                 NaN            NaN            NaN            NaN
  1337.85        2500.00        99.2760                 NaN  0.325032E-001  0.290065       0.151112                 NaN  0.250303                 NaN            NaN            NaN            NaN
  1336.75        2500.00        99.4159                 NaN  0.241276       0.200261E-001  0.121930                 NaN  0.200886                 NaN            NaN            NaN            NaN
  1335.65        2500.00        99.3527                 NaN  0.255946E-001  0.264122       0.134566                 NaN  0.223064                 NaN            NaN            NaN            NaN
  1334.55        2500.00        99.3570                 NaN  0.263087       0.258804E-001  0.132852                 NaN  0.221147                 NaN            NaN            NaN            NaN
  1333.45        2500.00        99.3620                 NaN  0.261996       0.250198E-001  0.131807                 NaN  0.219162                 NaN            NaN            NaN            NaN
  1332.35        2500.00        99.3660                 NaN  0.260557       0.255749E-001  0.130351                 NaN  0.217507                 NaN            NaN            NaN            NaN
  1331.25        2500.00        99.3703                 NaN  0.258774       0.266604E-001  0.128628                 NaN  0.215610                 NaN            NaN            NaN            NaN
  1330.15        2500.00        99.3737                 NaN  0.257106       0.284125E-001  0.126744                 NaN  0.214073                 NaN            NaN            NaN            NaN
  1329.05        2500.00        99.3781                 NaN  0.256810       0.259796E-001  0.126478                 NaN  0.212673                 NaN            NaN            NaN            NaN
  1327.95        2500.00        99.3828                 NaN  0.302084E-001  0.253343       0.123338                 NaN  0.210267                 NaN            NaN            NaN            NaN
  1326.85        2500.00        99.3861                 NaN  0.252837       0.298875E-001  0.122313                 NaN  0.208896                 NaN            NaN            NaN            NaN
  1325.75        2500.00        99.3894                 NaN  0.251655       0.306482E-001  0.120823                 NaN  0.207440                 NaN            NaN            NaN            NaN
  1324.65        2500.00        99.3933                 NaN  0.250067       0.318813E-001  0.119002                 NaN  0.205727                 NaN            NaN            NaN            NaN
  1323.55        2500.00        99.3970                 NaN  0.248348       0.329970E-001  0.117462                 NaN  0.204160                 NaN            NaN            NaN            NaN
  1322.45        2500.00        99.4011                 NaN  0.312817E-001  0.248066       0.116651                 NaN  0.202875                 NaN            NaN            NaN            NaN
  1321.35        2500.00        99.4057                 NaN  0.244477       0.356135E-001  0.113809                 NaN  0.200364                 NaN            NaN            NaN            NaN
  1320.25        2500.00        99.4073                 NaN  0.244088       0.368187E-001  0.112297                 NaN  0.199511                 NaN            NaN            NaN            NaN
  1319.15        2500.00        99.4124                 NaN  0.354862E-001  0.242470       0.111649                 NaN  0.198022                 NaN            NaN            NaN            NaN
  1318.04        2500.00        99.4153                 NaN  0.369646E-001  0.241352       0.109958                 NaN  0.196432                 NaN            NaN            NaN            NaN
  1316.94        2500.00        99.4183                 NaN  0.238125       0.428744E-001  0.106245                 NaN  0.194489                 NaN            NaN            NaN            NaN
  1315.84        2500.00        99.4217                 NaN  0.237570       0.417621E-001  0.105598                 NaN  0.193370                 NaN            NaN            NaN            NaN
  1314.74        2500.00        99.4241                 NaN  0.235285       0.450544E-001  0.103454                 NaN  0.192125                 NaN            NaN            NaN            NaN
  1313.64        2500.00        99.4284                 NaN  0.437314E-001  0.234618       0.102593                 NaN  0.190690                 NaN            NaN            NaN            NaN
  1312.54        2500.00        99.4303                 NaN  0.537928E-001  0.229509       0.975775E-001            NaN  0.188802                 NaN            NaN            NaN            NaN
  1311.44        2500.00        99.4327                 NaN  0.232767       0.464151E-001  0.997189E-001            NaN  0.188365                 NaN            NaN            NaN            NaN
  1310.34        2500.00        99.4361                 NaN  0.229352       0.514433E-001  0.964219E-001            NaN  0.186635                 NaN            NaN            NaN            NaN
  1309.24        2500.00        99.4384                 NaN  0.227630       0.529585E-001  0.951860E-001            NaN  0.185786                 NaN            NaN            NaN            NaN
  1308.14        2500.00        99.4417                 NaN  0.224272       0.592377E-001  0.912365E-001            NaN  0.183592                 NaN            NaN            NaN            NaN
  1307.04        2500.00        99.4438                 NaN  0.593182E-001  0.223531       0.904727E-001            NaN  0.182879                 NaN            NaN            NaN            NaN
  1305.94        2500.00        99.4469                 NaN  0.221082       0.620862E-001  0.884249E-001            NaN  0.181469                 NaN            NaN            NaN            NaN
  1304.84        2500.00        99.4486                 NaN  0.220009       0.642305E-001  0.865846E-001            NaN  0.180530                 NaN            NaN            NaN            NaN
  1303.74        2500.00        99.4517                 NaN  0.672375E-001  0.217358       0.845518E-001            NaN  0.179163                 NaN            NaN            NaN            NaN
  1302.64        2500.00        99.4276                 NaN  0.607569E-001  0.240765       0.670551E-001  0.208931E-001  0.182898                 NaN            NaN            NaN            NaN
  1301.54        2500.00        99.4036                 NaN  0.510946E-001  0.266163       0.489295E-001  0.434941E-001  0.186699                 NaN            NaN            NaN            NaN
  1300.44        2500.00        99.4001                 NaN  0.105079       0.233136       0.337326E-001  0.426837E-001  0.185284                 NaN            NaN            NaN            NaN
  1299.34        2500.00        99.4212                 NaN  0.811092E-003  0.292125       0.599267E-001  0.425455E-001  0.183365                 NaN            NaN            NaN            NaN
  1298.24        2500.00        99.4185                 NaN  0.497234E-001  0.262179       0.459045E-001  0.418035E-001  0.181930                 NaN            NaN            NaN            NaN
  1297.14        2500.00        96.1773                 NaN  0.871050                 NaN  0.156392       0.183056       0.606875        2.00530                 NaN            NaN            NaN
  1296.03        2500.00        73.2567                 NaN   4.97863                 NaN  0.868101        1.16393        3.61297        16.1197                 NaN            NaN            NaN
  1294.93        2500.00        78.3187                 NaN   4.25259                 NaN  0.572524       0.940041        2.92714        12.9890                 NaN            NaN            NaN
  1293.83        2500.00        80.8508                 NaN   3.59119                 NaN  0.716667       0.781386        2.64185        11.4181                 NaN            NaN            NaN
  1292.73        2500.00        83.9963                 NaN   3.12956                 NaN  0.506207       0.657700        2.20291        9.50734                 NaN            NaN            NaN
  1291.63        2500.00        85.9688                 NaN   2.81776                 NaN  0.415753       0.565641        1.94138        8.29068                 NaN            NaN            NaN
  1290.53        2500.00        87.4996                 NaN   2.58680                 NaN  0.336852       0.494066        1.73772        7.34496                 NaN            NaN            NaN
  1289.43        2500.00        88.7148                 NaN   2.41328                 NaN  0.266241       0.437461        1.57515        6.59312                 NaN            NaN            NaN
  1288.33        2500.00        89.6602                 NaN   2.08628       0.231560       0.185281       0.390842        1.44761        5.99824                 NaN            NaN            NaN
  1287.23        2500.00        90.4785                 NaN  0.328002        1.86688       0.140662       0.352805        1.33790        5.49522                 NaN            NaN            NaN
  1286.13        2500.00        91.1636                 NaN   2.08977                 NaN  0.105989       0.320875        1.24570        5.07402                 NaN            NaN            NaN
  1285.03        2500.00        87.6166                 NaN   1.99092       0.684036       0.265554       0.469224        1.77656        7.19713                 NaN            NaN            NaN
  1283.93        2500.00        92.0985                 NaN   1.33396                 NaN  0.357910       0.342335        1.17114        4.69613                 NaN            NaN            NaN
  1282.83        2500.00        95.5084                 NaN  0.112677        1.30380       0.436690E-005            NaN  0.614543        2.38985                 NaN  0.707401E-001            NaN
  1281.73        2500.00        95.9320                 NaN   1.16300                 NaN  0.273162E-004  0.100245       0.559462        2.24523                 NaN            NaN            NaN
  1280.63        2500.00        93.4941                 NaN  0.863057       0.814372       0.816419E-005  0.216388       0.934281        3.67781                 NaN            NaN            NaN
  1279.53        2500.00        93.8648                 NaN  0.960269       0.654114       0.119306E-004  0.211071       0.869339        3.44042                 NaN            NaN            NaN
  1278.43        2500.00        94.5026                 NaN  0.275204       0.493957       0.525266       0.103748       0.907527        3.19167                 NaN            NaN            NaN
  1277.33        2500.00        90.7029                 NaN   2.45619                 NaN  0.149489E-005  0.378268        1.31621        5.12889                 NaN  0.174963E-001            NaN
  1276.23        2500.00        98.7904                 NaN  0.236093                 NaN            NaN            NaN  0.120686       0.832626                 NaN  0.201711E-001            NaN
  1275.13        2500.00        94.6320                 NaN   1.59936                 NaN            NaN  0.460917E-001  0.778229        2.89304                 NaN  0.512732E-001            NaN
  1274.02        2500.00        94.8235                 NaN   1.46769                 NaN            NaN            NaN  0.727988        2.88059                 NaN  0.100243                 NaN
  1272.92        2500.00        94.6432                 NaN   1.17465       0.334965                 NaN  0.681536E-001  0.775451        2.95713                 NaN  0.464132E-001            NaN
  1271.82        2500.00        90.4121                 NaN  0.120944        2.64197                 NaN  0.713425E-001   1.41808        5.19661                 NaN  0.138961                 NaN
  1270.72        2500.00        99.6550                 NaN  0.856396E-001            NaN  0.645450E-002            NaN  0.149737E-001  0.224447                 NaN  0.134598E-001            NaN
  1269.62        2500.00        97.4491                 NaN  0.607598                 NaN  0.377222E-001            NaN  0.383646        1.49584                 NaN  0.260457E-001            NaN
  1268.52        2500.00        92.6629                 NaN   2.06331                 NaN            NaN            NaN   1.04899        4.09320                 NaN  0.131561                 NaN
  1267.42        2500.00        97.9731                 NaN  0.642965                 NaN            NaN            NaN  0.330835        1.02326                 NaN  0.298466E-001            NaN
  1266.32        2500.00        96.4346                 NaN  0.215410       0.883712                 NaN            NaN  0.512531        1.92992                 NaN  0.238546E-001            NaN
  1265.22        2500.00        95.2036                 NaN  0.263083        1.18536                 NaN            NaN  0.692058        2.58107                 NaN  0.748712E-001            NaN
  1264.12        2500.00        95.6712                 NaN   1.15802                 NaN            NaN            NaN  0.633842        2.46520                 NaN  0.717914E-001            NaN
  1263.02        2500.00        92.2435                 NaN   2.01691                 NaN  0.448731E-001            NaN   1.20910        4.33862                 NaN  0.146982                 NaN
  1261.92        2500.00        96.7019                 NaN            NaN            NaN  0.439087                 NaN  0.548959        2.19086                 NaN  0.119178                 NaN
  1260.82        2500.00        98.7325                 NaN  0.343146                 NaN            NaN            NaN  0.147422       0.776883                 NaN            NaN            NaN
  1259.72        2500.00        97.8795                 NaN  0.583865                 NaN            NaN            NaN  0.294545        1.24209                 NaN            NaN            NaN
  1258.62        2500.00        94.9576                 NaN   1.38400                 NaN            NaN            NaN  0.749238        2.86007                 NaN  0.491050E-001            NaN
  1257.52        2500.00        98.3700                 NaN  0.246124                 NaN            NaN            NaN  0.197768        1.13867                 NaN  0.474132E-001            NaN
  1256.42        2500.00        98.0325                 NaN            NaN            NaN  0.501092                 NaN  0.391369        1.03857                 NaN  0.364563E-001            NaN
  1255.32        2500.00        91.3340                 NaN  0.422627        3.23980                 NaN            NaN   1.02506        3.84989                 NaN  0.128649                 NaN
  1254.22        2500.00       100.0000                 NaN            NaN            NaN  0.594636E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1253.12        2500.00        99.7854                 NaN  0.579328E-001            NaN            NaN            NaN  0.118037                 NaN            NaN  0.386567E-001            NaN
  1252.01        2500.00        97.1159                 NaN  0.737586                 NaN  0.935641E-001            NaN  0.386382        1.66655                 NaN            NaN            NaN
  1250.91        2500.00        91.6962                 NaN   2.27368                 NaN  0.124017                 NaN   1.30529        4.49704                 NaN  0.103774                 NaN
  1249.81        2500.00       100.0000       0.936649E-005            NaN            NaN  0.955424E-006            NaN            NaN  0.440355E-005            NaN            NaN            NaN
  1248.71        2500.00       100.0000       0.703091E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1247.61        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN  0.167123E-005  0.426738E-005            NaN            NaN  0.253884E-005
  1246.51        2500.00        95.1037                 NaN   1.49959                 NaN            NaN            NaN  0.703163        2.62995                 NaN  0.635563E-001            NaN
  1245.41        2500.00        96.2790                 NaN  0.931996                 NaN            NaN            NaN  0.482788        2.24044                 NaN  0.657662E-001            NaN
  1244.31        2500.00        98.9156                 NaN  0.169296       0.222003                 NaN            NaN  0.201129       0.484784                 NaN  0.713932E-002            NaN
  1243.21        2500.00        96.7893                 NaN  0.627711       0.364742                 NaN            NaN  0.449471        1.68404                 NaN  0.847624E-001            NaN
  1242.11        2500.00        98.7506                 NaN  0.173302                 NaN            NaN            NaN  0.158760E-001   1.04661                 NaN  0.136502E-001            NaN
  1241.01        2500.00        98.0400                 NaN  0.656643                 NaN            NaN            NaN  0.396387       0.903055                 NaN  0.395160E-002            NaN
  1239.91        2500.00        97.4245                 NaN  0.375492       0.346453                 NaN            NaN  0.381698        1.43080                 NaN  0.410116E-001            NaN
  1238.81        2500.00        92.3946                 NaN   1.71666       0.399393                 NaN            NaN   1.07065        4.32807                 NaN  0.906054E-001            NaN
  1237.71        2500.00        99.5208                 NaN  0.114182                 NaN            NaN            NaN  0.647715E-001  0.296640                 NaN  0.362953E-002            NaN
  1236.61        2500.00        99.3429                 NaN            NaN            NaN  0.132341                 NaN  0.102136       0.409786                 NaN  0.128277E-001            NaN
  1235.51        2500.00        99.8307                 NaN            NaN            NaN            NaN            NaN  0.202780E-001  0.145570                 NaN  0.341886E-002            NaN
  1234.41        2500.00        96.8143                 NaN  0.955328                 NaN            NaN            NaN  0.464162        1.72836                 NaN  0.378197E-001            NaN
  1233.31        2500.00        99.9140                 NaN  0.431982E-001            NaN            NaN            NaN            NaN  0.427623E-001            NaN            NaN            NaN
  1232.21        2500.00        97.1409                 NaN  0.754122                 NaN            NaN            NaN  0.399219        1.66837                 NaN  0.373720E-001            NaN
  1231.11        2500.00       100.0000                 NaN            NaN            NaN  0.415707E-005            NaN  0.260461E-005  0.462563E-005            NaN            NaN            NaN
  1230.00        2500.00       100.0000                 NaN  0.633814E-005            NaN            NaN            NaN  0.434955E-005  0.121607E-004            NaN  0.761311E-006            NaN
  1228.90        2500.00       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.923000E-005            NaN            NaN            NaN
  1227.80        2500.00        99.9998                 NaN  0.405381E-004            NaN            NaN            NaN  0.209934E-004  0.998277E-004            NaN  0.251332E-005            NaN
  1226.70        2500.00        72.2481                 NaN   4.06858       0.134755                 NaN            NaN   2.66198        13.4691                 NaN  0.219518        7.19800     
  1225.60        2500.00                 NaN            NaN   9.96344        2.28532                 NaN            NaN   8.56687        46.3654                 NaN  0.623992        32.1950     
  1224.50        2500.00                 NaN            NaN   10.0579        2.19124                 NaN            NaN   8.57250        46.3586                 NaN  0.624078        32.1957     
  1223.40        2500.00                 NaN            NaN   10.0923        2.15490                 NaN            NaN   8.57148        46.3603                 NaN  0.625020        32.1960     
  1222.30        2500.00                 NaN            NaN   10.0693        2.17870                 NaN            NaN   8.57615        46.3546                 NaN  0.624635        32.1966     
  1221.20        2500.00                 NaN            NaN   10.0546        2.19370                 NaN            NaN   8.57864        46.3517                 NaN  0.624322        32.1969     
  1220.10        2500.00                 NaN            NaN   10.0335        2.21519                 NaN            NaN   8.58234        46.3477                 NaN  0.623985        32.1973     
  1219.00        2500.00                 NaN            NaN   10.0252        2.22476                 NaN            NaN   8.58635        46.3422                 NaN  0.623541        32.1980     
  1217.90        2500.00                 NaN            NaN   10.0010        2.24853                 NaN            NaN   8.58976        46.3393                 NaN  0.623363        32.1981     
  1216.80        2500.00                 NaN            NaN   9.99978        2.25091                 NaN            NaN   8.59343        46.3342                 NaN  0.622894        32.1988     
  1215.70        2500.00                 NaN            NaN   10.0038        2.24762                 NaN            NaN   8.59729        46.3295                 NaN  0.622521        32.1993     
  1214.60        2500.00                 NaN            NaN   10.0008        2.25109                 NaN            NaN   8.60118        46.3250                 NaN  0.622170        32.1997     
  1213.50        2500.00                 NaN            NaN   9.99911        2.25341                 NaN            NaN   8.60513        46.3204                 NaN  0.621807        32.2002     
  1212.40        2500.00                 NaN            NaN   9.99998        2.25317                 NaN            NaN   8.60913        46.3157                 NaN  0.621438        32.2006     
  1211.30        2500.00                 NaN            NaN   10.0039        2.24990                 NaN            NaN   8.61318        46.3109                 NaN  0.621062        32.2010     
