|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1834.59        500.000        99.0007       0.967604       0.316662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        500.000        99.0007       0.967602       0.316662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        500.000        99.0007       0.967600       0.316661E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        500.000        99.0007       0.967599       0.316660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        500.000        99.0007       0.967597       0.316660E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        500.000        99.0007       0.967595       0.316659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        500.000        99.0007       0.967593       0.316659E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        500.000        99.0007       0.967591       0.316658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        500.000        99.0007       0.967589       0.316657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        500.000        99.0007       0.967587       0.316657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        500.000        99.0007       0.967585       0.316656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        500.000        99.0008       0.967583       0.316656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        500.000        99.0008       0.967582       0.316655E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        500.000        99.0008       0.967580       0.316654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        500.000        99.0008       0.967578       0.316654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        500.000        99.0008       0.967576       0.316653E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        500.000        99.0008       0.967574       0.316652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        500.000        99.0008       0.967572       0.316652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        500.000        99.0008       0.967570       0.316651E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        500.000        99.0008       0.967567       0.316650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        500.000        99.0008       0.967565       0.316650E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        500.000        99.0008       0.967563       0.316649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        500.000        99.0008       0.967561       0.316648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        500.000        99.0008       0.967559       0.316648E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        500.000        99.0008       0.967557       0.316647E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        500.000        99.0008       0.967555       0.316646E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        500.000        99.0008       0.967552       0.316645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        500.000        99.0008       0.967550       0.316645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        500.000        99.0008       0.967548       0.316644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        500.000        99.0008       0.967546       0.316643E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        500.000        99.0008       0.967543       0.316642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        500.000        99.0008       0.967541       0.316642E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        500.000        99.0008       0.967539       0.316641E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        500.000        99.0008       0.967537       0.316640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        500.000        99.0008       0.967534       0.316639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        500.000        99.0008       0.967532       0.316639E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        500.000        99.0008       0.967529       0.316638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        500.000        99.0008       0.967527       0.316637E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        500.000        99.0008       0.967525       0.316636E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        500.000        99.0008       0.967522       0.316635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        500.000        99.0008       0.967520       0.316635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        500.000        99.0008       0.967517       0.316634E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        500.000        99.0008       0.967515       0.316633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        500.000        99.0008       0.967512       0.316632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        500.000        99.0008       0.967510       0.316631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        500.000        99.0008       0.967507       0.316631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        500.000        99.0008       0.967504       0.316630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        500.000        99.0008       0.967502       0.316629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        500.000        99.0008       0.967499       0.316628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        500.000        99.0008       0.967497       0.316627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        500.000        99.0008       0.967494       0.316626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        500.000        99.0008       0.967491       0.316625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        500.000        99.0008       0.967488       0.316624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        500.000        99.0009       0.967486       0.316624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        500.000        99.0009       0.967483       0.316623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        500.000        99.0009       0.967480       0.316622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        500.000        99.0009       0.967477       0.316621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        500.000        99.0009       0.967474       0.316620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        500.000        99.0009       0.967472       0.316619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        500.000        99.0009       0.967469       0.316618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        500.000        99.0009       0.967466       0.316617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        500.000        99.0009       0.967463       0.316616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        500.000        99.0009       0.967460       0.316615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        500.000        99.0009       0.967457       0.316614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        500.000        99.0009       0.967454       0.316613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        500.000        99.0009       0.967451       0.316612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        500.000        99.0009       0.967448       0.316611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        99.0009       0.967445       0.316610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        500.000        99.0009       0.967440       0.316609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        500.000        99.0009       0.967438       0.316608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        500.000        99.0009       0.967435       0.316607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        500.000        99.0009       0.967432       0.316606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        500.000        99.0009       0.967429       0.316605E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        500.000        99.0009       0.967426       0.316604E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        500.000        98.6181       0.967375       0.107031E-001  0.403866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        500.000        99.9983                 NaN            NaN            NaN  0.174308E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        500.000        99.9868                 NaN            NaN            NaN  0.132215E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        500.000        99.9900                 NaN            NaN            NaN  0.998833E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        500.000        99.9839                 NaN            NaN            NaN  0.160993E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        500.000        99.9871                 NaN            NaN            NaN  0.129069E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        500.000        99.9873                 NaN            NaN            NaN  0.127352E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        500.000        99.9873                 NaN            NaN            NaN  0.126652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        500.000        99.9874                 NaN            NaN            NaN  0.125597E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        500.000        99.9874                 NaN            NaN            NaN  0.125600E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        500.000        99.9878                 NaN            NaN            NaN  0.122250E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        500.000        99.9878                 NaN            NaN            NaN  0.122327E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        500.000        99.9879                 NaN            NaN            NaN  0.121441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        500.000        99.9880                 NaN            NaN            NaN  0.120105E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        500.000        99.9881                 NaN            NaN            NaN  0.119054E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.9882                 NaN            NaN            NaN  0.118079E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.9883                 NaN            NaN            NaN  0.117269E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.9874                 NaN            NaN            NaN  0.125601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.9894                 NaN            NaN            NaN  0.105674E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.0165                 NaN            NaN  0.981853       0.160855E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.7538                 NaN            NaN  0.223436       0.227397E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.3467                 NaN            NaN  0.641227       0.121002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.3491                 NaN            NaN  0.638877       0.120559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.3516                 NaN            NaN  0.636365       0.120026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.3540                 NaN            NaN  0.634042       0.119525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.3557                 NaN            NaN  0.632418       0.119132E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.3590                 NaN            NaN  0.629099       0.118638E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3630                 NaN            NaN  0.625223       0.117889E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3650                 NaN            NaN  0.623223       0.117570E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3689                 NaN            NaN  0.619441       0.116914E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3715                 NaN            NaN  0.616816       0.116343E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3738                 NaN            NaN  0.614593       0.115955E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3772                 NaN            NaN  0.611221       0.115299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.2256                 NaN            NaN  0.759817       0.146320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.5481                 NaN            NaN  0.443559       0.829606E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        99.3887                 NaN            NaN  0.599961       0.113490E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        99.3889                 NaN            NaN  0.599736       0.113459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.3985                 NaN            NaN  0.590289       0.111742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.3997                 NaN            NaN  0.589157       0.111694E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.4048                 NaN            NaN  0.584102       0.110778E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.4082                 NaN            NaN  0.580797       0.110286E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.3258                 NaN            NaN  0.661684       0.125609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.5014                 NaN            NaN  0.489237       0.931566E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.9995                 NaN            NaN            NaN  0.514012E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8477                 NaN            NaN   1.13124       0.210522E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.9064                 NaN            NaN  0.100970                 NaN  0.992597                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.4473                 NaN            NaN  0.451148E-004            NaN  0.552617                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.2413                 NaN            NaN  0.431085E-002            NaN   1.75435                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.8715                 NaN            NaN  0.136047E-001            NaN   1.11486                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8808                 NaN            NaN  0.826120E-002            NaN   1.11090                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.8994                 NaN            NaN  0.820530E-002            NaN   1.09238                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9084                 NaN            NaN  0.429992E-001            NaN   1.04855                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9307                 NaN            NaN  0.432557E-001            NaN   1.02608                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9348                 NaN            NaN            NaN            NaN   1.06518                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9592                 NaN            NaN  0.896368E-001            NaN  0.951183                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9597                 NaN            NaN            NaN            NaN   1.04029                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9703                 NaN            NaN            NaN            NaN   1.02974                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9820                 NaN            NaN  0.138073E-001            NaN   1.00417                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9930                 NaN            NaN            NaN            NaN   1.00702                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0011                 NaN            NaN            NaN            NaN  0.998936                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0135                 NaN            NaN            NaN            NaN  0.986539                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0386                 NaN            NaN  0.382076                 NaN  0.579366                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0793                 NaN            NaN            NaN            NaN  0.920734                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0416                 NaN            NaN            NaN            NaN  0.958433                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0510                 NaN            NaN            NaN            NaN  0.949019                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0034                 NaN            NaN            NaN            NaN  0.695987       0.300635                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.8071                 NaN            NaN            NaN            NaN            NaN   1.19288                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.8020                 NaN            NaN            NaN            NaN            NaN   1.19796                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.8057                 NaN            NaN            NaN            NaN            NaN   1.19425                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.7933                 NaN            NaN            NaN            NaN            NaN   1.20666                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.7994                 NaN            NaN            NaN            NaN            NaN   1.20061                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.7509                 NaN            NaN            NaN            NaN            NaN   1.24912                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.7471                 NaN            NaN            NaN            NaN            NaN   1.25295                 NaN            NaN            NaN            NaN            NaN
