|6.6.6
Archiving\03_Data\eqLP/QFM_m3.75/Y98/Y98_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1660.26        500.000        98.8729                 NaN  0.963975       0.236606E-001  0.139440                 NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        98.8557                 NaN  0.963974       0.236606E-001  0.156686                 NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        98.8384                 NaN  0.963973       0.236605E-001  0.173932                 NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        98.8214                 NaN  0.963971       0.236605E-001  0.191007                 NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        97.9648                 NaN  0.963966       0.202520E-001  0.208818       0.842157                 NaN            NaN            NaN            NaN
  1644.23        500.000        97.0842                 NaN  0.963961       0.167145E-001  0.226675        1.70848                 NaN            NaN            NaN            NaN
  1641.03        500.000        96.2035                 NaN  0.963956       0.131771E-001  0.244532        2.57480                 NaN            NaN            NaN            NaN
  1637.82        500.000        95.3364                 NaN  0.963951       0.964352E-002  0.262007        3.42797                 NaN            NaN            NaN            NaN
  1634.62        500.000        94.4693                 NaN  0.963946       0.610996E-002  0.279481        4.28114                 NaN            NaN            NaN            NaN
  1631.41        500.000        93.6160                 NaN  0.963941       0.261787E-002  0.296805        5.12065                 NaN            NaN            NaN            NaN
  1628.21        500.000        92.7969                 NaN  0.963938                 NaN  0.313615        5.92554                 NaN            NaN            NaN            NaN
  1625.00        500.000        92.0465                 NaN  0.963942                 NaN  0.330071        6.65948                 NaN            NaN            NaN            NaN
  1621.79        500.000        91.2961                 NaN  0.963946                 NaN  0.346526        7.39342                 NaN            NaN            NaN            NaN
  1618.59        500.000        90.5457                 NaN  0.963950                 NaN  0.362982        8.12736                 NaN            NaN            NaN            NaN
  1615.38        500.000        89.7953                 NaN  0.963953                 NaN  0.379438        8.86131                 NaN            NaN            NaN            NaN
  1612.18        500.000        89.0576                 NaN  0.963957                 NaN  0.395024        9.58347                 NaN            NaN            NaN            NaN
  1608.97        500.000        88.3198                 NaN  0.963961                 NaN  0.410610        10.3056                 NaN            NaN            NaN            NaN
  1605.77        500.000        87.5820                 NaN  0.963965                 NaN  0.426196        11.0278                 NaN            NaN            NaN            NaN
  1602.56        500.000        86.8443                 NaN  0.963969                 NaN  0.441782        11.7500                 NaN            NaN            NaN            NaN
  1599.36        500.000        86.1065                 NaN  0.963973                 NaN  0.457368        12.4721                 NaN            NaN            NaN            NaN
  1596.15        500.000        85.3687                 NaN  0.963977                 NaN  0.472954        13.1943                 NaN            NaN            NaN            NaN
  1592.95        500.000        84.6310                 NaN  0.963981                 NaN  0.488541        13.9165                 NaN            NaN            NaN            NaN
  1589.74        500.000        83.8932                 NaN  0.963984                 NaN  0.504128        14.6387                 NaN            NaN            NaN            NaN
  1586.54        500.000        83.2033                 NaN  0.963988                 NaN  0.518648        15.3141                 NaN            NaN            NaN            NaN
  1583.33        500.000        82.5134                 NaN  0.963992                 NaN  0.533168        15.9895                 NaN            NaN            NaN            NaN
  1580.13        500.000        81.8234                 NaN  0.963996                 NaN  0.547689        16.6649                 NaN            NaN            NaN            NaN
  1576.92        500.000        81.1335                 NaN  0.964000                 NaN  0.562209        17.3403                 NaN            NaN            NaN            NaN
  1573.72        500.000        80.2202                 NaN  0.964003                 NaN  0.568177        17.8083       0.439346                 NaN            NaN            NaN
  1570.51        500.000        78.6525                 NaN  0.964007                 NaN  0.551157        17.7743        2.05802                 NaN            NaN            NaN
  1567.31        500.000        77.1567                 NaN  0.964010                 NaN  0.533570        17.7348        3.61095                 NaN            NaN            NaN
  1564.10        500.000        75.6608                 NaN  0.964014                 NaN  0.515983        17.6953        5.16389                 NaN            NaN            NaN
  1560.90        500.000        74.3482                 NaN  0.964017                 NaN  0.496168        17.6440        6.54768                 NaN            NaN            NaN
  1557.69        500.000        73.0355                 NaN  0.964019                 NaN  0.476353        17.5927        7.93148                 NaN            NaN            NaN
  1554.49        500.000        71.7228                 NaN  0.964022                 NaN  0.456537        17.5414        9.31529                 NaN            NaN            NaN
  1551.28        500.000        70.4101                 NaN  0.964025                 NaN  0.436722        17.4901        10.6991                 NaN            NaN            NaN
  1548.08        500.000        69.0974                 NaN  0.964028                 NaN  0.416906        17.4388        12.0829                 NaN            NaN            NaN
  1544.87        500.000        67.7846                 NaN  0.964031                 NaN  0.397091        17.3875        13.4668                 NaN            NaN            NaN
  1541.67        500.000        66.4719                 NaN  0.964034                 NaN  0.377275        17.3362        14.8506                 NaN            NaN            NaN
  1538.46        500.000        65.1592                 NaN  0.964037                 NaN  0.357459        17.2849        16.2345                 NaN            NaN            NaN
  1535.26        500.000        64.0537                 NaN  0.964039                 NaN  0.333315        17.2254        17.4235                 NaN            NaN            NaN
  1532.05        500.000        62.9483                 NaN  0.964041                 NaN  0.309170        17.1659        18.6126                 NaN            NaN            NaN
  1528.85        500.000        61.8428                 NaN  0.964044                 NaN  0.285026        17.1064        19.8017                 NaN            NaN            NaN
  1525.64        500.000        60.7374                 NaN  0.964046                 NaN  0.260881        17.0469        20.9908                 NaN            NaN            NaN
  1522.44        500.000        59.6319                 NaN  0.964048                 NaN  0.236736        16.9874        22.1799                 NaN            NaN            NaN
  1519.23        500.000        58.5264                 NaN  0.964050                 NaN  0.212591        16.9279        23.3690                 NaN            NaN            NaN
  1516.03        500.000        57.4210                 NaN  0.964053                 NaN  0.188446        16.8685        24.5581                 NaN            NaN            NaN
  1512.82        500.000        56.3155                 NaN  0.964055                 NaN  0.164301        16.8090        25.7472                 NaN            NaN            NaN
  1509.62        500.000        55.3078                 NaN  0.964057                 NaN  0.135527        16.7522        26.8405                 NaN            NaN            NaN
  1506.41        500.000        54.3001                 NaN  0.964059                 NaN  0.106753        16.6953        27.9337                 NaN            NaN            NaN
  1503.21        500.000        53.2924                 NaN  0.964061                 NaN  0.779791E-001   16.6385        29.0270                 NaN            NaN            NaN
  1500.00        500.000        52.2847                 NaN  0.964062                 NaN  0.492048E-001   16.5817        30.1203                 NaN            NaN            NaN
  1496.79        500.000        51.3200                 NaN  0.964064                 NaN  0.183123E-001   16.5270        31.1707                 NaN            NaN            NaN
  1493.59        500.000        50.3866                 NaN  0.964065                 NaN            NaN   16.4915        32.1578                 NaN            NaN            NaN
  1490.38        500.000        49.5183                 NaN  0.964067                 NaN            NaN   16.4677        33.0499                 NaN            NaN            NaN
  1487.18        500.000        48.6500                 NaN  0.964068                 NaN            NaN   16.4438        33.9421                 NaN            NaN            NaN
  1483.97        500.000        47.8121                 NaN  0.964069                 NaN            NaN   16.4273        34.7965                 NaN            NaN            NaN
  1480.77        500.000        46.9742                 NaN  0.964070                 NaN            NaN   16.4108        35.6510                 NaN            NaN            NaN
  1477.56        500.000        46.0045                 NaN  0.964072                 NaN            NaN   16.3575        36.0954       0.578585                 NaN            NaN
  1474.36        500.000        44.6046                 NaN  0.964076                 NaN            NaN   16.1822        35.2295        3.01958                 NaN            NaN
  1471.15        500.000        42.9580                 NaN  0.964081                 NaN            NaN   16.0450        34.4182        5.07179       0.542918                 NaN
  1467.95        500.000        41.1578                 NaN  0.964085                 NaN            NaN   15.9438        33.7635        6.52875        1.64205                 NaN
  1464.74        500.000        41.1578                 NaN  0.964085                 NaN            NaN   15.9438        33.7635        6.52875        1.64205                 NaN
  1461.54        500.000        37.7567                 NaN  0.964093                 NaN            NaN   15.7427        32.6591        3.76893        9.10846                 NaN
  1458.33        500.000        37.7567                 NaN  0.964093                 NaN            NaN   15.7427        32.6591        3.76893        9.10846                 NaN
  1455.13        500.000        34.6380                 NaN  0.964100                 NaN            NaN   15.5499        31.8215        5.78378        11.2427                 NaN
  1451.92        500.000        33.1736                 NaN  0.964103                 NaN            NaN   15.4559        31.5145        12.1330        6.75876                 NaN
  1448.72        500.000        31.7603                 NaN  0.964106                 NaN  0.156686E-001   15.3547        31.0698        7.70083        13.1346                 NaN
  1445.51        500.000        31.7603                 NaN  0.964106                 NaN  0.156686E-001   15.3547        31.0698        7.70083        13.1346                 NaN
  1442.31        500.000        29.0811                 NaN  0.964111                 NaN  0.639984E-001   15.1455        30.2131        15.0083        9.52389                 NaN
  1439.10        500.000        27.8296                 NaN  0.964113                 NaN  0.860931E-001   15.0396        29.9166        10.3988        15.7652                 NaN
  1435.90        500.000        25.4918                 NaN  0.964120                 NaN  0.120156        15.0713        29.2648        17.2480        11.3415       0.498202     
  1432.69        500.000        25.4918                 NaN  0.964120                 NaN  0.120156        15.0713        29.2648        17.2480        11.3415       0.498202     
  1429.49        500.000        25.4918                 NaN  0.964120                 NaN  0.120156        15.0713        29.2648        17.2480        11.3415       0.498202     
  1426.28        500.000        25.4918                 NaN  0.964120                 NaN  0.120156        15.0713        29.2648        17.2480        11.3415       0.498202     
  1423.08        500.000        25.4918                 NaN  0.964120                 NaN  0.120156        15.0713        29.2648        17.2480        11.3415       0.498202     
  1419.87        500.000        25.4918                 NaN  0.964120                 NaN  0.120156        15.0713        29.2648        17.2480        11.3415       0.498202     
  1416.67        500.000        25.4918                 NaN  0.964120                 NaN  0.120156        15.0713        29.2648        17.2480        11.3415       0.498202     
  1413.46        500.000        25.4918                 NaN  0.964120                 NaN  0.120156        15.0713        29.2648        17.2480        11.3415       0.498202     
  1410.26        500.000        11.2505                 NaN  0.964172                 NaN  0.324202        15.6816        24.8914        26.7490        15.3147        4.82440     
  1407.05        500.000        11.2505                 NaN  0.964172                 NaN  0.324202        15.6816        24.8914        26.7490        15.3147        4.82440     
  1403.85        500.000        11.2505                 NaN  0.964172                 NaN  0.324202        15.6816        24.8914        26.7490        15.3147        4.82440     
  1400.64        500.000        11.2505                 NaN  0.964172                 NaN  0.324202        15.6816        24.8914        26.7490        15.3147        4.82440     
  1397.44        500.000        11.2505                 NaN  0.964172                 NaN  0.324202        15.6816        24.8914        26.7490        15.3147        4.82440     
  1394.23        500.000        11.2505                 NaN  0.964172                 NaN  0.324202        15.6816        24.8914        26.7490        15.3147        4.82440     
  1391.03        500.000        11.2505                 NaN  0.964172                 NaN  0.324202        15.6816        24.8914        26.7490        15.3147        4.82440     
  1387.82        500.000        11.2505                 NaN  0.964172                 NaN  0.324202        15.6816        24.8914        26.7490        15.3147        4.82440     
  1384.62        500.000        5.79654                 NaN  0.964192                 NaN  0.409085        15.8479        23.4174        16.4346        30.2581        6.87220     
  1381.41        500.000        5.79654                 NaN  0.964192                 NaN  0.409085        15.8479        23.4174        16.4346        30.2581        6.87220     
  1378.21        500.000        5.79654                 NaN  0.964192                 NaN  0.409085        15.8479        23.4174        16.4346        30.2581        6.87220     
  1375.00        500.000        5.79654                 NaN  0.964192                 NaN  0.409085        15.8479        23.4174        16.4346        30.2581        6.87220     
  1371.79        500.000        5.79654                 NaN  0.964192                 NaN  0.409085        15.8479        23.4174        16.4346        30.2581        6.87220     
  1368.59        500.000        5.79654                 NaN  0.964192                 NaN  0.409085        15.8479        23.4174        16.4346        30.2581        6.87220     
  1365.38        500.000        5.79654                 NaN  0.964192                 NaN  0.409085        15.8479        23.4174        16.4346        30.2581        6.87220     
  1362.18        500.000        5.79654                 NaN  0.964192                 NaN  0.409085        15.8479        23.4174        16.4346        30.2581        6.87220     
  1358.97        500.000        2.82266                 NaN  0.964202                 NaN  0.454528        15.8671        22.8545        16.7555        32.0178        8.26368     
  1355.77        500.000        2.82266                 NaN  0.964202                 NaN  0.454528        15.8671        22.8545        16.7555        32.0178        8.26368     
  1352.56        500.000        2.82266                 NaN  0.964202                 NaN  0.454528        15.8671        22.8545        16.7555        32.0178        8.26368     
  1349.36        500.000        2.82266                 NaN  0.964202                 NaN  0.454528        15.8671        22.8545        16.7555        32.0178        8.26368     
  1346.15        500.000        2.82266                 NaN  0.964202                 NaN  0.454528        15.8671        22.8545        16.7555        32.0178        8.26368     
  1342.95        500.000        2.82266                 NaN  0.964202                 NaN  0.454528        15.8671        22.8545        16.7555        32.0178        8.26368     
  1339.74        500.000        2.82266                 NaN  0.964202                 NaN  0.454528        15.8671        22.8545        16.7555        32.0178        8.26368     
  1336.54        500.000        2.82266                 NaN  0.964202                 NaN  0.454528        15.8671        22.8545        16.7555        32.0178        8.26368     
  1333.33        500.000       0.839073                 NaN  0.964207                 NaN  0.478924        15.8126        22.7217        33.0434        16.7743        9.36576     
  1330.13        500.000       0.839073                 NaN  0.964207                 NaN  0.478924        15.8126        22.7217        33.0434        16.7743        9.36576     
  1326.92        500.000       0.839073                 NaN  0.964207                 NaN  0.478924        15.8126        22.7217        33.0434        16.7743        9.36576     
  1323.72        500.000       0.839073                 NaN  0.964207                 NaN  0.478924        15.8126        22.7217        33.0434        16.7743        9.36576     
  1320.51        500.000       0.498557E-001            NaN  0.964208                 NaN  0.485305        15.7650        22.7571        16.7299        33.4035        9.84522     
  1317.31        500.000                 NaN            NaN  0.964208                 NaN  0.482735        15.7686        22.9416        16.7818        33.1764        9.88464     
  1314.10        500.000                 NaN            NaN  0.964208                 NaN  0.477531        15.7846        23.1950        16.8386        32.8417        9.89825     
  1310.90        500.000                 NaN            NaN  0.964208                 NaN  0.477531        15.7846        23.1950        16.8386        32.8417        9.89825     
  1307.69        500.000                 NaN            NaN  0.964208                 NaN  0.470184        15.8101        23.6585        32.2313        16.9400        9.92565     
  1304.49        500.000                 NaN            NaN  0.964208                 NaN  0.470184        15.8101        23.6585        32.2313        16.9400        9.92565     
  1301.28        500.000                 NaN            NaN  0.964208                 NaN  0.470184        15.8101        23.6585        32.2313        16.9400        9.92565     
  1298.08        500.000                 NaN            NaN  0.964208                 NaN  0.470184        15.8101        23.6585        32.2313        16.9400        9.92565     
  1294.87        500.000                 NaN            NaN  0.964208                 NaN  0.470184        15.8101        23.6585        32.2313        16.9400        9.92565     
  1291.67        500.000                 NaN            NaN  0.964208                 NaN  0.470184        15.8101        23.6585        32.2313        16.9400        9.92565     
  1288.46        500.000                 NaN            NaN  0.964208                 NaN  0.470184        15.8101        23.6585        32.2313        16.9400        9.92565     
  1285.26        500.000                 NaN            NaN  0.964208                 NaN  0.470184        15.8101        23.6585        32.2313        16.9400        9.92565     
  1282.05        500.000                 NaN            NaN  0.964208                 NaN  0.446886        15.9029        25.3908        17.2901        29.9772        10.0279     
  1278.85        500.000                 NaN            NaN  0.964208                 NaN  0.446886        15.9029        25.3908        17.2901        29.9772        10.0279     
  1275.64        500.000                 NaN            NaN  0.964208                 NaN  0.446886        15.9029        25.3908        17.2901        29.9772        10.0279     
  1272.44        500.000                 NaN            NaN  0.964208                 NaN  0.446886        15.9029        25.3908        17.2901        29.9772        10.0279     
  1269.23        500.000                 NaN            NaN  0.964208                 NaN  0.446886        15.9029        25.3908        17.2901        29.9772        10.0279     
  1266.03        500.000                 NaN            NaN  0.964208                 NaN  0.446886        15.9029        25.3908        17.2901        29.9772        10.0279     
  1262.82        500.000                 NaN            NaN  0.964208                 NaN  0.446886        15.9029        25.3908        17.2901        29.9772        10.0279     
  1259.62        500.000                 NaN            NaN  0.964208                 NaN  0.446886        15.9029        25.3908        17.2901        29.9772        10.0279     
  1256.41        500.000                 NaN            NaN  0.964209                 NaN  0.434325        15.9830        26.9109        17.5350        28.0472        10.1254     
