|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/Y98/Y98_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1387.36        500.000        98.6775       0.289644       0.481765       0.180072       0.371006                 NaN            NaN            NaN
  1386.23        500.000        98.6916       0.281682       0.478084       0.181282       0.367357                 NaN            NaN            NaN
  1385.09        500.000        98.7055       0.273870       0.474312       0.182685       0.363602                 NaN            NaN            NaN
  1383.96        500.000        98.7190       0.265930       0.471444       0.183709       0.359965                 NaN            NaN            NaN
  1382.83        500.000        98.7317       0.468086       0.258621       0.185018       0.356534                 NaN            NaN            NaN
  1381.70        500.000        98.7412       0.466554       0.251918       0.186437       0.353867                 NaN            NaN            NaN
  1380.56        500.000        98.7575       0.461747       0.244304       0.186995       0.349497                 NaN            NaN            NaN
  1379.43        500.000        98.7689       0.236405       0.459218       0.188912       0.346585                 NaN            NaN            NaN
  1378.30        500.000        98.7837       0.454874       0.229875       0.189252       0.342298                 NaN            NaN            NaN
  1377.17        500.000        98.7899       0.224567       0.454194       0.190812       0.340562                 NaN            NaN            NaN
  1376.03        500.000        98.8048       0.216546       0.450153       0.191775       0.336741                 NaN            NaN            NaN
  1374.90        500.000        98.8167       0.209968       0.447371       0.192534       0.333411                 NaN            NaN            NaN
  1373.77        500.000        98.8276       0.444523       0.203318       0.194006       0.330574                 NaN            NaN            NaN
  1372.64        500.000        98.8316       0.444792       0.197207       0.196599       0.329848                 NaN            NaN            NaN
  1371.50        500.000        98.8553       0.191847       0.436880       0.193621       0.322403                 NaN            NaN            NaN
  1370.37        500.000        98.8569       0.438570       0.184432       0.197496       0.322626                 NaN            NaN            NaN
  1369.24        500.000        98.8735       0.179138       0.432951       0.196646       0.317765                 NaN            NaN            NaN
  1368.11        500.000        98.8523       0.398947       0.283450       0.149645       0.315624                 NaN            NaN            NaN
  1366.97        500.000        98.9196       0.463541       0.548953E-001  0.248702       0.313299                 NaN            NaN            NaN
  1365.84        500.000        98.9000       0.161263       0.427895       0.200220       0.310587                 NaN            NaN            NaN
  1364.71        500.000        98.9105       0.425314       0.156234       0.200392       0.307568                 NaN            NaN            NaN
  1363.57        500.000        98.9174       0.150528       0.424558       0.201978       0.305568                 NaN            NaN            NaN
  1362.44        500.000        98.9303       0.145869       0.420521       0.201473       0.301835                 NaN            NaN            NaN
  1361.31        500.000        98.9371       0.140290       0.419406       0.202997       0.300184                 NaN            NaN            NaN
  1360.18        500.000        98.9490       0.415984       0.135355       0.202959       0.296675                 NaN            NaN            NaN
  1359.04        500.000        98.9561       0.415152       0.130197       0.203846       0.294713                 NaN            NaN            NaN
  1357.91        500.000        98.9653       0.412447       0.125752       0.204294       0.292184                 NaN            NaN            NaN
  1356.78        500.000        98.9739       0.411474       0.119815       0.205131       0.289651                 NaN            NaN            NaN
  1355.65        500.000        98.9823       0.408484       0.117424       0.204651       0.287139                 NaN            NaN            NaN
  1354.51        500.000        98.9903       0.112161       0.407181       0.205423       0.284954                 NaN            NaN            NaN
  1353.38        500.000        98.9991       0.404789       0.108020       0.205720       0.282413                 NaN            NaN            NaN
  1352.25        500.000        99.0069       0.403230       0.104005       0.205790       0.280063                 NaN            NaN            NaN
  1351.12        500.000        98.9964       0.993948E-001  0.407564       0.211867       0.284824                 NaN            NaN            NaN
  1349.98        500.000        99.0452       0.392830       0.923566E-001  0.201827       0.267785                 NaN            NaN            NaN
  1348.85        500.000        99.0312       0.919087E-001  0.397383       0.206452       0.273066                 NaN            NaN            NaN
  1347.72        500.000        99.0372       0.396232       0.891664E-001  0.206295       0.271154                 NaN            NaN            NaN
  1346.59        500.000        99.0466       0.825218E-001  0.394151       0.207663       0.269035                 NaN            NaN            NaN
  1345.45        500.000        99.0538       0.392323       0.823646E-001  0.205455       0.266017                 NaN            NaN            NaN
  1344.32        500.000        99.0601       0.390764       0.788670E-001  0.205935       0.264320                 NaN            NaN            NaN
  1343.19        500.000        99.0629       0.765935E-001  0.389811       0.206895       0.263841                 NaN            NaN            NaN
  1342.05        500.000        99.0768       0.386621       0.735686E-001  0.204142       0.258890                 NaN            NaN            NaN
  1340.92        500.000        99.0820       0.385197       0.698580E-001  0.205215       0.257745                 NaN            NaN            NaN
  1339.79        500.000        99.0876       0.384080       0.676645E-001  0.204723       0.255976                 NaN            NaN            NaN
  1338.66        500.000        99.0951       0.382196       0.645081E-001  0.204456       0.253759                 NaN            NaN            NaN
  1337.52        500.000        99.1008       0.383816       0.539786E-001  0.208537       0.252916                 NaN            NaN            NaN
  1336.39        500.000        99.1003       0.664085E-001  0.380230       0.201551       0.251541                 NaN            NaN            NaN
  1335.26        500.000        99.1232       0.582827E-001  0.373379       0.200314       0.244778                 NaN            NaN            NaN
  1334.13        500.000        99.1208       0.560353E-001  0.375382       0.202062       0.245769                 NaN            NaN            NaN
  1332.99        500.000        99.1272       0.374122       0.536696E-001  0.201292       0.243740                 NaN            NaN            NaN
  1331.86        500.000        99.1333       0.520269E-001  0.372513       0.200459       0.241703                 NaN            NaN            NaN
  1330.73        500.000        99.1386       0.507829E-001  0.370894       0.199734       0.240010                 NaN            NaN            NaN
  1329.60        500.000        98.8247       0.656930E-001  0.506385       0.274361       0.328811                 NaN            NaN            NaN
  1328.46        500.000        99.4812       0.226188       0.238032E-001  0.124860       0.143931                 NaN            NaN            NaN
  1327.33        500.000        99.1069       0.330671       0.173434       0.140002       0.237612       0.113884E-001            NaN            NaN
  1326.20        500.000        98.9810       0.458926                 NaN  0.212266       0.270567       0.772457E-001            NaN            NaN
  1325.07        500.000        98.9916       0.452678                 NaN  0.211590       0.268001       0.761730E-001            NaN            NaN
  1323.93        500.000        99.0017       0.446656                 NaN  0.211187       0.265366       0.750815E-001            NaN            NaN
  1322.80        500.000        99.0131       0.442789                 NaN  0.208049       0.262152       0.738666E-001            NaN            NaN
  1321.67        500.000        99.0235       0.436277                 NaN  0.207687       0.259631       0.728713E-001            NaN            NaN
  1320.53        500.000        99.0334       0.431767                 NaN  0.206183       0.256903       0.717588E-001            NaN            NaN
  1319.40        500.000        99.0424       0.428628                 NaN  0.203923       0.254380       0.706935E-001            NaN            NaN
  1318.27        500.000        99.0518       0.423167                 NaN  0.203272       0.251972       0.697443E-001            NaN            NaN
  1317.14        500.000        99.0613       0.419940                 NaN  0.200908       0.249232       0.686441E-001            NaN            NaN
  1316.00        500.000        99.0712       0.415109                 NaN  0.199329       0.246671       0.676500E-001            NaN            NaN
  1314.87        500.000        99.0801       0.410685                 NaN  0.198250       0.244251       0.666826E-001            NaN            NaN
  1313.74        500.000        99.0895       0.405707                 NaN  0.197256       0.241804       0.657745E-001            NaN            NaN
  1312.61        500.000        99.0989       0.403063                 NaN  0.194132       0.239192       0.647386E-001            NaN            NaN
  1311.47        500.000        99.1065       0.398675                 NaN  0.193651       0.237174       0.639700E-001            NaN            NaN
  1310.34        500.000        99.1176       0.393420                 NaN  0.192041       0.234138       0.628337E-001            NaN            NaN
  1309.21        500.000        99.1253       0.389612                 NaN  0.190867       0.232192       0.620574E-001            NaN            NaN
  1308.08        500.000        99.1340       0.386434                 NaN  0.188755       0.229628       0.611376E-001            NaN            NaN
  1306.94        500.000        99.1426       0.382653                 NaN  0.187093       0.227389       0.603039E-001            NaN            NaN
  1305.81        500.000        99.1512       0.378293                 NaN  0.185879       0.225123       0.594699E-001            NaN            NaN
  1304.68        500.000        99.1590       0.375616                 NaN  0.183939       0.222902       0.585939E-001            NaN            NaN
  1303.55        500.000        99.1672       0.371608                 NaN  0.182744       0.220717       0.577766E-001            NaN            NaN
  1302.41        500.000        99.1753       0.368534                 NaN  0.180839       0.218432       0.569402E-001            NaN            NaN
  1301.28        500.000        99.1828       0.364862                 NaN  0.179684       0.216434       0.562092E-001            NaN            NaN
  1300.15        500.000        99.1890       0.363745                 NaN  0.176852       0.214911       0.555257E-001            NaN            NaN
  1299.01        500.000        99.1997       0.359171                 NaN  0.175450       0.211317       0.543637E-001            NaN            NaN
  1297.88        500.000        99.2064       0.355951                 NaN  0.173944       0.209894       0.538374E-001            NaN            NaN
  1296.75        500.000        99.2147       0.351109                 NaN  0.173400       0.207739       0.530336E-001            NaN            NaN
  1295.62        500.000        99.2218       0.348957                 NaN  0.171282       0.205638       0.523397E-001            NaN            NaN
  1294.48        500.000        99.2291       0.346044                 NaN  0.169511       0.203698       0.516041E-001            NaN            NaN
  1293.35        500.000        99.2369       0.342307                 NaN  0.168298       0.201608       0.508576E-001            NaN            NaN
  1292.22        500.000        99.2444       0.339547                 NaN  0.166292       0.199570       0.501599E-001            NaN            NaN
  1291.09        500.000        99.2516       0.336490                 NaN  0.164894       0.197580       0.494587E-001            NaN            NaN
  1289.95        500.000        99.2583       0.333926                 NaN  0.163315       0.195716       0.487715E-001            NaN            NaN
  1288.82        500.000        99.2660       0.330598                 NaN  0.161683       0.193681       0.480730E-001            NaN            NaN
  1287.69        500.000        99.2728       0.328098                 NaN  0.159924       0.191755       0.474141E-001            NaN            NaN
  1286.56        500.000        99.2795       0.325275                 NaN  0.158560       0.189910       0.467793E-001            NaN            NaN
  1285.42        500.000        99.2859       0.321876                 NaN  0.157760       0.188328       0.461272E-001            NaN            NaN
  1284.29        500.000        99.2937       0.320171                 NaN  0.154742       0.185903       0.454479E-001            NaN            NaN
  1283.16        500.000        99.3004       0.317565                 NaN  0.153131       0.184082       0.447854E-001            NaN            NaN
  1282.03        500.000        99.3064       0.314472                 NaN  0.152391       0.182553       0.442073E-001            NaN            NaN
  1280.89        500.000        99.3137       0.312051                 NaN  0.150201       0.180497       0.435584E-001            NaN            NaN
  1279.76        500.000        99.3193       0.310078                 NaN  0.148442       0.179085       0.430473E-001            NaN            NaN
  1278.63        500.000        99.3278       0.306615                 NaN  0.146762       0.176562       0.422537E-001            NaN            NaN
  1277.49        500.000        99.3334       0.304379                 NaN  0.145293       0.175164       0.417835E-001            NaN            NaN
  1276.36        500.000        99.3396       0.301755                 NaN  0.144050       0.173438       0.411624E-001            NaN            NaN
  1275.23        500.000        99.3459       0.299225                 NaN  0.142538       0.171737       0.406050E-001            NaN            NaN
  1274.10        500.000        99.3523       0.296594                 NaN  0.141066       0.170028       0.400321E-001            NaN            NaN
  1272.96        500.000        99.3582       0.294198                 NaN  0.139705       0.168456       0.394787E-001            NaN            NaN
  1271.83        500.000        97.4582       0.651254                 NaN  0.290404       0.384904       0.108456        1.10678                 NaN
  1270.70        500.000        90.9368        1.89044                 NaN  0.797732        1.12714       0.342342        4.90555                 NaN
  1269.57        500.000        91.6987        1.75084                 NaN  0.730600        1.03682       0.311446        4.47161                 NaN
  1268.43        500.000        92.3693        1.62608                 NaN  0.669357       0.957041       0.284655        4.09354                 NaN
  1267.30        500.000        92.9419        1.51922                 NaN  0.616345       0.888602       0.261852        3.77210                 NaN
  1266.17        500.000        93.4270        1.42783                 NaN  0.572223       0.830492       0.242505        3.49994                 NaN
  1265.04        500.000        93.8597        1.34742                 NaN  0.530384       0.778308       0.225321        3.25887                 NaN
  1263.90        500.000        94.2332        1.27529                 NaN  0.496595       0.733250       0.210537        3.05117                 NaN
  1262.77        500.000        94.5662        1.21202                 NaN  0.464847       0.692842       0.197308        2.86677                 NaN
  1261.64        500.000        94.8631        1.15303                 NaN  0.438469       0.656773       0.185609        2.70299                 NaN
  1260.51        500.000        95.1291        1.10187                 NaN  0.413003       0.624195       0.175032        2.55685                 NaN
  1259.37        500.000        95.3667        1.05482                 NaN  0.391374       0.595143       0.165558        2.42640                 NaN
  1258.24        500.000        95.5844        1.01176                 NaN  0.371104       0.568185       0.156919        2.30767                 NaN
  1257.11        500.000        95.7825       0.970326                 NaN  0.354275       0.543774       0.149132        2.20004                 NaN
  1255.97        500.000        95.9669       0.935971                 NaN  0.334462       0.520671       0.141672        2.10030                 NaN
  1254.84        500.000        96.1350       0.901947                 NaN  0.318760       0.499667       0.134945        2.00972                 NaN
  1253.71        500.000        96.2869       0.870087                 NaN  0.305582       0.480550       0.128855        1.92801                 NaN
  1252.58        500.000        96.4443       0.842097                 NaN  0.285767       0.459973       0.122876        1.84498                 NaN
  1251.44        500.000        96.5653       0.779584                 NaN  0.287698       0.446859       0.120240        1.80030                 NaN
  1250.31        500.000        96.6526       0.811035                 NaN  0.282014       0.433187       0.111703        1.70950                 NaN
  1249.18        500.000        96.8035       0.762571                 NaN  0.258801       0.414729       0.108044        1.65236                 NaN
  1248.05        500.000        96.9190       0.738367                 NaN  0.246456       0.399872       0.103447        1.59282                 NaN
  1246.91        500.000        97.0245       0.715632                 NaN  0.235844       0.386449       0.991132E-001   1.53845                 NaN
  1245.78        500.000        97.1127       0.699538                 NaN  0.228405       0.374468       0.954320E-001   1.48950                 NaN
  1244.65        500.000        97.2084       0.675374                 NaN  0.221279       0.362152       0.916697E-001   1.44117                 NaN
  1243.52        500.000        97.2950       0.656735                 NaN  0.213039       0.350686       0.880746E-001   1.39648                 NaN
  1242.38        500.000        97.3779       0.639195                 NaN  0.205137       0.339619       0.847226E-001   1.35340                 NaN
  1241.25        500.000        97.4555       0.621488                 NaN  0.198613       0.329418       0.815099E-001   1.31345                 NaN
  1240.12        500.000        97.5352       0.602774                 NaN  0.191323       0.318984       0.783108E-001   1.27345                 NaN
  1238.99        500.000        97.5984       0.590718                 NaN  0.185791       0.310012       0.756660E-001   1.23938                 NaN
  1237.85        500.000        97.6706       0.572879                 NaN  0.179555       0.300433       0.727394E-001   1.20379                 NaN
  1236.72        500.000        97.7355       0.556972                 NaN  0.175016       0.291822       0.700893E-001   1.17062                 NaN
  1235.59        500.000        97.7941       0.546501                 NaN  0.168062       0.283486       0.676240E-001   1.14026                 NaN
  1234.45        500.000        97.8555       0.529726                 NaN  0.164523       0.275254       0.651993E-001   1.10976                 NaN
  1233.32        500.000        97.9138       0.517812                 NaN  0.158267       0.267268       0.627649E-001   1.08009                 NaN
  1232.19        500.000        97.9686       0.505044                 NaN  0.153429       0.259668       0.604541E-001   1.05277                 NaN
  1231.06        500.000        98.0206       0.494361                 NaN  0.147808       0.252596       0.582877E-001   1.02635                 NaN
  1229.92        500.000        98.0725       0.480968                 NaN  0.144311       0.245145       0.563425E-001   1.00076                 NaN
  1228.79        500.000        98.1201       0.470731                 NaN  0.139712       0.238722       0.541736E-001  0.976594                 NaN
  1227.66        500.000        98.1693       0.441991                 NaN  0.144142       0.232991       0.529736E-001  0.958599                 NaN
  1226.53        500.000        96.9861       0.162524       0.572984       0.538773E-001  0.406838       0.663291E-001   1.75131                 NaN
  1225.39        500.000        98.7943       0.482994                 NaN  0.505281E-001  0.128829       0.390177E-001  0.504300                 NaN
  1224.26        500.000        99.0811       0.278708                 NaN  0.877778E-001  0.106217       0.316108E-001  0.414560                 NaN
  1223.13        500.000        98.3166       0.412483                 NaN  0.134602       0.210658       0.465582E-001  0.879093                 NaN
  1222.00        500.000        98.2128       0.207989                 NaN  0.247614       0.244640       0.559779E-001   1.03096                 NaN
  1220.86        500.000        98.5789       0.576698                 NaN  0.138873E-001  0.154037       0.317838E-001  0.644651                 NaN
  1219.73        500.000        98.3324       0.305710                 NaN  0.195894       0.214701       0.484575E-001  0.902788                 NaN
  1218.60        500.000        98.4693       0.230685       0.343066                 NaN  0.183421       0.297461E-001  0.743808                 NaN
  1217.47        500.000        97.2312       0.117028       0.661286                 NaN  0.365466       0.527391E-001   1.57228                 NaN
  1216.33        500.000        98.8135       0.300000                 NaN  0.125105       0.142798       0.323675E-001  0.586222                 NaN
  1215.20        500.000        99.4577       0.273824       0.280537E-001            NaN  0.517897E-001  0.154942E-001  0.173106                 NaN
  1214.07        500.000        95.5822        1.00411       0.437607                 NaN  0.509007       0.109192        2.35788                 NaN
  1212.93        500.000        99.7723       0.496381E-002            NaN  0.717689E-003  0.999373E-002            NaN            NaN  0.212033     
  1211.80        500.000        94.7787       0.544952                 NaN  0.286811       0.466601       0.636965E-001   2.09485        1.76439     
  1210.67        500.000       100.0000       0.106325E-004            NaN  0.134467E-005  0.507090E-005            NaN  0.209314E-004  0.903094E-005
  1209.54        500.000       100.0000                 NaN            NaN  0.125302E-005  0.143075E-005            NaN  0.674452E-005  0.166330E-004
  1208.40        500.000        81.7940        2.34074                 NaN  0.694613        1.58838       0.179494        6.81752        6.58527     
  1207.27        500.000        70.1493        3.42427                 NaN   1.17351        2.56294       0.285738        11.1023        11.3020     
  1206.14        500.000        99.9995       0.496257E-004            NaN  0.214456E-004  0.397355E-004  0.481229E-005  0.173678E-003  0.176333E-003
  1205.01        500.000        99.9988       0.105146E-003            NaN  0.803896E-004  0.102394E-003  0.102084E-004  0.423610E-003  0.436694E-003
  1203.87        500.000        99.9983       0.214393E-003            NaN  0.459875E-004  0.143159E-003  0.167342E-004  0.640764E-003  0.655942E-003
  1202.74        500.000        73.7881        2.91045                 NaN   1.14619        2.24016       0.243057        9.71157        9.96049     
  1201.61        500.000        83.9662       0.243097        1.47132       0.759749        1.36972       0.147723        5.94499        6.09721     
  1200.48        500.000        99.9998       0.294358E-004            NaN  0.609841E-005  0.193734E-004  0.228703E-005  0.878933E-004  0.895493E-004
  1199.34        500.000        88.5499        1.25679                 NaN  0.456489       0.963211       0.107693        4.28845        4.37743     
  1198.21        500.000        90.5629       0.997292                 NaN  0.394967       0.796780       0.861726E-001   3.53257        3.62927     
  1197.08        500.000        93.1121       0.827379                 NaN  0.226987       0.573746       0.634239E-001   2.59408        2.60232     
  1195.95        500.000        91.1171       0.880216                 NaN  0.389054       0.740963       0.809605E-001   3.32737        3.46433     
  1194.81        500.000        85.4827        1.45987                 NaN  0.648561        1.20278       0.135203        5.52640        5.54445     
  1193.68        500.000        98.6928       0.299634                 NaN            NaN  0.120804       0.331510E-002  0.449193       0.434259     
  1192.55        500.000        86.7648       0.452664        1.44375       0.105133        1.10796       0.919073E-001   5.00387        5.02991     
  1191.41        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.15        500.000        78.1229        3.18567       0.196101                 NaN   1.81184       0.123650        8.37619        8.18366     
  1188.02        500.000        88.1300        1.36924       0.272214                 NaN  0.941231       0.764324E-001   4.66921        4.54166     
  1186.88        500.000        70.9184        3.60946       0.317226                 NaN   2.27554       0.165128        11.6429        11.0714     
  1185.75        500.000                 NaN   6.96504                 NaN   3.72137        7.29852       0.873314        41.5081        39.6336     
  1184.62        500.000                 NaN   7.02949       0.783995E-005   3.67107        7.29883       0.873602        41.5081        39.6189     
  1183.49        500.000                 NaN   7.01982       0.843347E-005   3.67804        7.29913       0.873880        41.5080        39.6211     
  1182.35        500.000                 NaN   7.01024       0.814507E-005   3.68494        7.29943       0.874159        41.5079        39.6233     
  1181.22        500.000                 NaN   7.00073       0.377147E-005   3.69180        7.29973       0.874437        41.5078        39.6255     
  1180.09        500.000                 NaN   6.99130       0.354735E-005   3.69861        7.30004       0.874712        41.5077        39.6276     
  1178.96        500.000                 NaN   6.98192       0.344139E-005   3.70538        7.30034       0.874983        41.5076        39.6298     
  1177.82        500.000                 NaN   6.97262       0.332183E-005   3.71210        7.30064       0.875253        41.5075        39.6319     
  1176.69        500.000                 NaN   6.96340       0.323040E-005   3.71878        7.30095       0.875518        41.5073        39.6340     
  1175.56        500.000                 NaN   6.95376       0.530873E-003   3.72537        7.30126       0.875779        41.5072        39.6361     
  1174.43        500.000                 NaN   6.94485       0.339856E-003   3.73196        7.30158       0.876037        41.5070        39.6383     
  1173.29        500.000                 NaN   6.93590       0.204914E-003   3.73853        7.30187       0.876302        41.5068        39.6404     
  1172.16        500.000                 NaN   6.92700       0.115496E-003   3.74504        7.30218       0.876560        41.5067        39.6424     
  1171.03        500.000                 NaN   6.91809       0.613787E-004   3.75153        7.30248       0.876819        41.5065        39.6445     
  1169.89        500.000                 NaN   6.90933       0.282899E-005   3.75793        7.30280       0.877068        41.5063        39.6466     
  1168.76        500.000                 NaN   6.90054       0.279023E-005   3.76432        7.30311       0.877319        41.5061        39.6486     
  1167.63        500.000                 NaN   6.89181                 NaN   3.77066        7.30342       0.877567        41.5059        39.6507     
  1166.50        500.000                 NaN   6.88314       0.193398E-005   3.77695        7.30373       0.877812        41.5056        39.6527     
  1165.36        500.000                 NaN   6.87452                 NaN   3.78322        7.30405       0.878056        41.5054        39.6548     
  1164.23        500.000                 NaN   6.86599                 NaN   3.78943        7.30436       0.878296        41.5051        39.6568     
  1163.10        500.000                 NaN   6.85749                 NaN   3.79561        7.30468       0.878535        41.5049        39.6588     
  1161.97        500.000                 NaN   6.84908                 NaN   3.80174        7.30500       0.878771        41.5046        39.6608     
  1160.83        500.000                 NaN   6.84068                 NaN   3.80786        7.30533       0.879005        41.5043        39.6628     
  1159.70        500.000                 NaN   6.83237                 NaN   3.81392        7.30565       0.879237        41.5041        39.6648     
  1158.57        500.000                 NaN   6.82410                 NaN   3.81995        7.30597       0.879468        41.5038        39.6667     
  1157.44        500.000                 NaN   6.81592                 NaN   3.82593        7.30629       0.879696        41.5035        39.6687     
  1156.30        500.000                 NaN   6.80778                 NaN   3.83187        7.30662       0.879922        41.5032        39.6706     
  1155.17        500.000                 NaN   6.79970                 NaN   3.83778        7.30694       0.880146        41.5028        39.6726     
  1154.04        500.000                 NaN   6.79167                 NaN   3.84365        7.30727       0.880368        41.5025        39.6745     
  1152.91        500.000                 NaN   6.78370                 NaN   3.84948        7.30760       0.880587        41.5022        39.6764     
  1151.77        500.000                 NaN   6.77578                 NaN   3.85528        7.30794       0.880804        41.5018        39.6784     
  1150.64        500.000                 NaN   6.76791                 NaN   3.86105        7.30826       0.881020        41.5015        39.6803     
  1149.51        500.000                 NaN   6.76010                 NaN   3.86678        7.30860       0.881233        41.5011        39.6822     
  1148.37        500.000                 NaN   6.75234                 NaN   3.87248        7.30894       0.881444        41.5007        39.6841     
  1147.24        500.000                 NaN   6.74464                 NaN   3.87814        7.30928       0.881653        41.5003        39.6860     
