|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)        
  1231.00        2500.00                 NaN            NaN   9.35426        19.9343                 NaN   12.2190        55.6489        2.84356                 NaN
  1229.45        2500.00                 NaN            NaN   9.31101        20.0252                 NaN   12.2316        55.5935        2.83879                 NaN
  1227.90        2500.00                 NaN            NaN   9.30735        20.0325                 NaN   12.2353        55.5864        2.83850                 NaN
  1226.35        2500.00                 NaN            NaN   9.33269        19.9933                 NaN   12.2347        55.6029        2.83631                 NaN
  1224.80        2500.00                 NaN            NaN   9.50230        19.5793                 NaN   12.1988        55.8435        2.87608                 NaN
  1223.25        2500.00                 NaN            NaN   9.50217        19.5816                 NaN   12.2014        55.8394        2.87547                 NaN
  1221.70        2500.00                 NaN            NaN   9.50125        19.5858                 NaN   12.2041        55.8342        2.87474                 NaN
  1220.15        2500.00                 NaN            NaN   9.50077        19.5889                 NaN   12.2068        55.8295        2.87405                 NaN
  1218.60        2500.00                 NaN            NaN   9.50019        19.5922                 NaN   12.2094        55.8249        2.87337                 NaN
  1217.05        2500.00                 NaN            NaN   9.49908        19.5969                 NaN   12.2121        55.8193        2.87257                 NaN
  1215.50        2500.00                 NaN            NaN   9.49874        19.5997                 NaN   12.2146        55.8150        2.87190                 NaN
  1213.95        2500.00                 NaN            NaN   9.49867        19.6019                 NaN   12.2171        55.8110        2.87129                 NaN
  1212.40        2500.00                 NaN            NaN   9.49798        19.6056                 NaN   12.2197        55.8062        2.87057                 NaN
  1210.85        2500.00                 NaN            NaN   9.49743        19.6089                 NaN   12.2222        55.8015        2.86985                 NaN
  1209.30        2500.00                 NaN            NaN   9.49647        19.6132                 NaN   12.2249        55.7963        2.86909                 NaN
  1207.75        2500.00                 NaN            NaN   9.49583        19.6168                 NaN   12.2274        55.7916        2.86835                 NaN
  1206.20        2500.00                 NaN            NaN   9.49466        19.6217                 NaN   12.2300        55.7862        2.86753                 NaN
  1204.65        2500.00                 NaN            NaN   9.49356        19.6263                 NaN   12.2326        55.7808        2.86673                 NaN
  1203.10        2500.00                 NaN            NaN   9.49331        19.6290                 NaN   12.2350        55.7766        2.86604                 NaN
  1201.55        2500.00                 NaN            NaN   9.49239        19.6333                 NaN   12.2375        55.7716        2.86526                 NaN
  1200.00        2500.00                 NaN            NaN   9.49170        19.6370                 NaN   12.2399        55.7669        2.86452                 NaN
  1198.44        2500.00                 NaN            NaN   9.49241        19.6373                 NaN   12.2419        55.7644        2.86397                 NaN
  1196.89        2500.00                 NaN            NaN   9.49798        19.6259                 NaN   12.2439        55.7684        2.86378                 NaN
  1195.34        2500.00                 NaN            NaN   9.49094        19.6450                 NaN   12.2467        55.7549        2.86244                 NaN
  1193.79        2500.00                 NaN            NaN   9.49009        19.6492                 NaN   12.2491        55.7499        2.86165                 NaN
  1192.24        2500.00                 NaN            NaN   9.52468        19.5373                 NaN   12.2453        55.8214        2.87140                 NaN
  1190.69        2500.00                 NaN            NaN   9.52647        19.5342                 NaN   12.2469        55.8213        2.87116                 NaN
  1189.14        2500.00                 NaN            NaN   9.52443        19.5401                 NaN   12.2496        55.8156        2.87037                 NaN
  1187.59        2500.00                 NaN            NaN   9.52443        19.5412                 NaN   12.2517        55.8129        2.86988                 NaN
  1186.04        2500.00                 NaN            NaN   9.52598        19.5386                 NaN   12.2532        55.8126        2.86960                 NaN
  1184.49        2500.00                 NaN            NaN   9.52442        19.5434                 NaN   12.2558        55.8075        2.86888                 NaN
  1182.94        2500.00                 NaN            NaN   9.52568        19.5413                 NaN   12.2574        55.8071        2.86858                 NaN
  1181.39        2500.00                 NaN            NaN   9.52575        19.5423                 NaN   12.2593        55.8046        2.86808                 NaN
  1179.84        2500.00                 NaN            NaN   9.52532        19.5442                 NaN   12.2614        55.8015        2.86754                 NaN
  1178.29        2500.00                 NaN            NaN   9.52380        19.5489                 NaN   12.2639        55.7966        2.86683                 NaN
  1176.74        2500.00                 NaN            NaN   9.52494        19.5470                 NaN   12.2654        55.7961        2.86651                 NaN
  1175.19        2500.00                 NaN            NaN   9.52534        19.5474                 NaN   12.2672        55.7940        2.86604                 NaN
  1173.64        2500.00                 NaN            NaN   9.52359        19.5521                 NaN   12.2696        55.7894        2.86536                 NaN
  1172.09        2500.00                 NaN            NaN   9.52341        19.5534                 NaN   12.2715        55.7868        2.86484                 NaN
  1170.54        2500.00                 NaN            NaN   9.52317        19.5549                 NaN   12.2734        55.7842        2.86432                 NaN
  1168.99        2500.00                 NaN            NaN   9.52287        19.5564                 NaN   12.2753        55.7815        2.86380                 NaN
  1167.44        2500.00                 NaN            NaN   9.52260        19.5579                 NaN   12.2772        55.7790        2.86327                 NaN
  1165.89        2500.00                 NaN            NaN   9.52234        19.5594                 NaN   12.2791        55.7764        2.86275                 NaN
  1164.34        2500.00                 NaN            NaN   9.52203        19.5610                 NaN   12.2809        55.7738        2.86222                 NaN
  1162.79        2500.00                 NaN            NaN   9.52178        19.5624                 NaN   12.2828        55.7714        2.86170                 NaN
  1161.24        2500.00                 NaN            NaN   9.52149        19.5639                 NaN   12.2846        55.7689        2.86118                 NaN
  1159.69        2500.00                 NaN            NaN   9.52115        19.5654                 NaN   12.2864        55.7664        2.86066                 NaN
  1158.14        2500.00                 NaN            NaN   9.52083        19.5669                 NaN   12.2882        55.7640        2.86013                 NaN
  1156.59        2500.00                 NaN            NaN   9.52145        19.5659                 NaN   12.2896        55.7632        2.85977                 NaN
  1155.04        2500.00                 NaN            NaN   9.52086        19.5679                 NaN   12.2915        55.7606        2.85923                 NaN
  1153.48        2500.00                 NaN            NaN   9.52050        19.5693                 NaN   12.2932        55.7583        2.85871                 NaN
  1151.93        2500.00                 NaN            NaN   9.52010        19.5709                 NaN   12.2949        55.7559        2.85819                 NaN
  1150.38        2500.00                 NaN            NaN   9.51972        19.5724                 NaN   12.2966        55.7536        2.85768                 NaN
  1148.83        2500.00                 NaN            NaN   9.51941        19.5737                 NaN   12.2983        55.7515        2.85717                 NaN
  1147.28        2500.00                 NaN            NaN   9.51898        19.5752                 NaN   12.2999        55.7492        2.85665                 NaN
  1145.73        2500.00                 NaN            NaN   9.51856        19.5767                 NaN   12.3016        55.7470        2.85614                 NaN
  1144.18        2500.00                 NaN            NaN   9.51815        19.5781                 NaN   12.3032        55.7449        2.85564                 NaN
  1142.63        2500.00                 NaN            NaN   9.51768        19.5796                 NaN   12.3048        55.7428        2.85513                 NaN
  1141.08        2500.00                 NaN            NaN   9.51722        19.5810                 NaN   12.3064        55.7407        2.85463                 NaN
  1139.53        2500.00                 NaN            NaN   9.51677        19.5824                 NaN   12.3080        55.7387        2.85413                 NaN
  1137.98        2500.00                 NaN            NaN   9.51627        19.5839                 NaN   12.3095        55.7367        2.85363                 NaN
  1136.43        2500.00                 NaN            NaN   9.51583        19.5852                 NaN   12.3111        55.7348        2.85313                 NaN
  1134.88        2500.00                 NaN            NaN   9.51534        19.5866                 NaN   12.3126        55.7329        2.85264                 NaN
  1133.33        2500.00                 NaN            NaN   9.51483        19.5879                 NaN   12.3141        55.7310        2.85215                 NaN
  1131.78        2500.00                 NaN            NaN   9.50351        19.6405                 NaN   12.3221        55.6885        2.84540                 NaN
  1130.23        2500.00                 NaN            NaN   9.50209        19.6462                 NaN   12.3241        55.6832        2.84438                 NaN
  1128.68        2500.00                 NaN            NaN   9.50066        19.6519                 NaN   12.3262        55.6779        2.84335                 NaN
  1127.13        2500.00                 NaN            NaN   9.49920        19.6578                 NaN   12.3282        55.6725        2.84232                 NaN
  1125.58        2500.00                 NaN            NaN   9.49787        19.6633                 NaN   12.3302        55.6673        2.84130                 NaN
  1124.03        2500.00                 NaN            NaN   9.49635        19.6693                 NaN   12.3323        55.6619        2.84023                 NaN
  1122.48        2500.00                 NaN            NaN   9.49487        19.6752                 NaN   12.3343        55.6564        2.83917                 NaN
  1120.93        2500.00                 NaN            NaN   9.49334        19.6813                 NaN   12.3363        55.6509        2.83810                 NaN
  1119.38        2500.00                 NaN            NaN   9.49179        19.6874                 NaN   12.3383        55.6454        2.83701                 NaN
  1117.83        2500.00                 NaN            NaN   9.49016        19.6938                 NaN   12.3404        55.6397        2.83591                 NaN
  1116.28        2500.00                 NaN            NaN   9.48861        19.7000                 NaN   12.3424        55.6342        2.83481                 NaN
  1114.73        2500.00                 NaN            NaN   9.48697        19.7065                 NaN   12.3444        55.6285        2.83369                 NaN
  1113.18        2500.00                 NaN            NaN   9.48532        19.7129                 NaN   12.3465        55.6227        2.83256                 NaN
  1111.63        2500.00                 NaN            NaN   9.48548        19.7149                 NaN   12.3479        55.6200        2.83179                 NaN
  1110.07        2500.00                 NaN            NaN   9.48193        19.7262                 NaN   12.3505        55.6111        2.83027                 NaN
  1108.52        2500.00                 NaN            NaN   9.48016        19.7331                 NaN   12.3526        55.6051        2.82909                 NaN
  1106.97        2500.00                 NaN            NaN   9.47826        19.7397                 NaN   12.3547        55.5993        2.82801                 NaN
  1105.42        2500.00                 NaN            NaN   9.47632        19.7470                 NaN   12.3568        55.5931        2.82679                 NaN
  1103.87        2500.00                 NaN            NaN   9.47472        19.7535                 NaN   12.3588        55.5873        2.82563                 NaN
  1102.32        2500.00                 NaN            NaN   9.47289        19.7606                 NaN   12.3608        55.5812        2.82442                 NaN
  1100.77        2500.00                 NaN            NaN   9.47102        19.7679                 NaN   12.3628        55.5751        2.82320                 NaN
  1099.22        2500.00                 NaN            NaN   9.46920        19.7750                 NaN   12.3649        55.5689        2.82197                 NaN
  1097.67        2500.00                 NaN            NaN   9.46727        19.7825                 NaN   12.3669        55.5626        2.82072                 NaN
  1096.12        2500.00                 NaN            NaN   9.46540        19.7898                 NaN   12.3689        55.5564        2.81947                 NaN
  1094.57        2500.00                 NaN            NaN   9.46346        19.7973                 NaN   12.3710        55.5500        2.81820                 NaN
  1093.02        2500.00                 NaN            NaN   9.46155        19.8048                 NaN   12.3730        55.5437        2.81693                 NaN
  1091.47        2500.00                 NaN            NaN   9.45955        19.8126                 NaN   12.3751        55.5372        2.81563                 NaN
  1089.92        2500.00                 NaN            NaN   9.45764        19.8201                 NaN   12.3771        55.5309        2.81434                 NaN
  1088.37        2500.00                 NaN            NaN   9.45566        19.8279                 NaN   12.3791        55.5244        2.81304                 NaN
  1086.82        2500.00                 NaN            NaN   9.45409        19.8344                 NaN   12.3811        55.5186        2.81180                 NaN
  1085.27        2500.00                 NaN            NaN   9.45264        19.8407                 NaN   12.3830        55.5130        2.81057                 NaN
  1083.72        2500.00                 NaN            NaN   9.45114        19.8472                 NaN   12.3850        55.5074        2.80934                 NaN
  1082.17        2500.00                 NaN            NaN   9.44983        19.8531                 NaN   12.3869        55.5020        2.80814                 NaN
  1080.62        2500.00                 NaN            NaN   9.44853        19.8591                 NaN   12.3887        55.4967        2.80694                 NaN
  1079.07        2500.00                 NaN            NaN   9.44733        19.8648                 NaN   12.3905        55.4915        2.80576                 NaN
  1077.52        2500.00                 NaN            NaN   9.44606        19.8708                 NaN   12.3924        55.4862        2.80455                 NaN
  1075.97        2500.00                 NaN            NaN   9.44485        19.8766                 NaN   12.3942        55.4810        2.80335                 NaN
  1074.42        2500.00                 NaN            NaN   9.44362        19.8825                 NaN   12.3960        55.4758        2.80214                 NaN
  1072.87        2500.00                 NaN            NaN   9.44240        19.8883                 NaN   12.3978        55.4706        2.80093                 NaN
  1071.32        2500.00                 NaN            NaN   9.44119        19.8942                 NaN   12.3996        55.4653        2.79971                 NaN
  1069.77        2500.00                 NaN            NaN   9.43995        19.9001                 NaN   12.4014        55.4600        2.79848                 NaN
  1068.22        2500.00                 NaN            NaN   9.43879        19.9059                 NaN   12.4032        55.4549        2.79726                 NaN
  1066.67        2500.00                 NaN            NaN   9.43759        19.9118                 NaN   12.4050        55.4496        2.79602                 NaN
  1065.11        2500.00                 NaN            NaN   9.43645        19.9175                 NaN   12.4067        55.4445        2.79480                 NaN
  1063.56        2500.00                 NaN            NaN   9.43527        19.9234                 NaN   12.4085        55.4392        2.79355                 NaN
  1062.01        2500.00                 NaN            NaN   9.43415        19.9292                 NaN   12.4103        55.4341        2.79232                 NaN
  1060.46        2500.00                 NaN            NaN   9.43315        19.9346                 NaN   12.4119        55.4292        2.79112                 NaN
  1058.91        2500.00                 NaN            NaN   9.43210        19.9402                 NaN   12.4136        55.4242        2.78988                 NaN
  1057.36        2500.00                 NaN            NaN   9.43124        19.9452                 NaN   12.4152        55.4196        2.78872                 NaN
  1055.81        2500.00                 NaN            NaN   9.43018        19.9509                 NaN   12.4169        55.4145        2.78747                 NaN
  1054.26        2500.00                 NaN            NaN   9.42912        19.9566                 NaN   12.4187        55.4094        2.78621                 NaN
  1052.71        2500.00                 NaN            NaN   9.42807        19.9623                 NaN   12.4204        55.4043        2.78495                 NaN
  1051.16        2500.00                 NaN            NaN   9.42703        19.9679                 NaN   12.4221        55.3993        2.78369                 NaN
  1049.61        2500.00                 NaN            NaN   9.42602        19.9736                 NaN   12.4238        55.3942        2.78242                 NaN
  1048.06        2500.00                 NaN            NaN   9.42502        19.9792                 NaN   12.4255        55.3892        2.78115                 NaN
  1046.51        2500.00                 NaN            NaN   9.42405        19.9848                 NaN   12.4271        55.3841        2.77988                 NaN
  1044.96        2500.00                 NaN            NaN   9.42585        19.9828                 NaN   12.4289        55.3836        2.77886                 NaN
  1043.41        2500.00                 NaN            NaN   9.43253        19.9675                 NaN   12.4307        55.3910        2.77827                 NaN
  1041.86        2500.00                 NaN            NaN   9.43921        19.9522                 NaN   12.4325        55.3984        2.77767                 NaN
  1040.31        2500.00                 NaN            NaN   9.44586        19.9369                 NaN   12.4344        55.4058        2.77706                 NaN
  1038.76        2500.00                 NaN            NaN   9.45247        19.9218                 NaN   12.4363        55.4131        2.77645                 NaN
  1037.21        2500.00                 NaN            NaN   9.45904        19.9067                 NaN   12.4381        55.4203        2.77583                 NaN
  1035.66        2500.00                 NaN            NaN   9.46518        19.8927                 NaN   12.4400        55.4269        2.77519                 NaN
  1034.11        2500.00                 NaN            NaN   9.46190        19.9006                 NaN   12.4419        55.4211        2.77446                 NaN
  1032.56        2500.00                 NaN            NaN   9.45871        19.9084                 NaN   12.4439        55.4153        2.77370                 NaN
  1031.01        2500.00                 NaN            NaN   9.45534        19.9167                 NaN   12.4459        55.4092        2.77291                 NaN
  1029.46        2500.00                 NaN            NaN   9.45215        19.9244                 NaN   12.4478        55.4035        2.77218                 NaN
  1027.91        2500.00                 NaN            NaN   9.44880        19.9326                 NaN   12.4498        55.3975        2.77141                 NaN
  1026.36        2500.00                 NaN            NaN   9.44545        19.9407                 NaN   12.4518        55.3914        2.77063                 NaN
  1024.81        2500.00                 NaN            NaN   9.45894        19.9456                 NaN   12.4576        55.3757        2.76209                 NaN
  1023.26        2500.00                 NaN            NaN   9.45801        19.9536                 NaN   12.4603        55.3680        2.76013                 NaN
  1021.70        2500.00                 NaN            NaN   9.45708        19.9616                 NaN   12.4629        55.3602        2.75814                 NaN
  1020.15        2500.00                 NaN            NaN   9.45615        19.9698                 NaN   12.4656        55.3523        2.75613                 NaN
  1018.60        2500.00                 NaN            NaN   9.45520        19.9781                 NaN   12.4683        55.3443        2.75409                 NaN
  1017.05        2500.00                 NaN            NaN   9.45427        19.9864                 NaN   12.4710        55.3363        2.75202                 NaN
  1015.50        2500.00                 NaN            NaN   9.45332        19.9949                 NaN   12.4738        55.3280        2.74992                 NaN
  1013.95        2500.00                 NaN            NaN   9.45160        20.0037                 NaN   12.4764        55.3201        2.74813                 NaN
  1012.40        2500.00                 NaN            NaN   9.44769        20.0129                 NaN   12.4785        55.3136        2.74736                 NaN
  1010.85        2500.00                 NaN            NaN   9.44375        20.0221                 NaN   12.4806        55.3069        2.74658                 NaN
  1009.30        2500.00                 NaN            NaN   9.43979        20.0314                 NaN   12.4828        55.3002        2.74578                 NaN
  1007.75        2500.00                 NaN            NaN   9.43576        20.0409                 NaN   12.4849        55.2935        2.74498                 NaN
  1006.20        2500.00                 NaN            NaN   9.43170        20.0504                 NaN   12.4871        55.2867        2.74417                 NaN
  1004.65        2500.00                 NaN            NaN   9.42761        20.0600                 NaN   12.4893        55.2798        2.74335                 NaN
  1003.10        2500.00                 NaN            NaN   9.42347        20.0697                 NaN   12.4914        55.2729        2.74253                 NaN
  1001.55        2500.00                 NaN            NaN   9.41331        20.1265                 NaN   12.5035        55.2267        2.72992                 NaN
  1000.00        2500.00                 NaN            NaN   9.37274        20.1783                 NaN   12.5057        55.2089        2.73433                 NaN
