|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m4.75/WD94/WD94_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1524.03        500.000        99.3652                 NaN  0.634760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        500.000        99.4761                 NaN  0.523917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        500.000        99.3211                 NaN  0.678888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        500.000        99.3868                 NaN  0.613060       0.101590E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        500.000        99.3857                 NaN  0.614336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        500.000        99.4671                 NaN  0.532892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        500.000        99.3200                 NaN  0.679973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        500.000        99.3998                 NaN  0.600223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        500.000        99.4053                 NaN  0.594704       0.154409E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        500.000        99.4090                 NaN  0.591023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        500.000        99.4111                 NaN  0.588909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        500.000        99.4165                 NaN  0.583453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        500.000        99.4205                 NaN  0.579546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        500.000        99.4237                 NaN  0.576281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        500.000        99.4269                 NaN  0.573076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        500.000        99.4288                 NaN  0.571226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        500.000        99.4339                 NaN  0.566058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        500.000        99.3688                 NaN  0.233534                 NaN  0.397698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        500.000        99.3231                 NaN  0.198948                 NaN  0.477976                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        500.000        99.3109                 NaN            NaN            NaN  0.689055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        500.000        99.3337                 NaN            NaN            NaN  0.666329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        500.000        99.3321                 NaN  0.557424E-001            NaN  0.612181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        500.000        99.3183                 NaN            NaN            NaN  0.681746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        500.000        99.3305                 NaN  0.770078E-001            NaN  0.592530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        500.000        99.3272                 NaN            NaN            NaN  0.672848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        500.000        99.3300                 NaN            NaN            NaN  0.669965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        500.000        99.3250                 NaN            NaN            NaN  0.674986                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        500.000        99.3345                 NaN            NaN            NaN  0.665504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        500.000        99.3321                 NaN            NaN            NaN  0.667874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        500.000        99.3270                 NaN            NaN            NaN  0.672998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        500.000        99.3306                 NaN            NaN            NaN  0.669427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        500.000        99.3296                 NaN            NaN            NaN  0.670420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000        99.3279                 NaN            NaN            NaN  0.672078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        500.000        99.3260                 NaN            NaN            NaN  0.674032                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        500.000        99.3196                 NaN            NaN            NaN  0.680378                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        500.000        99.3229                 NaN            NaN            NaN  0.677110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        500.000        99.3151                 NaN            NaN            NaN  0.684937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        500.000        99.3084                 NaN            NaN            NaN  0.691576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        500.000        99.3022                 NaN            NaN            NaN  0.697807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        500.000        99.2953                 NaN            NaN            NaN  0.704681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        500.000        99.1069                 NaN            NaN            NaN  0.552029       0.341077                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        500.000        98.9037                 NaN            NaN            NaN  0.354142       0.742204                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.60        500.000        98.9132                 NaN            NaN            NaN  0.735711       0.351058                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.09        500.000        98.9227                 NaN            NaN            NaN  0.730441       0.346872                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.58        500.000        98.9343                 NaN            NaN            NaN  0.722567       0.343124                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.07        500.000        98.9441                 NaN            NaN            NaN  0.717356       0.338592                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.56        500.000        98.9547                 NaN            NaN            NaN  0.335622       0.709714                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.05        500.000        98.9652                 NaN            NaN            NaN  0.703636       0.331197                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.54        500.000        98.9735                 NaN            NaN            NaN  0.698073       0.328410                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.03        500.000        99.0375                 NaN            NaN            NaN  0.307664       0.654853                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.52        500.000        98.9400                 NaN            NaN            NaN  0.720424       0.339608                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.01        500.000        99.0059                 NaN            NaN            NaN  0.676270       0.317818                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.50        500.000        99.0124                 NaN            NaN            NaN  0.313752       0.673854                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.99        500.000        99.0212                 NaN            NaN            NaN  0.668750       0.310051                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.48        500.000        99.0287                 NaN            NaN            NaN  0.663901       0.307422                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.97        500.000        99.0384                 NaN            NaN            NaN  0.304247       0.657345                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        500.000        99.0469                 NaN            NaN            NaN  0.652126       0.301008                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.95        500.000        97.8033                 NaN            NaN            NaN  0.855185       0.835576                 NaN  0.505931                 NaN            NaN            NaN            NaN
  1436.44        500.000        96.8115                 NaN            NaN            NaN  0.972879        1.29898                 NaN  0.916605                 NaN            NaN            NaN            NaN
  1434.93        500.000        96.8812                 NaN            NaN            NaN   1.26810       0.953946                 NaN  0.896759                 NaN            NaN            NaN            NaN
  1433.42        500.000        96.9701                 NaN            NaN            NaN   1.23150       0.927074                 NaN  0.871291                 NaN            NaN            NaN            NaN
  1431.91        500.000        97.0361                 NaN            NaN            NaN  0.908449        1.20273                 NaN  0.852738                 NaN            NaN            NaN            NaN
  1430.40        500.000        97.1067                 NaN            NaN            NaN  0.886978        1.17346                 NaN  0.832856                 NaN            NaN            NaN            NaN
  1428.89        500.000        97.1793                 NaN            NaN            NaN   1.14274       0.866354                 NaN  0.811628                 NaN            NaN            NaN            NaN
  1427.38        500.000        97.2386                 NaN            NaN            NaN   1.11671       0.850003                 NaN  0.794703                 NaN            NaN            NaN            NaN
  1425.87        500.000        97.2996                 NaN            NaN            NaN  0.832532        1.09091                 NaN  0.776954                 NaN            NaN            NaN            NaN
  1424.36        500.000        97.3602                 NaN            NaN            NaN  0.814865        1.06511                 NaN  0.759799                 NaN            NaN            NaN            NaN
  1422.85        500.000        97.4163                 NaN            NaN            NaN   1.04102       0.799070                 NaN  0.743591                 NaN            NaN            NaN            NaN
  1421.34        500.000        97.0707                 NaN            NaN            NaN  0.988930       0.985879                 NaN  0.861950       0.924966E-001            NaN            NaN            NaN
  1419.83        500.000        96.8696                 NaN            NaN            NaN   1.10977       0.932229                 NaN  0.933556       0.154879                 NaN            NaN            NaN
  1418.32        500.000        97.0057                 NaN            NaN            NaN   1.06291       0.891639                 NaN  0.892801       0.146997                 NaN            NaN            NaN
  1416.81        500.000        97.0938                 NaN            NaN            NaN  0.862441        1.03460                 NaN  0.867334       0.141778                 NaN            NaN            NaN
  1415.30        500.000        97.1898                 NaN            NaN            NaN  0.830867        1.00353                 NaN  0.839246       0.136541                 NaN            NaN            NaN
  1413.79        500.000        97.2819                 NaN            NaN            NaN  0.802965       0.972196                 NaN  0.811888       0.131014                 NaN            NaN            NaN
  1412.28        500.000        97.3664                 NaN            NaN            NaN  0.943249       0.777197                 NaN  0.787156       0.126041                 NaN            NaN            NaN
  1410.77        500.000        97.4472                 NaN            NaN            NaN  0.916027       0.752170                 NaN  0.763243       0.121394                 NaN            NaN            NaN
  1409.26        500.000        97.5095                 NaN            NaN            NaN  0.732240       0.895614                 NaN  0.745119       0.117576                 NaN            NaN            NaN
  1407.75        500.000        97.6086                 NaN            NaN            NaN  0.702847       0.861370                 NaN  0.715164       0.111992                 NaN            NaN            NaN
  1406.24        500.000        97.6645                 NaN            NaN            NaN  0.842628       0.684950                 NaN  0.699007       0.108878                 NaN            NaN            NaN
  1404.73        500.000        97.7070                 NaN            NaN            NaN  0.829533       0.670259                 NaN  0.687047       0.106175                 NaN            NaN            NaN
  1403.22        500.000        97.8117                 NaN            NaN            NaN  0.791613       0.642019                 NaN  0.654503       0.100198                 NaN            NaN            NaN
  1401.71        500.000        97.8499                 NaN            NaN            NaN  0.778854       0.629319                 NaN  0.643980       0.979515E-001            NaN            NaN            NaN
  1400.20        500.000        97.9063                 NaN            NaN            NaN  0.611879       0.759871                 NaN  0.627266       0.947165E-001            NaN            NaN            NaN
  1398.69        500.000        97.9596                 NaN            NaN            NaN  0.742399       0.595110                 NaN  0.611315       0.915393E-001            NaN            NaN            NaN
  1397.18        500.000        98.0109                 NaN            NaN            NaN  0.723734       0.581138                 NaN  0.595847       0.883726E-001            NaN            NaN            NaN
  1395.67        500.000        98.0560                 NaN            NaN            NaN  0.566909       0.708532                 NaN  0.582708       0.858997E-001            NaN            NaN            NaN
  1394.16        500.000        98.1114                 NaN            NaN            NaN  0.551018       0.689234                 NaN  0.565727       0.826383E-001            NaN            NaN            NaN
  1392.65        500.000        98.1506                 NaN            NaN            NaN  0.539014       0.676022                 NaN  0.554144       0.802605E-001            NaN            NaN            NaN
  1391.14        500.000        98.1955                 NaN            NaN            NaN  0.526082       0.660000                 NaN  0.540665       0.777762E-001            NaN            NaN            NaN
  1389.63        500.000        98.2370                 NaN            NaN            NaN  0.513912       0.645588                 NaN  0.528225       0.752542E-001            NaN            NaN            NaN
  1388.12        500.000        98.2779                 NaN            NaN            NaN  0.502526       0.631280                 NaN  0.515647       0.726925E-001            NaN            NaN            NaN
  1386.60        500.000        98.3164                 NaN            NaN            NaN  0.617192       0.491698                 NaN  0.504232       0.704369E-001            NaN            NaN            NaN
  1385.09        500.000        98.3527                 NaN            NaN            NaN  0.604232       0.481572                 NaN  0.493312       0.682163E-001            NaN            NaN            NaN
  1383.58        500.000        98.3873                 NaN            NaN            NaN  0.471847       0.592009                 NaN  0.482771       0.660883E-001            NaN            NaN            NaN
  1382.07        500.000        98.4227                 NaN            NaN            NaN  0.462104       0.579178                 NaN  0.472070       0.639350E-001            NaN            NaN            NaN
  1380.56        500.000        98.4562                 NaN            NaN            NaN  0.452382       0.567566                 NaN  0.461877       0.619614E-001            NaN            NaN            NaN
  1379.05        500.000        98.4877                 NaN            NaN            NaN  0.556178       0.443518                 NaN  0.452420       0.601443E-001            NaN            NaN            NaN
  1377.54        500.000        98.5188                 NaN            NaN            NaN  0.436051       0.544318                 NaN  0.442830       0.580372E-001            NaN            NaN            NaN
  1376.03        500.000        98.5487                 NaN            NaN            NaN  0.427308       0.533957                 NaN  0.433725       0.562927E-001            NaN            NaN            NaN
  1374.52        500.000        98.5776                 NaN            NaN            NaN  0.523199       0.419788                 NaN  0.424943       0.544943E-001            NaN            NaN            NaN
  1373.01        500.000        6.18666        90.0300                 NaN            NaN   1.54315       0.872730                 NaN   1.16633       0.201149                 NaN            NaN            NaN
  1371.50        500.000        17.0391        77.7900                 NaN            NaN   2.15946        1.10661                 NaN   1.60909       0.295799                 NaN            NaN            NaN
  1369.99        500.000        24.6998        71.8603                 NaN            NaN  0.750328        1.42610                 NaN   1.06961       0.193851                 NaN            NaN            NaN
  1368.48        500.000        30.2895        67.1804                 NaN            NaN  0.565270        1.03948                 NaN  0.785579       0.139802                 NaN            NaN            NaN
  1366.97        500.000        34.5795        63.4375                 NaN            NaN  0.807686       0.453757                 NaN  0.614538       0.107004                 NaN            NaN            NaN
  1365.46        500.000        37.9921        60.3867                 NaN            NaN  0.654495       0.380136                 NaN  0.501345       0.852835E-001            NaN            NaN            NaN
  1363.95        500.000        40.7691        57.8669                 NaN            NaN  0.329488       0.544223                 NaN  0.420647       0.696708E-001            NaN            NaN            NaN
  1362.44        500.000        43.0830        55.7384                 NaN            NaN  0.465754       0.291963                 NaN  0.362476       0.584106E-001            NaN            NaN            NaN
  1360.93        500.000        45.0401        53.9235                 NaN            NaN  0.405537       0.263377                 NaN  0.317756       0.497141E-001            NaN            NaN            NaN
  1359.42        500.000        46.7144        52.3607                 NaN            NaN  0.357958       0.241423                 NaN  0.282707       0.428615E-001            NaN            NaN            NaN
  1357.91        500.000        48.1596        51.0049                 NaN            NaN  0.319944       0.223764                 NaN  0.254505       0.373051E-001            NaN            NaN            NaN
  1356.40        500.000        49.4203        49.8159                 NaN            NaN  0.289377       0.209736                 NaN  0.231916       0.328252E-001            NaN            NaN            NaN
  1354.89        500.000        50.5181        48.7799                 NaN            NaN  0.262940       0.197834                 NaN  0.212352       0.289353E-001            NaN            NaN            NaN
  1353.38        500.000        51.4874        47.8594                 NaN            NaN  0.242152       0.188243                 NaN  0.196901       0.258618E-001            NaN            NaN            NaN
  1351.87        500.000        52.3363        47.0546                 NaN            NaN  0.180166       0.223031                 NaN  0.182906       0.230323E-001            NaN            NaN            NaN
  1350.36        500.000        53.0927        46.3328                 NaN            NaN  0.208248       0.173422                 NaN  0.172009       0.208020E-001            NaN            NaN            NaN
  1348.85        500.000        53.7466        45.7136                 NaN            NaN  0.193133       0.167470                 NaN  0.160794       0.184265E-001            NaN            NaN            NaN
  1347.34        500.000        54.3276        45.1579                 NaN            NaN  0.182260       0.162685                 NaN  0.152759       0.167753E-001            NaN            NaN            NaN
  1345.83        500.000        99.5092                 NaN            NaN            NaN  0.158486       0.172006                 NaN  0.145185       0.151684E-001            NaN            NaN            NaN
  1344.32        500.000        99.5290                 NaN            NaN            NaN  0.154795       0.163606                 NaN  0.138845       0.137428E-001            NaN            NaN            NaN
  1342.81        500.000        99.5486                 NaN            NaN            NaN  0.154545       0.152021                 NaN  0.132470       0.123524E-001            NaN            NaN            NaN
  1341.30        500.000        99.5633                 NaN            NaN            NaN  0.148252       0.149436                 NaN  0.127748       0.112533E-001            NaN            NaN            NaN
  1339.79        500.000        99.5780                 NaN            NaN            NaN  0.141640       0.147257                 NaN  0.122924       0.101563E-001            NaN            NaN            NaN
  1338.28        500.000        99.5902                 NaN            NaN            NaN  0.145570       0.136141                 NaN  0.118947       0.917672E-002            NaN            NaN            NaN
  1336.77        500.000        99.6007                 NaN            NaN            NaN  0.131254       0.144329                 NaN  0.115475       0.828725E-002            NaN            NaN            NaN
  1335.26        500.000        99.6099                 NaN            NaN            NaN  0.127017       0.143243                 NaN  0.112407       0.746334E-002            NaN            NaN            NaN
  1333.75        500.000        99.6179                 NaN            NaN            NaN  0.123146       0.142545                 NaN  0.109666       0.669728E-002            NaN            NaN            NaN
  1332.24        500.000        99.6248                 NaN            NaN            NaN  0.119679       0.142281                 NaN  0.107295       0.593598E-002            NaN            NaN            NaN
  1330.73        500.000        99.6293                 NaN            NaN            NaN  0.117009       0.142430                 NaN  0.105881       0.542128E-002            NaN            NaN            NaN
  1329.22        500.000        99.6359                 NaN            NaN            NaN  0.142088       0.114256                 NaN  0.103258       0.454126E-002            NaN            NaN            NaN
  1327.71        500.000        99.6373                 NaN            NaN            NaN  0.142667       0.113036                 NaN  0.102837       0.419884E-002            NaN            NaN            NaN
  1326.20        500.000        99.6426                 NaN            NaN            NaN  0.108564       0.144977                 NaN  0.100656       0.320121E-002            NaN            NaN            NaN
  1324.69        500.000        99.6430                 NaN            NaN            NaN  0.108487       0.145461                 NaN  0.100246       0.276078E-002            NaN            NaN            NaN
  1323.18        500.000        99.6430                 NaN            NaN            NaN  0.146947       0.107749                 NaN  0.999815E-001  0.229121E-002            NaN            NaN            NaN
  1321.67        500.000        99.6423                 NaN            NaN            NaN  0.148834       0.107213                 NaN  0.998509E-001  0.177593E-002            NaN            NaN            NaN
  1320.16        500.000        99.6405                 NaN            NaN            NaN  0.106652       0.151586                 NaN  0.100038       0.122580E-002            NaN            NaN            NaN
  1318.65        500.000        99.6375                 NaN            NaN            NaN  0.154515       0.106764                 NaN  0.100562       0.705758E-003            NaN            NaN            NaN
  1317.14        500.000        99.6330                 NaN            NaN            NaN  0.157936       0.107370                 NaN  0.101468       0.184660E-003            NaN            NaN            NaN
  1315.63        500.000        99.6267                 NaN            NaN            NaN  0.161333       0.108946                 NaN  0.103049                 NaN            NaN            NaN            NaN
  1314.12        500.000        99.6191                 NaN            NaN            NaN  0.111261       0.164732                 NaN  0.104947                 NaN            NaN            NaN            NaN
  1312.61        500.000        99.6093                 NaN            NaN            NaN  0.115213       0.168028                 NaN  0.107426                 NaN            NaN            NaN            NaN
  1311.10        500.000        99.5960                 NaN            NaN            NaN  0.120230       0.172126                 NaN  0.111045       0.646192E-003            NaN            NaN            NaN
  1309.59        500.000        99.5817                 NaN            NaN            NaN  0.179784       0.123783                 NaN  0.114693                 NaN            NaN            NaN            NaN
  1308.08        500.000        99.5637                 NaN            NaN            NaN  0.187309       0.129557                 NaN  0.119480                 NaN            NaN            NaN            NaN
  1306.57        500.000        99.5412                 NaN            NaN            NaN  0.137353       0.195964                 NaN  0.125440                 NaN            NaN            NaN            NaN
  1305.06        500.000        99.5136                 NaN            NaN            NaN  0.207239       0.146344                 NaN  0.132773                 NaN            NaN            NaN            NaN
  1303.55        500.000        99.4804                 NaN            NaN            NaN  0.157362       0.220472                 NaN  0.141764                 NaN            NaN            NaN            NaN
  1302.04        500.000        99.4382                 NaN            NaN            NaN  0.171076       0.237586                 NaN  0.153172                 NaN            NaN            NaN            NaN
  1300.52        500.000        99.3848                 NaN            NaN            NaN  0.189201       0.258422                 NaN  0.167533                 NaN            NaN            NaN            NaN
  1299.01        500.000        99.3150                 NaN            NaN            NaN  0.212257       0.286301                 NaN  0.186392                 NaN            NaN            NaN            NaN
  1297.50        500.000        99.2246                 NaN            NaN            NaN  0.324373       0.240008                 NaN  0.210992                 NaN            NaN            NaN            NaN
  1295.99        500.000        99.0958                 NaN            NaN            NaN  0.285280       0.373276                 NaN  0.245656                 NaN            NaN            NaN            NaN
  1294.48        500.000        98.9183                 NaN            NaN            NaN  0.344582       0.443313                 NaN  0.293851                 NaN            NaN            NaN            NaN
  1292.97        500.000        97.8792                 NaN            NaN            NaN  0.329343        1.34195                 NaN  0.449503                 NaN            NaN            NaN            NaN
  1291.46        500.000        98.9021                 NaN            NaN            NaN  0.690040                 NaN            NaN  0.407866                 NaN            NaN            NaN            NaN
  1289.95        500.000        97.6521                 NaN            NaN            NaN  0.509920        1.18541                 NaN  0.652586                 NaN            NaN            NaN            NaN
  1288.44        500.000        99.3659                 NaN            NaN            NaN  0.349050       0.103562                 NaN  0.181506                 NaN            NaN            NaN            NaN
