|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/ALH/ALH_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1426.84        500.000       0.796821E-003   99.3288                 NaN            NaN            NaN  0.257072       0.413314                 NaN            NaN            NaN            NaN            NaN
  1425.52        500.000       0.776204E-003   99.3422                 NaN            NaN            NaN  0.403925       0.253111                 NaN            NaN            NaN            NaN            NaN
  1424.20        500.000       0.738526E-003   99.3428                 NaN            NaN            NaN  0.252119       0.404340                 NaN            NaN            NaN            NaN            NaN
  1422.88        500.000       0.702448E-003   99.3482                 NaN            NaN            NaN  0.401120       0.249966                 NaN            NaN            NaN            NaN            NaN
  1421.57        500.000       0.674892E-003   99.3528                 NaN            NaN            NaN  0.247952       0.398620                 NaN            NaN            NaN            NaN            NaN
  1420.25        500.000       0.642451E-003   99.3582                 NaN            NaN            NaN  0.245767       0.395410                 NaN            NaN            NaN            NaN            NaN
  1418.93        500.000       0.611610E-003   99.3620                 NaN            NaN            NaN  0.244368       0.393065                 NaN            NaN            NaN            NaN            NaN
  1417.61        500.000       0.590305E-003   99.3644                 NaN            NaN            NaN  0.242853       0.392199                 NaN            NaN            NaN            NaN            NaN
  1416.30        500.000       0.547787E-003   99.3745                 NaN            NaN            NaN  0.239340       0.385600                 NaN            NaN            NaN            NaN            NaN
  1414.98        500.000       0.519392E-003   99.3766                 NaN            NaN            NaN  0.238100       0.384780                 NaN            NaN            NaN            NaN            NaN
  1413.66        500.000       0.336817E-003   99.3317                 NaN            NaN            NaN  0.361293       0.255837                 NaN  0.508727E-001            NaN            NaN            NaN
  1412.34        500.000                 NaN   98.6009                 NaN            NaN            NaN  0.539222       0.494324                 NaN  0.365575                 NaN            NaN            NaN
  1411.03        500.000                 NaN   98.3870                 NaN            NaN            NaN  0.485878       0.622876                 NaN  0.504264                 NaN            NaN            NaN
  1409.71        500.000       0.297238E-004   98.4120                 NaN            NaN            NaN  0.478435       0.613056                 NaN  0.496441                 NaN            NaN            NaN
  1408.39        500.000                 NaN   98.4370                 NaN            NaN            NaN  0.602538       0.471748                 NaN  0.488712                 NaN            NaN            NaN
  1407.07        500.000       0.441821E-003   98.4633                 NaN            NaN            NaN  0.462190       0.593596                 NaN  0.480444                 NaN            NaN            NaN
  1405.76        500.000                 NaN   98.4916                 NaN            NaN            NaN  0.455056       0.581705                 NaN  0.471603                 NaN            NaN            NaN
  1404.44        500.000                 NaN   98.5047                 NaN            NaN            NaN  0.452032       0.575246                 NaN  0.468061                 NaN            NaN            NaN
  1403.12        500.000                 NaN   98.5400                 NaN            NaN            NaN  0.562325       0.441387                 NaN  0.456294                 NaN            NaN            NaN
  1401.81        500.000                 NaN   98.5609                 NaN            NaN            NaN  0.554466       0.434417                 NaN  0.450191                 NaN            NaN            NaN
  1400.49        500.000                 NaN   98.5809                 NaN            NaN            NaN  0.428661       0.546636                 NaN  0.443848                 NaN            NaN            NaN
  1399.17        500.000                 NaN   98.6019                 NaN            NaN            NaN  0.538447       0.422351                 NaN  0.437351                 NaN            NaN            NaN
  1397.85        500.000                 NaN   98.6213                 NaN            NaN            NaN  0.531047       0.416286                 NaN  0.431321                 NaN            NaN            NaN
  1396.54        500.000                 NaN   98.6430                 NaN            NaN            NaN  0.409786       0.522730                 NaN  0.424521                 NaN            NaN            NaN
  1395.22        500.000                 NaN   98.6623                 NaN            NaN            NaN  0.404148       0.515215                 NaN  0.418301                 NaN            NaN            NaN
  1393.90        500.000                 NaN   98.6807                 NaN            NaN            NaN  0.398464       0.508254                 NaN  0.412616                 NaN            NaN            NaN
  1392.58        500.000                 NaN   98.6997                 NaN            NaN            NaN  0.500716       0.392984                 NaN  0.406620                 NaN            NaN            NaN
  1391.27        500.000                 NaN   98.7189                 NaN            NaN            NaN  0.493508       0.387068                 NaN  0.400532                 NaN            NaN            NaN
  1389.95        500.000                 NaN   98.7352                 NaN            NaN            NaN  0.381805       0.487606                 NaN  0.395410                 NaN            NaN            NaN
  1388.63        500.000                 NaN   98.7517                 NaN            NaN            NaN  0.480951       0.377187                 NaN  0.390170                 NaN            NaN            NaN
  1387.31        500.000                 NaN   98.7715                 NaN            NaN            NaN  0.370839       0.473664                 NaN  0.383951                 NaN            NaN            NaN
  1386.00        500.000                 NaN   98.7868                 NaN            NaN            NaN  0.366249       0.467767                 NaN  0.379150                 NaN            NaN            NaN
  1384.68        500.000                 NaN   98.8015                 NaN            NaN            NaN  0.361616       0.462283                 NaN  0.374651                 NaN            NaN            NaN
  1383.36        500.000                 NaN   98.8165                 NaN            NaN            NaN  0.456695       0.356874                 NaN  0.369937                 NaN            NaN            NaN
  1382.04        500.000                 NaN   98.8355                 NaN            NaN            NaN  0.449691       0.351227                 NaN  0.363627                 NaN            NaN            NaN
  1380.73        500.000                 NaN   98.8476                 NaN            NaN            NaN  0.445097       0.347522                 NaN  0.359824                 NaN            NaN            NaN
  1379.41        500.000                 NaN   98.8614                 NaN            NaN            NaN  0.439935       0.343344                 NaN  0.355350                 NaN            NaN            NaN
  1378.09        500.000                 NaN   98.8781                 NaN            NaN            NaN  0.433842       0.337885                 NaN  0.350148                 NaN            NaN            NaN
  1376.77        500.000                 NaN   98.8916                 NaN            NaN            NaN  0.333788       0.428809                 NaN  0.345833                 NaN            NaN            NaN
  1375.46        500.000                 NaN   98.9047                 NaN            NaN            NaN  0.424202       0.329526                 NaN  0.341598                 NaN            NaN            NaN
  1374.14        500.000                 NaN   98.9178                 NaN            NaN            NaN  0.325371       0.419301                 NaN  0.337576                 NaN            NaN            NaN
  1372.82        500.000                 NaN   98.9319                 NaN            NaN            NaN  0.321050       0.414116                 NaN  0.332927                 NaN            NaN            NaN
  1371.50        500.000                 NaN   98.9419                 NaN            NaN            NaN  0.317562       0.410685                 NaN  0.329825                 NaN            NaN            NaN
  1370.19        500.000                 NaN   98.9579                 NaN            NaN            NaN  0.312806       0.404751                 NaN  0.324521                 NaN            NaN            NaN
  1368.87        500.000                 NaN   98.9677                 NaN  0.251404E-005            NaN  0.401225       0.309615                 NaN  0.321489                 NaN            NaN            NaN
  1367.55        500.000                 NaN   98.9797                 NaN            NaN            NaN  0.305805       0.396988                 NaN  0.317532                 NaN            NaN            NaN
  1366.24        500.000                 NaN   98.9912                 NaN            NaN            NaN  0.302252       0.392660                 NaN  0.313889                 NaN            NaN            NaN
  1364.92        500.000                 NaN   99.0029                 NaN            NaN            NaN  0.298135       0.388835                 NaN  0.310155                 NaN            NaN            NaN
  1363.60        500.000                 NaN   99.0135                 NaN            NaN            NaN  0.294962       0.384946                 NaN  0.306611                 NaN            NaN            NaN
  1362.28        500.000                 NaN   99.0248                 NaN            NaN            NaN  0.380790       0.291405                 NaN  0.302964                 NaN            NaN            NaN
  1360.97        500.000                 NaN   99.0358                 NaN            NaN            NaN  0.287587       0.377079                 NaN  0.299568                 NaN            NaN            NaN
  1359.65        500.000                 NaN   99.0462                 NaN            NaN            NaN  0.373540       0.284138                 NaN  0.296167                 NaN            NaN            NaN
  1358.33        500.000                 NaN   99.0561                 NaN            NaN            NaN  0.369922       0.280917                 NaN  0.293043                 NaN            NaN            NaN
  1357.01        500.000                 NaN   99.0657                 NaN            NaN            NaN  0.366643       0.277797                 NaN  0.289849                 NaN            NaN            NaN
  1355.70        500.000                 NaN   99.0754                 NaN            NaN            NaN  0.274554       0.363377                 NaN  0.286634                 NaN            NaN            NaN
  1354.38        500.000                 NaN   99.0855                 NaN            NaN            NaN  0.359807       0.271230                 NaN  0.283420                 NaN            NaN            NaN
  1353.06        500.000                 NaN   99.0933                 NaN            NaN            NaN  0.268470       0.357238                 NaN  0.281009                 NaN            NaN            NaN
  1351.74        500.000                 NaN   99.1041                 NaN            NaN            NaN  0.353523       0.265030                 NaN  0.277344                 NaN            NaN            NaN
  1350.43        500.000                 NaN   99.1119                 NaN            NaN            NaN  0.350926       0.262312                 NaN  0.274849                 NaN            NaN            NaN
  1349.11        500.000                 NaN   99.1212                 NaN            NaN            NaN  0.259257       0.347712                 NaN  0.271831                 NaN            NaN            NaN
  1347.79        500.000                 NaN   99.1286                 NaN            NaN            NaN  0.345234       0.256840                 NaN  0.269338                 NaN            NaN            NaN
  1346.47        500.000                 NaN   99.1384                 NaN            NaN            NaN  0.342043       0.253349                 NaN  0.266211                 NaN            NaN            NaN
  1345.16        500.000                 NaN   99.1468                 NaN            NaN            NaN  0.339165       0.250546                 NaN  0.263490                 NaN            NaN            NaN
  1343.84        500.000                 NaN   99.1546                 NaN            NaN            NaN  0.336694       0.247653                 NaN  0.261004                 NaN            NaN            NaN
  1342.52        500.000                 NaN   99.1614                 NaN            NaN            NaN  0.245306       0.334656                 NaN  0.258653                 NaN            NaN            NaN
  1341.20        500.000                 NaN   99.1704                 NaN            NaN            NaN  0.242264       0.331516                 NaN  0.255833                 NaN            NaN            NaN
  1339.89        500.000                 NaN   99.1778                 NaN            NaN            NaN  0.329067       0.239573                 NaN  0.253556                 NaN            NaN            NaN
  1338.57        500.000                 NaN   99.1853                 NaN            NaN            NaN  0.326765       0.237026                 NaN  0.250918                 NaN            NaN            NaN
  1337.25        500.000                 NaN   99.1919                 NaN            NaN            NaN  0.234609       0.324613                 NaN  0.248864                 NaN            NaN            NaN
  1335.94        500.000                 NaN   99.1991                 NaN            NaN            NaN  0.322444       0.232084                 NaN  0.246328                 NaN            NaN            NaN
  1334.62        500.000                 NaN   99.2065                 NaN            NaN            NaN  0.319860       0.229633                 NaN  0.244052                 NaN            NaN            NaN
  1333.30        500.000                 NaN   99.2131                 NaN            NaN            NaN  0.317928       0.227093                 NaN  0.241919                 NaN            NaN            NaN
  1331.98        500.000                 NaN   99.2191                 NaN            NaN            NaN  0.225076       0.315982                 NaN  0.239862                 NaN            NaN            NaN
  1330.67        500.000                 NaN   99.2250                 NaN            NaN            NaN  0.314707       0.222406                 NaN  0.237931                 NaN            NaN            NaN
  1329.35        500.000                 NaN   99.2331                 NaN            NaN            NaN  0.219396       0.312182                 NaN  0.235277                 NaN            NaN            NaN
  1328.03        500.000                 NaN   99.2380                 NaN            NaN            NaN  0.310826       0.217383                 NaN  0.233765                 NaN            NaN            NaN
  1326.71        500.000                 NaN   99.2450                 NaN            NaN            NaN  0.214817       0.308748                 NaN  0.231470                 NaN            NaN            NaN
  1325.40        500.000                 NaN   99.2502                 NaN            NaN            NaN  0.307111       0.212944                 NaN  0.229737                 NaN            NaN            NaN
  1324.08        500.000                 NaN   99.2569                 NaN            NaN            NaN  0.305445       0.210103                 NaN  0.227558                 NaN            NaN            NaN
  1322.76        500.000                 NaN   99.2580                 NaN            NaN            NaN  0.210447       0.304237                 NaN  0.227298                 NaN            NaN            NaN
  1321.44        500.000                 NaN   99.2722                 NaN            NaN            NaN  0.301117       0.204317                 NaN  0.222349                 NaN            NaN            NaN
  1320.13        500.000                 NaN   99.2735                 NaN  0.166927E-005            NaN  0.203879       0.300506                 NaN  0.222153                 NaN            NaN            NaN
  1318.81        500.000                 NaN   99.2791                 NaN            NaN            NaN  0.298987       0.201587                 NaN  0.220322                 NaN            NaN            NaN
  1317.49        500.000                 NaN   99.2839                 NaN            NaN            NaN  0.199316       0.297971                 NaN  0.218817                 NaN            NaN            NaN
  1316.17        500.000                 NaN   99.2897                 NaN            NaN            NaN  0.296531       0.196870                 NaN  0.216894                 NaN            NaN            NaN
  1314.86        500.000                 NaN   99.3097                 NaN  0.701490E-001            NaN  0.247256       0.148982                 NaN  0.223961                 NaN            NaN            NaN
  1313.54        500.000                 NaN   99.3222                 NaN  0.106410                 NaN  0.706292E-001  0.273898                 NaN  0.226894                 NaN            NaN            NaN
  1312.22        500.000                 NaN   99.3281                 NaN  0.104312                 NaN  0.718908E-001  0.271009                 NaN  0.224646                 NaN            NaN            NaN
  1310.90        500.000                 NaN   99.3365                 NaN  0.101360                 NaN  0.266355       0.747961E-001            NaN  0.220976                 NaN            NaN            NaN
  1309.59        500.000                 NaN   99.3399                 NaN  0.100005                 NaN  0.265521       0.748373E-001            NaN  0.219760                 NaN            NaN            NaN
  1308.27        500.000                 NaN   99.3452                 NaN  0.982748E-001            NaN  0.262758       0.760114E-001            NaN  0.217776                 NaN            NaN            NaN
  1306.95        500.000                 NaN   99.3511                 NaN  0.954953E-001            NaN  0.259940       0.783352E-001            NaN  0.215147                 NaN            NaN            NaN
  1305.64        500.000                 NaN   99.3559                 NaN  0.936628E-001            NaN  0.257758       0.794232E-001            NaN  0.213289                 NaN            NaN            NaN
  1304.32        500.000                 NaN   99.3611                 NaN  0.918898E-001            NaN  0.805107E-001  0.255065                 NaN  0.211480                 NaN            NaN            NaN
  1303.00        500.000                 NaN   99.3646                 NaN  0.897790E-001            NaN  0.255147       0.810551E-001            NaN  0.209446                 NaN            NaN            NaN
  1301.68        500.000                 NaN   99.3607                 NaN  0.820178E-001            NaN  0.241334       0.105913                 NaN  0.210002                 NaN            NaN            NaN
  1300.37        500.000                 NaN   99.3723                 NaN  0.107198                 NaN  0.292929       0.742417E-002            NaN  0.208731       0.113865E-001            NaN            NaN
  1299.05        500.000                 NaN   99.3229                 NaN  0.103857                 NaN  0.316713                 NaN            NaN  0.223293       0.332472E-001            NaN            NaN
  1297.73        500.000                 NaN   99.3314                 NaN  0.102212                 NaN  0.313342                 NaN            NaN  0.220441       0.326375E-001            NaN            NaN
  1296.41        500.000                 NaN   99.3395                 NaN  0.100990                 NaN  0.309753                 NaN            NaN  0.217672       0.320721E-001            NaN            NaN
  1295.10        500.000                 NaN   99.3479                 NaN  0.992684E-001            NaN  0.306536                 NaN            NaN  0.214851       0.314713E-001            NaN            NaN
  1293.78        500.000                 NaN   99.3560                 NaN  0.975414E-001            NaN  0.303474                 NaN            NaN  0.212089       0.309142E-001            NaN            NaN
  1292.46        500.000                 NaN   99.3638                 NaN  0.968553E-001            NaN  0.299449                 NaN            NaN  0.209504       0.303911E-001            NaN            NaN
  1291.14        500.000                 NaN   99.3722                 NaN  0.954237E-001            NaN  0.295841                 NaN            NaN  0.206696       0.298189E-001            NaN            NaN
  1289.83        500.000                 NaN   99.3798                 NaN  0.940779E-001            NaN  0.292572                 NaN            NaN  0.204196       0.293154E-001            NaN            NaN
  1288.51        500.000                 NaN   99.3878                 NaN  0.927469E-001            NaN  0.289160                 NaN            NaN  0.201487       0.287804E-001            NaN            NaN
  1287.19        500.000                 NaN   99.3949                 NaN  0.914217E-001            NaN  0.286290                 NaN            NaN  0.199062       0.282818E-001            NaN            NaN
  1285.87        500.000                 NaN   99.4014                 NaN  0.896578E-001            NaN  0.284498                 NaN            NaN  0.196720       0.277542E-001            NaN            NaN
  1284.56        500.000                 NaN   99.4100                 NaN  0.879574E-001            NaN  0.281046                 NaN            NaN  0.193831       0.271931E-001            NaN            NaN
  1283.24        500.000                 NaN   99.4166                 NaN  0.864628E-001            NaN  0.278527                 NaN            NaN  0.191656       0.267342E-001            NaN            NaN
  1281.92        500.000                 NaN   99.4235                 NaN  0.845479E-001            NaN  0.276522                 NaN            NaN  0.189214       0.262123E-001            NaN            NaN
  1280.60        500.000                 NaN   99.4305                 NaN  0.835697E-001            NaN  0.273204                 NaN            NaN  0.186920       0.257752E-001            NaN            NaN
  1279.29        500.000                 NaN   99.4373                 NaN  0.827080E-001            NaN  0.270050                 NaN            NaN  0.184610       0.253056E-001            NaN            NaN
  1277.97        500.000                 NaN   99.4438                 NaN  0.806768E-001            NaN  0.268409                 NaN            NaN  0.182311       0.248216E-001            NaN            NaN
  1276.65        500.000                 NaN   96.2873                 NaN  0.203915                 NaN  0.799291                 NaN            NaN  0.551632       0.928742E-001   2.06497                 NaN
  1275.34        500.000                 NaN   88.5861                 NaN  0.474228                 NaN   2.14038                 NaN            NaN   1.45079       0.254074        7.09447                 NaN
  1274.02        500.000                 NaN   89.8365                 NaN  0.399288                 NaN   1.95743                 NaN            NaN   1.30009       0.222929        6.28373                 NaN
  1272.70        500.000                 NaN   90.8507                 NaN  0.333986                 NaN   1.81328                 NaN            NaN   1.17762       0.197515        5.62691                 NaN
  1271.38        500.000                 NaN   91.6404                 NaN  0.228511                 NaN   1.51026       0.266873                 NaN   1.08170       0.173867        5.09841                 NaN
  1270.07        500.000                 NaN   92.3387                 NaN  0.188863                 NaN   1.37141       0.296694                 NaN  0.996794       0.156792        4.65072                 NaN
  1268.75        500.000                 NaN   92.9434                 NaN  0.168562                 NaN  0.259267        1.29370                 NaN  0.923064       0.143053        4.26898                 NaN
  1267.43        500.000                 NaN   93.4651                 NaN  0.152929                 NaN   1.23831       0.212177                 NaN  0.859117       0.131386        3.94103                 NaN
  1266.11        500.000                 NaN   93.9201                 NaN  0.139084                 NaN  0.166879        1.19367                 NaN  0.803054       0.121224        3.65601                 NaN
  1264.80        500.000                 NaN   94.3148                 NaN  0.128251                 NaN   1.17695       0.103605                 NaN  0.754148       0.112507        3.40969                 NaN
  1263.48        500.000                 NaN   94.6696                 NaN  0.118935                 NaN  0.262781E-001   1.18120                 NaN  0.709920       0.104729        3.18933                 NaN
  1262.16        500.000                 NaN   94.9759                 NaN  0.103553                 NaN   1.15445                 NaN            NaN  0.671501       0.974885E-001   2.99713                 NaN
  1260.84        500.000                 NaN   95.2516                 NaN  0.817124E-001            NaN   1.03222       0.840692E-001            NaN  0.636886       0.904440E-001   2.82307                 NaN
  1259.53        500.000                 NaN   95.5122                 NaN  0.101651                 NaN   1.02644                 NaN            NaN  0.603087       0.866318E-001   2.67002                 NaN
