|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/WD94/WD94_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ne             ilm            lc            
  1537.00        2500.00                 NaN   99.6147       0.359224       0.261108E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.47        2500.00                 NaN   99.2658       0.682068       0.521365E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.93        2500.00                 NaN   99.4483       0.511482       0.401789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.40        2500.00                 NaN   99.4510       0.510330       0.386399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.86        2500.00                 NaN   99.4553       0.506731       0.379668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.33        2500.00                 NaN   99.4587       0.504631       0.366927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.79        2500.00                 NaN   99.4619       0.502068       0.359853E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.26        2500.00                 NaN   99.4655       0.499633       0.348743E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.73        2500.00                 NaN   99.4697       0.496010       0.342793E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.19        2500.00                 NaN   99.4729       0.493768       0.332881E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.66        2500.00                 NaN   99.4766       0.490163       0.332763E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.12        2500.00                 NaN   99.4797       0.488986       0.312860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.59        2500.00                 NaN   99.4832       0.485707       0.311060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.05        2500.00                 NaN   99.4844       0.497622       0.179806E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.52        2500.00                 NaN   99.4891       0.471400       0.394750E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.99        2500.00                 NaN   99.4464       0.300910       0.269374E-001            NaN  0.225792                 NaN            NaN            NaN            NaN            NaN            NaN
  1512.45        2500.00                 NaN   99.3616       0.132006E-001            NaN            NaN  0.625220                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.92        2500.00                 NaN   99.3622                 NaN            NaN            NaN  0.637835                 NaN            NaN            NaN            NaN            NaN            NaN
  1509.38        2500.00                 NaN   99.3634       0.114288E-001            NaN            NaN  0.625196                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.85        2500.00                 NaN   99.3658       0.184757E-001            NaN            NaN  0.615765                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.31        2500.00                 NaN   99.3648                 NaN            NaN            NaN  0.635206                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.78        2500.00                 NaN   99.3651                 NaN            NaN            NaN  0.634887                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.25        2500.00                 NaN   99.3662                 NaN            NaN            NaN  0.633777                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.71        2500.00                 NaN   99.3663                 NaN            NaN            NaN  0.633698                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.18        2500.00                 NaN   99.3664                 NaN            NaN            NaN  0.633553                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.64        2500.00                 NaN   99.3645                 NaN            NaN            NaN  0.635548                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.11        2500.00                 NaN   99.3662                 NaN            NaN            NaN  0.633789                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.57        2500.00                 NaN   99.3632                 NaN            NaN            NaN  0.636752                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.04        2500.00                 NaN   99.3611                 NaN            NaN            NaN  0.638873                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.51        2500.00                 NaN   99.3589                 NaN            NaN            NaN  0.641081                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.97        2500.00                 NaN   99.3547                 NaN            NaN            NaN  0.645346                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.44        2500.00                 NaN   99.3514                 NaN            NaN            NaN  0.648598                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.90        2500.00                 NaN   99.3460                 NaN            NaN            NaN  0.653958                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.37        2500.00                 NaN   99.2939                 NaN            NaN            NaN  0.616848       0.892708E-001            NaN            NaN            NaN            NaN            NaN
  1484.83        2500.00                 NaN   99.0297                 NaN            NaN            NaN  0.365160       0.605126                 NaN            NaN            NaN            NaN            NaN
  1483.30        2500.00                 NaN   99.0384                 NaN            NaN            NaN  0.599660       0.361930                 NaN            NaN            NaN            NaN            NaN
  1481.77        2500.00                 NaN   99.0470                 NaN            NaN            NaN  0.357171       0.595781                 NaN            NaN            NaN            NaN            NaN
  1480.23        2500.00                 NaN   99.2360       0.203798E-002            NaN            NaN  0.762000                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00                 NaN   98.8840                 NaN            NaN            NaN  0.690137       0.425830                 NaN            NaN            NaN            NaN            NaN
  1477.16        2500.00                 NaN   99.2500       0.120237E-002            NaN            NaN  0.748768                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.63        2500.00                 NaN   98.9034                 NaN            NaN            NaN  0.416551       0.680067                 NaN            NaN            NaN            NaN            NaN
  1474.09        2500.00                 NaN   99.2638                 NaN            NaN            NaN  0.736151                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.56        2500.00                 NaN   98.9206                 NaN            NaN            NaN  0.669193       0.410220                 NaN            NaN            NaN            NaN            NaN
  1471.03        2500.00                 NaN   99.2756       0.688288E-002            NaN            NaN  0.717502                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.49        2500.00                 NaN   98.9421                 NaN            NaN            NaN  0.402569       0.655333                 NaN            NaN            NaN            NaN            NaN
  1467.96        2500.00                 NaN   99.1202                 NaN            NaN            NaN  0.550246       0.329520                 NaN            NaN            NaN            NaN            NaN
  1466.42        2500.00                 NaN   99.1268                 NaN            NaN            NaN  0.546717       0.326524                 NaN            NaN            NaN            NaN            NaN
  1464.89        2500.00                 NaN   99.1345                 NaN            NaN            NaN  0.323845       0.541679                 NaN            NaN            NaN            NaN            NaN
  1463.35        2500.00                 NaN   99.1412                 NaN            NaN            NaN  0.320656       0.538111                 NaN            NaN            NaN            NaN            NaN
  1461.82        2500.00                 NaN   99.1479                 NaN            NaN            NaN  0.317639       0.534507                 NaN            NaN            NaN            NaN            NaN
  1460.29        2500.00                 NaN   99.1553                 NaN            NaN            NaN  0.315160       0.529575                 NaN            NaN            NaN            NaN            NaN
  1458.75        2500.00                 NaN   99.1617                 NaN            NaN            NaN  0.312337       0.525986                 NaN            NaN            NaN            NaN            NaN
  1457.22        2500.00                 NaN   99.1684                 NaN            NaN            NaN  0.309610       0.521990                 NaN            NaN            NaN            NaN            NaN
  1455.68        2500.00                 NaN   99.1749                 NaN            NaN            NaN  0.517529       0.307521                 NaN            NaN            NaN            NaN            NaN
  1454.15        2500.00                 NaN   99.1818                 NaN            NaN            NaN  0.514288       0.303923                 NaN            NaN            NaN            NaN            NaN
  1452.61        2500.00                 NaN   99.1765                 NaN            NaN  0.870213E-002  0.526546       0.288284                 NaN            NaN            NaN            NaN            NaN
  1451.08        2500.00                 NaN   99.2946                 NaN            NaN  0.259750E-001  0.679378                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.55        2500.00                 NaN   99.0570                 NaN            NaN  0.636350E-002  0.394084       0.542591                 NaN            NaN            NaN            NaN            NaN
  1448.01        2500.00                 NaN   99.1862                 NaN            NaN  0.157699E-001  0.527708       0.270358                 NaN            NaN            NaN            NaN            NaN
  1446.48        2500.00                 NaN   99.1931                 NaN            NaN  0.154142E-001  0.268360       0.523158                 NaN            NaN            NaN            NaN            NaN
  1444.94        2500.00                 NaN   99.3178                 NaN            NaN  0.246032E-001  0.657623                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.41        2500.00                 NaN   99.0869                 NaN            NaN  0.508848E-002  0.382222       0.525787                 NaN            NaN            NaN            NaN            NaN
  1441.87        2500.00                 NaN   99.2120                 NaN            NaN  0.144654E-001  0.510727       0.262795                 NaN            NaN            NaN            NaN            NaN
  1440.34        2500.00                 NaN   97.7062                 NaN            NaN  0.925520E-001  0.710103       0.818938       0.672220                 NaN            NaN            NaN            NaN
  1438.81        2500.00                 NaN   97.5781                 NaN            NaN  0.993306E-001  0.868290       0.714734       0.739529                 NaN            NaN            NaN            NaN
  1437.27        2500.00                 NaN   97.6484                 NaN            NaN  0.958972E-001  0.693193       0.844416       0.718143                 NaN            NaN            NaN            NaN
  1435.74        2500.00                 NaN   97.7160                 NaN            NaN  0.925246E-001  0.672314       0.821438       0.697704                 NaN            NaN            NaN            NaN
  1434.20        2500.00                 NaN   97.7795                 NaN            NaN  0.893899E-001  0.652662       0.799977       0.678460                 NaN            NaN            NaN            NaN
  1432.67        2500.00                 NaN   97.8406                 NaN            NaN  0.864429E-001  0.633988       0.779142       0.659791                 NaN            NaN            NaN            NaN
  1431.13        2500.00                 NaN   97.8981                 NaN            NaN  0.835839E-001  0.760078       0.615829       0.642411                 NaN            NaN            NaN            NaN
  1429.60        2500.00                 NaN   97.9533                 NaN            NaN  0.807882E-001  0.741457       0.598743       0.625670                 NaN            NaN            NaN            NaN
  1428.07        2500.00                 NaN   98.0068                 NaN            NaN  0.781201E-001  0.582559       0.723337       0.609166                 NaN            NaN            NaN            NaN
  1426.53        2500.00                 NaN   98.6465                 NaN            NaN  0.810035E-001  0.844582                 NaN  0.427956                 NaN            NaN            NaN            NaN
  1425.00        2500.00                 NaN   97.5158                 NaN            NaN  0.668293E-001   1.38067       0.292116       0.744552                 NaN            NaN            NaN            NaN
  1423.46        2500.00                 NaN   98.1395                 NaN            NaN  0.716296E-001  0.540843       0.678826       0.569229                 NaN            NaN            NaN            NaN
  1421.93        2500.00                 NaN   98.2048                 NaN            NaN  0.681890E-001  0.657171       0.521771       0.548070                 NaN            NaN            NaN            NaN
  1420.39        2500.00                 NaN   98.7552                 NaN            NaN  0.741971E-001  0.776755                 NaN  0.393884                 NaN            NaN            NaN            NaN
  1418.86        2500.00                 NaN   97.7643                 NaN            NaN  0.557642E-001  0.247667        1.26328       0.668998                 NaN            NaN            NaN            NaN
  1417.33        2500.00                 NaN   98.3167                 NaN            NaN  0.625074E-001  0.486711       0.619821       0.514288                 NaN            NaN            NaN            NaN
  1415.79        2500.00                 NaN   98.3566                 NaN            NaN  0.606250E-001  0.606575       0.474266       0.501956                 NaN            NaN            NaN            NaN
  1414.26        2500.00                 NaN   98.6431                 NaN  0.349544       0.236220E-001  0.521652                 NaN  0.462073                 NaN            NaN            NaN            NaN
  1412.72        2500.00                 NaN   98.8227                 NaN            NaN  0.671848E-001  0.742362                 NaN  0.367745                 NaN            NaN            NaN            NaN
  1411.19        2500.00                 NaN   97.9485                 NaN            NaN  0.429010E-001  0.166538        1.23067       0.611407                 NaN            NaN            NaN            NaN
  1409.65        2500.00                 NaN   98.4923                 NaN            NaN  0.535092E-001  0.562238       0.431777       0.460192                 NaN            NaN            NaN            NaN
  1408.12        2500.00                 NaN   98.5239                 NaN            NaN  0.519270E-001  0.421552       0.552182       0.450450                 NaN            NaN            NaN            NaN
  1406.59        2500.00                 NaN   98.5540                 NaN            NaN  0.504655E-001  0.542054       0.412314       0.441176                 NaN            NaN            NaN            NaN
  1405.05        2500.00                 NaN   98.5838                 NaN            NaN  0.489219E-001  0.402621       0.532741       0.431887                 NaN            NaN            NaN            NaN
  1403.52        2500.00                 NaN   98.6112                 NaN            NaN  0.474766E-001  0.393923       0.523956       0.423472                 NaN            NaN            NaN            NaN
  1401.98        2500.00                 NaN   98.6390                 NaN            NaN  0.460696E-001  0.514849       0.385308       0.414808                 NaN            NaN            NaN            NaN
  1400.45        2500.00                 NaN   98.6652                 NaN            NaN  0.447757E-001  0.506314       0.377000       0.406680                 NaN            NaN            NaN            NaN
  1398.91        2500.00                 NaN   98.6906                 NaN            NaN  0.434295E-001  0.368899       0.498284       0.398796                 NaN            NaN            NaN            NaN
  1397.38        2500.00                 NaN   98.7149                 NaN            NaN  0.422879E-001  0.490066       0.361595       0.391152                 NaN            NaN            NaN            NaN
  1395.85        2500.00                 NaN   98.7396                 NaN            NaN  0.408919E-001  0.482436       0.353674       0.383442                 NaN            NaN            NaN            NaN
  1394.31        2500.00                 NaN   99.0938                 NaN            NaN  0.528628E-001  0.566550                 NaN  0.286776                 NaN            NaN            NaN            NaN
  1392.78        2500.00                 NaN   98.4533                 NaN            NaN  0.248758E-001  0.936822       0.126348       0.458701                 NaN            NaN            NaN            NaN
  1391.24        2500.00                 NaN   98.8063                 NaN            NaN  0.374381E-001  0.331967       0.461598       0.362684                 NaN            NaN            NaN            NaN
  1389.71        2500.00                 NaN   98.8275                 NaN            NaN  0.363129E-001  0.454573       0.325598       0.356026                 NaN            NaN            NaN            NaN
  1388.17        2500.00                 NaN   98.8483                 NaN            NaN  0.352645E-001  0.447979       0.318998       0.349427                 NaN            NaN            NaN            NaN
  1386.64        2500.00                 NaN   98.8677                 NaN            NaN  0.341627E-001  0.441973       0.312782       0.343419                 NaN            NaN            NaN            NaN
  1385.11        2500.00                 NaN   98.8880                 NaN            NaN  0.331058E-001  0.306422       0.435548       0.336970                 NaN            NaN            NaN            NaN
  1383.57        2500.00                 NaN   98.9061                 NaN            NaN  0.321153E-001  0.300230       0.430200       0.331317                 NaN            NaN            NaN            NaN
  1382.04        2500.00                 NaN   98.9208                 NaN            NaN  0.314291E-001  0.295284       0.425607       0.326930                 NaN            NaN            NaN            NaN
  1380.50        2500.00                 NaN   98.9459                 NaN            NaN  0.299890E-001  0.417760       0.287748       0.318620                 NaN            NaN            NaN            NaN
  1378.97        2500.00                 NaN   98.9596                 NaN            NaN  0.292345E-001  0.413720       0.282978       0.314504                 NaN            NaN            NaN            NaN
  1377.43        2500.00                 NaN   98.9761                 NaN            NaN  0.283728E-001  0.408372       0.277867       0.309253                 NaN            NaN            NaN            NaN
  1375.90        2500.00                 NaN   98.9926                 NaN            NaN  0.274744E-001  0.403323       0.272551       0.304021                 NaN            NaN            NaN            NaN
  1374.37        2500.00                 NaN   99.0066                 NaN            NaN  0.265987E-001  0.399867       0.266853       0.300055                 NaN            NaN            NaN            NaN
  1372.83        2500.00                 NaN   99.0254                 NaN            NaN  0.256696E-001  0.262460       0.393039       0.293480                 NaN            NaN            NaN            NaN
  1371.30        2500.00                 NaN   99.0394                 NaN            NaN  0.249085E-001  0.257415       0.389118       0.289192                 NaN            NaN            NaN            NaN
  1369.76        2500.00                 NaN   99.4786                 NaN            NaN  0.134556E-001  0.140539       0.210379       0.156982                 NaN            NaN            NaN            NaN
  1368.23        2500.00                 NaN   98.6436                 NaN            NaN  0.338788E-001  0.554028       0.360813       0.407705                 NaN            NaN            NaN            NaN
  1366.69        2500.00                 NaN   99.0822                 NaN            NaN  0.225891E-001  0.243073       0.376429       0.275725                 NaN            NaN            NaN            NaN
  1365.16        2500.00                 NaN   99.0958                 NaN            NaN  0.217577E-001  0.372375       0.238736       0.271379                 NaN            NaN            NaN            NaN
  1363.63        2500.00                 NaN   99.6313                 NaN            NaN  0.892926E-002  0.963358E-001  0.152535       0.110923                 NaN            NaN            NaN            NaN
  1362.09        2500.00                 NaN   98.6016                 NaN            NaN  0.323501E-001  0.367083       0.580143       0.418818                 NaN            NaN            NaN            NaN
  1360.56        2500.00                 NaN   99.1346                 NaN            NaN  0.196133E-001  0.360824       0.225961       0.259024                 NaN            NaN            NaN            NaN
  1359.02        2500.00                 NaN   99.1202                 NaN            NaN  0.196534E-001  0.229016       0.368032       0.263142                 NaN            NaN            NaN            NaN
  1357.49        2500.00                 NaN   99.1861                 NaN            NaN  0.176170E-001  0.211110       0.342166       0.243045                 NaN            NaN            NaN            NaN
  1355.95        2500.00                 NaN   99.1706                 NaN            NaN  0.175276E-001  0.350219       0.214174       0.247509                 NaN            NaN            NaN            NaN
  1354.42        2500.00                 NaN   99.1820                 NaN            NaN  0.168510E-001  0.347271       0.209929       0.243906                 NaN            NaN            NaN            NaN
  1352.89        2500.00                 NaN   99.1930                 NaN            NaN  0.162274E-001  0.206778       0.343674       0.240323                 NaN            NaN            NaN            NaN
  1351.35        2500.00                 NaN   99.2049                 NaN            NaN  0.155211E-001  0.340384       0.202695       0.236499                 NaN            NaN            NaN            NaN
  1349.82        2500.00                 NaN   99.2151                 NaN            NaN  0.149964E-001  0.337267       0.199393       0.233279                 NaN            NaN            NaN            NaN
  1348.28        2500.00                 NaN   99.2254                 NaN            NaN  0.143284E-001  0.195743       0.334600       0.229977                 NaN            NaN            NaN            NaN
  1346.75        2500.00                 NaN   99.2358                 NaN            NaN  0.136584E-001  0.192007       0.331915       0.226649                 NaN            NaN            NaN            NaN
  1345.21        2500.00                 NaN   99.2457                 NaN            NaN  0.131253E-001  0.189153       0.328592       0.223393                 NaN            NaN            NaN            NaN
  1343.68        2500.00                 NaN   99.2556                 NaN            NaN  0.125590E-001  0.325771       0.185870       0.220233                 NaN            NaN            NaN            NaN
  1342.15        2500.00                 NaN   99.2651                 NaN            NaN  0.119423E-001  0.182449       0.323282       0.217203                 NaN            NaN            NaN            NaN
  1340.61        2500.00                 NaN   99.2742                 NaN            NaN  0.113438E-001  0.320874       0.179325       0.214227                 NaN            NaN            NaN            NaN
  1339.08        2500.00                 NaN   99.2838                 NaN            NaN  0.108325E-001  0.317988       0.176239       0.211184                 NaN            NaN            NaN            NaN
  1337.54        2500.00                 NaN   99.2925                 NaN            NaN  0.102435E-001  0.173256       0.315644       0.208323                 NaN            NaN            NaN            NaN
  1336.01        2500.00                 NaN   99.3012                 NaN            NaN  0.970175E-002  0.170217       0.313339       0.205552                 NaN            NaN            NaN            NaN
  1334.47        2500.00                 NaN   99.3099                 NaN            NaN  0.906847E-002  0.166850       0.311451       0.202768                 NaN            NaN            NaN            NaN
  1332.94        2500.00                 NaN   99.3183                 NaN            NaN  0.862682E-002  0.164377       0.308682       0.199997                 NaN            NaN            NaN            NaN
  1331.41        2500.00                 NaN   99.3262                 NaN            NaN  0.799806E-002  0.306957       0.161395       0.197460                 NaN            NaN            NaN            NaN
  1329.87        2500.00                 NaN   99.3345                 NaN            NaN  0.759871E-002  0.158701       0.304399       0.194755                 NaN            NaN            NaN            NaN
  1328.34        2500.00                 NaN   99.3424                 NaN            NaN  0.719042E-002  0.156524       0.301725       0.192178                 NaN            NaN            NaN            NaN
  1326.80        2500.00                 NaN   99.3503                 NaN            NaN  0.668707E-002  0.299720       0.153667       0.189633                 NaN            NaN            NaN            NaN
  1325.27        2500.00                 NaN   99.3571                 NaN            NaN  0.612135E-002  0.298097       0.151258       0.187395                 NaN            NaN            NaN            NaN
  1323.73        2500.00                 NaN   99.3652                 NaN            NaN  0.553356E-002  0.296684       0.147713       0.184824                 NaN            NaN            NaN            NaN
  1322.20        2500.00                 NaN   99.3726                 NaN            NaN  0.507897E-002  0.145595       0.294379       0.182299                 NaN            NaN            NaN            NaN
  1320.67        2500.00                 NaN   95.4035                 NaN            NaN  0.759125E-001  0.562752       0.869833       0.652698        2.43533                 NaN            NaN            NaN
  1319.13        2500.00                 NaN   69.3509                 NaN  0.839003       0.466770        3.58823        3.37514        3.72963        18.6503                 NaN            NaN            NaN
  1317.60        2500.00                 NaN   74.0929                 NaN   1.58046       0.304290        3.30987        1.60333        3.15535        15.9538                 NaN            NaN            NaN
  1316.06        2500.00                 NaN   78.5415                 NaN   1.39632       0.249811        2.78230        1.17153        2.61027        13.2482                 NaN            NaN            NaN
  1314.53        2500.00                 NaN   81.7447                 NaN   1.26178       0.210317        2.40023       0.865716        2.21817        11.2991                 NaN            NaN            NaN
  1312.99        2500.00                 NaN   84.1635                 NaN   1.15539       0.180590        2.10936       0.642835        1.92239        9.82592                 NaN            NaN            NaN
  1311.46        2500.00                 NaN   86.0419                 NaN   1.07086       0.157266        1.88383       0.472478        1.69273        8.68090                 NaN            NaN            NaN
  1309.93        2500.00                 NaN   87.5551                 NaN  0.999786       0.138537        1.69940       0.341317        1.50806        7.75781                 NaN            NaN            NaN
  1308.39        2500.00                 NaN   88.7857                 NaN  0.938875       0.123598        1.55302       0.236164        1.35741        7.00522                 NaN            NaN            NaN
  1306.86        2500.00                 NaN   89.8080                 NaN  0.886816       0.110988       0.153640        1.42757        1.23279        6.38019                 NaN            NaN            NaN
  1305.32        2500.00                 NaN   90.7154                 NaN  0.878720       0.967728E-001   1.34645                 NaN   1.12077        5.84191                 NaN            NaN            NaN
