|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.5/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         Sp(TH)         ilm            q             
  1540.87        2500.00        99.8840       0.103884       0.120691E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.37        2500.00        99.1633       0.750933       0.857277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.88        2500.00        98.9146       0.982976       0.102436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.39        2500.00        99.9784       0.194646E-001  0.209577E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.89        2500.00        99.8742       0.114129       0.116645E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.40        2500.00        99.9994                 NaN  0.612766E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.90        2500.00        98.7437        1.14190       0.114386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.41        2500.00        99.4026       0.543813       0.536330E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.92        2500.00        99.7990       0.183142       0.178473E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.42        2500.00        99.3407       0.597743       0.615428E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.93        2500.00        99.5232       0.434859       0.419699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.43        2500.00        99.5255       0.432906       0.416296E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.94        2500.00        99.5292       0.428736       0.420934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.44        2500.00        99.7364       0.196599       0.669799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        2500.00        99.3285       0.660316       0.111819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.46        2500.00        99.5378       0.423139       0.390619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.96        2500.00        99.5389       0.423704       0.373515E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.47        2500.00        99.5433       0.420596       0.361488E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.97        2500.00        99.5473       0.415266       0.374442E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.48        2500.00        99.3897       0.556775       0.535652E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.99        2500.00        99.7297       0.250020       0.202388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.49        2500.00        99.5383       0.426966       0.347013E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.00        2500.00        98.9658       0.952197       0.819739E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.50        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.01        2500.00        99.7182       0.263331       0.184516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.52        2500.00        99.5622       0.407428       0.303618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.02        2500.00        99.5647       0.409451       0.258177E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.53        2500.00        99.5714       0.399226       0.293593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.03        2500.00        99.5716       0.400537       0.278624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.54        2500.00        99.5730       0.400120       0.268615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.04        2500.00        99.5781       0.394708       0.272405E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.55        2500.00        99.5542       0.418330       0.274325E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        2500.00        99.6052       0.371118       0.236441E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.56        2500.00        99.5815       0.395576       0.228990E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.07        2500.00        99.5853       0.390911       0.237861E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.57        2500.00        99.5858       0.391177       0.230001E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.08        2500.00        99.5886       0.389686       0.217520E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.59        2500.00        99.5923       0.386727       0.209277E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.09        2500.00        99.5934       0.384077       0.225416E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.60        2500.00        99.5953       0.385393       0.193089E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.10        2500.00        99.7470       0.244365       0.861735E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.61        2500.00        99.8974       0.971195E-001  0.552848E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.12        2500.00        99.1466       0.815730       0.376838E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        2500.00        99.6012       0.383757       0.150726E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.13        2500.00        99.6043       0.379509       0.162295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.63        2500.00        99.6040       0.381886       0.140720E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.14        2500.00        99.3418       0.585698E-001  0.181865E-001  0.276576       0.304882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.64        2500.00        99.1962       0.726616E-001  0.465920E-001  0.547552       0.137029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.15        2500.00        99.2018       0.663771E-001  0.456731E-001  0.542052       0.144062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1467.66        2500.00        99.9849       0.823342E-002  0.687742E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.16        2500.00        98.4378       0.112659       0.811739E-001   1.06709       0.301313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1464.67        2500.00        99.2199       0.592555E-001  0.424156E-001  0.527390       0.151078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.17        2500.00        99.2276       0.536002E-001  0.410930E-001  0.157689       0.520020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.68        2500.00        99.2318       0.475090E-001  0.404365E-001  0.515819       0.164420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.19        2500.00        99.2391       0.496016E-001  0.390867E-001  0.161330       0.510884                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.69        2500.00        99.2430       0.417996E-001  0.384288E-001  0.506331       0.170422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.20        2500.00        99.2501       0.454687E-001  0.368183E-001  0.501920       0.165674                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.70        2500.00        99.2557       0.421780E-001  0.360384E-001  0.497259       0.168866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.21        2500.00        99.2604       0.403997E-001  0.350482E-001  0.493523       0.170593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.72        2500.00        99.2656       0.384317E-001  0.339839E-001  0.172818       0.489178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.22        2500.00        99.2709       0.352405E-001  0.331540E-001  0.484734       0.175942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1449.73        2500.00        99.2760       0.346471E-001  0.321301E-001  0.176322       0.480871                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.23        2500.00        99.2785       0.346249E-001  0.312041E-001  0.478825       0.176888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.74        2500.00        99.2867       0.313714E-001  0.283432E-001  0.182017       0.471595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.24        2500.00        99.2904       0.302685E-001  0.311686E-001  0.470484       0.177726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.75        2500.00        99.2945       0.311048E-001  0.282053E-001  0.466801       0.179437                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1442.26        2500.00        99.2998       0.273517E-001  0.275985E-001  0.182906       0.462358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.76        2500.00        99.3238       0.142170       0.404093E-001  0.493609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1439.27        2500.00        99.2883                 NaN  0.567305E-002  0.274445       0.431539                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1437.77        2500.00        99.3123                 NaN  0.265794E-001  0.210985       0.450086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.28        2500.00        99.3159                 NaN  0.257021E-001  0.447014       0.211404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1434.79        2500.00        99.3210                 NaN  0.247163E-001  0.443327       0.210966                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.29        2500.00        99.3247       0.138888E-001  0.228810E-001  0.195964       0.442573                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.80        2500.00        99.3284       0.241395E-001  0.212269E-001  0.440969       0.185233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1430.30        2500.00        99.3323       0.239121E-001  0.203885E-001  0.185120       0.438240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.81        2500.00        99.0399       0.301633       0.219194E-002  0.653034       0.320285E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1427.32        2500.00        99.6336                 NaN  0.154950E-001  0.101452       0.249481                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1425.82        2500.00        99.3463                 NaN  0.300392E-001  0.193405       0.430207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1424.33        2500.00        99.3439                 NaN  0.817442E-002  0.225529       0.422408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1422.83        2500.00        99.3497                 NaN  0.179055E-001  0.208951       0.423434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.34        2500.00        99.3534                 NaN  0.176413E-001  0.208039       0.420921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1419.84        2500.00        99.3568                 NaN  0.160127E-001  0.209085       0.418118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.35        2500.00        99.2963       0.664066E-001  0.145980E-001  0.417772       0.174507                 NaN  0.303763E-001            NaN            NaN            NaN            NaN            NaN
  1416.86        2500.00        98.4648                 NaN  0.199472       0.338787       0.466874                 NaN  0.530075                 NaN            NaN            NaN            NaN            NaN
  1415.36        2500.00        98.4690                 NaN  0.195406       0.452877       0.354760                 NaN  0.527987                 NaN            NaN            NaN            NaN            NaN
  1413.87        2500.00        98.4934                 NaN  0.194896       0.446570       0.345034                 NaN  0.520057                 NaN            NaN            NaN            NaN            NaN
  1412.37        2500.00        98.5185                 NaN  0.193724       0.439660       0.336642                 NaN  0.511438                 NaN            NaN            NaN            NaN            NaN
  1410.88        2500.00        98.5415                 NaN  0.193217       0.327414       0.434021                 NaN  0.503872                 NaN            NaN            NaN            NaN            NaN
  1409.39        2500.00        98.6155                 NaN  0.186124       0.307215       0.412418                 NaN  0.478789                 NaN            NaN            NaN            NaN            NaN
  1407.89        2500.00        98.5325                 NaN  0.198466       0.323722       0.437941                 NaN  0.507400                 NaN            NaN            NaN            NaN            NaN
  1406.40        2500.00        98.6084                 NaN  0.191048       0.302464       0.416358                 NaN  0.481682                 NaN            NaN            NaN            NaN            NaN
  1404.90        2500.00        98.6301                 NaN  0.190358       0.410995       0.294119                 NaN  0.474392                 NaN            NaN            NaN            NaN            NaN
  1403.41        2500.00        98.6508                 NaN  0.189667       0.405742       0.286108                 NaN  0.467672                 NaN            NaN            NaN            NaN            NaN
  1401.92        2500.00        98.6699                 NaN  0.189281       0.400895       0.278666                 NaN  0.461221                 NaN            NaN            NaN            NaN            NaN
  1400.42        2500.00        98.6912                 NaN  0.188374       0.395587       0.270805                 NaN  0.454080                 NaN            NaN            NaN            NaN            NaN
  1398.93        2500.00        98.7094                 NaN  0.187541       0.390507       0.264451                 NaN  0.448107                 NaN            NaN            NaN            NaN            NaN
  1397.43        2500.00        98.7298                 NaN  0.187210       0.256748       0.385139                 NaN  0.441138                 NaN            NaN            NaN            NaN            NaN
  1395.94        2500.00        98.7473                 NaN  0.186449       0.380749       0.250201                 NaN  0.435309                 NaN            NaN            NaN            NaN            NaN
  1394.45        2500.00        98.7632                 NaN  0.186599       0.377684       0.242307                 NaN  0.430256                 NaN            NaN            NaN            NaN            NaN
  1392.95        2500.00        98.7831                 NaN  0.184882       0.371565       0.237329                 NaN  0.423079                 NaN            NaN            NaN            NaN            NaN
  1391.46        2500.00        98.7989                 NaN  0.184835       0.230320       0.367950                 NaN  0.418036                 NaN            NaN            NaN            NaN            NaN
  1389.96        2500.00        98.8160                 NaN  0.184130       0.363040       0.224663                 NaN  0.412152                 NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        98.8322                 NaN  0.183638       0.359142       0.218305                 NaN  0.406710                 NaN            NaN            NaN            NaN            NaN
  1386.97        2500.00        98.8439                 NaN  0.186823       0.207317       0.358051                 NaN  0.403933                 NaN            NaN            NaN            NaN            NaN
  1385.48        2500.00        98.8689                 NaN  0.178794       0.211458       0.347696                 NaN  0.393184                 NaN            NaN            NaN            NaN            NaN
  1383.99        2500.00        98.8771                 NaN  0.182146       0.201894       0.347370                 NaN  0.391524                 NaN            NaN            NaN            NaN            NaN
  1382.49        2500.00        98.8953                 NaN  0.180986       0.342582       0.195805                 NaN  0.385305                 NaN            NaN            NaN            NaN            NaN
  1381.00        2500.00        98.9088                 NaN  0.180711       0.339486       0.190234                 NaN  0.380735                 NaN            NaN            NaN            NaN            NaN
  1379.50        2500.00        98.9232                 NaN  0.180034       0.185103       0.335780                 NaN  0.375839                 NaN            NaN            NaN            NaN            NaN
  1378.01        2500.00        98.9375                 NaN  0.179378       0.180123       0.332038                 NaN  0.370939                 NaN            NaN            NaN            NaN            NaN
  1376.52        2500.00        98.9502                 NaN  0.179105       0.175459       0.328519                 NaN  0.366705                 NaN            NaN            NaN            NaN            NaN
  1375.02        2500.00        98.9650                 NaN  0.177963       0.325206       0.170275                 NaN  0.361584                 NaN            NaN            NaN            NaN            NaN
  1373.53        2500.00        98.9770                 NaN  0.178253       0.321265       0.165604                 NaN  0.357841                 NaN            NaN            NaN            NaN            NaN
  1372.03        2500.00        98.9913                 NaN  0.174596       0.164138       0.318102                 NaN  0.351834                 NaN            NaN            NaN            NaN            NaN
  1370.54        2500.00        99.0004                 NaN  0.189931       0.135891       0.320875                 NaN  0.352946                 NaN            NaN            NaN            NaN            NaN
  1369.05        2500.00        99.0199                 NaN  0.164237       0.305660       0.169709                 NaN  0.340482                 NaN            NaN            NaN            NaN            NaN
  1367.55        2500.00        99.0316                 NaN  0.173143       0.309045       0.148471                 NaN  0.337707                 NaN            NaN            NaN            NaN            NaN
  1366.06        2500.00        99.0393                 NaN  0.173988       0.144692       0.306104                 NaN  0.335919                 NaN            NaN            NaN            NaN            NaN
  1364.56        2500.00        99.0510                 NaN  0.173241       0.140919       0.302974                 NaN  0.331844                 NaN            NaN            NaN            NaN            NaN
  1363.07        2500.00        99.0621                 NaN  0.172778       0.300269       0.136830                 NaN  0.328060                 NaN            NaN            NaN            NaN            NaN
  1361.57        2500.00        99.0740                 NaN  0.171541       0.133679       0.296891                 NaN  0.323842                 NaN            NaN            NaN            NaN            NaN
  1360.08        2500.00        99.0855                 NaN  0.170609       0.130063       0.294108                 NaN  0.319701                 NaN            NaN            NaN            NaN            NaN
  1358.59        2500.00        99.0955                 NaN  0.170112       0.291273       0.126873                 NaN  0.316250                 NaN            NaN            NaN            NaN            NaN
  1357.09        2500.00        99.1063                 NaN  0.169312       0.288635       0.123155                 NaN  0.312568                 NaN            NaN            NaN            NaN            NaN
  1355.60        2500.00        99.1169                 NaN  0.167866       0.285654       0.120995                 NaN  0.308570                 NaN            NaN            NaN            NaN            NaN
  1354.10        2500.00        99.1258                 NaN  0.167871       0.116852       0.283807                 NaN  0.305719                 NaN            NaN            NaN            NaN            NaN
  1352.61        2500.00        99.1368                 NaN  0.167203       0.113194       0.280610                 NaN  0.302234                 NaN            NaN            NaN            NaN            NaN
  1351.12        2500.00        99.1480                 NaN  0.163628       0.113565       0.277826                 NaN  0.296943                 NaN            NaN            NaN            NaN            NaN
  1349.62        2500.00        99.1565                 NaN  0.164325       0.275380       0.109237                 NaN  0.294603                 NaN            NaN            NaN            NaN            NaN
  1348.13        2500.00        99.1661                 NaN  0.163403       0.272760       0.106583                 NaN  0.291199                 NaN            NaN            NaN            NaN            NaN
  1346.63        2500.00        99.1754                 NaN  0.162115       0.270277       0.104444                 NaN  0.287727                 NaN            NaN            NaN            NaN            NaN
  1345.14        2500.00        99.1844                 NaN  0.161160       0.267885       0.101942                 NaN  0.284571                 NaN            NaN            NaN            NaN            NaN
  1343.65        2500.00        99.1933                 NaN  0.159839       0.265357       0.100276                 NaN  0.281252                 NaN            NaN            NaN            NaN            NaN
  1342.15        2500.00        99.2008                 NaN  0.159026       0.263591       0.980745E-001            NaN  0.278474                 NaN            NaN            NaN            NaN            NaN
  1340.66        2500.00        99.2106                 NaN  0.157919       0.961028E-001  0.260278                 NaN  0.275081                 NaN            NaN            NaN            NaN            NaN
  1339.16        2500.00        99.2195                 NaN  0.155801       0.953111E-001  0.257837                 NaN  0.271527                 NaN            NaN            NaN            NaN            NaN
  1337.67        2500.00        99.2272                 NaN  0.155502       0.256165       0.921675E-001            NaN  0.268995                 NaN            NaN            NaN            NaN            NaN
  1336.17        2500.00        99.2361                 NaN  0.153476       0.916705E-001  0.253240                 NaN  0.265505                 NaN            NaN            NaN            NaN            NaN
  1334.68        2500.00        99.2435                 NaN  0.152399       0.251125       0.902248E-001            NaN  0.262791                 NaN            NaN            NaN            NaN            NaN
  1333.19        2500.00        99.2518                 NaN  0.151005       0.886112E-001  0.248868                 NaN  0.259759                 NaN            NaN            NaN            NaN            NaN
  1331.69        2500.00        99.2594                 NaN  0.149961       0.246471       0.872464E-001            NaN  0.256959                 NaN            NaN            NaN            NaN            NaN
  1330.20        2500.00        99.2671                 NaN  0.148021       0.244074       0.868208E-001            NaN  0.253987                 NaN            NaN            NaN            NaN            NaN
  1328.70        2500.00        99.2737                 NaN  0.148426       0.832798E-001  0.242593                 NaN  0.251992                 NaN            NaN            NaN            NaN            NaN
  1327.21        2500.00        99.2823                 NaN  0.143560       0.238883       0.874692E-001            NaN  0.247804                 NaN            NaN            NaN            NaN            NaN
  1325.72        2500.00        99.2891                 NaN  0.143767       0.237521       0.838873E-001            NaN  0.245703                 NaN            NaN            NaN            NaN            NaN
  1324.22        2500.00        99.2959                 NaN  0.142233       0.235534       0.832532E-001            NaN  0.243111                 NaN            NaN            NaN            NaN            NaN
  1322.73        2500.00        99.3029                 NaN  0.140420       0.830181E-001  0.233316                 NaN  0.240326                 NaN            NaN            NaN            NaN            NaN
  1321.23        2500.00        99.3097                 NaN  0.138823       0.826169E-001  0.231111                 NaN  0.237773                 NaN            NaN            NaN            NaN            NaN
  1319.74        2500.00        99.3163                 NaN  0.137196       0.823190E-001  0.229008                 NaN  0.235175                 NaN            NaN            NaN            NaN            NaN
  1318.25        2500.00        99.3229                 NaN  0.135475       0.226691       0.822855E-001            NaN  0.232669                 NaN            NaN            NaN            NaN            NaN
  1316.75        2500.00        99.3286                 NaN  0.134095       0.817931E-001  0.225047                 NaN  0.230480                 NaN            NaN            NaN            NaN            NaN
  1315.26        2500.00        99.3368                 NaN  0.131955       0.818517E-001  0.222028                 NaN  0.227363                 NaN            NaN            NaN            NaN            NaN
  1313.76        2500.00        99.3412                 NaN  0.129981       0.828754E-001  0.220646                 NaN  0.225311                 NaN            NaN            NaN            NaN            NaN
  1312.27        2500.00        99.3486                 NaN  0.128503       0.218035       0.821755E-001            NaN  0.222681                 NaN            NaN            NaN            NaN            NaN
  1310.77        2500.00        99.3541                 NaN  0.126341       0.216033       0.831807E-001            NaN  0.220378                 NaN            NaN            NaN            NaN            NaN
  1309.28        2500.00        99.3601                 NaN  0.124839       0.829642E-001  0.213982                 NaN  0.218104                 NaN            NaN            NaN            NaN            NaN
  1307.79        2500.00        99.3663                 NaN  0.122848       0.211735       0.834615E-001            NaN  0.215687                 NaN            NaN            NaN            NaN            NaN
  1306.29        2500.00        99.3718                 NaN  0.121223       0.210030       0.834102E-001            NaN  0.213554                 NaN            NaN            NaN            NaN            NaN
  1304.80        2500.00        99.3773                 NaN  0.118561       0.855554E-001  0.207496                 NaN  0.211098                 NaN            NaN            NaN            NaN            NaN
  1303.30        2500.00        99.3826                 NaN  0.116951       0.204986       0.862522E-001            NaN  0.209224                 NaN            NaN            NaN            NaN            NaN
  1301.81        2500.00        99.3878                 NaN  0.114864       0.203482       0.869941E-001            NaN  0.206895                 NaN            NaN            NaN            NaN            NaN
  1300.32        2500.00        91.7679                 NaN  0.781793       0.242845        1.01801                 NaN   1.17733        5.01210                 NaN            NaN            NaN            NaN
  1298.82        2500.00        88.2876                 NaN   1.08143        1.40329       0.312702                 NaN   1.62116        7.29376                 NaN            NaN            NaN            NaN
  1297.33        2500.00        89.0327                 NaN   1.01939       0.276055        1.34281                 NaN   1.52705        6.80199                 NaN            NaN            NaN            NaN
  1295.83        2500.00        89.6673                 NaN  0.967321        1.29286       0.241400                 NaN   1.44672        6.38443                 NaN            NaN            NaN            NaN
  1294.34        2500.00        90.2929                 NaN  0.911917        1.23912       0.217857                 NaN   1.36669        5.97150                 NaN            NaN            NaN            NaN
