|6.6.6
Archiving\03_Data\frac/QFM_m4.75/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1854.64        2500.00        99.0831       0.685819       0.231083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.13        2500.00        99.0728       0.685943       0.241230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.62        2500.00        99.0626       0.686067       0.251327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1847.12        2500.00        99.0524       0.686190       0.261403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1844.61        2500.00        99.0422       0.686314       0.271438                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.11        2500.00        99.0321       0.686437       0.281442                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.0046       0.686676       0.308764                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.0120       0.686682       0.301339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.0020       0.686804       0.311238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        98.9936       0.686914       0.319482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        98.9820       0.687048       0.330930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        98.9721       0.687169       0.340726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        98.9622       0.687291       0.350486                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        98.9498       0.687429       0.362782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        98.9426       0.687532       0.369909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        98.9328       0.687653       0.379552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        98.9230       0.687773       0.389179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        98.9133       0.687893       0.398758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        98.9001       0.688016       0.407892       0.395824E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        98.8855       0.688170       0.416389       0.994401E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        98.8769       0.688366       0.424895       0.988244E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        98.8683       0.688560       0.433351       0.979809E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        98.8597       0.688754       0.441794       0.973315E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        98.8512       0.688947       0.450207       0.967177E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        98.8426       0.689139       0.458626       0.964208E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        98.8342       0.689331       0.466955       0.949315E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        98.8224       0.689534       0.476798       0.112422E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        98.8190       0.689724       0.483602       0.763597E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        98.8089       0.689901       0.491880       0.934169E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        98.8005       0.690090       0.500114       0.927203E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        98.7922       0.690278       0.508343       0.921045E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        98.7838       0.690466       0.516547       0.915103E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        98.7756       0.690652       0.524708       0.906897E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        98.7673       0.690838       0.532849       0.901992E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        98.7591       0.691023       0.540957       0.895468E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        98.2680       0.691254       0.529284       0.993425E-002  0.501489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.4008                 NaN            NaN  0.949363E-002  0.589709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3948                 NaN            NaN  0.953209E-002  0.595637                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3937                 NaN            NaN  0.946772E-002  0.596786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3930                 NaN            NaN  0.938863E-002  0.597628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.5728                 NaN            NaN  0.658244E-002  0.420596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.1950                 NaN            NaN  0.122892E-001  0.792754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.3799                 NaN            NaN  0.937685E-002  0.610681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.4635                 NaN            NaN  0.808837E-002  0.528409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2812                 NaN            NaN  0.107285E-001  0.708055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.3657                 NaN            NaN  0.938427E-002  0.624955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.3669                 NaN            NaN  0.929270E-002  0.623810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.3593                 NaN            NaN  0.933459E-002  0.631342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.3542                 NaN            NaN  0.935006E-002  0.636469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.3501                 NaN            NaN  0.933291E-002  0.640581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        99.3489                 NaN            NaN  0.926445E-002  0.641856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.4172                 NaN            NaN  0.825888E-002  0.574569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2676                 NaN            NaN  0.102817E-001  0.722163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.3331                 NaN            NaN  0.930796E-002  0.657589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        99.3348                 NaN            NaN  0.921390E-002  0.655937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.3299                 NaN            NaN  0.923772E-002  0.660860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.3257                 NaN            NaN  0.922717E-002  0.665103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.3225                 NaN            NaN  0.921625E-002  0.668312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        99.3195                 NaN            NaN  0.919975E-002  0.671283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.3199                 NaN            NaN  0.914172E-002  0.670997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.3078                 NaN            NaN  0.926635E-002  0.682957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.3118                 NaN            NaN  0.914379E-002  0.679070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.0517                 NaN            NaN  0.125899E-001  0.935701                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.5608                 NaN            NaN  0.570626E-002  0.433491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.3023                 NaN            NaN  0.914472E-002  0.688589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.2988                 NaN            NaN  0.915293E-002  0.692089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.2961                 NaN            NaN  0.915533E-002  0.694729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.3003                 NaN            NaN  0.904930E-002  0.690627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.2947                 NaN            NaN  0.908749E-002  0.696213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.2930                 NaN            NaN  0.908274E-002  0.697927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.2918                 NaN            NaN  0.907283E-002  0.699123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        98.6750                 NaN            NaN  0.785756E-002  0.496195       0.820904                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        97.7167                 NaN            NaN  0.635625E-002  0.218466        2.05847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        97.7982                 NaN            NaN  0.593974E-002  0.207456        1.98843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        97.8046                 NaN            NaN  0.584978E-002  0.199718        1.98985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.9112                 NaN            NaN  0.539190E-002  0.195467        1.88795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.9115                 NaN            NaN  0.518546E-002  0.187172        1.89611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.9415                 NaN            NaN  0.487205E-002  0.180077        1.87355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.0082                 NaN            NaN  0.469982E-002  0.175339        1.81177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.0271                 NaN            NaN  0.444357E-002  0.168169        1.80026                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.0630                 NaN            NaN  0.430162E-002  0.162210        1.77046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.0897                 NaN            NaN  0.396720E-002  0.156019        1.75036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.1277                 NaN            NaN  0.381554E-002  0.150528        1.71791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.1522                 NaN            NaN  0.359361E-002  0.144415        1.69980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.1868                 NaN            NaN  0.338932E-002  0.139144        1.67062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.2105                 NaN            NaN  0.312892E-002  0.133346        1.65299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.2412                 NaN            NaN  0.297315E-002  0.128044        1.62777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.2674                 NaN            NaN  0.274342E-002  0.122637        1.60724                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.2923                 NaN            NaN  0.253726E-002  0.117340        1.58782                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.3155                 NaN            NaN  0.234313E-002  0.112148        1.57000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.3435                 NaN            NaN  0.217494E-002  0.107217        1.54709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.3651                 NaN            NaN  0.194114E-002  0.102227        1.53077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.3880                 NaN            NaN  0.175553E-002  0.973890E-001   1.51281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.4098                 NaN            NaN  0.155421E-002  0.925309E-001   1.49611                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.4303                 NaN            NaN  0.141829E-002  0.877465E-001   1.48051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.4518                 NaN            NaN  0.126145E-002  0.984861E-001   1.44847                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4670                 NaN            NaN  0.901532E-003  0.628984E-001   1.46920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4913                 NaN            NaN  0.789887E-003  0.744668E-001   1.43340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.5089                 NaN            NaN  0.586789E-003  0.699414E-001   1.42061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.5252                 NaN            NaN  0.394508E-003  0.655758E-001   1.40888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5424                 NaN            NaN  0.202911E-003  0.617048E-001   1.39567                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5587                 NaN            NaN  0.773074E-003  0.578862E-001   1.38264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5753                 NaN            NaN            NaN  0.533547E-001   1.37137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5934                 NaN            NaN  0.826382E-003  0.518823E-001   1.35391                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.6062                 NaN            NaN  0.540110E-003  0.434103E-001   1.34984                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6199                 NaN            NaN            NaN  0.476127E-001   1.33248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6336                 NaN            NaN            NaN  0.393344E-001   1.32702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.5483                 NaN            NaN            NaN  0.382310E-001   1.41345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.7559                 NaN            NaN            NaN  0.305670E-001   1.21355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6700                 NaN            NaN  0.139315E-003  0.310471E-001   1.29883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6825                 NaN            NaN            NaN  0.269728E-001   1.29054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.5440                 NaN            NaN            NaN  0.283765E-002  0.554703       0.898428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.3885                 NaN            NaN  0.794687E-002  0.951539E-006            NaN   1.60355                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.3473                 NaN            NaN  0.127928E-001            NaN            NaN   1.63994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.3210                 NaN            NaN  0.126999E-001            NaN            NaN   1.66625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.2780                 NaN            NaN  0.126562E-001            NaN            NaN   1.70933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.2145                 NaN            NaN  0.125810E-001            NaN            NaN   1.77294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.1280                 NaN            NaN  0.125230E-001            NaN            NaN   1.85948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        97.9571                 NaN            NaN  0.124914E-001            NaN            NaN   2.03039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        97.3275                 NaN            NaN  0.116526E-001            NaN            NaN   1.79178       0.869027                 NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        97.2170                 NaN            NaN  0.109011E-001            NaN            NaN   2.38792       0.384171                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        97.2658                 NaN            NaN  0.982363E-002  0.175269                 NaN   2.54910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        97.3160                 NaN            NaN  0.937533E-002  0.228261                 NaN   2.44633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        97.3878                 NaN            NaN  0.891271E-002  0.230415                 NaN   2.37285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        97.4588                 NaN            NaN  0.845866E-002  0.236746                 NaN   2.29597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.5181                 NaN            NaN  0.816905E-002  0.223150                 NaN   2.25059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.4227                 NaN  0.295765E-001  0.699070E-002  0.109672                 NaN   2.43111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
