|6.6.6
Archiving\03_Data\eq/QFM/Y98/Y98_3.tab                                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             pnt           
  1762.82        2500.00        99.0720       0.149622       0.778417                 NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.0684       0.153067       0.778488                 NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.0649       0.156514       0.778558                 NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.0614       0.159961       0.778628                 NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.0579       0.163408       0.778699                 NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.0544       0.166856       0.778769                 NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.0509       0.170304       0.778840                 NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.0456       0.175507       0.778911                 NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.0403       0.180711       0.778981                 NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.0350       0.185915       0.779052                 NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.0298       0.191121       0.779123                 NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.0245       0.196327       0.779194                 NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.0192       0.201534       0.779265                 NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.0139       0.206741       0.779336                 NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.0086       0.211950       0.779407                 NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        98.9999       0.220646       0.779478                 NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        98.9843       0.228576       0.779560       0.758199E-002            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        98.9622       0.237652       0.779649       0.204784E-001            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        98.9402       0.246730       0.779739       0.333777E-001            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        98.9166       0.257628       0.779828       0.459559E-001            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        98.8930       0.268528       0.779917       0.585370E-001            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        98.8694       0.279430       0.780006       0.711210E-001            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        98.8459       0.290334       0.780095       0.837079E-001            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        98.8123       0.311795       0.780187       0.956931E-001            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        98.7788       0.333260       0.780278       0.107681                 NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        98.7452       0.354730       0.780369       0.119672                 NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        98.7117       0.376203       0.780461       0.131666                 NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        98.6781       0.397682       0.780552       0.143662                 NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        98.6445       0.419164       0.780643       0.155661                 NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        98.6110       0.440651       0.780735       0.167664                 NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.5774       0.462143       0.780826       0.179668                 NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        98.4962       0.531969       0.780933       0.190902                 NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        98.4150       0.601812       0.781039       0.202138                 NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        98.3338       0.671672       0.781145       0.213378                 NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        98.2526       0.741549       0.781251       0.224620                 NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        98.1713       0.811443       0.781357       0.235865                 NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        98.0901       0.881353       0.781463       0.247114                 NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        98.0088       0.951279       0.781568       0.258365                 NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        97.9275        1.02122       0.781674       0.269620                 NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        97.6845        1.25328       0.781834       0.280346                 NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        97.4415        1.48543       0.781995       0.291076                 NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        97.1984        1.71766       0.782154       0.301811                 NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        96.9552        1.94997       0.782313       0.312550                 NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        96.5462        2.34835       0.782528       0.322970                 NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        96.1369        2.74693       0.782742       0.333395                 NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        95.6474        3.22610       0.782982       0.343486                 NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        93.8358        3.37982       0.784631       0.337593        1.66217                 NaN            NaN            NaN            NaN
  1612.18        2500.00        92.1927        3.50292       0.786154       0.329922        3.18829                 NaN            NaN            NaN            NaN
  1608.97        2500.00        90.5433        3.62648       0.787681       0.322220        4.72029                 NaN            NaN            NaN            NaN
  1605.77        2500.00        88.8876        3.75051       0.789211       0.314487        6.25819                 NaN            NaN            NaN            NaN
  1602.56        2500.00        87.2255        3.87501       0.790744       0.306723        7.80201                 NaN            NaN            NaN            NaN
  1599.36        2500.00        85.5571        3.99998       0.792282       0.298928        9.35176                 NaN            NaN            NaN            NaN
  1596.15        2500.00        83.8822        4.12542       0.793822       0.291101        10.9075                 NaN            NaN            NaN            NaN
  1592.95        2500.00        82.2009        4.25133       0.795367       0.283244        12.4692                 NaN            NaN            NaN            NaN
  1589.74        2500.00        80.5132        4.37771       0.796914       0.275354        14.0369                 NaN            NaN            NaN            NaN
  1586.54        2500.00        79.1722        4.48426       0.798173       0.265740        15.2796                 NaN            NaN            NaN            NaN
  1583.33        2500.00        77.8271        4.59114       0.799434       0.256096        16.5262                 NaN            NaN            NaN            NaN
  1580.13        2500.00        76.4779        4.69834       0.800697       0.246420        17.7767                 NaN            NaN            NaN            NaN
  1576.92        2500.00        75.1244        4.80587       0.801962       0.236713        19.0310                 NaN            NaN            NaN            NaN
  1573.72        2500.00        73.7668        4.91372       0.803229       0.226974        20.2892                 NaN            NaN            NaN            NaN
  1570.51        2500.00        72.4051        5.02190       0.804498       0.217205        21.5513                 NaN            NaN            NaN            NaN
  1567.31        2500.00        71.0391        5.13040       0.805769       0.207403        22.8173                 NaN            NaN            NaN            NaN
  1564.10        2500.00        69.6689        5.23924       0.807042       0.197571        24.0873                 NaN            NaN            NaN            NaN
  1560.90        2500.00        68.5127        5.32974       0.808145       0.185182        25.1643                 NaN            NaN            NaN            NaN
  1557.69        2500.00        67.3534        5.42048       0.809250       0.172759        26.2441                 NaN            NaN            NaN            NaN
  1554.49        2500.00        66.1910        5.51146       0.810356       0.160301        27.3268                 NaN            NaN            NaN            NaN
  1551.28        2500.00        65.0256        5.60268       0.811464       0.147809        28.4124                 NaN            NaN            NaN            NaN
  1548.08        2500.00        63.8572        5.69413       0.812573       0.135283        29.5009                 NaN            NaN            NaN            NaN
  1544.87        2500.00        62.6856        5.78581       0.813683       0.122722        30.5922                 NaN            NaN            NaN            NaN
  1541.67        2500.00        61.5110        5.87774       0.814795       0.110127        31.6864                 NaN            NaN            NaN            NaN
  1538.46        2500.00        60.3332        5.96990       0.815908       0.974964E-001   32.7835                 NaN            NaN            NaN            NaN
  1535.26        2500.00        59.2492        6.05214       0.816953       0.817032E-001   33.8001                 NaN            NaN            NaN            NaN
  1532.05        2500.00        58.1624        6.13457       0.817998       0.658693E-001   34.8191                 NaN            NaN            NaN            NaN
  1528.85        2500.00        57.0731        6.21721       0.819045       0.499947E-001   35.8407                 NaN            NaN            NaN            NaN
  1525.64        2500.00        55.9810        6.30004       0.820094       0.340793E-001   36.8648                 NaN            NaN            NaN            NaN
  1522.44        2500.00        54.9048        6.38120       0.821135       0.163155E-001   37.8766                 NaN            NaN            NaN            NaN
  1519.23        2500.00        53.8389        6.46552       0.822166                 NaN   38.8734                 NaN            NaN            NaN            NaN
  1516.03        2500.00        52.8342        6.54215       0.823137                 NaN   39.8005                 NaN            NaN            NaN            NaN
  1512.82        2500.00        51.8273        6.61895       0.824110                 NaN   40.7297                 NaN            NaN            NaN            NaN
  1509.62        2500.00        50.8220        6.69015       0.825090                 NaN   41.6628                 NaN            NaN            NaN            NaN
  1506.41        2500.00        49.8145        6.76151       0.826071                 NaN   42.5979                 NaN            NaN            NaN            NaN
  1503.21        2500.00        48.8048        6.83303       0.827053                 NaN   43.5351                 NaN            NaN            NaN            NaN
  1500.00        2500.00        47.7928        6.90471       0.828036                 NaN   44.4744                 NaN            NaN            NaN            NaN
  1496.79        2500.00        46.7719        6.97124       0.829036                 NaN   45.4279                 NaN            NaN            NaN            NaN
  1493.59        2500.00        45.6483        7.04688       0.830149                 NaN   46.3254       0.149271                 NaN            NaN            NaN
  1490.38        2500.00        43.8674        7.17865       0.832016                 NaN   46.7317        1.39021                 NaN            NaN            NaN
  1487.18        2500.00        42.0786        7.31098       0.833889                 NaN   47.1398        2.63670                 NaN            NaN            NaN
  1483.97        2500.00        40.4386        7.41523       0.835634                 NaN   47.5106        3.79990                 NaN            NaN            NaN
  1480.77        2500.00        38.7919        7.51989       0.837384                 NaN   47.8828        4.96794                 NaN            NaN            NaN
  1477.56        2500.00        37.1386        7.62496       0.839139                 NaN   48.2565        6.14083                 NaN            NaN            NaN
  1474.36        2500.00        35.4784        7.73046       0.840899                 NaN   48.6316        7.31860                 NaN            NaN            NaN
  1471.15        2500.00        33.9529        7.80633       0.842546                 NaN   48.9791        8.41908                 NaN            NaN            NaN
  1467.95        2500.00        32.4216        7.88247       0.844197                 NaN   49.3279        9.52382                 NaN            NaN            NaN
  1464.74        2500.00        30.9391        7.93686       0.845811                 NaN   49.6667        10.6115                 NaN            NaN            NaN
  1461.54        2500.00        29.3011        7.97992       0.847574                 NaN   49.2309        1.05260        11.5879                 NaN            NaN
  1458.33        2500.00        29.2994        7.98010       0.847605                 NaN   49.2320        1.05263        11.5882                 NaN            NaN
  1455.13        2500.00        29.2977        7.98029       0.847635                 NaN   49.2332        1.05265        11.5885                 NaN            NaN
  1451.92        2500.00        29.2960        7.98048       0.847666                 NaN   49.2344        1.05268        11.5887                 NaN            NaN
  1448.72        2500.00        29.2943        7.98067       0.847697                 NaN   49.2356        1.05271        11.5890                 NaN            NaN
  1445.51        2500.00        29.2926        7.98085       0.847727                 NaN   49.2368        1.05274        11.5893                 NaN            NaN
  1442.31        2500.00        29.2909        7.98104       0.847758                 NaN   49.2380        1.05277        11.5896                 NaN            NaN
  1439.10        2500.00        29.2892        7.98123       0.847789                 NaN   49.2392        1.05280        11.5898                 NaN            NaN
  1435.90        2500.00        18.1839        8.05522       0.859889                 NaN   46.7714        18.2811        7.84854                 NaN            NaN
  1432.69        2500.00        18.1828        8.05532       0.859910                 NaN   46.7720        18.2813        7.84868                 NaN            NaN
  1429.49        2500.00        16.0316        8.01768       0.862386                 NaN   46.6347        19.6521        8.80162                 NaN            NaN
  1426.28        2500.00        15.0064        7.98881       0.863593                 NaN   46.6289        9.20231        20.3100                 NaN            NaN
  1423.08        2500.00        14.0771        7.96161       0.864701       0.312645E-003   46.5922        9.59460        20.9095                 NaN            NaN
  1419.87        2500.00        14.0763        7.96168       0.864719       0.312655E-003   46.5926        9.59472        20.9097                 NaN            NaN
  1416.67        2500.00        12.3115        7.84715       0.866859       0.470124E-001   46.4184        10.4242        22.0849                 NaN            NaN
  1413.46        2500.00        11.2577        7.94619       0.867739       0.711352E-001   46.0110        22.4415        11.0937       0.311106                 NaN
  1410.26        2500.00        10.2113        8.08945       0.868511       0.932227E-001   45.5304        11.8029        22.7004       0.703770                 NaN
  1407.05        2500.00        10.2107        8.08949       0.868525       0.932254E-001   45.5306        11.8030        22.7006       0.703815                 NaN
  1403.85        2500.00        10.2102        8.08952       0.868540       0.932282E-001   45.5309        11.8031        22.7007       0.703861                 NaN
  1400.64        2500.00        10.2096        8.08956       0.868554       0.932309E-001   45.5311        11.8032        22.7008       0.703906                 NaN
  1397.44        2500.00        10.2090        8.08960       0.868568       0.932336E-001   45.5314        11.8034        22.7010       0.703952                 NaN
  1394.23        2500.00        10.2084        8.08963       0.868582       0.932363E-001   45.5316        11.8035        22.7011       0.703997                 NaN
  1391.03        2500.00        10.2078        8.08967       0.868597       0.932390E-001   45.5318        11.8036        22.7012       0.704043                 NaN
  1387.82        2500.00        10.2072        8.08970       0.868611       0.932417E-001   45.5321        11.8037        22.7014       0.704088                 NaN
  1384.62        2500.00        4.27310        8.85744       0.872984       0.229620        42.7596        23.9276        15.8463        3.23329                 NaN
  1381.41        2500.00        4.27288        8.85742       0.872993       0.229626        42.7596        23.9276        15.8464        3.23348                 NaN
  1378.21        2500.00        4.27267        8.85741       0.873002       0.229631        42.7596        23.9276        15.8464        3.23367                 NaN
  1375.00        2500.00        4.27246        8.85739       0.873011       0.229636        42.7596        23.9276        15.8465        3.23386                 NaN
  1371.79        2500.00        4.27224        8.85738       0.873019       0.229642        42.7595        23.9276        15.8465        3.23405                 NaN
  1368.59        2500.00        4.27202        8.85736       0.873028       0.229647        42.7595        23.9276        15.8466        3.23424                 NaN
  1365.38        2500.00        4.27181        8.85735       0.873037       0.229652        42.7595        23.9276        15.8466        3.23442                 NaN
  1362.18        2500.00        4.27159        8.85733       0.873045       0.229657        42.7595        23.9276        15.8467        3.23461                 NaN
  1358.97        2500.00       0.461420        9.25440       0.876044       0.323471        41.1709        24.3972        18.3027        5.21388                 NaN
  1355.77        2500.00       0.592935E-001   9.28684       0.876383       0.333232        41.0273        24.4330        18.5443        5.43955                 NaN
  1352.56        2500.00                 NaN   9.32673       0.876366       0.338738        40.9902        18.5469        24.3906        5.53050                 NaN
  1349.36        2500.00                 NaN   9.32667       0.876371       0.338745        40.9900        18.5469        24.3905        5.53080                 NaN
  1346.15        2500.00                 NaN   9.40458       0.876216       0.349241        40.9508        18.4697        24.2908        5.65869                 NaN
  1342.95        2500.00                 NaN   9.40452       0.876221       0.349248        40.9506        18.4697        24.2907        5.65900                 NaN
  1339.74        2500.00                 NaN   9.40447       0.876226       0.349254        40.9505        18.4697        24.2906        5.65931                 NaN
  1336.54        2500.00                 NaN   9.40442       0.876231       0.349261        40.9503        18.4697        24.2905        5.65961                 NaN
  1333.33        2500.00                 NaN   9.55830       0.875920       0.369955        40.8687        24.0931        18.3225        5.91144                 NaN
  1330.13        2500.00                 NaN   9.55825       0.875925       0.369962        40.8685        24.0931        18.3225        5.91176                 NaN
  1326.92        2500.00                 NaN   9.55819       0.875930       0.369969        40.8684        24.0930        18.3225        5.91208                 NaN
  1323.72        2500.00                 NaN   9.55813       0.875935       0.369976        40.8682        24.0929        18.3225        5.91240                 NaN
  1320.51        2500.00                 NaN   9.55808       0.875939       0.369983        40.8680        24.0928        18.3225        5.91272                 NaN
  1317.31        2500.00                 NaN   9.55802       0.875944       0.369990        40.8678        24.0927        18.3225        5.91304                 NaN
  1314.10        2500.00                 NaN   9.55796       0.875949       0.369997        40.8677        24.0926        18.3225        5.91336                 NaN
  1310.90        2500.00                 NaN   9.55791       0.875954       0.370004        40.8675        24.0925        18.3225        5.91368                 NaN
  1307.69        2500.00                 NaN   9.84691       0.875364       0.410593        40.7376        17.9992        23.7414        6.38894                 NaN
  1304.49        2500.00                 NaN   9.84685       0.875368       0.410600        40.7374        17.9991        23.7413        6.38929                 NaN
  1301.28        2500.00                 NaN   9.84679       0.875372       0.410608        40.7373        17.9991        23.7412        6.38963                 NaN
  1298.08        2500.00                 NaN   9.84673       0.875377       0.410616        40.7371        17.9991        23.7411        6.38997                 NaN
  1294.87        2500.00                 NaN   9.84667       0.875381       0.410623        40.7369        17.9991        23.7410        6.39032                 NaN
  1291.67        2500.00                 NaN   9.84660       0.875385       0.410631        40.7367        17.9991        23.7409        6.39066                 NaN
  1288.46        2500.00                 NaN   9.84654       0.875390       0.410638        40.7365        17.9991        23.7408        6.39100                 NaN
  1285.26        2500.00                 NaN   9.84648       0.875394       0.410646        40.7364        17.9991        23.7407        6.39135                 NaN
  1282.05        2500.00                 NaN   10.1185       0.874840       0.449930        40.6401        23.4206        17.6560        6.84002                 NaN
  1278.85        2500.00                 NaN   10.1184       0.874844       0.449938        40.6399        23.4205        17.6560        6.84039                 NaN
  1275.64        2500.00                 NaN   10.1184       0.874848       0.449946        40.6397        23.4204        17.6560        6.84075                 NaN
  1272.44        2500.00                 NaN   10.1183       0.874852       0.449954        40.6395        23.4203        17.6560        6.84111                 NaN
  1269.23        2500.00                 NaN   10.1182       0.874856       0.449962        40.6393        23.4201        17.6560        6.84148                 NaN
  1266.03        2500.00                 NaN   10.1182       0.874860       0.449970        40.6392        23.4200        17.6560        6.84184                 NaN
  1262.82        2500.00                 NaN   10.1181       0.874864       0.449978        40.6390        23.4199        17.6560        6.84221                 NaN
  1259.62        2500.00                 NaN   10.1180       0.874867       0.449986        40.6388        23.4198        17.6560        6.84257                 NaN
  1256.41        2500.00                 NaN   10.3623       0.874372       0.491218        40.5617        23.1408        17.3193        7.25026                 NaN
  1253.21        2500.00                 NaN   10.3623       0.874375       0.491227        40.5615        23.1407        17.3193        7.25064                 NaN
  1250.00        2500.00                 NaN   10.3622       0.874379       0.491235        40.5613        23.1406        17.3193        7.25103                 NaN
  1246.79        2500.00                 NaN   10.3621       0.874382       0.491244        40.5611        23.1405        17.3193        7.25141                 NaN
  1243.59        2500.00                 NaN   10.3620       0.874386       0.491253        40.5609        23.1403        17.3193        7.25179                 NaN
  1240.38        2500.00                 NaN   10.3620       0.874389       0.491262        40.5607        23.1402        17.3193        7.25218                 NaN
  1237.18        2500.00                 NaN   10.3619       0.874392       0.491270        40.5606        23.1401        17.3192        7.25256                 NaN
  1233.97        2500.00                 NaN   10.3618       0.874396       0.491279        40.5604        23.1399        17.3192        7.25294                 NaN
  1230.77        2500.00                 NaN   10.5883       0.873935       0.532279        40.5203        22.8839        16.9663        7.63497                 NaN
  1227.56        2500.00                 NaN   10.5882       0.873938       0.532288        40.5201        22.8838        16.9663        7.63537                 NaN
  1224.36        2500.00                 NaN   10.5881       0.873941       0.532298        40.5199        22.8837        16.9663        7.63578                 NaN
  1221.15        2500.00                 NaN   10.5881       0.873944       0.532307        40.5197        22.8835        16.9663        7.63618                 NaN
  1217.95        2500.00                 NaN   10.5880       0.873947       0.532316        40.5196        22.8834        16.9662        7.63658                 NaN
  1214.74        2500.00                 NaN   10.5879       0.873950       0.532325        40.5194        22.8832        16.9662        7.63698                 NaN
  1211.54        2500.00                 NaN   10.5878       0.873953       0.532334        40.5192        22.8831        16.9662        7.63738                 NaN
  1208.33        2500.00                 NaN   10.5877       0.873956       0.532344        40.5190        22.8830        16.9662        7.63778                 NaN
  1205.13        2500.00                 NaN   10.7922       0.873542       0.573755        40.5182        22.6612        16.5944        7.98678                 NaN
  1201.92        2500.00                 NaN   10.7921       0.873545       0.573765        40.5180        22.6611        16.5944        7.98720                 NaN
  1198.72        2500.00                 NaN   10.7920       0.873547       0.573775        40.5178        22.6609        16.5944        7.98761                 NaN
  1195.51        2500.00                 NaN   10.7919       0.873550       0.573785        40.5176        22.6608        16.5944        7.98803                 NaN
  1192.31        2500.00                 NaN   10.7918       0.873553       0.573794        40.5174        22.6606        16.5943        7.98845                 NaN
