|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1606.09        2500.00                 NaN   99.0788                 NaN  0.803479       0.117710                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.51        2500.00                 NaN   99.0739                 NaN  0.813347       0.112727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1602.93        2500.00                 NaN   99.1077                 NaN  0.775807       0.116451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.34        2500.00                 NaN   99.1045                 NaN  0.781748       0.113716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.76        2500.00                 NaN   99.0392                 NaN  0.841497       0.119291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1598.18        2500.00                 NaN   99.6132                 NaN  0.339215       0.476102E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.60        2500.00                 NaN   98.7116                 NaN   1.12762       0.160779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1595.01        2500.00                 NaN   99.1363                 NaN  0.756268       0.107455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.43        2500.00                 NaN   99.1487                 NaN  0.745848       0.105440                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.85        2500.00                 NaN   99.1521                 NaN  0.745216       0.102665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1590.27        2500.00                 NaN   99.1235                 NaN  0.751241       0.125233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.68        2500.00                 NaN   99.2121                 NaN  0.761782       0.261232E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1587.10        2500.00                 NaN   99.1742                 NaN  0.673061       0.152718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1585.52        2500.00                 NaN   99.2990                 NaN  0.617842       0.831805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.94        2500.00                 NaN   99.0764                 NaN  0.812300       0.111253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1582.35        2500.00                 NaN   99.1996                 NaN  0.704568       0.958809E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1580.77        2500.00                 NaN   99.2052                 NaN  0.701125       0.936635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1579.19        2500.00                 NaN   99.5117                 NaN  0.412792       0.755347E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1577.61        2500.00                 NaN   98.9222                 NaN  0.968105       0.109664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.02        2500.00                 NaN   99.2265                 NaN  0.683222       0.902662E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1574.44        2500.00                 NaN   99.2330                 NaN  0.677061       0.899016E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1572.86        2500.00                 NaN   99.2401                 NaN  0.672637       0.872283E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.28        2500.00                 NaN   99.2457                 NaN  0.666681       0.876378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1569.69        2500.00                 NaN   99.2529                 NaN  0.661900       0.851616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.11        2500.00                 NaN   99.2572                 NaN  0.660332       0.824378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.53        2500.00                 NaN   99.2648                 NaN  0.652376       0.827953E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.95        2500.00                 NaN   99.2716                 NaN  0.646421       0.819378E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.36        2500.00                 NaN   99.2761                 NaN  0.643667       0.801999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.78        2500.00                 NaN   99.1265                 NaN  0.775729       0.978095E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.20        2500.00                 NaN   99.4452                 NaN  0.493913       0.608895E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.62        2500.00                 NaN   99.2934                 NaN  0.630414       0.762350E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.03        2500.00                 NaN   99.2993                 NaN  0.624987       0.757513E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.45        2500.00                 NaN   99.3044                 NaN  0.620954       0.746779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.87        2500.00                 NaN   99.3106                 NaN  0.615120       0.742386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.29        2500.00                 NaN   99.3162                 NaN  0.611135       0.726317E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1550.70        2500.00                 NaN   99.3173                 NaN  0.613399       0.692607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.12        2500.00                 NaN   99.3278                 NaN  0.602226       0.699668E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1547.54        2500.00                 NaN   99.3305                 NaN  0.614369       0.551689E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.96        2500.00                 NaN   99.3350                 NaN  0.596176       0.687876E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1544.37        2500.00                 NaN   99.3400                 NaN  0.614155       0.458907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.79        2500.00                 NaN   99.2955                 NaN  0.601219       0.103305                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.21        2500.00                 NaN   99.3979                 NaN  0.554043       0.480182E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.63        2500.00                 NaN   99.3527                 NaN  0.574351       0.729933E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00                 NaN   99.3564                 NaN  0.582250       0.613658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00                 NaN   99.2401                 NaN  0.686371       0.735070E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00                 NaN   99.4921                 NaN  0.459923       0.479464E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00                 NaN   99.3695                 NaN  0.573062       0.574366E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00                 NaN   98.8544                 NaN   1.04359       0.101969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00                 NaN   99.7418                 NaN  0.235603       0.225856E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00                 NaN   99.5398                 NaN  0.418873       0.412908E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00                 NaN   99.3866                 NaN  0.559334       0.540433E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00                 NaN   99.3911                 NaN  0.555821       0.530984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00                 NaN   99.3662                 NaN  0.578004       0.557548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00                 NaN   99.4276                 NaN  0.523360       0.490427E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00                 NaN   99.4015                 NaN  0.548371       0.500818E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00                 NaN   99.4047                 NaN  0.547229       0.480808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00                 NaN   99.4092                 NaN  0.546304       0.445090E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00                 NaN   99.4116                 NaN  0.539583       0.488252E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00                 NaN   99.9965                 NaN            NaN  0.348245E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00                 NaN   98.8364                 NaN   1.08052       0.830970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00                 NaN   99.4218                 NaN  0.534573       0.435904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00                 NaN   99.4253                 NaN  0.532180       0.424819E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00                 NaN   99.3290                 NaN  0.185841       0.651026E-002  0.478672                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00                 NaN   99.2392                 NaN  0.103151E-001  0.485113E-005  0.750497                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00                 NaN   99.2373                 NaN            NaN  0.102359E-005  0.762677                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00                 NaN   99.2324                 NaN            NaN            NaN  0.767559                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00                 NaN   99.2278                 NaN            NaN            NaN  0.772190                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00                 NaN   99.2244                 NaN            NaN            NaN  0.775596                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00                 NaN   99.2138                 NaN            NaN            NaN  0.786167                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00                 NaN   99.2078                 NaN            NaN            NaN  0.792233                 NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00                 NaN   99.1942                 NaN            NaN            NaN  0.805846                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00                 NaN   99.1787                 NaN            NaN            NaN  0.821266                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00                 NaN   99.0475                 NaN            NaN            NaN  0.249661       0.702885                 NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00                 NaN   98.7686                 NaN            NaN            NaN  0.370142       0.861290                 NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00                 NaN   98.7792                 NaN            NaN            NaN  0.854393       0.366453                 NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00                 NaN   98.7911                 NaN            NaN            NaN  0.363702       0.845217                 NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00                 NaN   98.8019                 NaN            NaN            NaN  0.837738       0.360355                 NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00                 NaN   98.8110                 NaN            NaN            NaN  0.356597       0.832413                 NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00                 NaN   97.6546                 NaN            NaN  0.867902E-001   1.68909       0.569526                 NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00                 NaN   98.8492                 NaN            NaN            NaN  0.803016       0.347805                 NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00                 NaN   98.8490                 NaN            NaN  0.138224E-002  0.343099       0.806509                 NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00                 NaN   98.8571                 NaN            NaN            NaN  0.343654       0.799287                 NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00                 NaN   98.8701                 NaN            NaN  0.280190E-001  0.805954       0.295897                 NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00                 NaN   98.8789                 NaN            NaN  0.300803E-001  0.803155       0.287849                 NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00                 NaN   98.8906                 NaN            NaN  0.510002E-001  0.254966       0.803393                 NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00                 NaN   98.8948                 NaN            NaN  0.500809E-001  0.254307       0.800774                 NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00                 NaN   98.9083                 NaN            NaN  0.479288E-001  0.254483       0.789271                 NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00                 NaN   98.9130                 NaN            NaN  0.466530E-001  0.785727       0.254587                 NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00                 NaN   98.9203                 NaN            NaN  0.453158E-001  0.779914       0.254441                 NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00                 NaN   98.9257                 NaN            NaN  0.439325E-001  0.776264       0.254122                 NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00                 NaN   98.9353                 NaN            NaN  0.424216E-001  0.769027       0.253252                 NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00                 NaN   98.9397                 NaN            NaN  0.410522E-001  0.765746       0.253487                 NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00                 NaN   98.9473                 NaN            NaN  0.397786E-001  0.253967       0.758970                 NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00                 NaN   98.9533                 NaN            NaN  0.384902E-001  0.754217       0.253963                 NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00                 NaN   98.9594                 NaN            NaN  0.367358E-001  0.750564       0.253292                 NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00                 NaN   98.9657                 NaN            NaN  0.356787E-001  0.744885       0.253777                 NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00                 NaN   98.9712                 NaN            NaN  0.342619E-001  0.740888       0.253632                 NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00                 NaN   98.9767                 NaN            NaN  0.330305E-001  0.253311       0.737003                 NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00                 NaN   98.9794                 NaN            NaN  0.319709E-001  0.734608       0.253986                 NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00                 NaN   98.9874                 NaN            NaN  0.302639E-001  0.253116       0.729246                 NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00                 NaN   97.6344                 NaN            NaN  0.279201       0.919715       0.545285                 NaN  0.621401                 NaN            NaN            NaN
  1444.68        2500.00                 NaN   97.0587                 NaN            NaN  0.394191       0.653992       0.999755                 NaN  0.893386                 NaN            NaN            NaN
  1443.09        2500.00                 NaN   97.1190                 NaN            NaN  0.393180       0.984993       0.627421                 NaN  0.875428                 NaN            NaN            NaN
  1441.51        2500.00                 NaN   97.1768                 NaN            NaN  0.392371       0.970651       0.602022                 NaN  0.858143                 NaN            NaN            NaN
  1439.93        2500.00                 NaN   97.2324                 NaN            NaN  0.391613       0.577003       0.957596                 NaN  0.841362                 NaN            NaN            NaN
  1438.35        2500.00                 NaN   97.2867                 NaN            NaN  0.390956       0.551314       0.945127                 NaN  0.825870                 NaN            NaN            NaN
  1436.76        2500.00                 NaN   97.3392                 NaN            NaN  0.389780       0.528943       0.932711                 NaN  0.809353                 NaN            NaN            NaN
  1435.18        2500.00                 NaN   97.3888                 NaN            NaN  0.389515       0.921943       0.505100                 NaN  0.794680                 NaN            NaN            NaN
  1433.60        2500.00                 NaN   97.4373                 NaN            NaN  0.389155       0.483637       0.909669                 NaN  0.780239                 NaN            NaN            NaN
  1432.02        2500.00                 NaN   99.4723                 NaN            NaN  0.847129E-001  0.884776E-001  0.189453                 NaN  0.165015                 NaN            NaN            NaN
  1430.43        2500.00                 NaN   95.5406                 NaN            NaN  0.691917        1.60130       0.814339                 NaN   1.35181                 NaN            NaN            NaN
  1428.85        2500.00                 NaN   97.5735                 NaN            NaN  0.388264       0.877886       0.421055                 NaN  0.739258                 NaN            NaN            NaN
  1427.27        2500.00                 NaN   97.6191                 NaN            NaN  0.387712       0.398904       0.868294                 NaN  0.726037                 NaN            NaN            NaN
  1425.69        2500.00                 NaN   97.6577                 NaN            NaN  0.387127       0.860768       0.380604                 NaN  0.713847                 NaN            NaN            NaN
  1424.10        2500.00                 NaN   97.6938                 NaN            NaN  0.387812       0.852699       0.362916                 NaN  0.702791                 NaN            NaN            NaN
  1422.52        2500.00                 NaN   97.7326                 NaN            NaN  0.387578       0.844733       0.343895                 NaN  0.691159                 NaN            NaN            NaN
  1420.94        2500.00                 NaN   97.7692                 NaN            NaN  0.387647       0.837992       0.324898                 NaN  0.680270                 NaN            NaN            NaN
  1419.36        2500.00                 NaN   97.8042                 NaN            NaN  0.389322       0.829420       0.306818                 NaN  0.670239                 NaN            NaN            NaN
  1417.78        2500.00                 NaN   97.8473                 NaN            NaN  0.385292       0.820018       0.290830                 NaN  0.656536                 NaN            NaN            NaN
  1416.19        2500.00                 NaN   97.8754                 NaN            NaN  0.387099       0.815819       0.273788                 NaN  0.647884                 NaN            NaN            NaN
  1414.61        2500.00                 NaN   97.9061                 NaN            NaN  0.387581       0.257282       0.810371                 NaN  0.638686                 NaN            NaN            NaN
  1413.03        2500.00                 NaN   97.9367                 NaN            NaN  0.387808       0.240261       0.805796                 NaN  0.629447                 NaN            NaN            NaN
  1411.45        2500.00                 NaN   97.9685                 NaN            NaN  0.387679       0.798608       0.225588                 NaN  0.619649                 NaN            NaN            NaN
  1409.86        2500.00                 NaN   97.9989                 NaN            NaN  0.387443       0.790618       0.212604                 NaN  0.610390                 NaN            NaN            NaN
  1408.28        2500.00                 NaN   98.0327                 NaN            NaN  0.387120       0.786325       0.193778                 NaN  0.600078                 NaN            NaN            NaN
  1406.70        2500.00                 NaN   98.0560                 NaN            NaN  0.387678       0.783270       0.180138                 NaN  0.592932                 NaN            NaN            NaN
  1405.12        2500.00                 NaN   98.0852                 NaN            NaN  0.387154       0.777290       0.166439                 NaN  0.583889                 NaN            NaN            NaN
  1403.53        2500.00                 NaN   98.1039                 NaN            NaN  0.389238       0.774832       0.153753                 NaN  0.578239                 NaN            NaN            NaN
  1401.95        2500.00                 NaN   98.1426                 NaN            NaN  0.385540       0.766162       0.139856                 NaN  0.565808                 NaN            NaN            NaN
  1400.37        2500.00                 NaN   98.1631                 NaN            NaN  0.386890       0.764481       0.125780                 NaN  0.559772                 NaN            NaN            NaN
  1398.79        2500.00                 NaN   98.1893                 NaN            NaN  0.386622       0.759511       0.112751                 NaN  0.551806                 NaN            NaN            NaN
  1397.20        2500.00                 NaN   98.2129                 NaN            NaN  0.386271       0.996617E-001  0.756776                 NaN  0.544434                 NaN            NaN            NaN
  1395.62        2500.00                 NaN   98.2314                 NaN            NaN  0.388849       0.758430       0.813213E-001            NaN  0.539952                 NaN            NaN            NaN
  1394.04        2500.00                 NaN   98.2664                 NaN            NaN  0.384161       0.769851E-001  0.745067                 NaN  0.527420                 NaN            NaN            NaN
  1392.46        2500.00                 NaN   98.2866                 NaN            NaN  0.383125       0.743032       0.663149E-001            NaN  0.520906                 NaN            NaN            NaN
  1390.87        2500.00                 NaN   98.3057                 NaN            NaN  0.384904       0.740743       0.530994E-001            NaN  0.515544                 NaN            NaN            NaN
  1389.29        2500.00                 NaN   98.3269                 NaN            NaN  0.383310       0.420265E-001  0.739242                 NaN  0.508497                 NaN            NaN            NaN
  1387.71        2500.00                 NaN   98.3431                 NaN            NaN  0.383016       0.740489       0.303332E-001            NaN  0.503040                 NaN            NaN            NaN
  1386.13        2500.00                 NaN   98.3677                 NaN            NaN  0.381908       0.733810       0.210119E-001            NaN  0.495552                 NaN            NaN            NaN
  1384.54        2500.00                 NaN   98.3857                 NaN            NaN  0.381817       0.901312E-002  0.733461                 NaN  0.489990                 NaN            NaN            NaN
  1382.96        2500.00                 NaN   98.4095                 NaN            NaN  0.379161       0.727681       0.148443E-002            NaN  0.482188                 NaN            NaN            NaN
  1381.38        2500.00                 NaN   98.4193                 NaN            NaN  0.360147       0.489547E-001  0.695047                 NaN  0.476515                 NaN            NaN            NaN
  1379.80        2500.00                 NaN   98.4391                 NaN            NaN  0.353859       0.549752E-001  0.682391                 NaN  0.469644                 NaN            NaN            NaN
  1378.21        2500.00                 NaN   98.4626                 NaN            NaN  0.370976       0.702081                 NaN            NaN  0.464344                 NaN            NaN            NaN
  1376.63        2500.00                 NaN   98.4776                 NaN            NaN  0.364847       0.698755                 NaN            NaN  0.458814                 NaN            NaN            NaN
  1375.05        2500.00                 NaN   98.4983                 NaN            NaN  0.364862       0.684592                 NaN            NaN  0.452245                 NaN            NaN            NaN
  1373.47        2500.00                 NaN   98.5123                 NaN            NaN  0.358944       0.681808                 NaN            NaN  0.446924                 NaN            NaN            NaN
  1371.88        2500.00                 NaN   98.5301                 NaN            NaN  0.354045       0.675031                 NaN            NaN  0.440803                 NaN            NaN            NaN
  1370.30        2500.00                 NaN   98.5453                 NaN            NaN  0.352105       0.667023                 NaN            NaN  0.435586                 NaN            NaN            NaN
  1368.72        2500.00                 NaN   98.5615                 NaN            NaN  0.348277       0.660145                 NaN            NaN  0.430042                 NaN            NaN            NaN
  1367.14        2500.00                 NaN   98.5769                 NaN            NaN  0.345604       0.652723                 NaN            NaN  0.424783                 NaN            NaN            NaN
  1365.55        2500.00                 NaN   98.5904                 NaN            NaN  0.342520       0.647058                 NaN            NaN  0.420024                 NaN            NaN            NaN
  1363.97        2500.00                 NaN   98.6075                 NaN            NaN  0.342670       0.635022                 NaN            NaN  0.414816                 NaN            NaN            NaN
  1362.39        2500.00                 NaN   98.6131                 NaN            NaN  0.325647       0.649310                 NaN            NaN  0.411955                 NaN            NaN            NaN
  1360.81        2500.00                 NaN   98.6464                 NaN            NaN  0.330906       0.622462                 NaN            NaN  0.400183                 NaN            NaN            NaN
  1359.22        2500.00                 NaN   98.6507                 NaN            NaN  0.327496       0.622874                 NaN            NaN  0.398897                 NaN            NaN            NaN
  1357.64        2500.00                 NaN   98.6658                 NaN            NaN  0.326754       0.613238                 NaN            NaN  0.394218                 NaN            NaN            NaN
  1356.06        2500.00                 NaN   98.6667                 NaN            NaN  0.324313       0.614590                 NaN            NaN  0.394413                 NaN            NaN            NaN
  1354.48        2500.00                 NaN   98.6998                 NaN            NaN  0.311476       0.609488                 NaN            NaN  0.379259                 NaN            NaN            NaN
  1352.89        2500.00                 NaN   98.7051                 NaN            NaN  0.316022       0.598843                 NaN            NaN  0.380071                 NaN            NaN            NaN
  1351.31        2500.00                 NaN   98.7182                 NaN            NaN  0.313842       0.592380                 NaN            NaN  0.375567                 NaN            NaN            NaN
  1349.73        2500.00                 NaN   98.7306                 NaN            NaN  0.308845       0.589542                 NaN            NaN  0.370973                 NaN            NaN            NaN
  1348.15        2500.00                 NaN   98.7444                 NaN            NaN  0.305193       0.584095                 NaN            NaN  0.366324                 NaN            NaN            NaN
  1346.56        2500.00                 NaN   98.7481                 NaN            NaN  0.296942       0.591341                 NaN            NaN  0.363630                 NaN            NaN            NaN
  1344.98        2500.00                 NaN   98.7696                 NaN            NaN  0.295455       0.578105                 NaN            NaN  0.356862                 NaN            NaN            NaN
  1343.40        2500.00                 NaN   98.7783                 NaN            NaN  0.291421       0.576973                 NaN            NaN  0.353284                 NaN            NaN            NaN
  1341.82        2500.00                 NaN   98.7921                 NaN            NaN  0.292723       0.565774                 NaN            NaN  0.349365                 NaN            NaN            NaN
  1340.23        2500.00                 NaN   98.8027                 NaN            NaN  0.288693       0.562997                 NaN            NaN  0.345564                 NaN            NaN            NaN
  1338.65        2500.00                 NaN   98.8136                 NaN            NaN  0.284537       0.560507                 NaN            NaN  0.341368                 NaN            NaN            NaN
  1337.07        2500.00                 NaN   98.8251                 NaN            NaN  0.279892       0.557600                 NaN            NaN  0.337456                 NaN            NaN            NaN
  1335.49        2500.00                 NaN   98.8359                 NaN            NaN  0.276498       0.554227                 NaN            NaN  0.333336                 NaN            NaN            NaN
  1333.90        2500.00                 NaN   98.8473                 NaN            NaN  0.272464       0.550771                 NaN            NaN  0.329443                 NaN            NaN            NaN
  1332.32        2500.00                 NaN   98.8578                 NaN            NaN  0.271764       0.544434                 NaN            NaN  0.325955                 NaN            NaN            NaN
  1330.74        2500.00                 NaN   98.8681                 NaN            NaN  0.267049       0.542738                 NaN            NaN  0.322140                 NaN            NaN            NaN
  1329.16        2500.00                 NaN   98.8776                 NaN            NaN  0.261613       0.542221                 NaN            NaN  0.318519                 NaN            NaN            NaN
  1327.57        2500.00                 NaN   98.8879                 NaN            NaN  0.253782       0.543056                 NaN            NaN  0.315264                 NaN            NaN            NaN
  1325.99        2500.00                 NaN   98.8996                 NaN            NaN  0.253536       0.536570                 NaN            NaN  0.310320                 NaN            NaN            NaN
  1324.41        2500.00                 NaN   98.9078                 NaN            NaN  0.251557       0.532743                 NaN            NaN  0.307888                 NaN            NaN            NaN
  1322.83        2500.00                 NaN   98.9176                 NaN            NaN  0.246216       0.531798                 NaN            NaN  0.304413                 NaN            NaN            NaN
  1321.24        2500.00                 NaN   98.9226                 NaN            NaN  0.248513       0.525809                 NaN            NaN  0.303053                 NaN            NaN            NaN
  1319.66        2500.00                 NaN   98.9363                 NaN            NaN  0.237213       0.529819                 NaN            NaN  0.296622                 NaN            NaN            NaN
  1318.08        2500.00                 NaN   98.9447                 NaN            NaN  0.236384       0.524180                 NaN            NaN  0.294702                 NaN            NaN            NaN
  1316.50        2500.00                 NaN   98.9549                 NaN            NaN  0.233944       0.519765                 NaN            NaN  0.291344                 NaN            NaN            NaN
  1314.91        2500.00                 NaN   98.9639                 NaN            NaN  0.226663       0.521487                 NaN            NaN  0.287995                 NaN            NaN            NaN
  1313.33        2500.00                 NaN   98.9698                 NaN            NaN  0.218185       0.527019                 NaN            NaN  0.285019                 NaN            NaN            NaN
  1311.75        2500.00                 NaN   98.9784                 NaN            NaN  0.219081       0.519518                 NaN            NaN  0.283025                 NaN            NaN            NaN
