|6.6.6
Archiving\03_Data\eqfracLP/QFM/WD94/WD94_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1525.54        500.000                 NaN   99.5036                 NaN  0.477522       0.189009E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.14        500.000                 NaN   99.4912                 NaN  0.491982       0.167943E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000                 NaN   99.4957                 NaN  0.486646       0.176784E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.35        500.000                 NaN   99.4991                 NaN  0.485174       0.157488E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        500.000                 NaN   99.5031                 NaN  0.480843       0.160281E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.55        500.000                 NaN   99.5067                 NaN  0.478285       0.150084E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        500.000                 NaN   99.5086                 NaN  0.477644       0.137692E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1515.76        500.000                 NaN   99.5122                 NaN  0.474381       0.133936E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        500.000                 NaN   99.5180                 NaN  0.469217       0.127986E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1512.96        500.000                 NaN   99.4354                 NaN  0.550695       0.139137E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.57        500.000                 NaN   99.6078                 NaN  0.381917       0.102739E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.17        500.000                 NaN   99.5250                 NaN  0.465445       0.953677E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000                 NaN   99.2937                 NaN  0.690436       0.158428E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1507.37        500.000                 NaN   99.7694                 NaN  0.226216       0.433734E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1505.97        500.000                 NaN   99.5350                 NaN  0.456734       0.827432E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.58        500.000                 NaN   99.5385                 NaN  0.454339       0.720742E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1503.18        500.000                 NaN   99.5419                 NaN  0.450449       0.768918E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1501.78        500.000                 NaN   99.5439                 NaN  0.449920       0.617418E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1500.38        500.000                 NaN   99.5456                 NaN  0.454414                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.99        500.000                 NaN   98.8624                 NaN   1.10850       0.291295E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1497.59        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.19        500.000                 NaN   99.7125                 NaN  0.284575       0.296036E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1494.79        500.000                 NaN   99.6929                 NaN  0.303895       0.316741E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1493.39        500.000                 NaN   99.5291                 NaN  0.469695       0.118979E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        500.000                 NaN   99.5651                 NaN  0.425370       0.952511E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1490.60        500.000                 NaN   99.5666                 NaN  0.427803       0.563143E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1489.20        500.000                 NaN   99.7154                 NaN  0.254157       0.304391E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1487.80        500.000                 NaN   99.4268                 NaN  0.573190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.41        500.000                 NaN   99.5735                 NaN  0.426530       0.934084E-006            NaN            NaN            NaN            NaN            NaN            NaN
  1485.01        500.000                 NaN   99.5765                 NaN  0.423536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.61        500.000                 NaN   99.5779                 NaN  0.422069                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.21        500.000                 NaN   99.5804                 NaN  0.419583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.82        500.000                 NaN   99.5885                 NaN  0.378630       0.328856E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1479.42        500.000                 NaN   99.5859                 NaN  0.402834       0.112820E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1478.02        500.000                 NaN   99.5876                 NaN  0.412361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        500.000                 NaN   99.5893                 NaN  0.410732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.22        500.000                 NaN   99.5915                 NaN  0.408507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.83        500.000                 NaN   99.5923                 NaN  0.407750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.43        500.000                 NaN   99.5947                 NaN  0.405322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.03        500.000                 NaN   99.6021                 NaN  0.397920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.63        500.000                 NaN   99.6009                 NaN  0.399083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.24        500.000                 NaN   99.6035                 NaN  0.396477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.84        500.000                 NaN   99.6038                 NaN  0.396241                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.44        500.000                 NaN   99.6043                 NaN  0.395707       0.164786E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1464.04        500.000                 NaN   99.2571                 NaN  0.742854                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.65        500.000                 NaN   99.9705                 NaN  0.295123E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        500.000                 NaN   99.6185                 NaN  0.381448       0.454243E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1459.85        500.000                 NaN   99.6088                 NaN  0.391161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.45        500.000                 NaN   99.6168                 NaN  0.383161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.05        500.000                 NaN   99.6175                 NaN  0.382482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.66        500.000                 NaN   99.6189                 NaN  0.381138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.26        500.000                 NaN   99.6207                 NaN  0.379268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.86        500.000                 NaN   99.6216                 NaN  0.378402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.46        500.000                 NaN   99.6249                 NaN  0.375138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.07        500.000                 NaN   99.6252                 NaN  0.374845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.67        500.000                 NaN   99.6275                 NaN  0.372537                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.27        500.000                 NaN   99.6281                 NaN  0.371942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.87        500.000                 NaN   99.6302                 NaN  0.369785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.47        500.000                 NaN   99.6391                 NaN  0.360892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.08        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.68        500.000                 NaN   99.2615                 NaN  0.738457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.28        500.000                 NaN   99.4151                 NaN  0.296422                 NaN  0.288476                 NaN            NaN            NaN            NaN            NaN
  1438.88        500.000                 NaN   99.2824                 NaN  0.250870                 NaN  0.466706                 NaN            NaN            NaN            NaN            NaN
  1437.49        500.000                 NaN   99.2861                 NaN  0.248714                 NaN  0.465166                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000                 NaN   99.2950                 NaN  0.246020                 NaN  0.459017                 NaN            NaN            NaN            NaN            NaN
  1434.69        500.000                 NaN   99.3010                 NaN  0.243309                 NaN  0.455709                 NaN            NaN            NaN            NaN            NaN
  1433.29        500.000                 NaN   99.3053                 NaN  0.241839                 NaN  0.452901                 NaN            NaN            NaN            NaN            NaN
  1431.90        500.000                 NaN   99.3124                 NaN  0.239494                 NaN  0.448093                 NaN            NaN            NaN            NaN            NaN
  1430.50        500.000                 NaN   99.3175                 NaN  0.236883                 NaN  0.445635                 NaN            NaN            NaN            NaN            NaN
  1429.10        500.000                 NaN   99.3227                 NaN  0.234979                 NaN  0.442350                 NaN            NaN            NaN            NaN            NaN
  1427.70        500.000                 NaN   99.3271                 NaN  0.233292                 NaN  0.439560                 NaN            NaN            NaN            NaN            NaN
  1426.30        500.000                 NaN   99.3327                 NaN  0.231339                 NaN  0.435915                 NaN            NaN            NaN            NaN            NaN
  1424.91        500.000                 NaN   99.3393                 NaN  0.228550                 NaN  0.432128                 NaN            NaN            NaN            NaN            NaN
  1423.51        500.000                 NaN   99.3425                 NaN  0.227013                 NaN  0.430478                 NaN            NaN            NaN            NaN            NaN
  1422.11        500.000                 NaN   99.3506                 NaN  0.224082       0.312544E-005  0.425331                 NaN            NaN            NaN            NaN            NaN
  1420.71        500.000                 NaN   99.3537                 NaN  0.222661                 NaN  0.423612                 NaN            NaN            NaN            NaN            NaN
  1419.32        500.000                 NaN   99.3579                 NaN  0.221313                 NaN  0.420793                 NaN            NaN            NaN            NaN            NaN
  1417.92        500.000                 NaN   99.3633                 NaN  0.219127                 NaN  0.417530                 NaN            NaN            NaN            NaN            NaN
  1416.52        500.000                 NaN   99.3677                 NaN  0.217968                 NaN  0.414375                 NaN            NaN            NaN            NaN            NaN
  1415.12        500.000                 NaN   99.3726                 NaN  0.215567                 NaN  0.411869                 NaN            NaN            NaN            NaN            NaN
  1413.72        500.000                 NaN   99.3769                 NaN  0.213898                 NaN  0.409172                 NaN            NaN            NaN            NaN            NaN
  1412.33        500.000                 NaN   99.0205                 NaN  0.333092                 NaN  0.646422                 NaN            NaN            NaN            NaN            NaN
  1410.93        500.000                 NaN   99.7466                 NaN  0.876962E-001            NaN  0.165681                 NaN            NaN            NaN            NaN            NaN
  1409.53        500.000                 NaN   99.3892                 NaN  0.209666                 NaN  0.401155                 NaN            NaN            NaN            NaN            NaN
  1408.13        500.000                 NaN   99.3938                 NaN  0.207689                 NaN  0.398496                 NaN            NaN            NaN            NaN            NaN
  1406.74        500.000                 NaN   99.3971                 NaN  0.206698                 NaN  0.396247                 NaN            NaN            NaN            NaN            NaN
  1405.34        500.000                 NaN   99.3953                 NaN  0.144152                 NaN  0.757434E-001  0.384798                 NaN            NaN            NaN            NaN
  1403.94        500.000                 NaN   99.3906                 NaN  0.530051E-001            NaN  0.369260       0.187178                 NaN            NaN            NaN            NaN
  1402.54        500.000                 NaN   99.3947                 NaN  0.561137E-001            NaN  0.181789       0.367428                 NaN            NaN            NaN            NaN
  1401.15        500.000                 NaN   99.1553                 NaN  0.128679E-001            NaN  0.375283       0.331129       0.125403                 NaN            NaN            NaN
  1399.75        500.000                 NaN   98.5149                 NaN            NaN            NaN  0.407093       0.617886       0.460108                 NaN            NaN            NaN
  1398.35        500.000                 NaN   98.5398                 NaN            NaN            NaN  0.607710       0.400271       0.452222                 NaN            NaN            NaN
  1396.95        500.000                 NaN   98.7273                 NaN  0.412660                 NaN  0.467237                 NaN  0.392829                 NaN            NaN            NaN
  1395.55        500.000                 NaN   98.7125                 NaN  0.435347                 NaN  0.455887                 NaN  0.396288                 NaN            NaN            NaN
  1394.16        500.000                 NaN   98.3695                 NaN            NaN  0.131360E-005  0.322485       0.807633       0.500386                 NaN            NaN            NaN
  1392.76        500.000                 NaN   98.6290                 NaN            NaN            NaN  0.375842       0.570968       0.424159                 NaN            NaN            NaN
  1391.36        500.000                 NaN   98.6489                 NaN            NaN            NaN  0.563202       0.370074       0.417812                 NaN            NaN            NaN
  1389.96        500.000                 NaN   99.0207                 NaN  0.190386                 NaN  0.482431                 NaN  0.306506                 NaN            NaN            NaN
  1388.57        500.000                 NaN   98.4041                 NaN            NaN            NaN  0.249078       0.858539       0.488301                 NaN            NaN            NaN
  1387.17        500.000                 NaN   98.6559                 NaN            NaN  0.232464E-005  0.561837       0.367354       0.414936                 NaN            NaN            NaN
  1385.77        500.000                 NaN   98.7279                 NaN            NaN            NaN  0.531162       0.348088       0.392834                 NaN            NaN            NaN
  1384.37        500.000                 NaN   98.7411                 NaN            NaN            NaN  0.527065       0.342300       0.389489                 NaN            NaN            NaN
  1382.98        500.000                 NaN   98.7694                 NaN            NaN            NaN  0.514495       0.336311       0.379834                 NaN            NaN            NaN
  1381.58        500.000                 NaN   98.7871                 NaN            NaN  0.100042       0.354688       0.365494       0.392632                 NaN            NaN            NaN
  1380.18        500.000                 NaN   98.8048                 NaN            NaN  0.114347       0.353271       0.337876       0.389701                 NaN            NaN            NaN
  1378.78        500.000                 NaN   98.8226                 NaN            NaN  0.115075       0.348606       0.329401       0.384297                 NaN            NaN            NaN
  1377.38        500.000                 NaN   98.9623                 NaN            NaN  0.252328       0.417011                 NaN  0.368388                 NaN            NaN            NaN
  1375.99        500.000                 NaN   98.7346                 NaN            NaN            NaN  0.602915       0.274240       0.388243                 NaN            NaN            NaN
  1374.59        500.000                 NaN   98.8710                 NaN            NaN  0.948275E-001  0.338182       0.330606       0.365371                 NaN            NaN            NaN
  1373.19        500.000                 NaN   98.8871                 NaN            NaN  0.117725       0.331978       0.298662       0.364526                 NaN            NaN            NaN
  1371.79        500.000                 NaN   98.9030                 NaN            NaN  0.118413       0.291158       0.327744       0.359703                 NaN            NaN            NaN
  1370.40        500.000                 NaN   98.9180                 NaN            NaN  0.119122       0.283708       0.324167       0.354984                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.9291                 NaN            NaN  0.120943       0.321428       0.276448       0.352042                 NaN            NaN            NaN
  1367.60        500.000                 NaN   98.9294                 NaN            NaN  0.124402       0.322094       0.270765       0.353365                 NaN            NaN            NaN
  1366.20        500.000                 NaN   98.9780                 NaN            NaN  0.115021       0.307788       0.264696       0.334520                 NaN            NaN            NaN
  1364.80        500.000                 NaN   99.0646                 NaN            NaN  0.234386       0.369302                 NaN  0.331695                 NaN            NaN            NaN
  1363.41        500.000                 NaN   99.0753                 NaN            NaN  0.231651       0.365389                 NaN  0.327704                 NaN            NaN            NaN
  1362.01        500.000                 NaN   98.8323                 NaN            NaN            NaN  0.210068       0.600788       0.356861                 NaN            NaN            NaN
  1360.61        500.000                 NaN   99.1358                 NaN            NaN  0.193391       0.368087                 NaN  0.302732                 NaN            NaN            NaN
  1359.21        500.000                 NaN   99.1100                 NaN            NaN  0.224842       0.350164                 NaN  0.315004                 NaN            NaN            NaN
  1357.82        500.000                 NaN   98.8419                 NaN            NaN            NaN  0.619456       0.185400       0.353270                 NaN            NaN            NaN
  1356.42        500.000                 NaN   99.0366                 NaN            NaN  0.520771E-001  0.331298       0.274616       0.305457                 NaN            NaN            NaN
  1355.02        500.000                 NaN   99.1791                 NaN            NaN  0.190498       0.343101                 NaN  0.287295                 NaN            NaN            NaN
  1353.62        500.000                 NaN   99.1433                 NaN            NaN  0.218648       0.334857                 NaN  0.303240                 NaN            NaN            NaN
  1352.23        500.000                 NaN   98.9196                 NaN            NaN            NaN  0.181987       0.569251       0.329210                 NaN            NaN            NaN
  1350.83        500.000                 NaN   99.0890                 NaN            NaN  0.362080E-002  0.245051       0.382368       0.279963                 NaN            NaN            NaN
  1349.43        500.000                 NaN   99.1094                 NaN            NaN  0.127015       0.275728       0.192030       0.295809                 NaN            NaN            NaN
  1348.03        500.000                 NaN   99.1202                 NaN            NaN  0.127198       0.187345       0.272925       0.292340                 NaN            NaN            NaN
  1346.63        500.000                 NaN   99.1872                 NaN            NaN  0.210309       0.315212                 NaN  0.287292                 NaN            NaN            NaN
  1345.24        500.000                 NaN   99.0850                 NaN            NaN  0.447224E-001  0.222831       0.359981       0.287460                 NaN            NaN            NaN
  1343.84        500.000                 NaN   99.2045                 NaN            NaN  0.207017       0.307442                 NaN  0.281054                 NaN            NaN            NaN
  1342.44        500.000                 NaN   99.2101                 NaN            NaN  0.205365       0.305616                 NaN  0.278962                 NaN            NaN            NaN
  1341.04        500.000                 NaN   99.0729                 NaN            NaN            NaN  0.183129       0.461772       0.282176                 NaN            NaN            NaN
  1339.65        500.000                 NaN   99.1789                 NaN            NaN  0.100549       0.202198       0.249530       0.268799                 NaN            NaN            NaN
  1338.25        500.000                 NaN   99.1913                 NaN            NaN  0.128816       0.155174       0.254832       0.269861                 NaN            NaN            NaN
  1336.85        500.000                 NaN   99.2004                 NaN            NaN  0.129316       0.252883       0.150381       0.267045                 NaN            NaN            NaN
  1335.45        500.000                 NaN   99.2096                 NaN            NaN  0.129506       0.146268       0.250552       0.264096                 NaN            NaN            NaN
  1334.05        500.000                 NaN   99.2187                 NaN            NaN  0.129946       0.141786       0.248289       0.261317                 NaN            NaN            NaN
  1332.66        500.000                 NaN   99.2276                 NaN            NaN  0.129467       0.245916       0.138748       0.258225                 NaN            NaN            NaN
  1331.26        500.000                 NaN   99.2734                 NaN            NaN  0.192329       0.278584                 NaN  0.255726                 NaN            NaN            NaN
  1329.86        500.000                 NaN   99.2036                 NaN            NaN  0.672910E-001  0.266827       0.208050       0.254184                 NaN            NaN            NaN
  1328.46        500.000                 NaN   99.2574                 NaN            NaN  0.128743       0.238229       0.127243       0.248379                 NaN            NaN            NaN
  1327.07        500.000                 NaN   99.2603                 NaN            NaN  0.130086       0.237993       0.123755       0.247839                 NaN            NaN            NaN
  1325.67        500.000                 NaN   99.2706                 NaN            NaN  0.128921       0.234677       0.121475       0.244332                 NaN            NaN            NaN
  1324.27        500.000                 NaN   99.2778                 NaN            NaN  0.129254       0.233190       0.117756       0.242049                 NaN            NaN            NaN
  1322.87        500.000                 NaN   99.2858                 NaN            NaN  0.129110       0.230984       0.114624       0.239443                 NaN            NaN            NaN
  1321.48        500.000                 NaN   99.2916                 NaN            NaN  0.129031       0.112337       0.229518       0.237496                 NaN            NaN            NaN
  1320.08        500.000                 NaN   99.3315                 NaN            NaN  0.179113       0.255318                 NaN  0.234104                 NaN            NaN            NaN
  1318.68        500.000                 NaN   99.2789                 NaN            NaN  0.770338E-001  0.215635       0.196640       0.231825                 NaN            NaN            NaN
  1317.28        500.000                 NaN   99.3161                 NaN            NaN  0.127908       0.103621       0.222930       0.229450                 NaN            NaN            NaN
  1315.88        500.000                 NaN   99.3235                 NaN            NaN  0.127512       0.221032       0.100952       0.226964                 NaN            NaN            NaN
  1314.49        500.000                 NaN   99.3351                 NaN            NaN  0.181010       0.249277                 NaN  0.234608                 NaN            NaN            NaN
  1313.09        500.000                 NaN   99.3317                 NaN            NaN  0.723118E-001  0.184779       0.198531       0.212706                 NaN            NaN            NaN
  1311.69        500.000                 NaN   99.2150                 NaN            NaN  0.155523       0.109160       0.254852       0.265469                 NaN            NaN            NaN
  1310.29        500.000                 NaN   99.4829                 NaN            NaN  0.964050E-001  0.779459E-001  0.171107       0.171671                 NaN            NaN            NaN
  1308.90        500.000                 NaN   99.3572                 NaN            NaN  0.123010       0.210893       0.935199E-001  0.215367                 NaN            NaN            NaN
  1307.50        500.000                 NaN   99.3659                 NaN            NaN  0.126156       0.210217       0.847858E-001  0.212942                 NaN            NaN            NaN
  1306.10        500.000                 NaN   99.3712                 NaN            NaN  0.123592       0.207721       0.866387E-001  0.210855                 NaN            NaN            NaN
  1304.70        500.000                 NaN   99.3781                 NaN            NaN  0.123243       0.205828       0.841957E-001  0.208597                 NaN            NaN            NaN
  1303.31        500.000                 NaN   99.3841                 NaN            NaN  0.122170       0.203947       0.833599E-001  0.206419                 NaN            NaN            NaN
  1301.91        500.000                 NaN   99.3896                 NaN            NaN  0.121302       0.202378       0.822632E-001  0.204490                 NaN            NaN            NaN
  1300.51        500.000                 NaN   99.3955                 NaN            NaN  0.120431       0.810368E-001  0.200653       0.202420                 NaN            NaN            NaN
  1299.11        500.000                 NaN   99.4019                 NaN            NaN  0.121297       0.767356E-001  0.199424       0.200671                 NaN            NaN            NaN
  1297.71        500.000                 NaN   99.4086                 NaN            NaN  0.116997       0.196039       0.808380E-001  0.197496                 NaN            NaN            NaN
  1296.32        500.000                 NaN   99.4137                 NaN            NaN  0.117775       0.195181       0.772455E-001  0.196075                 NaN            NaN            NaN
  1294.92        500.000                 NaN   99.4191                 NaN            NaN  0.116635       0.193347       0.767562E-001  0.194165                 NaN            NaN            NaN
  1293.52        500.000                 NaN   99.4251                 NaN            NaN  0.115579       0.757940E-001  0.191510       0.192027                 NaN            NaN            NaN
  1292.12        500.000                 NaN   99.4299                 NaN            NaN  0.114529       0.752579E-001  0.190056       0.190298                 NaN            NaN            NaN
  1290.73        500.000                 NaN   99.4360                 NaN            NaN  0.113322       0.746748E-001  0.187914       0.188115                 NaN            NaN            NaN
  1289.33        500.000                 NaN   99.4397                 NaN            NaN  0.111740       0.186308       0.756098E-001  0.186667                 NaN            NaN            NaN
  1287.93        500.000                 NaN   99.4464                 NaN            NaN  0.110958       0.184541       0.737358E-001  0.184330                 NaN            NaN            NaN
  1286.53        500.000                 NaN   99.4519                 NaN            NaN  0.109947       0.182571       0.729560E-001  0.182623                 NaN            NaN            NaN
  1285.13        500.000                 NaN   99.4562                 NaN            NaN  0.108795       0.729894E-001  0.181209       0.180765                 NaN            NaN            NaN
  1283.74        500.000                 NaN   99.4618                 NaN            NaN  0.106989       0.731787E-001  0.179256       0.178732                 NaN            NaN            NaN
  1282.34        500.000                 NaN   99.4656                 NaN            NaN  0.105893       0.734759E-001  0.177635       0.177367                 NaN            NaN            NaN
  1280.94        500.000                 NaN   99.4719                 NaN            NaN  0.104806       0.175835       0.721851E-001  0.175251                 NaN            NaN            NaN
  1279.54        500.000                 NaN   99.4766                 NaN            NaN  0.103227       0.173896       0.727550E-001  0.173489                 NaN            NaN            NaN
  1278.15        500.000                 NaN   99.4806                 NaN            NaN  0.101549       0.172443       0.736196E-001  0.171807                 NaN            NaN            NaN
  1276.75        500.000                 NaN   99.4855                 NaN            NaN  0.100158       0.170519       0.737375E-001  0.170134                 NaN            NaN            NaN
  1275.35        500.000                 NaN   99.4860                 NaN            NaN  0.102691       0.706560E-001  0.169908       0.170724                 NaN            NaN            NaN
  1273.95        500.000                 NaN   99.4964                 NaN            NaN  0.929726E-001  0.165619       0.800071E-001  0.164988                 NaN            NaN            NaN
  1272.56        500.000       0.284807E-001   93.4488                 NaN            NaN  0.164190       0.997879       0.594891       0.827739        3.93799                 NaN            NaN
  1271.16        500.000       0.460726        87.4929                 NaN            NaN            NaN   1.28937        1.65350        1.55251        7.55094                 NaN            NaN
  1269.76        500.000       0.398084        89.2179                 NaN            NaN            NaN   1.11392        1.42371        1.34717        6.49920                 NaN            NaN
  1268.36        500.000       0.350840        90.5423                 NaN            NaN            NaN   1.24429       0.980396        1.18896        5.69321                 NaN            NaN
  1266.96        500.000       0.314519        91.5790                 NaN            NaN            NaN  0.876257        1.10217        1.06466        5.06339                 NaN            NaN
  1265.57        500.000       0.286017        92.4188                 NaN            NaN            NaN  0.983950       0.793389       0.963456        4.55437                 NaN            NaN
  1264.17        500.000       0.263097        93.1055                 NaN            NaN            NaN  0.725952       0.886290       0.880534        4.13865                 NaN            NaN
  1262.77        500.000       0.244223        93.6801                 NaN            NaN            NaN  0.803411       0.669805       0.810765        3.79170                 NaN            NaN
  1261.37        500.000       0.229088        94.1663                 NaN            NaN            NaN  0.623239       0.730798       0.751403        3.49916                 NaN            NaN
  1259.98        500.000       0.215433        94.5901                 NaN            NaN            NaN  0.668512       0.582237       0.699427        3.24425                 NaN            NaN
  1258.58        500.000       0.204349        94.9545                 NaN            NaN            NaN  0.548134       0.612862       0.654567        3.02554                 NaN            NaN
  1257.18        500.000       0.194706        95.2702                 NaN            NaN            NaN  0.517991       0.564548       0.615378        2.83716                 NaN            NaN
  1255.78        500.000       0.186178        95.5539                 NaN            NaN            NaN  0.520909       0.491174       0.580214        2.66763                 NaN            NaN
  1254.38        500.000       0.178795        95.8052                 NaN            NaN            NaN  0.480493       0.468611       0.548578        2.51831                 NaN            NaN
  1252.99        500.000       0.172186        96.0266                 NaN            NaN            NaN  0.447557       0.445885       0.520627        2.38711                 NaN            NaN
  1251.59        500.000       0.166152        96.2334                 NaN            NaN            NaN  0.412390       0.428797       0.494281        2.26497                 NaN            NaN
