|6.6.6
Archiving\03_Data\eqfracLP/QFM/WD94/WD94_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1539.52        500.000                 NaN   99.3623                 NaN  0.606749       0.309280E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.12        500.000                 NaN   99.3660                 NaN  0.604157       0.298204E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1536.72        500.000                 NaN   99.3668                 NaN  0.601528       0.316259E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1535.33        500.000                 NaN   99.3786                 NaN  0.593910       0.275067E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1533.93        500.000                 NaN   99.7837                 NaN  0.205970       0.103496E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1532.53        500.000                 NaN   98.9737                 NaN  0.988294       0.379981E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1531.13        500.000                 NaN   99.3898                 NaN  0.587747       0.224208E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1529.74        500.000                 NaN   99.3932                 NaN  0.583430       0.234006E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1528.34        500.000                 NaN   99.3959                 NaN  0.580391       0.236863E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1526.94        500.000                 NaN   99.3861                 NaN  0.587973       0.259252E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        500.000                 NaN   99.4240                 NaN  0.553406       0.226086E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1524.14        500.000                 NaN   99.4097                 NaN  0.570231       0.200963E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1522.75        500.000                 NaN   99.4146                 NaN  0.564249       0.211637E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1521.35        500.000                 NaN   99.4185                 NaN  0.562679       0.188607E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1519.95        500.000                 NaN   99.4229                 NaN  0.557935       0.192036E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1518.55        500.000                 NaN   99.4269                 NaN  0.555134       0.179937E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1517.16        500.000                 NaN   99.4290                 NaN  0.554443       0.165098E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1515.76        500.000                 NaN   99.4330                 NaN  0.550925       0.160757E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1514.36        500.000                 NaN   99.4395                 NaN  0.545118       0.153639E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1512.96        500.000                 NaN   99.3434                 NaN  0.639909       0.167105E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1511.57        500.000                 NaN   99.5437                 NaN  0.443996       0.123464E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1510.17        500.000                 NaN   99.4473                 NaN  0.541241       0.114648E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000                 NaN   99.1777                 NaN  0.803282       0.190675E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1507.37        500.000                 NaN   99.7315                 NaN  0.263277       0.522040E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1505.97        500.000                 NaN   99.4585                 NaN  0.531516       0.996270E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1504.58        500.000                 NaN   99.4623                 NaN  0.528968       0.868242E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1503.18        500.000                 NaN   99.4661                 NaN  0.524611       0.926518E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1501.78        500.000                 NaN   99.4685                 NaN  0.524082       0.744228E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1500.38        500.000                 NaN   99.4705                 NaN  0.529493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.99        500.000                 NaN   98.6740                 NaN   1.29082       0.351282E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1497.59        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.19        500.000                 NaN   99.6645                 NaN  0.331920       0.357661E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1494.79        500.000                 NaN   99.6416                 NaN  0.354621       0.382667E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1493.39        500.000                 NaN   99.4505                 NaN  0.548075       0.143824E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1492.00        500.000                 NaN   99.4919                 NaN  0.496536       0.115205E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1490.60        500.000                 NaN   99.4936                 NaN  0.499577       0.681589E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1489.20        500.000                 NaN   99.6662                 NaN  0.296915       0.368405E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1487.80        500.000                 NaN   99.3304                 NaN  0.669600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.41        500.000                 NaN   99.5014                 NaN  0.498576       0.113176E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1485.01        500.000                 NaN   99.5048                 NaN  0.495202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.61        500.000                 NaN   99.5064                 NaN  0.493561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.21        500.000                 NaN   99.5092                 NaN  0.490817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.82        500.000                 NaN   99.5169                 NaN  0.443128       0.399415E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1479.42        500.000                 NaN   99.5147                 NaN  0.471575       0.137021E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1478.02        500.000                 NaN   99.5171                 NaN  0.482919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.62        500.000                 NaN   99.5189                 NaN  0.481116                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.22        500.000                 NaN   99.5213                 NaN  0.478682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.83        500.000                 NaN   99.5220                 NaN  0.477969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.43        500.000                 NaN   99.5249                 NaN  0.475137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.03        500.000                 NaN   99.5334                 NaN  0.466619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1469.63        500.000                 NaN   99.5318                 NaN  0.468238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.24        500.000                 NaN   99.5347                 NaN  0.465326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.84        500.000                 NaN   99.5349                 NaN  0.465135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.44        500.000                 NaN   99.5353                 NaN  0.464665       0.201387E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1464.04        500.000                 NaN   99.1270                 NaN  0.872963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.65        500.000                 NaN   99.9653                 NaN  0.347055E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        500.000                 NaN   99.5516                 NaN  0.448412       0.555598E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1459.85        500.000                 NaN   99.5401                 NaN  0.459920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.45        500.000                 NaN   99.5493                 NaN  0.450715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.05        500.000                 NaN   99.5500                 NaN  0.449987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.66        500.000                 NaN   99.5515                 NaN  0.448542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1454.26        500.000                 NaN   99.5535                 NaN  0.446496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1452.86        500.000                 NaN   99.5544                 NaN  0.445588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.46        500.000                 NaN   99.5581                 NaN  0.441926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1450.07        500.000                 NaN   99.5583                 NaN  0.441663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.67        500.000                 NaN   99.5608                 NaN  0.439198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1447.27        500.000                 NaN   99.5614                 NaN  0.438616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1445.87        500.000                 NaN   99.5638                 NaN  0.436168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1444.47        500.000                 NaN   99.5742                 NaN  0.425828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.08        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.68        500.000                 NaN   99.1286                 NaN  0.871358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1440.28        500.000                 NaN   99.3141                 NaN  0.350018                 NaN  0.335873                 NaN            NaN            NaN            NaN            NaN
  1438.88        500.000                 NaN   99.1601                 NaN  0.296356                 NaN  0.543540                 NaN            NaN            NaN            NaN            NaN
  1437.49        500.000                 NaN   99.1640                 NaN  0.293985                 NaN  0.542021                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000                 NaN   99.1739                 NaN  0.290939                 NaN  0.535130                 NaN            NaN            NaN            NaN            NaN
  1434.69        500.000                 NaN   99.1805                 NaN  0.287954                 NaN  0.531505                 NaN            NaN            NaN            NaN            NaN
  1433.29        500.000                 NaN   99.1852                 NaN  0.286369                 NaN  0.528469                 NaN            NaN            NaN            NaN            NaN
  1431.90        500.000                 NaN   99.1932                 NaN  0.283742                 NaN  0.523070                 NaN            NaN            NaN            NaN            NaN
  1430.50        500.000                 NaN   99.1986                 NaN  0.280872                 NaN  0.520526                 NaN            NaN            NaN            NaN            NaN
  1429.10        500.000                 NaN   99.2043                 NaN  0.278765                 NaN  0.516922                 NaN            NaN            NaN            NaN            NaN
  1427.70        500.000                 NaN   99.2092                 NaN  0.276906                 NaN  0.513930                 NaN            NaN            NaN            NaN            NaN
  1426.30        500.000                 NaN   99.2154                 NaN  0.274753                 NaN  0.509893                 NaN            NaN            NaN            NaN            NaN
  1424.91        500.000                 NaN   99.2226                 NaN  0.271650                 NaN  0.505729                 NaN            NaN            NaN            NaN            NaN
  1423.51        500.000                 NaN   99.2260                 NaN  0.269981                 NaN  0.504051                 NaN            NaN            NaN            NaN            NaN
  1422.11        500.000                 NaN   99.2351                 NaN  0.266651       0.389797E-005  0.498270                 NaN            NaN            NaN            NaN            NaN
  1420.71        500.000                 NaN   99.2383                 NaN  0.265150                 NaN  0.496508                 NaN            NaN            NaN            NaN            NaN
  1419.32        500.000                 NaN   99.2428                 NaN  0.263722                 NaN  0.493476                 NaN            NaN            NaN            NaN            NaN
  1417.92        500.000                 NaN   99.2489                 NaN  0.261275                 NaN  0.489875                 NaN            NaN            NaN            NaN            NaN
  1416.52        500.000                 NaN   99.2536                 NaN  0.260033                 NaN  0.486397                 NaN            NaN            NaN            NaN            NaN
  1415.12        500.000                 NaN   99.2589                 NaN  0.257326                 NaN  0.483728                 NaN            NaN            NaN            NaN            NaN
  1413.72        500.000                 NaN   99.2636                 NaN  0.255545                 NaN  0.480832                 NaN            NaN            NaN            NaN            NaN
  1412.33        500.000                 NaN   98.8421                 NaN  0.397963                 NaN  0.759973                 NaN            NaN            NaN            NaN            NaN
  1410.93        500.000                 NaN   99.7000                 NaN  0.104969                 NaN  0.195011                 NaN            NaN            NaN            NaN            NaN
  1409.53        500.000                 NaN   99.2769                 NaN  0.250960                 NaN  0.472156                 NaN            NaN            NaN            NaN            NaN
  1408.13        500.000                 NaN   99.2819                 NaN  0.248796                 NaN  0.469274                 NaN            NaN            NaN            NaN            NaN
  1406.74        500.000                 NaN   99.2854                 NaN  0.247745                 NaN  0.466872                 NaN            NaN            NaN            NaN            NaN
  1405.34        500.000                 NaN   99.2832                 NaN  0.172896                 NaN  0.903212E-001  0.453620                 NaN            NaN            NaN            NaN
  1403.94        500.000                 NaN   99.2775                 NaN  0.636179E-001            NaN  0.435536       0.223358                 NaN            NaN            NaN            NaN
  1402.54        500.000                 NaN   99.2819                 NaN  0.673970E-001            NaN  0.217075       0.433626                 NaN            NaN            NaN            NaN
  1401.15        500.000                 NaN   99.0236                 NaN  0.154645E-001            NaN  0.443072       0.395626       0.122286                 NaN            NaN            NaN
  1399.75        500.000                 NaN   98.3321                 NaN            NaN            NaN  0.480761       0.738576       0.448599                 NaN            NaN            NaN
  1398.35        500.000                 NaN   98.3586                 NaN            NaN            NaN  0.727160       0.473111       0.441081                 NaN            NaN            NaN
  1396.95        500.000                 NaN   98.5666                 NaN  0.497296                 NaN  0.552803                 NaN  0.383349                 NaN            NaN            NaN
  1395.55        500.000                 NaN   98.5483                 NaN  0.525092                 NaN  0.539751                 NaN  0.386839                 NaN            NaN            NaN
  1394.16        500.000                 NaN   98.1606                 NaN            NaN  0.167453E-005  0.381946       0.968943       0.488481                 NaN            NaN            NaN
  1392.76        500.000                 NaN   98.4540                 NaN            NaN            NaN  0.445657       0.685923       0.414375                 NaN            NaN            NaN
  1391.36        500.000                 NaN   98.4752                 NaN            NaN            NaN  0.677291       0.439186       0.408342                 NaN            NaN            NaN
  1389.96        500.000                 NaN   98.8962                 NaN  0.230675                 NaN  0.573315                 NaN  0.299771                 NaN            NaN            NaN
  1388.57        500.000                 NaN   98.1925                 NaN            NaN            NaN  0.295952        1.03408       0.477423                 NaN            NaN            NaN
  1387.17        500.000                 NaN   98.4793                 NaN            NaN  0.298635E-005  0.677678       0.437023       0.406013                 NaN            NaN            NaN
  1385.77        500.000                 NaN   98.5595                 NaN            NaN            NaN  0.641388       0.414485       0.384578                 NaN            NaN            NaN
  1384.37        500.000                 NaN   98.5737                 NaN            NaN            NaN  0.637031       0.407845       0.381467                 NaN            NaN            NaN
  1382.98        500.000                 NaN   98.6042                 NaN            NaN            NaN  0.622520       0.401135       0.372177                 NaN            NaN            NaN
  1381.58        500.000                 NaN   98.6195                 NaN            NaN  0.129381       0.423450       0.442737       0.384921                 NaN            NaN            NaN
  1380.18        500.000                 NaN   98.6376                 NaN            NaN  0.148155       0.422161       0.409768       0.382271                 NaN            NaN            NaN
  1378.78        500.000                 NaN   98.6565                 NaN            NaN  0.149369       0.417011       0.399902       0.377194                 NaN            NaN            NaN
  1377.38        500.000                 NaN   98.8105                 NaN            NaN  0.328184       0.499447                 NaN  0.361881                 NaN            NaN            NaN
  1375.99        500.000                 NaN   98.5562                 NaN            NaN            NaN  0.733687       0.328677       0.381484                 NaN            NaN            NaN
  1374.59        500.000                 NaN   98.7082                 NaN            NaN  0.123800       0.412075       0.396668       0.359275                 NaN            NaN            NaN
  1373.19        500.000                 NaN   98.7243                 NaN            NaN  0.153985       0.398736       0.364338       0.358665                 NaN            NaN            NaN
  1371.79        500.000                 NaN   98.7411                 NaN            NaN  0.155137       0.355607       0.394026       0.354141                 NaN            NaN            NaN
  1370.40        500.000                 NaN   98.7568                 NaN            NaN  0.156392       0.346929       0.390136       0.349718                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.7682                 NaN            NaN  0.159106       0.387221       0.338442       0.347041                 NaN            NaN            NaN
  1367.60        500.000                 NaN   98.7667                 NaN            NaN  0.164135       0.388603       0.331977       0.348567                 NaN            NaN            NaN
  1366.20        500.000                 NaN   98.8214                 NaN            NaN  0.151878       0.371599       0.324879       0.330207                 NaN            NaN            NaN
  1364.80        500.000                 NaN   98.9158                 NaN            NaN  0.310126       0.446395                 NaN  0.327685                 NaN            NaN            NaN
  1363.41        500.000                 NaN   98.9267                 NaN            NaN  0.307103       0.442215                 NaN  0.323983                 NaN            NaN            NaN
  1362.01        500.000                 NaN   98.6527                 NaN            NaN            NaN  0.254389       0.740016       0.352921                 NaN            NaN            NaN
  1360.61        500.000                 NaN   98.9963                 NaN            NaN  0.257342       0.446607                 NaN  0.299712                 NaN            NaN            NaN
  1359.21        500.000                 NaN   98.9631                 NaN            NaN  0.299745       0.425113                 NaN  0.312072                 NaN            NaN            NaN
  1357.82        500.000                 NaN   98.6589                 NaN            NaN            NaN  0.765772       0.225220       0.350092                 NaN            NaN            NaN
  1356.42        500.000                 NaN   98.8829                 NaN            NaN  0.697244E-001  0.410247       0.334131       0.302981                 NaN            NaN            NaN
  1355.02        500.000                 NaN   99.0414                 NaN            NaN  0.255478       0.417907                 NaN  0.285208                 NaN            NaN            NaN
  1353.62        500.000                 NaN   98.9967                 NaN            NaN  0.293741       0.408300                 NaN  0.301242                 NaN            NaN            NaN
  1352.23        500.000                 NaN   98.7435                 NaN            NaN            NaN  0.222053       0.707304       0.327165                 NaN            NaN            NaN
  1350.83        500.000                 NaN   98.9415                 NaN            NaN  0.488319E-002  0.299373       0.475754       0.278456                 NaN            NaN            NaN
  1349.43        500.000                 NaN   98.9576                 NaN            NaN  0.171604       0.337195       0.239209       0.294414                 NaN            NaN            NaN
  1348.03        500.000                 NaN   98.9688                 NaN            NaN  0.172190       0.233676       0.334149       0.291172                 NaN            NaN            NaN
  1346.63        500.000                 NaN   99.0419                 NaN            NaN  0.285266       0.386411                 NaN  0.286388                 NaN            NaN            NaN
  1345.24        500.000                 NaN   98.9290                 NaN            NaN  0.607699E-001  0.273395       0.450103       0.286714                 NaN            NaN            NaN
  1343.84        500.000                 NaN   99.0599                 NaN            NaN  0.281879       0.377688                 NaN  0.280581                 NaN            NaN            NaN
  1342.44        500.000                 NaN   99.0651                 NaN            NaN  0.280196       0.375969                 NaN  0.278714                 NaN            NaN            NaN
  1341.04        500.000                 NaN   98.9130                 NaN            NaN            NaN  0.225426       0.579551       0.282067                 NaN            NaN            NaN
  1339.65        500.000                 NaN   99.0317                 NaN            NaN  0.137717       0.254110       0.307534       0.268921                 NaN            NaN            NaN
  1338.25        500.000                 NaN   99.0434                 NaN            NaN  0.176734       0.195264       0.314417       0.270184                 NaN            NaN            NaN
  1336.85        500.000                 NaN   99.0528                 NaN            NaN  0.177759       0.312370       0.189466       0.267567                 NaN            NaN            NaN
  1335.45        500.000                 NaN   99.0624                 NaN            NaN  0.178370       0.184527       0.309840       0.264815                 NaN            NaN            NaN
  1334.05        500.000                 NaN   99.0720                 NaN            NaN  0.179302       0.179092       0.307378       0.262230                 NaN            NaN            NaN
  1332.66        500.000                 NaN   99.0814                 NaN            NaN  0.178999       0.304788       0.175491       0.259326                 NaN            NaN            NaN
  1331.26        500.000                 NaN   99.1308                 NaN            NaN  0.266467       0.345725                 NaN  0.257038                 NaN            NaN            NaN
  1329.86        500.000                 NaN   99.0542                 NaN            NaN  0.933844E-001  0.338317       0.258438       0.255656                 NaN            NaN            NaN
  1328.46        500.000                 NaN   99.1131                 NaN            NaN  0.179017       0.296270       0.161554       0.250024                 NaN            NaN            NaN
  1327.07        500.000                 NaN   99.1154                 NaN            NaN  0.181249       0.296328       0.157330       0.249674                 NaN            NaN            NaN
  1325.67        500.000                 NaN   99.1266                 NaN            NaN  0.179929       0.292527       0.154613       0.246336                 NaN            NaN            NaN
  1324.27        500.000                 NaN   99.1339                 NaN            NaN  0.180750       0.290999       0.150077       0.244227                 NaN            NaN            NaN
  1322.87        500.000                 NaN   99.1425                 NaN            NaN  0.180884       0.288576       0.146271       0.241790                 NaN            NaN            NaN
  1321.48        500.000                 NaN   99.1481                 NaN            NaN  0.181176       0.143568       0.287118       0.240014                 NaN            NaN            NaN
  1320.08        500.000                 NaN   99.1915                 NaN            NaN  0.251930       0.319741                 NaN  0.236793                 NaN            NaN            NaN
  1318.68        500.000                 NaN   99.1341                 NaN            NaN  0.108525       0.276218       0.246501       0.234653                 NaN            NaN            NaN
  1317.28        500.000                 NaN   99.1743                 NaN            NaN  0.180555       0.132903       0.279795       0.232442                 NaN            NaN            NaN
  1315.88        500.000                 NaN   99.1822                 NaN            NaN  0.180327       0.277723       0.129641       0.230109                 NaN            NaN            NaN
  1314.49        500.000                 NaN   99.1918                 NaN            NaN  0.256680       0.313466                 NaN  0.238063                 NaN            NaN            NaN
  1313.09        500.000                 NaN   99.1930                 NaN            NaN  0.102645       0.232709       0.255602       0.216008                 NaN            NaN            NaN
  1311.69        500.000                 NaN   99.0470                 NaN            NaN  0.221243       0.140755       0.321195       0.269775                 NaN            NaN            NaN
  1310.29        500.000                 NaN   99.3713                 NaN            NaN  0.137386       0.100634       0.216048       0.174666                 NaN            NaN            NaN
  1308.90        500.000                 NaN   99.2178                 NaN            NaN  0.175569       0.266503       0.120861       0.219241                 NaN            NaN            NaN
  1307.50        500.000                 NaN   99.2270                 NaN            NaN  0.180408       0.265967       0.109715       0.216949                 NaN            NaN            NaN
  1306.10        500.000                 NaN   99.2326                 NaN            NaN  0.177061       0.263108       0.112252       0.214999                 NaN            NaN            NaN
  1304.70        500.000                 NaN   99.2401                 NaN            NaN  0.176841       0.260982       0.109218       0.212871                 NaN            NaN            NaN
  1303.31        500.000                 NaN   99.2463                 NaN            NaN  0.175673       0.258925       0.108272       0.210821                 NaN            NaN            NaN
  1301.91        500.000                 NaN   99.2520                 NaN            NaN  0.174746       0.257240       0.106988       0.209023                 NaN            NaN            NaN
  1300.51        500.000                 NaN   99.2582                 NaN            NaN  0.173819       0.105528       0.255353       0.207077                 NaN            NaN            NaN
  1299.11        500.000                 NaN   99.2652                 NaN            NaN  0.175347       0.100024       0.254019       0.205457                 NaN            NaN            NaN
  1297.71        500.000                 NaN   99.2726                 NaN            NaN  0.169462       0.250042       0.105525       0.202373                 NaN            NaN            NaN
  1296.32        500.000                 NaN   99.2779                 NaN            NaN  0.170879       0.249229       0.100954       0.201083                 NaN            NaN            NaN
  1294.92        500.000                 NaN   99.2835                 NaN            NaN  0.169562       0.247165       0.100443       0.199288                 NaN            NaN            NaN
  1293.52        500.000                 NaN   99.2900                 NaN            NaN  0.168302       0.993080E-001  0.245104       0.197256                 NaN            NaN            NaN
  1292.12        500.000                 NaN   99.2950                 NaN            NaN  0.167093       0.987380E-001  0.243533       0.195641                 NaN            NaN            NaN
  1290.73        500.000                 NaN   99.3017                 NaN            NaN  0.165598       0.980810E-001  0.241048       0.193556                 NaN            NaN            NaN
  1289.33        500.000                 NaN   99.3054                 NaN            NaN  0.163646       0.239288       0.994390E-001  0.192224                 NaN            NaN            NaN
  1287.93        500.000                 NaN   99.3129                 NaN            NaN  0.162725       0.237282       0.970939E-001  0.189976                 NaN            NaN            NaN
  1286.53        500.000                 NaN   99.3190                 NaN            NaN  0.161481       0.235012       0.961662E-001  0.188372                 NaN            NaN            NaN
  1285.13        500.000                 NaN   99.3234                 NaN            NaN  0.160127       0.963358E-001  0.233516       0.186608                 NaN            NaN            NaN
  1283.74        500.000                 NaN   99.3296                 NaN            NaN  0.157730       0.967054E-001  0.231262       0.184662                 NaN            NaN            NaN
  1282.34        500.000                 NaN   99.3335                 NaN            NaN  0.156406       0.972228E-001  0.229443       0.183401                 NaN            NaN            NaN
  1280.94        500.000                 NaN   99.3407                 NaN            NaN  0.154994       0.227345       0.956099E-001  0.181362                 NaN            NaN            NaN
  1279.54        500.000                 NaN   99.3458                 NaN            NaN  0.152961       0.225099       0.964846E-001  0.179686                 NaN            NaN            NaN
  1278.15        500.000                 NaN   99.3499                 NaN            NaN  0.150750       0.223498       0.977637E-001  0.178089                 NaN            NaN            NaN
  1276.75        500.000                 NaN   99.3553                 NaN            NaN  0.148931       0.221235       0.980258E-001  0.176500                 NaN            NaN            NaN
  1275.35        500.000                 NaN   99.3549                 NaN            NaN  0.153014       0.940602E-001  0.220752       0.177256                 NaN            NaN            NaN
  1273.95        500.000                 NaN   99.3679                 NaN            NaN  0.138717       0.215357       0.106614       0.171442                 NaN            NaN            NaN
  1272.56        500.000       0.522314E-001   92.9634                 NaN            NaN  0.244790        1.32644       0.771328       0.856513        3.78530                 NaN            NaN
  1271.16        500.000       0.840426        86.4828                 NaN            NaN            NaN   1.66529        2.19025        1.59867        7.22260                 NaN            NaN
  1269.76        500.000       0.727905        88.3083                 NaN            NaN            NaN   1.44416        1.89381        1.39129        6.23458                 NaN            NaN
  1268.36        500.000       0.642824        89.7135                 NaN            NaN            NaN   1.66144        1.27545        1.23113        5.47564                 NaN            NaN
  1266.96        500.000       0.577387        90.8154                 NaN            NaN            NaN   1.14363        1.47689        1.10510        4.88154                 NaN            NaN
  1265.57        500.000       0.525980        91.7096                 NaN            NaN            NaN   1.32276        1.03857        1.00234        4.40072                 NaN            NaN
  1264.17        500.000       0.484643        92.4415                 NaN            NaN            NaN  0.953007        1.19519       0.918067        4.00762                 NaN            NaN
  1262.77        500.000       0.450570        93.0547                 NaN            NaN            NaN   1.08668       0.881712       0.847101        3.67927                 NaN            NaN
  1261.37        500.000       0.423259        93.5741                 NaN            NaN            NaN  0.822503       0.991215       0.786684        3.40226                 NaN            NaN
  1259.98        500.000       0.398698        94.0272                 NaN            NaN            NaN  0.909321       0.770362       0.733734        3.16064                 NaN            NaN
  1258.58        500.000       0.378749        94.4170                 NaN            NaN            NaN  0.727056       0.835859       0.688022        2.95328                 NaN            NaN
  1257.18        500.000       0.361333        94.7552                 NaN            NaN            NaN  0.688741       0.771986       0.648080        2.77469                 NaN            NaN
  1255.78        500.000       0.346083        95.0591                 NaN            NaN            NaN  0.714121       0.654622       0.612215        2.61384                 NaN            NaN
  1254.38        500.000       0.332783        95.3288                 NaN            NaN            NaN  0.660378       0.626013       0.579930        2.47213                 NaN            NaN
  1252.99        500.000       0.320968        95.5664                 NaN            NaN            NaN  0.599271       0.614309       0.551411        2.34766                 NaN            NaN
  1251.59        500.000       0.310132        95.7888                 NaN            NaN            NaN  0.569539       0.575406       0.524482        2.23165                 NaN            NaN
  1250.19        500.000       0.300835        95.9851                 NaN            NaN            NaN  0.530287       0.553616       0.500843        2.12930                 NaN            NaN
