|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.75/LAR/LAR_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            q             
  1300.21        2500.00                 NaN   92.4505                 NaN   1.89331                 NaN            NaN            NaN  0.491820        1.00371        4.16071                 NaN            NaN
  1299.14        2500.00                 NaN   92.7112                 NaN   1.83285                 NaN            NaN            NaN  0.480268       0.971107        4.00453                 NaN            NaN
  1298.08        2500.00                 NaN   92.9490                 NaN   1.79198                 NaN            NaN            NaN  0.458057       0.942050        3.85891                 NaN            NaN
  1297.01        2500.00                 NaN   93.1584                 NaN   1.75100                 NaN            NaN            NaN  0.443951       0.916087        3.73060                 NaN            NaN
  1295.94        2500.00                 NaN   93.3594                 NaN   1.71299                 NaN            NaN            NaN  0.428354       0.891309        3.60792                 NaN            NaN
  1294.87        2500.00                 NaN   91.9002                 NaN   2.01254                 NaN            NaN            NaN  0.487410        1.07883        4.39921       0.121801                 NaN
  1293.80        2500.00                 NaN   88.6507                 NaN   2.65217                 NaN            NaN            NaN  0.652335        1.49121        6.17855       0.375043                 NaN
  1292.73        2500.00                 NaN   88.8920                 NaN   2.56335                 NaN            NaN            NaN  0.676320        1.45558        6.04717       0.365545                 NaN
  1291.67        2500.00                 NaN   89.1331                 NaN   2.48971                 NaN            NaN            NaN  0.684338        1.42070        5.91694       0.355183                 NaN
  1290.60        2500.00                 NaN   89.3473                 NaN   2.42633                 NaN            NaN            NaN  0.691189        1.38917        5.80068       0.345358                 NaN
  1289.53        2500.00                 NaN   89.4696                 NaN   2.39232                 NaN            NaN            NaN  0.694095        1.36933        5.73645       0.338213                 NaN
  1288.46        2500.00                 NaN   89.5142                 NaN   2.37354                 NaN            NaN            NaN  0.702198        1.35908        5.71748       0.333505                 NaN
  1287.39        2500.00                 NaN   89.4930                 NaN   2.37460                 NaN            NaN            NaN  0.706626        1.35698        5.73802       0.330791                 NaN
  1286.32        2500.00                 NaN   81.7947                 NaN   3.98025                 NaN            NaN            NaN   1.30816        2.41657        9.90415       0.596162                 NaN
  1285.26        2500.00                 NaN   90.5132                 NaN   2.24690                 NaN            NaN            NaN  0.660878        1.24915        5.02562       0.304275                 NaN
  1284.19        2500.00                 NaN   93.2008                 NaN   1.31529                 NaN            NaN            NaN  0.414965       0.753741        4.12937       0.185809                 NaN
  1283.12        2500.00                 NaN   89.1627                 NaN   2.58184                 NaN            NaN            NaN  0.671314        1.31772        5.96344       0.302990                 NaN
  1282.05        2500.00                 NaN   84.7039                 NaN   3.35648                 NaN            NaN            NaN   1.06124        1.90432        8.52039       0.453654                 NaN
  1280.98        2500.00                 NaN   80.3211                 NaN   4.31125                 NaN            NaN            NaN   1.31402        2.41684        11.0591       0.577643                 NaN
  1279.91        2500.00                 NaN   74.4847                 NaN   5.57873                 NaN            NaN            NaN   1.69142        3.10825        14.3977       0.739170                 NaN
  1278.84        2500.00                 NaN   75.4777                 NaN   5.51448                 NaN            NaN            NaN   1.57202        2.96966        13.7686       0.697542                 NaN
  1277.78        2500.00                 NaN   77.8200                 NaN   5.02703                 NaN            NaN            NaN   1.38704        2.69564        12.4404       0.629914                 NaN
  1276.71        2500.00                 NaN   82.5394                 NaN   4.13143                 NaN            NaN            NaN   1.05881        2.12952        9.65812       0.482750                 NaN
  1275.64        2500.00                 NaN   83.3819                 NaN   4.02043                 NaN            NaN            NaN  0.883874        2.04284        9.20936       0.461613                 NaN
  1274.57        2500.00                 NaN   89.0531                 NaN   2.75685                 NaN            NaN            NaN  0.608965        1.34289        5.94572       0.292465                 NaN
  1273.50        2500.00                 NaN   88.6934                 NaN   2.83883                 NaN            NaN            NaN  0.598968        1.39604        6.16602       0.306772                 NaN
  1272.43        2500.00                 NaN   89.9581                 NaN   2.59694                 NaN            NaN            NaN  0.490550        1.24450        5.44102       0.268917                 NaN
  1271.37        2500.00                 NaN   79.6160                 NaN   4.01373        1.29065                 NaN            NaN            NaN   2.72962        11.7140       0.636029                 NaN
  1270.30        2500.00                 NaN   99.7976                 NaN            NaN            NaN            NaN            NaN            NaN  0.247691E-001  0.176298       0.131713E-002            NaN
  1269.23        2500.00                 NaN   97.9250                 NaN  0.426984                 NaN            NaN            NaN            NaN  0.258013        1.35486       0.351722E-001            NaN
  1268.16        2500.00                 NaN   93.5113                 NaN   2.03781                 NaN            NaN            NaN  0.683354E-001  0.791311        3.42126       0.169948                 NaN
  1267.09        2500.00                 NaN   93.8279                 NaN   1.59411                 NaN            NaN            NaN   1.83651       0.703901        1.90098       0.136617                 NaN
  1266.02        2500.00                 NaN   94.9464                 NaN            NaN            NaN            NaN            NaN  0.712499       0.480688        3.69826       0.162177                 NaN
  1264.96        2500.00                 NaN   93.6295        4.08790                 NaN            NaN            NaN            NaN  0.585660       0.254700        1.35970       0.825493E-001            NaN
  1263.89        2500.00                 NaN   98.8707                 NaN  0.322109                 NaN            NaN            NaN            NaN  0.239281       0.567861                 NaN            NaN
  1262.82        2500.00                 NaN   88.5821                 NaN   4.62216                 NaN            NaN            NaN            NaN   1.43552        5.15625       0.204016                 NaN
  1261.75        2500.00                 NaN   95.2407                 NaN   1.58020                 NaN            NaN            NaN            NaN  0.583447        2.47623       0.119448                 NaN
  1260.68        2500.00                 NaN   95.3254                 NaN   1.57101                 NaN            NaN            NaN            NaN  0.580656        2.41192       0.111064                 NaN
  1259.61        2500.00                 NaN   95.4777                 NaN   1.53189                 NaN            NaN            NaN            NaN  0.568052        2.31918       0.103218                 NaN
  1258.55        2500.00                 NaN   95.6685                 NaN   1.46770                 NaN            NaN            NaN            NaN  0.545870        2.22066       0.972428E-001            NaN
  1257.48        2500.00                 NaN   95.8579                 NaN   1.41304                 NaN            NaN            NaN            NaN  0.527802        2.11208       0.891625E-001            NaN
  1256.41        2500.00                 NaN   95.8759                 NaN   1.37805                 NaN            NaN            NaN            NaN  0.540468        2.12152       0.840821E-001            NaN
  1255.34        2500.00                 NaN   93.6346                 NaN  0.256288E-001   2.05760                 NaN            NaN            NaN  0.886583        3.25738       0.138244                 NaN
  1254.27        2500.00                 NaN   95.9275                 NaN            NaN            NaN            NaN            NaN            NaN  0.749801        3.18673       0.136005                 NaN
  1253.20        2500.00                 NaN   97.8189                 NaN  0.548911                 NaN            NaN            NaN            NaN  0.380363        1.19793       0.538653E-001            NaN
  1252.14        2500.00                 NaN   98.0803                 NaN  0.398792       0.471901E-001            NaN            NaN  0.847529E-005  0.278143        1.13872       0.568356E-001            NaN
  1251.07        2500.00                 NaN   81.6414                 NaN            NaN            NaN            NaN            NaN   3.19463        2.23001        12.1681       0.765852                 NaN
  1250.00        2500.00                 NaN   95.5093                 NaN   4.38929                 NaN            NaN            NaN            NaN  0.101362                 NaN            NaN            NaN
  1248.93        2500.00                 NaN   98.1707                 NaN   1.74394                 NaN            NaN            NaN            NaN  0.853520E-001            NaN            NaN            NaN
  1247.86        2500.00                 NaN   99.8833                 NaN            NaN            NaN            NaN            NaN            NaN  0.164706E-002            NaN  0.115015                 NaN
  1246.79        2500.00                 NaN   55.6651        44.0943                 NaN            NaN            NaN            NaN            NaN  0.187843                 NaN            NaN  0.527888E-001
  1245.73        2500.00                 NaN   99.1786                 NaN  0.628657                 NaN            NaN            NaN            NaN  0.161449       0.313063E-001            NaN            NaN
  1244.66        2500.00                 NaN   99.7845                 NaN            NaN            NaN            NaN            NaN            NaN  0.540771E-001  0.161394                 NaN            NaN
  1243.59        2500.00                 NaN   99.9709                 NaN            NaN            NaN            NaN            NaN            NaN  0.290878E-001            NaN            NaN            NaN
  1242.52        2500.00                 NaN   99.0052                 NaN  0.645642                 NaN            NaN            NaN            NaN  0.349168                 NaN            NaN            NaN
  1241.45        2500.00                 NaN   99.7241                 NaN            NaN            NaN            NaN            NaN            NaN  0.222095E-001  0.253735                 NaN            NaN
  1240.38        2500.00                 NaN   62.8242                 NaN            NaN            NaN            NaN            NaN   2.11345        2.98440        19.5774       0.525226        11.9754     
  1239.32        2500.00                 NaN   98.9869                 NaN  0.843170       0.110695                 NaN            NaN            NaN  0.444148E-001            NaN            NaN  0.147864E-001
  1238.25        2500.00                 NaN   94.3026                 NaN   5.25475                 NaN            NaN            NaN            NaN  0.442653                 NaN            NaN            NaN
  1237.18        2500.00                 NaN   99.1949                 NaN  0.183537                 NaN            NaN            NaN            NaN  0.697712E-001  0.551784                 NaN            NaN
  1236.11        2500.00                 NaN   85.9980                 NaN            NaN            NaN            NaN            NaN            NaN   1.09673        7.92050       0.243987        4.74077     
  1235.04        2500.00                 NaN   96.8348                 NaN   1.23489                 NaN            NaN            NaN            NaN  0.227651        1.16366       0.441872E-001  0.494781     
  1233.97        2500.00                 NaN   96.4412                 NaN   3.07252                 NaN            NaN            NaN            NaN  0.437369                 NaN  0.489609E-001            NaN
  1232.90        2500.00                 NaN   90.3464                 NaN   2.01974                 NaN            NaN            NaN            NaN  0.727534        4.53203                 NaN   2.37427     
  1231.84        2500.00                 NaN   94.7937                 NaN            NaN            NaN            NaN            NaN            NaN  0.314112        3.03431       0.160827        1.69708     
  1230.77        2500.00                 NaN   97.0845                 NaN  0.582270                 NaN            NaN            NaN            NaN  0.341784       0.954143       0.310334E-002   1.03421     
  1229.70        2500.00                 NaN            NaN            NaN   10.8845        5.22604                 NaN            NaN            NaN   8.48802        43.2316       0.961552        31.2083     
  1228.63        2500.00                 NaN            NaN            NaN   12.4362        3.65346       0.569830E-005            NaN            NaN   8.46734        43.2366       0.991126        31.2153     
  1227.56        2500.00                 NaN            NaN            NaN   11.7378        4.42072                 NaN            NaN            NaN   8.48305        43.1768       0.953709        31.2279     
  1226.49        2500.00                 NaN            NaN            NaN   11.7342        4.38207                 NaN            NaN            NaN   8.50936        43.1936       0.960794        31.2200     
  1225.43        2500.00                 NaN            NaN            NaN   7.57145        8.60238                 NaN            NaN            NaN   8.56846        43.0915       0.939605        31.2266     
  1224.36        2500.00                 NaN            NaN            NaN   16.2196                 NaN            NaN            NaN            NaN   8.59663        43.0269       0.923818        31.2330     
  1223.29        2500.00                 NaN            NaN            NaN   12.2984        3.85274       0.188393E-004            NaN            NaN   8.49198        43.1649       0.957879        31.2341     
  1222.22        2500.00                 NaN            NaN            NaN   3.29458        12.7466                 NaN            NaN            NaN   8.45864        43.3104       0.983624        31.2062     
  1221.15        2500.00                 NaN            NaN            NaN   2.62037        13.0004       0.423221                 NaN            NaN   8.48051        43.2907       0.979507        31.2053     
  1220.08        2500.00                 NaN            NaN            NaN   12.0494        4.05544       0.284829E-005            NaN            NaN   8.53670        43.1868       0.958790        31.2129     
  1219.02        2500.00                 NaN            NaN            NaN   13.1451        2.98693       0.192328E-005            NaN            NaN   8.51156        43.1556       0.977186        31.2236     
  1217.95        2500.00                 NaN            NaN            NaN   12.1129        4.00603                 NaN            NaN            NaN   8.52746        43.1745       0.959532        31.2196     
