|6.6.6
Archiving\03_Data\frac/QFM_m5/TIS/TIS_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          25
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              geik           wo             sill           tiTHL         
  1080.20        2500.00        95.7478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.239102                 NaN            NaN            NaN            NaN  0.502022        3.07388                 NaN  0.359248       0.779801E-001            NaN            NaN            NaN
  1077.69        2500.00        98.4399                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.743279E-001            NaN            NaN            NaN            NaN  0.978015                 NaN            NaN  0.371008       0.136751                 NaN            NaN            NaN
  1075.19        2500.00        98.9404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.633496E-001            NaN            NaN  0.996273                 NaN            NaN            NaN            NaN            NaN            NaN
  1072.68        2500.00        38.7637        5.09558        51.3130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32834                 NaN            NaN  0.905783                 NaN   2.21594       0.377614                 NaN            NaN            NaN
  1070.18        2500.00        51.1892        42.1347        1.45803        4.72049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.387557                 NaN            NaN            NaN            NaN  0.110026                 NaN            NaN            NaN            NaN
  1067.67        2500.00        51.4793        42.3306        1.09931        5.05421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.155401E-001            NaN            NaN            NaN            NaN  0.210398E-001            NaN            NaN            NaN            NaN
  1065.16        2500.00        51.5262        42.3344       0.734297        5.36873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.153626E-001            NaN            NaN            NaN            NaN  0.210056E-001            NaN            NaN            NaN            NaN
  1062.66        2500.00        51.4215        40.9031        3.64471        3.01803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.197004E-001            NaN            NaN  0.992922                 NaN            NaN            NaN            NaN            NaN            NaN
  1060.15        2500.00        95.4870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.51295                 NaN            NaN            NaN            NaN            NaN            NaN
  1057.64        2500.00        6.47109        31.5047        12.3595        49.6629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.187877E-002            NaN            NaN            NaN
  1055.14        2500.00        6.30105        31.7505        12.1294        49.8108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.827532E-002            NaN            NaN            NaN
  1052.63        2500.00        6.13003        32.0002        11.9041        49.9575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.816324E-002            NaN            NaN            NaN
  1050.13        2500.00        10.1409        24.6389        11.7042        8.55289        44.7198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.243370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1047.62        2500.00        96.0940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.78507                 NaN            NaN  0.120910                 NaN            NaN            NaN
  1045.11        2500.00        18.5884        12.6645        4.11767        45.7365        18.3583       0.288974E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.534314                 NaN            NaN            NaN            NaN            NaN            NaN
  1042.61        2500.00        75.2835        17.0101        6.17632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.53012                 NaN            NaN            NaN            NaN            NaN            NaN
  1040.10        2500.00        78.4655        2.22872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.43617        15.1162                 NaN   1.04686                 NaN  0.706520                 NaN            NaN
  1037.59        2500.00        93.2097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.66983                 NaN            NaN  0.302771        4.81772     
  1035.09        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1032.58        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1030.08        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1027.57        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1025.06        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1022.56        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1020.05        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1017.54        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1015.04        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1012.53        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1010.03        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1007.52        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1005.01        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1002.51        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
  1000.00        2500.00        94.7926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.307913        4.89953     
