|6.6.6
Archiving\03_Data\frac/QFM_m5/TIS/TIS_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          25
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              geik           wo             sill           tiTHL         
  1085.21        2500.00        99.1967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.317568E-001            NaN            NaN            NaN            NaN  0.440467       0.601041E-001            NaN  0.270951                 NaN            NaN            NaN            NaN
  1082.71        2500.00        98.6882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.776250E-003            NaN            NaN            NaN            NaN  0.345261       0.650247                 NaN  0.255442       0.600945E-001            NaN            NaN            NaN
  1080.20        2500.00        95.1459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.214615                 NaN            NaN            NaN            NaN  0.544436        3.61646                 NaN  0.418131       0.605077E-001            NaN            NaN            NaN
  1077.69        2500.00        98.3227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.671743E-001            NaN            NaN            NaN            NaN   1.06828                 NaN            NaN  0.434950       0.106872                 NaN            NaN            NaN
  1075.19        2500.00        98.7566                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.604402E-001            NaN            NaN   1.18297                 NaN            NaN            NaN            NaN            NaN            NaN
  1072.68        2500.00        39.3740        4.77928        50.5705                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.27162                 NaN            NaN   1.08436                 NaN   2.62242       0.297851                 NaN            NaN            NaN
  1070.18        2500.00        50.6959        43.0307        1.31834        4.45107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.373107                 NaN            NaN            NaN            NaN  0.130956                 NaN            NaN            NaN            NaN
  1067.67        2500.00        50.9635        43.2366       0.993979        4.76590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.149660E-001            NaN            NaN            NaN            NaN  0.250533E-001            NaN            NaN            NaN            NaN
  1065.16        2500.00        50.9887        43.2450       0.663908        5.06249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.147998E-001            NaN            NaN            NaN            NaN  0.250229E-001            NaN            NaN            NaN            NaN
  1062.66        2500.00        50.8292        41.8100        3.29696        2.84743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.189952E-001            NaN            NaN   1.19742                 NaN            NaN            NaN            NaN            NaN            NaN
  1060.15        2500.00        94.5400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.46002                 NaN            NaN            NaN            NaN            NaN            NaN
  1057.64        2500.00        6.19653        32.6760        11.3409        49.7850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.151528E-002            NaN            NaN            NaN
  1055.14        2500.00        6.03101        32.9328        11.1287        49.9008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.667617E-002            NaN            NaN            NaN
  1052.63        2500.00        5.86463        33.1933        10.9209        50.0146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.658755E-002            NaN            NaN            NaN
  1050.13        2500.00        9.72375        25.5576        10.7359        7.76499        45.9431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.274649                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1047.62        2500.00        95.2576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.64454                 NaN            NaN  0.978405E-001            NaN            NaN            NaN
  1045.11        2500.00        19.4983        11.7438        3.98014        45.2396        18.8829       0.267895E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.654960                 NaN            NaN            NaN            NaN            NaN            NaN
  1042.61        2500.00        74.3719        17.5698        6.15791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.90039                 NaN            NaN            NaN            NaN            NaN            NaN
  1040.10        2500.00        74.0973        2.08319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.83502        18.8884                 NaN   1.30849                 NaN  0.787566                 NaN            NaN
  1037.59        2500.00        93.7499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.22328                 NaN            NaN  0.318530        3.70830     
  1035.09        2500.00        95.8828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.325913        3.79131     
  1032.58        2500.00        95.8839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.326053        3.79000     
  1030.08        2500.00        95.8851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.326194        3.78869     
  1027.57        2500.00        95.8863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.326334        3.78738     
  1025.06        2500.00        95.8875                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.326474        3.78607     
  1022.56        2500.00        95.8886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.326615        3.78476     
  1020.05        2500.00        95.8898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.326755        3.78345     
  1017.54        2500.00        95.8910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.326896        3.78214     
  1015.04        2500.00        95.8921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.327036        3.78083     
  1012.53        2500.00        95.8933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.327177        3.77951     
  1010.03        2500.00        95.8945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.327318        3.77820     
  1007.52        2500.00        95.8957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.327458        3.77689     
  1005.01        2500.00        95.8968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.327599        3.77558     
  1002.51        2500.00        95.8980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.327740        3.77426     
  1000.00        2500.00        95.8992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.327881        3.77295     
