|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1534.99        500.000                 NaN   99.4087       0.591296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.54        500.000                 NaN   99.4104       0.589595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.10        500.000                 NaN   99.4164       0.583645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.65        500.000                 NaN   99.4190       0.581009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.20        500.000                 NaN   99.4985       0.501006       0.457185E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.76        500.000                 NaN   99.3501       0.649936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.31        500.000                 NaN   99.4348       0.565198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.87        500.000                 NaN   99.4373       0.562749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.42        500.000                 NaN   99.4409       0.559118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.98        500.000                 NaN   99.4458       0.554203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.53        500.000                 NaN   99.4471       0.552867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.08        500.000                 NaN   99.4530       0.546952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.64        500.000                 NaN   99.4562       0.543807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        500.000                 NaN   99.4606       0.539432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.75        500.000                 NaN   99.4647       0.535286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.30        500.000                 NaN   99.4384       0.561584       0.259977E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.85        500.000                 NaN   99.5944       0.371806       0.337542E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.41        500.000                 NaN   99.3825       0.617504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.96        500.000                 NaN   99.4808       0.519235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.52        500.000                 NaN   99.4833       0.516731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.07        500.000                 NaN   99.5044       0.441211       0.543808E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.62        500.000                 NaN   99.4780       0.521988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.18        500.000                 NaN   99.4938       0.506173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.73        500.000                 NaN   99.4755       0.524546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.29        500.000                 NaN   99.5463       0.453697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.84        500.000                 NaN   99.4760       0.523983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1497.39        500.000                 NaN   99.5067       0.493334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.95        500.000                 NaN   99.4999       0.500066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1494.50        500.000                 NaN   99.5232       0.476757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.06        500.000                 NaN   99.5138       0.486198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.61        500.000                 NaN   99.5186       0.481446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.17        500.000                 NaN   99.5205       0.479483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000                 NaN   99.5237       0.476279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.27        500.000                 NaN   99.5278       0.472237                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        500.000                 NaN   99.5290       0.471013                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.38        500.000                 NaN   99.4909       0.509056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.94        500.000                 NaN   99.4854       0.207682E-001            NaN            NaN  0.493797                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.49        500.000                 NaN   99.3113                 NaN            NaN            NaN  0.688719                 NaN            NaN            NaN            NaN            NaN            NaN
  1480.04        500.000                 NaN   99.5604       0.151204                 NaN            NaN  0.288388                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.60        500.000                 NaN   99.4403                 NaN            NaN            NaN  0.559659                 NaN            NaN            NaN            NaN            NaN            NaN
  1477.15        500.000                 NaN   99.4812       0.282814E-001            NaN            NaN  0.490488                 NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        500.000                 NaN   99.3981                 NaN            NaN            NaN  0.601890                 NaN            NaN            NaN            NaN            NaN            NaN
  1474.26        500.000                 NaN   99.4381       0.366897E-002            NaN            NaN  0.558240                 NaN            NaN            NaN            NaN            NaN            NaN
  1472.81        500.000                 NaN   99.4467                 NaN            NaN            NaN  0.553317                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.37        500.000                 NaN   99.4479                 NaN            NaN            NaN  0.552089                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.92        500.000                 NaN   99.4392                 NaN            NaN            NaN  0.560761                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.48        500.000                 NaN   99.4548       0.232657                 NaN            NaN  0.312557                 NaN            NaN            NaN            NaN            NaN            NaN
  1467.03        500.000                 NaN   99.4470                 NaN            NaN            NaN  0.553021                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.58        500.000                 NaN   99.4448                 NaN            NaN            NaN  0.555156                 NaN            NaN            NaN            NaN            NaN            NaN
  1464.14        500.000                 NaN   99.4427                 NaN            NaN            NaN  0.557281                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.69        500.000                 NaN   99.4453                 NaN            NaN            NaN  0.554745                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.25        500.000                 NaN   99.4430                 NaN            NaN            NaN  0.557046                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.80        500.000                 NaN   99.5359                 NaN            NaN            NaN  0.464141                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.35        500.000                 NaN   99.3450                 NaN            NaN            NaN  0.655005                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.91        500.000                 NaN   99.4392                 NaN            NaN            NaN  0.560809                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.46        500.000                 NaN   99.2099                 NaN            NaN            NaN  0.383018       0.407131                 NaN            NaN            NaN            NaN            NaN
  1454.02        500.000                 NaN   99.1283                 NaN            NaN            NaN  0.526790       0.344876                 NaN            NaN            NaN            NaN            NaN
  1452.57        500.000                 NaN   99.1372                 NaN            NaN            NaN  0.521684       0.341123                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000                 NaN   99.1458                 NaN            NaN            NaN  0.516054       0.338153                 NaN            NaN            NaN            NaN            NaN
  1449.68        500.000                 NaN   99.1542                 NaN            NaN            NaN  0.512009       0.333767                 NaN            NaN            NaN            NaN            NaN
  1448.23        500.000                 NaN   99.1617                 NaN            NaN            NaN  0.507872       0.330469                 NaN            NaN            NaN            NaN            NaN
  1446.79        500.000                 NaN   99.1688                 NaN            NaN            NaN  0.504362       0.326886                 NaN            NaN            NaN            NaN            NaN
  1445.34        500.000                 NaN   99.1793                 NaN            NaN            NaN  0.323238       0.497477                 NaN            NaN            NaN            NaN            NaN
  1443.90        500.000                 NaN   99.1853                 NaN            NaN            NaN  0.319573       0.495146                 NaN            NaN            NaN            NaN            NaN
  1442.45        500.000                 NaN   99.1921                 NaN            NaN            NaN  0.491340       0.316519                 NaN            NaN            NaN            NaN            NaN
  1441.00        500.000                 NaN   99.2000                 NaN            NaN            NaN  0.313681       0.486333                 NaN            NaN            NaN            NaN            NaN
  1439.56        500.000                 NaN   99.2086                 NaN            NaN            NaN  0.310265       0.481119                 NaN            NaN            NaN            NaN            NaN
  1438.11        500.000                 NaN   99.2163       0.289501E-002            NaN            NaN  0.476778       0.304038                 NaN            NaN            NaN            NaN            NaN
  1436.67        500.000                 NaN   99.2228                 NaN            NaN            NaN  0.473400       0.303758                 NaN            NaN            NaN            NaN            NaN
  1435.22        500.000                 NaN   99.2295                 NaN            NaN            NaN  0.300311       0.470211                 NaN            NaN            NaN            NaN            NaN
  1433.77        500.000                 NaN   99.2367                 NaN            NaN            NaN  0.297594       0.465678                 NaN            NaN            NaN            NaN            NaN
  1432.33        500.000                 NaN   99.2440                 NaN            NaN            NaN  0.294459       0.461528                 NaN            NaN            NaN            NaN            NaN
  1430.88        500.000                 NaN   99.2505                 NaN            NaN            NaN  0.457514       0.291994                 NaN            NaN            NaN            NaN            NaN
  1429.44        500.000                 NaN   99.2560                 NaN            NaN            NaN  0.455028       0.288995                 NaN            NaN            NaN            NaN            NaN
  1427.99        500.000                 NaN   99.2649                 NaN            NaN            NaN  0.285647       0.449442                 NaN            NaN            NaN            NaN            NaN
  1426.54        500.000                 NaN   99.0262                 NaN            NaN            NaN  0.392505       0.474401                 NaN  0.106930                 NaN            NaN            NaN
  1425.10        500.000                 NaN   97.9263                 NaN            NaN            NaN  0.886753       0.590431                 NaN  0.596501                 NaN            NaN            NaN
  1423.65        500.000                 NaN   97.9697                 NaN            NaN            NaN  0.577806       0.868164                 NaN  0.584352                 NaN            NaN            NaN
  1422.21        500.000                 NaN   98.0130                 NaN            NaN            NaN  0.565116       0.849600                 NaN  0.572263                 NaN            NaN            NaN
  1420.76        500.000                 NaN   98.0539                 NaN            NaN            NaN  0.553605       0.831842                 NaN  0.560703                 NaN            NaN            NaN
  1419.32        500.000                 NaN   98.0944                 NaN            NaN            NaN  0.541993       0.814453                 NaN  0.549127                 NaN            NaN            NaN
  1417.87        500.000                 NaN   98.1318                 NaN            NaN            NaN  0.531179       0.798463                 NaN  0.538584                 NaN            NaN            NaN
  1416.42        500.000                 NaN   98.1688                 NaN            NaN            NaN  0.782953       0.520070                 NaN  0.528202                 NaN            NaN            NaN
  1414.98        500.000                 NaN   98.2047                 NaN            NaN            NaN  0.767470       0.509923                 NaN  0.517920                 NaN            NaN            NaN
  1413.53        500.000                 NaN   98.1077                 NaN            NaN  0.401783E-001  0.568759       0.725230                 NaN  0.558108                 NaN            NaN            NaN
  1412.09        500.000                 NaN   98.0782                 NaN            NaN  0.615658E-001  0.594153       0.692837                 NaN  0.573249                 NaN            NaN            NaN
  1410.64        500.000                 NaN   98.1260                 NaN            NaN  0.596194E-001  0.676356       0.578950                 NaN  0.559098                 NaN            NaN            NaN
  1409.19        500.000                 NaN   98.1714                 NaN            NaN  0.576806E-001  0.660760       0.564383                 NaN  0.545727                 NaN            NaN            NaN
  1407.75        500.000                 NaN   98.2155                 NaN            NaN  0.558367E-001  0.550343       0.645682                 NaN  0.532621                 NaN            NaN            NaN
  1406.30        500.000                 NaN   98.2557                 NaN            NaN  0.540563E-001  0.632440       0.537127                 NaN  0.520708                 NaN            NaN            NaN
  1404.86        500.000                 NaN   98.2994                 NaN            NaN  0.522148E-001  0.617116       0.523656                 NaN  0.507590                 NaN            NaN            NaN
  1403.41        500.000                 NaN   98.3360                 NaN            NaN  0.507390E-001  0.512354       0.604096                 NaN  0.496796                 NaN            NaN            NaN
  1401.96        500.000                 NaN   98.3748                 NaN            NaN  0.489818E-001  0.499365       0.591579                 NaN  0.485268                 NaN            NaN            NaN
  1400.52        500.000                 NaN   98.4103                 NaN            NaN  0.476486E-001  0.578883       0.488404                 NaN  0.474760                 NaN            NaN            NaN
  1399.07        500.000                 NaN   98.4449                 NaN            NaN  0.460591E-001  0.567489       0.477187                 NaN  0.464342                 NaN            NaN            NaN
  1397.63        500.000                 NaN   98.4782                 NaN            NaN  0.446367E-001  0.556312       0.466443                 NaN  0.454399                 NaN            NaN            NaN
  1396.18        500.000                 NaN   98.5089                 NaN            NaN  0.431708E-001  0.456411       0.546159                 NaN  0.445337                 NaN            NaN            NaN
  1394.73        500.000                 NaN   98.5429                 NaN            NaN  0.418798E-001  0.445876       0.534356                 NaN  0.434975                 NaN            NaN            NaN
  1393.29        500.000                 NaN   98.5715                 NaN            NaN  0.407205E-001  0.524447       0.436906                 NaN  0.426451                 NaN            NaN            NaN
  1391.84        500.000                 NaN   98.6008                 NaN            NaN  0.394435E-001  0.426883       0.515045                 NaN  0.417788                 NaN            NaN            NaN
  1390.40        500.000                 NaN   98.6290                 NaN            NaN  0.381727E-001  0.505797       0.417835                 NaN  0.409186                 NaN            NaN            NaN
  1388.95        500.000                 NaN   98.6559                 NaN            NaN  0.369979E-001  0.496704       0.409297                 NaN  0.401134                 NaN            NaN            NaN
  1387.51        500.000                 NaN   98.6823                 NaN            NaN  0.358842E-001  0.400668       0.488021                 NaN  0.393164                 NaN            NaN            NaN
  1386.06        500.000                 NaN   98.7076                 NaN            NaN  0.348007E-001  0.392537       0.479544                 NaN  0.385554                 NaN            NaN            NaN
  1384.61        500.000                 NaN   98.7309                 NaN            NaN  0.337174E-001  0.384883       0.471996                 NaN  0.378545                 NaN            NaN            NaN
  1383.17        500.000                 NaN   98.7565                 NaN            NaN  0.325590E-001  0.463708       0.376513                 NaN  0.370717                 NaN            NaN            NaN
  1381.72        500.000                 NaN   98.7802                 NaN            NaN  0.315629E-001  0.369009       0.455700                 NaN  0.363565                 NaN            NaN            NaN
  1380.28        500.000                 NaN   98.8018                 NaN            NaN  0.306599E-001  0.361838       0.448648                 NaN  0.357086                 NaN            NaN            NaN
  1378.83        500.000                 NaN   98.8230                 NaN            NaN  0.296777E-001  0.354937       0.441800                 NaN  0.350570                 NaN            NaN            NaN
  1377.38        500.000                 NaN   98.8450                 NaN            NaN  0.286993E-001  0.347642       0.434685                 NaN  0.343932                 NaN            NaN            NaN
  1375.94        500.000                 NaN   98.8654                 NaN            NaN  0.278578E-001  0.341103       0.427933                 NaN  0.337737                 NaN            NaN            NaN
  1374.49        500.000                 NaN   98.8853                 NaN            NaN  0.269321E-001  0.421569       0.334455                 NaN  0.331693                 NaN            NaN            NaN
  1373.05        500.000                 NaN   98.9044                 NaN            NaN  0.260227E-001  0.327859       0.415824                 NaN  0.325876                 NaN            NaN            NaN
  1371.60        500.000                 NaN   98.9240                 NaN            NaN  0.251952E-001  0.321941       0.409010                 NaN  0.319865                 NaN            NaN            NaN
  1370.15        500.000                 NaN   98.9409                 NaN            NaN  0.242844E-001  0.404038       0.316049                 NaN  0.314688                 NaN            NaN            NaN
  1368.71        500.000                 NaN   98.9604                 NaN            NaN  0.235823E-001  0.310011       0.397197                 NaN  0.308763                 NaN            NaN            NaN
  1367.26        500.000                 NaN   98.9766                 NaN            NaN  0.228144E-001  0.304122       0.392579                 NaN  0.303897                 NaN            NaN            NaN
  1365.82        500.000                 NaN   98.9951                 NaN            NaN  0.219455E-001  0.297918       0.386868                 NaN  0.298131                 NaN            NaN            NaN
  1364.37        500.000                 NaN   99.0110                 NaN            NaN  0.212426E-001  0.292868       0.381627                 NaN  0.293269                 NaN            NaN            NaN
  1362.92        500.000                 NaN   99.0266                 NaN            NaN  0.205256E-001  0.287547       0.376800                 NaN  0.288550                 NaN            NaN            NaN
  1361.48        500.000                 NaN   99.0427                 NaN            NaN  0.197855E-001  0.282252       0.371704                 NaN  0.283586                 NaN            NaN            NaN
  1360.03        500.000                 NaN   99.0578                 NaN            NaN  0.190724E-001  0.277183       0.367031                 NaN  0.278918                 NaN            NaN            NaN
  1358.59        500.000                 NaN   99.0724                 NaN            NaN  0.183251E-001  0.272164       0.362652                 NaN  0.274441                 NaN            NaN            NaN
  1357.14        500.000                 NaN   99.0871                 NaN            NaN  0.177405E-001  0.357739       0.267503                 NaN  0.269874                 NaN            NaN            NaN
  1355.70        500.000                 NaN   99.1014                 NaN            NaN  0.170128E-001  0.262403       0.353669                 NaN  0.265503                 NaN            NaN            NaN
  1354.25        500.000                 NaN   99.1147                 NaN            NaN  0.163442E-001  0.349783       0.257760                 NaN  0.261436                 NaN            NaN            NaN
  1352.80        500.000                 NaN   99.1288                 NaN            NaN  0.156573E-001  0.345355       0.253188                 NaN  0.257028                 NaN            NaN            NaN
  1351.36        500.000                 NaN   99.1416                 NaN            NaN  0.151635E-001  0.341177       0.248899                 NaN  0.253189                 NaN            NaN            NaN
  1349.91        500.000                 NaN   99.1552                 NaN            NaN  0.144520E-001  0.337339       0.244131                 NaN  0.248879                 NaN            NaN            NaN
  1348.47        500.000                 NaN   99.1658                 NaN            NaN  0.138193E-001  0.240581       0.334103                 NaN  0.245648                 NaN            NaN            NaN
  1347.02        500.000                 NaN   99.1806                 NaN            NaN  0.131780E-001  0.329912       0.235329                 NaN  0.240972                 NaN            NaN            NaN
  1345.57        500.000                 NaN   99.1915                 NaN            NaN  0.126602E-001  0.326433       0.231747                 NaN  0.237620                 NaN            NaN            NaN
  1344.13        500.000                 NaN   99.2032                 NaN            NaN  0.120624E-001  0.323046       0.227694                 NaN  0.234038                 NaN            NaN            NaN
  1342.68        500.000                 NaN   99.2141                 NaN            NaN  0.115174E-001  0.319514       0.224259                 NaN  0.230571                 NaN            NaN            NaN
  1341.24        500.000                 NaN   99.2259                 NaN            NaN  0.108873E-001  0.316414       0.219866                 NaN  0.226953                 NaN            NaN            NaN
  1339.79        500.000                 NaN   99.2351                 NaN            NaN  0.104370E-001  0.313569       0.216686                 NaN  0.224158                 NaN            NaN            NaN
  1338.34        500.000                 NaN   99.2474                 NaN            NaN  0.978084E-002  0.212405       0.310172                 NaN  0.220212                 NaN            NaN            NaN
  1336.90        500.000                 NaN   99.2591                 NaN            NaN  0.926247E-002  0.306651       0.208362                 NaN  0.216600                 NaN            NaN            NaN
  1335.45        500.000                 NaN   99.2677                 NaN            NaN  0.880103E-002  0.304152       0.205430                 NaN  0.213938                 NaN            NaN            NaN
  1334.01        500.000                 NaN   99.2781                 NaN            NaN  0.819733E-002  0.301474       0.201541                 NaN  0.210703                 NaN            NaN            NaN
  1332.56        500.000                 NaN   99.2879                 NaN            NaN  0.770242E-002  0.298807       0.197960                 NaN  0.207667                 NaN            NaN            NaN
  1331.11        500.000                 NaN   99.2967                 NaN            NaN  0.730868E-002  0.296069       0.194959                 NaN  0.204990                 NaN            NaN            NaN
  1329.67        500.000                 NaN   99.3076                 NaN            NaN  0.670625E-002  0.191300       0.292934                 NaN  0.201464                 NaN            NaN            NaN
  1328.22        500.000                 NaN   99.3160                 NaN            NaN  0.623057E-002  0.290785       0.188136                 NaN  0.198889                 NaN            NaN            NaN
  1326.78        500.000                 NaN   99.3249                 NaN            NaN  0.575250E-002  0.185086       0.288205                 NaN  0.196087                 NaN            NaN            NaN
  1325.33        500.000                 NaN   99.3337                 NaN            NaN  0.526263E-002  0.181985       0.285705                 NaN  0.193302                 NaN            NaN            NaN
  1323.88        500.000                 NaN   99.3423                 NaN            NaN  0.480434E-002  0.283520       0.178722                 NaN  0.190645                 NaN            NaN            NaN
  1322.44        500.000                 NaN   99.3507                 NaN            NaN  0.430662E-002  0.175676       0.281327                 NaN  0.187996                 NaN            NaN            NaN
  1320.99        500.000                 NaN   99.3588                 NaN            NaN  0.385998E-002  0.279056       0.172836                 NaN  0.185438                 NaN            NaN            NaN
  1319.55        500.000                 NaN   99.3670                 NaN            NaN  0.339556E-002  0.169679       0.277008                 NaN  0.182885                 NaN            NaN            NaN
  1318.10        500.000                 NaN   99.3752                 NaN            NaN  0.293861E-002  0.166540       0.274992                 NaN  0.180356                 NaN            NaN            NaN
  1316.66        500.000                 NaN   99.3827                 NaN            NaN  0.243749E-002  0.163961       0.272969                 NaN  0.177939                 NaN            NaN            NaN
  1315.21        500.000                 NaN   99.3900                 NaN            NaN  0.205910E-002  0.161413       0.270881                 NaN  0.175664                 NaN            NaN            NaN
  1313.76        500.000                 NaN   99.3980                 NaN            NaN  0.160072E-002  0.158350       0.268901                 NaN  0.173138                 NaN            NaN            NaN
  1312.32        500.000                 NaN   99.4051                 NaN            NaN  0.109353E-002  0.267359       0.155552                 NaN  0.170888                 NaN            NaN            NaN
  1310.87        500.000                 NaN   99.4121                 NaN            NaN  0.660500E-003  0.152950       0.265614                 NaN  0.168704                 NaN            NaN            NaN
  1309.43        500.000                 NaN   99.4192                 NaN            NaN  0.259314E-003  0.150280       0.263788                 NaN  0.166470                 NaN            NaN            NaN
  1307.98        500.000                 NaN   99.4259                 NaN            NaN  0.160566E-004  0.261636       0.148053                 NaN  0.164381                 NaN            NaN            NaN
  1306.53        500.000                 NaN   99.4317                 NaN            NaN  0.125234E-002  0.147917       0.256080                 NaN  0.163003                 NaN            NaN            NaN
  1305.09        500.000                 NaN   99.4388                 NaN            NaN            NaN  0.143964       0.256623                 NaN  0.160593                 NaN            NaN            NaN
  1303.64        500.000                 NaN   99.4460                 NaN            NaN            NaN  0.253713       0.141957                 NaN  0.158368                 NaN            NaN            NaN
  1302.20        500.000                 NaN   99.4520                 NaN            NaN            NaN  0.140113       0.251274                 NaN  0.156654                 NaN            NaN            NaN
  1300.75        500.000                 NaN   99.4578                 NaN            NaN            NaN  0.138165       0.249089                 NaN  0.154938                 NaN            NaN            NaN
  1299.30        500.000                 NaN   99.4641                 NaN            NaN            NaN  0.246391       0.136524                 NaN  0.152993                 NaN            NaN            NaN
  1297.86        500.000                 NaN   99.4689                 NaN            NaN            NaN  0.135204       0.244254                 NaN  0.151651                 NaN            NaN            NaN
  1296.41        500.000                 NaN   99.4770                 NaN            NaN            NaN  0.132369       0.241492                 NaN  0.149189                 NaN            NaN            NaN
  1294.97        500.000                 NaN   99.4816                 NaN            NaN            NaN  0.131046       0.239507                 NaN  0.147799                 NaN            NaN            NaN
  1293.52        500.000                 NaN   90.5977                 NaN            NaN  0.495357E-002   1.78825       0.937054                 NaN   1.07225        5.59983                 NaN            NaN
  1292.07        500.000                 NaN   88.8668                 NaN            NaN  0.255498E-001   2.01013        1.12236                 NaN   1.25148        6.72373                 NaN            NaN
  1290.63        500.000                 NaN   90.2463                 NaN            NaN  0.171433E-001   1.76366       0.986490                 NaN   1.09912        5.88730                 NaN            NaN
  1289.18        500.000                 NaN   91.3198                 NaN            NaN  0.108886E-001  0.880424        1.57107                 NaN  0.980426        5.23739                 NaN            NaN
  1287.74        500.000                 NaN   92.1863                 NaN            NaN  0.630313E-002  0.794908        1.41459                 NaN  0.884517        4.71334                 NaN            NaN
  1286.29        500.000                 NaN   92.8930                 NaN            NaN  0.279262E-002  0.725936        1.28564                 NaN  0.805989        4.28660                 NaN            NaN
  1284.85        500.000                 NaN   93.4886                 NaN            NaN  0.104765E-003  0.667215        1.17659                 NaN  0.739790        3.92770                 NaN            NaN
  1283.40        500.000                 NaN   93.9819                 NaN            NaN  0.194910E-002  0.624723        1.07494                 NaN  0.685889        3.63061                 NaN            NaN
  1281.95        500.000                 NaN   94.4336                 NaN            NaN            NaN  0.579178       0.992266                 NaN  0.635010        3.35997                 NaN            NaN
