|6.6.6
Archiving\03_Data\DeqLP/QFM_m4.75/K22/K22_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)       
  1935.90        500.000        96.5017        1.48347       0.377506E-001   1.97707                 NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        500.000        95.7081        1.48408       0.370353E-001   2.77083                 NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        500.000        94.9144        1.48468       0.363199E-001   3.56459                 NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        500.000        94.1208        1.48528       0.356045E-001   4.35835                 NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        500.000        93.3271        1.48588       0.348891E-001   5.15211                 NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        500.000        92.6042        1.48016       0.341844E-001   5.88146                 NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        500.000        91.8813        1.47444       0.334797E-001   6.61078                 NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        500.000        91.1584        1.46872       0.327750E-001   7.34008                 NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        500.000        90.4356        1.46300       0.320703E-001   8.06935                 NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        500.000        89.7127        1.45729       0.313657E-001   8.79860                 NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        500.000        88.9899        1.45157       0.306611E-001   9.52783                 NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        500.000        88.2672        1.44585       0.299565E-001   10.2570                 NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        500.000        87.5444        1.44013       0.292519E-001   10.9862                 NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        500.000        86.8743        1.42692       0.285321E-001   11.6702                 NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        500.000        86.2043        1.41372       0.278123E-001   12.3542                 NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        500.000        85.5343        1.40051       0.270926E-001   13.0381                 NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        500.000        84.8644        1.38730       0.263729E-001   13.7219                 NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        500.000        84.2087        1.37069       0.256540E-001   14.3889       0.611523E-002            NaN            NaN            NaN            NaN            NaN
  1878.21        500.000        83.5469        1.35085       0.249262E-001   15.0526       0.247630E-001            NaN            NaN            NaN            NaN            NaN
  1875.00        500.000        82.8963        1.32953       0.242004E-001   15.7069       0.431364E-001            NaN            NaN            NaN            NaN            NaN
  1871.79        500.000        82.2457        1.30821       0.234747E-001   16.3611       0.615076E-001            NaN            NaN            NaN            NaN            NaN
  1868.59        500.000        81.6199        1.28022       0.227259E-001   16.9979       0.792393E-001            NaN            NaN            NaN            NaN            NaN
  1865.38        500.000        80.9941        1.25225       0.219773E-001   17.6347       0.969681E-001            NaN            NaN            NaN            NaN            NaN
  1862.18        500.000        80.3685        1.22427       0.212289E-001   18.2713       0.114694                 NaN            NaN            NaN            NaN            NaN
  1858.97        500.000        79.7429        1.19630       0.204805E-001   18.9079       0.132417                 NaN            NaN            NaN            NaN            NaN
  1855.77        500.000        79.1175        1.16834       0.197323E-001   19.5443       0.150137                 NaN            NaN            NaN            NaN            NaN
  1852.56        500.000        78.4922        1.14037       0.189842E-001   20.1806       0.167854                 NaN            NaN            NaN            NaN            NaN
  1849.36        500.000        77.8669        1.11242       0.182362E-001   20.8169       0.185569                 NaN            NaN            NaN            NaN            NaN
  1846.15        500.000        77.2418        1.08447       0.174883E-001   21.4530       0.203280                 NaN            NaN            NaN            NaN            NaN
  1842.95        500.000        76.6433        1.04549       0.166982E-001   22.0745       0.220047                 NaN            NaN            NaN            NaN            NaN
  1839.74        500.000        76.0449        1.00652       0.159082E-001   22.6959       0.236810                 NaN            NaN            NaN            NaN            NaN
  1836.54        500.000        75.4467       0.967555       0.151185E-001   23.3171       0.253570                 NaN            NaN            NaN            NaN            NaN
  1833.33        500.000        74.8486       0.928602       0.143289E-001   23.9382       0.270325                 NaN            NaN            NaN            NaN            NaN
  1830.13        500.000        74.2506       0.889657       0.135395E-001   24.5591       0.287077                 NaN            NaN            NaN            NaN            NaN
  1826.92        500.000        73.6527       0.850722       0.127502E-001   25.1800       0.303825                 NaN            NaN            NaN            NaN            NaN
  1823.72        500.000        73.0551       0.811795       0.119612E-001   25.8006       0.320570                 NaN            NaN            NaN            NaN            NaN
  1820.51        500.000        72.4575       0.772878       0.111723E-001   26.4212       0.337310                 NaN            NaN            NaN            NaN            NaN
  1817.31        500.000        71.8730       0.722487       0.103369E-001   27.0409       0.353276                 NaN            NaN            NaN            NaN            NaN
  1814.10        500.000        71.2887       0.672112       0.950173E-002   27.6604       0.369238                 NaN            NaN            NaN            NaN            NaN
  1810.90        500.000        70.7046       0.621751       0.866680E-002   28.2798       0.385195                 NaN            NaN            NaN            NaN            NaN
  1807.69        500.000        70.1206       0.571405       0.783211E-002   28.8990       0.401148                 NaN            NaN            NaN            NaN            NaN
  1804.49        500.000        69.5368       0.521074       0.699766E-002   29.5180       0.417096                 NaN            NaN            NaN            NaN            NaN
  1801.28        500.000        68.9532       0.470757       0.616346E-002   30.1369       0.433039                 NaN            NaN            NaN            NaN            NaN
  1798.08        500.000        68.3697       0.420455       0.532950E-002   30.7555       0.448977                 NaN            NaN            NaN            NaN            NaN
  1794.87        500.000        67.7864       0.370167       0.449579E-002   31.3740       0.464911                 NaN            NaN            NaN            NaN            NaN
  1791.67        500.000        67.2042       0.310240       0.361572E-002   32.0015       0.480361                 NaN            NaN            NaN            NaN            NaN
  1788.46        500.000        66.6223       0.250334       0.273596E-002   32.6289       0.495805                 NaN            NaN            NaN            NaN            NaN
  1785.26        500.000        66.0405       0.190449       0.185651E-002   33.2560       0.511244                 NaN            NaN            NaN            NaN            NaN
  1782.05        500.000        65.4589       0.130584       0.977355E-003   33.8828       0.526678                 NaN            NaN            NaN            NaN            NaN
  1778.85        500.000        64.8737       0.654921E-001            NaN   34.5190       0.541822                 NaN            NaN            NaN            NaN            NaN
  1775.64        500.000        64.2981       0.259355E-002            NaN   35.1424       0.556915                 NaN            NaN            NaN            NaN            NaN
  1772.44        500.000        63.7706                 NaN            NaN   35.6597       0.569754                 NaN            NaN            NaN            NaN            NaN
  1769.23        500.000        63.2504                 NaN            NaN   36.1672       0.582337                 NaN            NaN            NaN            NaN            NaN
  1766.03        500.000        62.7418                 NaN            NaN   36.6637       0.594505                 NaN            NaN            NaN            NaN            NaN
  1762.82        500.000        62.2332                 NaN            NaN   37.1601       0.606672                 NaN            NaN            NaN            NaN            NaN
  1759.62        500.000        61.7246                 NaN            NaN   37.6566       0.618840                 NaN            NaN            NaN            NaN            NaN
  1756.41        500.000        61.2160                 NaN            NaN   38.1530       0.631007                 NaN            NaN            NaN            NaN            NaN
  1753.21        500.000        60.7074                 NaN            NaN   38.6495       0.643175                 NaN            NaN            NaN            NaN            NaN
  1750.00        500.000        60.1987                 NaN            NaN   39.1459       0.655342                 NaN            NaN            NaN            NaN            NaN
  1746.79        500.000        59.6901                 NaN            NaN   39.6424       0.667510                 NaN            NaN            NaN            NaN            NaN
  1743.59        500.000        59.1815                 NaN            NaN   40.1388       0.679677                 NaN            NaN            NaN            NaN            NaN
  1740.38        500.000        58.6956                 NaN            NaN   40.6133       0.691041                 NaN            NaN            NaN            NaN            NaN
  1737.18        500.000        58.2097                 NaN            NaN   41.0879       0.702405                 NaN            NaN            NaN            NaN            NaN
  1733.97        500.000        57.7239                 NaN            NaN   41.5624       0.713768                 NaN            NaN            NaN            NaN            NaN
  1730.77        500.000        57.2380                 NaN            NaN   42.0369       0.725132                 NaN            NaN            NaN            NaN            NaN
  1727.56        500.000        56.7521                 NaN            NaN   42.5114       0.736496                 NaN            NaN            NaN            NaN            NaN
  1724.36        500.000        56.2662                 NaN            NaN   42.9859       0.747860                 NaN            NaN            NaN            NaN            NaN
  1721.15        500.000        55.7803                 NaN            NaN   43.4605       0.759224                 NaN            NaN            NaN            NaN            NaN
  1717.95        500.000        55.2944                 NaN            NaN   43.9350       0.770587                 NaN            NaN            NaN            NaN            NaN
  1714.74        500.000        54.8324                 NaN            NaN   44.3864       0.781200                 NaN            NaN            NaN            NaN            NaN
  1711.54        500.000        54.3704                 NaN            NaN   44.8377       0.791813                 NaN            NaN            NaN            NaN            NaN
  1708.33        500.000        53.9085                 NaN            NaN   45.2891       0.802425                 NaN            NaN            NaN            NaN            NaN
  1705.13        500.000        53.4465                 NaN            NaN   45.7405       0.813038                 NaN            NaN            NaN            NaN            NaN
  1701.92        500.000        52.9845                 NaN            NaN   46.1919       0.823650                 NaN            NaN            NaN            NaN            NaN
  1698.72        500.000        52.5225                 NaN            NaN   46.6433       0.834263                 NaN            NaN            NaN            NaN            NaN
  1695.51        500.000        52.0605                 NaN            NaN   47.0946       0.844876                 NaN            NaN            NaN            NaN            NaN
  1692.31        500.000        51.5985                 NaN            NaN   47.5460       0.855488                 NaN            NaN            NaN            NaN            NaN
  1689.10        500.000        51.1623                 NaN            NaN   47.9721       0.865608                 NaN            NaN            NaN            NaN            NaN
  1685.90        500.000        50.7261                 NaN            NaN   48.3981       0.875727                 NaN            NaN            NaN            NaN            NaN
  1682.69        500.000        50.2899                 NaN            NaN   48.8242       0.885846                 NaN            NaN            NaN            NaN            NaN
  1679.49        500.000        49.8538                 NaN            NaN   49.2503       0.895965                 NaN            NaN            NaN            NaN            NaN
  1676.28        500.000        49.4176                 NaN            NaN   49.6763       0.906085                 NaN            NaN            NaN            NaN            NaN
  1673.08        500.000        48.9814                 NaN            NaN   50.1024       0.916204                 NaN            NaN            NaN            NaN            NaN
  1669.87        500.000        48.5452                 NaN            NaN   50.5285       0.926324                 NaN            NaN            NaN            NaN            NaN
  1666.67        500.000        48.1090                 NaN            NaN   50.9545       0.936443                 NaN            NaN            NaN            NaN            NaN
  1663.46        500.000        47.7026                 NaN            NaN   51.3514       0.946024                 NaN            NaN            NaN            NaN            NaN
  1660.26        500.000        47.2962                 NaN            NaN   51.7482       0.955604                 NaN            NaN            NaN            NaN            NaN
  1657.05        500.000        46.8898                 NaN            NaN   52.1450       0.965185                 NaN            NaN            NaN            NaN            NaN
  1653.85        500.000        46.4834                 NaN            NaN   52.5418       0.974766                 NaN            NaN            NaN            NaN            NaN
  1650.64        500.000        46.0770                 NaN            NaN   52.9386       0.984347                 NaN            NaN            NaN            NaN            NaN
  1647.44        500.000        45.6706                 NaN            NaN   53.3354       0.993927                 NaN            NaN            NaN            NaN            NaN
  1644.23        500.000        45.2642                 NaN            NaN   53.7323        1.00351                 NaN            NaN            NaN            NaN            NaN
  1641.03        500.000        44.8578                 NaN            NaN   54.1291        1.01309                 NaN            NaN            NaN            NaN            NaN
  1637.82        500.000        44.4749                 NaN            NaN   54.5028        1.02224                 NaN            NaN            NaN            NaN            NaN
  1634.62        500.000        44.0921                 NaN            NaN   54.8765        1.03140                 NaN            NaN            NaN            NaN            NaN
  1631.41        500.000        43.7092                 NaN            NaN   55.2503        1.04056                 NaN            NaN            NaN            NaN            NaN
  1628.21        500.000        43.3263                 NaN            NaN   55.6240        1.04971                 NaN            NaN            NaN            NaN            NaN
  1625.00        500.000        42.9559                 NaN            NaN   55.9854        1.05867                 NaN            NaN            NaN            NaN            NaN
  1621.79        500.000        42.5855                 NaN            NaN   56.3468        1.06763                 NaN            NaN            NaN            NaN            NaN
  1618.59        500.000        42.1381                 NaN            NaN   56.6638        1.07523       0.122902                 NaN            NaN            NaN            NaN
  1615.38        500.000        41.0501                 NaN            NaN   56.6707        1.06775        1.21149                 NaN            NaN            NaN            NaN
  1612.18        500.000        40.1423                 NaN            NaN   56.6688        1.05885        2.13001                 NaN            NaN            NaN            NaN
  1608.97        500.000        39.2346                 NaN            NaN   56.6669        1.04996        3.04853                 NaN            NaN            NaN            NaN
  1605.77        500.000        38.3269                 NaN            NaN   56.6650        1.04106        3.96706                 NaN            NaN            NaN            NaN
  1602.56        500.000        37.4191                 NaN            NaN   56.6631        1.03217        4.88558                 NaN            NaN            NaN            NaN
  1599.36        500.000        36.5114                 NaN            NaN   56.6612        1.02328        5.80411                 NaN            NaN            NaN            NaN
  1596.15        500.000        35.6037                 NaN            NaN   56.6593        1.01438        6.72264                 NaN            NaN            NaN            NaN
  1592.95        500.000        34.6959                 NaN            NaN   56.6574        1.00549        7.64117                 NaN            NaN            NaN            NaN
  1589.74        500.000        33.7882                 NaN            NaN   56.6555       0.996594        8.55971                 NaN            NaN            NaN            NaN
  1586.54        500.000        33.1003                 NaN            NaN   56.6420       0.986870        9.27080                 NaN            NaN            NaN            NaN
  1583.33        500.000        32.4124                 NaN            NaN   56.6285       0.977147        9.98188                 NaN            NaN            NaN            NaN
  1580.13        500.000        31.7246                 NaN            NaN   56.6150       0.967423        10.6930                 NaN            NaN            NaN            NaN
  1576.92        500.000        31.0367                 NaN            NaN   56.6015       0.957699        11.4041                 NaN            NaN            NaN            NaN
  1573.72        500.000        30.3488                 NaN            NaN   56.5880       0.947976        12.1152                 NaN            NaN            NaN            NaN
  1570.51        500.000        29.6610                 NaN            NaN   56.5745       0.938252        12.8263                 NaN            NaN            NaN            NaN
  1567.31        500.000        28.9731                 NaN            NaN   56.5610       0.928529        13.5373                 NaN            NaN            NaN            NaN
  1564.10        500.000        28.2852                 NaN            NaN   56.5475       0.918805        14.2484                 NaN            NaN            NaN            NaN
  1560.90        500.000        27.7338                 NaN            NaN   56.5291       0.907822        14.8292                 NaN            NaN            NaN            NaN
  1557.69        500.000        27.1825                 NaN            NaN   56.5107       0.896840        15.4100                 NaN            NaN            NaN            NaN
  1554.49        500.000        26.6311                 NaN            NaN   56.4922       0.885857        15.9908                 NaN            NaN            NaN            NaN
  1551.28        500.000        26.0797                 NaN            NaN   56.4738       0.874874        16.5716                 NaN            NaN            NaN            NaN
  1548.08        500.000        25.5284                 NaN            NaN   56.4554       0.863892        17.1524                 NaN            NaN            NaN            NaN
  1544.87        500.000        24.9770                 NaN            NaN   56.4369       0.852909        17.7332                 NaN            NaN            NaN            NaN
  1541.67        500.000        24.4256                 NaN            NaN   56.4185       0.841926        18.3140                 NaN            NaN            NaN            NaN
  1538.46        500.000        23.8742                 NaN            NaN   56.4000       0.830944        18.8948                 NaN            NaN            NaN            NaN
  1535.26        500.000        23.4062                 NaN            NaN   56.3815       0.818150        19.3941                 NaN            NaN            NaN            NaN
  1532.05        500.000        22.9383                 NaN            NaN   56.3629       0.805356        19.8935                 NaN            NaN            NaN            NaN
  1528.85        500.000        22.4703                 NaN            NaN   56.3444       0.792562        20.3928                 NaN            NaN            NaN            NaN
  1525.64        500.000        22.0023                 NaN            NaN   56.3258       0.779768        20.8921                 NaN            NaN            NaN            NaN
  1522.44        500.000        21.5343                 NaN            NaN   56.3073       0.766974        21.3914                 NaN            NaN            NaN            NaN
  1519.23        500.000        21.0663                 NaN            NaN   56.2887       0.754180        21.8908                 NaN            NaN            NaN            NaN
  1516.03        500.000        20.5983                 NaN            NaN   56.2702       0.741386        22.3901                 NaN            NaN            NaN            NaN
  1512.82        500.000        20.1303                 NaN            NaN   56.2516       0.728592        22.8895                 NaN            NaN            NaN            NaN
  1509.62        500.000        19.7194                 NaN            NaN   56.2373       0.713479        23.3299                 NaN            NaN            NaN            NaN
  1506.41        500.000        19.3085                 NaN            NaN   56.2229       0.698366        23.7703                 NaN            NaN            NaN            NaN
  1503.21        500.000        18.8975                 NaN            NaN   56.2085       0.683253        24.2107                 NaN            NaN            NaN            NaN
  1500.00        500.000        18.4866                 NaN            NaN   56.1942       0.668139        24.6511                 NaN            NaN            NaN            NaN
  1496.79        500.000        18.0757                 NaN            NaN   56.1798       0.653026        25.0915                 NaN            NaN            NaN            NaN
  1493.59        500.000        17.6648                 NaN            NaN   56.1655       0.637913        25.5319                 NaN            NaN            NaN            NaN
  1490.38        500.000        17.2538                 NaN            NaN   56.1511       0.622799        25.9723                 NaN            NaN            NaN            NaN
  1487.18        500.000        16.8429                 NaN            NaN   56.1367       0.607686        26.4127                 NaN            NaN            NaN            NaN
  1483.97        500.000        16.4547                 NaN            NaN   56.1246       0.591304        26.8293                 NaN            NaN            NaN            NaN
  1480.77        500.000        16.0666                 NaN            NaN   56.1125       0.574922        27.2460                 NaN            NaN            NaN            NaN
  1477.56        500.000        15.6088                 NaN            NaN   56.1023       0.562294        27.5725       0.154115                 NaN            NaN            NaN
  1474.36        500.000        15.0229                 NaN            NaN   56.0859       0.558147        27.7528       0.580264                 NaN            NaN            NaN
  1471.15        500.000        14.5006                 NaN            NaN   56.0647       0.556999        27.9078       0.969873                 NaN            NaN            NaN
  1467.95        500.000        13.9783                 NaN            NaN   56.0435       0.555851        28.0628        1.35948                 NaN            NaN            NaN
  1464.74        500.000        13.4560                 NaN            NaN   56.0224       0.554702        28.2178        1.74909                 NaN            NaN            NaN
  1461.54        500.000        12.9338                 NaN            NaN   56.0012       0.553554        28.3728        2.13870                 NaN            NaN            NaN
  1458.33        500.000        12.4592                 NaN            NaN   55.9743       0.555041        28.5100        2.50144                 NaN            NaN            NaN
  1455.13        500.000        12.0069                 NaN            NaN   55.9463       0.558119        28.6234       0.164355E-001   2.84885                 NaN            NaN
  1451.92        500.000        12.0069                 NaN            NaN   55.9463       0.558119        28.6234       0.164355E-001   2.84885                 NaN            NaN
  1448.72        500.000        11.0280                 NaN            NaN   55.8287       0.593310        28.2432        3.51158       0.795137                 NaN            NaN
  1445.51        500.000        11.0280                 NaN            NaN   55.8287       0.593310        28.2432        3.51158       0.795137                 NaN            NaN
  1442.31        500.000        11.0280                 NaN            NaN   55.8287       0.593310        28.2432        3.51158       0.795137                 NaN            NaN
  1439.10        500.000        11.0280                 NaN            NaN   55.8287       0.593310        28.2432        3.51158       0.795137                 NaN            NaN
  1435.90        500.000        9.37718                 NaN            NaN   55.6094       0.661475        27.7720        1.91212        4.66775                 NaN            NaN
  1432.69        500.000        9.01475                 NaN            NaN   55.5555       0.678825        27.6951        4.92812        2.12765                 NaN            NaN
  1429.49        500.000        8.60314                 NaN            NaN   55.5243       0.693558        27.6023        5.15557        2.36737       0.536942E-001            NaN
  1426.28        500.000        8.60314                 NaN            NaN   55.5243       0.693558        27.6023        5.15557        2.36737       0.536942E-001            NaN
  1423.08        500.000        7.63316                 NaN            NaN   55.5464       0.713891        27.3121        2.96333        5.47862       0.352561                 NaN
  1419.87        500.000        7.63316                 NaN            NaN   55.5464       0.713891        27.3121        2.96333        5.47862       0.352561                 NaN
  1416.67        500.000        7.63316                 NaN            NaN   55.5464       0.713891        27.3121        2.96333        5.47862       0.352561                 NaN
  1413.46        500.000        7.63316                 NaN            NaN   55.5464       0.713891        27.3121        2.96333        5.47862       0.352561                 NaN
  1410.26        500.000        6.18187                 NaN            NaN   55.5718       0.750434        26.8303        5.95630        3.88600       0.823322                 NaN
  1407.05        500.000        6.18187                 NaN            NaN   55.5718       0.750434        26.8303        5.95630        3.88600       0.823322                 NaN
  1403.85        500.000        6.18187                 NaN            NaN   55.5718       0.750434        26.8303        5.95630        3.88600       0.823322                 NaN
  1400.64        500.000        6.18187                 NaN            NaN   55.5718       0.750434        26.8303        5.95630        3.88600       0.823322                 NaN
  1397.44        500.000        6.18187                 NaN            NaN   55.5718       0.750434        26.8303        5.95630        3.88600       0.823322                 NaN
  1394.23        500.000        6.18187                 NaN            NaN   55.5718       0.750434        26.8303        5.95630        3.88600       0.823322                 NaN
  1391.03        500.000        6.18187                 NaN            NaN   55.5718       0.750434        26.8303        5.95630        3.88600       0.823322                 NaN
  1387.82        500.000        6.18187                 NaN            NaN   55.5718       0.750434        26.8303        5.95630        3.88600       0.823322                 NaN
  1384.62        500.000        4.33720                 NaN            NaN   55.5858       0.811666        26.1140        5.12594        6.53540        1.48991                 NaN
  1381.41        500.000        4.33720                 NaN            NaN   55.5858       0.811666        26.1140        5.12594        6.53540        1.48991                 NaN
  1378.21        500.000        4.33720                 NaN            NaN   55.5858       0.811666        26.1140        5.12594        6.53540        1.48991                 NaN
  1375.00        500.000        4.33720                 NaN            NaN   55.5858       0.811666        26.1140        5.12594        6.53540        1.48991                 NaN
  1371.79        500.000        4.33720                 NaN            NaN   55.5858       0.811666        26.1140        5.12594        6.53540        1.48991                 NaN
  1368.59        500.000        4.33720                 NaN            NaN   55.5858       0.811666        26.1140        5.12594        6.53540        1.48991                 NaN
  1365.38        500.000        4.33720                 NaN            NaN   55.5858       0.811666        26.1140        5.12594        6.53540        1.48991                 NaN
  1362.18        500.000        4.33720                 NaN            NaN   55.5858       0.811666        26.1140        5.12594        6.53540        1.48991                 NaN
  1358.97        500.000        3.17646                 NaN            NaN   55.5710       0.862871        25.5991        5.95450        6.86107        1.97506                 NaN
  1355.77        500.000        3.17646                 NaN            NaN   55.5710       0.862871        25.5991        5.95450        6.86107        1.97506                 NaN
  1352.56        500.000        3.17646                 NaN            NaN   55.5710       0.862871        25.5991        5.95450        6.86107        1.97506                 NaN
  1349.36        500.000        3.17646                 NaN            NaN   55.5710       0.862871        25.5991        5.95450        6.86107        1.97506                 NaN
  1346.15        500.000        3.17646                 NaN            NaN   55.5710       0.862871        25.5991        5.95450        6.86107        1.97506                 NaN
  1342.95        500.000        3.17646                 NaN            NaN   55.5710       0.862871        25.5991        5.95450        6.86107        1.97506                 NaN
  1339.74        500.000        3.17646                 NaN            NaN   55.5710       0.862871        25.5991        5.95450        6.86107        1.97506                 NaN
  1336.54        500.000        3.17646                 NaN            NaN   55.5710       0.862871        25.5991        5.95450        6.86107        1.97506                 NaN
  1333.33        500.000        2.34878                 NaN            NaN   55.5365       0.907168        25.2223        7.06160        6.56059        2.36311                 NaN
  1330.13        500.000        2.34878                 NaN            NaN   55.5365       0.907168        25.2223        7.06160        6.56059        2.36311                 NaN
  1326.92        500.000        2.34878                 NaN            NaN   55.5365       0.907168        25.2223        7.06160        6.56059        2.36311                 NaN
  1323.72        500.000        2.34878                 NaN            NaN   55.5365       0.907168        25.2223        7.06160        6.56059        2.36311                 NaN
  1320.51        500.000        2.34878                 NaN            NaN   55.5365       0.907168        25.2223        7.06160        6.56059        2.36311                 NaN
  1317.31        500.000        2.34878                 NaN            NaN   55.5365       0.907168        25.2223        7.06160        6.56059        2.36311                 NaN
  1314.10        500.000        2.34878                 NaN            NaN   55.5365       0.907168        25.2223        7.06160        6.56059        2.36311                 NaN
  1310.90        500.000        2.34878                 NaN            NaN   55.5365       0.907168        25.2223        7.06160        6.56059        2.36311                 NaN
  1307.69        500.000        1.71194                 NaN            NaN   55.4920       0.944489        24.9510        7.01633        7.19922        2.68501                 NaN
  1304.49        500.000        1.71194                 NaN            NaN   55.4920       0.944489        24.9510        7.01633        7.19922        2.68501                 NaN
  1301.28        500.000        1.71194                 NaN            NaN   55.4920       0.944489        24.9510        7.01633        7.19922        2.68501                 NaN
  1298.08        500.000        1.71194                 NaN            NaN   55.4920       0.944489        24.9510        7.01633        7.19922        2.68501                 NaN
  1294.87        500.000        1.44165                 NaN            NaN   55.4647       0.961012        24.8549        7.25569        7.19683        2.82520                 NaN
  1291.67        500.000        1.44165                 NaN            NaN   55.4647       0.961012        24.8549        7.25569        7.19683        2.82520                 NaN
  1288.46        500.000        1.31621                 NaN            NaN   55.4492       0.969021        24.8141        7.27752        7.28379        2.89012                 NaN
  1285.26        500.000        1.25553                 NaN            NaN   55.4415       0.972803        24.7972        7.31412        7.29739        2.92142                 NaN
  1282.05        500.000                 NaN            NaN            NaN   55.4667       0.976961        24.7685        7.40487        7.52931        3.05928       0.794315     
  1278.85        500.000                 NaN            NaN            NaN   55.4667       0.976961        24.7685        7.40487        7.52931        3.05928       0.794315     
  1275.64        500.000                 NaN            NaN            NaN   55.4667       0.976961        24.7685        7.40487        7.52931        3.05928       0.794315     
  1272.44        500.000                 NaN            NaN            NaN   55.4667       0.976961        24.7685        7.40487        7.52931        3.05928       0.794315     
  1269.23        500.000                 NaN            NaN            NaN   55.4667       0.976961        24.7685        7.40487        7.52931        3.05928       0.794315     
  1266.03        500.000                 NaN            NaN            NaN   55.4667       0.976961        24.7685        7.40487        7.52931        3.05928       0.794315     
  1262.82        500.000                 NaN            NaN            NaN   55.4667       0.976961        24.7685        7.40487        7.52931        3.05928       0.794315     
  1259.62        500.000                 NaN            NaN            NaN   55.4667       0.976961        24.7685        7.40487        7.52931        3.05928       0.794315     
  1256.41        500.000                 NaN            NaN            NaN   55.4790        1.00680        24.9499        7.45037        7.19637        3.11051       0.807067     
  1253.21        500.000                 NaN            NaN            NaN   55.4790        1.00680        24.9499        7.45037        7.19637        3.11051       0.807067     
  1250.00        500.000                 NaN            NaN            NaN   55.4790        1.00680        24.9499        7.45037        7.19637        3.11051       0.807067     
  1246.79        500.000                 NaN            NaN            NaN   55.4790        1.00680        24.9499        7.45037        7.19637        3.11051       0.807067     
  1243.59        500.000                 NaN            NaN            NaN   55.4790        1.00680        24.9499        7.45037        7.19637        3.11051       0.807067     
  1240.38        500.000                 NaN            NaN            NaN   55.4790        1.00680        24.9499        7.45037        7.19637        3.11051       0.807067     
