|6.6.6
Archiving\03_Data\eq/QFM_m4.5/NWA1068/NWA1068_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Opx(TH)        ab            
  1942.31        2500.00        99.1733       0.779288       0.473633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1939.10        2500.00        99.1733       0.779288       0.473633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1935.90        2500.00        99.1733       0.779288       0.473633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1932.69        2500.00        99.1733       0.779287       0.473633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1929.49        2500.00        99.1733       0.779287       0.473632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1926.28        2500.00        99.1734       0.779286       0.473632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1923.08        2500.00        99.1734       0.779286       0.473632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1919.87        2500.00        99.1734       0.779286       0.473632E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1916.67        2500.00        99.1734       0.779285       0.473631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1913.46        2500.00        99.1734       0.779285       0.473631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1910.26        2500.00        99.1734       0.779284       0.473631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1907.05        2500.00        99.1734       0.779284       0.473631E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1903.85        2500.00        99.1734       0.779284       0.473630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1900.64        2500.00        99.1734       0.779283       0.473630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1897.44        2500.00        99.1734       0.779283       0.473630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1894.23        2500.00        99.1734       0.779282       0.473630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1891.03        2500.00        99.1734       0.779282       0.473629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1887.82        2500.00        99.1734       0.779281       0.473629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1884.62        2500.00        99.1734       0.779281       0.473629E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1881.41        2500.00        99.1734       0.779281       0.473628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1878.21        2500.00        99.1734       0.779280       0.473628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1875.00        2500.00        99.1734       0.779280       0.473628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1871.79        2500.00        99.1734       0.779279       0.473628E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1868.59        2500.00        99.1734       0.779279       0.473627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1865.38        2500.00        99.1734       0.779278       0.473627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1862.18        2500.00        99.1734       0.779278       0.473627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1858.97        2500.00        99.1734       0.779277       0.473626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1855.77        2500.00        99.1734       0.779277       0.473626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1852.56        2500.00        99.1734       0.779276       0.473626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1849.36        2500.00        99.1734       0.779276       0.473626E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1846.15        2500.00        99.1734       0.779275       0.473625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1842.95        2500.00        99.1734       0.779275       0.473625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.74        2500.00        99.1734       0.779274       0.473625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1836.54        2500.00        99.1734       0.779274       0.473624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1833.33        2500.00        99.1734       0.779273       0.473624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1830.13        2500.00        99.1734       0.779273       0.473624E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1826.92        2500.00        99.1734       0.779272       0.473623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1823.72        2500.00        99.1734       0.779272       0.473623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1820.51        2500.00        99.1734       0.779271       0.473623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.31        2500.00        99.1734       0.779270       0.473622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.10        2500.00        99.1734       0.779270       0.473622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1810.90        2500.00        99.1734       0.779269       0.473622E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.69        2500.00        99.1734       0.779269       0.473621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.49        2500.00        99.1734       0.779268       0.473621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1801.28        2500.00        99.1734       0.779268       0.473621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1798.08        2500.00        99.1734       0.779267       0.473620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.87        2500.00        99.1734       0.779266       0.473620E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.67        2500.00        99.1734       0.779266       0.473619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1788.46        2500.00        99.1734       0.779265       0.473619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1785.26        2500.00        99.1734       0.779264       0.473619E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1782.05        2500.00        99.1734       0.779264       0.473618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1778.85        2500.00        99.1734       0.779263       0.473618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1775.64        2500.00        99.1734       0.779263       0.473618E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1772.44        2500.00        99.1734       0.779262       0.473617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.23        2500.00        99.1734       0.779261       0.473617E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.03        2500.00        99.1734       0.779261       0.473616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1762.82        2500.00        99.1734       0.779260       0.473616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.62        2500.00        99.1734       0.779259       0.473615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.41        2500.00        99.1734       0.779258       0.473615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1753.21        2500.00        99.1734       0.779258       0.473615E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1750.00        2500.00        99.1734       0.779257       0.473614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.79        2500.00        99.1734       0.779256       0.473614E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1743.59        2500.00        99.1734       0.779256       0.473613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1740.38        2500.00        99.1734       0.779255       0.473613E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1737.18        2500.00        99.1734       0.779254       0.473612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1733.97        2500.00        99.1734       0.779252       0.473611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1730.77        2500.00        99.1734       0.779251       0.473611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1727.56        2500.00        99.1734       0.779250       0.473610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.36        2500.00        99.1734       0.779249       0.473609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.15        2500.00        99.1734       0.779248       0.473609E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1717.95        2500.00        99.1734       0.779247       0.473608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.74        2500.00        99.1734       0.779247       0.473608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.54        2500.00        99.1734       0.779246       0.473608E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1708.33        2500.00        99.1734       0.779246       0.473607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1705.13        2500.00        99.1734       0.779245       0.473607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.92        2500.00        99.1734       0.779245       0.473607E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1698.72        2500.00        99.1734       0.779244       0.473606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1695.51        2500.00        99.1734       0.779243       0.473606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1692.31        2500.00        99.1734       0.779243       0.473606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.10        2500.00        99.1676       0.779242       0.473605E-001  0.579812E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1685.90        2500.00        99.1519       0.779241       0.473605E-001  0.215480E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1682.69        2500.00        99.1363       0.779240       0.473604E-001  0.370684E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.49        2500.00        99.1208       0.779239       0.473603E-001  0.525887E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.28        2500.00        99.1054       0.779238       0.473603E-001  0.679813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1673.08        2500.00        99.0432       0.779317       0.473650E-001  0.945343E-001  0.355907E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.87        2500.00        99.0209       0.779347       0.473669E-001  0.103178       0.491916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.9986       0.779377       0.473687E-001  0.111822       0.627936E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1663.46        2500.00        98.3266       0.779238       0.461912E-001  0.128823       0.159594E-002  0.717531                 NaN            NaN            NaN            NaN            NaN            NaN
  1660.26        2500.00        97.5534       0.779235       0.449427E-001  0.144402                 NaN   1.47804                 NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        96.7871       0.779234       0.436928E-001  0.159708                 NaN   2.23031                 NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        96.0207       0.779234       0.424429E-001  0.175014                 NaN   2.98258                 NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        95.2702       0.779234       0.411945E-001  0.189808                 NaN   3.71954                 NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        94.5197       0.779234       0.399460E-001  0.204601                 NaN   4.45649                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        93.7692       0.779234       0.386976E-001  0.219395                 NaN   5.19345                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        93.0187       0.779233       0.374491E-001  0.234188                 NaN   5.93040                 NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        92.3068       0.779233       0.362151E-001  0.248079                 NaN   6.62963                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        91.5949       0.779233       0.349810E-001  0.261971                 NaN   7.32887                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        90.8831       0.779233       0.337470E-001  0.275862                 NaN   8.02810                 NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        90.1712       0.779233       0.325129E-001  0.289753                 NaN   8.72733                 NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        89.4593       0.779233       0.312788E-001  0.303644                 NaN   9.42656                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        88.7474       0.779232       0.300448E-001  0.317535                 NaN   10.1258                 NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        88.0355       0.779232       0.288107E-001  0.331427                 NaN   10.8250                 NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        87.3236       0.779232       0.275767E-001  0.345318                 NaN   11.5243                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        86.6703       0.779232       0.263937E-001  0.358011                 NaN   12.1661                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        86.0170       0.779232       0.252107E-001  0.370705                 NaN   12.8079                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        85.3636       0.779232       0.240277E-001  0.383399                 NaN   13.4497                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        84.7103       0.779232       0.228447E-001  0.396092                 NaN   14.0915                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        84.0570       0.779231       0.216617E-001  0.408786                 NaN   14.7333                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        83.4037       0.779231       0.204787E-001  0.421480                 NaN   15.3752                 NaN            NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        82.7503       0.779231       0.192957E-001  0.434173                 NaN   16.0170                 NaN            NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        82.0970       0.779231       0.181128E-001  0.446867                 NaN   16.6588                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        81.5095       0.779231       0.169974E-001  0.458425                 NaN   17.2358                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        80.9221       0.779231       0.158820E-001  0.469984                 NaN   17.8128                 NaN            NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        80.3346       0.779231       0.147666E-001  0.481542                 NaN   18.3898                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        79.7472       0.779231       0.136512E-001  0.493101                 NaN   18.9669                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        79.1597       0.779231       0.125358E-001  0.504659                 NaN   19.5439                 NaN            NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        78.5722       0.779231       0.114204E-001  0.516218                 NaN   20.1209                 NaN            NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        77.9848       0.779230       0.103051E-001  0.527776                 NaN   20.6979                 NaN            NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        77.3973       0.779230       0.918968E-002  0.539335                 NaN   21.2749                 NaN            NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        76.8749       0.779230       0.815560E-002  0.549883                 NaN   21.7878                 NaN            NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        76.3525       0.779230       0.712153E-002  0.560432                 NaN   22.3007                 NaN            NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        75.8301       0.779230       0.608745E-002  0.570980                 NaN   22.8136                 NaN            NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        75.3077       0.779230       0.505338E-002  0.581528                 NaN   23.3265                 NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        74.7853       0.779230       0.401931E-002  0.592077                 NaN   23.8394                 NaN            NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        74.2629       0.779230       0.298523E-002  0.602625                 NaN   24.3522                 NaN            NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        73.7405       0.779230       0.195116E-002  0.613174                 NaN   24.8651                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        73.2181       0.779230       0.917089E-003  0.623722                 NaN   25.3780                 NaN            NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        73.1845       0.779229       0.592405E-003  0.626960                 NaN   25.4087                 NaN            NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        72.2570       0.779232                 NaN  0.643740                 NaN   26.3200                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        71.7929       0.779233                 NaN  0.653378                 NaN   26.7745                 NaN            NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        71.3288       0.779235                 NaN  0.663016                 NaN   27.2290                 NaN            NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        70.8792       0.779237                 NaN  0.672661                 NaN   27.6689                 NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00        70.4295       0.779239                 NaN  0.682306                 NaN   28.1089                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.03        2500.00        69.7199       0.779241                 NaN  0.693272                 NaN   28.3588       0.448817                 NaN            NaN            NaN            NaN            NaN
  1512.82        2500.00        68.4563       0.779243                 NaN  0.708348                 NaN   28.2541        1.80205                 NaN            NaN            NaN            NaN            NaN
  1509.62        2500.00        67.1159       0.779246                 NaN  0.723324                 NaN   28.1619        3.21967                 NaN            NaN            NaN            NaN            NaN
  1506.41        2500.00        65.7755       0.779248                 NaN  0.738299                 NaN   28.0697        4.63730                 NaN            NaN            NaN            NaN            NaN
  1503.21        2500.00        64.4350       0.779250                 NaN  0.753274                 NaN   27.9775        6.05494                 NaN            NaN            NaN            NaN            NaN
  1500.00        2500.00        63.0946       0.779253                 NaN  0.768250                 NaN   27.8853        7.47259                 NaN            NaN            NaN            NaN            NaN
  1496.79        2500.00        61.6419       0.779255                 NaN  0.783258                 NaN   27.8278        8.96785                 NaN            NaN            NaN            NaN            NaN
  1493.59        2500.00        59.9770       0.779258                 NaN  0.796842                 NaN   27.8805       0.732011        9.83433                 NaN            NaN            NaN            NaN
  1490.38        2500.00        59.9770       0.779258                 NaN  0.796842                 NaN   27.8805       0.732011        9.83433                 NaN            NaN            NaN            NaN
  1487.18        2500.00        56.5642       0.779264                 NaN  0.820863                 NaN   28.1224        10.2590        3.45425                 NaN            NaN            NaN            NaN
  1483.97        2500.00        56.5642       0.779264                 NaN  0.820863                 NaN   28.1224        10.2590        3.45425                 NaN            NaN            NaN            NaN
  1480.77        2500.00        56.5642       0.779264                 NaN  0.820863                 NaN   28.1224        10.2590        3.45425                 NaN            NaN            NaN            NaN
  1477.56        2500.00        56.5642       0.779264                 NaN  0.820863                 NaN   28.1224        10.2590        3.45425                 NaN            NaN            NaN            NaN
  1474.36        2500.00        56.5642       0.779264                 NaN  0.820863                 NaN   28.1224        10.2590        3.45425                 NaN            NaN            NaN            NaN
  1471.15        2500.00        56.5642       0.779264                 NaN  0.820863                 NaN   28.1224        10.2590        3.45425                 NaN            NaN            NaN            NaN
  1467.95        2500.00        56.5642       0.779264                 NaN  0.820863                 NaN   28.1224        10.2590        3.45425                 NaN            NaN            NaN            NaN
  1464.74        2500.00        56.5642       0.779264                 NaN  0.820863                 NaN   28.1224        10.2590        3.45425                 NaN            NaN            NaN            NaN
  1461.54        2500.00        44.7050       0.779283                 NaN  0.927296                 NaN   28.6788        12.0605        12.8491                 NaN            NaN            NaN            NaN
  1458.33        2500.00        44.7050       0.779283                 NaN  0.927296                 NaN   28.6788        12.0605        12.8491                 NaN            NaN            NaN            NaN
  1455.13        2500.00        44.7050       0.779283                 NaN  0.927296                 NaN   28.6788        12.0605        12.8491                 NaN            NaN            NaN            NaN
  1451.92        2500.00        44.7050       0.779283                 NaN  0.927296                 NaN   28.6788        12.0605        12.8491                 NaN            NaN            NaN            NaN
  1448.72        2500.00        44.7050       0.779283                 NaN  0.927296                 NaN   28.6788        12.0605        12.8491                 NaN            NaN            NaN            NaN
  1445.51        2500.00        44.7050       0.779283                 NaN  0.927296                 NaN   28.6788        12.0605        12.8491                 NaN            NaN            NaN            NaN
  1442.31        2500.00        44.7050       0.779283                 NaN  0.927296                 NaN   28.6788        12.0605        12.8491                 NaN            NaN            NaN            NaN
  1439.10        2500.00        44.7050       0.779283                 NaN  0.927296                 NaN   28.6788        12.0605        12.8491                 NaN            NaN            NaN            NaN
  1435.90        2500.00        35.1244       0.779297                 NaN   1.06659                 NaN   28.7721        18.3703        15.8874                 NaN            NaN            NaN            NaN
  1432.69        2500.00        35.1244       0.779297                 NaN   1.06659                 NaN   28.7721        18.3703        15.8874                 NaN            NaN            NaN            NaN
  1429.49        2500.00        35.1244       0.779297                 NaN   1.06659                 NaN   28.7721        18.3703        15.8874                 NaN            NaN            NaN            NaN
  1426.28        2500.00        35.1244       0.779297                 NaN   1.06659                 NaN   28.7721        18.3703        15.8874                 NaN            NaN            NaN            NaN
  1423.08        2500.00        31.0036       0.779302                 NaN   1.15775                 NaN   28.6910        17.3539        21.0145                 NaN            NaN            NaN            NaN
  1419.87        2500.00        31.0036       0.779302                 NaN   1.15775                 NaN   28.6910        17.3539        21.0145                 NaN            NaN            NaN            NaN
  1416.67        2500.00        29.1148       0.779304                 NaN   1.21010                 NaN   28.6195        22.2100        18.0663                 NaN            NaN            NaN            NaN
  1413.46        2500.00        28.2001       0.779305                 NaN   1.23739                 NaN   28.5799        22.7907        18.4126                 NaN            NaN            NaN            NaN
  1410.26        2500.00        26.8764       0.779307                 NaN   1.24985                 NaN   28.6845        23.2882        18.8152       0.306522                 NaN            NaN            NaN
  1407.05        2500.00        26.8764       0.779307                 NaN   1.24985                 NaN   28.6845        23.2882        18.8152       0.306522                 NaN            NaN            NaN
  1403.85        2500.00        26.8764       0.779307                 NaN   1.24985                 NaN   28.6845        23.2882        18.8152       0.306522                 NaN            NaN            NaN
  1400.64        2500.00        26.8764       0.779307                 NaN   1.24985                 NaN   28.6845        23.2882        18.8152       0.306522                 NaN            NaN            NaN
  1397.44        2500.00        26.8764       0.779307                 NaN   1.24985                 NaN   28.6845        23.2882        18.8152       0.306522                 NaN            NaN            NaN
  1394.23        2500.00        26.8764       0.779307                 NaN   1.24985                 NaN   28.6845        23.2882        18.8152       0.306522                 NaN            NaN            NaN
  1391.03        2500.00        26.8764       0.779307                 NaN   1.24985                 NaN   28.6845        23.2882        18.8152       0.306522                 NaN            NaN            NaN
  1387.82        2500.00        26.8764       0.779307                 NaN   1.24985                 NaN   28.6845        23.2882        18.8152       0.306522                 NaN            NaN            NaN
  1384.62        2500.00        17.4239       0.779324                 NaN   1.26458                 NaN   29.8081        25.4716        21.7828        3.46968                 NaN            NaN            NaN
  1381.41        2500.00        17.4239       0.779324                 NaN   1.26458                 NaN   29.8081        25.4716        21.7828        3.46968                 NaN            NaN            NaN
  1378.21        2500.00        17.4239       0.779324                 NaN   1.26458                 NaN   29.8081        25.4716        21.7828        3.46968                 NaN            NaN            NaN
  1375.00        2500.00        17.4239       0.779324                 NaN   1.26458                 NaN   29.8081        25.4716        21.7828        3.46968                 NaN            NaN            NaN
  1371.79        2500.00        17.4239       0.779324                 NaN   1.26458                 NaN   29.8081        25.4716        21.7828        3.46968                 NaN            NaN            NaN
  1368.59        2500.00        17.4239       0.779324                 NaN   1.26458                 NaN   29.8081        25.4716        21.7828        3.46968                 NaN            NaN            NaN
  1365.38        2500.00        17.4239       0.779324                 NaN   1.26458                 NaN   29.8081        25.4716        21.7828        3.46968                 NaN            NaN            NaN
  1362.18        2500.00        17.4239       0.779324                 NaN   1.26458                 NaN   29.8081        25.4716        21.7828        3.46968                 NaN            NaN            NaN
  1358.97        2500.00        11.7057       0.779332                 NaN   1.28193                 NaN   30.3748        26.1788        23.9926        5.68685                 NaN            NaN            NaN
  1355.77        2500.00        11.7057       0.779332                 NaN   1.28193                 NaN   30.3748        26.1788        23.9926        5.68685                 NaN            NaN            NaN
  1352.56        2500.00        11.7057       0.779332                 NaN   1.28193                 NaN   30.3748        26.1788        23.9926        5.68685                 NaN            NaN            NaN
  1349.36        2500.00        11.7057       0.779332                 NaN   1.28193                 NaN   30.3748        26.1788        23.9926        5.68685                 NaN            NaN            NaN
