|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/GRV/GRV_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1525.76        500.000       0.879380E-002   98.4971                 NaN            NaN  0.469532        1.02459                 NaN            NaN            NaN            NaN            NaN
  1524.35        500.000       0.101995E-001   98.2457                 NaN            NaN  0.544956        1.19917                 NaN            NaN            NaN            NaN            NaN
  1522.94        500.000       0.996718E-002   98.2730                 NaN            NaN   1.18089       0.536192                 NaN            NaN            NaN            NaN            NaN
  1521.54        500.000       0.569108E-002   98.0983       0.272016                 NaN   1.39736       0.226668                 NaN            NaN            NaN            NaN            NaN
  1520.13        500.000       0.114320E-002   98.4947       0.382546                 NaN   1.12162                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.73        500.000       0.983808E-003   98.3232       0.428828                 NaN   1.24701                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000       0.764012E-003   98.3448       0.426122                 NaN   1.22827                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000       0.568073E-003   98.3832       0.414664                 NaN   1.20161                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000       0.351585E-003   98.4035       0.409327                 NaN   1.18681                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000       0.167288E-003   98.4312       0.402373                 NaN   1.16624                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        500.000                 NaN   98.4522       0.396592                 NaN   1.15123                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.29        500.000       0.563755E-003   98.4789       0.384403                 NaN   1.13616                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        500.000                 NaN   98.5005       0.381419                 NaN   1.11808                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.48        500.000                 NaN   98.5224       0.373928                 NaN   1.10372                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.08        500.000                 NaN   98.5422       0.363069                 NaN   1.09475                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.67        500.000                 NaN   98.5683       0.355744                 NaN   1.07594                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.26        500.000                 NaN   98.5871       0.352719                 NaN   1.06015                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.86        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        500.000                 NaN   97.2474       0.676921                 NaN   2.07568                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.05        500.000                 NaN   98.6479       0.330830                 NaN   1.02123                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000                 NaN   98.6667       0.323358                 NaN   1.00996                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.23        500.000                 NaN   98.6856       0.319061                 NaN  0.995362                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.83        500.000                 NaN   98.7031       0.308007                 NaN  0.988909                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        500.000                 NaN   98.7205       0.300210                 NaN  0.979324                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.02        500.000                 NaN   98.7345       0.297931                 NaN  0.967582                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.61        500.000                 NaN   98.7563       0.286959                 NaN  0.956752                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.21        500.000                 NaN   98.7704       0.279077                 NaN  0.950519                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.80        500.000                 NaN   98.7857       0.273441                 NaN  0.940849                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   98.8013       0.267516       0.409380E-005  0.931163                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.99        500.000                 NaN   98.8062       0.195273                 NaN  0.102459       0.896065                 NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   98.8095       0.124872                 NaN  0.858594       0.207046                 NaN            NaN            NaN            NaN            NaN
  1482.18        500.000                 NaN   98.8234       0.113462                 NaN  0.846457       0.216710                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000                 NaN   98.8354       0.103490                 NaN  0.835951       0.225206                 NaN            NaN            NaN            NaN            NaN
  1479.37        500.000                 NaN   98.8462       0.935700E-001            NaN  0.824648       0.235545                 NaN            NaN            NaN            NaN            NaN
  1477.96        500.000                 NaN   98.8613       0.848539E-001            NaN  0.811853       0.241957                 NaN            NaN            NaN            NaN            NaN
  1476.55        500.000                 NaN   98.8715       0.754878E-001            NaN  0.251008       0.801967                 NaN            NaN            NaN            NaN            NaN
  1475.15        500.000                 NaN   98.8820       0.673689E-001            NaN  0.792465       0.258187                 NaN            NaN            NaN            NaN            NaN
  1473.74        500.000                 NaN   98.8924       0.897626E-001            NaN  0.228250       0.789626                 NaN            NaN            NaN            NaN            NaN
  1472.34        500.000       0.225172E-002   98.9029                 NaN            NaN  0.335955       0.758938                 NaN            NaN            NaN            NaN            NaN
  1470.93        500.000       0.393738E-002   98.9065                 NaN            NaN  0.753558       0.336012                 NaN            NaN            NaN            NaN            NaN
  1469.53        500.000       0.363940E-002   98.9694                 NaN            NaN  0.707691       0.319253                 NaN            NaN            NaN            NaN            NaN
  1468.12        500.000       0.387008E-002   98.8867                 NaN            NaN  0.343339       0.766112                 NaN            NaN            NaN            NaN            NaN
  1466.71        500.000       0.359123E-002   98.9440                 NaN            NaN  0.326607       0.725829                 NaN            NaN            NaN            NaN            NaN
  1465.31        500.000       0.348838E-002   98.9537                 NaN            NaN  0.323109       0.719746                 NaN            NaN            NaN            NaN            NaN
  1463.90        500.000       0.339278E-002   98.9624                 NaN            NaN  0.321030       0.713176                 NaN            NaN            NaN            NaN            NaN
  1462.50        500.000       0.328918E-002   98.9743                 NaN            NaN  0.704749       0.317686                 NaN            NaN            NaN            NaN            NaN
  1461.09        500.000       0.318418E-002   98.9838                 NaN            NaN  0.314939       0.698029                 NaN            NaN            NaN            NaN            NaN
  1459.68        500.000       0.309156E-002   98.9934                 NaN            NaN  0.690976       0.312512                 NaN            NaN            NaN            NaN            NaN
  1458.28        500.000       0.299915E-002   99.0017                 NaN            NaN  0.309606       0.685703                 NaN            NaN            NaN            NaN            NaN
  1456.87        500.000       0.290622E-002   99.0101                 NaN            NaN  0.679543       0.307487                 NaN            NaN            NaN            NaN            NaN
  1455.47        500.000       0.280791E-002   99.0223                 NaN            NaN  0.304503       0.670344                 NaN            NaN            NaN            NaN            NaN
  1454.06        500.000       0.271796E-002   99.0296                 NaN            NaN  0.665308       0.302362                 NaN            NaN            NaN            NaN            NaN
  1452.66        500.000       0.263449E-002   99.0379                 NaN            NaN  0.299792       0.659666                 NaN            NaN            NaN            NaN            NaN
  1451.25        500.000       0.254443E-002   99.0477                 NaN            NaN  0.652440       0.297308                 NaN            NaN            NaN            NaN            NaN
  1449.84        500.000       0.245901E-002   99.0557                 NaN            NaN  0.646913       0.294950                 NaN            NaN            NaN            NaN            NaN
  1448.44        500.000       0.237422E-002   99.0628                 NaN            NaN  0.292425       0.642450                 NaN            NaN            NaN            NaN            NaN
  1447.03        500.000       0.228893E-002   99.0733                 NaN            NaN  0.633813       0.290586                 NaN            NaN            NaN            NaN            NaN
  1445.63        500.000       0.220494E-002   99.0790                 NaN            NaN  0.288339       0.630495                 NaN            NaN            NaN            NaN            NaN
  1444.22        500.000       0.213568E-002   99.0881                 NaN            NaN  0.285906       0.623839                 NaN            NaN            NaN            NaN            NaN
  1442.82        500.000       0.204810E-002   99.0948                 NaN            NaN  0.282731       0.620400                 NaN            NaN            NaN            NaN            NaN
  1441.41        500.000       0.197801E-002   99.1040                 NaN            NaN  0.281979       0.612058                 NaN            NaN            NaN            NaN            NaN
  1440.00        500.000       0.190251E-002   99.1115                 NaN            NaN  0.279466       0.607135                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000       0.182695E-002   99.1180                 NaN            NaN  0.277512       0.602705                 NaN            NaN            NaN            NaN            NaN
  1437.19        500.000       0.175217E-002   99.1248                 NaN            NaN  0.597583       0.275822                 NaN            NaN            NaN            NaN            NaN
  1435.79        500.000       0.168644E-002   99.1316                 NaN            NaN  0.593657       0.273024                 NaN            NaN            NaN            NaN            NaN
  1434.38        500.000       0.160697E-002   99.1385                 NaN            NaN  0.587912       0.271947                 NaN            NaN            NaN            NaN            NaN
  1432.98        500.000       0.154813E-002   99.1464                 NaN            NaN  0.270048       0.581972                 NaN            NaN            NaN            NaN            NaN
  1431.57        500.000       0.147844E-002   99.1525                 NaN            NaN  0.578053       0.267934                 NaN            NaN            NaN            NaN            NaN
  1430.16        500.000       0.141466E-002   99.1591                 NaN            NaN  0.265976       0.573554                 NaN            NaN            NaN            NaN            NaN
  1428.76        500.000       0.135399E-002   99.1656                 NaN            NaN  0.568854       0.264213                 NaN            NaN            NaN            NaN            NaN
  1427.35        500.000       0.128551E-002   99.1719                 NaN            NaN  0.563849       0.262962                 NaN            NaN            NaN            NaN            NaN
  1425.95        500.000       0.121582E-002   99.1776                 NaN            NaN  0.560524       0.260654                 NaN            NaN            NaN            NaN            NaN
  1424.54        500.000       0.116268E-002   99.1849                 NaN            NaN  0.258925       0.555001                 NaN            NaN            NaN            NaN            NaN
  1423.14        500.000       0.110116E-002   99.1895                 NaN            NaN  0.552189       0.257226                 NaN            NaN            NaN            NaN            NaN
  1421.73        500.000       0.104354E-002   99.1974                 NaN            NaN  0.255293       0.546312                 NaN            NaN            NaN            NaN            NaN
  1420.32        500.000       0.979699E-003   99.2020                 NaN            NaN  0.253719       0.543294                 NaN            NaN            NaN            NaN            NaN
  1418.92        500.000       0.922259E-003   99.2082                 NaN            NaN  0.252057       0.538829                 NaN            NaN            NaN            NaN            NaN
  1417.51        500.000       0.874629E-003   99.2124                 NaN            NaN  0.536250       0.250442                 NaN            NaN            NaN            NaN            NaN
  1416.11        500.000       0.810144E-003   99.2193                 NaN            NaN  0.248936       0.531002                 NaN            NaN            NaN            NaN            NaN
  1414.70        500.000       0.765233E-003   99.2244                 NaN            NaN  0.247357       0.527429                 NaN            NaN            NaN            NaN            NaN
  1413.29        500.000       0.716181E-003   99.2294                 NaN            NaN  0.245666       0.524241                 NaN            NaN            NaN            NaN            NaN
  1411.89        500.000       0.651422E-003   99.2351                 NaN            NaN  0.520130       0.244132                 NaN            NaN            NaN            NaN            NaN
  1410.48        500.000       0.593854E-003   99.2397                 NaN            NaN  0.242741       0.516948                 NaN            NaN            NaN            NaN            NaN
  1409.08        500.000       0.551540E-003   99.2457                 NaN            NaN  0.241023       0.512774                 NaN            NaN            NaN            NaN            NaN
  1407.67        500.000       0.503860E-003   99.2505                 NaN            NaN  0.239979       0.509010                 NaN            NaN            NaN            NaN            NaN
  1406.27        500.000       0.449763E-003   99.2548                 NaN            NaN  0.506583       0.238157                 NaN            NaN            NaN            NaN            NaN
  1404.86        500.000       0.409929E-003   99.2600                 NaN            NaN  0.237064       0.502507                 NaN            NaN            NaN            NaN            NaN
  1403.45        500.000       0.364575E-003   99.2640                 NaN            NaN  0.499982       0.235658                 NaN            NaN            NaN            NaN            NaN
  1402.05        500.000       0.314441E-003   99.2684                 NaN            NaN  0.234150       0.497096                 NaN            NaN            NaN            NaN            NaN
  1400.64        500.000       0.465086E-003   98.1665                 NaN            NaN  0.588474       0.739400                 NaN  0.505208                 NaN            NaN            NaN
  1399.24        500.000       0.151952E-002   98.1848                 NaN            NaN  0.578609       0.734435                 NaN  0.500651                 NaN            NaN            NaN
  1397.83        500.000                 NaN   98.2216                 NaN            NaN  0.570412       0.717699                 NaN  0.490254                 NaN            NaN            NaN
  1396.43        500.000                 NaN   98.2407                 NaN            NaN  0.565354       0.709285                 NaN  0.484701                 NaN            NaN            NaN
  1395.02        500.000                 NaN   98.2651                 NaN            NaN  0.556785       0.700410                 NaN  0.477665                 NaN            NaN            NaN
  1393.61        500.000                 NaN   98.2920                 NaN            NaN  0.549216       0.688807                 NaN  0.470018                 NaN            NaN            NaN
  1392.21        500.000                 NaN   98.3145                 NaN            NaN  0.542468       0.679509                 NaN  0.463509                 NaN            NaN            NaN
  1390.80        500.000                 NaN   98.3382                 NaN            NaN  0.534452       0.670719                 NaN  0.456593                 NaN            NaN            NaN
  1389.40        500.000                 NaN   98.3620                 NaN            NaN  0.660813       0.527371                 NaN  0.449800                 NaN            NaN            NaN
  1387.99        500.000                 NaN   98.3775                 NaN            NaN  0.523472       0.653774                 NaN  0.445246                 NaN            NaN            NaN
  1386.59        500.000                 NaN   98.4088                 NaN            NaN  0.512581       0.642625                 NaN  0.436019                 NaN            NaN            NaN
  1385.18        500.000                 NaN   98.4257                 NaN            NaN  0.507302       0.635726                 NaN  0.431288                 NaN            NaN            NaN
  1383.77        500.000                 NaN   98.4449                 NaN            NaN  0.628119       0.501365                 NaN  0.425632                 NaN            NaN            NaN
  1382.37        500.000                 NaN   98.4665                 NaN            NaN  0.619815       0.494300                 NaN  0.419356                 NaN            NaN            NaN
  1380.96        500.000                 NaN   98.4830                 NaN            NaN  0.489269       0.613246                 NaN  0.414481                 NaN            NaN            NaN
  1379.56        500.000                 NaN   98.5060                 NaN            NaN  0.481278       0.605210                 NaN  0.407553                 NaN            NaN            NaN
  1378.15        500.000                 NaN   98.5214                 NaN            NaN  0.475956       0.599439                 NaN  0.403175                 NaN            NaN            NaN
  1376.74        500.000                 NaN   98.5381                 NaN            NaN  0.593736       0.469914                 NaN  0.398270                 NaN            NaN            NaN
  1375.34        500.000                 NaN   98.5585                 NaN            NaN  0.584770       0.464500                 NaN  0.392187                 NaN            NaN            NaN
  1373.93        500.000                 NaN   98.5743                 NaN            NaN  0.578934       0.459212                 NaN  0.387563                 NaN            NaN            NaN
  1372.53        500.000                 NaN   98.5903                 NaN            NaN  0.572242       0.454637                 NaN  0.382824                 NaN            NaN            NaN
  1371.12        500.000                 NaN   98.6061                 NaN            NaN  0.567277       0.448509                 NaN  0.378124                 NaN            NaN            NaN
  1369.72        500.000                 NaN   98.6221                 NaN            NaN  0.561214       0.443362                 NaN  0.373314                 NaN            NaN            NaN
  1368.31        500.000                 NaN   98.6336                 NaN            NaN  0.558038       0.438768                 NaN  0.369623                 NaN            NaN            NaN
  1366.90        500.000                 NaN   98.6523                 NaN            NaN  0.433817       0.549626                 NaN  0.364276                 NaN            NaN            NaN
  1365.50        500.000                 NaN   98.6658                 NaN            NaN  0.429258       0.544707                 NaN  0.360209                 NaN            NaN            NaN
  1364.09        500.000                 NaN   98.6795                 NaN            NaN  0.425748       0.538802                 NaN  0.355997                 NaN            NaN            NaN
  1362.69        500.000                 NaN   98.6929                 NaN            NaN  0.534544       0.420557                 NaN  0.352025                 NaN            NaN            NaN
  1361.28        500.000                 NaN   98.7065                 NaN            NaN  0.530133       0.415499                 NaN  0.347842                 NaN            NaN            NaN
  1359.88        500.000                 NaN   98.7169                 NaN            NaN  0.526365       0.411774                 NaN  0.344932                 NaN            NaN            NaN
  1358.47        500.000                 NaN   98.7340                 NaN            NaN  0.520393       0.406197                 NaN  0.339420                 NaN            NaN            NaN
  1357.06        500.000                 NaN   98.7445                 NaN            NaN  0.516569       0.402622                 NaN  0.336306                 NaN            NaN            NaN
  1355.66        500.000                 NaN   98.7563                 NaN            NaN  0.512986       0.397920                 NaN  0.332745                 NaN            NaN            NaN
  1354.25        500.000                 NaN   98.7686                 NaN            NaN  0.508279       0.394062                 NaN  0.329013                 NaN            NaN            NaN
  1352.85        500.000                 NaN   98.7765                 NaN            NaN  0.392311       0.504674                 NaN  0.326559                 NaN            NaN            NaN
  1351.44        500.000                 NaN   98.7925                 NaN            NaN  0.500331       0.385574                 NaN  0.321595                 NaN            NaN            NaN
  1350.04        500.000                 NaN   98.7983                 NaN            NaN  0.383125       0.498838                 NaN  0.319765                 NaN            NaN            NaN
  1348.63        500.000                 NaN   98.8139                 NaN            NaN  0.377721       0.493525                 NaN  0.314899                 NaN            NaN            NaN
  1347.22        500.000                 NaN   98.8217                 NaN            NaN  0.490654       0.375027                 NaN  0.312576                 NaN            NaN            NaN
  1345.82        500.000                 NaN   98.8322                 NaN            NaN  0.371408       0.487026                 NaN  0.309341                 NaN            NaN            NaN
  1344.41        500.000                 NaN   98.8429                 NaN            NaN  0.367236       0.483724                 NaN  0.306100                 NaN            NaN            NaN
  1343.01        500.000                 NaN   98.8513                 NaN            NaN  0.481452       0.363863                 NaN  0.303368                 NaN            NaN            NaN
  1341.60        500.000                 NaN   98.8523                 NaN            NaN  0.480665       0.364226                 NaN  0.302760                 NaN            NaN            NaN
  1340.19        500.000                 NaN   98.8764                 NaN            NaN  0.474387       0.353692                 NaN  0.295510                 NaN            NaN            NaN
  1338.79        500.000                 NaN   98.8791                 NaN            NaN  0.353512       0.472770                 NaN  0.294591                 NaN            NaN            NaN
  1337.38        500.000                 NaN   98.8873                 NaN            NaN  0.349871       0.470784                 NaN  0.292030                 NaN            NaN            NaN
  1335.98        500.000                 NaN   98.8957                 NaN            NaN  0.344439       0.470108                 NaN  0.289800                 NaN            NaN            NaN
  1334.57        500.000                 NaN   98.9062                 NaN            NaN  0.464160       0.343604                 NaN  0.286042                 NaN            NaN            NaN
  1333.17        500.000                 NaN   98.9101                 NaN            NaN  0.341228       0.463949                 NaN  0.284750                 NaN            NaN            NaN
  1331.76        500.000                 NaN   98.9218                 NaN            NaN  0.461692       0.335358                 NaN  0.281160                 NaN            NaN            NaN
  1330.35        500.000                 NaN   98.9277                 NaN            NaN  0.459477       0.333579                 NaN  0.279226                 NaN            NaN            NaN
  1328.95        500.000                 NaN   98.9452                 NaN  0.165606       0.484355       0.111382                 NaN  0.293455                 NaN            NaN            NaN
  1327.54        500.000                 NaN   98.9392                 NaN  0.201947       0.704573E-001  0.489465                 NaN  0.298937                 NaN            NaN            NaN
  1326.14        500.000                 NaN   98.9511                 NaN  0.234887       0.514616                 NaN            NaN  0.299447                 NaN            NaN            NaN
  1324.73        500.000                 NaN   98.9761                 NaN  0.220979       0.513610                 NaN            NaN  0.289361                 NaN            NaN            NaN
  1323.33        500.000                 NaN   98.9663                 NaN  0.212700       0.506129       0.213670E-001            NaN  0.293485                 NaN            NaN            NaN
  1321.92        500.000                 NaN   98.9989                 NaN  0.213963       0.506128                 NaN            NaN  0.281037                 NaN            NaN            NaN
  1320.51        500.000                 NaN   98.9982                 NaN  0.215944       0.503114                 NaN            NaN  0.282762                 NaN            NaN            NaN
  1319.11        500.000                 NaN   99.0062                 NaN  0.218379       0.495108                 NaN            NaN  0.280308                 NaN            NaN            NaN
  1317.70        500.000                 NaN   99.0142                 NaN  0.210976       0.498058                 NaN            NaN  0.276758                 NaN            NaN            NaN
  1316.30        500.000                 NaN   99.0048                 NaN  0.146221       0.167359       0.409011                 NaN  0.272612                 NaN            NaN            NaN
  1314.89        500.000                 NaN   99.0370                 NaN  0.205616       0.488130                 NaN            NaN  0.269253                 NaN            NaN            NaN
  1313.49        500.000                 NaN   99.0423                 NaN  0.204494       0.485574                 NaN            NaN  0.267584                 NaN            NaN            NaN
  1312.08        500.000                 NaN   99.0513                 NaN  0.199601       0.484574                 NaN            NaN  0.264478                 NaN            NaN            NaN
  1310.67        500.000                 NaN   99.0606                 NaN  0.197194       0.480889                 NaN            NaN  0.261352                 NaN            NaN            NaN
  1309.27        500.000                 NaN   99.0683                 NaN  0.195698       0.477205                 NaN            NaN  0.258757                 NaN            NaN            NaN
  1307.86        500.000                 NaN   99.0749                 NaN  0.194988       0.473539                 NaN            NaN  0.256535                 NaN            NaN            NaN
  1306.46        500.000                 NaN   99.0863                 NaN  0.187466       0.473761                 NaN            NaN  0.252517                 NaN            NaN            NaN
  1305.05        500.000                 NaN   99.0935                 NaN  0.187417       0.468855                 NaN            NaN  0.250240                 NaN            NaN            NaN
  1303.65        500.000                 NaN   99.1011                 NaN  0.183599       0.467803                 NaN            NaN  0.247537                 NaN            NaN            NaN
  1302.24        500.000                 NaN   99.1087                 NaN  0.183392       0.462820                 NaN            NaN  0.245102                 NaN            NaN            NaN
  1300.83        500.000                 NaN   99.1140                 NaN  0.181733       0.461072                 NaN            NaN  0.243198                 NaN            NaN            NaN
  1299.43        500.000                 NaN   99.1253                 NaN  0.175210       0.460416                 NaN            NaN  0.239106                 NaN            NaN            NaN
  1298.02        500.000                 NaN   99.1316                 NaN  0.171314       0.460048                 NaN            NaN  0.237046                 NaN            NaN            NaN
  1296.62        500.000                 NaN   99.0911                 NaN  0.162263       0.477020                 NaN            NaN  0.244771       0.248757E-001            NaN            NaN
  1295.21        500.000                 NaN   99.0428                 NaN  0.154775       0.493402                 NaN            NaN  0.254298       0.547099E-001            NaN            NaN
  1293.80        500.000                 NaN   99.0546                 NaN  0.153649       0.486998                 NaN            NaN  0.250967       0.537573E-001            NaN            NaN
  1292.40        500.000                 NaN   99.0675                 NaN  0.151654       0.480620                 NaN            NaN  0.247511       0.527519E-001            NaN            NaN
  1290.99        500.000                 NaN   99.0780                 NaN  0.150564       0.475164                 NaN            NaN  0.244422       0.518525E-001            NaN            NaN
  1289.59        500.000                 NaN   99.0893                 NaN  0.149037       0.469545                 NaN            NaN  0.241173       0.509131E-001            NaN            NaN
  1288.18        500.000                 NaN   99.1006                 NaN  0.147807       0.463569                 NaN            NaN  0.238036       0.500007E-001            NaN            NaN
  1286.78        500.000                 NaN   99.1126                 NaN  0.144584       0.459039                 NaN            NaN  0.234718       0.490377E-001            NaN            NaN
  1285.37        500.000                 NaN   99.1235                 NaN  0.144109       0.452649                 NaN            NaN  0.231608       0.481726E-001            NaN            NaN
  1283.96        500.000                 NaN   99.1339                 NaN  0.142382       0.447775                 NaN            NaN  0.228699       0.472842E-001            NaN            NaN
  1282.56        500.000                 NaN   99.1453                 NaN  0.140242       0.442617                 NaN            NaN  0.225467       0.463966E-001            NaN            NaN
  1281.15        500.000                 NaN   99.1559                 NaN  0.138821       0.437182                 NaN            NaN  0.222508       0.455452E-001            NaN            NaN
  1279.75        500.000                 NaN   99.1664                 NaN  0.136665       0.432714                 NaN            NaN  0.219507       0.446853E-001            NaN            NaN
  1278.34        500.000                 NaN   99.1765                 NaN  0.134703       0.428346                 NaN            NaN  0.216620       0.438291E-001            NaN            NaN
  1276.94        500.000                 NaN   99.1864                 NaN  0.132891       0.423932                 NaN            NaN  0.213785       0.429962E-001            NaN            NaN
  1275.53        500.000                 NaN   99.1972                 NaN  0.130258       0.419621                 NaN            NaN  0.210794       0.421456E-001            NaN            NaN
  1274.12        500.000                 NaN   99.2072                 NaN  0.128420       0.415079                 NaN            NaN  0.207975       0.413528E-001            NaN            NaN
  1272.72        500.000                 NaN   99.2168                 NaN  0.126318       0.411134                 NaN            NaN  0.205231       0.405236E-001            NaN            NaN
  1271.31        500.000                 NaN   99.2265                 NaN  0.123809       0.407574                 NaN            NaN  0.202415       0.397179E-001            NaN            NaN
  1269.91        500.000                 NaN   99.2363                 NaN  0.122177       0.402891                 NaN            NaN  0.199710       0.389689E-001            NaN            NaN
  1268.50        500.000                 NaN   99.2450                 NaN  0.118899       0.400673                 NaN            NaN  0.197235       0.381497E-001            NaN            NaN
  1267.10        500.000                 NaN   94.8517                 NaN  0.301092        1.35497                 NaN            NaN  0.675336       0.174174        2.64269                 NaN
  1265.69        500.000                 NaN   93.8808                 NaN  0.325032        1.57477                 NaN            NaN  0.776345       0.201343        3.24168                 NaN
  1264.28        500.000                 NaN   94.2361                 NaN  0.307557        1.48883                 NaN            NaN  0.733588       0.188284        3.04567                 NaN
  1262.88        500.000                 NaN   94.5849                 NaN  0.267380        1.43900                 NaN            NaN  0.689437       0.174145        2.84512                 NaN
  1261.47        500.000                 NaN   94.8847                 NaN  0.247186        1.36686                 NaN            NaN  0.653121       0.163230        2.68487                 NaN
  1260.07        500.000                 NaN   95.1537                 NaN  0.228524        1.30743                 NaN            NaN  0.619768       0.153133        2.53748                 NaN
  1258.66        500.000                 NaN   95.3947                 NaN  0.211285        1.25473                 NaN            NaN  0.589658       0.143961        2.40568                 NaN
  1257.25        500.000                 NaN   95.6072                 NaN  0.202441        1.20135                 NaN            NaN  0.562807       0.136130        2.29010                 NaN
  1255.85        500.000                 NaN   95.8138                 NaN  0.182246        1.16111                 NaN            NaN  0.536726       0.128023        2.17812                 NaN
  1254.44        500.000                 NaN   95.9977                 NaN  0.164584        1.12388                 NaN            NaN  0.513531       0.120806        2.07952                 NaN
