|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1063.56        2500.00                 NaN            NaN   4.26349                 NaN            NaN            NaN   14.8480                 NaN            NaN   9.89525        50.7409        1.49633        18.7560                 NaN
  1062.08        2500.00                 NaN            NaN   4.26539                 NaN            NaN            NaN   14.8552                 NaN            NaN   9.90475        50.7295        1.49539        18.7497                 NaN
  1060.60        2500.00                 NaN            NaN   4.26730                 NaN            NaN            NaN   14.8623                 NaN            NaN   9.91397        50.7183        1.49442        18.7437                 NaN
  1059.12        2500.00                 NaN            NaN   4.26922                 NaN            NaN            NaN   14.8700                 NaN            NaN   9.92361        50.7066        1.49345        18.7371                 NaN
  1057.64        2500.00                 NaN            NaN   4.27165                 NaN            NaN            NaN   14.8676                 NaN            NaN   9.92824        50.7033        1.49281        18.7364                 NaN
  1056.17        2500.00                 NaN            NaN   4.27354                 NaN            NaN            NaN   14.8691                 NaN            NaN   9.93265        50.6972        1.49162        18.7359                 NaN
  1054.69        2500.00                 NaN            NaN  0.478883        3.77142                 NaN            NaN   14.6682                 NaN            NaN   9.89794        50.8556        1.52737        18.8006                 NaN
  1053.21        2500.00                 NaN            NaN   1.40843        2.92802       0.106300E-001            NaN   14.6696                 NaN            NaN   9.90743        50.8646        1.52710        18.6842                 NaN
  1051.73        2500.00                 NaN            NaN   1.29030        2.96400       0.120792E-001            NaN   14.9603                 NaN            NaN   9.99264        50.6062        1.48803        18.6865                 NaN
  1050.25        2500.00                 NaN            NaN   1.20563        3.04944       0.138181E-001            NaN   14.9602                 NaN            NaN   10.0023        50.5997        1.48766        18.6812                 NaN
  1048.78        2500.00                 NaN            NaN   4.28195                 NaN            NaN            NaN   14.8843                 NaN            NaN   9.98292        50.6600        1.49334        18.6974                 NaN
  1047.30        2500.00                 NaN            NaN   1.02404        3.24949                 NaN            NaN   14.9818                 NaN            NaN   10.0250        50.5713        1.48551        18.6628                 NaN
  1045.82        2500.00                 NaN            NaN  0.924314        3.35152                 NaN            NaN   14.9928                 NaN            NaN   10.0364        50.5570        1.48441        18.6535                 NaN
  1044.34        2500.00                 NaN            NaN  0.813567        3.46458                 NaN            NaN   15.0040                 NaN            NaN   10.0480        50.5425        1.48330        18.6441                 NaN
  1042.86        2500.00                 NaN            NaN   4.29111                 NaN            NaN            NaN   14.9279                 NaN            NaN   10.0282        50.6034        1.48902        18.6605                 NaN
  1041.39        2500.00                 NaN            NaN   4.29169                 NaN            NaN            NaN   14.9650                 NaN            NaN   10.0345        50.5655        1.48027        18.6631                 NaN
  1039.91        2500.00                 NaN            NaN   4.29071                 NaN            NaN            NaN   14.9456                 NaN            NaN   10.0399        50.5716        1.48024        18.6720                 NaN
  1038.43        2500.00                 NaN            NaN   4.29273                 NaN            NaN            NaN   14.9516                 NaN            NaN   10.0464        50.5619        1.47888        18.6685                 NaN
  1036.95        2500.00                 NaN            NaN   4.29476                 NaN            NaN            NaN   14.9573                 NaN            NaN   10.0527        50.5525        1.47749        18.6653                 NaN
  1035.47        2500.00                 NaN            NaN   4.29862                 NaN            NaN            NaN   15.0018                 NaN            NaN   10.0709        50.5149        1.47498        18.6389                 NaN
  1034.00        2500.00                 NaN            NaN   4.37294                 NaN            NaN            NaN   14.6607                 NaN            NaN   9.97073        50.8154        1.51958        18.6607                 NaN
  1032.52        2500.00                 NaN            NaN   4.31161                 NaN            NaN            NaN   14.9490                 NaN            NaN   10.0709        50.5499        1.47952        18.6391                 NaN
  1031.04        2500.00                 NaN            NaN  0.516945        3.75457                 NaN            NaN   14.8357                 NaN            NaN   10.0884        50.6337        1.51143        18.6592                 NaN
  1029.56        2500.00                 NaN            NaN   4.30548                 NaN            NaN            NaN   15.0408                 NaN            NaN   10.1085        50.4624        1.46949        18.6134                 NaN
  1028.08        2500.00                 NaN            NaN  0.493698        3.78194                 NaN            NaN   14.8518                 NaN            NaN   10.1056        50.6122        1.50942        18.6454                 NaN
  1026.60        2500.00                 NaN            NaN   4.30891                 NaN            NaN            NaN   15.0610                 NaN            NaN   10.1273        50.4356        1.46662        18.6006                 NaN
  1025.13        2500.00                 NaN            NaN   4.31231                 NaN            NaN            NaN   15.0529                 NaN            NaN   10.1290        50.4381        1.46649        18.6012                 NaN
  1023.65        2500.00                 NaN            NaN   4.31400                 NaN            NaN            NaN   15.0651                 NaN            NaN   10.1394        50.4230        1.46500        18.5934                 NaN
  1022.17        2500.00                 NaN            NaN   4.31561                 NaN            NaN            NaN   15.0770                 NaN            NaN   10.1504        50.4080        1.46357        18.5855                 NaN
  1020.69        2500.00                 NaN            NaN   4.31748                 NaN            NaN            NaN   15.0906                 NaN            NaN   10.1613        50.3918        1.46202        18.5768                 NaN
  1019.21        2500.00                 NaN            NaN   4.31885                 NaN            NaN            NaN   15.1013                 NaN            NaN   10.1715        50.3777        1.46054        18.5701                 NaN
  1017.74        2500.00                 NaN            NaN  0.181660        4.10685                 NaN            NaN   14.9339                 NaN            NaN   10.1823        50.5128        1.50091        18.5816                 NaN
  1016.26        2500.00                 NaN            NaN   4.32330                 NaN            NaN            NaN   15.1300                 NaN            NaN   10.1991        50.3423        1.45716        18.5480                 NaN
  1014.78        2500.00                 NaN            NaN   4.32195                 NaN            NaN            NaN   15.1604                 NaN            NaN   10.2120        50.3127        1.45424        18.5387                 NaN
  1013.30        2500.00                 NaN            NaN  0.127380        4.21577                 NaN            NaN   14.9771                 NaN            NaN   10.1560        50.4677        1.46985        18.5862                 NaN
  1011.82        2500.00                 NaN            NaN   4.32708                 NaN            NaN            NaN   15.1679                 NaN            NaN   10.2262        50.2968        1.45209        18.5300                 NaN
  1010.35        2500.00                 NaN            NaN   4.30548                 NaN            NaN            NaN   15.1746                 NaN            NaN   10.2228        50.2902        1.45496        18.5519                 NaN
  1008.87        2500.00                 NaN            NaN   4.33010                 NaN            NaN            NaN   15.1970                 NaN            NaN   10.2487        50.2625        1.44856        18.5132                 NaN
  1007.39        2500.00                 NaN            NaN   4.30719                 NaN            NaN            NaN   15.2040                 NaN            NaN   10.2452        50.2559        1.45164        18.5361                 NaN
  1005.91        2500.00                 NaN            NaN   4.34293                 NaN            NaN            NaN   15.1558                 NaN            NaN   10.2526        50.2907        1.45290        18.5051                 NaN
  1004.43        2500.00                 NaN            NaN   4.34450                 NaN            NaN            NaN   15.1713                 NaN            NaN   10.2639        50.2729        1.45105        18.4963                 NaN
  1002.96        2500.00                 NaN            NaN   4.34608                 NaN            NaN            NaN   15.1882                 NaN            NaN   10.2763        50.2539        1.44921        18.4863                 NaN
  1001.48        2500.00                 NaN            NaN   4.34763                 NaN            NaN            NaN   15.2047                 NaN            NaN   10.2882        50.2352        1.44732        18.4769                 NaN
  1000.00        2500.00                 NaN            NaN   4.26053                 NaN            NaN            NaN   15.2498                 NaN            NaN   10.2446        50.2153        1.45080        18.5789                 NaN
