|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/EETA/EETA_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          O(HP)          ilm            San(TH)        q             
  1199.99        500.000                 NaN   91.1112       0.999156       0.847113E-001            NaN  0.752785                 NaN            NaN  0.333196E-001   3.47019        3.54866     
  1198.96        500.000                 NaN   94.8221       0.406911                 NaN            NaN  0.433194       0.132371                 NaN  0.269855E-001   2.09427        2.08416     
  1197.92        500.000                 NaN   93.3172       0.641056                 NaN            NaN  0.554858       0.121809                 NaN  0.318977E-001   2.65451        2.67867     
  1196.89        500.000                 NaN   91.8478       0.280566       0.568142                 NaN  0.672533       0.911736E-001            NaN  0.337785E-001   3.22159        3.28444     
  1195.85        500.000                 NaN   93.6439       0.654656                 NaN            NaN  0.525261       0.839332E-001            NaN  0.277446E-001   2.53118        2.53329     
  1194.81        500.000                 NaN   94.1346       0.651224       0.748761E-001            NaN  0.495089                 NaN            NaN  0.199178E-001   2.32687        2.29738     
  1193.78        500.000                 NaN   92.5340       0.556105       0.873749E-005            NaN  0.596153       0.181607                 NaN  0.387340E-001   3.01630        3.07711     
  1192.74        500.000                 NaN   94.2966       0.389400       0.242646                 NaN  0.464566       0.368913E-001            NaN  0.227770E-001   2.30373        2.24336     
  1191.70        500.000                 NaN   91.1595        1.02768                 NaN            NaN  0.736083                 NaN            NaN  0.259255E-001   3.51253        3.53823     
  1190.67        500.000                 NaN   94.1418       0.354390       0.305019                 NaN  0.462971                 NaN            NaN  0.237693E-001   2.41990        2.29216     
  1189.63        500.000                 NaN   90.9923       0.168141E-001  0.982679                 NaN  0.727275                 NaN            NaN  0.281448E-001   3.68135        3.57140     
  1188.60        500.000                 NaN   83.9287        1.59163                 NaN            NaN   1.26495       0.251596E-001            NaN  0.521184E-001   6.63393        6.50351     
  1187.56        500.000                 NaN   71.8510       0.269047        2.38233                 NaN   2.08586                 NaN            NaN  0.971242E-001   12.0649        11.2498     
  1186.52        500.000                 NaN            NaN   7.93441        1.15683                 NaN   7.28414                 NaN            NaN  0.334972        42.9805        40.3092     
  1185.49        500.000                 NaN            NaN   7.86299        1.23291                 NaN   7.28759                 NaN            NaN  0.333188        42.9717        40.3116     
  1184.45        500.000                 NaN            NaN   7.53908        1.55215                 NaN   7.28624                 NaN            NaN  0.334419        42.9751        40.3130     
  1183.41        500.000                 NaN            NaN   7.76315        1.25755                 NaN   7.28423       0.397247E-001            NaN  0.336597        42.9892        40.3295     
  1182.38        500.000                 NaN            NaN   8.47319       0.245603E-005            NaN   7.24736       0.367518                 NaN  0.353900        43.0875        40.4705     
  1181.34        500.000                 NaN            NaN  0.650794        8.45759                 NaN   7.29942                 NaN            NaN  0.329684        42.9435        40.3190     
  1180.31        500.000                 NaN            NaN  0.866842        8.23735                 NaN   7.30391                 NaN            NaN  0.330678        42.9417        40.3195     
  1179.27        500.000                 NaN            NaN   6.52594       0.207533E-005            NaN   7.10550        1.50271                 NaN  0.432101        43.4753        40.9585     
  1178.23        500.000                 NaN            NaN   2.35151        6.74424       0.456494E-005   7.28757                 NaN            NaN  0.333775        42.9624        40.3205     
  1177.20        500.000                 NaN            NaN  0.430978E-002   9.10979                 NaN   7.31158                 NaN            NaN  0.327846        42.9250        40.3215     
  1176.16        500.000                 NaN            NaN   2.04144        7.05727                 NaN   7.30107                 NaN            NaN  0.331780        42.9456        40.3228     
  1175.12        500.000                 NaN            NaN   6.28474       0.184769E-005            NaN   7.08865        1.64239                 NaN  0.441781        43.5195        41.0229     
  1174.09        500.000                 NaN            NaN   2.03017        7.06525                 NaN   7.29580                 NaN            NaN  0.332817        42.9518        40.3241     
  1173.05        500.000                 NaN            NaN   6.22112       0.144035E-003            NaN   7.08502        1.67912                 NaN  0.444088        43.5301        41.0404     
  1172.02        500.000                 NaN            NaN   6.17103       0.135219E-003            NaN   7.08162        1.70796                 NaN  0.446113        43.5393        41.0538     
  1170.98        500.000                 NaN            NaN   6.13582       0.174294E-003            NaN   7.07942        1.72834                 NaN  0.447478        43.5452        41.0636     
  1169.94        500.000                 NaN            NaN   6.13990       0.137796E-003            NaN   7.08200        1.72679                 NaN  0.446599        43.5410        41.0636     
  1168.91        500.000                 NaN            NaN   6.08124                 NaN            NaN   7.07624        1.76023                 NaN  0.449520        43.5535        41.0793     
  1167.87        500.000                 NaN            NaN   6.04393       0.188981E-003            NaN   7.07366        1.78166                 NaN  0.451030        43.5600        41.0895     
  1166.83        500.000                 NaN            NaN   6.02139       0.156002E-003            NaN   7.07264        1.79483                 NaN  0.451818        43.5630        41.0962     
  1165.80        500.000                 NaN            NaN   1.69385        7.30602                 NaN   7.30829       0.619753E-001            NaN  0.333085        42.9391        40.3577     
  1164.76        500.000                 NaN            NaN   1.47435        7.63425                 NaN   7.31950                 NaN            NaN  0.328221        42.9116        40.3321     
  1163.73        500.000                 NaN            NaN   1.88182        6.90303                 NaN   7.29603       0.188920                 NaN  0.340702        42.9759        40.4136     
  1162.69        500.000                 NaN            NaN   1.96414        6.72246                 NaN   7.29047       0.247006                 NaN  0.344174        42.9925        40.4393     
  1161.65        500.000                 NaN            NaN   2.06460        6.50989                 NaN   7.28367       0.312972                 NaN  0.348223        43.0123        40.4683     
  1160.62        500.000                 NaN            NaN   2.15378        6.31798                 NaN   7.27745       0.373513                 NaN  0.351920        43.0303        40.4951     
  1159.58        500.000                 NaN            NaN   6.35971                 NaN            NaN   7.11486        1.61474                 NaN  0.432073        43.4502        41.0284     
  1158.54        500.000                 NaN            NaN   6.27910                 NaN            NaN   7.10838        1.66094                 NaN  0.435506        43.4668        41.0493     
  1157.51        500.000                 NaN            NaN   6.21128                 NaN            NaN   7.10305        1.69991                 NaN  0.438378        43.4803        41.0671     
  1156.47        500.000                 NaN            NaN   6.17214                 NaN            NaN   7.10049        1.72283                 NaN  0.439933        43.4866        41.0780     
  1155.44        500.000                 NaN            NaN   6.11070                 NaN            NaN   7.09555        1.75784                 NaN  0.442571        43.4993        41.0940     
  1154.40        500.000                 NaN            NaN   5.74571                 NaN            NaN   7.05732        1.95505                 NaN  0.462266        43.6026        41.1771     
  1153.36        500.000                 NaN            NaN   6.03884                 NaN            NaN   7.09079        1.79971                 NaN  0.445457        43.5110        41.1142     
  1152.33        500.000                 NaN            NaN   6.00453                 NaN            NaN   7.08844        1.81956                 NaN  0.446846        43.5169        41.1237     
  1151.29        500.000                 NaN            NaN   5.97123                 NaN            NaN   7.08618        1.83882                 NaN  0.448198        43.5225        41.1330     
  1150.25        500.000                 NaN            NaN   5.67432                 NaN            NaN   7.05377        1.99665                 NaN  0.464915        43.6113        41.1990     
  1149.22        500.000                 NaN            NaN   5.90443                 NaN            NaN   7.08103        1.87722                 NaN  0.450867        43.5349        41.1516     
  1148.18        500.000                 NaN            NaN   5.64119                 NaN            NaN   7.05219        2.01597                 NaN  0.466137        43.6152        41.2093     
  1147.15        500.000                 NaN            NaN   5.54096                 NaN            NaN   7.04522        2.07372                 NaN  0.470043        43.6354        41.2347     
  1146.11        500.000                 NaN            NaN   5.52515                 NaN            NaN   7.04443        2.08296                 NaN  0.470651        43.6372        41.2396     
  1145.07        500.000                 NaN            NaN   5.50967                 NaN            NaN   7.04366        2.09200                 NaN  0.471247        43.6389        41.2445     
  1144.04        500.000                 NaN            NaN   5.49480                 NaN            NaN   7.04296        2.10068                 NaN  0.471815        43.6405        41.2492     
  1143.00        500.000                 NaN            NaN   5.48070                 NaN            NaN   7.04231        2.10895                 NaN  0.472347        43.6419        41.2537     
  1141.96        500.000                 NaN            NaN   5.36037                 NaN            NaN   7.03028        2.17366                 NaN  0.478838        43.6754        41.2815     
  1140.93        500.000                 NaN            NaN   5.45489                 NaN            NaN   7.04125        2.12417                 NaN  0.473295        43.6441        41.2623     
  1139.89        500.000                 NaN            NaN   5.69054                 NaN            NaN   7.06832        2.00127                 NaN  0.459483        43.5665        41.2139     
  1138.86        500.000                 NaN            NaN   5.67270                 NaN            NaN   7.06742        2.01171                 NaN  0.460163        43.5686        41.2194     
  1137.82        500.000                 NaN            NaN   5.65532                 NaN            NaN   7.06652        2.02189                 NaN  0.460824        43.5706        41.2248     
  1136.78        500.000                 NaN            NaN   5.63763                 NaN            NaN   7.06552        2.03244                 NaN  0.461484        43.5725        41.2305     
  1135.75        500.000                 NaN            NaN   5.60781                 NaN            NaN   7.06320        2.04879                 NaN  0.462931        43.5791        41.2382     
  1134.71        500.000                 NaN            NaN   5.60608                 NaN            NaN   7.06424        2.05104                 NaN  0.462659        43.5754        41.2406     
  1133.68        500.000                 NaN            NaN   5.59001                 NaN            NaN   7.06345        2.06046                 NaN  0.463268        43.5771        41.2457     
  1132.64        500.000                 NaN            NaN   5.57498                 NaN            NaN   7.06273        2.06929                 NaN  0.463828        43.5787        41.2505     
  1131.60        500.000                 NaN            NaN   5.55427                 NaN            NaN   7.06144        2.08115                 NaN  0.464698        43.5819        41.2566     
  1130.57        500.000                 NaN            NaN   5.27204                 NaN            NaN   7.02878        2.22522                 NaN  0.481513        43.6777        41.3147     
  1129.53        500.000                 NaN            NaN   5.52395                 NaN            NaN   7.05996        2.09888                 NaN  0.465843        43.5851        41.2662     
  1128.49        500.000                 NaN            NaN   5.50606                 NaN            NaN   7.05883        2.10904                 NaN  0.466580        43.5880        41.2715     
  1127.46        500.000                 NaN            NaN   5.30680                 NaN            NaN   7.04054        2.21111                 NaN  0.478913        43.6491        41.3135     
  1126.42        500.000                 NaN            NaN   5.46548                 NaN            NaN   7.05665        2.13205                 NaN  0.468378        43.5941        41.2833     
  1125.39        500.000                 NaN            NaN   5.29604                 NaN            NaN   7.04239        2.21797                 NaN  0.479206        43.6460        41.3184     
  1124.35        500.000                 NaN            NaN   5.46362                 NaN            NaN   7.05785        2.13487                 NaN  0.467967        43.5888        41.2869     
  1123.31        500.000                 NaN            NaN   5.45070                 NaN            NaN   7.05726        2.14246                 NaN  0.468448        43.5899        41.2912     
  1122.28        500.000                 NaN            NaN   5.43526                 NaN            NaN   7.05618        2.15145                 NaN  0.469013        43.5923        41.2958     
  1121.24        500.000                 NaN            NaN   5.21657                 NaN            NaN   7.02948        2.25952                 NaN  0.482894        43.6727        41.3389     
  1120.20        500.000                 NaN            NaN   5.41841                 NaN            NaN   7.05629        2.16179                 NaN  0.469577        43.5913        41.3026     
  1119.17        500.000                 NaN            NaN   5.40842                 NaN            NaN   7.05582        2.16773                 NaN  0.469880        43.5920        41.3062     
  1118.13        500.000                 NaN            NaN   5.39090                 NaN            NaN   7.05513        2.17780                 NaN  0.470642        43.5940        41.3115     
  1117.10        500.000                 NaN            NaN   5.37610                 NaN            NaN   7.05426        2.18610                 NaN  0.471259        43.5964        41.3159     
  1116.06        500.000                 NaN            NaN   5.28870                 NaN            NaN   7.04559        2.23255                 NaN  0.475662        43.6215        41.3360     
  1115.02        500.000                 NaN            NaN   5.35603                 NaN            NaN   7.05346        2.19818                 NaN  0.471934        43.5972        41.3232     
  1113.99        500.000                 NaN            NaN   5.35194                 NaN            NaN   7.05393        2.20116                 NaN  0.471963        43.5953        41.3257     
  1112.95        500.000                 NaN            NaN   5.33634                 NaN            NaN   7.05293        2.20999                 NaN  0.472615        43.5978        41.3304     
  1111.91        500.000                 NaN            NaN   5.32683                 NaN            NaN   7.05270        2.21570                 NaN  0.472938        43.5980        41.3339     
  1110.88        500.000                 NaN            NaN   5.21691                 NaN            NaN   7.04172        2.27351                 NaN  0.478609        43.6309        41.3584     
  1109.84        500.000                 NaN            NaN   5.20436                 NaN            NaN   7.04112        2.28073                 NaN  0.479110        43.6322        41.3625     
  1108.81        500.000                 NaN            NaN   5.19228                 NaN            NaN   7.04057        2.28768                 NaN  0.479590        43.6335        41.3664     
  1107.77        500.000                 NaN            NaN   5.18063                 NaN            NaN   7.04006        2.29440                 NaN  0.480047        43.6346        41.3703     
  1106.73        500.000                 NaN            NaN   5.16932                 NaN            NaN   7.03958        2.30093                 NaN  0.480489        43.6356        41.3741     
  1105.70        500.000                 NaN            NaN   5.15854                 NaN            NaN   7.03915        2.30719                 NaN  0.480905        43.6364        41.3778     
  1104.66        500.000                 NaN            NaN   5.14808                 NaN            NaN   7.03875        2.31326                 NaN  0.481306        43.6372        41.3814     
  1103.62        500.000                 NaN            NaN   5.25662                 NaN            NaN   7.05132        2.25812                 NaN  0.475279        43.5982        41.3605     
  1102.59        500.000                 NaN            NaN   5.24876                 NaN            NaN   7.05123        2.26295                 NaN  0.475530        43.5979        41.3636     
  1101.55        500.000                 NaN            NaN   5.24052                 NaN            NaN   7.05110        2.26794                 NaN  0.475803        43.5978        41.3668     
  1100.52        500.000                 NaN            NaN   5.23214                 NaN            NaN   7.05096        2.27300                 NaN  0.476084        43.5978        41.3700     
  1099.48        500.000                 NaN            NaN   5.22440                 NaN            NaN   7.05087        2.27771                 NaN  0.476332        43.5976        41.3731     
  1098.44        500.000                 NaN            NaN   5.21663                 NaN            NaN   7.05079        2.28246                 NaN  0.476583        43.5973        41.3762     
  1097.41        500.000                 NaN            NaN   5.20900                 NaN            NaN   7.05072        2.28712                 NaN  0.476828        43.5970        41.3793     
  1096.37        500.000                 NaN            NaN   5.20135                 NaN            NaN   7.05064        2.29179                 NaN  0.477076        43.5968        41.3824     
  1095.33        500.000                 NaN            NaN   5.19385                 NaN            NaN   7.05058        2.29637                 NaN  0.477317        43.5965        41.3854     
  1094.30        500.000                 NaN            NaN   5.18651                 NaN            NaN   7.05053        2.30085                 NaN  0.477550        43.5962        41.3884     
  1093.26        500.000                 NaN            NaN   5.17919                 NaN            NaN   7.05048        2.30533                 NaN  0.477783        43.5959        41.3914     
  1092.23        500.000                 NaN            NaN   5.17220                 NaN            NaN   7.05047        2.30965                 NaN  0.477999        43.5954        41.3943     
  1091.19        500.000                 NaN            NaN   5.16512                 NaN            NaN   7.05045        2.31401                 NaN  0.478223        43.5950        41.3972     
  1090.15        500.000                 NaN            NaN   5.15790                 NaN            NaN   7.05040        2.31842                 NaN  0.478454        43.5946        41.4002     
  1089.12        500.000                 NaN            NaN   5.02123                 NaN            NaN   7.03488        2.38674                 NaN  0.486487        43.6431        41.4276     
  1088.08        500.000                 NaN            NaN   5.08951                 NaN            NaN   7.04418        2.35441                 NaN  0.481928        43.6133        41.4167     
  1087.04        500.000                 NaN            NaN   5.00532                 NaN            NaN   7.03430        2.39614                 NaN  0.487069        43.6436        41.4336     
  1086.01        500.000                 NaN            NaN   5.00034                 NaN            NaN   7.03451        2.39938                 NaN  0.487168        43.6425        41.4361     
  1084.97        500.000                 NaN            NaN   4.99539                 NaN            NaN   7.03473        2.40260                 NaN  0.487265        43.6415        41.4385     
  1083.94        500.000                 NaN            NaN   4.99049                 NaN            NaN   7.03494        2.40578                 NaN  0.487363        43.6404        41.4410     
  1082.90        500.000                 NaN            NaN   4.98564                 NaN            NaN   7.03517        2.40893                 NaN  0.487460        43.6394        41.4434     
  1081.86        500.000                 NaN            NaN   4.98084                 NaN            NaN   7.03538        2.41206                 NaN  0.487556        43.6383        41.4459     
  1080.83        500.000                 NaN            NaN   4.97609                 NaN            NaN   7.03561        2.41516                 NaN  0.487648        43.6372        41.4483     
  1079.79        500.000                 NaN            NaN   5.09259                 NaN            NaN   7.05074        2.35890                 NaN  0.480451        43.5889        41.4284     
  1078.75        500.000                 NaN            NaN   5.08726                 NaN            NaN   7.05082        2.36225                 NaN  0.480594        43.5882        41.4308     
  1077.72        500.000                 NaN            NaN   5.08144                 NaN            NaN   7.05092        2.36594                 NaN  0.480762        43.5874        41.4335     
  1076.68        500.000                 NaN            NaN   5.07559                 NaN            NaN   7.05101        2.36961                 NaN  0.480931        43.5867        41.4362     
  1075.65        500.000                 NaN            NaN   5.06932                 NaN            NaN   7.05103        2.37335                 NaN  0.481124        43.5863        41.4389     
  1074.61        500.000                 NaN            NaN   5.06362                 NaN            NaN   7.05114        2.37694                 NaN  0.481288        43.5855        41.4415     
  1073.57        500.000                 NaN            NaN   5.05798                 NaN            NaN   7.05126        2.38049                 NaN  0.481449        43.5847        41.4441     
  1072.54        500.000                 NaN            NaN   5.05242                 NaN            NaN   7.05138        2.38400                 NaN  0.481606        43.5839        41.4467     
  1071.50        500.000                 NaN            NaN   5.04692                 NaN            NaN   7.05151        2.38748                 NaN  0.481762        43.5830        41.4493     
  1070.46        500.000                 NaN            NaN   5.04149                 NaN            NaN   7.05164        2.39092                 NaN  0.481914        43.5822        41.4519     
  1069.43        500.000                 NaN            NaN   5.03612                 NaN            NaN   7.05179        2.39433                 NaN  0.482063        43.5813        41.4544     
  1068.39        500.000                 NaN            NaN   5.03082                 NaN            NaN   7.05193        2.39770                 NaN  0.482210        43.5804        41.4570     
  1067.36        500.000                 NaN            NaN   5.02558                 NaN            NaN   7.05209        2.40103                 NaN  0.482354        43.5795        41.4595     
  1066.32        500.000                 NaN            NaN   5.02040                 NaN            NaN   7.05225        2.40434                 NaN  0.482495        43.5785        41.4620     
  1065.28        500.000                 NaN            NaN   5.01526                 NaN            NaN   7.05242        2.40762                 NaN  0.482635        43.5776        41.4645     
  1064.25        500.000                 NaN            NaN   5.01023                 NaN            NaN   7.05260        2.41084                 NaN  0.482770        43.5766        41.4670     
  1063.21        500.000                 NaN            NaN   5.00523                 NaN            NaN   7.05278        2.41405                 NaN  0.482904        43.5756        41.4695     
  1062.17        500.000                 NaN            NaN   5.00027                 NaN            NaN   7.05297        2.41724                 NaN  0.483036        43.5746        41.4719     
  1061.14        500.000                 NaN            NaN   4.99539                 NaN            NaN   7.05316        2.42038                 NaN  0.483164        43.5735        41.4744     
  1060.10        500.000                 NaN            NaN   4.99056                 NaN            NaN   7.05336        2.42349                 NaN  0.483291        43.5725        41.4768     
  1059.07        500.000                 NaN            NaN   4.98588                 NaN            NaN   7.05359        2.42656                 NaN  0.483409        43.5713        41.4793     
  1058.03        500.000                 NaN            NaN   4.98078                 NaN            NaN   7.05382        2.42985                 NaN  0.483550        43.5702        41.4818     
  1056.99        500.000                 NaN            NaN   4.97637                 NaN            NaN   7.05399        2.43268                 NaN  0.483658        43.5692        41.4841     
  1055.96        500.000                 NaN            NaN   4.97175                 NaN            NaN   7.05422        2.43567                 NaN  0.483775        43.5681        41.4865     
  1054.92        500.000                 NaN            NaN   4.96718                 NaN            NaN   7.05445        2.43865                 NaN  0.483890        43.5669        41.4889     
  1053.88        500.000                 NaN            NaN   4.96267                 NaN            NaN   7.05469        2.44160                 NaN  0.484003        43.5658        41.4913     
  1052.85        500.000                 NaN            NaN   4.95828                 NaN            NaN   7.05494        2.44448                 NaN  0.484109        43.5646        41.4936     
  1051.81        500.000                 NaN            NaN   4.95378                 NaN            NaN   7.05517        2.44741                 NaN  0.484222        43.5634        41.4960     
  1050.78        500.000                 NaN            NaN   4.94942                 NaN            NaN   7.05543        2.45027                 NaN  0.484328        43.5622        41.4983     
  1049.74        500.000                 NaN            NaN   4.94512                 NaN            NaN   7.05569        2.45311                 NaN  0.484432        43.5610        41.5007     
  1048.70        500.000                 NaN            NaN   4.94082                 NaN            NaN   7.05595        2.45594                 NaN  0.484536        43.5597        41.5030     
  1047.67        500.000                 NaN            NaN   4.93660                 NaN            NaN   7.05622        2.45872                 NaN  0.484636        43.5585        41.5053     
  1046.63        500.000                 NaN            NaN   4.93241                 NaN            NaN   7.05650        2.46149                 NaN  0.484734        43.5572        41.5076     
  1045.59        500.000                 NaN            NaN   4.92828                 NaN            NaN   7.05678        2.46424                 NaN  0.484831        43.5559        41.5100     
  1044.56        500.000                 NaN            NaN   4.92419                 NaN            NaN   7.05707        2.46696                 NaN  0.484925        43.5546        41.5122     
  1043.52        500.000                 NaN            NaN   4.92013                 NaN            NaN   7.05736        2.46966                 NaN  0.485018        43.5533        41.5145     
  1042.49        500.000                 NaN            NaN   4.91613                 NaN            NaN   7.05766        2.47233                 NaN  0.485109        43.5520        41.5168     
  1041.45        500.000                 NaN            NaN   4.91220                 NaN            NaN   7.05797        2.47497                 NaN  0.485196        43.5506        41.5191     
  1040.41        500.000                 NaN            NaN   4.90823                 NaN            NaN   7.05827        2.47762                 NaN  0.485286        43.5492        41.5213     
  1039.38        500.000                 NaN            NaN   4.90438                 NaN            NaN   7.05858        2.48022                 NaN  0.485371        43.5478        41.5236     
  1038.34        500.000                 NaN            NaN   4.90058                 NaN            NaN   7.05892        2.48279                 NaN  0.485451        43.5464        41.5258     
  1037.30        500.000                 NaN            NaN   4.89679                 NaN            NaN   7.05924        2.48535                 NaN  0.485532        43.5450        41.5281     
  1036.27        500.000                 NaN            NaN   4.89299                 NaN            NaN   7.05957        2.48792                 NaN  0.485614        43.5436        41.5303     
  1035.23        500.000                 NaN            NaN   4.88935                 NaN            NaN   7.05992        2.49040                 NaN  0.485687        43.5421        41.5325     
  1034.20        500.000                 NaN            NaN   4.88564                 NaN            NaN   7.06025        2.49293                 NaN  0.485766        43.5407        41.5348     
  1033.16        500.000                 NaN            NaN   4.88203                 NaN            NaN   7.06060        2.49540                 NaN  0.485839        43.5392        41.5370     
  1032.12        500.000                 NaN            NaN   4.87845                 NaN            NaN   7.06096        2.49785                 NaN  0.485910        43.5377        41.5392     
  1031.09        500.000                 NaN            NaN   4.87492                 NaN            NaN   7.06132        2.50028                 NaN  0.485980        43.5362        41.5414     
  1030.05        500.000                 NaN            NaN   4.87141                 NaN            NaN   7.06168        2.50270                 NaN  0.486048        43.5346        41.5435     
  1029.01        500.000                 NaN            NaN   4.86795                 NaN            NaN   7.06206        2.50509                 NaN  0.486114        43.5331        41.5457     
  1027.98        500.000                 NaN            NaN   4.86452                 NaN            NaN   7.06243        2.50747                 NaN  0.486179        43.5315        41.5479     
  1026.94        500.000                 NaN            NaN   4.81693                 NaN            NaN   7.05676        2.53004                 NaN  0.489027        43.5503        41.5570     
  1025.91        500.000                 NaN            NaN   4.85778                 NaN            NaN   7.06320        2.51217                 NaN  0.486304        43.5283        41.5522     
  1024.87        500.000                 NaN            NaN   4.85446                 NaN            NaN   7.06359        2.51449                 NaN  0.486364        43.5267        41.5544     
  1023.83        500.000                 NaN            NaN   4.85117                 NaN            NaN   7.06399        2.51679                 NaN  0.486422        43.5251        41.5565     
  1022.80        500.000                 NaN            NaN   4.84792                 NaN            NaN   7.06439        2.51908                 NaN  0.486479        43.5235        41.5587     
  1021.76        500.000                 NaN            NaN   4.84470                 NaN            NaN   7.06480        2.52135                 NaN  0.486534        43.5218        41.5608     
  1020.72        500.000                 NaN            NaN   4.84152                 NaN            NaN   7.06521        2.52360                 NaN  0.486588        43.5201        41.5629     
  1019.69        500.000                 NaN            NaN   4.83838                 NaN            NaN   7.06563        2.52584                 NaN  0.486640        43.5184        41.5651     
  1018.65        500.000                 NaN            NaN   4.83526                 NaN            NaN   7.06606        2.52806                 NaN  0.486691        43.5167        41.5672     
  1017.62        500.000                 NaN            NaN   4.83218                 NaN            NaN   7.06648        2.53026                 NaN  0.486740        43.5150        41.5693     
  1016.58        500.000                 NaN            NaN   4.82913                 NaN            NaN   7.06692        2.53245                 NaN  0.486788        43.5133        41.5714     
  1015.54        500.000                 NaN            NaN   4.82611                 NaN            NaN   7.06736        2.53461                 NaN  0.486834        43.5116        41.5735     
  1014.51        500.000                 NaN            NaN   4.82313                 NaN            NaN   7.06780        2.53677                 NaN  0.486879        43.5098        41.5756     
  1013.47        500.000                 NaN            NaN   4.82017                 NaN            NaN   7.06825        2.53891                 NaN  0.486922        43.5080        41.5777     
  1012.43        500.000                 NaN            NaN   4.81703                 NaN            NaN   7.06866        2.54106                 NaN  0.486977        43.5065        41.5798     
  1011.40        500.000                 NaN            NaN   4.81414                 NaN            NaN   7.06912        2.54317                 NaN  0.487018        43.5046        41.5819     
  1010.36        500.000                 NaN            NaN   4.81120                 NaN            NaN   7.06957        2.54530                 NaN  0.487061        43.5029        41.5840     
  1009.33        500.000                 NaN            NaN   4.80834                 NaN            NaN   7.07004        2.54739                 NaN  0.487101        43.5010        41.5861     
  1008.29        500.000                 NaN            NaN   4.80558                 NaN            NaN   7.07052        2.54944                 NaN  0.487135        43.4992        41.5882     
  1007.25        500.000                 NaN            NaN   4.80280                 NaN            NaN   7.07100        2.55149                 NaN  0.487170        43.4973        41.5902     
  1006.22        500.000                 NaN            NaN   4.80006                 NaN            NaN   7.07148        2.55352                 NaN  0.487204        43.4954        41.5923     
  1005.18        500.000                 NaN            NaN   4.79737                 NaN            NaN   7.07197        2.55554                 NaN  0.487235        43.4935        41.5943     
  1004.14        500.000                 NaN            NaN   4.79472                 NaN            NaN   7.07247        2.55753                 NaN  0.487263        43.4916        41.5964     
  1003.11        500.000                 NaN            NaN   4.79205                 NaN            NaN   7.07297        2.55952                 NaN  0.487293        43.4897        41.5984     
  1002.07        500.000                 NaN            NaN   4.78943                 NaN            NaN   7.07348        2.56150                 NaN  0.487321        43.4878        41.6005     
  1001.04        500.000                 NaN            NaN   4.78680                 NaN            NaN   7.07399        2.56348                 NaN  0.487351        43.4858        41.6025     
  1000.00        500.000                 NaN            NaN   4.74919                 NaN            NaN   7.06929        2.58064                 NaN  0.489707        43.5019        41.6093     
