|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q             
  1539.27        2500.00        98.3874                 NaN  0.164948       0.714474E-002   1.44047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.77        2500.00        98.4064                 NaN  0.158512       0.701147E-002   1.42811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.27        2500.00        98.4283                 NaN  0.159929       0.678521E-002   1.40497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.77        2500.00        96.2856                 NaN  0.188543       0.143453E-001   3.38346       0.481341E-001            NaN            NaN  0.799363E-001            NaN            NaN            NaN            NaN
  1533.27        2500.00        99.9952                 NaN  0.212713E-004  0.263861E-003  0.447719E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.76        2500.00        99.8178                 NaN  0.179087E-001  0.519330E-003  0.163750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.26        2500.00        97.6255                 NaN  0.232766       0.978346E-002   2.13194                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.76        2500.00        98.3956                 NaN  0.118257       0.499976E-002   1.43536                 NaN            NaN            NaN  0.458276E-001            NaN            NaN            NaN            NaN
  1527.26        2500.00        98.3228                 NaN            NaN  0.469121E-002   1.44515       0.147890                 NaN            NaN  0.794451E-001            NaN            NaN            NaN            NaN
  1525.75        2500.00        98.3407                 NaN            NaN  0.457924E-002  0.164084        1.41287                 NaN            NaN  0.777909E-001            NaN            NaN            NaN            NaN
  1524.25        2500.00        98.3611                 NaN            NaN  0.445376E-002  0.173129        1.38482                 NaN            NaN  0.765084E-001            NaN            NaN            NaN            NaN
  1522.75        2500.00        98.3873                 NaN            NaN  0.428464E-002   1.35409       0.179466                 NaN            NaN  0.748345E-001            NaN            NaN            NaN            NaN
  1521.25        2500.00        98.4101                 NaN            NaN  0.414541E-002   1.32582       0.186599                 NaN            NaN  0.733225E-001            NaN            NaN            NaN            NaN
  1519.75        2500.00        98.4323                 NaN            NaN  0.399506E-002  0.192117        1.29962                 NaN            NaN  0.719569E-001            NaN            NaN            NaN            NaN
  1518.24        2500.00        98.4551                 NaN            NaN  0.385964E-002  0.198493        1.27212                 NaN            NaN  0.704476E-001            NaN            NaN            NaN            NaN
  1516.74        2500.00        98.4761                 NaN            NaN  0.372256E-002  0.203109        1.24802                 NaN            NaN  0.690734E-001            NaN            NaN            NaN            NaN
  1515.24        2500.00        98.4970                 NaN            NaN  0.358579E-002  0.207846        1.22386                 NaN            NaN  0.676714E-001            NaN            NaN            NaN            NaN
  1513.74        2500.00        98.5168                 NaN            NaN  0.346037E-002  0.212508        1.20078                 NaN            NaN  0.664067E-001            NaN            NaN            NaN            NaN
  1512.23        2500.00        98.5335                 NaN            NaN  0.332639E-002  0.215706        1.18214                 NaN            NaN  0.653215E-001            NaN            NaN            NaN            NaN
  1510.73        2500.00        98.5594                 NaN            NaN  0.320174E-002   1.15274       0.221153                 NaN            NaN  0.635559E-001            NaN            NaN            NaN            NaN
  1509.23        2500.00        98.5743                 NaN            NaN  0.308402E-002  0.224120        1.13592                 NaN            NaN  0.625371E-001            NaN            NaN            NaN            NaN
  1507.73        2500.00        98.5925                 NaN            NaN  0.296390E-002   1.11574       0.227508                 NaN            NaN  0.612923E-001            NaN            NaN            NaN            NaN
  1506.23        2500.00        98.6109                 NaN            NaN  0.283755E-002  0.229436        1.09667                 NaN            NaN  0.601622E-001            NaN            NaN            NaN            NaN
  1504.72        2500.00        98.6279                 NaN            NaN  0.272835E-002  0.232691        1.07770                 NaN            NaN  0.589988E-001            NaN            NaN            NaN            NaN
  1503.22        2500.00        98.6452                 NaN            NaN  0.260772E-002  0.234753        1.05959                 NaN            NaN  0.578618E-001            NaN            NaN            NaN            NaN
  1501.72        2500.00        98.6614                 NaN            NaN  0.249756E-002  0.236913        1.04238                 NaN            NaN  0.567619E-001            NaN            NaN            NaN            NaN
  1500.22        2500.00        98.6774                 NaN            NaN  0.239180E-002  0.239353        1.02515                 NaN            NaN  0.557428E-001            NaN            NaN            NaN            NaN
  1498.72        2500.00        98.6932                 NaN            NaN  0.228365E-002  0.240751        1.00908                 NaN            NaN  0.546642E-001            NaN            NaN            NaN            NaN
  1497.21        2500.00        98.7084                 NaN            NaN  0.217868E-002  0.242269       0.993480                 NaN            NaN  0.536275E-001            NaN            NaN            NaN            NaN
  1495.71        2500.00        98.9355                 NaN            NaN  0.174058E-002  0.815584       0.203258                 NaN            NaN  0.438684E-001            NaN            NaN            NaN            NaN
  1494.21        2500.00        98.5236                 NaN            NaN  0.232142E-002  0.286469        1.12716                 NaN            NaN  0.604510E-001            NaN            NaN            NaN            NaN
  1492.71        2500.00        98.7538                 NaN            NaN  0.187896E-002  0.246181       0.947595                 NaN            NaN  0.505067E-001            NaN            NaN            NaN            NaN
  1491.20        2500.00        98.7663                 NaN            NaN  0.178317E-002  0.935255       0.246957                 NaN            NaN  0.496753E-001            NaN            NaN            NaN            NaN
  1489.70        2500.00        98.7805                 NaN            NaN  0.168788E-002  0.247350       0.921786                 NaN            NaN  0.486760E-001            NaN            NaN            NaN            NaN
  1488.20        2500.00        98.7934                 NaN            NaN  0.159703E-002  0.908836       0.248393                 NaN            NaN  0.477935E-001            NaN            NaN            NaN            NaN
  1486.70        2500.00        98.8063                 NaN            NaN  0.151174E-002  0.895833       0.249444                 NaN            NaN  0.469239E-001            NaN            NaN            NaN            NaN
  1485.20        2500.00        98.8198                 NaN            NaN  0.142133E-002  0.249404       0.883435                 NaN            NaN  0.459603E-001            NaN            NaN            NaN            NaN
  1483.69        2500.00        98.8313                 NaN            NaN  0.133670E-002  0.249828       0.872278                 NaN            NaN  0.452126E-001            NaN            NaN            NaN            NaN
  1482.19        2500.00        98.8445                 NaN            NaN  0.124828E-002  0.860459       0.249647                 NaN            NaN  0.441935E-001            NaN            NaN            NaN            NaN
  1480.69        2500.00        98.8508                 NaN            NaN  0.116992E-002  0.853716       0.250617                 NaN            NaN  0.436840E-001            NaN            NaN            NaN            NaN
  1479.19        2500.00        98.8719                 NaN            NaN  0.109157E-002  0.250230       0.834457                 NaN            NaN  0.423078E-001            NaN            NaN            NaN            NaN
  1477.69        2500.00        98.8790                 NaN            NaN  0.101292E-002  0.828076       0.250181                 NaN            NaN  0.417653E-001            NaN            NaN            NaN            NaN
  1476.18        2500.00        98.8895                 NaN            NaN  0.935364E-003  0.250300       0.818224                 NaN            NaN  0.410599E-001            NaN            NaN            NaN            NaN
  1474.68        2500.00        98.9014                 NaN            NaN  0.860741E-003  0.807733       0.249832                 NaN            NaN  0.401811E-001            NaN            NaN            NaN            NaN
  1473.18        2500.00        98.9115                 NaN            NaN  0.787256E-003  0.798778       0.249512                 NaN            NaN  0.394125E-001            NaN            NaN            NaN            NaN
  1471.68        2500.00        98.9220                 NaN            NaN  0.716313E-003  0.789000       0.249621                 NaN            NaN  0.386944E-001            NaN            NaN            NaN            NaN
  1470.17        2500.00        98.9313                 NaN            NaN  0.645922E-003  0.248590       0.781398                 NaN            NaN  0.380429E-001            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.9435                 NaN            NaN  0.580451E-003  0.248328       0.770507                 NaN            NaN  0.371007E-001            NaN            NaN            NaN            NaN
  1467.17        2500.00        98.9497                 NaN            NaN  0.509544E-003  0.247855       0.765296                 NaN            NaN  0.366170E-001            NaN            NaN            NaN            NaN
  1465.67        2500.00        98.9641                 NaN            NaN  0.454049E-003  0.248634       0.751219                 NaN            NaN  0.355920E-001            NaN            NaN            NaN            NaN
  1464.17        2500.00        98.9707                 NaN            NaN  0.383774E-003  0.246802       0.746986                 NaN            NaN  0.350811E-001            NaN            NaN            NaN            NaN
  1462.66        2500.00        98.9796                 NaN            NaN  0.321952E-003  0.245781       0.739898                 NaN            NaN  0.344300E-001            NaN            NaN            NaN            NaN
  1461.16        2500.00        98.9902                 NaN            NaN  0.267014E-003  0.245897       0.730093                 NaN            NaN  0.335618E-001            NaN            NaN            NaN            NaN
  1459.66        2500.00        99.0728                 NaN            NaN  0.185250E-003  0.224236       0.672126                 NaN            NaN  0.306386E-001            NaN            NaN            NaN            NaN
  1458.16        2500.00        98.9309                 NaN            NaN  0.167033E-003  0.264090       0.770156                 NaN            NaN  0.346412E-001            NaN            NaN            NaN            NaN
  1456.66        2500.00        99.0148                 NaN            NaN  0.944485E-004  0.244035       0.709364                 NaN            NaN  0.316901E-001            NaN            NaN            NaN            NaN
  1455.15        2500.00        99.0232                 NaN            NaN  0.395962E-004  0.243083       0.702673                 NaN            NaN  0.309919E-001            NaN            NaN            NaN            NaN
  1453.65        2500.00        99.0307                 NaN            NaN  0.222612E-004  0.242746       0.696083                 NaN            NaN  0.304926E-001            NaN            NaN            NaN            NaN
  1452.15        2500.00        99.0391                 NaN            NaN            NaN  0.241115       0.690195                 NaN            NaN  0.296328E-001            NaN            NaN            NaN            NaN
  1450.65        2500.00        99.0483                 NaN            NaN  0.712398E-003  0.242479       0.679708                 NaN            NaN  0.287719E-001            NaN            NaN            NaN            NaN
  1449.14        2500.00        99.0545                 NaN            NaN            NaN  0.239472       0.677524                 NaN            NaN  0.284872E-001            NaN            NaN            NaN            NaN
  1447.64        2500.00        99.0637                 NaN            NaN  0.209010E-002  0.662439       0.244716                 NaN            NaN  0.270718E-001            NaN            NaN            NaN            NaN
  1446.14        2500.00        99.0649                 NaN            NaN            NaN  0.668190       0.239569                 NaN            NaN  0.273341E-001            NaN            NaN            NaN            NaN
  1444.64        2500.00        99.0811                 NaN            NaN            NaN  0.655889       0.236734                 NaN            NaN  0.263250E-001            NaN            NaN            NaN            NaN
  1443.14        2500.00        99.0831                 NaN            NaN            NaN  0.236544       0.654409                 NaN            NaN  0.259959E-001            NaN            NaN            NaN            NaN
  1441.63        2500.00        99.0907                 NaN            NaN  0.117210E-002  0.239274       0.643800                 NaN            NaN  0.250571E-001            NaN            NaN            NaN            NaN
  1440.13        2500.00        99.0975                 NaN            NaN            NaN  0.642395       0.235354                 NaN            NaN  0.247344E-001            NaN            NaN            NaN            NaN
  1438.63        2500.00        99.1032                 NaN            NaN            NaN  0.638370       0.234269                 NaN            NaN  0.242068E-001            NaN            NaN            NaN            NaN
  1437.13        2500.00        98.6692                 NaN            NaN            NaN  0.343766       0.951760                 NaN            NaN  0.352657E-001            NaN            NaN            NaN            NaN
  1435.63        2500.00        98.5106                 NaN            NaN            NaN  0.458527       0.513104                 NaN            NaN  0.835202E-001  0.434284                 NaN            NaN            NaN
  1434.12        2500.00        97.0312                 NaN            NaN            NaN   1.01049       0.914835                 NaN            NaN  0.166683       0.876778                 NaN            NaN            NaN
  1432.62        2500.00        97.1260                 NaN            NaN            NaN  0.884872       0.980009                 NaN            NaN  0.160215       0.848901                 NaN            NaN            NaN
  1431.12        2500.00        97.2133                 NaN            NaN            NaN  0.858612       0.950574                 NaN            NaN  0.154121       0.823410                 NaN            NaN            NaN
  1429.62        2500.00        97.3011                 NaN            NaN            NaN  0.922501       0.830498                 NaN            NaN  0.148614       0.797254                 NaN            NaN            NaN
  1428.11        2500.00        97.3784                 NaN            NaN            NaN  0.806208       0.897923                 NaN            NaN  0.143097       0.774392                 NaN            NaN            NaN
  1426.61        2500.00        97.4550                 NaN            NaN            NaN  0.873073       0.782121                 NaN            NaN  0.137975       0.751842                 NaN            NaN            NaN
  1425.11        2500.00        97.5251                 NaN            NaN            NaN  0.760731       0.849940                 NaN            NaN  0.133237       0.731011                 NaN            NaN            NaN
  1423.61        2500.00        97.5918                 NaN            NaN            NaN  0.737796       0.830067                 NaN            NaN  0.128808       0.711578                 NaN            NaN            NaN
  1422.11        2500.00        97.6598                 NaN            NaN            NaN  0.719678       0.805482                 NaN            NaN  0.123940       0.691094                 NaN            NaN            NaN
  1420.60        2500.00        97.7204                 NaN            NaN            NaN  0.785370       0.701071                 NaN            NaN  0.119896       0.673255                 NaN            NaN            NaN
  1419.10        2500.00        97.7788                 NaN            NaN            NaN  0.765463       0.683856                 NaN            NaN  0.115924       0.655908                 NaN            NaN            NaN
  1417.60        2500.00        97.8336                 NaN            NaN            NaN  0.666935       0.747867                 NaN            NaN  0.112120       0.639523                 NaN            NaN            NaN
  1416.10        2500.00        97.8869                 NaN            NaN            NaN  0.651244       0.729639                 NaN            NaN  0.108449       0.623727                 NaN            NaN            NaN
  1414.59        2500.00        97.9393                 NaN            NaN            NaN  0.710790       0.637033                 NaN            NaN  0.104722       0.608118                 NaN            NaN            NaN
  1413.09        2500.00        97.9865                 NaN            NaN            NaN  0.696539       0.621591                 NaN            NaN  0.101350       0.594026                 NaN            NaN            NaN
  1411.59        2500.00        98.0338                 NaN            NaN            NaN  0.679847       0.608423                 NaN            NaN  0.980924E-001  0.579805                 NaN            NaN            NaN
  1410.09        2500.00        98.0783                 NaN            NaN            NaN  0.664292       0.595957                 NaN            NaN  0.949216E-001  0.566532                 NaN            NaN            NaN
  1408.59        2500.00        98.1209                 NaN            NaN            NaN  0.583444       0.650004                 NaN            NaN  0.919121E-001  0.553753                 NaN            NaN            NaN
  1407.08        2500.00        98.1621                 NaN            NaN            NaN  0.571654       0.635825                 NaN            NaN  0.890770E-001  0.541316                 NaN            NaN            NaN
  1405.58        2500.00        98.2004                 NaN            NaN            NaN  0.560344       0.623055                 NaN            NaN  0.862707E-001  0.529896                 NaN            NaN            NaN
  1404.08        2500.00        98.2409                 NaN            NaN            NaN  0.608338       0.549657                 NaN            NaN  0.834448E-001  0.517661                 NaN            NaN            NaN
  1402.58        2500.00        98.2762                 NaN            NaN            NaN  0.596523       0.539073                 NaN            NaN  0.810880E-001  0.507117                 NaN            NaN            NaN
  1401.08        2500.00        98.3116                 NaN            NaN            NaN  0.530419       0.583315                 NaN            NaN  0.782776E-001  0.496353                 NaN            NaN            NaN
  1399.57        2500.00        98.3453                 NaN            NaN            NaN  0.521075       0.571517                 NaN            NaN  0.758819E-001  0.486272                 NaN            NaN            NaN
  1398.07        2500.00        98.3772                 NaN            NaN            NaN  0.512398       0.560411                 NaN            NaN  0.735183E-001  0.476500                 NaN            NaN            NaN
  1396.57        2500.00        98.4095                 NaN            NaN            NaN  0.548712       0.503867                 NaN            NaN  0.711511E-001  0.466814                 NaN            NaN            NaN
  1395.07        2500.00        98.4393                 NaN            NaN            NaN  0.537803       0.496208                 NaN            NaN  0.689292E-001  0.457762                 NaN            NaN            NaN
  1393.56        2500.00        98.4688                 NaN            NaN            NaN  0.489065       0.526695                 NaN            NaN  0.666805E-001  0.448792                 NaN            NaN            NaN
  1392.06        2500.00        98.4968                 NaN            NaN            NaN  0.517036       0.481359                 NaN            NaN  0.645832E-001  0.440260                 NaN            NaN            NaN
  1390.56        2500.00        98.5241                 NaN            NaN            NaN  0.506980       0.474503                 NaN            NaN  0.624758E-001  0.431962                 NaN            NaN            NaN
  1389.06        2500.00        98.5505                 NaN            NaN            NaN  0.497312       0.467741                 NaN            NaN  0.605060E-001  0.423922                 NaN            NaN            NaN
  1387.56        2500.00        98.5756                 NaN            NaN            NaN  0.462472       0.487381                 NaN            NaN  0.584096E-001  0.416156                 NaN            NaN            NaN
  1386.05        2500.00        98.5986                 NaN            NaN            NaN  0.455471       0.480016                 NaN            NaN  0.566439E-001  0.409269                 NaN            NaN            NaN
  1384.55        2500.00        98.6260                 NaN            NaN            NaN  0.449780       0.468888                 NaN            NaN  0.546437E-001  0.400647                 NaN            NaN            NaN
  1383.05        2500.00        98.6472                 NaN            NaN            NaN  0.460863       0.444683                 NaN            NaN  0.529451E-001  0.394331                 NaN            NaN            NaN
  1381.55        2500.00        98.6695                 NaN            NaN            NaN  0.452529       0.439132                 NaN            NaN  0.513186E-001  0.387545                 NaN            NaN            NaN
  1380.05        2500.00        98.6918                 NaN            NaN            NaN  0.443779       0.434607                 NaN            NaN  0.492966E-001  0.380470                 NaN            NaN            NaN
  1378.54        2500.00        98.7125                 NaN            NaN            NaN  0.435263       0.430304                 NaN            NaN  0.477040E-001  0.374233                 NaN            NaN            NaN
  1377.04        2500.00        98.7325                 NaN            NaN            NaN  0.425994       0.427654                 NaN            NaN  0.458877E-001  0.367993                 NaN            NaN            NaN
  1375.54        2500.00        98.7518                 NaN            NaN            NaN  0.421123       0.420732                 NaN            NaN  0.443373E-001  0.362030                 NaN            NaN            NaN
  1374.04        2500.00        98.7714                 NaN            NaN            NaN  0.411833       0.418019                 NaN            NaN  0.427295E-001  0.355979                 NaN            NaN            NaN
  1372.53        2500.00        98.7897                 NaN            NaN            NaN  0.404723       0.414094                 NaN            NaN  0.411452E-001  0.350322                 NaN            NaN            NaN
  1371.03        2500.00        98.8074                 NaN            NaN            NaN  0.410557       0.397679                 NaN            NaN  0.395896E-001  0.344807                 NaN            NaN            NaN
  1369.53        2500.00        98.8247                 NaN            NaN            NaN  0.390239       0.407534                 NaN            NaN  0.380848E-001  0.339433                 NaN            NaN            NaN
  1368.03        2500.00        98.8416                 NaN            NaN            NaN  0.403578       0.383881                 NaN            NaN  0.366943E-001  0.334204                 NaN            NaN            NaN
  1366.53        2500.00        98.8582                 NaN            NaN            NaN  0.375619       0.402187                 NaN            NaN  0.350597E-001  0.328927                 NaN            NaN            NaN
  1365.02        2500.00        98.8727                 NaN            NaN            NaN  0.398954       0.369905                 NaN            NaN  0.339069E-001  0.324574                 NaN            NaN            NaN
  1363.52        2500.00        98.8910                 NaN            NaN            NaN  0.396152       0.362101                 NaN            NaN  0.321472E-001  0.318609                 NaN            NaN            NaN
  1362.02        2500.00        98.9046                 NaN            NaN            NaN  0.355870       0.394197                 NaN            NaN  0.308728E-001  0.314509                 NaN            NaN            NaN
  1360.52        2500.00        98.9188                 NaN            NaN            NaN  0.391765       0.349793                 NaN            NaN  0.295612E-001  0.310104                 NaN            NaN            NaN
  1359.02        2500.00        98.9331                 NaN            NaN            NaN  0.390666       0.342728                 NaN            NaN  0.280848E-001  0.305457                 NaN            NaN            NaN
  1357.51        2500.00        98.9458                 NaN            NaN            NaN  0.336258       0.389576                 NaN            NaN  0.268455E-001  0.301530                 NaN            NaN            NaN
  1356.01        2500.00        98.9606                 NaN            NaN            NaN  0.329291       0.387990                 NaN            NaN  0.253791E-001  0.296788                 NaN            NaN            NaN
  1354.51        2500.00        98.9722                 NaN            NaN            NaN  0.386917       0.323676                 NaN            NaN  0.240960E-001  0.293143                 NaN            NaN            NaN
  1353.01        2500.00        98.9856                 NaN            NaN            NaN  0.385816       0.316969                 NaN            NaN  0.227720E-001  0.288868                 NaN            NaN            NaN
  1351.50        2500.00        98.9973                 NaN            NaN            NaN  0.385277       0.310692                 NaN            NaN  0.215428E-001  0.285220                 NaN            NaN            NaN
  1350.00        2500.00        99.0093                 NaN            NaN            NaN  0.385467       0.303737                 NaN            NaN  0.201842E-001  0.281334                 NaN            NaN            NaN
  1348.50        2500.00        99.0207                 NaN            NaN            NaN  0.297293       0.385212                 NaN            NaN  0.190376E-001  0.277802                 NaN            NaN            NaN
  1347.00        2500.00        99.0316                 NaN            NaN            NaN  0.385226       0.291185                 NaN            NaN  0.177491E-001  0.274203                 NaN            NaN            NaN
  1345.50        2500.00        99.0424                 NaN            NaN            NaN  0.385226       0.285093                 NaN            NaN  0.165012E-001  0.270765                 NaN            NaN            NaN
  1343.99        2500.00        99.0528                 NaN            NaN            NaN  0.278401       0.385996                 NaN            NaN  0.152979E-001  0.267499                 NaN            NaN            NaN
  1342.49        2500.00        99.0628                 NaN            NaN            NaN  0.271017       0.387679                 NaN            NaN  0.141710E-001  0.264309                 NaN            NaN            NaN
  1340.99        2500.00        99.0729                 NaN            NaN            NaN  0.264437       0.388862                 NaN            NaN  0.128023E-001  0.260960                 NaN            NaN            NaN
  1339.49        2500.00        99.0821                 NaN            NaN            NaN  0.257874       0.390315                 NaN            NaN  0.116760E-001  0.258030                 NaN            NaN            NaN
  1337.98        2500.00        99.0913                 NaN            NaN            NaN  0.249884       0.393401                 NaN            NaN  0.104185E-001  0.255029                 NaN            NaN            NaN
  1336.48        2500.00        99.1001                 NaN            NaN            NaN  0.241497       0.397116                 NaN            NaN  0.913387E-002  0.252168                 NaN            NaN            NaN
  1334.98        2500.00        99.1087                 NaN            NaN            NaN  0.399137       0.234628                 NaN            NaN  0.805139E-002  0.249434                 NaN            NaN            NaN
  1333.48        2500.00        99.1169                 NaN            NaN            NaN  0.403797       0.225635                 NaN            NaN  0.683048E-002  0.246855                 NaN            NaN            NaN
  1331.98        2500.00        99.1248                 NaN            NaN            NaN  0.410625       0.215183                 NaN            NaN  0.538569E-002  0.243986                 NaN            NaN            NaN
  1330.47        2500.00        99.1325                 NaN            NaN            NaN  0.416294       0.205251                 NaN            NaN  0.426204E-002  0.241651                 NaN            NaN            NaN
  1328.97        2500.00        99.1401                 NaN            NaN            NaN  0.423332       0.194163                 NaN            NaN  0.321525E-002  0.239145                 NaN            NaN            NaN
  1327.47        2500.00        99.1454                 NaN            NaN            NaN  0.439599       0.176092                 NaN            NaN  0.158249E-002  0.237361                 NaN            NaN            NaN
  1325.97        2500.00        99.1557                 NaN            NaN            NaN  0.438953       0.170558                 NaN            NaN  0.878378E-003  0.233909                 NaN            NaN            NaN
  1324.47        2500.00        99.1595                 NaN            NaN            NaN  0.456907       0.150723                 NaN            NaN            NaN  0.232850                 NaN            NaN            NaN
  1322.96        2500.00        99.1636                 NaN            NaN            NaN  0.163842       0.434797                 NaN            NaN  0.499563E-002  0.232810                 NaN            NaN            NaN
