|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1564.81        2500.00                 NaN   99.4426       0.497958       0.594009E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        2500.00                 NaN   99.4489       0.492035       0.590612E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        2500.00                 NaN   99.4523       0.489986       0.577150E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        2500.00                 NaN   99.3914       0.542673       0.658794E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        2500.00                 NaN   99.5869       0.370687       0.423915E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.25        2500.00                 NaN   99.4060       0.533510       0.605050E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        2500.00                 NaN   99.4730       0.471865       0.551026E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.23        2500.00                 NaN   99.4756       0.469471       0.549759E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.72        2500.00                 NaN   99.4805       0.465924       0.535610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.21        2500.00                 NaN   99.4737       0.479651       0.466708E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        2500.00                 NaN   99.4939       0.444332       0.617483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.19        2500.00                 NaN   99.4936       0.460622       0.457871E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        2500.00                 NaN   99.4952       0.455881       0.489389E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.17        2500.00                 NaN   99.4994       0.451613       0.489813E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        2500.00                 NaN   99.2725       0.660459       0.670493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        2500.00                 NaN   99.7362       0.238101       0.256734E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        2500.00                 NaN   99.6870       0.282445       0.305728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        2500.00                 NaN   99.3376       0.599038       0.633989E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        2500.00                 NaN   99.5181       0.437516       0.444002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        2500.00                 NaN   99.5219       0.433121       0.449313E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        2500.00                 NaN   99.5254       0.430872       0.437411E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        2500.00                 NaN   99.5278       0.429199       0.429779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        2500.00                 NaN   99.5324       0.425675       0.419392E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        2500.00                 NaN   99.5353       0.423601       0.411439E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        2500.00                 NaN   99.5389       0.420576       0.405249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        2500.00                 NaN   99.5434       0.414223       0.424160E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        2500.00                 NaN   99.5451       0.416009       0.388949E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        2500.00                 NaN   99.5141       0.442370       0.435493E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        2500.00                 NaN   99.5860       0.380131       0.338627E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        2500.00                 NaN   99.5537       0.409853       0.364728E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        2500.00                 NaN   99.5528       0.411990       0.352593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        2500.00                 NaN   99.5647       0.398217       0.371109E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        2500.00                 NaN   99.5630       0.402360       0.346675E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        2500.00                 NaN   99.5642       0.402353       0.334072E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        2500.00                 NaN   99.4004       0.552792       0.467981E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        2500.00                 NaN   99.7400       0.241263       0.187695E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        2500.00                 NaN   99.5735       0.395572       0.309665E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        2500.00                 NaN   99.5746       0.393488       0.318984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        2500.00                 NaN   99.5805       0.389950       0.295683E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        2500.00                 NaN   99.4693       0.495829       0.349135E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        2500.00                 NaN   99.6950       0.284322       0.207100E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        2500.00                 NaN   99.5864       0.385311       0.282932E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        2500.00                 NaN   99.5879       0.383737       0.266520E-001            NaN  0.173409E-002            NaN            NaN            NaN            NaN            NaN
  1499.87        2500.00                 NaN   99.2817                 NaN            NaN            NaN  0.718322                 NaN            NaN            NaN            NaN            NaN
  1498.36        2500.00                 NaN   99.7643       0.222667E-001            NaN            NaN  0.213401                 NaN            NaN            NaN            NaN            NaN
  1496.85        2500.00                 NaN   99.3863                 NaN  0.619320E-002            NaN  0.607463                 NaN            NaN            NaN            NaN            NaN
  1495.34        2500.00                 NaN   99.4778                 NaN            NaN            NaN  0.522174                 NaN            NaN            NaN            NaN            NaN
  1493.83        2500.00                 NaN   99.4518                 NaN            NaN            NaN  0.548217                 NaN            NaN            NaN            NaN            NaN
  1492.32        2500.00                 NaN   99.5039                 NaN            NaN            NaN  0.496102                 NaN            NaN            NaN            NaN            NaN
  1490.81        2500.00                 NaN   99.4790                 NaN            NaN            NaN  0.521041                 NaN            NaN            NaN            NaN            NaN
  1489.30        2500.00                 NaN   99.4776                 NaN            NaN            NaN  0.522448                 NaN            NaN            NaN            NaN            NaN
  1487.79        2500.00                 NaN   99.4776                 NaN            NaN            NaN  0.522427                 NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00                 NaN   99.5010                 NaN            NaN            NaN  0.498998                 NaN            NaN            NaN            NaN            NaN
  1484.77        2500.00                 NaN   99.4508                 NaN            NaN            NaN  0.549245                 NaN            NaN            NaN            NaN            NaN
  1483.26        2500.00                 NaN   99.4721                 NaN            NaN            NaN  0.527922                 NaN            NaN            NaN            NaN            NaN
  1481.75        2500.00                 NaN   99.4087                 NaN            NaN            NaN  0.591341                 NaN            NaN            NaN            NaN            NaN
  1480.24        2500.00                 NaN   99.5842                 NaN            NaN            NaN  0.415842                 NaN            NaN            NaN            NaN            NaN
  1478.73        2500.00                 NaN   99.7479                 NaN            NaN            NaN  0.252131                 NaN            NaN            NaN            NaN            NaN
  1477.22        2500.00                 NaN   99.1207                 NaN            NaN            NaN  0.879260                 NaN            NaN            NaN            NaN            NaN
  1475.71        2500.00                 NaN   99.4501                 NaN            NaN            NaN  0.549864                 NaN            NaN            NaN            NaN            NaN
  1474.20        2500.00                 NaN   99.4125                 NaN            NaN            NaN  0.862732E-001  0.501227                 NaN            NaN            NaN            NaN
  1472.68        2500.00                 NaN   99.2003                 NaN            NaN            NaN  0.265999       0.533749                 NaN            NaN            NaN            NaN
  1471.17        2500.00                 NaN   98.2681                 NaN            NaN            NaN  0.580934        1.15100                 NaN            NaN            NaN            NaN
  1469.66        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        2500.00                 NaN   99.4158                 NaN            NaN            NaN  0.389936       0.194240                 NaN            NaN            NaN            NaN
  1466.64        2500.00                 NaN   99.2332                 NaN            NaN            NaN  0.511978       0.254791                 NaN            NaN            NaN            NaN
  1465.13        2500.00                 NaN   99.2420                 NaN            NaN            NaN  0.251891       0.506143                 NaN            NaN            NaN            NaN
  1463.62        2500.00                 NaN   99.2490                 NaN            NaN            NaN  0.501235       0.249768                 NaN            NaN            NaN            NaN
  1462.11        2500.00                 NaN   99.2543                 NaN            NaN            NaN  0.248567       0.497163                 NaN            NaN            NaN            NaN
  1460.60        2500.00                 NaN   99.2581                 NaN            NaN            NaN  0.495264       0.246649                 NaN            NaN            NaN            NaN
  1459.09        2500.00                 NaN   99.2663                 NaN            NaN            NaN  0.243863       0.489823                 NaN            NaN            NaN            NaN
  1457.58        2500.00                 NaN   99.2713                 NaN            NaN            NaN  0.486385       0.242279                 NaN            NaN            NaN            NaN
  1456.07        2500.00                 NaN   99.2779                 NaN  0.118643E-005            NaN  0.482118       0.239937                 NaN            NaN            NaN            NaN
  1454.56        2500.00                 NaN   99.2815                 NaN            NaN            NaN  0.237846       0.480643                 NaN            NaN            NaN            NaN
  1453.05        2500.00                 NaN   99.2891                 NaN            NaN            NaN  0.236683       0.474177                 NaN            NaN            NaN            NaN
  1451.54        2500.00                 NaN   99.2936                 NaN            NaN            NaN  0.471665       0.234709                 NaN            NaN            NaN            NaN
  1450.03        2500.00                 NaN   99.2984                 NaN            NaN            NaN  0.468824       0.232727                 NaN            NaN            NaN            NaN
  1448.52        2500.00                 NaN   99.3037                 NaN            NaN            NaN  0.466292       0.230015                 NaN            NaN            NaN            NaN
  1447.01        2500.00                 NaN   99.3097                 NaN            NaN            NaN  0.228964       0.461343                 NaN            NaN            NaN            NaN
  1445.50        2500.00                 NaN   98.9013                 NaN            NaN            NaN  0.364454       0.734251                 NaN            NaN            NaN            NaN
  1443.99        2500.00                 NaN   99.7821                 NaN            NaN            NaN  0.144563       0.733805E-001            NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN   99.2716                 NaN            NaN            NaN  0.488346       0.240096                 NaN            NaN            NaN            NaN
  1440.97        2500.00                 NaN   99.3273                 NaN            NaN            NaN  0.222180       0.450568                 NaN            NaN            NaN            NaN
  1439.46        2500.00                 NaN   99.3346                 NaN            NaN            NaN  0.446793       0.218596                 NaN            NaN            NaN            NaN
  1437.95        2500.00                 NaN   99.3373                 NaN            NaN            NaN  0.444082       0.218580                 NaN            NaN            NaN            NaN
  1436.44        2500.00                 NaN   99.3410                 NaN            NaN            NaN  0.441760       0.217218                 NaN            NaN            NaN            NaN
  1434.93        2500.00                 NaN   99.3464                 NaN  0.104743E-003            NaN  0.438001       0.215459                 NaN            NaN            NaN            NaN
  1433.42        2500.00                 NaN   99.3504                 NaN            NaN            NaN  0.435385       0.214190                 NaN            NaN            NaN            NaN
  1431.91        2500.00                 NaN   99.3540                 NaN            NaN            NaN  0.433678       0.212333                 NaN            NaN            NaN            NaN
  1430.40        2500.00                 NaN   98.7787                 NaN            NaN            NaN  0.472816       0.441143                 NaN  0.307370                 NaN            NaN
  1428.89        2500.00                 NaN   98.3020                 NaN  0.423239E-001            NaN  0.625373       0.457589                 NaN  0.572716                 NaN            NaN
  1427.38        2500.00                 NaN   98.3002                 NaN  0.191195                 NaN  0.395204       0.510519                 NaN  0.602877                 NaN            NaN
  1425.87        2500.00                 NaN   98.3322                 NaN  0.189832                 NaN  0.501739       0.384151                 NaN  0.592034                 NaN            NaN
  1424.36        2500.00                 NaN   98.3637                 NaN  0.188706                 NaN  0.494412       0.372019                 NaN  0.581212                 NaN            NaN
  1422.85        2500.00                 NaN   98.3862                 NaN  0.188309                 NaN  0.362267       0.489216                 NaN  0.574048                 NaN            NaN
  1421.34        2500.00                 NaN   98.4277                 NaN  0.185774                 NaN  0.348674       0.478906                 NaN  0.558995                 NaN            NaN
  1419.83        2500.00                 NaN   98.4534                 NaN  0.184061                 NaN  0.471304       0.340755                 NaN  0.550471                 NaN            NaN
  1418.32        2500.00                 NaN   98.4784                 NaN  0.183536                 NaN  0.465538       0.330443                 NaN  0.542075                 NaN            NaN
  1416.81        2500.00                 NaN   98.5002                 NaN  0.182726                 NaN  0.459677       0.322543                 NaN  0.534817                 NaN            NaN
  1415.30        2500.00                 NaN   98.5364                 NaN  0.180914                 NaN  0.309191       0.451310                 NaN  0.522213                 NaN            NaN
  1413.79        2500.00                 NaN   98.5568                 NaN  0.180075                 NaN  0.302011       0.445851                 NaN  0.515236                 NaN            NaN
  1412.28        2500.00                 NaN   98.5803                 NaN  0.178928                 NaN  0.292882       0.440517                 NaN  0.507360                 NaN            NaN
  1410.77        2500.00                 NaN   98.6047                 NaN  0.177892                 NaN  0.284196       0.434416                 NaN  0.498764                 NaN            NaN
  1409.26        2500.00                 NaN   98.6292                 NaN  0.176440                 NaN  0.276386       0.427712                 NaN  0.490294                 NaN            NaN
  1407.75        2500.00                 NaN   98.6505                 NaN  0.175898                 NaN  0.268379       0.422205                 NaN  0.482971                 NaN            NaN
  1406.24        2500.00                 NaN   98.6735                 NaN  0.174664                 NaN  0.260018       0.416566                 NaN  0.475216                 NaN            NaN
  1404.73        2500.00                 NaN   98.6946                 NaN  0.173192                 NaN  0.252938       0.411764                 NaN  0.467551                 NaN            NaN
  1403.22        2500.00                 NaN   98.7163                 NaN  0.172553                 NaN  0.406511       0.244427                 NaN  0.460227                 NaN            NaN
  1401.71        2500.00                 NaN   98.7355                 NaN  0.172572                 NaN  0.235906       0.402236                 NaN  0.453738                 NaN            NaN
  1400.20        2500.00                 NaN   98.7573                 NaN  0.169511                 NaN  0.231947       0.395608                 NaN  0.445636                 NaN            NaN
  1398.69        2500.00                 NaN   98.7761                 NaN  0.169422                 NaN  0.391531       0.223531                 NaN  0.439437                 NaN            NaN
  1397.18        2500.00                 NaN   98.7951                 NaN  0.168285                 NaN  0.386489       0.217287                 NaN  0.432793                 NaN            NaN
  1395.67        2500.00                 NaN   98.8134                 NaN  0.167673                 NaN  0.210424       0.381998                 NaN  0.426525                 NaN            NaN
  1394.16        2500.00                 NaN   98.8322                 NaN  0.165982                 NaN  0.204752       0.377414                 NaN  0.419633                 NaN            NaN
  1392.65        2500.00                 NaN   98.8489                 NaN  0.165126                 NaN  0.373464       0.198617                 NaN  0.413917                 NaN            NaN
  1391.14        2500.00                 NaN   98.8677                 NaN  0.164338                 NaN  0.192068       0.368391                 NaN  0.407471                 NaN            NaN
  1389.63        2500.00                 NaN   98.8655                 NaN  0.165915                 NaN  0.372090       0.187571                 NaN  0.408893                 NaN            NaN
  1388.12        2500.00                 NaN   98.9200                 NaN  0.157674                 NaN  0.352546       0.181853                 NaN  0.387900                 NaN            NaN
  1386.60        2500.00                 NaN   98.9162                 NaN  0.162398                 NaN  0.357302       0.173587                 NaN  0.390476                 NaN            NaN
  1385.09        2500.00                 NaN   98.9312                 NaN  0.160095                 NaN  0.353087       0.170733                 NaN  0.384852                 NaN            NaN
  1383.58        2500.00                 NaN   98.9484                 NaN  0.158730                 NaN  0.348919       0.165335                 NaN  0.378594                 NaN            NaN
  1382.07        2500.00                 NaN   98.9636                 NaN  0.157723                 NaN  0.345140       0.160195                 NaN  0.373373                 NaN            NaN
  1380.56        2500.00                 NaN   98.9779                 NaN  0.156668                 NaN  0.156178       0.340974                 NaN  0.368248                 NaN            NaN
  1379.05        2500.00                 NaN   98.9915                 NaN  0.155917                 NaN  0.151310       0.337805                 NaN  0.363443                 NaN            NaN
  1377.54        2500.00                 NaN   99.0075                 NaN  0.154160                 NaN  0.333604       0.147230                 NaN  0.357484                 NaN            NaN
  1376.03        2500.00                 NaN   99.0203                 NaN  0.153264                 NaN  0.142892       0.330512                 NaN  0.353023                 NaN            NaN
  1374.52        2500.00                 NaN   98.9688                 NaN  0.123410                 NaN  0.271008       0.269517                 NaN  0.367230                 NaN            NaN
  1373.01        2500.00                 NaN   99.1119                 NaN  0.180909                 NaN  0.382980                 NaN            NaN  0.324246                 NaN            NaN
  1371.50        2500.00                 NaN   99.0606                 NaN  0.149754                 NaN  0.320690       0.130562                 NaN  0.338415                 NaN            NaN
  1369.99        2500.00                 NaN   99.0738                 NaN  0.148839                 NaN  0.316920       0.126657                 NaN  0.333797                 NaN            NaN
  1368.48        2500.00                 NaN   99.0863                 NaN  0.147049                 NaN  0.313452       0.124158                 NaN  0.329022                 NaN            NaN
  1366.97        2500.00                 NaN   99.0978                 NaN  0.146021                 NaN  0.310476       0.120802                 NaN  0.324882                 NaN            NaN
  1365.46        2500.00                 NaN   99.1101                 NaN  0.144710                 NaN  0.307118       0.117674                 NaN  0.320352                 NaN            NaN
  1363.95        2500.00                 NaN   99.1217                 NaN  0.143410                 NaN  0.114277       0.304517                 NaN  0.316073                 NaN            NaN
  1362.44        2500.00                 NaN   99.1333                 NaN  0.142670                 NaN  0.301274       0.110832                 NaN  0.311940                 NaN            NaN
  1360.93        2500.00                 NaN   99.1444                 NaN  0.140296                 NaN  0.298325       0.109358                 NaN  0.307629                 NaN            NaN
  1359.42        2500.00                 NaN   99.1562                 NaN  0.139433                 NaN  0.295010       0.105990                 NaN  0.303321                 NaN            NaN
  1357.91        2500.00                 NaN   99.1671                 NaN  0.138165                 NaN  0.103767       0.291527                 NaN  0.299480                 NaN            NaN
  1356.40        2500.00                 NaN   99.1773                 NaN  0.136488                 NaN  0.101584       0.289166                 NaN  0.295454                 NaN            NaN
  1354.89        2500.00                 NaN   99.1882                 NaN  0.135094                 NaN  0.989776E-001  0.286276                 NaN  0.291484                 NaN            NaN
  1353.38        2500.00                 NaN   99.1980                 NaN  0.133689                 NaN  0.970300E-001  0.283527                 NaN  0.287733                 NaN            NaN
  1351.87        2500.00                 NaN   99.1825                 NaN  0.136538                 NaN  0.289442       0.952673E-001            NaN  0.296260                 NaN            NaN
  1350.36        2500.00                 NaN   99.2443                 NaN  0.126652                 NaN  0.901892E-001  0.270612                 NaN  0.268251                 NaN            NaN
  1348.85        2500.00                 NaN   99.2279                 NaN  0.128755                 NaN  0.274879       0.921579E-001            NaN  0.276318                 NaN            NaN
  1347.34        2500.00                 NaN   99.2369                 NaN  0.127957                 NaN  0.879947E-001  0.274134                 NaN  0.273040                 NaN            NaN
  1345.83        2500.00                 NaN   99.2468                 NaN  0.125669                 NaN  0.269328       0.891053E-001            NaN  0.269122                 NaN            NaN
  1344.32        2500.00                 NaN   99.1817                 NaN  0.921178E-001            NaN  0.264848       0.170584                 NaN  0.290700                 NaN            NaN
  1342.81        2500.00                 NaN   99.3413                 NaN  0.154723                 NaN  0.237756E-002  0.263927                 NaN  0.237686                 NaN            NaN
  1341.30        2500.00                 NaN   99.2638                 NaN  0.124103                 NaN  0.275661       0.735713E-001            NaN  0.262846                 NaN            NaN
  1339.79        2500.00                 NaN   99.2881                 NaN  0.116218                 NaN  0.896703E-001  0.253402                 NaN  0.252645                 NaN            NaN
  1338.28        2500.00                 NaN   99.2871                 NaN  0.120125                 NaN  0.260831       0.777699E-001            NaN  0.254213                 NaN            NaN
  1336.77        2500.00                 NaN   99.3006                 NaN  0.113140                 NaN  0.249117       0.893499E-001            NaN  0.247753                 NaN            NaN
  1335.26        2500.00                 NaN   99.3066                 NaN  0.114203                 NaN  0.250685       0.824386E-001            NaN  0.246091                 NaN            NaN
  1333.75        2500.00                 NaN   99.3144                 NaN  0.112292                 NaN  0.825555E-001  0.247724                 NaN  0.243027                 NaN            NaN
  1332.24        2500.00                 NaN   99.3216                 NaN  0.110980                 NaN  0.814521E-001  0.245537                 NaN  0.240385                 NaN            NaN
  1330.73        2500.00                 NaN   99.3297                 NaN  0.108277                 NaN  0.825744E-001  0.242723                 NaN  0.236740                 NaN            NaN
  1329.22        2500.00                 NaN   99.3367                 NaN  0.107401                 NaN  0.807122E-001  0.240947                 NaN  0.234233                 NaN            NaN
  1327.71        2500.00                 NaN   99.3359                 NaN  0.107661                 NaN  0.836337E-001  0.236103                 NaN  0.236671                 NaN            NaN
  1326.20        2500.00                 NaN   99.3642                 NaN  0.101152                 NaN  0.234288       0.786425E-001            NaN  0.221671                 NaN            NaN
  1324.69        2500.00                 NaN   99.3591                 NaN  0.101280                 NaN  0.231888       0.824378E-001            NaN  0.225339                 NaN            NaN
  1323.18        2500.00                 NaN   99.3643                 NaN  0.995457E-001            NaN  0.824035E-001  0.230615                 NaN  0.223185                 NaN            NaN
  1321.67        2500.00                 NaN   99.3645                 NaN  0.104745                 NaN  0.230515       0.745965E-001            NaN  0.225598                 NaN            NaN
  1320.16        2500.00                 NaN   99.3904                 NaN  0.887928E-001            NaN  0.951900E-001  0.214616                 NaN  0.210955                 NaN            NaN
  1318.65        2500.00                 NaN   99.3859                 NaN  0.930899E-001            NaN  0.220369       0.861497E-001            NaN  0.214444                 NaN            NaN
  1317.14        2500.00                 NaN   99.3900                 NaN  0.913315E-001            NaN  0.889180E-001  0.216637                 NaN  0.213096                 NaN            NaN
  1315.63        2500.00                 NaN   99.3998                 NaN  0.889995E-001            NaN  0.861340E-001  0.216572                 NaN  0.208527                 NaN            NaN
  1314.12        2500.00                 NaN   99.4043                 NaN  0.873990E-001            NaN  0.884670E-001  0.212817                 NaN  0.207043                 NaN            NaN
  1312.61        2500.00                 NaN   99.4102                 NaN  0.849792E-001            NaN  0.902279E-001  0.210084                 NaN  0.204485                 NaN            NaN
  1311.10        2500.00                 NaN   89.3426                 NaN  0.683600                 NaN   1.56032       0.307240                 NaN   1.45737        6.64887                 NaN
  1309.59        2500.00                 NaN   84.1140                 NaN  0.975910                 NaN  0.359874        2.35375                 NaN   2.10821        10.0882                 NaN
  1308.08        2500.00                 NaN   85.4533                 NaN  0.893511                 NaN   2.29433       0.216077                 NaN   1.94160        9.20118                 NaN
  1306.57        2500.00                 NaN   86.5650                 NaN  0.820939                 NaN   2.28916       0.600751E-001            NaN   1.80358        8.46125                 NaN
  1305.06        2500.00                 NaN   87.4824                 NaN  0.750751                 NaN   2.23118                 NaN            NaN   1.68996        7.84568                 NaN
  1303.55        2500.00                 NaN   88.3258                 NaN  0.662362                 NaN   2.15372                 NaN            NaN   1.58437        7.27369                 NaN
  1302.04        2500.00                 NaN   89.0293                 NaN  0.620049                 NaN   2.04524                 NaN            NaN   1.49659        6.80882                 NaN
  1300.52        2500.00                 NaN   89.6670                 NaN  0.574837                 NaN   1.95676                 NaN            NaN   1.41688        6.38457                 NaN
  1299.01        2500.00                 NaN   90.2192                 NaN  0.544084                 NaN   1.86782                 NaN            NaN   1.34730        6.02163                 NaN
  1297.50        2500.00                 NaN   90.7060                 NaN  0.508879                 NaN   1.80266                 NaN            NaN   1.28660        5.69583                 NaN
  1295.99        2500.00                 NaN   91.1480                 NaN  0.483591                 NaN   1.73279                 NaN            NaN   1.23092        5.40466                 NaN
  1294.48        2500.00                 NaN   90.5725                 NaN  0.500714                 NaN   1.82424                 NaN            NaN   1.31170        5.74831       0.425125E-001
  1292.97        2500.00                 NaN   84.2543                 NaN  0.788709                 NaN   2.78233                 NaN            NaN   2.15788        9.67774       0.339003     
  1291.46        2500.00                 NaN   84.8263                 NaN  0.804807                 NaN   2.63551                 NaN            NaN   2.07399        9.33458       0.324830     
  1289.95        2500.00                 NaN   85.3198                 NaN  0.798315                 NaN   2.53243                 NaN            NaN   2.00149        9.03721       0.310788     
  1288.44        2500.00                 NaN   85.0515                 NaN  0.820225                 NaN   2.53798                 NaN            NaN   2.02262        9.25014       0.317550     
  1286.93        2500.00                 NaN   86.2971                 NaN  0.798274                 NaN   2.32124                 NaN            NaN   1.86055        8.44255       0.280236     
  1285.42        2500.00                 NaN   82.2823                 NaN   1.03188                 NaN   2.96380                 NaN            NaN   2.43094        10.9168       0.374225     
  1283.91        2500.00                 NaN   87.2348                 NaN  0.755150                 NaN   1.99314                 NaN            NaN   1.67875        8.07893       0.259184     
  1282.40        2500.00                 NaN   82.5220                 NaN  0.952720                 NaN   3.00179                 NaN            NaN   2.24060        10.9515       0.331397     
  1280.89        2500.00                 NaN   74.8690                 NaN   1.41466                 NaN   4.09583                 NaN            NaN   3.23318        15.9028       0.484485     
