|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        iron           an             San(TH)        O(HP)          O(HP)          ilm            ne             lc            
  1254.84        2500.00                 NaN   95.7258       0.858069                 NaN            NaN            NaN  0.970551E-001  0.372774        2.04751                 NaN            NaN  0.796710E-001  0.673439       0.145658     
  1253.71        2500.00                 NaN            NaN   6.83474        14.4990                 NaN   3.16322                 NaN   7.40447        45.0780                 NaN            NaN   2.36738        15.5019        5.15123     
  1252.58        2500.00                 NaN            NaN   6.83474        14.4990                 NaN   3.16322                 NaN   7.40447        45.1008                 NaN            NaN   2.36738        15.5129        5.11743     
  1251.44        2500.00                 NaN            NaN   6.83474        14.4990                 NaN   3.16322                 NaN   7.40447        45.1237                 NaN            NaN   2.36738        15.5240        5.08347     
  1250.31        2500.00                 NaN            NaN   6.83474        14.4990                 NaN   3.16322                 NaN   7.40447        45.1468                 NaN            NaN   2.36738        15.5351        5.04934     
  1249.18        2500.00                 NaN            NaN   6.83474        14.4990                 NaN   3.16322                 NaN   7.40447        45.1699                 NaN            NaN   2.36738        15.5462        5.01506     
  1248.05        2500.00                 NaN            NaN   6.83474        14.4990                 NaN   3.16322                 NaN   7.40447        45.1931                 NaN            NaN   2.36738        15.5574        4.98060     
  1246.91        2500.00                 NaN            NaN   7.20942        14.2854                 NaN   2.91038                 NaN   7.58183        45.0811                 NaN            NaN   2.40678        15.5892        4.93590     
  1245.78        2500.00                 NaN            NaN   7.12700        14.4229                 NaN   2.80482                 NaN   7.64466        45.0632                 NaN            NaN   2.42778        15.6115        4.89814     
  1244.65        2500.00                 NaN            NaN   7.12700        14.4229                 NaN   2.80482                 NaN   7.64466        45.0868                 NaN            NaN   2.42778        15.6228        4.86319     
  1243.52        2500.00                 NaN            NaN   7.12700        14.4229                 NaN   2.80482                 NaN   7.64466        45.1105                 NaN            NaN   2.42778        15.6343        4.82807     
  1242.38        2500.00                 NaN            NaN   7.12700        14.4229                 NaN   2.80482                 NaN   7.64466        45.1343                 NaN            NaN   2.42778        15.6457        4.79278     
  1241.25        2500.00                 NaN            NaN   7.12700        14.4229                 NaN   2.80482                 NaN   7.64466        45.1582                 NaN            NaN   2.42778        15.6573        4.75731     
  1240.12        2500.00                 NaN            NaN   7.38126        14.2556                 NaN   2.66152                 NaN   7.73491        45.1159                 NaN            NaN   2.45245        15.6807        4.71763     
  1238.99        2500.00                 NaN            NaN   7.36238        14.3077                 NaN   2.60115                 NaN   7.76811        45.1175                 NaN            NaN   2.46419        15.6984        4.68055     
  1237.85        2500.00                 NaN            NaN   7.36238        14.3077                 NaN   2.60115                 NaN   7.76811        45.1418                 NaN            NaN   2.46419        15.7101        4.64464     
  1236.72        2500.00                 NaN            NaN   7.36238        14.3077                 NaN   2.60115                 NaN   7.76811        45.1661                 NaN            NaN   2.46419        15.7219        4.60847     
  1235.59        2500.00                 NaN            NaN   7.36238        14.3077                 NaN   2.60115                 NaN   7.76811        45.1907                 NaN            NaN   2.46419        15.7337        4.57206     
  1234.45        2500.00                 NaN            NaN   14.3161        7.45760                 NaN   2.43712                 NaN   7.83768        45.1662                 NaN            NaN   2.49238        15.7568        4.53616     
  1233.32        2500.00                 NaN            NaN   14.3161        7.45760                 NaN   2.43712                 NaN   7.83768        45.1910                 NaN            NaN   2.49238        15.7687        4.49943     
  1232.19        2500.00                 NaN            NaN   14.3161        7.45760                 NaN   2.43712                 NaN   7.83768        45.2159                 NaN            NaN   2.49238        15.7807        4.46252     
  1231.06        2500.00                 NaN            NaN   14.3161        7.45761                 NaN   2.43712                 NaN   7.83768        45.2409                 NaN            NaN   2.49238        15.7928        4.42543     
  1229.92        2500.00                 NaN            NaN   14.3607        7.44270                 NaN   2.38244                 NaN   7.86990        45.2444                 NaN            NaN   2.50304        15.8103        4.38641     
  1228.79        2500.00                 NaN            NaN   14.3606        7.44296                 NaN   2.38228                 NaN   7.86999        45.2696                 NaN            NaN   2.50306        15.8225        4.34896     
  1227.66        2500.00                 NaN            NaN   14.3608        7.44254                 NaN   2.38255                 NaN   7.86986        45.2952                 NaN            NaN   2.50302        15.8348        4.31127     
  1226.53        2500.00                 NaN            NaN   13.9077        8.18676                 NaN   1.92867                 NaN   8.13444        45.1224                 NaN            NaN   2.57932        15.8794        4.26133     
  1225.39        2500.00                 NaN            NaN   14.3841        7.39241                 NaN   2.41726                 NaN   7.86094        45.3536                 NaN            NaN   2.49827        15.8583        4.23511     
  1224.26        2500.00                 NaN            NaN   13.8554        8.30496                 NaN   1.81882                 NaN   8.20038        45.1262                 NaN            NaN   2.59873        15.9134        4.18217     
  1223.13        2500.00                 NaN            NaN   8.36244        13.8305                 NaN   1.76432                 NaN   8.23332        45.1282                 NaN            NaN   2.60837        15.9305        4.14232     
  1222.00        2500.00                 NaN            NaN   13.8061        8.41951                 NaN   1.70984                 NaN   8.26627        45.1304                 NaN            NaN   2.61799        15.9476        4.10230     
  1220.86        2500.00                 NaN            NaN   8.47618        13.7821                 NaN   1.65538                 NaN   8.29925        45.1326                 NaN            NaN   2.62761        15.9648        4.06209     
  1219.73        2500.00                 NaN            NaN   13.7585        8.53245                 NaN   1.60094                 NaN   8.33224        45.1350                 NaN            NaN   2.63721        15.9820        4.02169     
  1218.60        2500.00                 NaN            NaN   8.58833        13.7353                 NaN   1.54652                 NaN   8.36524        45.1374                 NaN            NaN   2.64680        15.9993        3.98105     
  1217.47        2500.00                 NaN            NaN   13.7125        8.64383                 NaN   1.49211                 NaN   8.39826        45.1401                 NaN            NaN   2.65638        16.0167        3.94010     
  1216.33        2500.00                 NaN            NaN   8.69894        13.6901                 NaN   1.43774                 NaN   8.43130        45.1429                 NaN            NaN   2.66595        16.0341        3.89898     
  1215.20        2500.00                 NaN            NaN   13.6681        8.75372                 NaN   1.38337                 NaN   8.46436        45.1457                 NaN            NaN   2.67551        16.0516        3.85766     
  1214.07        2500.00                 NaN            NaN   8.80807        13.6464                 NaN   1.32906                 NaN   8.49740        45.1487                 NaN            NaN   2.68505        16.0691        3.81615     
  1212.93        2500.00                 NaN            NaN   13.6251        8.86218                 NaN   1.27470                 NaN   8.53051        45.1517                 NaN            NaN   2.69460        16.0867        3.77446     
  1211.80        2500.00                 NaN            NaN   8.91585        13.6041                 NaN   1.22042                 NaN   8.56359        45.1549                 NaN            NaN   2.70412        16.1044        3.73257     
  1210.67        2500.00                 NaN            NaN   13.5835        8.96921                 NaN   1.16614                 NaN   8.59671        45.1582                 NaN            NaN   2.71363        16.1221        3.69049     
  1209.54        2500.00                 NaN            NaN   13.5524        9.03633                 NaN   1.10674                 NaN   8.63099        45.1609                 NaN            NaN   2.72419        16.1402        3.64822     
  1208.40        2500.00                 NaN            NaN   13.5226        9.10103                 NaN   1.04913                 NaN   8.66463        45.1644                 NaN            NaN   2.73444        16.1582        3.60559     
  1207.27        2500.00                 NaN            NaN   13.4933        9.16522                 NaN  0.991461                 NaN   8.69832        45.1679                 NaN            NaN   2.74468        16.1764        3.56276     
  1206.14        2500.00                 NaN            NaN   13.4643        9.22910                 NaN  0.933826                 NaN   8.73203        45.1715                 NaN            NaN   2.75491        16.1946        3.51975     
  1205.01        2500.00                 NaN            NaN   13.4359        9.29247                 NaN  0.876176                 NaN   8.76576        45.1752                 NaN            NaN   2.76513        16.2128        3.47652     
  1203.87        2500.00                 NaN            NaN   13.4080        9.35537                 NaN  0.818501                 NaN   8.79964        45.1789                 NaN            NaN   2.77534        16.2311        3.43315     
  1202.74        2500.00                 NaN            NaN   9.41734        13.3810                 NaN  0.760981                 NaN   8.83337        45.1828                 NaN            NaN   2.78552        16.2494        3.38952     
  1201.61        2500.00                 NaN            NaN   13.3544        9.47867                 NaN  0.703800                 NaN   8.86693        45.1870                 NaN            NaN   2.79563        16.2678        3.34564     
  1200.48        2500.00                 NaN            NaN   13.3242        9.54489                 NaN  0.644867                 NaN   8.90134        45.1907                 NaN            NaN   2.80604        16.2864        3.30157     
  1199.34        2500.00                 NaN            NaN   13.2926        9.61310                 NaN  0.584595                 NaN   8.93557        45.1951                 NaN            NaN   2.81681        16.3052        3.25708     
  1198.21        2500.00                 NaN            NaN   13.2633        9.67878                 NaN  0.525512                 NaN   8.96995        45.1990                 NaN            NaN   2.82719        16.3238        3.21247     
  1197.08        2500.00                 NaN            NaN   13.6058        9.35863                 NaN  0.533554                 NaN   9.01137        45.1807                 NaN            NaN   2.81215        16.3342        3.16369     
  1195.95        2500.00                 NaN            NaN   9.74354        13.2652                 NaN  0.421269                 NaN   9.03786        45.2060                 NaN            NaN   2.84387        16.3602        3.12211     
  1194.81        2500.00                 NaN            NaN   13.2766        9.76403                 NaN  0.372476                 NaN   9.07164        45.2093                 NaN            NaN   2.85126        16.3782        3.07651     
  1193.68        2500.00                 NaN            NaN   9.78478        13.2879                 NaN  0.323525                 NaN   9.10551        45.2127                 NaN            NaN   2.85864        16.3962        3.03066     
  1192.55        2500.00                 NaN            NaN   9.80565        13.2992                 NaN  0.274621                 NaN   9.13940        45.2162                 NaN            NaN   2.86600        16.4143        2.98460     
  1191.41        2500.00                 NaN            NaN   9.82665        13.3103                 NaN  0.225717                 NaN   9.17332        45.2199                 NaN            NaN   2.87335        16.4325        2.93828     
  1190.28        2500.00                 NaN            NaN   9.61253        13.5552                 NaN  0.213558                 NaN   9.21570        45.2049                 NaN            NaN   2.86436        16.4451        2.88871     
  1189.15        2500.00                 NaN            NaN   13.3238        9.88070                 NaN  0.123148                 NaN   9.24242        45.2269                 NaN            NaN   2.88896        16.4694        2.84470     
  1188.02        2500.00                 NaN            NaN   9.47915        13.4244                 NaN  0.841466                 NaN   9.33299        45.1361                 NaN            NaN   2.66485        16.4669        2.65404     
  1186.88        2500.00                 NaN            NaN   9.47915        13.4244                 NaN  0.841467                 NaN   9.33299        45.1665                 NaN            NaN   2.66485        16.4816        2.60905     
  1185.75        2500.00                 NaN            NaN   9.51012        13.4117                 NaN  0.814188                 NaN   9.34234        45.1898                 NaN            NaN   2.66939        16.4977        2.56482     
  1184.62        2500.00                 NaN            NaN   9.51012        13.4117                 NaN  0.814189                 NaN   9.34234        45.2204                 NaN            NaN   2.66939        16.5125        2.51938     
  1183.49        2500.00                 NaN            NaN   9.51012        13.4117                 NaN  0.814189                 NaN   9.34234        45.2512                 NaN            NaN   2.66939        16.5273        2.47371     
  1182.35        2500.00                 NaN            NaN   9.51012        13.4117                 NaN  0.814189                 NaN   9.34234        45.2822                 NaN            NaN   2.66939        16.5423        2.42777     
  1181.22        2500.00                 NaN            NaN   9.82300        13.4621                 NaN            NaN            NaN   9.39265        45.3259                 NaN            NaN   2.90110        16.5899        2.50542     
  1180.09        2500.00                 NaN            NaN   9.51004       0.598003E-004   13.4117       0.814189                 NaN   9.34234        45.3450                 NaN            NaN   2.66939        16.5725        2.33479     
  1178.96        2500.00                 NaN            NaN   9.77087        13.5143                 NaN            NaN            NaN   9.42197        45.3661                 NaN            NaN   2.89811        16.6234        2.40523     
  1177.82        2500.00                 NaN            NaN   9.74517        13.5402                 NaN            NaN            NaN   9.43665        45.3863                 NaN            NaN   2.89659        16.6403        2.35478     
  1176.69        2500.00                 NaN            NaN   9.71969        13.5659                 NaN            NaN            NaN   9.45135        45.4067                 NaN            NaN   2.89505        16.6572        2.30407     
  1175.56        2500.00                 NaN            NaN   9.70106        13.5845                 NaN            NaN            NaN   9.46524        45.4281                 NaN            NaN   2.89368        16.6743        2.25311     
  1174.43        2500.00                 NaN            NaN   9.69167        13.5935                 NaN            NaN            NaN   9.47799        45.4509                 NaN            NaN   2.89253        16.6915        2.20188     
  1173.29        2500.00                 NaN            NaN   9.68166        13.6033                 NaN            NaN            NaN   9.49082        45.4738                 NaN            NaN   2.89134        16.7088        2.15038     
  1172.16        2500.00                 NaN            NaN   9.66404        13.6215                 NaN            NaN            NaN   9.50467        45.4956                 NaN            NaN   2.88975        16.7261        2.09831     
  1171.03        2500.00                 NaN            NaN   9.64652        13.6398                 NaN            NaN            NaN   9.51852        45.5177                 NaN            NaN   2.88815        16.7434        2.04598     
  1169.89        2500.00                 NaN            NaN   9.62910        13.6579                 NaN            NaN            NaN   9.53240        45.5398                 NaN            NaN   2.88653        16.7608        1.99340     
  1168.76        2500.00                 NaN            NaN   9.61535        13.6725                 NaN            NaN            NaN   9.54629        45.5621                 NaN            NaN   2.88489        16.7783        1.94056     
  1167.63        2500.00                 NaN            NaN   9.54611        13.7579                 NaN            NaN            NaN   9.56868        45.5704                 NaN            NaN   2.88140        16.7918        1.88367     
  1166.50        2500.00                 NaN            NaN   9.56374        13.7269                 NaN            NaN            NaN   9.57395        45.6061                 NaN            NaN   2.88215        16.8123        1.83485     
  1165.36        2500.00                 NaN            NaN   9.42835        13.8948                 NaN            NaN            NaN   9.60753        45.5988                 NaN            NaN   2.87502        16.8226        1.77291     
  1164.23        2500.00                 NaN            NaN   8.86725        14.4286                 NaN  0.124723                 NaN   9.92884        45.3698                 NaN            NaN   2.80489        16.8660        1.60992     
  1163.10        2500.00                 NaN            NaN   8.86725        14.4286                 NaN  0.124723                 NaN   9.92884        45.4038                 NaN            NaN   2.80489        16.8823        1.55957     
  1161.97        2500.00                 NaN            NaN   8.86725        14.4286                 NaN  0.124723                 NaN   9.92884        45.4379                 NaN            NaN   2.80489        16.8988        1.50897     
  1160.83        2500.00                 NaN            NaN   8.86725        14.4286                 NaN  0.124723                 NaN   9.92884        45.4722                 NaN            NaN   2.80489        16.9154        1.45811     
  1159.70        2500.00                 NaN            NaN   8.87125        14.4273                 NaN  0.120701                 NaN   9.93024        45.5056                 NaN            NaN   2.80554        16.9322        1.40713     
  1158.57        2500.00                 NaN            NaN   8.87125        14.4273                 NaN  0.120701                 NaN   9.93024        45.5403                 NaN            NaN   2.80554        16.9489        1.35576     
  1157.44        2500.00                 NaN            NaN   8.87125        14.4273                 NaN  0.120701                 NaN   9.93024        45.5751                 NaN            NaN   2.80554        16.9657        1.30413     
  1156.30        2500.00                 NaN            NaN   8.87125        14.4273                 NaN  0.120701                 NaN   9.93024        45.6101                 NaN            NaN   2.80554        16.9826        1.25224     
  1155.17        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.5712                 NaN            NaN   2.81995        17.0076        1.19152     
  1154.04        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.6065                 NaN            NaN   2.81995        17.0246        1.13920     
  1152.91        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.6420                 NaN            NaN   2.81995        17.0417        1.08660     
  1151.77        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.6783                 NaN            NaN   2.81995        17.0592        1.03284     
  1150.64        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.7143                 NaN            NaN   2.81995        17.0766       0.979432     
  1149.51        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.7498                 NaN            NaN   2.81995        17.0937       0.926748     
  1148.37        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.7864                 NaN            NaN   2.81995        17.1114       0.872464     
  1147.24        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.8232                 NaN            NaN   2.81995        17.1292       0.817910     
  1146.11        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.8602                 NaN            NaN   2.81995        17.1470       0.763084     
  1144.98        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.8974                 NaN            NaN   2.81995        17.1649       0.707987     
  1143.84        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.9347                 NaN            NaN   2.81995        17.1830       0.652616     
  1142.71        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        45.9723                 NaN            NaN   2.81995        17.2011       0.596970     
  1141.58        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        46.0100                 NaN            NaN   2.81995        17.2193       0.541048     
  1140.45        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        46.0479                 NaN            NaN   2.81995        17.2376       0.484850     
  1139.31        2500.00                 NaN            NaN   8.97015        14.4184                 NaN            NaN            NaN   10.0212        46.0860                 NaN            NaN   2.81995        17.2559       0.428373     
  1138.18        2500.00                 NaN            NaN   8.96694        14.4231                 NaN            NaN            NaN   10.0299        46.1171                 NaN            NaN   2.81862        17.2751       0.369276     
  1137.05        2500.00                 NaN            NaN   8.96694        14.4231                 NaN            NaN            NaN   10.0299        46.1555                 NaN            NaN   2.81862        17.2937       0.312249     
  1135.92        2500.00                 NaN            NaN   8.96694        14.4231                 NaN            NaN            NaN   10.0299        46.1944                 NaN            NaN   2.81862        17.3124       0.254637     
  1134.78        2500.00                 NaN            NaN   8.96694        14.4231                 NaN            NaN            NaN   10.0299        46.2335                 NaN            NaN   2.81862        17.3313       0.196689     
  1133.65        2500.00                 NaN            NaN   8.96694        14.4231                 NaN            NaN            NaN   10.0299        46.2728                 NaN            NaN   2.81862        17.3502       0.138461     
  1132.52        2500.00                 NaN            NaN   8.96694        14.4231                 NaN            NaN            NaN   10.0299        46.3122                 NaN            NaN   2.81862        17.3693       0.799417E-001
  1131.39        2500.00                 NaN            NaN   8.94303        14.4561                 NaN            NaN            NaN   10.0887        46.2993                 NaN            NaN   2.80987        17.3912       0.117464E-001
  1130.25        2500.00                 NaN            NaN   8.94303        14.4561                 NaN            NaN            NaN   10.0887        46.3073                 NaN            NaN   2.80987        17.3951                 NaN
  1129.12        2500.00                 NaN            NaN   8.75436        14.6941                 NaN            NaN            NaN   10.1157        46.2555                 NaN            NaN   2.80057        17.3798                 NaN
  1127.99        2500.00                 NaN            NaN   8.94302        14.4561                 NaN            NaN            NaN   10.0887        46.3073                 NaN            NaN   2.80987        17.3951                 NaN
  1126.85        2500.00                 NaN            NaN   8.94303        14.4561                 NaN            NaN            NaN   10.0887        46.3073                 NaN            NaN   2.80987        17.3951                 NaN
  1125.72        2500.00                 NaN            NaN   8.94303        14.4561                 NaN            NaN            NaN   10.0887        46.3073                 NaN            NaN   2.80987        17.3951                 NaN
  1124.59        2500.00                 NaN            NaN   8.77285        14.6632                 NaN            NaN            NaN   10.1620        46.2197                 NaN            NaN   2.79577        17.3864                 NaN
  1123.46        2500.00                 NaN            NaN   14.8348        8.63326                 NaN            NaN            NaN   10.2034        46.1644                 NaN            NaN   2.78723        17.3770                 NaN
  1122.32        2500.00                 NaN            NaN   14.8626        8.60786                 NaN            NaN            NaN   10.2214        46.1466                 NaN            NaN   2.78479        17.3768                 NaN
  1121.19        2500.00                 NaN            NaN   8.58396        14.8906                 NaN            NaN            NaN   10.2391        46.1282                 NaN            NaN   2.78199        17.3762                 NaN
  1120.06        2500.00                 NaN            NaN   8.56751        14.9098                 NaN            NaN            NaN   10.2555        46.1117                 NaN            NaN   2.77947        17.3761                 NaN
  1118.93        2500.00                 NaN            NaN   14.9512        8.53680                 NaN            NaN            NaN   10.2734        46.0893                 NaN            NaN   2.77543        17.3738                 NaN
  1117.79        2500.00                 NaN            NaN   14.7884        8.64626                 NaN            NaN            NaN   10.2169        46.1690                 NaN            NaN   2.79416        17.3853                 NaN
  1116.66        2500.00                 NaN            NaN   8.57212        14.8850                 NaN            NaN            NaN   10.2417        46.1343                 NaN            NaN   2.78508        17.3819                 NaN
  1115.53        2500.00                 NaN            NaN   8.46052        15.0264                 NaN            NaN            NaN   10.3131        46.0527                 NaN            NaN   2.77175        17.3755                 NaN
  1114.40        2500.00                 NaN            NaN   8.61100        14.8376                 NaN            NaN            NaN   10.2269        46.1524                 NaN            NaN   2.78866        17.3834                 NaN
  1113.26        2500.00                 NaN            NaN   8.61858        14.8288                 NaN            NaN            NaN   10.2238        46.1559                 NaN            NaN   2.78941        17.3835                 NaN
  1112.13        2500.00                 NaN            NaN   8.40791        15.0852                 NaN            NaN            NaN   10.3702        45.9975                 NaN            NaN   2.76477        17.3744                 NaN
  1111.00        2500.00                 NaN            NaN   8.37299        15.1007                 NaN            NaN            NaN   10.4008        45.9811                 NaN            NaN   2.76470        17.3798                 NaN
  1109.87        2500.00                 NaN            NaN   8.37217        15.1499                 NaN            NaN            NaN   10.4006        45.9539                 NaN            NaN   2.75495        17.3684                 NaN
  1108.73        2500.00                 NaN            NaN   15.4229        8.13618                 NaN            NaN            NaN   10.6059        45.7453                 NaN            NaN   2.72621        17.3634                 NaN
  1107.60        2500.00                 NaN            NaN   8.12433        15.4513                 NaN            NaN            NaN   10.6256        45.7206                 NaN            NaN   2.71768        17.3605                 NaN
  1106.47        2500.00                 NaN            NaN   15.2402        8.29750                 NaN            NaN            NaN   10.4681        45.8847                 NaN            NaN   2.74346        17.3661                 NaN
  1105.33        2500.00                 NaN            NaN   8.11995        15.4566                 NaN            NaN            NaN   10.6271        45.7187                 NaN            NaN   2.71741        17.3603                 NaN
  1104.20        2500.00                 NaN            NaN   15.4746        8.10261                 NaN            NaN            NaN   10.6343        45.7118                 NaN            NaN   2.71644        17.3603                 NaN
  1103.07        2500.00                 NaN            NaN   8.10261        15.4746                 NaN            NaN            NaN   10.6343        45.7118                 NaN            NaN   2.71644        17.3603                 NaN
  1101.94        2500.00                 NaN            NaN   8.10261        15.4746                 NaN            NaN            NaN   10.6343        45.7118                 NaN            NaN   2.71644        17.3603                 NaN
  1100.80        2500.00                 NaN            NaN   8.10261        15.4746                 NaN            NaN            NaN   10.6343        45.7118                 NaN            NaN   2.71644        17.3603                 NaN
  1099.67        2500.00                 NaN            NaN   8.08664        15.4913                 NaN            NaN            NaN   10.6375        45.7085                 NaN            NaN   2.71619        17.3599                 NaN
  1098.54        2500.00                 NaN            NaN   8.08664        15.4913                 NaN            NaN            NaN   10.6375        45.7085                 NaN            NaN   2.71619        17.3599                 NaN
  1097.41        2500.00                 NaN            NaN   8.08664        15.4913                 NaN            NaN            NaN   10.6375        45.7085                 NaN            NaN   2.71619        17.3599                 NaN
  1096.27        2500.00                 NaN            NaN   8.08664        15.4913                 NaN            NaN            NaN   10.6375        45.7085                 NaN            NaN   2.71619        17.3599                 NaN
  1095.14        2500.00                 NaN            NaN   8.09020        15.4910                 NaN            NaN            NaN   10.6392        45.7053                 NaN            NaN   2.71486        17.3594                 NaN
  1094.01        2500.00                 NaN            NaN   8.08650        15.4925                 NaN            NaN            NaN   10.6381        45.7073                 NaN            NaN   2.71581        17.3597                 NaN
  1092.88        2500.00                 NaN            NaN   8.07248        15.4983                 NaN            NaN            NaN   10.6347        45.7147                 NaN            NaN   2.71801        17.3619                 NaN
  1091.74        2500.00                 NaN            NaN   8.05893        15.5104                 NaN            NaN            NaN   10.6364        45.7138                 NaN            NaN   2.71822        17.3623                 NaN
  1090.61        2500.00                 NaN            NaN   15.5960        7.99188                 NaN            NaN            NaN   10.6684        45.6746                 NaN            NaN   2.71001        17.3590                 NaN
  1089.48        2500.00                 NaN            NaN   15.6758        7.93167                 NaN            NaN            NaN   10.7242        45.6141                 NaN            NaN   2.69855        17.3556                 NaN
  1088.35        2500.00                 NaN            NaN   15.7969        7.83962                 NaN            NaN            NaN   10.7817        45.5474                 NaN            NaN   2.68403        17.3504                 NaN
  1087.21        2500.00                 NaN            NaN   15.8192        7.82208                 NaN            NaN            NaN   10.7936        45.5341                 NaN            NaN   2.68158        17.3494                 NaN
  1086.08        2500.00                 NaN            NaN   15.8409        7.80467                 NaN            NaN            NaN   10.8051        45.5214                 NaN            NaN   2.67928        17.3486                 NaN
  1084.95        2500.00                 NaN            NaN   15.8646        7.78482                 NaN            NaN            NaN   10.8175        45.5082                 NaN            NaN   2.67689        17.3481                 NaN
  1083.81        2500.00                 NaN            NaN   15.9706        7.70261                 NaN            NaN            NaN   10.9243        45.3988                 NaN            NaN   2.65850        17.3452                 NaN
  1082.68        2500.00                 NaN            NaN   16.0176        7.67291                 NaN            NaN            NaN   10.9434        45.3716                 NaN            NaN   2.65382        17.3407                 NaN
  1081.55        2500.00                 NaN            NaN   16.0195        7.66130                 NaN            NaN            NaN   10.9428        45.3777                 NaN            NaN   2.65542        17.3433                 NaN
  1080.42        2500.00                 NaN            NaN   7.72071        15.9878                 NaN            NaN            NaN   10.9440        45.3619                 NaN            NaN   2.64969        17.3359                 NaN
  1079.28        2500.00                 NaN            NaN   16.0408        7.66822                 NaN            NaN            NaN   10.9380        45.3682                 NaN            NaN   2.64863        17.3361                 NaN
  1078.15        2500.00                 NaN            NaN   16.0110        7.69365                 NaN            NaN            NaN   10.9505        45.3584                 NaN            NaN   2.64959        17.3370                 NaN
  1077.02        2500.00                 NaN            NaN   16.0810        7.60852                 NaN            NaN            NaN   10.9606        45.3570                 NaN            NaN   2.65121        17.3416                 NaN
  1075.89        2500.00                 NaN            NaN   16.0366        7.66235                 NaN            NaN            NaN   10.9544        45.3576                 NaN            NaN   2.65060        17.3385                 NaN
  1074.75        2500.00                 NaN            NaN   16.1687        7.57518                 NaN            NaN            NaN   11.0252        45.2709                 NaN            NaN   2.63031        17.3297                 NaN
  1073.62        2500.00                 NaN            NaN   16.1730        7.56757                 NaN            NaN            NaN   11.0347        45.2636                 NaN            NaN   2.63026        17.3309                 NaN
  1072.49        2500.00                 NaN            NaN   7.53833        16.1805                 NaN            NaN            NaN   11.0300        45.2792                 NaN            NaN   2.63527        17.3366                 NaN
  1071.36        2500.00                 NaN            NaN   7.53264        16.1889                 NaN            NaN            NaN   11.0344        45.2739                 NaN            NaN   2.63403        17.3361                 NaN
  1070.22        2500.00                 NaN            NaN   16.1939        7.54841                 NaN            NaN            NaN   11.0423        45.2552                 NaN            NaN   2.62958        17.3307                 NaN
  1069.09        2500.00                 NaN            NaN   16.2092        7.53830                 NaN            NaN            NaN   11.0484        45.2470                 NaN            NaN   2.62776        17.3294                 NaN
  1067.96        2500.00                 NaN            NaN   16.3344        7.43041                 NaN            NaN            NaN   11.0978        45.1945                 NaN            NaN   2.61677        17.3262                 NaN
  1066.83        2500.00                 NaN            NaN   16.3782        7.41773                 NaN            NaN            NaN   11.1407        45.1393                 NaN            NaN   2.60391        17.3202                 NaN
  1065.69        2500.00                 NaN            NaN   16.4627        7.35837                 NaN            NaN            NaN   11.1880        45.0852                 NaN            NaN   2.59136        17.3144                 NaN
  1064.56        2500.00                 NaN            NaN   7.30541        16.5129                 NaN            NaN            NaN   11.2093        45.0677                 NaN            NaN   2.58847        17.3163                 NaN
  1063.43        2500.00                 NaN            NaN   7.28178        16.5551                 NaN            NaN            NaN   11.2342        45.0356                 NaN            NaN   2.58090        17.3124                 NaN
  1062.29        2500.00                 NaN            NaN   16.5440        7.30032                 NaN            NaN            NaN   11.2333        45.0324                 NaN            NaN   2.57847        17.3115                 NaN
  1061.16        2500.00                 NaN            NaN   16.6405        7.23619                 NaN            NaN            NaN   11.2778        44.9753                 NaN            NaN   2.56654        17.3036                 NaN
  1060.03        2500.00                 NaN            NaN   7.19988        16.6846                 NaN            NaN            NaN   11.2997        44.9516                 NaN            NaN   2.56158        17.3027                 NaN
  1058.90        2500.00                 NaN            NaN   7.17095        16.7270                 NaN            NaN            NaN   11.3222        44.9244                 NaN            NaN   2.55546        17.3000                 NaN
  1057.76        2500.00                 NaN            NaN   16.7692        7.14211                 NaN            NaN            NaN   11.3447        44.8973                 NaN            NaN   2.54934        17.2973                 NaN
