|6.6.6
Archiving\03_Data\frac/QFM_m2.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1842.11        2500.00        99.1677       0.832298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1839.60        2500.00        99.1677       0.832297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1837.09        2500.00        99.1677       0.832296                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1834.59        2500.00        99.1677       0.832295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1832.08        2500.00        99.1677       0.832294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1829.57        2500.00        99.1677       0.832293                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1827.07        2500.00        99.1677       0.832292                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1824.56        2500.00        99.1677       0.832291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1822.06        2500.00        99.1672       0.832289       0.559341E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1819.55        2500.00        99.1477       0.832294       0.199824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1817.04        2500.00        99.1566       0.832457       0.109899E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1814.54        2500.00        99.1514       0.832547       0.160824E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1812.03        2500.00        99.1514       0.832680       0.159119E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1809.52        2500.00        99.1513       0.832811       0.158469E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1807.02        2500.00        99.1514       0.832941       0.156842E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1804.51        2500.00        99.1514       0.833071       0.155690E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1802.01        2500.00        99.1513       0.833199       0.154833E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1799.50        2500.00        99.1513       0.833326       0.153425E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1796.99        2500.00        99.1513       0.833453       0.152351E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1794.49        2500.00        99.1513       0.833578       0.151161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1791.98        2500.00        99.1513       0.833702       0.150409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1789.47        2500.00        99.1512       0.833826       0.149526E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1786.97        2500.00        99.1514       0.833949       0.147002E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1784.46        2500.00        99.1512       0.834070       0.146841E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1781.95        2500.00        99.1512       0.834191       0.146459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1779.45        2500.00        99.1513       0.834312       0.143735E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1776.94        2500.00        99.1457       0.834430       0.198399E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1774.44        2500.00        99.1567       0.834594       0.872188E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1771.93        2500.00        99.1512       0.834665       0.141571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1769.42        2500.00        98.8126       0.834785       0.140721E-001  0.338559                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1766.92        2500.00        99.3309                 NaN  0.141542E-001  0.654908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1764.41        2500.00        99.3249                 NaN  0.141700E-001  0.660885                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1761.90        2500.00        99.3211                 NaN  0.141361E-001  0.664786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1759.40        2500.00        99.3165                 NaN  0.141348E-001  0.669394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1756.89        2500.00        99.3108                 NaN  0.141369E-001  0.675040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1754.39        2500.00        99.3009                 NaN  0.142583E-001  0.684887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1751.88        2500.00        99.3074                 NaN  0.139328E-001  0.678617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1749.37        2500.00        99.2963                 NaN  0.140870E-001  0.689630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1746.87        2500.00        99.2903                 NaN  0.141020E-001  0.695627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1744.36        2500.00        99.2859                 NaN  0.140629E-001  0.700064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1741.85        2500.00        99.2779                 NaN  0.141241E-001  0.708022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1739.35        2500.00        99.2764                 NaN  0.140317E-001  0.709534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1736.84        2500.00        99.2709                 NaN  0.140384E-001  0.715074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1734.34        2500.00        99.2637                 NaN  0.140749E-001  0.722230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1731.83        2500.00        99.2601                 NaN  0.140176E-001  0.725930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1729.32        2500.00        98.8360                 NaN  0.219179E-001   1.14208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1726.82        2500.00        99.6736                 NaN  0.607241E-002  0.320365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1724.31        2500.00        99.2440                 NaN  0.140118E-001  0.741974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1721.80        2500.00        99.2357                 NaN  0.140672E-001  0.750261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        98.6565                 NaN  0.248994E-001   1.31856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        99.8108                 NaN  0.306445E-002  0.186146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        99.2206                 NaN  0.140163E-001  0.765431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        99.2205                 NaN  0.139507E-001  0.765565                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        98.6683                 NaN  0.237018E-001   1.30800                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        99.7870                 NaN  0.376976E-002  0.209190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        99.1782                 NaN  0.144444E-001  0.807342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        99.2011                 NaN  0.139708E-001  0.784921                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        99.1973                 NaN  0.139406E-001  0.788753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        99.2033                 NaN  0.137804E-001  0.782894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        99.1797                 NaN  0.141116E-001  0.806141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        99.1857                 NaN  0.139203E-001  0.800347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        99.1797                 NaN  0.139623E-001  0.806373                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        99.2016                 NaN  0.135506E-001  0.784881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        99.1543                 NaN  0.142910E-001  0.831408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        99.1745                 NaN  0.138912E-001  0.811640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        99.1708                 NaN  0.139030E-001  0.815262                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        99.1682                 NaN  0.139078E-001  0.817907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        99.1663                 NaN  0.138951E-001  0.819814                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        99.1666                 NaN  0.138677E-001  0.819494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        98.2832                 NaN  0.116036E-001  0.510007                 NaN   1.19523                 NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        97.6358                 NaN  0.934229E-002  0.256893                 NaN   2.09794                 NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        97.6759                 NaN  0.891178E-002  0.248869                 NaN   2.06627                 NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        97.7192                 NaN  0.855023E-002  0.241393                 NaN   2.03085                 NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        97.7589                 NaN  0.818409E-002  0.233778                 NaN   1.99912                 NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        97.7979                 NaN  0.778285E-002  0.226541                 NaN   1.96773                 NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        97.8347                 NaN  0.759746E-002  0.219271                 NaN   1.93841                 NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        97.8739                 NaN  0.712559E-002  0.212151                 NaN   1.90681                 NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        97.9061                 NaN  0.676160E-002  0.205118                 NaN   1.88203                 NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        97.9454                 NaN  0.646390E-002  0.198283                 NaN   1.84985                 NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        97.9753                 NaN  0.618852E-002  0.191352                 NaN   1.82715                 NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.0068                 NaN  0.583474E-002  0.184888                 NaN   1.80253                 NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.0413                 NaN  0.554367E-002  0.178346                 NaN   1.77485                 NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.0695                 NaN  0.520785E-002  0.171934                 NaN   1.75331                 NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.0963                 NaN  0.493652E-002  0.165619                 NaN   1.73310                 NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.1262                 NaN  0.454486E-002  0.159318                 NaN   1.70997                 NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.1563                 NaN  0.433317E-002  0.153422                 NaN   1.68592                 NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.1800                 NaN  0.404918E-002  0.147249                 NaN   1.66874                 NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        98.2008                 NaN  0.367551E-002  0.141399                 NaN   1.65409                 NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        98.2348                 NaN  0.351479E-002  0.135939                 NaN   1.62576                 NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        98.2437                 NaN  0.316103E-002  0.128934                 NaN   1.62419                 NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        98.2902                 NaN  0.287343E-002  0.125281                 NaN   1.58169                 NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        97.8070                 NaN  0.125746E-001  0.350323E-001  0.936622E-001   1.97315       0.786022E-001            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6780                 NaN  0.681289E-003  0.118247                 NaN   1.20311                 NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.3380                 NaN  0.107273E-003  0.105171                 NaN   1.55674                 NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.3653                 NaN  0.166873E-002  0.102663                 NaN   1.53037                 NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.3765                 NaN  0.144480E-002  0.965517E-001            NaN   1.52549                 NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.4049                 NaN  0.104185E-002  0.931658E-001            NaN   1.50092                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.4197                 NaN  0.823081E-003  0.874072E-001            NaN   1.49203                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.4362                 NaN  0.532270E-003  0.823104E-001            NaN   1.48095                 NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.4532                 NaN  0.183300E-003  0.775849E-001            NaN   1.46900                 NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.4706                 NaN  0.222805E-002  0.765171E-001            NaN   1.45068                 NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.4860                 NaN            NaN  0.687634E-001            NaN   1.44527                 NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.3787                 NaN  0.199622E-003  0.703245E-001            NaN   1.55073                 NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.5488                 NaN  0.329595E-002  0.257527E-001            NaN  0.422176                 NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        97.6280                 NaN            NaN  0.925438E-001            NaN   2.27949                 NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.5423                 NaN            NaN  0.526556E-001            NaN   1.40505                 NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.4615                 NaN            NaN  0.518002E-001            NaN   1.48674                 NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.6627                 NaN            NaN  0.421848E-001            NaN   1.29512                 NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.5512                 NaN            NaN  0.354513E-001            NaN   1.22569       0.187614                 NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.3151                 NaN  0.397577E-002  0.427398E-001            NaN            NaN   1.63821                 NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.2462                 NaN  0.185815E-001            NaN            NaN            NaN   1.73517                 NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.2298                 NaN  0.183349E-001  0.123599E-001            NaN            NaN   1.73951                 NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.1942                 NaN  0.182601E-001            NaN            NaN            NaN   1.78751                 NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.1492                 NaN  0.181586E-001            NaN            NaN            NaN   1.83265                 NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.0867                 NaN  0.179995E-001            NaN            NaN            NaN   1.89535                 NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        97.9974                 NaN  0.178748E-001            NaN            NaN            NaN   1.98475                 NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        97.8614                 NaN  0.177802E-001            NaN            NaN            NaN   2.12083                 NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        97.3324                 NaN  0.166832E-001            NaN            NaN            NaN   1.25937        1.39155                 NaN            NaN            NaN            NaN
  1546.37        2500.00        97.0646                 NaN  0.152364E-001            NaN            NaN            NaN   2.72116       0.198984                 NaN            NaN            NaN            NaN
  1543.86        2500.00        97.0930                 NaN  0.140787E-001  0.170138                 NaN            NaN   2.72283                 NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        97.1273                 NaN  0.133165E-001  0.258485                 NaN            NaN   2.60095                 NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        97.2003                 NaN  0.125684E-001  0.278089                 NaN            NaN   2.50905                 NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        97.2628                 NaN  0.119587E-001  0.280072                 NaN            NaN   2.44518                 NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.3350                 NaN  0.112524E-001  0.300041                 NaN            NaN   2.35375                 NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.3995                 NaN  0.107066E-001  0.288040                 NaN            NaN   2.30173                 NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.4444                 NaN  0.103274E-001  0.273321                 NaN            NaN   2.27191                 NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.5025                 NaN  0.973736E-002  0.278614                 NaN            NaN   2.20917                 NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.5581                 NaN  0.927644E-002  0.281669                 NaN            NaN   2.15100                 NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.6141                 NaN  0.886460E-002  0.263912                 NaN            NaN   2.11316                 NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.6567                 NaN  0.840866E-002  0.263964                 NaN            NaN   2.07096                 NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.7036                 NaN  0.797664E-002  0.259831                 NaN            NaN   2.02863                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.7471                 NaN  0.757041E-002  0.257868                 NaN            NaN   1.98749                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.7902                 NaN  0.717194E-002  0.251161                 NaN            NaN   1.95148                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.8321                 NaN  0.675705E-002  0.249485                 NaN            NaN   1.91169                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.8699                 NaN  0.639812E-002  0.243086                 NaN            NaN   1.88066                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.8741                 NaN  0.635015E-002  0.219083                 NaN            NaN   1.90047                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.9568                 NaN  0.583337E-002  0.265805                 NaN            NaN   1.77155                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.0236                 NaN  0.528084E-002  0.228497                 NaN            NaN   1.74265                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.0162                 NaN  0.499748E-002  0.233167                 NaN            NaN   1.74566                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.0467                 NaN  0.471138E-002  0.225433                 NaN            NaN   1.72319                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0776                 NaN  0.443810E-002  0.219480                 NaN            NaN   1.69848                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1076                 NaN  0.411328E-002  0.220041                 NaN            NaN   1.66822                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1360                 NaN  0.378594E-002  0.226325                 NaN            NaN   1.63391                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1587                 NaN  0.366088E-002  0.205570                 NaN            NaN   1.63206                 NaN            NaN            NaN            NaN            NaN
