|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.25/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc            
  1539.63        2500.00        99.3621       0.598767       0.390921E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.04        2500.00        99.3671       0.595000       0.378770E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.46        2500.00        99.3696       0.594985       0.354282E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.88        2500.00        99.3740       0.591073       0.349658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.30        2500.00        99.9834                 NaN  0.166320E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.71        2500.00        98.6069        1.32410       0.690423E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.13        2500.00        99.5233       0.248902       0.532896E-002            NaN  0.222457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.55        2500.00        99.2895                 NaN  0.355852E-004            NaN  0.710430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.97        2500.00        99.1148                 NaN            NaN            NaN  0.885206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.38        2500.00        99.2017                 NaN            NaN            NaN  0.798282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.80        2500.00        98.9451                 NaN            NaN            NaN   1.05493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.22        2500.00        99.6168                 NaN  0.229344E-002            NaN  0.380876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.64        2500.00        99.0414                 NaN  0.373139E-005            NaN  0.958585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.05        2500.00        99.1926                 NaN            NaN            NaN  0.807429                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.47        2500.00        99.1950                 NaN            NaN            NaN  0.804985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1515.89        2500.00        99.1846                 NaN            NaN            NaN  0.815383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.31        2500.00        99.1758                 NaN            NaN            NaN  0.824197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1512.72        2500.00        99.1710                 NaN            NaN            NaN  0.828996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.14        2500.00        99.0624                 NaN            NaN            NaN  0.772113       0.165458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1509.56        2500.00        98.6973                 NaN            NaN            NaN  0.506658       0.796090                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.98        2500.00        98.7128       0.162177       0.833687E-002            NaN  0.442306       0.674419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.39        2500.00        98.7240                 NaN            NaN            NaN  0.115881        1.16016                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.81        2500.00        98.7425                 NaN            NaN            NaN  0.488171       0.769283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.23        2500.00        98.7526                 NaN  0.117553E-005            NaN  0.484871       0.762561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.65        2500.00        98.7640                 NaN            NaN            NaN  0.755940       0.480050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1500.06        2500.00        98.7562                 NaN            NaN            NaN  0.485896       0.757947                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.48        2500.00        98.8096                 NaN  0.127569E-003            NaN  0.459774       0.730494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.90        2500.00        98.8017                 NaN            NaN            NaN  0.463837       0.734457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.32        2500.00        99.9652       0.132016E-001  0.215494E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.6828                 NaN            NaN            NaN  0.864354        1.45285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.15        2500.00        98.8358                 NaN            NaN            NaN  0.714055       0.450178                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.57        2500.00        98.8462                 NaN            NaN            NaN  0.709125       0.444692                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.99        2500.00        98.8584                 NaN            NaN            NaN  0.702314       0.439294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.40        2500.00        98.8688                 NaN            NaN            NaN  0.436409       0.694772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1485.82        2500.00        98.8787                 NaN            NaN            NaN  0.688560       0.432744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.24        2500.00        98.8880                 NaN            NaN            NaN  0.684159       0.427817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1482.66        2500.00        98.8994                 NaN            NaN            NaN  0.677465       0.423091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.07        2500.00        98.9088                 NaN            NaN            NaN  0.671525       0.419677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1479.49        2500.00        98.9186                 NaN            NaN            NaN  0.415075       0.666319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.91        2500.00        98.9276                 NaN            NaN            NaN  0.411058       0.661328                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.33        2500.00        98.9343                 NaN            NaN            NaN  0.657956       0.407714                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.74        2500.00        98.9487                 NaN            NaN            NaN  0.402647       0.648622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.16        2500.00        98.9536                 NaN  0.373218E-003            NaN  0.647311       0.398696                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.58        2500.00        98.9637                 NaN            NaN            NaN  0.641113       0.395201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1470.00        2500.00        98.9701                 NaN            NaN            NaN  0.392546       0.637393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.41        2500.00        98.9802                 NaN            NaN            NaN  0.387880       0.631897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.83        2500.00        98.9878                 NaN            NaN            NaN  0.384492       0.627667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1465.25        2500.00        98.9953                 NaN            NaN            NaN  0.380824       0.623864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.67        2500.00        99.0028                 NaN            NaN            NaN  0.620035       0.377127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1462.08        2500.00        99.0118                 NaN            NaN            NaN  0.614704       0.373508                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1460.50        2500.00        99.0177                 NaN  0.154266E-005            NaN  0.370192       0.612075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.92        2500.00        99.0253                 NaN            NaN            NaN  0.366940       0.607751                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1457.34        2500.00        99.0322                 NaN            NaN            NaN  0.603472       0.364354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1455.75        2500.00        98.0767                 NaN  0.120274E-001            NaN  0.699761       0.783870                 NaN  0.427687                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.17        2500.00        97.2530                 NaN  0.259744                 NaN  0.837807       0.820145                 NaN  0.829341                 NaN            NaN            NaN            NaN            NaN            NaN
  1452.59        2500.00        97.3127                 NaN  0.257843                 NaN  0.820454       0.797109                 NaN  0.811893                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.01        2500.00        97.3766                 NaN  0.255244                 NaN  0.773185       0.802092                 NaN  0.792876                 NaN            NaN            NaN            NaN            NaN            NaN
  1449.42        2500.00        97.4355                 NaN  0.252841                 NaN  0.750267       0.785834                 NaN  0.775580                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.84        2500.00        97.4983                 NaN  0.249815                 NaN  0.726670       0.768246                 NaN  0.757009                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.26        2500.00        97.5501                 NaN  0.248940                 NaN  0.705680       0.753397                 NaN  0.741892                 NaN            NaN            NaN            NaN            NaN            NaN
  1444.68        2500.00        97.6067                 NaN  0.245486                 NaN  0.737197       0.685393                 NaN  0.725237                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.09        2500.00        97.6607                 NaN  0.242550                 NaN  0.722399       0.665923                 NaN  0.708451                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.51        2500.00        97.7061                 NaN  0.241579                 NaN  0.646087       0.710784                 NaN  0.695440                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.93        2500.00        97.7568                 NaN  0.239303                 NaN  0.696003       0.627636                 NaN  0.680294                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.35        2500.00        97.8010                 NaN  0.237727                 NaN  0.683701       0.610721                 NaN  0.666836                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.76        2500.00        97.8471                 NaN  0.235344                 NaN  0.593168       0.670873                 NaN  0.653540                 NaN            NaN            NaN            NaN            NaN            NaN
  1435.18        2500.00        97.8892                 NaN  0.233855                 NaN  0.577195       0.658887                 NaN  0.640828                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.60        2500.00        97.9302                 NaN  0.232040                 NaN  0.561331       0.647929                 NaN  0.628494                 NaN            NaN            NaN            NaN            NaN            NaN
  1432.02        2500.00        97.9709                 NaN  0.230251                 NaN  0.636497       0.546242                 NaN  0.616143                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.43        2500.00        98.0001                 NaN  0.230753                 NaN  0.533664       0.627446                 NaN  0.608047                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.85        2500.00        98.0465                 NaN  0.226603                 NaN  0.612772       0.520399                 NaN  0.593698                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.27        2500.00        98.0933                 NaN  0.224168                 NaN  0.601787       0.501743                 NaN  0.579035                 NaN            NaN            NaN            NaN            NaN            NaN
  1425.69        2500.00        98.1193                 NaN  0.223861                 NaN  0.594999       0.489872                 NaN  0.572008                 NaN            NaN            NaN            NaN            NaN            NaN
  1424.10        2500.00        98.1510                 NaN  0.222608                 NaN  0.478663       0.585490                 NaN  0.562288                 NaN            NaN            NaN            NaN            NaN            NaN
  1422.52        2500.00        98.1870                 NaN  0.220848                 NaN  0.465027       0.575769                 NaN  0.551321                 NaN            NaN            NaN            NaN            NaN            NaN
  1420.94        2500.00        98.2159                 NaN  0.220224                 NaN  0.568218       0.453007                 NaN  0.542634                 NaN            NaN            NaN            NaN            NaN            NaN
  1419.36        2500.00        98.2478                 NaN  0.217928                 NaN  0.442067       0.559450                 NaN  0.532748                 NaN            NaN            NaN            NaN            NaN            NaN
  1417.78        2500.00        98.2793                 NaN  0.216659                 NaN  0.549982       0.430584                 NaN  0.523437                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.19        2500.00        98.3063                 NaN  0.215668                 NaN  0.541971       0.420554                 NaN  0.515476                 NaN            NaN            NaN            NaN            NaN            NaN
  1414.61        2500.00        98.3371                 NaN  0.213985                 NaN  0.534017       0.409153                 NaN  0.505768                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.03        2500.00        98.3627                 NaN  0.213077                 NaN  0.399849       0.526209                 NaN  0.498157                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.45        2500.00        98.3901                 NaN  0.211649                 NaN  0.389429       0.519101                 NaN  0.489754                 NaN            NaN            NaN            NaN            NaN            NaN
  1409.86        2500.00        98.4122                 NaN  0.211206                 NaN  0.514035       0.379594                 NaN  0.482969                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.28        2500.00        98.4443                 NaN  0.208309                 NaN  0.503602       0.370811                 NaN  0.473014                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.70        2500.00        98.4643                 NaN  0.208149                 NaN  0.362518       0.497975                 NaN  0.467082                 NaN            NaN            NaN            NaN            NaN            NaN
  1405.12        2500.00        98.4902                 NaN  0.206641                 NaN  0.491051       0.353060                 NaN  0.459034                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.53        2500.00        98.5136                 NaN  0.205284                 NaN  0.484521       0.344678                 NaN  0.451921                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.95        2500.00        98.5330                 NaN  0.204757                 NaN  0.336867       0.479398                 NaN  0.445949                 NaN            NaN            NaN            NaN            NaN            NaN
  1400.37        2500.00        98.5600                 NaN  0.200841                 NaN  0.331462       0.470322                 NaN  0.437336                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.79        2500.00        98.5786                 NaN  0.203145                 NaN  0.319367       0.466775                 NaN  0.432144                 NaN            NaN            NaN            NaN            NaN            NaN
  1397.20        2500.00        98.6002                 NaN  0.200531                 NaN  0.459721       0.314399                 NaN  0.425109                 NaN            NaN            NaN            NaN            NaN            NaN
  1395.62        2500.00        98.6169                 NaN  0.202304                 NaN  0.455809       0.304146                 NaN  0.420793                 NaN            NaN            NaN            NaN            NaN            NaN
  1394.04        2500.00        98.6467                 NaN  0.195289                 NaN  0.301821       0.446234                 NaN  0.409942                 NaN            NaN            NaN            NaN            NaN            NaN
  1392.46        2500.00        98.6605                 NaN  0.196793                 NaN  0.442632       0.293530                 NaN  0.406520                 NaN            NaN            NaN            NaN            NaN            NaN
  1390.87        2500.00        98.6793                 NaN  0.195485                 NaN  0.287373       0.437313                 NaN  0.400578                 NaN            NaN            NaN            NaN            NaN            NaN
  1389.29        2500.00        98.6947                 NaN  0.195208                 NaN  0.280452       0.433733                 NaN  0.395890                 NaN            NaN            NaN            NaN            NaN            NaN
  1387.71        2500.00        98.7130                 NaN  0.194486                 NaN  0.425831       0.275638                 NaN  0.391008                 NaN            NaN            NaN            NaN            NaN            NaN
  1386.13        2500.00        98.7394                 NaN  0.189550                 NaN  0.421038       0.268926                 NaN  0.381106                 NaN            NaN            NaN            NaN            NaN            NaN
  1384.54        2500.00        98.7484                 NaN  0.192318                 NaN  0.418728       0.261112                 NaN  0.379421                 NaN            NaN            NaN            NaN            NaN            NaN
  1382.96        2500.00        98.7701                 NaN  0.186974                 NaN  0.261861       0.409383                 NaN  0.371670                 NaN            NaN            NaN            NaN            NaN            NaN
  1381.38        2500.00        98.7824                 NaN  0.188283                 NaN  0.409373       0.251687                 NaN  0.368256                 NaN            NaN            NaN            NaN            NaN            NaN
  1379.80        2500.00        98.8013                 NaN  0.185698                 NaN  0.248808       0.402210                 NaN  0.361996                 NaN            NaN            NaN            NaN            NaN            NaN
  1378.21        2500.00        98.8154                 NaN  0.184870                 NaN  0.398116       0.243947                 NaN  0.357657                 NaN            NaN            NaN            NaN            NaN            NaN
  1376.63        2500.00        98.8310                 NaN  0.183547                 NaN  0.239070       0.393632                 NaN  0.352702                 NaN            NaN            NaN            NaN            NaN            NaN
  1375.05        2500.00        98.8461                 NaN  0.182003                 NaN  0.234883       0.389024                 NaN  0.347988                 NaN            NaN            NaN            NaN            NaN            NaN
  1373.47        2500.00        98.8602                 NaN  0.180628                 NaN  0.385426       0.230435                 NaN  0.343320                 NaN            NaN            NaN            NaN            NaN            NaN
  1371.88        2500.00        98.8749                 NaN  0.179039                 NaN  0.381289       0.226163                 NaN  0.338616                 NaN            NaN            NaN            NaN            NaN            NaN
  1370.30        2500.00        98.8884                 NaN  0.177639                 NaN  0.377208       0.222552                 NaN  0.334199                 NaN            NaN            NaN            NaN            NaN            NaN
  1368.72        2500.00        98.9020                 NaN  0.175762                 NaN  0.219883       0.372493                 NaN  0.329891                 NaN            NaN            NaN            NaN            NaN            NaN
  1367.14        2500.00        98.9155                 NaN  0.174171                 NaN  0.368695       0.216129                 NaN  0.325491                 NaN            NaN            NaN            NaN            NaN            NaN
  1365.55        2500.00        98.9289                 NaN  0.172770                 NaN  0.364886       0.212369                 NaN  0.321095                 NaN            NaN            NaN            NaN            NaN            NaN
  1363.97        2500.00        98.9417                 NaN  0.171046                 NaN  0.360779       0.209530                 NaN  0.316996                 NaN            NaN            NaN            NaN            NaN            NaN
  1362.39        2500.00        98.9544                 NaN  0.169138                 NaN  0.206733       0.357042                 NaN  0.312661                 NaN            NaN            NaN            NaN            NaN            NaN
  1360.81        2500.00        98.9667                 NaN  0.168031                 NaN  0.352155       0.204054                 NaN  0.309043                 NaN            NaN            NaN            NaN            NaN            NaN
  1359.22        2500.00        98.9798                 NaN  0.165456                 NaN  0.348672       0.201687                 NaN  0.304381                 NaN            NaN            NaN            NaN            NaN            NaN
  1357.64        2500.00        98.9911                 NaN  0.164064                 NaN  0.345330       0.198731                 NaN  0.300750                 NaN            NaN            NaN            NaN            NaN            NaN
  1356.06        2500.00        99.0025                 NaN  0.162183                 NaN  0.341581       0.196729                 NaN  0.296999                 NaN            NaN            NaN            NaN            NaN            NaN
  1354.48        2500.00        99.0143                 NaN  0.160564                 NaN  0.338025       0.193902                 NaN  0.293257                 NaN            NaN            NaN            NaN            NaN            NaN
  1352.89        2500.00        99.0247                 NaN  0.158212                 NaN  0.333990       0.193504                 NaN  0.289563                 NaN            NaN            NaN            NaN            NaN            NaN
  1351.31        2500.00        99.0356                 NaN  0.156372                 NaN  0.330910       0.191210                 NaN  0.285879                 NaN            NaN            NaN            NaN            NaN            NaN
  1349.73        2500.00        99.0464                 NaN  0.154397                 NaN  0.326983       0.189864                 NaN  0.282384                 NaN            NaN            NaN            NaN            NaN            NaN
  1348.15        2500.00        99.0562                 NaN  0.153250                 NaN  0.323427       0.187724                 NaN  0.279420                 NaN            NaN            NaN            NaN            NaN            NaN
  1346.56        2500.00        99.0683                 NaN  0.149589                 NaN  0.319166       0.188156                 NaN  0.274838                 NaN            NaN            NaN            NaN            NaN            NaN
  1344.98        2500.00        99.0769                 NaN  0.148031                 NaN  0.315895       0.187073                 NaN  0.272071                 NaN            NaN            NaN            NaN            NaN            NaN
  1343.40        2500.00        99.0862                 NaN  0.146091                 NaN  0.312186       0.186551                 NaN  0.268954                 NaN            NaN            NaN            NaN            NaN            NaN
  1341.82        2500.00        99.0965                 NaN  0.143547                 NaN  0.185584       0.309056                 NaN  0.265340                 NaN            NaN            NaN            NaN            NaN            NaN
