|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.25/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc            
  1063.30        2500.00                 NaN            NaN   6.51366                 NaN   21.9415                 NaN            NaN   10.6249        42.1856        1.39164                 NaN            NaN   17.3426                 NaN
  1061.72        2500.00                 NaN            NaN   6.51690                 NaN   21.9527                 NaN            NaN   10.6352        42.1702        1.38890                 NaN            NaN   17.3361                 NaN
  1060.13        2500.00                 NaN            NaN   6.53351                 NaN   21.9148                 NaN            NaN   10.6315        42.1875        1.39121                 NaN            NaN   17.3415                 NaN
  1058.55        2500.00                 NaN            NaN   6.52333                 NaN   21.9758                 NaN            NaN   10.6557        42.1390        1.38332                 NaN            NaN   17.3228                 NaN
  1056.97        2500.00                 NaN            NaN   6.52653                 NaN   21.9876                 NaN            NaN   10.6661        42.1232        1.38048                 NaN            NaN   17.3161                 NaN
  1055.39        2500.00                 NaN            NaN   6.52971                 NaN   21.9997                 NaN            NaN   10.6765        42.1072        1.37760                 NaN            NaN   17.3093                 NaN
  1053.80        2500.00                 NaN            NaN   6.48013                 NaN   22.0830                 NaN            NaN   10.7164        42.0499        1.37865                 NaN            NaN   17.2919                 NaN
  1052.22        2500.00                 NaN            NaN   6.53599                 NaN   22.0246                 NaN            NaN   10.6975        42.0747        1.37173                 NaN            NaN   17.2955                 NaN
  1050.64        2500.00                 NaN            NaN   6.53910                 NaN   22.0374                 NaN            NaN   10.7080        42.0582        1.36874                 NaN            NaN   17.2885                 NaN
  1049.06        2500.00                 NaN            NaN   6.54220                 NaN   22.0505                 NaN            NaN   10.7187        42.0416        1.36571                 NaN            NaN   17.2814                 NaN
  1047.47        2500.00                 NaN            NaN   6.54514                 NaN   22.0632                 NaN            NaN   10.7292        42.0252        1.36268                 NaN            NaN   17.2746                 NaN
  1045.89        2500.00                 NaN            NaN   6.54837                 NaN   22.0772                 NaN            NaN   10.7400        42.0078        1.35953                 NaN            NaN   17.2670                 NaN
  1044.31        2500.00                 NaN            NaN   6.55143                 NaN   22.0910                 NaN            NaN   10.7508        41.9907        1.35638                 NaN            NaN   17.2597                 NaN
  1042.73        2500.00                 NaN            NaN   6.55452                 NaN   22.1049                 NaN            NaN   10.7615        41.9735        1.35320                 NaN            NaN   17.2524                 NaN
  1041.14        2500.00                 NaN            NaN   6.55750                 NaN   22.1192                 NaN            NaN   10.7725        41.9559        1.34997                 NaN            NaN   17.2449                 NaN
  1039.56        2500.00                 NaN            NaN   6.56006                 NaN   22.1313                 NaN            NaN   10.7828        41.9400        1.34686                 NaN            NaN   17.2390                 NaN
  1037.98        2500.00                 NaN            NaN   6.56303                 NaN   22.1462                 NaN            NaN   10.7938        41.9221        1.34354                 NaN            NaN   17.2313                 NaN
  1036.40        2500.00                 NaN            NaN   6.56442                 NaN   22.1560                 NaN            NaN   10.8003        41.9076        1.34107                 NaN            NaN   17.2307                 NaN
  1034.81        2500.00                 NaN            NaN   6.56676                 NaN   22.1719                 NaN            NaN   10.8117        41.8890        1.33774                 NaN            NaN   17.2229                 NaN
  1033.23        2500.00                 NaN            NaN   6.56909                 NaN   22.1881                 NaN            NaN   10.8231        41.8702        1.33437                 NaN            NaN   17.2151                 NaN
  1031.65        2500.00                 NaN            NaN   6.57144                 NaN   22.2045                 NaN            NaN   10.8346        41.8513        1.33095                 NaN            NaN   17.2072                 NaN
  1030.07        2500.00                 NaN            NaN   6.57375                 NaN   22.2213                 NaN            NaN   10.8461        41.8322        1.32749                 NaN            NaN   17.1992                 NaN
  1028.48        2500.00                 NaN            NaN   6.57609                 NaN   22.2382                 NaN            NaN   10.8577        41.8129        1.32398                 NaN            NaN   17.1911                 NaN
  1026.90        2500.00                 NaN            NaN   6.57824                 NaN   22.2556                 NaN            NaN   10.8694        41.7933        1.32045                 NaN            NaN   17.1830                 NaN
  1025.32        2500.00                 NaN            NaN   6.58055                 NaN   22.2731                 NaN            NaN   10.8812        41.7736        1.31685                 NaN            NaN   17.1748                 NaN
  1023.74        2500.00                 NaN            NaN   6.58259                 NaN   22.2910                 NaN            NaN   10.8930        41.7535        1.31323                 NaN            NaN   17.1666                 NaN
  1022.15        2500.00                 NaN            NaN   6.58514                 NaN   22.3089                 NaN            NaN   10.9049        41.7335        1.30949                 NaN            NaN   17.1581                 NaN
  1020.57        2500.00                 NaN            NaN   6.58729                 NaN   22.3273                 NaN            NaN   10.9168        41.7131        1.30577                 NaN            NaN   17.1497                 NaN
  1018.99        2500.00                 NaN            NaN   6.58929                 NaN   22.3461                 NaN            NaN   10.9289        41.6925        1.30201                 NaN            NaN   17.1412                 NaN
  1017.41        2500.00                 NaN            NaN   6.59101                 NaN   22.3633                 NaN            NaN   10.9406        41.6731        1.29832                 NaN            NaN   17.1337                 NaN
  1015.82        2500.00                 NaN            NaN   6.59291                 NaN   22.3818                 NaN            NaN   10.9526        41.6527        1.29452                 NaN            NaN   17.1255                 NaN
  1014.24        2500.00                 NaN            NaN   6.59498                 NaN   22.4014                 NaN            NaN   10.9649        41.6315        1.29059                 NaN            NaN   17.1167                 NaN
  1012.66        2500.00                 NaN            NaN   6.59711                 NaN   22.4213                 NaN            NaN   10.9772        41.6100        1.28660                 NaN            NaN   17.1078                 NaN
  1011.08        2500.00                 NaN            NaN   6.59958                 NaN   22.4411                 NaN            NaN   10.9896        41.5884        1.28251                 NaN            NaN   17.0987                 NaN
  1009.49        2500.00                 NaN            NaN   6.60118                 NaN   22.4620                 NaN            NaN   11.0022        41.5663        1.27849                 NaN            NaN   17.0898                 NaN
  1007.91        2500.00                 NaN            NaN   6.60339                 NaN   22.4827                 NaN            NaN   11.0148        41.5442        1.27433                 NaN            NaN   17.0806                 NaN
  1006.33        2500.00                 NaN            NaN   6.60534                 NaN   22.5039                 NaN            NaN   11.0276        41.5217        1.27014                 NaN            NaN   17.0714                 NaN
  1004.75        2500.00                 NaN            NaN   6.60720                 NaN   22.5254                 NaN            NaN   11.0404        41.4990        1.26592                 NaN            NaN   17.0621                 NaN
  1003.16        2500.00                 NaN            NaN   6.60973                 NaN   22.5468                 NaN            NaN   11.0532        41.4762        1.26153                 NaN            NaN   17.0525                 NaN
  1001.58        2500.00                 NaN            NaN   6.61175                 NaN   22.5689                 NaN            NaN   11.0663        41.4530        1.25715                 NaN            NaN   17.0430                 NaN
  1000.00        2500.00                 NaN            NaN   6.61321                 NaN   22.5917                 NaN            NaN   11.0794        41.4293        1.25281                 NaN            NaN   17.0335                 NaN
