|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1176.02        500.000                 NaN   6.12751                 NaN   4.28606                 NaN   7.14470                 NaN   41.6685                 NaN   40.7733     
  1174.96        500.000                 NaN   6.12378                 NaN   4.28819                 NaN   7.14581                 NaN   41.6669                 NaN   40.7753     
  1173.90        500.000                 NaN   6.12017                 NaN   4.29023                 NaN   7.14691                 NaN   41.6655                 NaN   40.7772     
  1172.84        500.000                 NaN   6.11816                 NaN   4.29127                 NaN   7.14811                 NaN   41.6642                 NaN   40.7782     
  1171.78        500.000                 NaN   6.11561                 NaN   4.29250                 NaN   7.14930                 NaN   41.6632                 NaN   40.7794     
  1170.72        500.000                 NaN   6.12021                 NaN   4.28977                 NaN   7.14937                 NaN   41.6635                 NaN   40.7771     
  1169.66        500.000                 NaN   6.11133                 NaN   4.29478                 NaN   7.15141                 NaN   41.6609                 NaN   40.7816     
  1168.60        500.000                 NaN   6.10878                 NaN   4.29616                 NaN   7.15255                 NaN   41.6596                 NaN   40.7829     
  1167.54        500.000                 NaN   6.10672                 NaN   4.29724                 NaN   7.15365                 NaN   41.6584                 NaN   40.7840     
  1166.48        500.000                 NaN   6.10422                 NaN   4.29866                 NaN   7.15472                 NaN   41.6570                 NaN   40.7854     
  1165.41        500.000                 NaN   6.10812                 NaN   4.30306                 NaN   7.16226                 NaN   41.6298                 NaN   40.7968     
  1164.35        500.000                 NaN   6.09099                 NaN   4.07670       0.229360        7.15868                 NaN   41.6518                 NaN   40.7925     
  1163.29        500.000                 NaN   6.06235                 NaN  0.770040E-004   4.33077        7.16814                 NaN   41.6187                 NaN   40.8199     
  1162.23        500.000                 NaN   6.09388                 NaN   4.30421                 NaN   7.15933                 NaN   41.6517                 NaN   40.7909     
  1161.17        500.000                 NaN   6.09057                 NaN   4.30556                 NaN   7.16104                 NaN   41.6507                 NaN   40.7922     
  1160.11        500.000                 NaN   6.08830                 NaN   4.30688                 NaN   7.16208                 NaN   41.6492                 NaN   40.7935     
  1159.05        500.000                 NaN   6.08547                 NaN   4.30833                 NaN   7.16338                 NaN   41.6478                 NaN   40.7950     
  1157.99        500.000                 NaN   6.08348                 NaN   4.31003                 NaN   7.16380                 NaN   41.6460                 NaN   40.7967     
  1156.93        500.000                 NaN   6.07911                 NaN   4.31171                 NaN   7.16588                 NaN   41.6451                 NaN   40.7982     
  1155.87        500.000                 NaN   6.07977                 NaN   4.31177                 NaN   7.16665                 NaN   41.6432                 NaN   40.7986     
  1154.81        500.000                 NaN   6.07631                 NaN   4.31386                 NaN   7.16757                 NaN   41.6415                 NaN   40.8007     
  1153.75        500.000                 NaN   6.07315                 NaN   4.31565                 NaN   7.16878                 NaN   41.6399                 NaN   40.8025     
  1152.69        500.000                 NaN   6.06992                 NaN   4.31748                 NaN   7.17000                 NaN   41.6383                 NaN   40.8043     
  1151.63        500.000                 NaN   6.06653                 NaN   4.31942                 NaN   7.17125                 NaN   41.6366                 NaN   40.8062     
  1150.57        500.000                 NaN   6.06497                 NaN   4.32027                 NaN   7.17222                 NaN   41.6354                 NaN   40.8072     
  1149.51        500.000                 NaN   6.06259                 NaN   4.32153                 NaN   7.17341                 NaN   41.6341                 NaN   40.8084     
  1148.45        500.000                 NaN   6.05914                 NaN   4.32351                 NaN   7.17469                 NaN   41.6323                 NaN   40.8104     
  1147.39        500.000                 NaN   6.05297                 NaN   4.32547                 NaN   7.17798                 NaN   41.6314                 NaN   40.8121     
  1146.33        500.000                 NaN   6.05132                 NaN   4.32758                 NaN   7.17781                 NaN   41.6289                 NaN   40.8144     
  1145.27        500.000                 NaN   6.04709                 NaN   4.32964                 NaN   7.17960                 NaN   41.6272                 NaN   40.8165     
  1144.21        500.000                 NaN   6.03932                 NaN   4.33321                 NaN   7.18286                 NaN   41.6247                 NaN   40.8199     
  1143.15        500.000                 NaN   6.03779                 NaN   4.33426                 NaN   7.18380                 NaN   41.6231                 NaN   40.8211     
  1142.09        500.000                 NaN   6.03523                 NaN   4.33575                 NaN   7.18496                 NaN   41.6214                 NaN   40.8226     
  1141.03        500.000                 NaN   6.03262                 NaN   4.33728                 NaN   7.18614                 NaN   41.6198                 NaN   40.8242     
  1139.97        500.000                 NaN   6.02977                 NaN   4.33889                 NaN   7.18734                 NaN   41.6181                 NaN   40.8259     
  1138.91        500.000                 NaN   6.02579                 NaN   4.33987                 NaN   7.18938                 NaN   41.6186                 NaN   40.8264     
  1137.85        500.000                 NaN   6.02614                 NaN   4.34298                 NaN   7.19083                 NaN   41.6092                 NaN   40.8309     
  1136.79        500.000                 NaN   6.02443                 NaN   4.34401                 NaN   7.19162                 NaN   41.6080                 NaN   40.8319     
  1135.72        500.000                 NaN   6.01651                 NaN   4.34952                 NaN   7.19510                 NaN   41.6009                 NaN   40.8379     
  1134.66        500.000                 NaN   6.02297                 NaN   4.34364                 NaN   7.19026                 NaN   41.6121                 NaN   40.8310     
  1133.60        500.000                 NaN   6.02023                 NaN   4.34515                 NaN   7.19156                 NaN   41.6105                 NaN   40.8326     
  1132.54        500.000                 NaN   6.01755                 NaN   4.34664                 NaN   7.19285                 NaN   41.6088                 NaN   40.8341     
  1131.48        500.000                 NaN   6.00936                 NaN   4.35360                 NaN   7.19860                 NaN   41.5962                 NaN   40.8423     
  1130.42        500.000                 NaN   6.01221                 NaN   4.34958                 NaN   7.19549                 NaN   41.6055                 NaN   40.8372     
  1129.36        500.000                 NaN   6.00562                 NaN   4.35564                 NaN   7.20046                 NaN   41.5939                 NaN   40.8444     
  1128.30        500.000                 NaN   6.00700                 NaN   4.35245                 NaN   7.19809                 NaN   41.6022                 NaN   40.8402     
  1127.24        500.000                 NaN   6.00434                 NaN   4.35388                 NaN   7.19947                 NaN   41.6006                 NaN   40.8418     
  1126.18        500.000                 NaN   6.00171                 NaN   4.35529                 NaN   7.20085                 NaN   41.5989                 NaN   40.8433     
  1125.12        500.000                 NaN   5.99908                 NaN   4.35670                 NaN   7.20223                 NaN   41.5972                 NaN   40.8448     
  1124.06        500.000                 NaN   5.99648                 NaN   4.35810                 NaN   7.20362                 NaN   41.5955                 NaN   40.8463     
  1123.00        500.000                 NaN   5.99389                 NaN   4.35949                 NaN   7.20501                 NaN   41.5938                 NaN   40.8478     
  1121.94        500.000                 NaN   5.99245                 NaN   4.36069                 NaN   7.20554                 NaN   41.5920                 NaN   40.8493     
  1120.88        500.000                 NaN   5.98963                 NaN   4.36344                 NaN   7.20911                 NaN   41.5852                 NaN   40.8526     
  1119.82        500.000                 NaN   5.98780                 NaN   4.36440                 NaN   7.21010                 NaN   41.5840                 NaN   40.8537     
  1118.76        500.000                 NaN   5.98891                 NaN   4.36298                 NaN   7.21005                 NaN   41.5857                 NaN   40.8524     
  1117.70        500.000                 NaN   5.98627                 NaN   4.36443                 NaN   7.21130                 NaN   41.5840                 NaN   40.8540     
  1116.64        500.000                 NaN   5.98371                 NaN   4.36585                 NaN   7.21253                 NaN   41.5824                 NaN   40.8555     
  1115.58        500.000                 NaN   5.98114                 NaN   4.36726                 NaN   7.21380                 NaN   41.5808                 NaN   40.8570     
  1114.52        500.000                 NaN   5.97857                 NaN   4.36868                 NaN   7.21507                 NaN   41.5791                 NaN   40.8586     
  1113.46        500.000                 NaN   5.97601                 NaN   4.37010                 NaN   7.21632                 NaN   41.5774                 NaN   40.8601     
  1112.40        500.000                 NaN   5.97350                 NaN   4.37150                 NaN   7.21759                 NaN   41.5757                 NaN   40.8617     
  1111.34        500.000                 NaN   5.97099                 NaN   4.37289                 NaN   7.21886                 NaN   41.5740                 NaN   40.8632     
  1110.28        500.000                 NaN   5.96854                 NaN   4.37426                 NaN   7.22013                 NaN   41.5723                 NaN   40.8647     
  1109.22        500.000                 NaN   5.96607                 NaN   4.37564                 NaN   7.22143                 NaN   41.5706                 NaN   40.8663     
  1108.16        500.000                 NaN   5.96364                 NaN   4.37701                 NaN   7.22273                 NaN   41.5688                 NaN   40.8678     
  1107.10        500.000                 NaN   5.96125                 NaN   4.37835                 NaN   7.22401                 NaN   41.5670                 NaN   40.8694     
  1106.04        500.000                 NaN   5.95885                 NaN   4.37971                 NaN   7.22534                 NaN   41.5652                 NaN   40.8709     
  1104.97        500.000                 NaN   5.95875                 NaN   4.37964                 NaN   7.22572                 NaN   41.5650                 NaN   40.8708     
  1103.91        500.000                 NaN   5.94558                 NaN   4.38910                 NaN   7.23283                 NaN   41.5509                 NaN   40.8816     
  1102.85        500.000                 NaN   5.95321                 NaN   4.38230                 NaN   7.22895                 NaN   41.5617                 NaN   40.8738     
  1101.79        500.000                 NaN   5.95014                 NaN   4.38364                 NaN   7.23077                 NaN   41.5601                 NaN   40.8753     
  1100.73        500.000                 NaN   5.94996                 NaN   4.38379                 NaN   7.23180                 NaN   41.5587                 NaN   40.8757     
  1099.67        500.000                 NaN   5.94657                 NaN   4.38548                 NaN   7.23429                 NaN   41.5559                 NaN   40.8778     
  1098.61        500.000                 NaN   5.94727                 NaN   4.38615                 NaN   7.23300                 NaN   41.5547                 NaN   40.8788     
  1097.55        500.000                 NaN   5.94401                 NaN   4.38781                 NaN   7.23433                 NaN   41.5535                 NaN   40.8803     
  1096.49        500.000                 NaN   5.94170                 NaN   4.38916                 NaN   7.23577                 NaN   41.5514                 NaN   40.8819     
  1095.43        500.000                 NaN   5.93777                 NaN   4.39093                 NaN   7.24040                 NaN   41.5462                 NaN   40.8847     
  1094.37        500.000                 NaN   5.93685                 NaN   4.39201                 NaN   7.23878                 NaN   41.5469                 NaN   40.8854     
  1093.31        500.000                 NaN   5.93334                 NaN   4.39301                 NaN   7.24127                 NaN   41.5459                 NaN   40.8865     
  1092.25        500.000                 NaN   5.93161                 NaN   4.39420                 NaN   7.24248                 NaN   41.5437                 NaN   40.8880     
  1091.19        500.000                 NaN   5.93143                 NaN   4.39545                 NaN   7.24298                 NaN   41.5400                 NaN   40.8901     
  1090.13        500.000                 NaN   5.92785                 NaN   4.39654                 NaN   7.24507                 NaN   41.5396                 NaN   40.8910     
  1089.07        500.000                 NaN   5.92591                 NaN   4.39769                 NaN   7.24643                 NaN   41.5376                 NaN   40.8924     
  1088.01        500.000                 NaN   5.92497                 NaN   4.39925                 NaN   7.24954                 NaN   41.5308                 NaN   40.8954     
  1086.95        500.000                 NaN   5.92175                 NaN   4.40115                 NaN   7.24887                 NaN   41.5311                 NaN   40.8971     
  1085.89        500.000                 NaN   5.92104                 NaN   4.40158                 NaN   7.24983                 NaN   41.5297                 NaN   40.8978     
  1084.83        500.000                 NaN   5.91915                 NaN   4.40268                 NaN   7.25119                 NaN   41.5278                 NaN   40.8992     
  1083.77        500.000                 NaN   5.91728                 NaN   4.40376                 NaN   7.25257                 NaN   41.5258                 NaN   40.9006     
  1082.71        500.000                 NaN   5.91616                 NaN   4.40432                 NaN   7.25327                 NaN   41.5251                 NaN   40.9012     
  1081.65        500.000                 NaN   5.91362                 NaN   4.40587                 NaN   7.25528                 NaN   41.5219                 NaN   40.9033     
  1080.59        500.000                 NaN   5.91201                 NaN   4.40684                 NaN   7.25674                 NaN   41.5198                 NaN   40.9046     
  1079.53        500.000                 NaN   5.90928                 NaN   4.40845                 NaN   7.25884                 NaN   41.5167                 NaN   40.9067     
  1078.47        500.000                 NaN   5.90872                 NaN   4.40868                 NaN   7.25900                 NaN   41.5167                 NaN   40.9069     
  1077.41        500.000                 NaN   5.90686                 NaN   4.40977                 NaN   7.26043                 NaN   41.5146                 NaN   40.9083     
  1076.35        500.000                 NaN   5.90500                 NaN   4.41086                 NaN   7.26186                 NaN   41.5125                 NaN   40.9097     
  1075.28        500.000                 NaN   5.90316                 NaN   4.41194                 NaN   7.26329                 NaN   41.5104                 NaN   40.9112     
  1074.22        500.000                 NaN   5.90112                 NaN   4.41314                 NaN   7.26533                 NaN   41.5076                 NaN   40.9129     
  1073.16        500.000                 NaN   5.89610                 NaN   4.41561                 NaN   7.26893                 NaN   41.5033                 NaN   40.9161     
  1072.10        500.000                 NaN   5.89699                 NaN   4.41555                 NaN   7.26863                 NaN   41.5027                 NaN   40.9161     
  1071.04        500.000                 NaN   5.89529                 NaN   4.41665                 NaN   7.27020                 NaN   41.5002                 NaN   40.9177     
  1069.98        500.000                 NaN   5.89386                 NaN   4.41747                 NaN   7.27145                 NaN   41.4984                 NaN   40.9188     
  1068.92        500.000                 NaN   5.89021                 NaN   4.41960                 NaN   7.27379                 NaN   41.4950                 NaN   40.9214     
  1067.86        500.000                 NaN   5.89004                 NaN   4.41980                 NaN   7.27466                 NaN   41.4935                 NaN   40.9220     
  1066.80        500.000                 NaN   5.88718                 NaN   4.42147                 NaN   7.27653                 NaN   41.4907                 NaN   40.9241     
  1065.74        500.000                 NaN   5.88540                 NaN   4.42253                 NaN   7.27806                 NaN   41.4884                 NaN   40.9256     
  1064.68        500.000                 NaN   5.88371                 NaN   4.42355                 NaN   7.27962                 NaN   41.4860                 NaN   40.9271     
  1063.62        500.000                 NaN   5.88215                 NaN   4.42427                 NaN   7.28007                 NaN   41.4858                 NaN   40.9277     
  1062.56        500.000                 NaN   5.87946                 NaN   4.42615                 NaN   7.28224                 NaN   41.4817                 NaN   40.9305     
  1061.50        500.000                 NaN   5.87812                 NaN   4.42683                 NaN   7.28378                 NaN   41.4798                 NaN   40.9315     
  1060.44        500.000                 NaN   5.87696                 NaN   4.42741                 NaN   7.28512                 NaN   41.4782                 NaN   40.9323     
  1059.38        500.000                 NaN   5.87534                 NaN   4.42799                 NaN   7.28632                 NaN   41.4762       0.462848E-003   40.9337     
  1058.32        500.000                 NaN   5.87405                 NaN   4.42291                 NaN   7.28754                 NaN   41.4743       0.651572E-002   40.9347     
  1057.26        500.000                 NaN   5.87246                 NaN   4.41765                 NaN   7.28925                 NaN   41.4718       0.129399E-001   40.9359     
  1056.20        500.000                 NaN   5.87118                 NaN   4.41267                 NaN   7.29036                 NaN   41.4701       0.188393E-001   40.9368     
  1055.14        500.000                 NaN   5.86998                 NaN   4.40772                 NaN   7.29150                 NaN   41.4684       0.246925E-001   40.9377     
  1054.08        500.000                 NaN   5.86891                 NaN   4.40297                 NaN   7.29249                 NaN   41.4667       0.302965E-001   40.9386     
  1053.02        500.000                 NaN   5.86758                 NaN   4.39797                 NaN   7.29383                 NaN   41.4647       0.362684E-001   40.9397     
  1051.96        500.000                 NaN   5.84523                 NaN   4.41126                 NaN   7.30551                 NaN   41.4376       0.397175E-001   40.9607     
  1050.90        500.000                 NaN   5.86494                 NaN   4.38858                 NaN   7.29623                 NaN   41.4609       0.476179E-001   40.9417     
  1049.84        500.000                 NaN   5.86349                 NaN   4.38410                 NaN   7.29746                 NaN   41.4589       0.531605E-001   40.9429     
  1048.78        500.000                 NaN   5.86209                 NaN   4.37947                 NaN   7.29872                 NaN   41.4571       0.587844E-001   40.9439     
  1047.72        500.000                 NaN   5.85966                 NaN   4.37616                 NaN   7.30061                 NaN   41.4536       0.638982E-001   40.9460     
  1046.66        500.000                 NaN   5.85984                 NaN   4.37124                 NaN   7.30120                 NaN   41.4520       0.691823E-001   40.9465     
  1045.60        500.000                 NaN   5.84260                 NaN   4.36366                 NaN   7.30806                 NaN   41.4410       0.873303E-001   40.9574     
  1044.53        500.000                 NaN   5.85611                 NaN   4.36179                 NaN   7.30369                 NaN   41.4494       0.807443E-001   40.9483     
  1043.47        500.000                 NaN   5.85480                 NaN   4.35785                 NaN   7.30496                 NaN   41.4472       0.857161E-001   40.9495     
  1042.41        500.000                 NaN   5.85336                 NaN   4.35366                 NaN   7.30624                 NaN   41.4451       0.909566E-001   40.9507     
  1041.35        500.000                 NaN   5.85114                 NaN   4.35064                 NaN   7.30779                 NaN   41.4424       0.955504E-001   40.9525     
  1040.29        500.000                 NaN   5.84874                 NaN   4.34697                 NaN   7.30915                 NaN   41.4404       0.100743        40.9540     
  1039.23        500.000                 NaN   5.84869                 NaN   4.34163                 NaN   7.31007                 NaN   41.4390       0.106299        40.9543     
  1038.17        500.000                 NaN   5.83723                 NaN   4.20650                 NaN   7.31790       0.151278        41.4412       0.130701        40.9152     
  1037.11        500.000                 NaN   5.82310                 NaN   4.04620                 NaN   7.32692       0.332258        41.4446       0.158597        40.8683     
  1036.05        500.000                 NaN   5.80949                 NaN   3.88445                 NaN   7.33597       0.515133        41.4481       0.186219        40.8207     
  1034.99        500.000                 NaN   5.79526                 NaN   3.71162                 NaN   7.34550       0.711199        41.4520       0.215046        40.7694     
  1033.93        500.000                 NaN   5.78136                 NaN   3.54040                 NaN   7.35489       0.905788        41.4560       0.243228        40.7184     
  1032.87        500.000                 NaN   5.76500                 NaN   3.32827                 NaN   7.36619        1.14800        41.4614       0.276770        40.6544     
  1031.81        500.000                 NaN   5.74949                 NaN   3.12480                 NaN   7.37705        1.38067        41.4665       0.308582        40.5929     
  1030.75        500.000                 NaN   5.73537                 NaN   2.94353                 NaN   7.38685        1.58832        41.4707       0.336895        40.5383     
  1029.69        500.000                 NaN   5.71458                 NaN   2.65121                 NaN   7.40158        1.92480        41.4796       0.379986        40.4482     
  1028.63        500.000                 NaN   5.68342                 NaN   2.13473                 NaN   7.42631        2.52025        41.4967       0.452492        40.2861     
  1027.57        500.000                 NaN   5.66684                 NaN   1.92284                 NaN   7.43701        2.76550        41.5035       0.483336        40.2210     
  1026.51        500.000                 NaN   5.65249                 NaN   1.71675                 NaN   7.44827        3.00431        41.5074       0.512796        40.1580     
  1025.45        500.000                 NaN   5.63745                 NaN   1.52482                 NaN   7.45801        3.22731        41.5134       0.540119        40.0989     
  1024.39        500.000                 NaN   5.62437                 NaN   1.34759                 NaN   7.46746        3.43354        41.5175       0.565003        40.0445     
  1023.33        500.000                 NaN   5.61274                 NaN   1.18246                 NaN   7.47675        3.62614        41.5200       0.587864        39.9941     
  1022.27        500.000                 NaN   5.60064                 NaN   1.01181                 NaN   7.48590        3.82529        41.5237       0.611164        39.9415     
  1021.21        500.000                 NaN   5.58926                 NaN  0.869166                 NaN   7.49332        3.99242        41.5277       0.630607        39.8975     
  1020.15        500.000                 NaN   5.57910                 NaN  0.735317                 NaN   7.50059        4.14953        41.5305       0.648565        39.8564     
  1019.09        500.000                 NaN   5.53623                 NaN            NaN            NaN   7.53382        5.00858        41.5584       0.741994        39.6210     
  1018.03        500.000                 NaN   5.52941                 NaN  0.560715                 NaN   7.52045        4.38135        41.5169       0.673648        39.8175     
  1016.97        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1015.91        500.000                 NaN   5.54501                 NaN  0.272958                 NaN   7.52667        4.69489        41.5374       0.708585        39.7145     
  1014.84        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1013.78        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1012.72        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1011.66        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1010.60        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1009.54        500.000                 NaN   5.51193                 NaN            NaN            NaN   7.54604        5.02889        41.5346       0.742861        39.6357     
  1008.48        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1007.42        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1006.36        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1005.30        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1004.24        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1003.18        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1002.12        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
  1001.06        500.000                 NaN   5.49884                 NaN            NaN            NaN   7.54454        5.03635        41.5406       0.743516        39.6362     
