|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Sp(TH)         Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1381.73        500.000        98.9496       0.348746       0.234348                 NaN            NaN  0.337935       0.129358                 NaN            NaN            NaN
  1380.67        500.000        98.9609       0.228374       0.345696                 NaN            NaN  0.334819       0.130203                 NaN            NaN            NaN
  1379.61        500.000        98.9718       0.342800       0.223505                 NaN            NaN  0.331405       0.130493                 NaN            NaN            NaN
  1378.55        500.000        98.9807       0.217926       0.340600                 NaN            NaN  0.329052       0.131726                 NaN            NaN            NaN
  1377.48        500.000        98.9919       0.212656       0.337869                 NaN            NaN  0.325537       0.132026                 NaN            NaN            NaN
  1376.42        500.000        99.0018       0.335141       0.207407                 NaN            NaN  0.322762       0.132868                 NaN            NaN            NaN
  1375.36        500.000        99.0103       0.333196       0.201900                 NaN            NaN  0.320500       0.134136                 NaN            NaN            NaN
  1374.30        500.000        96.7083        1.14293       0.643795                 NaN            NaN   1.05892       0.446078                 NaN            NaN            NaN
  1373.24        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1372.18        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1371.12        500.000        99.3907       0.121738       0.206147                 NaN            NaN  0.196550       0.848229E-001            NaN            NaN            NaN
  1370.06        500.000        99.0582       0.320103       0.178433                 NaN            NaN  0.306248       0.137021                 NaN            NaN            NaN
  1369.00        500.000        99.0668       0.174142       0.318393                 NaN            NaN  0.303403       0.137287                 NaN            NaN            NaN
  1367.94        500.000        99.0753       0.316136       0.169694                 NaN            NaN  0.300929       0.137891                 NaN            NaN            NaN
  1366.88        500.000        99.0837       0.314043       0.164925                 NaN            NaN  0.298537       0.138768                 NaN            NaN            NaN
  1365.82        500.000        99.0918       0.160942       0.311941                 NaN            NaN  0.296122       0.139223                 NaN            NaN            NaN
  1364.76        500.000        99.0990       0.156694       0.310255                 NaN            NaN  0.294087       0.139926                 NaN            NaN            NaN
  1363.70        500.000        99.1084       0.307788       0.152180                 NaN            NaN  0.291243       0.140413                 NaN            NaN            NaN
  1362.64        500.000        99.1160       0.305948       0.147982                 NaN            NaN  0.288939       0.141089                 NaN            NaN            NaN
  1361.58        500.000        99.1233       0.143848       0.304181                 NaN            NaN  0.286952       0.141688                 NaN            NaN            NaN
  1360.52        500.000        99.1326       0.139857       0.301669                 NaN            NaN  0.284010       0.141911                 NaN            NaN            NaN
  1359.46        500.000        99.1391       0.300256       0.136238                 NaN            NaN  0.281979       0.142411                 NaN            NaN            NaN
  1358.40        500.000        99.1456       0.298737       0.131913                 NaN            NaN  0.280217       0.143489                 NaN            NaN            NaN
  1357.34        500.000        99.1541       0.296268       0.129081                 NaN            NaN  0.277354       0.143148                 NaN            NaN            NaN
  1356.28        500.000        99.1615       0.124848       0.294683                 NaN            NaN  0.275295       0.143719                 NaN            NaN            NaN
  1355.22        500.000        99.1684       0.293148       0.120828                 NaN            NaN  0.273210       0.144455                 NaN            NaN            NaN
  1354.16        500.000        99.1757       0.291203       0.117301                 NaN            NaN  0.271067       0.144778                 NaN            NaN            NaN
  1353.10        500.000        99.1823       0.289357       0.114154                 NaN            NaN  0.269082       0.145130                 NaN            NaN            NaN
  1352.04        500.000        99.1888       0.110835       0.288068                 NaN            NaN  0.266918       0.145365                 NaN            NaN            NaN
  1350.98        500.000        99.1948       0.286606       0.107700                 NaN            NaN  0.265193       0.145728                 NaN            NaN            NaN
  1349.92        500.000        99.2036       0.284139       0.103952                 NaN            NaN  0.262420       0.145898                 NaN            NaN            NaN
  1348.86        500.000        99.2087       0.282979       0.101029                 NaN            NaN  0.260942       0.146372                 NaN            NaN            NaN
  1347.80        500.000        99.2146       0.281480       0.982903E-001            NaN            NaN  0.259056       0.146549                 NaN            NaN            NaN
  1346.73        500.000        99.2215       0.946525E-001  0.280002                 NaN            NaN  0.256966       0.146917                 NaN            NaN            NaN
  1345.67        500.000        99.2223       0.277019       0.993221E-001  0.382400E-002            NaN  0.255954       0.141545                 NaN            NaN            NaN
  1344.61        500.000        99.2113       0.275963       0.112834       0.136088E-001            NaN  0.257131       0.129197                 NaN            NaN            NaN
  1343.55        500.000        99.2091       0.115689       0.276878       0.177270E-001            NaN  0.256608       0.123991                 NaN            NaN            NaN
  1342.49        500.000        99.2030       0.121315       0.279166       0.231834E-001            NaN  0.256756       0.116621                 NaN            NaN            NaN
  1341.43        500.000        99.1909       0.129101       0.284693       0.312111E-001            NaN  0.257792       0.106325                 NaN            NaN            NaN
  1340.37        500.000        99.1825       0.135635       0.288331       0.380036E-001            NaN  0.258197       0.973031E-001            NaN            NaN            NaN
  1339.31        500.000        99.1659       0.145352       0.296515       0.480763E-001            NaN  0.259872       0.842754E-001            NaN            NaN            NaN
  1338.25        500.000        99.1520       0.154033       0.303335       0.568081E-001            NaN  0.261139       0.726603E-001            NaN            NaN            NaN
  1337.19        500.000        99.1271       0.316345       0.167221       0.697175E-001            NaN  0.264077       0.555619E-001            NaN            NaN            NaN
  1336.13        500.000        99.1193       0.172960       0.321171       0.765004E-001            NaN  0.264084       0.460070E-001            NaN            NaN            NaN
  1335.07        500.000        99.1065       0.180086       0.328935       0.848418E-001            NaN  0.264997       0.346099E-001            NaN            NaN            NaN
  1334.01        500.000        99.1008       0.333536       0.183653       0.906226E-001            NaN  0.264758       0.266006E-001            NaN            NaN            NaN
  1332.95        500.000        99.0982       0.187085       0.336023       0.948853E-001            NaN  0.264023       0.197499E-001            NaN            NaN            NaN
  1331.89        500.000        99.0993       0.337223       0.188652       0.979017E-001            NaN  0.262526       0.143539E-001            NaN            NaN            NaN
  1330.83        500.000        99.0994       0.190319       0.339087       0.101092                 NaN  0.261288       0.884835E-002            NaN            NaN            NaN
  1329.77        500.000        99.1024       0.190222       0.339387       0.103071                 NaN  0.259704       0.524192E-002            NaN            NaN            NaN
  1328.71        500.000        99.1091       0.337658       0.189233       0.103783                 NaN  0.257384       0.279903E-002            NaN            NaN            NaN
  1327.65        500.000        99.1182       0.334306       0.187383       0.103402                 NaN  0.254859       0.183768E-002            NaN            NaN            NaN
  1326.59        500.000        99.1259       0.332313       0.185096       0.103635                 NaN  0.252509       0.553007E-003            NaN            NaN            NaN
  1325.53        500.000        99.1412       0.148732       0.334175       0.100604                 NaN  0.252777       0.225417E-001            NaN            NaN            NaN
  1324.47        500.000        99.1441       0.179329       0.326314       0.102675                 NaN  0.247602                 NaN            NaN            NaN            NaN
  1323.41        500.000        99.1528       0.322929       0.176990       0.101890                 NaN  0.245402                 NaN            NaN            NaN            NaN
  1322.35        500.000        99.1635       0.319810       0.173105       0.101176                 NaN  0.242380                 NaN            NaN            NaN            NaN
  1321.29        500.000        99.1726       0.316486       0.170431       0.100413                 NaN  0.240093                 NaN            NaN            NaN            NaN
  1320.23        500.000        99.1822       0.167731       0.312969       0.995524E-001            NaN  0.237515                 NaN            NaN            NaN            NaN
  1319.17        500.000        99.1919       0.165290       0.309283       0.985319E-001            NaN  0.235008                 NaN            NaN            NaN            NaN
  1318.11        500.000        99.2018       0.305592       0.162678       0.976273E-001            NaN  0.232341                 NaN            NaN            NaN            NaN
  1317.04        500.000        99.2109       0.160642       0.301912       0.965789E-001            NaN  0.229986                 NaN            NaN            NaN            NaN
  1315.98        500.000        99.2210       0.297886       0.158379       0.954463E-001            NaN  0.227293                 NaN            NaN            NaN            NaN
  1314.92        500.000        99.2301       0.294574       0.155911       0.945720E-001            NaN  0.224876                 NaN            NaN            NaN            NaN
  1313.86        500.000        99.2397       0.290568       0.153922       0.934101E-001            NaN  0.222356       0.199795E-005            NaN            NaN            NaN
  1312.80        500.000        99.2494       0.151904       0.286508       0.923541E-001            NaN  0.219807                 NaN            NaN            NaN            NaN
  1311.74        500.000        99.2585       0.282828       0.150014       0.912604E-001            NaN  0.217381                 NaN            NaN            NaN            NaN
  1310.68        500.000        99.2662       0.147768       0.280085       0.905291E-001            NaN  0.215395       0.153231E-005            NaN            NaN            NaN
  1309.62        500.000        99.2769       0.275971       0.145497       0.892295E-001            NaN  0.212417                 NaN            NaN            NaN            NaN
  1308.56        500.000        99.2847       0.272632       0.143953       0.883318E-001            NaN  0.210431                 NaN            NaN            NaN            NaN
  1307.50        500.000        99.2934       0.269106       0.142053       0.873485E-001            NaN  0.208092                 NaN            NaN            NaN            NaN
  1306.44        500.000        99.3018       0.265738       0.140290       0.863109E-001            NaN  0.205906                 NaN            NaN            NaN            NaN
  1305.38        500.000        99.3104       0.262141       0.138535       0.853124E-001            NaN  0.203616                 NaN            NaN            NaN            NaN
  1304.32        500.000        99.3196       0.136844       0.258310       0.841378E-001            NaN  0.201078                 NaN            NaN            NaN            NaN
  1303.26        500.000        99.3271       0.255194       0.135330       0.832645E-001            NaN  0.199122                 NaN            NaN            NaN            NaN
  1302.20        500.000        99.3349       0.251999       0.133766       0.822847E-001            NaN  0.197078                 NaN            NaN            NaN            NaN
  1301.14        500.000        99.3433       0.132115       0.248469       0.812716E-001            NaN  0.194816                 NaN            NaN            NaN            NaN
  1300.08        500.000        99.3510       0.245295       0.130605       0.803359E-001            NaN  0.192752                 NaN            NaN            NaN            NaN
  1299.02        500.000        99.3588       0.242407       0.128733       0.794348E-001            NaN  0.190596                 NaN            NaN            NaN            NaN
  1297.96        500.000        99.3664       0.239090       0.127566       0.783845E-001            NaN  0.188603                 NaN            NaN            NaN            NaN
  1296.90        500.000        99.3738       0.126127       0.236025       0.774681E-001            NaN  0.186626                 NaN            NaN            NaN            NaN
  1295.84        500.000        99.3815       0.124570       0.232880       0.765178E-001            NaN  0.184513                 NaN            NaN            NaN            NaN
  1294.78        500.000        99.3886       0.123699       0.229488       0.755529E-001            NaN  0.182652                 NaN            NaN            NaN            NaN
  1293.72        500.000        99.3964       0.121659       0.226758       0.746728E-001            NaN  0.180521                 NaN            NaN            NaN            NaN
  1292.66        500.000        99.4032       0.223851       0.120408       0.738369E-001            NaN  0.178669                 NaN            NaN            NaN            NaN
  1291.60        500.000        99.4102       0.220963       0.119163       0.729000E-001            NaN  0.176787                 NaN            NaN            NaN            NaN
  1290.54        500.000        99.4174       0.117995       0.217837       0.719378E-001            NaN  0.174829                 NaN            NaN            NaN            NaN
  1289.48        500.000        99.4242       0.116558       0.215100       0.711256E-001            NaN  0.172993                 NaN            NaN            NaN            NaN
  1288.42        500.000        99.4309       0.212266       0.115527       0.701520E-001            NaN  0.171176                 NaN            NaN            NaN            NaN
  1287.36        500.000        99.4375       0.114469       0.209423       0.692561E-001            NaN  0.169336                 NaN            NaN            NaN            NaN
  1286.29        500.000        99.4444       0.113063       0.206682       0.684094E-001            NaN  0.167479                 NaN            NaN            NaN            NaN
  1285.23        500.000        99.4504       0.204157       0.111918       0.676081E-001            NaN  0.165904                 NaN            NaN            NaN            NaN
  1284.17        500.000        99.4577       0.111397       0.200586       0.664408E-001            NaN  0.163881                 NaN            NaN            NaN            NaN
  1283.11        500.000        99.4633       0.199300       0.109074       0.660753E-001            NaN  0.162201                 NaN            NaN            NaN            NaN
  1282.05        500.000        99.4695       0.109083       0.195952       0.649188E-001            NaN  0.160590                 NaN            NaN            NaN            NaN
  1280.99        500.000        99.4758       0.193408       0.107782       0.641321E-001            NaN  0.158919                 NaN            NaN            NaN            NaN
  1279.93        500.000        99.4820       0.190956       0.106530       0.633329E-001            NaN  0.157180       0.571496E-005            NaN            NaN            NaN
  1278.87        500.000        99.4877       0.188424       0.105722       0.625572E-001            NaN  0.155611       0.142686E-004            NaN            NaN            NaN
  1277.81        500.000        99.4941       0.185883       0.104473       0.616844E-001            NaN  0.153866       0.504383E-005            NaN            NaN            NaN
  1276.75        500.000        99.4997       0.183413       0.103745       0.608851E-001            NaN  0.152262       0.474635E-005            NaN            NaN            NaN
  1275.69        500.000        99.5055       0.181052       0.102594       0.601144E-001            NaN  0.150712       0.432642E-005            NaN            NaN            NaN
  1274.63        500.000        99.5103       0.178669       0.102471       0.591760E-001            NaN  0.149383                 NaN            NaN            NaN            NaN
  1273.57        500.000        99.5169       0.100921       0.176222       0.584878E-001            NaN  0.147482                 NaN            NaN            NaN            NaN
  1272.51        500.000        99.5220       0.173775       0.100389       0.576667E-001            NaN  0.146121                 NaN            NaN            NaN            NaN
  1271.45        500.000        99.5278       0.992374E-001  0.171547       0.569019E-001            NaN  0.144555                 NaN            NaN            NaN            NaN
  1270.39        500.000        92.1232       0.918767       0.930018       0.336266                 NaN   1.00567                 NaN   4.68612                 NaN            NaN
  1269.33        500.000        92.2636       0.904333       0.898941       0.326884                 NaN  0.985170                 NaN   4.62103                 NaN            NaN
  1268.27        500.000        93.0135       0.820084       0.808580       0.296653                 NaN  0.894314                 NaN   4.16689                 NaN            NaN
  1267.21        500.000        93.6324       0.732687       0.750689       0.271989                 NaN  0.819022                 NaN   3.79322                 NaN            NaN
  1266.15        500.000        94.1450       0.694079       0.668827       0.251580                 NaN  0.756377                 NaN   3.48411                 NaN            NaN
  1265.09        500.000        94.5823       0.645781       0.613340       0.234701                 NaN  0.702544                 NaN   3.22134                 NaN            NaN
  1264.03        500.000        94.9598       0.604230       0.564969       0.220207                 NaN  0.656165                 NaN   2.99463                 NaN            NaN
  1262.97        500.000        95.2856       0.569106       0.522400       0.207624                 NaN  0.615804                 NaN   2.79942                 NaN            NaN
  1261.91        500.000        95.5722       0.484710       0.537812       0.196904                 NaN  0.580224                 NaN   2.62814                 NaN            NaN
  1260.85        500.000        95.8236       0.451446       0.510641       0.187247                 NaN  0.548827                 NaN   2.47820                 NaN            NaN
  1259.79        500.000        96.0522       0.486315       0.420311       0.178872                 NaN  0.520152                 NaN   2.34210                 NaN            NaN
  1258.73        500.000        96.2518       0.392363       0.465023       0.171578                 NaN  0.495252                 NaN   2.22397                 NaN            NaN
  1257.67        500.000        96.4377       0.367744       0.445190       0.164475                 NaN  0.471324                 NaN   2.11352                 NaN            NaN
  1256.60        500.000        96.6046       0.427189       0.344652       0.158319                 NaN  0.450303                 NaN   2.01496                 NaN            NaN
  1255.54        500.000        96.7556       0.411198       0.323972       0.152559                 NaN  0.431024                 NaN   1.92568                 NaN            NaN
  1254.48        500.000        96.8934       0.304231       0.396507       0.147567                 NaN  0.413356                 NaN   1.84493                 NaN            NaN
  1253.42        500.000        97.0227       0.382690       0.286547       0.142583                 NaN  0.396534                 NaN   1.76899                 NaN            NaN
  1252.36        500.000        97.1397       0.269953       0.370178       0.138231                 NaN  0.381446                 NaN   1.70052                 NaN            NaN
  1251.30        500.000        97.2511       0.254475       0.357846       0.134085                 NaN  0.366769                 NaN   1.63572                 NaN            NaN
  1250.24        500.000        97.3524       0.240392       0.347154       0.129923                 NaN  0.353530                 NaN   1.57658                 NaN            NaN
  1249.18        500.000        97.4470       0.227248       0.336746       0.126248                 NaN  0.340910                 NaN   1.52184                 NaN            NaN
  1248.12        500.000        97.5387       0.214803       0.326562       0.122780                 NaN  0.329057                 NaN   1.46814                 NaN            NaN
  1247.06        500.000        97.6219       0.202612       0.317936       0.119434                 NaN  0.317621                 NaN   1.42050                 NaN            NaN
  1246.00        500.000        97.7010       0.308520       0.192461       0.116127                 NaN  0.307063                 NaN   1.37485                 NaN            NaN
  1244.94        500.000        97.7751       0.182010       0.300177       0.113122                 NaN  0.296903                 NaN   1.33268                 NaN            NaN
  1243.88        500.000        97.8454       0.173115       0.292388       0.110189                 NaN  0.287831                 NaN   1.29106                 NaN            NaN
  1242.82        500.000        95.6363       0.129113       0.697009       0.312131                 NaN  0.609089                 NaN   2.61641                 NaN            NaN
  1241.76        500.000        99.6719       0.696802E-001  0.250127E-001            NaN            NaN  0.225874E-001            NaN  0.210843                 NaN            NaN
  1240.70        500.000        97.1833       0.333228       0.334237       0.970979E-001            NaN  0.388307                 NaN   1.66386                 NaN            NaN
  1239.64        500.000        99.5264       0.101276       0.361729E-001            NaN            NaN  0.443556E-001            NaN  0.291845                 NaN            NaN
  1238.58        500.000        98.1140       0.255630       0.142875       0.960762E-001            NaN  0.250001                 NaN   1.14146                 NaN            NaN
  1237.52        500.000        97.1116       0.139766       0.435726       0.183982                 NaN  0.406371                 NaN   1.72253                 NaN            NaN
  1236.46        500.000        99.0562       0.141790       0.880262E-001  0.144696E-001            NaN  0.105132                 NaN  0.594405                 NaN            NaN
  1235.40        500.000        98.3119       0.613315E-001  0.263409       0.111163                 NaN  0.223210                 NaN   1.02904                 NaN            NaN
  1234.34        500.000        98.3704       0.140103       0.206956       0.635155E-001            NaN  0.212457                 NaN   1.00653                 NaN            NaN
  1233.28        500.000        97.7202       0.365874       0.186793                 NaN            NaN  0.295068                 NaN   1.37456       0.575125E-001            NaN
  1232.22        500.000        99.2592       0.144049                 NaN  0.473987E-001            NaN  0.929954E-001            NaN  0.456327                 NaN            NaN
  1231.16        500.000        97.2122       0.188149       0.321491       0.135888                 NaN  0.374010                 NaN   1.76830                 NaN            NaN
  1230.10        500.000        99.6963       0.165166                 NaN            NaN            NaN  0.857372E-001            NaN  0.527537E-001            NaN            NaN
  1229.04        500.000        98.5267       0.891696E-001  0.204883       0.787819E-001            NaN  0.145627                 NaN  0.954823                 NaN            NaN
  1227.98        500.000        96.6577       0.481283       0.180663       0.193133                 NaN  0.440373                 NaN   2.04689                 NaN            NaN
  1226.92        500.000        99.8732       0.310649E-001            NaN  0.854023E-002            NaN  0.157983E-001            NaN  0.714081E-001            NaN            NaN
  1225.85        500.000        99.5878       0.743208E-001            NaN  0.253842E-001            NaN  0.504627E-001            NaN  0.262016                 NaN            NaN
  1224.79        500.000        98.5403       0.271461                 NaN  0.899497E-001            NaN  0.181591                 NaN  0.916652                 NaN            NaN
  1223.73        500.000        98.8151       0.222819                 NaN  0.604681E-001            NaN  0.144902                 NaN  0.750530       0.618353E-002            NaN
  1222.67        500.000        98.2593       0.264984       0.729278E-001  0.179966E-001  0.813847E-001  0.223657                 NaN   1.07976                 NaN            NaN
  1221.61        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1220.55        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1219.49        500.000        95.2226       0.725067       0.150176       0.295793                 NaN  0.608355                 NaN   2.99797                 NaN            NaN
  1218.43        500.000        99.9461       0.785013E-002  0.467682E-002            NaN            NaN  0.664560E-002            NaN  0.332750E-001  0.149273E-002            NaN
  1217.37        500.000        99.4977       0.675019E-001  0.365470E-001  0.235858E-001            NaN  0.617327E-001            NaN  0.312935                 NaN            NaN
  1216.31        500.000        99.5918       0.483459E-001  0.384600E-001  0.776239E-002            NaN  0.497446E-001            NaN  0.258651       0.521207E-002            NaN
  1215.25        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN  0.321415E-005            NaN            NaN
  1214.19        500.000        94.2346       0.541258       0.331918       0.120954                 NaN  0.598513                 NaN   3.04525       0.400468E-001   1.08744     
  1213.13        500.000        99.9988       0.879433E-004            NaN  0.314340E-004            NaN  0.995958E-004  0.167032E-005  0.504127E-003            NaN  0.502623E-003
  1212.07        500.000        76.9957        1.54849       0.755771E-001  0.620765                 NaN   1.87863                 NaN   9.44080                 NaN   9.44000     
  1211.01        500.000        85.1466        1.06966                 NaN  0.416950                 NaN   1.21258                 NaN   6.07407                 NaN   6.08010     
  1209.95        500.000        79.7861        1.41509                 NaN  0.588698                 NaN   1.65447                 NaN   8.18884                 NaN   8.36681     
  1208.89        500.000        93.9432       0.423914                 NaN  0.172601                 NaN  0.493798                 NaN   2.46831                 NaN   2.49822     
  1207.83        500.000        88.5814       0.802906                 NaN  0.325991                 NaN  0.933197                 NaN   4.64176                 NaN   4.71479     
  1206.77        500.000        89.4535       0.741284                 NaN  0.299979                 NaN  0.858194                 NaN   4.28651                 NaN   4.36052     
  1205.71        500.000        86.2398       0.738566                 NaN  0.414111                 NaN   1.11662                 NaN   5.61836                 NaN   5.87255     
  1204.65        500.000        99.5221       0.225231E-001            NaN  0.147850E-001            NaN  0.389761E-001            NaN  0.195046                 NaN  0.206552     
  1203.59        500.000        99.7513       0.975802E-002            NaN  0.818064E-002            NaN  0.205768E-001            NaN  0.995546E-001            NaN  0.110663     
  1202.53        500.000        79.0276        1.69897                 NaN  0.587248                 NaN   1.69680                 NaN   8.43160                 NaN   8.55777     
  1201.47        500.000        91.9978       0.517894                 NaN  0.245041                 NaN  0.653677                 NaN   3.23705                 NaN   3.34856     
  1200.41        500.000        91.9777       0.571900                 NaN  0.237386                 NaN  0.651804                 NaN   3.25090                 NaN   3.31036     
  1199.35        500.000        92.1345       0.551461                 NaN  0.170464                 NaN  0.624790                 NaN   3.21333       0.259440E-001   3.27947     
  1198.29        500.000        93.6319       0.444820                 NaN  0.193256                 NaN  0.514070                 NaN   2.57986                 NaN   2.63608     
  1197.23        500.000        90.4593       0.537772                 NaN  0.281301                 NaN  0.767027                 NaN   3.80455                 NaN   4.15006     
  1196.16        500.000        96.3890       0.345410                 NaN  0.126709                 NaN  0.298618                 NaN   1.51930                 NaN   1.32092     
  1195.10        500.000        91.4553       0.294683                 NaN  0.234102                 NaN  0.670923                 NaN   3.42470                 NaN   3.92031     
  1194.04        500.000        95.6510       0.563004                 NaN  0.138912                 NaN  0.357220                 NaN   1.83360                 NaN   1.45626     
  1192.98        500.000        93.6208       0.410299                 NaN  0.176621                 NaN  0.502777                 NaN   2.62000                 NaN   2.66949     
  1191.92        500.000        93.2554       0.426235                 NaN  0.185938                 NaN  0.528898                 NaN   2.77357                 NaN   2.82991     
  1190.86        500.000        93.5053       0.390253                 NaN  0.181153                 NaN  0.504207                 NaN   2.68904                 NaN   2.73009     
  1189.80        500.000        93.6204       0.405806                 NaN  0.172404                 NaN  0.492036                 NaN   2.65508                 NaN   2.65424     
  1188.74        500.000        87.9887       0.702507                 NaN  0.322313                 NaN  0.913108                 NaN   5.02484                 NaN   5.04848     
  1187.68        500.000        99.3333       0.406656E-001            NaN  0.165489E-001            NaN  0.497422E-001            NaN  0.283250                 NaN  0.276517     
  1186.62        500.000        99.1726       0.531009E-001            NaN  0.503714E-002            NaN  0.569761E-001            NaN  0.371912                 NaN  0.340406     
  1185.56        500.000        40.0338        2.97767                 NaN   1.45522                 NaN   4.25176                 NaN   26.0400                 NaN   25.2415     
  1184.50        500.000                 NaN   4.70035                 NaN   2.30827                 NaN   6.90942                 NaN   43.8247                 NaN   42.2572     
  1183.44        500.000                 NaN   4.67362                 NaN   2.32292                 NaN   6.90522                 NaN   43.8201                 NaN   42.2781     
  1182.38        500.000                 NaN   4.67245                 NaN   2.32339                 NaN   6.90583                 NaN   43.8185                 NaN   42.2799     
  1181.32        500.000                 NaN   4.67047                 NaN   2.32189                 NaN   6.90724                 NaN   43.8218                 NaN   42.2786     
  1180.26        500.000                 NaN   4.68964                 NaN   2.31816                 NaN   6.91178                 NaN   43.7991                 NaN   42.2813     
