|6.6.6
Archiving\03_Data\frac/QFM_m4/EETA/EETA_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.63167        6.65495       0.596847E-005   8.36902        1.05745        43.3936        31.8933     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.67611        6.61503       0.594860E-005   8.37464        1.05559        43.3845        31.8941     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.71898        6.57674       0.593137E-005   8.38026        1.05371        43.3754        31.8949     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.73979        3.69627        5.90065        8.42208        1.03888        43.3016        31.9007     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.36386        13.0493                 NaN   8.47330        1.01377        43.1869        31.9129     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.210577E-005   8.19935        7.12005        8.39319        1.04599        43.3498        31.8916     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.207317E-005   8.21476        7.10447        8.39831        1.04402        43.3475        31.8909     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.211894E-005   8.15812        7.16819        8.40072        1.04496        43.3339        31.8941     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.19977        7.12882       0.670339E-004   8.40633        1.04237        43.3288        31.8938     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.47424        6.86694       0.518720E-005   8.41626        1.03432        43.3149        31.8933     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.32431        7.01279       0.244972E-005   8.41643        1.03704        43.3156        31.8938     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.36552        6.97718       0.153576E-004   8.42353        1.03401        43.3053        31.8944     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.53347        6.80063       0.351277E-004   8.42954        1.03256        43.3122        31.8915     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.12385        11.0756       0.194094E-002   8.37570        1.06938        43.4750        31.8786     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.56331        6.79357       0.704657E-005   8.44050        1.02660        43.2798        31.8962     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.59657        6.76279       0.288565E-004   8.44586        1.02487        43.2734        31.8965     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.62574        6.73659       0.171930E-005   8.45128        1.02306        43.2666        31.8968     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.64247        6.70593       0.173770E-001   8.45693        1.02114        43.2590        31.8972     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.69681       0.389838E-005   6.67081        8.45892        1.02042        43.2556        31.8975     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.72225       0.383337E-005   6.65052        8.46401        1.01834        43.2466        31.8983     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.74901        6.62895       0.234032E-005   8.46908        1.01625        43.2376        31.8991     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.30884        6.08390       0.556767E-005   8.48636        1.01503        43.1933        31.9126     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.32869        6.06962       0.549336E-005   8.49188        1.01287        43.1833        31.9137     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.34717        6.05676       0.542149E-005   8.49738        1.01070        43.1733        31.9147     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.36548        6.04408       0.533475E-005   8.50290        1.00852        43.1632        31.9158     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.38173        6.03352       0.525066E-005   8.50839        1.00633        43.1531        31.9169     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.39731        6.02368       0.516444E-005   8.51387        1.00413        43.1430        31.9180     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.41215        6.01459       0.918353E-005   8.51935        1.00193        43.1329        31.9191     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.42588        6.00667       0.496809E-005   8.52482       0.999716        43.1227        31.9202     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.43924        5.99914       0.488349E-005   8.53028       0.997491        43.1125        31.9213     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.45126        5.99299       0.436330E-005   8.53573       0.995265        43.1023        31.9225     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.46266        5.98748       0.426843E-005   8.54118       0.993030        43.0920        31.9236     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.47346        5.98262       0.417289E-005   8.54661       0.990787        43.0817        31.9248     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.23897        11.3591                 NaN   8.62687       0.943808        42.8871        31.9442     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.38229        6.07050       0.492753E-005   8.54899       0.992087        43.0816        31.9245     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.960408        9.88080        4.59417        8.54941       0.992637        43.1015        31.9210     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.399249E-001   9.26546        6.16632        8.56288       0.985852        43.0511        31.9285     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.95139        11.0060       0.366224        8.51005        1.01838        43.2468        31.9012     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.96969        11.0048       0.353529        8.51503        1.01643        43.2385        31.9021     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.48764        11.1711                 NaN   8.66914       0.926203        42.7906        31.9553     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.23191        11.0959                 NaN   8.52148        1.01454        43.2340        31.9022     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.24373        11.0887                 NaN   8.52653        1.01254        43.2254        31.9031     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.10429        11.0181       0.220794        8.53381        1.00919        43.2087        31.9052     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.10329        11.0158       0.229612        8.53911        1.00693        43.1990        31.9063     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.13977        11.0077       0.204650        8.54361        1.00527        43.1921        31.9070     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.15738        11.0004       0.198748        8.54857        1.00332        43.1836        31.9079     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.17507        10.9942       0.191793        8.55345        1.00136        43.1753        31.9088     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.06689        10.9382       0.365866        8.56005       0.998228        43.1601        31.9107     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.09204        10.5737        1.75207        8.57973       0.986967        43.0959        31.9196     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.36461        10.0281        4.10917        8.61669       0.965135        42.9814        31.9348     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.98884        10.8731       0.527275        8.57613       0.991544        43.1285        31.9146     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.45673        6.10379       0.173627E-005   8.63882       0.952795        42.9014        31.9465     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.57003        6.01184       0.231174E-005   8.65362       0.944891        42.8692        31.9504     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.57176        6.01676       0.226715E-005   8.65897       0.942518        42.8582        31.9518     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.57357        6.02164       0.224171E-005   8.66431       0.940139        42.8471        31.9532     
