|6.6.6
Archiving\03_Data\frac/QFM_m4/EETA/EETA_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1721.80        2500.00        98.9998                 NaN            NaN  0.968524       0.316963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1719.30        2500.00        98.9998                 NaN            NaN  0.968523       0.316963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1716.79        2500.00        98.9998                 NaN            NaN  0.968522       0.316963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1714.29        2500.00        98.9998                 NaN            NaN  0.968522       0.316963E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1711.78        2500.00        98.9998                 NaN            NaN  0.968521       0.316962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1709.27        2500.00        98.9998                 NaN            NaN  0.968520       0.316962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1706.77        2500.00        98.9998                 NaN            NaN  0.968519       0.316962E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1704.26        2500.00        98.9998                 NaN            NaN  0.968517       0.316961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1701.75        2500.00        98.9998                 NaN            NaN  0.968518       0.316961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1699.25        2500.00        98.9998                 NaN            NaN  0.968517       0.316961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1696.74        2500.00        98.9998                 NaN            NaN  0.968516       0.316961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1694.24        2500.00        98.9998                 NaN            NaN  0.968516       0.316961E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        98.9998                 NaN            NaN  0.968515       0.316960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        98.9998                 NaN            NaN  0.968514       0.316960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        98.9998                 NaN            NaN  0.968513       0.316960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        98.9998                 NaN            NaN  0.968513       0.316960E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        98.9998                 NaN            NaN  0.968512       0.316959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        98.9998                 NaN            NaN  0.968511       0.316959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        98.9998                 NaN            NaN  0.968510       0.316959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        98.9998                 NaN            NaN  0.968509       0.316959E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        98.9998                 NaN            NaN  0.968509       0.316958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        98.9998                 NaN            NaN  0.968508       0.316958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        98.9998                 NaN            NaN  0.968507       0.316958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        98.9998                 NaN            NaN  0.968506       0.316957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        98.9998                 NaN            NaN  0.968508       0.316958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        98.9998                 NaN            NaN  0.968504       0.316957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        98.9998                 NaN            NaN  0.968507       0.316958E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        98.9884                 NaN            NaN  0.968502       0.316956E-001  0.113742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        98.9872                 NaN            NaN  0.968611       0.316992E-001  0.124525E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        98.9995                 NaN            NaN  0.968740       0.317034E-001  0.673904E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        98.9750                 NaN            NaN  0.968731       0.317031E-001  0.245236E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        98.9872                 NaN            NaN  0.968967       0.317108E-001  0.120999E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        98.9872                 NaN            NaN  0.969084       0.317146E-001  0.120382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        98.9872                 NaN            NaN  0.969199       0.317184E-001  0.119291E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        98.9871                 NaN            NaN  0.969314       0.317222E-001  0.118225E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        98.9871                 NaN            NaN  0.969427       0.317259E-001  0.117243E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        98.9871                 NaN            NaN  0.969540       0.317296E-001  0.116255E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        98.9871                 NaN            NaN  0.969652       0.317332E-001  0.115382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        98.5429                 NaN            NaN  0.969762       0.302589E-001  0.121735E-001  0.444924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        99.9884                 NaN            NaN            NaN            NaN  0.115578E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        99.3948                 NaN            NaN            NaN            NaN  0.122932E-001  0.592861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        99.3322                 NaN            NaN            NaN            NaN  0.124284E-001  0.655329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        99.2815                 NaN            NaN            NaN            NaN  0.134982E-001  0.704963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        99.4065                 NaN            NaN            NaN            NaN  0.111142E-001  0.582341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        99.3435                 NaN            NaN            NaN            NaN  0.123272E-001  0.644214                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        99.3525                 NaN            NaN            NaN            NaN  0.121261E-001  0.635395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        99.3514                 NaN            NaN            NaN            NaN  0.121893E-001  0.636413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        99.4204                 NaN            NaN            NaN            NaN  0.124011E-001  0.567230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        99.2926                 NaN            NaN            NaN            NaN  0.117004E-001  0.695723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        99.3608                 NaN            NaN            NaN            NaN  0.120141E-001  0.627192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        99.3658                 NaN            NaN            NaN            NaN  0.119180E-001  0.622291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        99.3676                 NaN            NaN            NaN            NaN  0.119028E-001  0.620499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        99.3303                 NaN            NaN            NaN            NaN  0.106450E-001  0.588237       0.707804E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6892                 NaN            NaN            NaN            NaN            NaN  0.146845        1.16393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.3216                 NaN            NaN            NaN            NaN            NaN  0.159702        1.51873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.0980                 NaN            NaN            NaN            NaN            NaN  0.985967E-001  0.803361                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.7413                 NaN            NaN            NaN            NaN            NaN  0.135805        1.12287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.7550                 NaN            NaN            NaN            NaN            NaN  0.132149        1.11290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7812                 NaN            NaN            NaN            NaN            NaN  0.130705        1.08810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7905                 NaN            NaN            NaN            NaN            NaN  0.128381        1.08115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8118                 NaN            NaN            NaN            NaN            NaN  0.126478        1.06173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8253                 NaN            NaN            NaN            NaN            NaN  0.124583        1.05011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.8371                 NaN            NaN            NaN            NaN            NaN  0.118379        1.04455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
