|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             ilm            San(TH)        San(TH)        q             
  1361.11        500.000        99.1938       0.322295       0.759050E-001            NaN            NaN  0.126318       0.281710                 NaN            NaN            NaN            NaN
  1360.04        500.000        99.2016       0.320877       0.719735E-001            NaN            NaN  0.126367       0.279139                 NaN            NaN            NaN            NaN
  1358.97        500.000        99.2096       0.688184E-001  0.319000                 NaN            NaN  0.126148       0.276445                 NaN            NaN            NaN            NaN
  1357.90        500.000        99.2165       0.318050       0.650981E-001            NaN            NaN  0.126219       0.274176                 NaN            NaN            NaN            NaN
  1356.84        500.000        99.2258       0.315305       0.623285E-001            NaN            NaN  0.125640       0.270888                 NaN            NaN            NaN            NaN
  1355.77        500.000        99.2317       0.314240       0.600439E-001            NaN            NaN  0.125205       0.268820                 NaN            NaN            NaN            NaN
  1354.70        500.000        99.2331       0.315179       0.579600E-001            NaN            NaN  0.125288       0.268519                 NaN            NaN            NaN            NaN
  1353.63        500.000        99.2533       0.528887E-001  0.308524                 NaN            NaN  0.123966       0.261294                 NaN            NaN            NaN            NaN
  1352.56        500.000        99.2337       0.322453       0.433976E-001            NaN            NaN  0.129220       0.271254                 NaN            NaN            NaN            NaN
  1351.49        500.000        99.2957       0.361079E-001  0.299009                 NaN            NaN  0.123269       0.245874                 NaN            NaN            NaN            NaN
  1350.43        500.000        99.2697       0.306159       0.444960E-001            NaN            NaN  0.123778       0.255866                 NaN            NaN            NaN            NaN
  1349.36        500.000        99.2767       0.304783       0.416823E-001            NaN            NaN  0.123358       0.253457                 NaN            NaN            NaN            NaN
  1348.29        500.000        99.2839       0.396256E-001  0.302527                 NaN            NaN  0.122970       0.251000                 NaN            NaN            NaN            NaN
  1347.22        500.000        99.2908       0.368117E-001  0.301201                 NaN            NaN  0.122559       0.248638                 NaN            NaN            NaN            NaN
  1346.15        500.000        99.2960       0.300286       0.349224E-001            NaN            NaN  0.122101       0.246723                 NaN            NaN            NaN            NaN
  1345.08        500.000        99.3033       0.344051E-001  0.297381                 NaN            NaN  0.120838       0.244067                 NaN            NaN            NaN            NaN
  1344.02        500.000        99.3076       0.304920E-001  0.296560                 NaN            NaN  0.122109       0.243241                 NaN            NaN            NaN            NaN
  1342.95        500.000        99.3229       0.292427       0.281209E-001            NaN            NaN  0.119604       0.236932                 NaN            NaN            NaN            NaN
  1341.88        500.000        99.3231       0.265347E-001  0.293727                 NaN            NaN  0.119516       0.237113                 NaN            NaN            NaN            NaN
  1340.81        500.000        99.3297       0.292071       0.245778E-001            NaN            NaN  0.118886       0.234806                 NaN            NaN            NaN            NaN
  1339.74        500.000        99.3356       0.290921       0.225163E-001            NaN            NaN  0.118326       0.232645                 NaN            NaN            NaN            NaN
  1338.67        500.000        99.3422       0.289324       0.205402E-001            NaN            NaN  0.117624       0.230324                 NaN            NaN            NaN            NaN
  1337.61        500.000        99.3480       0.190969E-001  0.287936                 NaN            NaN  0.116793       0.228172                 NaN            NaN            NaN            NaN
  1336.54        500.000        99.3533       0.188815E-001  0.286136                 NaN            NaN  0.115576       0.226133                 NaN            NaN            NaN            NaN
  1335.47        500.000        99.3604       0.284974       0.133610E-001            NaN            NaN  0.116791       0.224521                 NaN            NaN            NaN            NaN
  1334.40        500.000        99.3660       0.175883E-001  0.282373                 NaN            NaN  0.112954       0.221112                 NaN            NaN            NaN            NaN
  1333.33        500.000        99.3716       0.136748E-001  0.281811                 NaN            NaN  0.113389       0.219500                 NaN            NaN            NaN            NaN
  1332.26        500.000        99.3614       0.208934E-001  0.283622                 NaN            NaN  0.111439       0.222614                 NaN            NaN            NaN            NaN
  1331.19        500.000        99.3926       0.276168       0.949420E-002            NaN            NaN  0.110378       0.211350                 NaN            NaN            NaN            NaN
  1330.13        500.000        99.3870       0.277557       0.113158E-001            NaN            NaN  0.110475       0.213701                 NaN            NaN            NaN            NaN
  1329.06        500.000        99.3930       0.275495       0.105898E-001            NaN            NaN  0.109409       0.211528                 NaN            NaN            NaN            NaN
  1327.99        500.000        99.3679       0.286809       0.986786E-002            NaN            NaN  0.114690       0.220715                 NaN            NaN            NaN            NaN
  1326.92        500.000        99.4468       0.254629       0.647546E-002            NaN            NaN  0.997479E-001  0.192321                 NaN            NaN            NaN            NaN
  1325.85        500.000        99.3961       0.276782       0.934861E-002            NaN            NaN  0.108183       0.209635                 NaN            NaN            NaN            NaN
  1324.78        500.000        99.4137       0.707955E-002  0.270134                 NaN            NaN  0.105440       0.203672                 NaN            NaN            NaN            NaN
  1323.72        500.000        99.4177       0.827330E-002  0.268260                 NaN            NaN  0.103787       0.201938                 NaN            NaN            NaN            NaN
  1322.65        500.000        99.4193       0.448598E-002  0.269655                 NaN            NaN  0.104732       0.201860                 NaN            NaN            NaN            NaN
  1321.58        500.000        99.4313       0.866126E-002  0.263655                 NaN            NaN  0.100064       0.196337                 NaN            NaN            NaN            NaN
  1320.51        500.000        99.3719       0.986574E-001  0.203077                 NaN            NaN  0.107106       0.219288                 NaN            NaN            NaN            NaN
  1319.44        500.000        99.4856       0.279232                 NaN            NaN            NaN  0.646579E-001  0.170515                 NaN            NaN            NaN            NaN
  1318.37        500.000        99.4323       0.592121E-001  0.235048                 NaN            NaN  0.807334E-001  0.192666                 NaN            NaN            NaN            NaN
  1317.31        500.000        99.4462       0.262906                 NaN            NaN            NaN  0.993798E-001  0.191475                 NaN            NaN            NaN            NaN
  1316.24        500.000        99.4449       0.237576       0.460736E-001            NaN            NaN  0.826698E-001  0.188826                 NaN            NaN            NaN            NaN
  1315.17        500.000        99.4566       0.259448                 NaN            NaN            NaN  0.966882E-001  0.187242                 NaN            NaN            NaN            NaN
  1314.10        500.000        99.4609       0.257414                 NaN            NaN            NaN  0.959561E-001  0.185710                 NaN            NaN            NaN            NaN
  1313.03        500.000        99.4607       0.172930E-001  0.249444                 NaN            NaN  0.881107E-001  0.184450                 NaN            NaN            NaN            NaN
  1311.96        500.000        99.4693       0.255778                 NaN            NaN            NaN  0.926848E-001  0.182247                 NaN            NaN            NaN            NaN
  1310.90        500.000        99.4727       0.255481                 NaN            NaN            NaN  0.910763E-001  0.180753                 NaN            NaN            NaN            NaN
  1309.83        500.000        99.4697       0.226967       0.505140E-001            NaN            NaN  0.736760E-001  0.179187                 NaN            NaN            NaN            NaN
  1308.76        500.000        99.4789       0.251935                 NaN            NaN            NaN  0.910035E-001  0.178124                 NaN            NaN            NaN            NaN
  1307.69        500.000        99.4857       0.250279                 NaN            NaN            NaN  0.882607E-001  0.175757                 NaN            NaN            NaN            NaN
  1306.62        500.000        99.4890       0.249853                 NaN            NaN            NaN  0.867760E-001  0.174347                 NaN            NaN            NaN            NaN
  1305.55        500.000        99.4927       0.248010                 NaN            NaN            NaN  0.861917E-001  0.173115                 NaN            NaN            NaN            NaN
  1304.49        500.000        99.4972       0.246782                 NaN            NaN            NaN  0.847702E-001  0.171255                 NaN            NaN            NaN            NaN
  1303.42        500.000        99.5002       0.247474                 NaN            NaN            NaN  0.824337E-001  0.169927                 NaN            NaN            NaN            NaN
  1302.35        500.000        99.5044       0.246900                 NaN            NaN            NaN  0.806737E-001  0.168034                 NaN            NaN            NaN            NaN
  1301.28        500.000        99.5073       0.246181                 NaN            NaN            NaN  0.795804E-001  0.166899                 NaN            NaN            NaN            NaN
  1300.21        500.000        99.5111       0.244893                 NaN            NaN            NaN  0.785655E-001  0.165450                 NaN            NaN            NaN            NaN
  1299.14        500.000        99.5144       0.244262                 NaN            NaN            NaN  0.772421E-001  0.164096                 NaN            NaN            NaN            NaN
  1298.08        500.000        99.5155       0.237472       0.120080E-001            NaN            NaN  0.721888E-001  0.162828                 NaN            NaN            NaN            NaN
  1297.01        500.000        99.5191       0.119529E-001  0.236721                 NaN            NaN  0.708438E-001  0.161392                 NaN            NaN            NaN            NaN
  1295.94        500.000        99.5210       0.225365       0.281232E-001            NaN            NaN  0.655259E-001  0.159995                 NaN            NaN            NaN            NaN
  1294.87        500.000        99.5204       0.186422E-001  0.232969                 NaN            NaN  0.671866E-001  0.160799                 NaN            NaN            NaN            NaN
  1293.80        500.000        99.5309       0.214958       0.386760E-001            NaN            NaN  0.599423E-001  0.155480                 NaN            NaN            NaN            NaN
  1292.73        500.000        99.5293       0.217954       0.372836E-001            NaN            NaN  0.593316E-001  0.156128                 NaN            NaN            NaN            NaN
  1291.67        500.000        99.5316       0.218101       0.366352E-001            NaN            NaN  0.583708E-001  0.155308                 NaN            NaN            NaN            NaN
  1290.60        500.000        99.5352       0.215602       0.393255E-001            NaN            NaN  0.562386E-001  0.153651                 NaN            NaN            NaN            NaN
  1289.53        500.000        99.5375       0.212151       0.435196E-001            NaN            NaN  0.542094E-001  0.152613                 NaN            NaN            NaN            NaN
  1288.46        500.000        99.5394       0.213347       0.423844E-001            NaN            NaN  0.530210E-001  0.151880                 NaN            NaN            NaN            NaN
  1287.39        500.000        99.5429       0.207134       0.499390E-001            NaN            NaN  0.499664E-001  0.150100                 NaN            NaN            NaN            NaN
  1286.32        500.000        99.5449       0.206124       0.508336E-001            NaN            NaN  0.487550E-001  0.149371                 NaN            NaN            NaN            NaN
  1285.26        500.000        99.5473       0.532252E-001  0.204379                 NaN            NaN  0.468653E-001  0.148243                 NaN            NaN            NaN            NaN
  1284.19        500.000        99.5494       0.199057       0.598318E-001            NaN            NaN  0.444387E-001  0.147227                 NaN            NaN            NaN            NaN
  1283.12        500.000        99.5520       0.197839       0.610389E-001            NaN            NaN  0.429466E-001  0.146225                 NaN            NaN            NaN            NaN
  1282.05        500.000        99.5537       0.670437E-001  0.193439                 NaN            NaN  0.405123E-001  0.145272                 NaN            NaN            NaN            NaN
  1280.98        500.000        99.5554       0.191549       0.698305E-001            NaN            NaN  0.387044E-001  0.144505                 NaN            NaN            NaN            NaN
  1279.91        500.000        99.5580       0.187741       0.742841E-001            NaN            NaN  0.366480E-001  0.143369                 NaN            NaN            NaN            NaN
  1278.84        500.000        99.5642       0.459631E-001  0.196850                 NaN            NaN  0.484412E-001  0.144550                 NaN            NaN            NaN            NaN
  1277.78        500.000        99.5415       0.169956       0.126964                 NaN            NaN  0.968674E-002  0.144103       0.775688E-002            NaN            NaN            NaN
  1276.71        500.000        99.5444       0.250511                 NaN            NaN            NaN  0.399588E-001  0.147952       0.171739E-001            NaN            NaN            NaN
  1275.64        500.000        95.4883        1.04334                 NaN            NaN            NaN  0.109798       0.619865       0.951844E-001   2.64348                 NaN            NaN
  1274.57        500.000        93.0479        1.55113                 NaN            NaN            NaN  0.126441       0.901157       0.139186        4.23414                 NaN            NaN
  1273.50        500.000        93.5634        1.45980                 NaN            NaN            NaN  0.105584       0.838212       0.127331        3.90567                 NaN            NaN
  1272.43        500.000        94.0154        1.37610                 NaN            NaN            NaN  0.892377E-001  0.782779       0.117124        3.61940                 NaN            NaN
  1271.37        500.000        94.4109        1.29983                 NaN            NaN            NaN  0.767972E-001  0.734049       0.108370        3.37006                 NaN            NaN
  1270.30        500.000        94.7578        1.22061                 NaN            NaN            NaN  0.750050E-001  0.690922       0.101291        3.15439                 NaN            NaN
  1269.23        500.000        95.0678        1.15679                 NaN            NaN            NaN  0.676884E-001  0.652358       0.946206E-001   2.96076                 NaN            NaN
  1268.16        500.000        95.3436        1.09792                 NaN            NaN            NaN  0.626701E-001  0.617824       0.887675E-001   2.78919                 NaN            NaN
  1267.09        500.000        95.5925        1.04189                 NaN            NaN            NaN  0.600332E-001  0.586547       0.836317E-001   2.63536                 NaN            NaN
  1266.02        500.000        95.8160       0.995593                 NaN            NaN            NaN  0.546934E-001  0.558358       0.788295E-001   2.49655                 NaN            NaN
  1264.96        500.000        96.0214       0.945043                 NaN            NaN            NaN  0.554802E-001  0.532165       0.747707E-001   2.37110                 NaN            NaN
  1263.89        500.000        96.2059       0.905700                 NaN            NaN            NaN  0.516265E-001  0.508685       0.708294E-001   2.25725                 NaN            NaN
  1262.82        500.000        96.3760       0.865786                 NaN            NaN            NaN  0.506669E-001  0.486851       0.673628E-001   2.15329                 NaN            NaN
  1261.75        500.000        96.5319       0.832428                 NaN            NaN            NaN  0.473306E-001  0.466765       0.640156E-001   2.05760                 NaN            NaN
  1260.68        500.000        96.6767       0.799290                 NaN            NaN            NaN  0.456263E-001  0.448037       0.609866E-001   1.96937                 NaN            NaN
  1259.61        500.000        96.8084       0.765435                 NaN            NaN            NaN  0.471057E-001  0.430683       0.584396E-001   1.88990                 NaN            NaN
  1258.55        500.000        96.9335       0.740634                 NaN            NaN            NaN  0.425441E-001  0.414526       0.555998E-001   1.81321                 NaN            NaN
  1257.48        500.000        97.0486       0.713112                 NaN            NaN            NaN  0.418222E-001  0.399149       0.532796E-001   1.74408                 NaN            NaN
  1256.41        500.000        97.1568       0.680686                 NaN            NaN            NaN  0.465002E-001  0.384787       0.512902E-001   1.67996                 NaN            NaN
  1255.34        500.000        97.2528       0.669599                 NaN            NaN            NaN  0.371150E-001  0.372084       0.487793E-001   1.61959                 NaN            NaN
  1254.27        500.000        97.3502       0.649535                 NaN            NaN            NaN  0.335054E-001  0.359047       0.466136E-001   1.56105                 NaN            NaN
  1253.20        500.000        97.4380       0.625034                 NaN            NaN            NaN  0.358836E-001  0.347214       0.449150E-001   1.50891                 NaN            NaN
  1252.14        500.000        97.5217       0.605070                 NaN            NaN            NaN  0.352291E-001  0.335824       0.431583E-001   1.45903                 NaN            NaN
  1251.07        500.000        97.5995       0.585346                 NaN            NaN            NaN  0.355709E-001  0.325188       0.415630E-001   1.41280                 NaN            NaN
  1250.00        500.000        97.6755       0.574093                 NaN            NaN            NaN  0.293473E-001  0.314921       0.396427E-001   1.36649                 NaN            NaN
  1248.93        500.000        97.7453       0.555473                 NaN            NaN            NaN  0.304366E-001  0.305225       0.382414E-001   1.32533                 NaN            NaN
  1247.86        500.000        97.8114       0.539871                 NaN            NaN            NaN  0.297149E-001  0.296088       0.368224E-001   1.28608                 NaN            NaN
  1246.79        500.000        97.8763       0.527296                 NaN            NaN            NaN  0.267343E-001  0.287154       0.353023E-001   1.24718                 NaN            NaN
  1245.73        500.000        97.9372       0.514744                 NaN            NaN            NaN  0.242835E-001  0.278717       0.339056E-001   1.21117                 NaN            NaN
  1244.66        500.000        97.9941       0.497629                 NaN            NaN            NaN  0.268346E-001  0.270538       0.328275E-001   1.17803                 NaN            NaN
  1243.59        500.000        98.0563       0.475478                 NaN            NaN            NaN  0.284203E-001  0.262369       0.317389E-001   1.14569                 NaN            NaN
  1242.52        500.000        98.1076       0.471567                 NaN            NaN            NaN  0.246778E-001  0.255501       0.300814E-001   1.11060                 NaN            NaN
  1241.45        500.000        98.1407       0.479861                 NaN            NaN            NaN  0.146200E-001  0.248283       0.292751E-001   1.08725                 NaN            NaN
  1240.38        500.000        98.1998       0.454778                 NaN            NaN            NaN  0.197317E-001  0.241436       0.281012E-001   1.05618                 NaN            NaN
  1239.32        500.000        98.2436       0.448610                 NaN            NaN            NaN  0.160186E-001  0.235185       0.269705E-001   1.02966                 NaN            NaN
  1238.25        500.000        98.2908       0.438448                 NaN            NaN            NaN  0.137981E-001  0.228605       0.258731E-001   1.00252                 NaN            NaN
  1237.18        500.000        98.3293       0.428762                 NaN            NaN            NaN  0.150637E-001  0.222680       0.250778E-001  0.979081                 NaN            NaN
  1236.11        500.000        98.3710       0.416662                 NaN            NaN            NaN  0.157590E-001  0.216700       0.242678E-001  0.955598                 NaN            NaN
  1235.04        500.000        98.4103       0.412123                 NaN            NaN            NaN  0.114019E-001  0.211202       0.231472E-001  0.931782                 NaN            NaN
  1233.97        500.000        98.4458       0.407338                 NaN            NaN            NaN  0.856696E-002  0.205891       0.222598E-001  0.910137                 NaN            NaN
  1232.90        500.000        98.4829       0.401459                 NaN            NaN            NaN  0.553421E-002  0.200573       0.213186E-001  0.888246                 NaN            NaN
  1231.84        500.000        98.5160       0.394092                 NaN            NaN            NaN  0.479430E-002  0.195689       0.205667E-001  0.868871                 NaN            NaN
  1230.77        500.000        98.5497       0.389930                 NaN            NaN            NaN  0.118672E-002  0.190941       0.196389E-001  0.848573                 NaN            NaN
  1229.70        500.000        98.5818       0.381196                 NaN            NaN            NaN  0.200465E-002  0.186413       0.188744E-001  0.829737                 NaN            NaN
  1228.63        500.000        98.6138       0.375284                 NaN            NaN            NaN  0.675804E-005  0.181437       0.182679E-001  0.811202                 NaN            NaN
  1227.56        500.000        98.6432       0.367795                 NaN            NaN            NaN  0.177114E-005  0.177671       0.174646E-001  0.793889                 NaN            NaN
  1226.49        500.000        98.6754       0.359224                 NaN            NaN            NaN  0.255417E-004  0.173415       0.166817E-001  0.775281                 NaN            NaN
  1225.43        500.000        98.7055       0.350849                 NaN            NaN            NaN            NaN  0.168854       0.161572E-001  0.758688                 NaN            NaN
  1224.36        500.000        98.7312       0.344841                 NaN            NaN            NaN  0.157090E-005  0.165410       0.154460E-001  0.743064                 NaN            NaN
  1223.29        500.000        98.7645       0.334734                 NaN            NaN            NaN  0.495211E-005  0.158825       0.153526E-001  0.726595                 NaN            NaN
  1222.22        500.000        98.7874       0.329472                 NaN            NaN            NaN            NaN  0.157843       0.142052E-001  0.711067                 NaN            NaN
  1221.15        500.000        98.8146       0.321946                 NaN            NaN            NaN  0.134247E-004  0.153072       0.138713E-001  0.696534                 NaN            NaN
  1220.08        500.000        98.8424       0.313804                 NaN            NaN            NaN            NaN  0.148941       0.134289E-001  0.681389                 NaN            NaN
  1219.02        500.000        98.8686       0.306508                 NaN            NaN            NaN  0.914620E-005  0.144256       0.131503E-001  0.667481                 NaN            NaN
  1217.95        500.000        98.8901       0.301117                 NaN            NaN            NaN            NaN  0.143025       0.121942E-001  0.653546                 NaN            NaN
  1216.88        500.000        98.9158       0.293685                 NaN            NaN            NaN            NaN  0.137947       0.121007E-001  0.640515                 NaN            NaN
  1215.81        500.000        96.4804       0.556079                 NaN            NaN            NaN            NaN  0.334630       0.212178E-001   1.56042                 NaN   1.04721     
  1214.74        500.000        82.4304        2.11970                 NaN            NaN            NaN            NaN   1.47194       0.743769E-001   6.85877                 NaN   7.04481     
  1213.67        500.000        83.1578        2.05023                 NaN            NaN            NaN  0.648941E-002   1.41175       0.692279E-001   6.55499                 NaN   6.74948     
  1212.61        500.000        74.6239        2.35719                 NaN            NaN            NaN  0.419941        2.14352       0.121782        10.1854                 NaN   10.1483     
  1211.54        500.000        95.3440       0.231151E-002            NaN            NaN            NaN  0.304617       0.407197       0.240240E-001   1.88588                 NaN   2.03193     
  1210.47        500.000        89.8939        1.46609                 NaN            NaN            NaN            NaN  0.764056       0.411109E-001   3.60013                 NaN   4.23475     
  1209.40        500.000        89.8508        1.16439       0.141499E-001            NaN            NaN            NaN  0.818807       0.470163E-001   3.99375                 NaN   4.11113     
  1208.33        500.000        91.1031       0.516111                 NaN            NaN            NaN  0.317189       0.757859       0.424620E-001   3.55611                 NaN   3.70712     
  1207.26        500.000        83.6638       0.387206        1.16233                 NaN            NaN  0.208451        1.31542       0.801923E-001   6.44966                 NaN   6.73296     
  1206.20        500.000        35.8360        6.70132       0.186409E-004            NaN            NaN  0.727180        5.25247       0.256600        25.1941                 NaN   26.0323     
  1205.13        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1204.06        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1202.99        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1201.92        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1200.85        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1199.79        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
