|6.6.6
Archiving\03_Data\eq/QFM_m4.75/EETA/EETA_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1660.26        2500.00        98.6359       0.790556       0.112608E-001  0.562297                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1657.05        2500.00        98.6283       0.790678       0.112617E-001  0.569739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1653.85        2500.00        98.6208       0.790800       0.112625E-001  0.577182                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1650.64        2500.00        98.6134       0.790920       0.112634E-001  0.584447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1647.44        2500.00        98.6013       0.791045       0.112643E-001  0.591077       0.534493E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.23        2500.00        98.5850       0.791173       0.112652E-001  0.597087       0.155205E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.03        2500.00        98.5686       0.791300       0.112662E-001  0.603099       0.256995E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1637.82        2500.00        98.5528       0.791426       0.112671E-001  0.608919       0.356131E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.62        2500.00        98.5369       0.791552       0.112680E-001  0.614740       0.455301E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.41        2500.00        98.5210       0.791678       0.112689E-001  0.620563       0.554504E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1628.21        2500.00        98.5052       0.791804       0.112699E-001  0.626387       0.653742E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1625.00        2500.00        98.4897       0.791928       0.112708E-001  0.632019       0.750843E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.79        2500.00        98.4742       0.792052       0.112717E-001  0.637652       0.847977E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1618.59        2500.00        98.3711       0.792170       0.112185E-001  0.638392       0.946531E-001  0.924991E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1615.38        2500.00        97.5963       0.792243       0.107504E-001  0.601858       0.106441       0.892386                 NaN            NaN            NaN            NaN            NaN            NaN
  1612.18        2500.00        96.8362       0.792301       0.102823E-001  0.562999       0.118004        1.68019                 NaN            NaN            NaN            NaN            NaN            NaN
  1608.97        2500.00        96.0760       0.792356       0.981425E-002  0.524136       0.129569        2.46809                 NaN            NaN            NaN            NaN            NaN            NaN
  1605.77        2500.00        95.3158       0.792409       0.934613E-002  0.485269       0.141135        3.25606                 NaN            NaN            NaN            NaN            NaN            NaN
  1602.56        2500.00        94.5555       0.792458       0.887799E-002  0.446399       0.152702        4.04409                 NaN            NaN            NaN            NaN            NaN            NaN
  1599.36        2500.00        93.8112       0.792494       0.841151E-002  0.405249       0.163874        4.81876                 NaN            NaN            NaN            NaN            NaN            NaN
  1596.15        2500.00        92.7849       0.793042       0.810719E-002  0.381369       0.168362        5.33605       0.528189                 NaN            NaN            NaN            NaN            NaN
  1592.95        2500.00        91.3191       0.794428       0.807936E-002  0.387209       0.160752        5.41893        1.91148                 NaN            NaN            NaN            NaN            NaN
  1589.74        2500.00        89.8483       0.795816       0.805142E-002  0.393068       0.153115        5.50208        3.29956                 NaN            NaN            NaN            NaN            NaN
  1586.54        2500.00        88.5657       0.797020       0.802210E-002  0.394523       0.144293        5.58374        4.50668                 NaN            NaN            NaN            NaN            NaN
  1583.33        2500.00        87.2793       0.798225       0.799268E-002  0.395980       0.135443        5.66564        5.71739                 NaN            NaN            NaN            NaN            NaN
  1580.13        2500.00        85.9891       0.799432       0.796317E-002  0.397442       0.126566        5.74776        6.93172                 NaN            NaN            NaN            NaN            NaN
  1576.92        2500.00        84.6951       0.800641       0.793355E-002  0.398906       0.117662        5.83013        8.14967                 NaN            NaN            NaN            NaN            NaN
  1573.72        2500.00        83.3972       0.801852       0.790384E-002  0.400375       0.108730        5.91272        9.37126                 NaN            NaN            NaN            NaN            NaN
  1570.51        2500.00        82.0954       0.803065       0.787402E-002  0.401846       0.997714E-001   5.99556        10.5965                 NaN            NaN            NaN            NaN            NaN
  1567.31        2500.00        80.7898       0.804279       0.784410E-002  0.403322       0.907849E-001   6.07862        11.8254                 NaN            NaN            NaN            NaN            NaN
  1564.10        2500.00        79.4803       0.805496       0.781408E-002  0.404800       0.817708E-001   6.16193        13.0579                 NaN            NaN            NaN            NaN            NaN
  1560.90        2500.00        78.3512       0.806531       0.777931E-002  0.401378       0.711419E-001   6.24969        14.1123                 NaN            NaN            NaN            NaN            NaN
  1557.69        2500.00        77.2193       0.807567       0.774444E-002  0.397946       0.604853E-001   6.33767        15.1693                 NaN            NaN            NaN            NaN            NaN
  1554.49        2500.00        76.0846       0.808604       0.770948E-002  0.394505       0.498009E-001   6.42586        16.2289                 NaN            NaN            NaN            NaN            NaN
  1551.28        2500.00        74.9470       0.809643       0.767443E-002  0.391055       0.390888E-001   6.51427        17.2913                 NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00        73.8764       0.810611       0.763558E-002  0.385347       0.275891E-001   6.60794        18.2844                 NaN            NaN            NaN            NaN            NaN
  1544.87        2500.00        72.8034       0.811579       0.759664E-002  0.379625       0.160615E-001   6.70182        19.2799                 NaN            NaN            NaN            NaN            NaN
  1541.67        2500.00        71.7651       0.812508       0.755500E-002  0.372444       0.402426E-002   6.79959        20.2387                 NaN            NaN            NaN            NaN            NaN
  1538.46        2500.00        70.7781       0.813337       0.748428E-002  0.360460                 NaN   6.94378        21.0968                 NaN            NaN            NaN            NaN            NaN
  1535.26        2500.00        69.8594       0.814064       0.739506E-002  0.343440                 NaN   7.11493        21.8608                 NaN            NaN            NaN            NaN            NaN
  1532.05        2500.00        68.9392       0.814791       0.730569E-002  0.326391                 NaN   7.28637        22.6260                 NaN            NaN            NaN            NaN            NaN
  1528.85        2500.00        68.0174       0.815518       0.721617E-002  0.309312                 NaN   7.45810        23.3925                 NaN            NaN            NaN            NaN            NaN
  1525.64        2500.00        67.0940       0.816245       0.712648E-002  0.292204                 NaN   7.63013        24.1603                 NaN            NaN            NaN            NaN            NaN
  1522.44        2500.00        66.1344       0.817031       0.705919E-002  0.276161                 NaN   7.76773        24.6797       0.317904                 NaN            NaN            NaN            NaN
  1519.23        2500.00        64.7742       0.818351       0.710846E-002  0.276089                 NaN   7.72704        23.9381        2.45917                 NaN            NaN            NaN            NaN
  1516.03        2500.00        63.3949       0.819711       0.715734E-002  0.276459                 NaN   7.68804        23.2478        4.56597                 NaN            NaN            NaN            NaN
  1512.82        2500.00        62.0112       0.821074       0.720636E-002  0.276830                 NaN   7.64890        22.5551        6.67972                 NaN            NaN            NaN            NaN
  1509.62        2500.00        60.4571       0.822518       0.722789E-002  0.267985       0.446149E-001   7.65574        20.3907        10.3540                 NaN            NaN            NaN            NaN
  1506.41        2500.00        58.8515       0.823983       0.723455E-002  0.254802       0.105400        7.68585        17.8117        14.4596                 NaN            NaN            NaN            NaN
  1503.21        2500.00        57.2475       0.825467       0.722712E-002  0.240705       0.163491        7.74014        15.5028        18.2727                 NaN            NaN            NaN            NaN
  1500.00        2500.00        55.6379       0.826953       0.721964E-002  0.226557       0.221793        7.79460        13.1855        22.0995                 NaN            NaN            NaN            NaN
  1496.79        2500.00        54.0878       0.828397       0.718126E-002  0.208558       0.272528        7.89949        11.4297        25.2663                 NaN            NaN            NaN            NaN
  1493.59        2500.00        52.5325       0.829844       0.714273E-002  0.190496       0.323442        8.00471        9.66775        28.4441                 NaN            NaN            NaN            NaN
  1490.38        2500.00        50.9718       0.831293       0.710405E-002  0.172372       0.374537        8.11028        7.89965        31.6329                 NaN            NaN            NaN            NaN
  1487.18        2500.00        49.4059       0.832744       0.706522E-002  0.154186       0.425810        8.21619        6.12540        34.8327                 NaN            NaN            NaN            NaN
  1483.97        2500.00        47.9385       0.834090       0.699501E-002  0.130228       0.469306        8.37245        4.85082        37.3976                 NaN            NaN            NaN            NaN
  1480.77        2500.00        46.4666       0.835437       0.692456E-002  0.106195       0.512945        8.52920        3.57214        39.9706                 NaN            NaN            NaN            NaN
  1477.56        2500.00        44.9983       0.836856       0.685876E-002  0.886997E-001  0.536970        8.67768        3.05404        40.9021       0.898450                 NaN            NaN            NaN
  1474.36        2500.00        43.5683       0.838236       0.678726E-002  0.703374E-001  0.556542        8.83452        2.72126        41.3916        2.01242                 NaN            NaN            NaN
  1471.15        2500.00        43.5667       0.838270       0.678704E-002  0.703372E-001  0.556573        8.83476        2.72133        41.3927        2.01247                 NaN            NaN            NaN
  1467.95        2500.00        40.8725       0.840743       0.660546E-002  0.207905E-001  0.597770        9.20801        2.05464        42.3094        4.08954                 NaN            NaN            NaN
  1464.74        2500.00        39.5668       0.842000       0.653519E-002            NaN  0.615874        9.36441        1.85023        42.6331        5.12113                 NaN            NaN            NaN
  1461.54        2500.00        38.2879       0.843414       0.653364E-002            NaN  0.625138        9.39421        1.91062        42.7389        6.19329                 NaN            NaN            NaN
  1458.33        2500.00        38.2864       0.843443       0.653340E-002            NaN  0.625171        9.39442        1.91066        42.7399        6.19342                 NaN            NaN            NaN
  1455.13        2500.00        38.2850       0.843472       0.653316E-002            NaN  0.625203        9.39464        1.91070        42.7409        6.19355                 NaN            NaN            NaN
  1451.92        2500.00        38.2836       0.843502       0.653293E-002            NaN  0.625235        9.39485        1.91074        42.7419        6.19368                 NaN            NaN            NaN
  1448.72        2500.00        38.2821       0.843531       0.653269E-002            NaN  0.625267        9.39507        1.91078        42.7429        6.19381                 NaN            NaN            NaN
  1445.51        2500.00        38.2807       0.843560       0.653246E-002            NaN  0.625299        9.39529        1.91083        42.7439        6.19394                 NaN            NaN            NaN
  1442.31        2500.00        38.2792       0.843590       0.653222E-002            NaN  0.625331        9.39550        1.91087        42.7449        6.19407                 NaN            NaN            NaN
  1439.10        2500.00        38.2778       0.843619       0.653199E-002            NaN  0.625364        9.39572        1.91091        42.7459        6.19420                 NaN            NaN            NaN
  1435.90        2500.00        29.0743       0.853966       0.666798E-002            NaN  0.698307        9.42796        3.62390        42.2455        14.0694                 NaN            NaN            NaN
  1432.69        2500.00        28.0575       0.855179       0.669613E-002            NaN  0.707671        9.40802        3.93146        42.0936        14.9398                 NaN            NaN            NaN
  1429.49        2500.00        26.8207       0.856420       0.669503E-002            NaN  0.720632        9.43765        4.02382        42.2702        15.6911       0.172862                 NaN            NaN
  1426.28        2500.00        26.8197       0.856442       0.669473E-002            NaN  0.720664        9.43778        4.02386        42.2708        15.6913       0.172875                 NaN            NaN
  1423.08        2500.00        22.9957       0.859020       0.648888E-002            NaN  0.762458        9.83239        2.83596        44.7559        16.3303        1.62178                 NaN            NaN
  1419.87        2500.00        22.9948       0.859038       0.648857E-002            NaN  0.762489        9.83249        2.83598        44.7564        16.3305        1.62189                 NaN            NaN
  1416.67        2500.00        22.9939       0.859056       0.648825E-002            NaN  0.762519        9.83258        2.83600        44.7568        16.3306        1.62200                 NaN            NaN
  1413.46        2500.00        22.9930       0.859074       0.648794E-002            NaN  0.762549        9.83268        2.83603        44.7573        16.3307        1.62212                 NaN            NaN
  1410.26        2500.00        17.2346       0.862966       0.618651E-002            NaN  0.822144        10.4027        1.23124        17.2060        48.3025        3.93163                 NaN            NaN
  1407.05        2500.00        17.2339       0.862980       0.618618E-002            NaN  0.822173        10.4027        1.23125        17.2061        48.3028        3.93188                 NaN            NaN
  1403.85        2500.00        17.2333       0.862993       0.618585E-002            NaN  0.822201        10.4028        1.23125        17.2061        48.3031        3.93213                 NaN            NaN
  1400.64        2500.00        17.2326       0.863007       0.618551E-002            NaN  0.822229        10.4028        1.23125        17.2062        48.3033        3.93238                 NaN            NaN
  1397.44        2500.00        13.0764       0.865861       0.598085E-002            NaN  0.861029        10.7816       0.296369        50.6288        17.7476        5.73637                 NaN            NaN
  1394.23        2500.00        13.0759       0.865871       0.598051E-002            NaN  0.861055        10.7817       0.296368        50.6288        17.7476        5.73671                 NaN            NaN
  1391.03        2500.00        11.3609       0.867081       0.589827E-002            NaN  0.871392        10.9278       0.106774        51.3587        17.9781        6.52342                 NaN            NaN
  1387.82        2500.00        10.6249       0.867612       0.586723E-002            NaN  0.877476        10.9851                 NaN   18.0665        51.7030        6.86966                 NaN            NaN
  1384.62        2500.00        9.90469       0.868138       0.583779E-002            NaN  0.880028        11.0415                 NaN   51.9191        18.1684        7.21229                 NaN            NaN
  1381.41        2500.00        9.90436       0.868146       0.583744E-002            NaN  0.880053        11.0415                 NaN   51.9191        18.1683        7.21270                 NaN            NaN
  1378.21        2500.00        9.90404       0.868154       0.583710E-002            NaN  0.880077        11.0415                 NaN   51.9190        18.1683        7.21311                 NaN            NaN
  1375.00        2500.00        9.90372       0.868162       0.583675E-002            NaN  0.880102        11.0414                 NaN   51.9190        18.1682        7.21353                 NaN            NaN
  1371.79        2500.00        9.90339       0.868170       0.583640E-002            NaN  0.880126        11.0414                 NaN   51.9190        18.1682        7.21394                 NaN            NaN
  1368.59        2500.00        9.90306       0.868178       0.583606E-002            NaN  0.880151        11.0414                 NaN   51.9189        18.1681        7.21435                 NaN            NaN
  1365.38        2500.00        9.90273       0.868185       0.583571E-002            NaN  0.880175        11.0414                 NaN   51.9189        18.1680        7.21477                 NaN            NaN
