|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/KHA22/KHA22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1461.38        500.000                 NaN   99.5730       0.339752E-001            NaN  0.393054                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.99        500.000                 NaN   99.5711                 NaN            NaN  0.428881                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.60        500.000                 NaN   99.5737       0.130523E-001            NaN  0.413253                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.21        500.000                 NaN   99.5711                 NaN            NaN  0.428915                 NaN            NaN            NaN            NaN            NaN            NaN
  1455.82        500.000                 NaN   99.5709                 NaN            NaN  0.429121                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.43        500.000                 NaN   99.4791       0.308857E-001            NaN  0.476830       0.131754E-001            NaN            NaN            NaN            NaN            NaN
  1453.04        500.000                 NaN   99.4988                 NaN            NaN  0.256102       0.245115                 NaN            NaN            NaN            NaN            NaN
  1451.65        500.000                 NaN   99.3294                 NaN            NaN  0.385567       0.285058                 NaN            NaN            NaN            NaN            NaN
  1450.26        500.000                 NaN   99.3381                 NaN            NaN  0.281124       0.380728                 NaN            NaN            NaN            NaN            NaN
  1448.87        500.000                 NaN   99.3434                 NaN            NaN  0.378091       0.278538                 NaN            NaN            NaN            NaN            NaN
  1447.48        500.000                 NaN   99.3501                 NaN            NaN  0.275392       0.374522                 NaN            NaN            NaN            NaN            NaN
  1446.09        500.000                 NaN   99.3541       0.375722E-002            NaN  0.372585       0.269604                 NaN            NaN            NaN            NaN            NaN
  1444.70        500.000                 NaN   99.3647                 NaN            NaN  0.268918       0.366339                 NaN            NaN            NaN            NaN            NaN
  1443.31        500.000                 NaN   99.3694                 NaN            NaN  0.266625       0.363946                 NaN            NaN            NaN            NaN            NaN
  1441.92        500.000                 NaN   99.3750                 NaN            NaN  0.361121       0.263882                 NaN            NaN            NaN            NaN            NaN
  1440.53        500.000                 NaN   99.3806       0.358647E-002            NaN  0.257543       0.358248                 NaN            NaN            NaN            NaN            NaN
  1439.14        500.000                 NaN   99.3883       0.851587E-002            NaN  0.354159       0.249071                 NaN            NaN            NaN            NaN            NaN
  1437.76        500.000                 NaN   99.3933       0.857494E-002            NaN  0.246460       0.351679                 NaN            NaN            NaN            NaN            NaN
  1436.37        500.000                 NaN   99.3988       0.762066E-002            NaN  0.244893       0.348672                 NaN            NaN            NaN            NaN            NaN
  1434.98        500.000                 NaN   99.4046       0.665728E-002            NaN  0.243261       0.345438                 NaN            NaN            NaN            NaN            NaN
  1433.59        500.000                 NaN   99.4098       0.688510E-002            NaN  0.240557       0.342746                 NaN            NaN            NaN            NaN            NaN
  1432.20        500.000                 NaN   99.4163       0.552777E-002            NaN  0.239039       0.339174                 NaN            NaN            NaN            NaN            NaN
  1430.81        500.000                 NaN   99.4210       0.499728E-002            NaN  0.237237       0.336789                 NaN            NaN            NaN            NaN            NaN
  1429.42        500.000                 NaN   99.4266       0.451695E-002            NaN  0.333620       0.235241                 NaN            NaN            NaN            NaN            NaN
  1428.03        500.000                 NaN   99.4318       0.306401E-002            NaN  0.330542       0.234582                 NaN            NaN            NaN            NaN            NaN
  1426.64        500.000                 NaN   99.4361       0.297697E-002            NaN  0.328681       0.232242                 NaN            NaN            NaN            NaN            NaN
  1425.25        500.000                 NaN   99.4432       0.242243E-002            NaN  0.324477       0.229898                 NaN            NaN            NaN            NaN            NaN
  1423.86        500.000                 NaN   99.4469       0.356300E-002            NaN  0.226701       0.322839                 NaN            NaN            NaN            NaN            NaN
  1422.47        500.000                 NaN   99.3636                 NaN            NaN  0.328346       0.264067                 NaN  0.439584E-001            NaN            NaN            NaN
  1421.08        500.000                 NaN   98.5946                 NaN            NaN  0.579046       0.395717                 NaN  0.430638                 NaN            NaN            NaN
  1419.69        500.000                 NaN   98.4878                 NaN            NaN  0.622844       0.399947                 NaN  0.489431                 NaN            NaN            NaN
  1418.30        500.000                 NaN   98.5176                 NaN            NaN  0.391829       0.610503                 NaN  0.480033                 NaN            NaN            NaN
  1416.91        500.000                 NaN   98.5474                 NaN            NaN  0.384074       0.597896                 NaN  0.470616                 NaN            NaN            NaN
  1415.52        500.000                 NaN   98.5761                 NaN            NaN  0.586183       0.376051                 NaN  0.461672                 NaN            NaN            NaN
  1414.13        500.000                 NaN   98.6030                 NaN            NaN  0.368829       0.574925                 NaN  0.453230                 NaN            NaN            NaN
  1412.74        500.000                 NaN   98.6310                 NaN            NaN  0.563868       0.360630                 NaN  0.444511                 NaN            NaN            NaN
  1411.35        500.000                 NaN   98.6566                 NaN            NaN  0.553088       0.353930                 NaN  0.436402                 NaN            NaN            NaN
  1409.96        500.000                 NaN   98.6833                 NaN            NaN  0.346573       0.542291                 NaN  0.427851                 NaN            NaN            NaN
  1408.57        500.000                 NaN   98.7069                 NaN            NaN  0.532500       0.340169                 NaN  0.420390                 NaN            NaN            NaN
  1407.18        500.000                 NaN   98.7303                 NaN            NaN  0.522917       0.333941                 NaN  0.412887                 NaN            NaN            NaN
  1405.79        500.000                 NaN   98.7556                 NaN            NaN  0.326621       0.512837                 NaN  0.404938                 NaN            NaN            NaN
  1404.40        500.000                 NaN   98.7768                 NaN            NaN  0.504157       0.320831                 NaN  0.398258                 NaN            NaN            NaN
  1403.01        500.000                 NaN   98.7986                 NaN            NaN  0.495346       0.314770                 NaN  0.391333                 NaN            NaN            NaN
  1401.62        500.000                 NaN   98.8196                 NaN            NaN  0.486719       0.309003                 NaN  0.384688                 NaN            NaN            NaN
  1400.23        500.000                 NaN   98.8412                 NaN            NaN  0.478191       0.302848                 NaN  0.377783                 NaN            NaN            NaN
  1398.84        500.000                 NaN   98.8610                 NaN            NaN  0.297667       0.469944                 NaN  0.371430                 NaN            NaN            NaN
  1397.45        500.000                 NaN   98.8791                 NaN            NaN  0.462458       0.292847                 NaN  0.365546                 NaN            NaN            NaN
  1396.06        500.000                 NaN   98.8992                 NaN            NaN  0.286956       0.454674                 NaN  0.359218                 NaN            NaN            NaN
  1394.67        500.000                 NaN   98.9174                 NaN            NaN  0.446968       0.282205                 NaN  0.353431                 NaN            NaN            NaN
  1393.28        500.000                 NaN   98.9349                 NaN            NaN  0.276689       0.440340                 NaN  0.348026                 NaN            NaN            NaN
  1391.90        500.000                 NaN   98.9562                 NaN            NaN  0.431686       0.271319                 NaN  0.340800                 NaN            NaN            NaN
  1390.51        500.000                 NaN   98.9708                 NaN            NaN  0.425803       0.267044                 NaN  0.336323                 NaN            NaN            NaN
  1389.12        500.000                 NaN   98.9866                 NaN            NaN  0.419029       0.263098                 NaN  0.331261                 NaN            NaN            NaN
  1387.73        500.000                 NaN   99.0048                 NaN            NaN  0.412057       0.257817                 NaN  0.325311                 NaN            NaN            NaN
  1386.34        500.000                 NaN   99.0195                 NaN            NaN  0.406247       0.253625                 NaN  0.320591                 NaN            NaN            NaN
  1384.95        500.000                 NaN   99.0353                 NaN            NaN  0.249410       0.399826                 NaN  0.315483                 NaN            NaN            NaN
  1383.56        500.000                 NaN   99.0508                 NaN            NaN  0.393726       0.244925                 NaN  0.310564                 NaN            NaN            NaN
  1382.17        500.000                 NaN   99.0650                 NaN            NaN  0.388136       0.240909                 NaN  0.306001                 NaN            NaN            NaN
  1380.78        500.000                 NaN   99.0800                 NaN            NaN  0.236633       0.382194                 NaN  0.301182                 NaN            NaN            NaN
  1379.39        500.000                 NaN   99.0936                 NaN            NaN  0.376590       0.233104                 NaN  0.296711                 NaN            NaN            NaN
  1378.00        500.000                 NaN   99.1075                 NaN            NaN  0.371294       0.228831                 NaN  0.292326                 NaN            NaN            NaN
  1376.61        500.000                 NaN   99.1230                 NaN            NaN  0.365045       0.224829                 NaN  0.287153                 NaN            NaN            NaN
  1375.22        500.000                 NaN   99.1344                 NaN            NaN  0.360596       0.221357                 NaN  0.283638                 NaN            NaN            NaN
  1373.83        500.000                 NaN   99.1475                 NaN            NaN  0.355063       0.218190                 NaN  0.279235                 NaN            NaN            NaN
  1372.44        500.000                 NaN   99.1606                 NaN            NaN  0.350282       0.214157                 NaN  0.274998                 NaN            NaN            NaN
  1371.05        500.000                 NaN   99.1722                 NaN            NaN  0.345287       0.211372                 NaN  0.271182                 NaN            NaN            NaN
  1369.66        500.000                 NaN   99.1846                 NaN            NaN  0.207648       0.340572                 NaN  0.267142                 NaN            NaN            NaN
  1368.27        500.000                 NaN   99.1960                 NaN            NaN  0.335867       0.204700                 NaN  0.263439                 NaN            NaN            NaN
  1366.88        500.000                 NaN   99.2080                 NaN            NaN  0.201086       0.331402                 NaN  0.259488                 NaN            NaN            NaN
  1365.49        500.000                 NaN   99.2174                 NaN            NaN  0.197967       0.328016                 NaN  0.256628                 NaN            NaN            NaN
  1364.10        500.000                 NaN   99.2318                 NaN            NaN  0.194578       0.321978                 NaN  0.251662                 NaN            NaN            NaN
  1362.71        500.000                 NaN   99.2392                 NaN            NaN  0.192165       0.319001                 NaN  0.249639                 NaN            NaN            NaN
  1361.32        500.000                 NaN   99.2531                 NaN            NaN  0.313712       0.188536                 NaN  0.244604                 NaN            NaN            NaN
  1359.93        500.000                 NaN   99.2620                 NaN            NaN  0.185952       0.310161                 NaN  0.241905                 NaN            NaN            NaN
  1358.54        500.000                 NaN   99.2722                 NaN            NaN  0.306100       0.183131                 NaN  0.238548                 NaN            NaN            NaN
  1357.15        500.000                 NaN   99.2813                 NaN            NaN  0.302680       0.180410                 NaN  0.235568                 NaN            NaN            NaN
  1355.76        500.000                 NaN   99.2921                 NaN            NaN  0.298497       0.177378                 NaN  0.232025                 NaN            NaN            NaN
  1354.37        500.000                 NaN   99.2970                 NaN            NaN  0.296803       0.175146                 NaN  0.231065                 NaN            NaN            NaN
  1352.98        500.000                 NaN   99.3152                 NaN            NaN  0.289611       0.171116                 NaN  0.224045                 NaN            NaN            NaN
  1351.59        500.000                 NaN   99.3203                 NaN            NaN  0.287382       0.169560                 NaN  0.222748                 NaN            NaN            NaN
  1350.20        500.000                 NaN   99.3290                 NaN            NaN  0.167245       0.283862                 NaN  0.219908                 NaN            NaN            NaN
  1348.81        500.000                 NaN   99.3380                 NaN            NaN  0.280518       0.164552                 NaN  0.216954                 NaN            NaN            NaN
  1347.42        500.000                 NaN   99.3463                 NaN            NaN  0.162339       0.277177                 NaN  0.214209                 NaN            NaN            NaN
  1346.04        500.000                 NaN   99.3552                 NaN            NaN  0.159697       0.273875                 NaN  0.211268                 NaN            NaN            NaN
  1344.65        500.000                 NaN   99.3635                 NaN            NaN  0.270498       0.157501                 NaN  0.208535                 NaN            NaN            NaN
  1343.26        500.000                 NaN   99.3716                 NaN            NaN  0.155056       0.267423                 NaN  0.205877                 NaN            NaN            NaN
  1341.87        500.000                 NaN   99.3799                 NaN            NaN  0.152733       0.264247                 NaN  0.203138                 NaN            NaN            NaN
  1340.48        500.000                 NaN   99.3877                 NaN            NaN  0.261208       0.150536                 NaN  0.200602                 NaN            NaN            NaN
  1339.09        500.000                 NaN   99.3955                 NaN            NaN  0.258185       0.148334                 NaN  0.197979                 NaN            NaN            NaN
  1337.70        500.000                 NaN   99.4031                 NaN            NaN  0.146308       0.255158                 NaN  0.195446                 NaN            NaN            NaN
  1336.31        500.000                 NaN   99.4105                 NaN            NaN  0.144108       0.252323                 NaN  0.193058                 NaN            NaN            NaN
  1334.92        500.000                 NaN   99.4176                 NaN            NaN  0.249587       0.142116                 NaN  0.190740                 NaN            NaN            NaN
  1333.53        500.000                 NaN   99.4255                 NaN            NaN  0.139845       0.246583                 NaN  0.188027                 NaN            NaN            NaN
  1332.14        500.000                 NaN   99.4319                 NaN            NaN  0.137997       0.244143                 NaN  0.185971                 NaN            NaN            NaN
  1330.75        500.000                 NaN   99.4398                 NaN            NaN  0.135912       0.240998                 NaN  0.183333                 NaN            NaN            NaN
  1329.36        500.000                 NaN   99.4452                 NaN            NaN  0.238552       0.134659                 NaN  0.181545                 NaN            NaN            NaN
  1327.97        500.000                 NaN   99.4534                 NaN            NaN  0.235810       0.132047                 NaN  0.178788                 NaN            NaN            NaN
  1326.58        500.000                 NaN   99.4596                 NaN            NaN  0.233360       0.130243                 NaN  0.176838                 NaN            NaN            NaN
  1325.19        500.000                 NaN   99.4661                 NaN            NaN  0.128268       0.230874                 NaN  0.174737                 NaN            NaN            NaN
  1323.80        500.000                 NaN   99.4722                 NaN            NaN  0.126537       0.228603                 NaN  0.172615                 NaN            NaN            NaN
  1322.41        500.000                 NaN   99.4790                 NaN            NaN  0.125020       0.225752                 NaN  0.170235                 NaN            NaN            NaN
  1321.02        500.000                 NaN   99.4846                 NaN            NaN  0.223582       0.123315                 NaN  0.168503                 NaN            NaN            NaN
  1319.63        500.000                 NaN   99.4910                 NaN            NaN  0.221169       0.121565                 NaN  0.166274                 NaN            NaN            NaN
  1318.24        500.000                 NaN   99.4969                 NaN            NaN  0.119885       0.218845                 NaN  0.164336                 NaN            NaN            NaN
  1316.85        500.000                 NaN   99.5030                 NaN            NaN  0.216525       0.118096                 NaN  0.162394                 NaN            NaN            NaN
  1315.46        500.000                 NaN   99.5089                 NaN            NaN  0.116446       0.214272                 NaN  0.160394                 NaN            NaN            NaN
  1314.07        500.000                 NaN   99.5147                 NaN            NaN  0.211943       0.114933                 NaN  0.158453                 NaN            NaN            NaN
  1312.68        500.000                 NaN   99.5200                 NaN            NaN  0.113427       0.209899                 NaN  0.156661                 NaN            NaN            NaN
  1311.29        500.000                 NaN   99.5256                 NaN            NaN  0.111886       0.207671                 NaN  0.154872                 NaN            NaN            NaN
  1309.90        500.000                 NaN   99.5310                 NaN            NaN  0.205499       0.110468                 NaN  0.153012                 NaN            NaN            NaN
  1308.51        500.000                 NaN   99.5365                 NaN            NaN  0.108909       0.203376                 NaN  0.151165                 NaN            NaN            NaN
  1307.12        500.000                 NaN   99.5415                 NaN            NaN  0.201027       0.107703                 NaN  0.149807                 NaN            NaN            NaN
  1305.73        500.000                 NaN   99.5475                 NaN            NaN  0.199463       0.105817                 NaN  0.147268                 NaN            NaN            NaN
  1304.34        500.000                 NaN   99.5521                 NaN            NaN  0.197360       0.104523                 NaN  0.146019                 NaN            NaN            NaN
  1302.95        500.000                 NaN   99.5570                 NaN            NaN  0.195333       0.103263                 NaN  0.144406                 NaN            NaN            NaN
  1301.56        500.000                 NaN   99.5623                 NaN            NaN  0.101648       0.193471                 NaN  0.142611                 NaN            NaN            NaN
  1300.18        500.000                 NaN   99.5670                 NaN            NaN  0.100395       0.191572                 NaN  0.141064                 NaN            NaN            NaN
  1298.79        500.000                 NaN   99.5717                 NaN            NaN  0.189661       0.991468E-001            NaN  0.139461                 NaN            NaN            NaN
  1297.40        500.000                 NaN   79.3886                 NaN            NaN   1.60991        3.22526                 NaN   2.29012        13.4861                 NaN            NaN
  1296.01        500.000                 NaN   79.9313                 NaN            NaN   3.10645        1.58089                 NaN   2.23026        13.1511                 NaN            NaN
  1294.62        500.000                 NaN   83.2532                 NaN            NaN   2.57905        1.33843                 NaN   1.87296        10.9564                 NaN            NaN
  1293.23        500.000                 NaN   85.7253                 NaN            NaN   1.15365        2.19030                 NaN   1.60651        9.32424                 NaN            NaN
  1291.84        500.000                 NaN   87.6376                 NaN            NaN   1.88898        1.00937                 NaN   1.39926        8.06482                 NaN            NaN
  1290.45        500.000                 NaN   89.1448                 NaN            NaN   1.65249       0.894319                 NaN   1.23530        7.07307                 NaN            NaN
  1289.06        500.000                 NaN   90.3488                 NaN            NaN  0.803006        1.46239                 NaN   1.10381        6.28201                 NaN            NaN
  1287.67        500.000                 NaN   91.3351                 NaN            NaN   1.30788       0.726463                 NaN  0.995771        5.63475                 NaN            NaN
  1286.28        500.000                 NaN   92.1466                 NaN            NaN  0.662931        1.18095                 NaN  0.906527        5.10298                 NaN            NaN
  1284.89        500.000                 NaN   92.8373                 NaN            NaN  0.609899        1.07139                 NaN  0.830102        4.65129                 NaN            NaN
  1283.50        500.000                 NaN   93.4228                 NaN            NaN  0.563942       0.979128                 NaN  0.764955        4.26922                 NaN            NaN
  1282.11        500.000                 NaN   93.9307                 NaN            NaN  0.523778       0.898962                 NaN  0.708279        3.93831                 NaN            NaN
  1280.72        500.000                 NaN   94.3584                 NaN            NaN  0.490432       0.831428                 NaN  0.660396        3.65934                 NaN            NaN
  1279.33        500.000                 NaN   94.7441                 NaN            NaN  0.460150       0.770122                 NaN  0.617077        3.40854                 NaN            NaN
  1277.94        500.000                 NaN   95.0839                 NaN            NaN  0.432035       0.717526                 NaN  0.578654        3.18793                 NaN            NaN
  1276.55        500.000                 NaN   95.3756                 NaN            NaN  0.671022       0.409837                 NaN  0.545785        2.99778                 NaN            NaN
  1275.16        500.000                 NaN   95.6451                 NaN            NaN  0.628012       0.388284                 NaN  0.515000        2.82359                 NaN            NaN
  1273.77        500.000                 NaN   95.8882                 NaN            NaN  0.590055       0.368204                 NaN  0.487186        2.66631                 NaN            NaN
  1272.38        500.000                 NaN   96.1057                 NaN            NaN  0.350928       0.555313                 NaN  0.462097        2.52596                 NaN            NaN
  1270.99        500.000                 NaN   96.3013                 NaN            NaN  0.524847       0.334821                 NaN  0.439685        2.39932                 NaN            NaN
  1269.60        500.000                 NaN   96.4819                 NaN            NaN  0.496253       0.320145                 NaN  0.418702        2.28296                 NaN            NaN
  1268.21        500.000                 NaN   96.6463                 NaN            NaN  0.470170       0.306983                 NaN  0.399500        2.17707                 NaN            NaN
  1266.82        500.000                 NaN   96.7987                 NaN            NaN  0.294156       0.446427                 NaN  0.381743        2.07897                 NaN            NaN
  1265.43        500.000                 NaN   96.9399                 NaN            NaN  0.282475       0.424250                 NaN  0.365283        1.98808                 NaN            NaN
  1264.04        500.000                 NaN   97.0715                 NaN            NaN  0.403351       0.271295                 NaN  0.349597        1.90428                 NaN            NaN
  1262.65        500.000                 NaN   97.1910                 NaN            NaN  0.261488       0.384877                 NaN  0.335527        1.82710                 NaN            NaN
  1261.26        500.000                 NaN   97.3038                 NaN            NaN  0.251933       0.367244                 NaN  0.322063        1.75495                 NaN            NaN
  1259.87        500.000                 NaN   97.4082                 NaN            NaN  0.243495       0.350629                 NaN  0.309521        1.68814                 NaN            NaN
  1258.48        500.000                 NaN   97.4832                 NaN            NaN  0.238243       0.335940                 NaN  0.300545        1.64203                 NaN            NaN
  1257.09        500.000                 NaN   97.6201                 NaN            NaN  0.224595       0.320371                 NaN  0.284192        1.55079                 NaN            NaN
  1255.70        500.000                 NaN   97.6834                 NaN            NaN  0.220338       0.307732                 NaN  0.276527        1.51198                 NaN            NaN
  1254.31        500.000                 NaN   97.7640                 NaN            NaN  0.213059       0.295631                 NaN  0.266833        1.46050                 NaN            NaN
  1252.93        500.000                 NaN   97.8408                 NaN            NaN  0.206667       0.283544                 NaN  0.257468        1.41155                 NaN            NaN
  1251.54        500.000                 NaN   97.9148                 NaN            NaN  0.199910       0.272580                 NaN  0.248483        1.36427                 NaN            NaN
  1250.15        500.000                 NaN   97.9820                 NaN            NaN  0.194012       0.262462                 NaN  0.240238        1.32131                 NaN            NaN
  1248.76        500.000                 NaN   98.0456                 NaN            NaN  0.188419       0.252744                 NaN  0.232560        1.28069                 NaN            NaN
