|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.5/Y98/Y98_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          ilm            San(TH)        q             
  1399.82        500.000        98.5297       0.545446       0.337999                 NaN            NaN  0.424293       0.162592                 NaN            NaN            NaN
  1398.69        500.000        98.5448       0.542236       0.328819                 NaN            NaN  0.420251       0.163859                 NaN            NaN            NaN
  1397.55        500.000        98.5649       0.536992       0.318796                 NaN            NaN  0.414425       0.164851                 NaN            NaN            NaN
  1396.42        500.000        98.5816       0.308915       0.533619                 NaN            NaN  0.409941       0.165890                 NaN            NaN            NaN
  1395.29        500.000        98.5978       0.529468       0.300109                 NaN            NaN  0.405399       0.167229                 NaN            NaN            NaN
  1394.16        500.000        98.6122       0.526589       0.290865                 NaN            NaN  0.401673       0.168663                 NaN            NaN            NaN
  1393.02        500.000        98.6338       0.281737       0.520459                 NaN            NaN  0.395323       0.168688                 NaN            NaN            NaN
  1391.89        500.000        99.3000       0.265799       0.137217                 NaN            NaN  0.204812       0.921308E-001            NaN            NaN            NaN
  1390.76        500.000        97.9941       0.412640       0.768452                 NaN            NaN  0.577611       0.247176                 NaN            NaN            NaN
  1389.63        500.000        98.6724       0.514506       0.253695                 NaN            NaN  0.385342       0.174069                 NaN            NaN            NaN
  1388.49        500.000        98.6948       0.246695       0.507774                 NaN            NaN  0.378518       0.172199                 NaN            NaN            NaN
  1387.36        500.000        98.7086       0.503783       0.240244                 NaN            NaN  0.374307       0.173054                 NaN            NaN            NaN
  1386.23        500.000        98.7209       0.502067       0.230527                 NaN            NaN  0.371372       0.175175                 NaN            NaN            NaN
  1385.09        500.000        98.7283       0.224861       0.500474                 NaN            NaN  0.369816       0.176571                 NaN            NaN            NaN
  1383.96        500.000        98.7557       0.493928       0.213338                 NaN            NaN  0.361106       0.175961                 NaN            NaN            NaN
  1382.83        500.000        98.7611       0.207922       0.493418                 NaN            NaN  0.360045       0.177514                 NaN            NaN            NaN
  1381.70        500.000        98.7754       0.490970       0.199050                 NaN            NaN  0.356069       0.178514                 NaN            NaN            NaN
  1380.56        500.000        98.7874       0.192685       0.488384                 NaN            NaN  0.352530       0.178959                 NaN            NaN            NaN
  1379.43        500.000        98.7991       0.486337       0.185378                 NaN            NaN  0.349282       0.179864                 NaN            NaN            NaN
  1378.30        500.000        98.8129       0.483163       0.178146                 NaN            NaN  0.345391       0.180440                 NaN            NaN            NaN
  1377.17        500.000        98.8254       0.170851       0.480780                 NaN            NaN  0.341878       0.181089                 NaN            NaN            NaN
  1376.03        500.000        98.8364       0.164221       0.478947                 NaN            NaN  0.338634       0.181778                 NaN            NaN            NaN
  1374.90        500.000        98.8482       0.476227       0.158324                 NaN            NaN  0.335267       0.182018                 NaN            NaN            NaN
  1373.77        500.000        98.8600       0.474038       0.151204                 NaN            NaN  0.331922       0.182809                 NaN            NaN            NaN
  1372.64        500.000        98.8706       0.472281       0.145107                 NaN            NaN  0.328821       0.183150                 NaN            NaN            NaN
  1371.50        500.000        98.8817       0.139544       0.469953                 NaN            NaN  0.325559       0.183245                 NaN            NaN            NaN
  1370.37        500.000        98.8927       0.467984       0.132966                 NaN            NaN  0.322411       0.183964                 NaN            NaN            NaN
  1369.24        500.000        98.9039       0.465566       0.127346                 NaN            NaN  0.319138       0.184073                 NaN            NaN            NaN
  1368.11        500.000        98.9075       0.116359       0.468914                 NaN            NaN  0.318787       0.188408                 NaN            NaN            NaN
  1366.97        500.000        98.9319       0.457391       0.117974                 NaN            NaN  0.310524       0.182220                 NaN            NaN            NaN
  1365.84        500.000        98.9363       0.458580       0.110915                 NaN            NaN  0.309608       0.184550                 NaN            NaN            NaN
  1364.71        500.000        98.9451       0.457838       0.104989                 NaN            NaN  0.307102       0.184943                 NaN            NaN            NaN
  1363.57        500.000        98.9551       0.456188       0.993067E-001            NaN            NaN  0.304186       0.185223                 NaN            NaN            NaN
  1362.44        500.000        98.9647       0.454658       0.941025E-001            NaN            NaN  0.301333       0.185183                 NaN            NaN            NaN
  1361.31        500.000        98.9740       0.453958       0.873608E-001            NaN            NaN  0.298996       0.185680                 NaN            NaN            NaN
  1360.18        500.000        98.9850       0.832814E-001  0.451217                 NaN            NaN  0.295198       0.185334                 NaN            NaN            NaN
  1359.04        500.000        98.9923       0.803839E-001  0.449725                 NaN            NaN  0.292978       0.184605                 NaN            NaN            NaN
  1357.91        500.000        99.0018       0.751961E-001  0.448214                 NaN            NaN  0.290174       0.184579                 NaN            NaN            NaN
  1356.78        500.000        99.0097       0.697875E-001  0.447011                 NaN            NaN  0.287989       0.185487                 NaN            NaN            NaN
  1355.65        500.000        99.0205       0.444038       0.677393E-001            NaN            NaN  0.284349       0.183368                 NaN            NaN            NaN
  1354.51        500.000        99.0288       0.451184       0.419365E-001            NaN            NaN  0.283602       0.194437                 NaN            NaN            NaN
  1353.38        500.000        99.0361       0.435056       0.760977E-001            NaN            NaN  0.278717       0.173992                 NaN            NaN            NaN
  1352.25        500.000        99.0468       0.439018       0.558037E-001            NaN            NaN  0.276336       0.182005                 NaN            NaN            NaN
  1351.12        500.000        99.0439       0.362230       0.261913                 NaN            NaN  0.261915       0.700697E-001            NaN            NaN            NaN
  1349.98        500.000        99.0408       0.443139                 NaN            NaN            NaN  0.284013       0.232050                 NaN            NaN            NaN
  1348.85        500.000        99.0784       0.453960                 NaN            NaN            NaN  0.269203       0.198394                 NaN            NaN            NaN
  1347.72        500.000        99.0822       0.449341                 NaN            NaN            NaN  0.268459       0.200001                 NaN            NaN            NaN
  1346.59        500.000        99.0842       0.429850       0.457240E-001            NaN            NaN  0.264099       0.176159                 NaN            NaN            NaN
  1345.45        500.000        99.0899       0.453204                 NaN            NaN            NaN  0.264788       0.192072                 NaN            NaN            NaN
  1344.32        500.000        99.1070       0.444143                 NaN            NaN            NaN  0.259066       0.189832                 NaN            NaN            NaN
  1343.19        500.000        99.0992       0.259073E-001  0.438102                 NaN            NaN  0.259859       0.176956                 NaN            NaN            NaN
  1342.05        500.000        99.1213       0.427217       0.210420E-001            NaN            NaN  0.253153       0.177287                 NaN            NaN            NaN
  1340.92        500.000        99.1209       0.248887E-001  0.427070                 NaN            NaN  0.252863       0.174311                 NaN            NaN            NaN
  1339.79        500.000        99.1281       0.426751       0.206997E-001            NaN            NaN  0.250712       0.173746                 NaN            NaN            NaN
  1338.66        500.000        99.1354       0.195344E-001  0.424388                 NaN            NaN  0.248344       0.172336                 NaN            NaN            NaN
  1337.52        500.000        99.1420       0.422954       0.183799E-001            NaN            NaN  0.246074       0.170601                 NaN            NaN            NaN
  1336.39        500.000        99.1490       0.148986E-001  0.422049                 NaN            NaN  0.243971       0.170110                 NaN            NaN            NaN
  1335.26        500.000        99.1555       0.420397       0.137116E-001            NaN            NaN  0.241707       0.168650                 NaN            NaN            NaN
  1334.13        500.000        99.1615       0.419042       0.133569E-001            NaN            NaN  0.239606       0.166507                 NaN            NaN            NaN
  1332.99        500.000        99.1679       0.916071E-002  0.419609                 NaN            NaN  0.237637       0.165650                 NaN            NaN            NaN
  1331.86        500.000        99.1740       0.417504       0.945899E-002            NaN            NaN  0.235411       0.163615                 NaN            NaN            NaN
  1330.73        500.000        99.1805       0.415506       0.845477E-002            NaN            NaN  0.233313       0.162261                 NaN            NaN            NaN
  1329.60        500.000        99.1866       0.721480E-002  0.414513                 NaN            NaN  0.231285       0.160435                 NaN            NaN            NaN
  1328.46        500.000        99.1912       0.413715       0.725445E-002            NaN            NaN  0.229447       0.158350                 NaN            NaN            NaN
  1327.33        500.000        99.2000       0.412161       0.282821E-002            NaN            NaN  0.227055       0.158003                 NaN            NaN            NaN
  1326.20        500.000        99.2036       0.572060E-002  0.411297                 NaN            NaN  0.225180       0.154205                 NaN            NaN            NaN
  1325.07        500.000        99.2079       0.412457       0.297277E-002            NaN            NaN  0.223698       0.152979                 NaN            NaN            NaN
  1323.93        500.000        99.2133       0.210853E-001  0.399739                 NaN            NaN  0.221143       0.144762                 NaN            NaN            NaN
  1322.80        500.000        99.1932       0.201430       0.302963                 NaN            NaN  0.219292       0.831204E-001            NaN            NaN            NaN
  1321.67        500.000        99.2289       0.405033                 NaN            NaN            NaN  0.216878       0.149221                 NaN            NaN            NaN
  1320.53        500.000        99.2317       0.402234                 NaN            NaN            NaN  0.216024       0.149998                 NaN            NaN            NaN
  1319.40        500.000        99.2354       0.406559                 NaN            NaN            NaN  0.214256       0.143781                 NaN            NaN            NaN
  1318.27        500.000        99.2418       0.405269                 NaN            NaN            NaN  0.212116       0.140779                 NaN            NaN            NaN
  1317.14        500.000        99.2213       0.413922                 NaN            NaN            NaN  0.215464       0.136870       0.124081E-001            NaN            NaN
  1316.00        500.000        99.1394       0.447629                 NaN            NaN            NaN  0.232058       0.125443       0.554381E-001            NaN            NaN
  1314.87        500.000        99.1493       0.440527                 NaN            NaN            NaN  0.229468       0.126057       0.546933E-001            NaN            NaN
  1313.74        500.000        99.1574       0.437070                 NaN            NaN            NaN  0.227244       0.124378       0.538599E-001            NaN            NaN
  1312.61        500.000        99.1666       0.431958                 NaN            NaN            NaN  0.224506       0.123883       0.530098E-001            NaN            NaN
  1311.47        500.000        99.1739       0.429917                 NaN            NaN            NaN  0.222507       0.121459       0.522182E-001            NaN            NaN
  1310.34        500.000        99.1840       0.422942                 NaN            NaN            NaN  0.219815       0.121806       0.514702E-001            NaN            NaN
  1309.21        500.000        99.1916       0.417717                 NaN            NaN            NaN  0.217858       0.122058       0.507930E-001            NaN            NaN
  1308.08        500.000        99.2004       0.414044                 NaN            NaN            NaN  0.215189       0.120364       0.499823E-001            NaN            NaN
  1306.94        500.000        99.2086       0.408203                 NaN            NaN            NaN  0.213177       0.120696       0.493510E-001            NaN            NaN
  1305.81        500.000        99.2167       0.405619                 NaN            NaN            NaN  0.210749       0.118409       0.485176E-001            NaN            NaN
  1304.68        500.000        99.2248       0.400493                 NaN            NaN            NaN  0.208787       0.117986       0.479279E-001            NaN            NaN
  1303.55        500.000        99.2328       0.398535                 NaN            NaN            NaN  0.206205       0.115459       0.470224E-001            NaN            NaN
  1302.41        500.000        99.2424       0.395629                 NaN            NaN            NaN  0.203184       0.112304       0.465282E-001            NaN            NaN
  1301.28        500.000        99.2443       0.388227                 NaN            NaN            NaN  0.203550       0.118264       0.456913E-001            NaN            NaN
  1300.15        500.000        99.2563       0.384497                 NaN            NaN            NaN  0.199890       0.114246       0.450666E-001            NaN            NaN
  1299.01        500.000        99.2612       0.384824                 NaN            NaN            NaN  0.198034       0.111576       0.443665E-001            NaN            NaN
  1297.88        500.000        99.2696       0.383300                 NaN            NaN            NaN  0.195782       0.107694       0.435997E-001            NaN            NaN
  1296.75        500.000        99.2777       0.377385                 NaN            NaN            NaN  0.193341       0.108682       0.428544E-001            NaN            NaN
  1295.62        500.000        99.2840       0.372548                 NaN            NaN            NaN  0.191850       0.109214       0.424223E-001            NaN            NaN
  1294.48        500.000        99.2907       0.369533                 NaN            NaN            NaN  0.189950       0.107992       0.417769E-001            NaN            NaN
  1293.35        500.000        99.2982       0.367286                 NaN            NaN            NaN  0.187703       0.105735       0.410684E-001            NaN            NaN
  1292.22        500.000        99.3052       0.363896                 NaN            NaN            NaN  0.185902       0.104574       0.404670E-001            NaN            NaN
  1291.09        500.000        99.3108       0.363173                 NaN            NaN            NaN  0.184017       0.102169       0.398206E-001            NaN            NaN
  1289.95        500.000        99.3249       0.365909                 NaN            NaN            NaN  0.179191       0.904289E-001  0.395337E-001            NaN            NaN
  1288.82        500.000        99.3189       0.348722                 NaN            NaN            NaN  0.182844       0.111343       0.382198E-001            NaN            NaN
  1287.69        500.000        99.3280       0.351021                 NaN            NaN            NaN  0.180372       0.101949       0.386339E-001            NaN            NaN
  1286.56        500.000        99.3425       0.351317                 NaN            NaN            NaN  0.174094       0.951745E-001  0.368998E-001            NaN            NaN
  1285.42        500.000        99.3445       0.347804                 NaN            NaN            NaN  0.174570       0.962439E-001  0.368330E-001            NaN            NaN
  1284.29        500.000        99.3507       0.345311                 NaN            NaN            NaN  0.172803       0.949145E-001  0.362552E-001            NaN            NaN
  1283.16        500.000        99.3568       0.343381                 NaN            NaN            NaN  0.171059       0.931088E-001  0.356682E-001            NaN            NaN
  1282.03        500.000        99.3624       0.343114                 NaN            NaN            NaN  0.169438       0.899932E-001  0.350459E-001            NaN            NaN
  1280.89        500.000        99.3701       0.338009                 NaN            NaN            NaN  0.167437       0.900012E-001  0.344881E-001            NaN            NaN
  1279.76        500.000        99.3741       0.338852                 NaN            NaN            NaN  0.165923       0.871799E-001  0.338997E-001            NaN            NaN
  1278.63        500.000        99.3445       0.345579                 NaN            NaN            NaN  0.176018       0.969376E-001  0.369347E-001            NaN            NaN
  1277.49        500.000        99.4262       0.309954                 NaN            NaN            NaN  0.150514       0.836539E-001  0.296972E-001            NaN            NaN
  1276.36        500.000        91.8492        2.07943                 NaN            NaN            NaN   1.00506       0.342380       0.273622        4.45034                 NaN
  1275.23        500.000        92.0113        2.06574                 NaN            NaN            NaN  0.983321       0.311872       0.264277        4.36351                 NaN
  1274.10        500.000        92.6294        1.93783                 NaN            NaN            NaN  0.911036       0.272361       0.241164        4.00823                 NaN
  1272.96        500.000        93.1560        1.82543                 NaN            NaN            NaN  0.849089       0.241396       0.221690        3.70640                 NaN
  1271.83        500.000        93.6192        1.72594                 NaN            NaN            NaN  0.794508       0.213243       0.204662        3.44248                 NaN
  1270.70        500.000        94.0217        1.63853                 NaN            NaN            NaN  0.746830       0.189826       0.189828        3.21327                 NaN
  1269.57        500.000        94.3761        1.56085                 NaN            NaN            NaN  0.704730       0.168798       0.176895        3.01260                 NaN
  1268.43        500.000        94.6948        1.49094                 NaN            NaN            NaN  0.666695       0.149680       0.165198        2.83267                 NaN
  1267.30        500.000        94.9766        1.42548                 NaN            NaN            NaN  0.632891       0.135537       0.155058        2.67438                 NaN
  1266.17        500.000        95.2347        1.37298                 NaN            NaN            NaN  0.602044       0.115357       0.145379        2.52951                 NaN
  1265.04        500.000        95.4599        1.30590                 NaN            NaN            NaN  0.574299       0.117435       0.137989        2.40449                 NaN
  1263.90        500.000        95.6723        1.26292                 NaN            NaN            NaN  0.548714       0.999599E-001  0.130022        2.28607                 NaN
  1262.77        500.000        95.8608        1.21296                 NaN            NaN            NaN  0.525529       0.953144E-001  0.123478        2.18193                 NaN
  1261.64        500.000        96.0354        1.16818                 NaN            NaN            NaN  0.503960       0.894901E-001  0.117352        2.08559                 NaN
  1260.51        500.000        96.2014        1.13182                 NaN            NaN            NaN  0.483645       0.775459E-001  0.111200        1.99437                 NaN
  1259.37        500.000        96.3480        1.09482                 NaN            NaN            NaN  0.465280       0.722181E-001  0.105996        1.91373                 NaN
  1258.24        500.000        96.4865        1.05502                 NaN            NaN            NaN  0.447861       0.708311E-001  0.101301        1.83851                 NaN
  1257.11        500.000        96.6154        1.02343                 NaN            NaN            NaN  0.431751       0.645377E-001  0.966200E-001   1.76823                 NaN
  1255.97        500.000        96.7365       0.992572                 NaN            NaN            NaN  0.416427       0.595679E-001  0.923072E-001   1.70264                 NaN
  1254.84        500.000        96.8517       0.965362                 NaN            NaN            NaN  0.401980       0.524738E-001  0.880929E-001   1.64043                 NaN
  1253.71        500.000        96.9542       0.935587                 NaN            NaN            NaN  0.388632       0.519801E-001  0.845397E-001   1.58505                 NaN
  1252.58        500.000        97.0533       0.910189                 NaN            NaN            NaN  0.375982       0.478141E-001  0.809850E-001   1.53171                 NaN
  1251.44        500.000        97.1522       0.886221                 NaN            NaN            NaN  0.363349       0.414440E-001  0.774045E-001   1.47934                 NaN
  1250.31        500.000        97.2310       0.864689                 NaN            NaN            NaN  0.352906       0.408828E-001  0.744572E-001   1.43609                 NaN
  1249.18        500.000        97.3178       0.842311                 NaN            NaN            NaN  0.341623       0.365309E-001  0.713927E-001   1.39035                 NaN
  1248.05        500.000        97.3958       0.818681                 NaN            NaN            NaN  0.331411       0.367748E-001  0.686928E-001   1.34866                 NaN
  1246.91        500.000        97.4717       0.800478                 NaN            NaN            NaN  0.321413       0.319629E-001  0.658599E-001   1.30862                 NaN
  1245.78        500.000        97.5413       0.780045                 NaN            NaN            NaN  0.312045       0.313473E-001  0.633837E-001   1.27190                 NaN
  1244.65        500.000        97.6071       0.760261                 NaN            NaN            NaN  0.303334       0.306586E-001  0.610752E-001   1.23752                 NaN
  1243.52        500.000        97.6766       0.746188                 NaN            NaN            NaN  0.294106       0.242057E-001  0.583812E-001   1.20047                 NaN
  1242.38        500.000        97.7335       0.735038                 NaN            NaN            NaN  0.286492       0.192360E-001  0.561476E-001   1.16958                 NaN
  1241.25        500.000        97.7949       0.719950                 NaN            NaN            NaN  0.278461       0.149305E-001  0.538135E-001   1.13799                 NaN
  1240.12        500.000        97.8504       0.704889                 NaN            NaN            NaN  0.270845       0.135430E-001  0.517552E-001   1.10861                 NaN
  1238.99        500.000        97.9063       0.692453                 NaN            NaN            NaN  0.263274       0.906163E-002  0.495947E-001   1.07933                 NaN
  1237.85        500.000        97.9558       0.679037                 NaN            NaN            NaN  0.256574       0.711969E-002  0.477691E-001   1.05366                 NaN
  1236.72        500.000        98.0059       0.670686                 NaN            NaN            NaN  0.249794       0.112187E-002  0.457178E-001   1.02674                 NaN
  1235.59        500.000        98.0524       0.654458                 NaN            NaN            NaN  0.243692       0.271935E-002  0.439624E-001   1.00272                 NaN
  1234.45        500.000        98.0997       0.642411                 NaN            NaN            NaN  0.236672       0.436230E-004  0.425379E-001  0.978683                 NaN
  1233.32        500.000        93.9441       0.872047       0.731058       0.768975E-001            NaN  0.824583       0.332126E-004  0.155958        3.39532                 NaN
  1232.19        500.000        98.6197       0.675803                 NaN            NaN            NaN  0.634045       0.409890E-001  0.294172E-001            NaN            NaN
  1231.06        500.000        98.5930       0.364954                 NaN            NaN            NaN            NaN  0.507692E-001  0.300312E-001  0.961246                 NaN
  1229.92        500.000        98.0324       0.295427       0.344972                 NaN            NaN            NaN            NaN  0.341419E-001   1.29302                 NaN
  1228.79        500.000        99.2307       0.154521                 NaN            NaN            NaN  0.345565E-001  0.104466       0.137291E-001  0.461979                 NaN
  1227.66        500.000        99.6837       0.131758                 NaN            NaN            NaN            NaN            NaN  0.201562E-002  0.182478                 NaN
  1226.53        500.000        99.2415       0.351846                 NaN            NaN            NaN  0.731478E-001            NaN  0.610041E-002  0.327417                 NaN
  1225.39        500.000        97.2251       0.844885                 NaN            NaN            NaN  0.389260       0.511592E-001  0.722298E-001   1.41735                 NaN
  1224.26        500.000        98.5206       0.265296       0.283748                 NaN            NaN  0.198269       0.427155E-001  0.275708E-001  0.661771                 NaN
  1223.13        500.000        99.8567       0.117708E-001            NaN            NaN            NaN            NaN  0.354999E-001  0.104231E-001  0.855844E-001            NaN
  1222.00        500.000        98.7294       0.693814E-001  0.344757                 NaN            NaN  0.113542       0.283133E-004            NaN  0.742881                 NaN
  1220.86        500.000        99.0414       0.256788                 NaN            NaN            NaN  0.118005                 NaN  0.247381E-001  0.559114                 NaN
  1219.73        500.000        98.7267       0.432269                 NaN            NaN            NaN  0.128979                 NaN  0.301547E-001  0.681900                 NaN
  1218.60        500.000        98.5579       0.342874       0.207830                 NaN            NaN  0.179223                 NaN  0.196629E-001  0.692487                 NaN
  1217.47        500.000        98.0188       0.589094       0.238054E-002            NaN            NaN  0.252770                 NaN  0.312879E-001   1.10563                 NaN
  1216.33        500.000        97.4514       0.863111                 NaN            NaN            NaN  0.258849                 NaN  0.673686E-001   1.35924                 NaN
  1215.20        500.000        99.8802       0.998178E-002            NaN            NaN            NaN  0.108359E-001            NaN  0.628157E-002  0.927450E-001            NaN
  1214.07        500.000        99.9896                 NaN            NaN            NaN            NaN  0.129436E-002            NaN  0.668992E-003  0.578461E-002  0.261622E-002
  1212.93        500.000        92.9472        1.15498                 NaN            NaN            NaN  0.576899                 NaN  0.555281E-001   2.59469        2.67067     
  1211.80        500.000        70.0909        1.27261        3.61001                 NaN            NaN   2.54876       0.105199E-004  0.192370        10.9590        11.3263     
  1210.67        500.000        93.8245       0.941685                 NaN            NaN            NaN  0.536959       0.685568E-001  0.370538E-001   2.27366        2.31754     
  1209.54        500.000        86.4325        1.12784        1.11872                 NaN            NaN   1.13133                 NaN  0.895920E-001   4.95155        5.14846     
  1208.40        500.000        93.6375       0.419855                 NaN            NaN            NaN  0.513355       0.132196       0.689356E-001   2.54664        2.68155     
  1207.27        500.000        82.2343        3.16487       0.227147                 NaN            NaN   1.47471                 NaN  0.991373E-001   6.29560        6.50418     
  1206.14        500.000        89.3140       0.890116       0.785269                 NaN            NaN  0.867441                 NaN  0.784324E-001   3.95220        4.11254     
  1205.01        500.000        90.1892       0.386585        1.23521                 NaN            NaN  0.828561                 NaN  0.569764E-001   3.59089        3.71255     
  1203.87        500.000        91.8341        1.19464                 NaN            NaN            NaN  0.659174                 NaN  0.629308E-001   3.07010        3.17907     
  1202.74        500.000        69.3139        2.08832        2.58085                 NaN            NaN   2.57652                 NaN  0.159646        11.1605        12.1203     
  1201.61        500.000        92.0722        1.23822       0.328621E-001            NaN            NaN  0.645252                 NaN  0.509642E-001   2.95338        3.00713     
  1200.48        500.000        99.7933       0.161090                 NaN            NaN            NaN  0.455649E-001            NaN            NaN            NaN            NaN
  1199.34        500.000        98.4855                 NaN            NaN            NaN            NaN  0.122460       0.250468       0.171963E-001  0.768720       0.355666     
  1198.21        500.000        98.8100       0.172863                 NaN            NaN            NaN  0.114413       0.986976E-001  0.798084E-002  0.495693       0.300376     
  1197.08        500.000        89.4984        1.61592                 NaN            NaN            NaN  0.869396                 NaN  0.525359E-001   3.90571        4.05800     
  1195.95        500.000        90.0407        1.14132                 NaN            NaN            NaN  0.873160       0.349123       0.365920E-001   3.72906        3.83009     
  1194.81        500.000        93.4759       0.895583       0.643851E-001            NaN            NaN  0.511889                 NaN  0.439827E-001   2.52506        2.48323     
  1193.68        500.000        92.5165       0.945987       0.112570                 NaN            NaN  0.578243                 NaN  0.510509E-001   2.92290        2.87272     
  1192.55        500.000        92.1283        1.09290       0.871740E-003            NaN            NaN  0.608910                 NaN  0.516198E-001   3.06894        3.04851     
