|6.6.6
Archiving\03_Data\eqfrac/QFM_m2/WD94/WD94_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            hed            q             
  1569.34        2500.00                 NaN   99.4226       0.512682       0.646912E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1567.83        2500.00                 NaN   99.3130       0.610269       0.767657E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.32        2500.00                 NaN   99.5478       0.402589       0.495765E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1564.81        2500.00                 NaN   99.4349       0.504114       0.609556E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.30        2500.00                 NaN   99.4073       0.552499       0.401772E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.79        2500.00                 NaN   99.4802       0.441638       0.782074E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.28        2500.00                 NaN   99.3688       0.567459       0.636966E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.76        2500.00                 NaN   99.5362       0.413631       0.501476E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.25        2500.00                 NaN   99.3879       0.519390       0.927499E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.74        2500.00                 NaN   99.5400       0.436117       0.238593E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.23        2500.00                 NaN   99.4697       0.475102       0.551826E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.72        2500.00                 NaN   99.4715       0.473647       0.548970E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.21        2500.00                 NaN   99.4777       0.469979       0.523705E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.70        2500.00                 NaN   99.4804       0.467591       0.519965E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.19        2500.00                 NaN   99.4421       0.502281       0.556244E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.68        2500.00                 NaN   99.5306       0.427633       0.417483E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.17        2500.00                 NaN   99.4920       0.454197       0.537757E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.66        2500.00                 NaN   99.4975       0.453296       0.492536E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.15        2500.00                 NaN   99.5010       0.450736       0.482386E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.64        2500.00                 NaN   99.5048       0.447659       0.475859E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1539.13        2500.00                 NaN   99.5065       0.447036       0.464762E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.62        2500.00                 NaN   99.4306       0.513681       0.556934E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.11        2500.00                 NaN   99.5886       0.372165       0.392409E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.60        2500.00                 NaN   99.5312       0.425859       0.428916E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.09        2500.00                 NaN   99.5228       0.432909       0.442443E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.58        2500.00                 NaN   99.5269       0.429002       0.440687E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1530.07        2500.00                 NaN   99.5301       0.427678       0.422257E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.56        2500.00                 NaN   99.5330       0.425292       0.417295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1527.05        2500.00                 NaN   99.5371       0.420934       0.419502E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.54        2500.00                 NaN   99.5394       0.420240       0.403181E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1524.03        2500.00                 NaN   99.5425       0.418250       0.392983E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.52        2500.00                 NaN   99.5453       0.416408       0.383116E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.01        2500.00                 NaN   99.5465       0.416302       0.371635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.50        2500.00                 NaN   99.5523       0.411029       0.366656E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.99        2500.00                 NaN   99.5534       0.411722       0.348322E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.48        2500.00                 NaN   99.7525       0.228660       0.188302E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.97        2500.00                 NaN   99.3638       0.583027       0.531799E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.46        2500.00                 NaN   99.5648       0.402245       0.329810E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.95        2500.00                 NaN   99.5653       0.400199       0.345075E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.44        2500.00                 NaN   99.5699       0.396763       0.333134E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.93        2500.00                 NaN   99.5697       0.397707       0.325548E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1507.42        2500.00                 NaN   99.3701       0.586854       0.430902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1505.91        2500.00                 NaN   99.7811       0.204650       0.142418E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1504.40        2500.00                 NaN   99.5783       0.391921       0.297417E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1502.89        2500.00                 NaN   99.5810       0.390507       0.284835E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.38        2500.00                 NaN   99.4135       0.555595       0.309501E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1499.87        2500.00                 NaN   99.7513       0.231447       0.172902E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.36        2500.00                 NaN   99.5872       0.387357       0.254401E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.85        2500.00                 NaN   99.5907       0.383535       0.258012E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1495.34        2500.00                 NaN   99.5912       0.375228       0.257111E-001  0.786785E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.83        2500.00                 NaN   99.5003       0.412834E-001  0.876736E-005  0.458457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1492.32        2500.00                 NaN   99.4765                 NaN            NaN  0.523468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1490.81        2500.00                 NaN   99.4752                 NaN            NaN  0.524763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1489.30        2500.00                 NaN   99.4770                 NaN            NaN  0.523036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1487.79        2500.00                 NaN   99.2992                 NaN            NaN  0.700785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.28        2500.00                 NaN   99.6535                 NaN            NaN  0.346464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1484.77        2500.00                 NaN   99.4734                 NaN  0.324016E-003  0.526227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.26        2500.00                 NaN   99.4731                 NaN            NaN  0.526874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.75        2500.00                 NaN   99.4703                 NaN            NaN  0.529733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1480.24        2500.00                 NaN   99.4678                 NaN            NaN  0.532243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.73        2500.00                 NaN   99.4651                 NaN            NaN  0.534870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1477.22        2500.00                 NaN   99.4604                 NaN            NaN  0.539570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1475.71        2500.00                 NaN   99.4569                 NaN            NaN  0.543113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1474.20        2500.00                 NaN   99.4496                 NaN            NaN  0.550404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1472.68        2500.00                 NaN   99.3236                 NaN            NaN  0.263638       0.412727                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.17        2500.00                 NaN   99.2064                 NaN            NaN  0.523828       0.269804                 NaN            NaN            NaN            NaN            NaN            NaN
  1469.66        2500.00                 NaN   99.2127                 NaN            NaN  0.267565       0.519760                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.15        2500.00                 NaN   99.2197                 NaN            NaN  0.265528       0.514783                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.64        2500.00                 NaN   99.2258                 NaN            NaN  0.510401       0.263835                 NaN            NaN            NaN            NaN            NaN            NaN
  1465.13        2500.00                 NaN   99.2328                 NaN            NaN  0.505512       0.261657                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.62        2500.00                 NaN   99.2382                 NaN            NaN  0.503153       0.258657                 NaN            NaN            NaN            NaN            NaN            NaN
  1462.11        2500.00                 NaN   99.4296       0.156439E-001            NaN  0.174258       0.380512                 NaN            NaN            NaN            NaN            NaN            NaN
  1460.60        2500.00                 NaN   99.0640                 NaN            NaN  0.318589       0.617407                 NaN            NaN            NaN            NaN            NaN            NaN
  1459.09        2500.00                 NaN   99.2579                 NaN            NaN  0.490114       0.252007                 NaN            NaN            NaN            NaN            NaN            NaN
  1457.58        2500.00                 NaN   99.2623                 NaN            NaN  0.250368       0.487374                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.07        2500.00                 NaN   99.2682                 NaN            NaN  0.249501       0.482254                 NaN            NaN            NaN            NaN            NaN            NaN
  1454.56        2500.00                 NaN   99.2730                 NaN            NaN  0.247069       0.479970                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.05        2500.00                 NaN   99.2795                 NaN            NaN  0.474914       0.245588                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.54        2500.00                 NaN   99.2842                 NaN            NaN  0.473651       0.242122                 NaN            NaN            NaN            NaN            NaN            NaN
  1450.03        2500.00                 NaN   99.2895                 NaN            NaN  0.469320       0.241156                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.52        2500.00                 NaN   99.3064       0.250640E-001  0.532165E-001  0.494044       0.121233                 NaN            NaN            NaN            NaN            NaN            NaN
  1447.01        2500.00                 NaN   99.3038                 NaN            NaN  0.235760       0.460451                 NaN            NaN            NaN            NaN            NaN            NaN
  1445.50        2500.00                 NaN   99.3052                 NaN            NaN  0.235771       0.459003                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.99        2500.00                 NaN   99.3118                 NaN            NaN  0.232906       0.455247                 NaN            NaN            NaN            NaN            NaN            NaN
  1442.48        2500.00                 NaN   99.3126                 NaN            NaN  0.454991       0.232419                 NaN            NaN            NaN            NaN            NaN            NaN
  1440.97        2500.00                 NaN   99.3192                 NaN            NaN  0.450647       0.230107                 NaN            NaN            NaN            NaN            NaN            NaN
  1439.46        2500.00                 NaN   99.3232                 NaN            NaN  0.448539       0.228258                 NaN            NaN            NaN            NaN            NaN            NaN
  1437.95        2500.00                 NaN   99.3484                 NaN            NaN  0.219785       0.431801                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.44        2500.00                 NaN   99.3101                 NaN            NaN  0.232148       0.457788                 NaN            NaN            NaN            NaN            NaN            NaN
  1434.93        2500.00                 NaN   99.3386                 NaN  0.551907E-002  0.441825       0.214044                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.42        2500.00                 NaN   99.3406                 NaN            NaN  0.221621       0.437778                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.91        2500.00                 NaN   99.3459                 NaN  0.293328E-002  0.215205       0.435931                 NaN            NaN            NaN            NaN            NaN            NaN
  1430.40        2500.00                 NaN   99.3490                 NaN  0.317003E-003  0.432551       0.218167                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.89        2500.00                 NaN   99.3552                 NaN  0.758073E-002  0.433158       0.204102                 NaN            NaN            NaN            NaN            NaN            NaN
  1427.38        2500.00                 NaN   98.3461                 NaN  0.184533       0.507907       0.392339                 NaN  0.569141                 NaN            NaN            NaN            NaN
  1425.87        2500.00                 NaN   98.3128                 NaN  0.193886       0.394005       0.504415                 NaN  0.594934                 NaN            NaN            NaN            NaN
  1424.36        2500.00                 NaN   98.3421                 NaN  0.193978       0.497140       0.381614                 NaN  0.585169                 NaN            NaN            NaN            NaN
  1422.85        2500.00                 NaN   98.3732                 NaN  0.191635       0.489971       0.370867                 NaN  0.574337                 NaN            NaN            NaN            NaN
  1421.34        2500.00                 NaN   98.3976                 NaN  0.191422       0.482269       0.361835                 NaN  0.566920                 NaN            NaN            NaN            NaN
  1419.83        2500.00                 NaN   98.4357                 NaN  0.188024       0.472604       0.350703                 NaN  0.552932                 NaN            NaN            NaN            NaN
  1418.32        2500.00                 NaN   98.4590                 NaN  0.188089       0.467110       0.340286                 NaN  0.545474                 NaN            NaN            NaN            NaN
  1416.81        2500.00                 NaN   98.4853                 NaN  0.187700       0.329834       0.460652                 NaN  0.536496                 NaN            NaN            NaN            NaN
  1415.30        2500.00                 NaN   98.5115                 NaN  0.185909       0.321292       0.453626                 NaN  0.527640                 NaN            NaN            NaN            NaN
  1413.79        2500.00                 NaN   98.5377                 NaN  0.184941       0.311437       0.447177                 NaN  0.518736                 NaN            NaN            NaN            NaN
  1412.28        2500.00                 NaN   98.5625                 NaN  0.183969       0.440683       0.302483                 NaN  0.510394                 NaN            NaN            NaN            NaN
  1410.77        2500.00                 NaN   98.5859                 NaN  0.183019       0.435109       0.293629                 NaN  0.502344                 NaN            NaN            NaN            NaN
  1409.26        2500.00                 NaN   98.6084                 NaN  0.182027       0.429933       0.285062                 NaN  0.494555                 NaN            NaN            NaN            NaN
  1407.75        2500.00                 NaN   98.6324                 NaN  0.180704       0.423339       0.277144                 NaN  0.486382                 NaN            NaN            NaN            NaN
  1406.24        2500.00                 NaN   98.6548                 NaN  0.179939       0.417646       0.268945                 NaN  0.478710                 NaN            NaN            NaN            NaN
  1404.73        2500.00                 NaN   98.6760                 NaN  0.179019       0.261242       0.412304                 NaN  0.471447                 NaN            NaN            NaN            NaN
  1403.22        2500.00                 NaN   98.6966                 NaN  0.178008       0.407566       0.253467                 NaN  0.464395                 NaN            NaN            NaN            NaN
  1401.71        2500.00                 NaN   98.7177                 NaN  0.177022       0.401514       0.246613                 NaN  0.457112                 NaN            NaN            NaN            NaN
  1400.20        2500.00                 NaN   98.7376                 NaN  0.176139       0.397134       0.238913                 NaN  0.450248                 NaN            NaN            NaN            NaN
  1398.69        2500.00                 NaN   98.7556                 NaN  0.175994       0.229436       0.394634                 NaN  0.444288                 NaN            NaN            NaN            NaN
  1397.18        2500.00                 NaN   98.7783                 NaN  0.173229       0.226470       0.386139                 NaN  0.435832                 NaN            NaN            NaN            NaN
  1395.67        2500.00                 NaN   98.7952                 NaN  0.173195       0.382534       0.218802                 NaN  0.430251                 NaN            NaN            NaN            NaN
  1394.16        2500.00                 NaN   98.8133                 NaN  0.172266       0.212347       0.378084                 NaN  0.424019                 NaN            NaN            NaN            NaN
  1392.65        2500.00                 NaN   98.8311                 NaN  0.171322       0.373482       0.206191                 NaN  0.417877                 NaN            NaN            NaN            NaN
  1391.14        2500.00                 NaN   98.8480                 NaN  0.170819       0.369503       0.199656                 NaN  0.412034                 NaN            NaN            NaN            NaN
  1389.63        2500.00                 NaN   98.8662                 NaN  0.169026       0.194708       0.364664                 NaN  0.405426                 NaN            NaN            NaN            NaN
  1388.12        2500.00                 NaN   98.8827                 NaN  0.168487       0.188866       0.360069                 NaN  0.399900                 NaN            NaN            NaN            NaN
  1386.60        2500.00                 NaN   98.8973                 NaN  0.167577       0.182884       0.357531                 NaN  0.394667                 NaN            NaN            NaN            NaN
  1385.09        2500.00                 NaN   98.9138                 NaN  0.166867       0.353473       0.177072                 NaN  0.388801                 NaN            NaN            NaN            NaN
  1383.58        2500.00                 NaN   98.9309                 NaN  0.165382       0.347924       0.172855                 NaN  0.382947                 NaN            NaN            NaN            NaN
  1382.07        2500.00                 NaN   98.9455                 NaN  0.164491       0.344918       0.167314                 NaN  0.377735                 NaN            NaN            NaN            NaN
  1380.56        2500.00                 NaN   98.9606                 NaN  0.163689       0.340613       0.162723                 NaN  0.372412                 NaN            NaN            NaN            NaN
  1379.05        2500.00                 NaN   98.9753                 NaN  0.162255       0.158455       0.336900                 NaN  0.367108                 NaN            NaN            NaN            NaN
  1377.54        2500.00                 NaN   98.9868                 NaN  0.162186       0.152924       0.334833                 NaN  0.363244                 NaN            NaN            NaN            NaN
  1376.03        2500.00                 NaN   99.0035                 NaN  0.159799       0.330510       0.149337                 NaN  0.356853                 NaN            NaN            NaN            NaN
  1374.52        2500.00                 NaN   99.0168                 NaN  0.159399       0.327172       0.144256                 NaN  0.352397                 NaN            NaN            NaN            NaN
  1373.01        2500.00                 NaN   99.0300                 NaN  0.158323       0.140753       0.323126                 NaN  0.347795                 NaN            NaN            NaN            NaN
  1371.50        2500.00                 NaN   99.0429                 NaN  0.157228       0.136706       0.320066                 NaN  0.343103                 NaN            NaN            NaN            NaN
  1369.99        2500.00                 NaN   99.0559                 NaN  0.155881       0.316424       0.133461                 NaN  0.338296                 NaN            NaN            NaN            NaN
  1368.48        2500.00                 NaN   99.0680                 NaN  0.155437       0.128385       0.313973                 NaN  0.334211                 NaN            NaN            NaN            NaN
  1366.97        2500.00                 NaN   99.0810                 NaN  0.153229       0.126468       0.310208                 NaN  0.329107                 NaN            NaN            NaN            NaN
  1365.46        2500.00                 NaN   99.0925                 NaN  0.152486       0.122697       0.307244                 NaN  0.325107                 NaN            NaN            NaN            NaN
  1363.95        2500.00                 NaN   99.1045                 NaN  0.151466       0.119395       0.303800                 NaN  0.320812                 NaN            NaN            NaN            NaN
  1362.44        2500.00                 NaN   99.1162                 NaN  0.149979       0.116596       0.300692                 NaN  0.316553                 NaN            NaN            NaN            NaN
  1360.93        2500.00                 NaN   99.1274                 NaN  0.149069       0.297840       0.113124                 NaN  0.312545                 NaN            NaN            NaN            NaN
  1359.42        2500.00                 NaN   99.1395                 NaN  0.147807       0.294709       0.109903                 NaN  0.308033                 NaN            NaN            NaN            NaN
  1357.91        2500.00                 NaN   99.1498                 NaN  0.145947       0.108372       0.291775                 NaN  0.304124                 NaN            NaN            NaN            NaN
  1356.40        2500.00                 NaN   99.1609                 NaN  0.145127       0.288537       0.105245                 NaN  0.300203                 NaN            NaN            NaN            NaN
  1354.89        2500.00                 NaN   99.1708                 NaN  0.143483       0.286264       0.103096                 NaN  0.296397                 NaN            NaN            NaN            NaN
  1353.38        2500.00                 NaN   99.1803                 NaN  0.142384       0.100894       0.283512                 NaN  0.292937                 NaN            NaN            NaN            NaN
  1351.87        2500.00                 NaN   99.1916                 NaN  0.140789       0.280588       0.983666E-001            NaN  0.288682                 NaN            NaN            NaN            NaN
  1350.36        2500.00                 NaN   99.2009                 NaN  0.139374       0.966214E-001  0.277859                 NaN  0.285262                 NaN            NaN            NaN            NaN
  1348.85        2500.00                 NaN   99.2113                 NaN  0.137568       0.955512E-001  0.274352                 NaN  0.281258                 NaN            NaN            NaN            NaN
  1347.34        2500.00                 NaN   99.2205                 NaN  0.136422       0.272054       0.931780E-001            NaN  0.277846                 NaN            NaN            NaN            NaN
  1345.83        2500.00                 NaN   99.2297                 NaN  0.134829       0.269537       0.915688E-001            NaN  0.274391                 NaN            NaN            NaN            NaN
  1344.32        2500.00                 NaN   99.2399                 NaN  0.133625       0.266334       0.894108E-001            NaN  0.270698                 NaN            NaN            NaN            NaN
  1342.81        2500.00                 NaN   99.2484                 NaN  0.132094       0.884907E-001  0.263633                 NaN  0.267391                 NaN            NaN            NaN            NaN
  1341.30        2500.00                 NaN   99.2563                 NaN  0.130322       0.880877E-001  0.261036                 NaN  0.264225                 NaN            NaN            NaN            NaN
  1339.79        2500.00                 NaN   99.2653                 NaN  0.128301       0.875913E-001  0.258051                 NaN  0.260791                 NaN            NaN            NaN            NaN
  1338.28        2500.00                 NaN   99.2740                 NaN  0.126662       0.860417E-001  0.255886                 NaN  0.257362                 NaN            NaN            NaN            NaN
  1336.77        2500.00                 NaN   99.2820                 NaN  0.125129       0.253491       0.850518E-001            NaN  0.254297                 NaN            NaN            NaN            NaN
  1335.26        2500.00                 NaN   99.2906                 NaN  0.123635       0.839607E-001  0.250683                 NaN  0.251081                 NaN            NaN            NaN            NaN
  1333.75        2500.00                 NaN   99.2980                 NaN  0.121690       0.248522       0.837036E-001            NaN  0.248073                 NaN            NaN            NaN            NaN
  1332.24        2500.00                 NaN   99.3063                 NaN  0.119994       0.245435       0.832927E-001            NaN  0.244949                 NaN            NaN            NaN            NaN
  1330.73        2500.00                 NaN   99.3139                 NaN  0.118229       0.242977       0.828513E-001            NaN  0.242037                 NaN            NaN            NaN            NaN
  1329.22        2500.00                 NaN   99.3217                 NaN  0.116258       0.829353E-001  0.240273                 NaN  0.238786                 NaN            NaN            NaN            NaN
  1327.71        2500.00                 NaN   99.3292                 NaN  0.114538       0.237589       0.827305E-001            NaN  0.235926                 NaN            NaN            NaN            NaN
  1326.20        2500.00                 NaN   99.3362                 NaN  0.113108       0.818990E-001  0.235519                 NaN  0.233271                 NaN            NaN            NaN            NaN
  1324.69        2500.00                 NaN   99.3444                 NaN  0.111162       0.231422       0.828774E-001            NaN  0.230186                 NaN            NaN            NaN            NaN
  1323.18        2500.00                 NaN   99.3507                 NaN  0.108891       0.229517       0.834699E-001            NaN  0.227423                 NaN            NaN            NaN            NaN
  1321.67        2500.00                 NaN   99.3567                 NaN  0.107691       0.226779       0.834055E-001            NaN  0.225377                 NaN            NaN            NaN            NaN
  1320.16        2500.00                 NaN   99.3647                 NaN  0.104394       0.858005E-001  0.223446                 NaN  0.221636                 NaN            NaN            NaN            NaN
  1318.65        2500.00                 NaN   99.3716                 NaN  0.103441       0.836796E-001  0.222146                 NaN  0.219142                 NaN            NaN            NaN            NaN
  1317.14        2500.00                 NaN   99.3772                 NaN  0.101184       0.854866E-001  0.219213                 NaN  0.216882                 NaN            NaN            NaN            NaN
  1315.63        2500.00                 NaN   99.3832                 NaN  0.989831E-001  0.868427E-001  0.216671                 NaN  0.214268                 NaN            NaN            NaN            NaN
  1314.12        2500.00                 NaN   99.3902                 NaN  0.973260E-001  0.870409E-001  0.213748                 NaN  0.211689                 NaN            NaN            NaN            NaN
  1312.61        2500.00                 NaN   99.3960                 NaN  0.949722E-001  0.211133       0.887489E-001            NaN  0.209163                 NaN            NaN            NaN            NaN
  1311.10        2500.00                 NaN   99.4024                 NaN  0.933608E-001  0.888316E-001  0.208728                 NaN  0.206719                 NaN            NaN            NaN            NaN
  1309.59        2500.00                 NaN   96.3892                 NaN  0.289036       0.581457       0.166927                 NaN  0.582674        1.99074                 NaN            NaN            NaN
  1308.08        2500.00                 NaN   84.4867                 NaN   1.03894        2.09671       0.482055                 NaN   2.07198        9.82357                 NaN            NaN            NaN
  1306.57        2500.00                 NaN   85.7954                 NaN  0.953489        2.00052       0.382839                 NaN   1.90839        8.95939                 NaN            NaN            NaN
  1305.06        2500.00                 NaN   86.8647                 NaN  0.880566        1.93312       0.296959                 NaN   1.77478        8.24991                 NaN            NaN            NaN
  1303.55        2500.00                 NaN   87.7772                 NaN  0.817234        1.88485       0.215391                 NaN   1.66069        7.64461                 NaN            NaN            NaN
  1302.04        2500.00                 NaN   88.5604                 NaN  0.762180        1.86360       0.127135                 NaN   1.56277        7.12389                 NaN            NaN            NaN
  1300.52        2500.00                 NaN   89.2518                 NaN  0.712847        1.86802       0.264569E-001            NaN   1.47621        6.66470                 NaN            NaN            NaN
  1299.01        2500.00                 NaN   89.8463                 NaN  0.656927        1.83122                 NaN            NaN   1.40161        6.26394                 NaN            NaN            NaN
  1297.50        2500.00                 NaN   90.3741                 NaN  0.618788        1.75852                 NaN            NaN   1.33515        5.91344                 NaN            NaN            NaN
