|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1561.74        2500.00                 NaN   99.4663       0.485187       0.485126E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1560.22        2500.00                 NaN   99.4675       0.495378       0.371701E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.71        2500.00                 NaN   99.4718       0.471349       0.568175E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1557.19        2500.00                 NaN   99.4737       0.479122       0.471445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1555.67        2500.00                 NaN   99.4832       0.471878       0.449274E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1554.15        2500.00                 NaN   99.4836       0.473106       0.432571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1552.63        2500.00                 NaN   99.4878       0.468555       0.436927E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.11        2500.00                 NaN   99.4816       0.475241       0.431161E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1549.60        2500.00                 NaN   99.5070       0.452204       0.407787E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.08        2500.00                 NaN   99.5008       0.458243       0.409865E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.56        2500.00                 NaN   99.4993       0.461394       0.392733E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1545.04        2500.00                 NaN   99.5143       0.444897       0.408354E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.52        2500.00                 NaN   99.5052       0.451707       0.430792E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1542.00        2500.00                 NaN   99.5242       0.439469       0.363463E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1540.49        2500.00                 NaN   99.5222       0.399197       0.786006E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.97        2500.00                 NaN   99.5200       0.479757       0.237815E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1537.45        2500.00                 NaN   99.5925       0.381724       0.258005E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1535.93        2500.00                 NaN   99.4637       0.495988       0.403156E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1534.41        2500.00                 NaN   99.5333       0.432394       0.342888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1532.90        2500.00                 NaN   99.5372       0.428706       0.340472E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        2500.00                 NaN   99.5405       0.426284       0.332138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1529.86        2500.00                 NaN   99.5439       0.423065       0.330019E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.34        2500.00                 NaN   99.0289       0.900194       0.709138E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.82        2500.00                 NaN  100.0000                 NaN  0.176541E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1525.30        2500.00                 NaN   99.6663       0.311455       0.222396E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.79        2500.00                 NaN   99.5155       0.452062       0.324130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1522.27        2500.00                 NaN   99.5598       0.411092       0.291508E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1520.75        2500.00                 NaN   99.5614       0.410055       0.285216E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1519.23        2500.00                 NaN   99.5559       0.415788       0.282879E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1517.71        2500.00                 NaN   99.5778       0.395709       0.264586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.19        2500.00                 NaN   99.5712       0.402089       0.267479E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1514.68        2500.00                 NaN   99.5731       0.401717       0.251860E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.16        2500.00                 NaN   99.5769       0.397852       0.252516E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.64        2500.00                 NaN   99.5793       0.395923       0.247294E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1510.12        2500.00                 NaN   99.5288       0.231846       0.351249E-003            NaN  0.239012                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.60        2500.00                 NaN   99.4661       0.355330E-002            NaN            NaN  0.530378                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.09        2500.00                 NaN   99.4679                 NaN            NaN            NaN  0.532087                 NaN            NaN            NaN            NaN            NaN            NaN
  1505.57        2500.00                 NaN   99.4721       0.490577E-001            NaN            NaN  0.478843                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.05        2500.00                 NaN   99.4724       0.605771E-001            NaN            NaN  0.466994                 NaN            NaN            NaN            NaN            NaN            NaN
  1502.53        2500.00                 NaN   99.2942                 NaN  0.227590E-001            NaN  0.683080                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.01        2500.00                 NaN   99.8310                 NaN  0.835085E-002            NaN  0.160663                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.49        2500.00                 NaN   99.3041                 NaN            NaN            NaN  0.695915                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.98        2500.00                 NaN   99.4723                 NaN            NaN            NaN  0.527681                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.46        2500.00                 NaN   99.3688                 NaN            NaN            NaN  0.631228                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.94        2500.00                 NaN   99.6523                 NaN            NaN            NaN  0.347687                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        2500.00                 NaN   99.3926                 NaN            NaN            NaN  0.607407                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.90        2500.00                 NaN   99.4707                 NaN            NaN            NaN  0.529279                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.39        2500.00                 NaN   99.4688                 NaN            NaN            NaN  0.531226                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.87        2500.00                 NaN   99.4669                 NaN            NaN            NaN  0.533125                 NaN            NaN            NaN            NaN            NaN            NaN
  1487.35        2500.00                 NaN   99.4643                 NaN            NaN            NaN  0.535730                 NaN            NaN            NaN            NaN            NaN            NaN
  1485.83        2500.00                 NaN   99.4613                 NaN            NaN            NaN  0.538694                 NaN            NaN            NaN            NaN            NaN            NaN
  1484.31        2500.00                 NaN   99.4566                 NaN            NaN            NaN  0.543418                 NaN            NaN            NaN            NaN            NaN            NaN
  1482.79        2500.00                 NaN   99.2934                 NaN            NaN            NaN  0.394060       0.312555                 NaN            NaN            NaN            NaN            NaN
  1481.28        2500.00                 NaN   99.2007                 NaN            NaN            NaN  0.499060       0.300284                 NaN            NaN            NaN            NaN            NaN
  1479.76        2500.00                 NaN   99.2079                 NaN            NaN            NaN  0.494815       0.297244                 NaN            NaN            NaN            NaN            NaN
  1478.24        2500.00                 NaN   99.2162                 NaN            NaN            NaN  0.489456       0.294392                 NaN            NaN            NaN            NaN            NaN
  1476.72        2500.00                 NaN   99.2230                 NaN            NaN            NaN  0.485718       0.291283                 NaN            NaN            NaN            NaN            NaN
  1475.20        2500.00                 NaN   99.2305                 NaN            NaN            NaN  0.481311       0.288228                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00                 NaN   99.2369                 NaN            NaN            NaN  0.477144       0.285906                 NaN            NaN            NaN            NaN            NaN
  1472.17        2500.00                 NaN   99.2445                 NaN            NaN            NaN  0.473241       0.282309                 NaN            NaN            NaN            NaN            NaN
  1470.65        2500.00                 NaN   99.3945                 NaN            NaN            NaN  0.381124       0.224343                 NaN            NaN            NaN            NaN            NaN
  1469.13        2500.00                 NaN   99.1107                 NaN            NaN            NaN  0.332528       0.556770                 NaN            NaN            NaN            NaN            NaN
  1467.61        2500.00                 NaN   99.2675                 NaN            NaN            NaN  0.458792       0.273717                 NaN            NaN            NaN            NaN            NaN
  1466.09        2500.00                 NaN   99.2715                 NaN            NaN            NaN  0.456655       0.271873                 NaN            NaN            NaN            NaN            NaN
  1464.58        2500.00                 NaN   99.2772                 NaN            NaN            NaN  0.269503       0.453295                 NaN            NaN            NaN            NaN            NaN
  1463.06        2500.00                 NaN   99.2836                 NaN            NaN            NaN  0.449354       0.267076                 NaN            NaN            NaN            NaN            NaN
  1461.54        2500.00                 NaN   99.2895                 NaN            NaN            NaN  0.445923       0.264563                 NaN            NaN            NaN            NaN            NaN
  1460.02        2500.00                 NaN   99.2959                 NaN            NaN            NaN  0.261879       0.442200                 NaN            NaN            NaN            NaN            NaN
  1458.50        2500.00                 NaN   99.3015                 NaN            NaN            NaN  0.259630       0.438897                 NaN            NaN            NaN            NaN            NaN
  1456.98        2500.00                 NaN   99.3073                 NaN            NaN            NaN  0.256878       0.435804                 NaN            NaN            NaN            NaN            NaN
  1455.47        2500.00                 NaN   99.3133                 NaN            NaN            NaN  0.255217       0.431480                 NaN            NaN            NaN            NaN            NaN
  1453.95        2500.00                 NaN   99.3192                 NaN            NaN            NaN  0.428255       0.252589                 NaN            NaN            NaN            NaN            NaN
  1452.43        2500.00                 NaN   99.3243                 NaN            NaN            NaN  0.426316       0.249419                 NaN            NaN            NaN            NaN            NaN
  1450.91        2500.00                 NaN   99.3302                 NaN            NaN            NaN  0.421691       0.248111                 NaN            NaN            NaN            NaN            NaN
  1449.39        2500.00                 NaN   99.3355                 NaN            NaN            NaN  0.418960       0.245506                 NaN            NaN            NaN            NaN            NaN
  1447.88        2500.00                 NaN   99.3335                 NaN            NaN  0.469276E-002  0.226762       0.435047                 NaN            NaN            NaN            NaN            NaN
  1446.36        2500.00                 NaN   99.3369                 NaN            NaN  0.554499E-002  0.435920       0.221610                 NaN            NaN            NaN            NaN            NaN
  1444.84        2500.00                 NaN   99.3432                 NaN            NaN  0.542368E-002  0.431415       0.219914                 NaN            NaN            NaN            NaN            NaN
  1443.32        2500.00                 NaN   99.3486                 NaN            NaN  0.527225E-002  0.218401       0.427764                 NaN            NaN            NaN            NaN            NaN
  1441.80        2500.00                 NaN   99.3537                 NaN            NaN  0.516824E-002  0.424413       0.216720                 NaN            NaN            NaN            NaN            NaN
  1440.28        2500.00                 NaN   99.4134                 NaN            NaN  0.461638E-002  0.196986       0.385016                 NaN            NaN            NaN            NaN            NaN
  1438.77        2500.00                 NaN   98.0793                 NaN            NaN  0.315322E-001  0.604463       0.659046       0.625624                 NaN            NaN            NaN            NaN
  1437.25        2500.00                 NaN   97.9634                 NaN            NaN  0.347940E-001  0.579276       0.700725       0.721756                 NaN            NaN            NaN            NaN
  1435.73        2500.00                 NaN   98.0236                 NaN            NaN  0.335558E-001  0.561190       0.681142       0.700550                 NaN            NaN            NaN            NaN
  1434.21        2500.00                 NaN   98.0801                 NaN            NaN  0.324688E-001  0.662119       0.544516       0.680761                 NaN            NaN            NaN            NaN
  1432.69        2500.00                 NaN   98.1346                 NaN            NaN  0.312575E-001  0.527950       0.644838       0.661394                 NaN            NaN            NaN            NaN
  1431.17        2500.00                 NaN   98.1866                 NaN            NaN  0.301895E-001  0.512631       0.627612       0.642931                 NaN            NaN            NaN            NaN
  1429.66        2500.00                 NaN   98.2344                 NaN            NaN  0.291594E-001  0.612252       0.497881       0.626298                 NaN            NaN            NaN            NaN
  1428.14        2500.00                 NaN   98.2831                 NaN            NaN  0.282067E-001  0.596134       0.483835       0.608722                 NaN            NaN            NaN            NaN
  1426.62        2500.00                 NaN   98.3278                 NaN            NaN  0.272935E-001  0.470546       0.581448       0.592894                 NaN            NaN            NaN            NaN
  1425.10        2500.00                 NaN   98.3703                 NaN            NaN  0.264081E-001  0.457621       0.567798       0.577909                 NaN            NaN            NaN            NaN
  1423.58        2500.00                 NaN   98.4115                 NaN            NaN  0.255436E-001  0.554635       0.445093       0.563244                 NaN            NaN            NaN            NaN
  1422.07        2500.00                 NaN   98.4505                 NaN            NaN  0.247191E-001  0.433372       0.542096       0.549270                 NaN            NaN            NaN            NaN
  1420.55        2500.00                 NaN   98.4893                 NaN            NaN  0.239452E-001  0.529327       0.421929       0.535495                 NaN            NaN            NaN            NaN
  1419.03        2500.00                 NaN   98.5247                 NaN            NaN  0.231972E-001  0.517725       0.411293       0.523068                 NaN            NaN            NaN            NaN
  1417.51        2500.00                 NaN   98.5602                 NaN            NaN  0.225200E-001  0.505456       0.401735       0.510042                 NaN            NaN            NaN            NaN
  1415.99        2500.00                 NaN   98.5935                 NaN            NaN  0.217475E-001  0.390411       0.496021       0.498342                 NaN            NaN            NaN            NaN
  1414.47        2500.00                 NaN   98.6257                 NaN            NaN  0.210958E-001  0.380739       0.485617       0.486827                 NaN            NaN            NaN            NaN
  1412.96        2500.00                 NaN   98.6568                 NaN            NaN  0.204565E-001  0.475740       0.371247       0.475727                 NaN            NaN            NaN            NaN
  1411.44        2500.00                 NaN   98.6866                 NaN            NaN  0.198199E-001  0.362256       0.466286       0.465087                 NaN            NaN            NaN            NaN
  1409.92        2500.00                 NaN   98.7153                 NaN            NaN  0.192130E-001  0.457040       0.353698       0.454775                 NaN            NaN            NaN            NaN
  1408.40        2500.00                 NaN   98.7428                 NaN            NaN  0.186092E-001  0.345386       0.448381       0.444861                 NaN            NaN            NaN            NaN
  1406.88        2500.00                 NaN   98.7696                 NaN            NaN  0.180543E-001  0.337101       0.439921       0.435286                 NaN            NaN            NaN            NaN
  1405.36        2500.00                 NaN   98.7955                 NaN            NaN  0.175295E-001  0.329241       0.431758       0.425947                 NaN            NaN            NaN            NaN
  1403.85        2500.00                 NaN   98.8207                 NaN            NaN  0.169952E-001  0.423659       0.321791       0.416863                 NaN            NaN            NaN            NaN
  1402.33        2500.00                 NaN   98.8444                 NaN            NaN  0.164857E-001  0.416295       0.314487       0.408326                 NaN            NaN            NaN            NaN
  1400.81        2500.00                 NaN   98.8681                 NaN            NaN  0.160054E-001  0.307546       0.408597       0.399732                 NaN            NaN            NaN            NaN
  1399.29        2500.00                 NaN   98.8900                 NaN            NaN  0.155722E-001  0.401334       0.301202       0.391859                 NaN            NaN            NaN            NaN
  1397.77        2500.00                 NaN   98.9123                 NaN            NaN  0.150462E-001  0.394866       0.293931       0.383851                 NaN            NaN            NaN            NaN
  1396.26        2500.00                 NaN   98.9333                 NaN            NaN  0.145658E-001  0.286893       0.388925       0.376330                 NaN            NaN            NaN            NaN
  1394.74        2500.00                 NaN   98.9535                 NaN            NaN  0.141740E-001  0.281544       0.381911       0.368881                 NaN            NaN            NaN            NaN
  1393.22        2500.00                 NaN   98.9735                 NaN            NaN  0.137316E-001  0.275188       0.375881       0.361716                 NaN            NaN            NaN            NaN
  1391.70        2500.00                 NaN   98.9927                 NaN            NaN  0.133448E-001  0.370005       0.269116       0.354825                 NaN            NaN            NaN            NaN
  1390.18        2500.00                 NaN   99.0116                 NaN            NaN  0.128826E-001  0.263367       0.364292       0.347858                 NaN            NaN            NaN            NaN
  1388.66        2500.00                 NaN   99.0294                 NaN            NaN  0.125298E-001  0.358660       0.258028       0.341409                 NaN            NaN            NaN            NaN
  1387.15        2500.00                 NaN   99.0461                 NaN            NaN  0.123368E-001  0.352772       0.253324       0.335492                 NaN            NaN            NaN            NaN
  1385.63        2500.00                 NaN   99.0649                 NaN            NaN  0.117249E-001  0.247129       0.347843       0.328394                 NaN            NaN            NaN            NaN
  1384.11        2500.00                 NaN   99.0806                 NaN            NaN  0.114419E-001  0.342939       0.242258       0.322778                 NaN            NaN            NaN            NaN
  1382.59        2500.00                 NaN   99.0953                 NaN            NaN  0.111100E-001  0.338534       0.237583       0.317484                 NaN            NaN            NaN            NaN
  1381.07        2500.00                 NaN   99.1130                 NaN            NaN  0.106925E-001  0.333282       0.232110       0.310880                 NaN            NaN            NaN            NaN
  1379.56        2500.00                 NaN   99.1275                 NaN            NaN  0.104006E-001  0.227738       0.328737       0.305641                 NaN            NaN            NaN            NaN
  1378.04        2500.00                 NaN   99.1418                 NaN            NaN  0.100785E-001  0.324429       0.223244       0.300497                 NaN            NaN            NaN            NaN
  1376.52        2500.00                 NaN   99.1564                 NaN            NaN  0.974651E-002  0.218866       0.319934       0.295067                 NaN            NaN            NaN            NaN
  1375.00        2500.00                 NaN   99.1702                 NaN            NaN  0.945846E-002  0.315721       0.214565       0.290051                 NaN            NaN            NaN            NaN
  1373.48        2500.00                 NaN   99.1834                 NaN            NaN  0.916712E-002  0.210613       0.311622       0.285207                 NaN            NaN            NaN            NaN
  1371.96        2500.00                 NaN   99.1975                 NaN            NaN  0.885108E-002  0.206139       0.307528       0.280026                 NaN            NaN            NaN            NaN
  1370.45        2500.00                 NaN   99.2097                 NaN            NaN  0.856393E-002  0.303854       0.202295       0.275548                 NaN            NaN            NaN            NaN
  1368.93        2500.00                 NaN   99.2224                 NaN            NaN  0.829343E-002  0.198425       0.300011       0.270860                 NaN            NaN            NaN            NaN
  1367.41        2500.00                 NaN   99.2347                 NaN            NaN  0.802133E-002  0.296398       0.194521       0.266401                 NaN            NaN            NaN            NaN
  1365.89        2500.00                 NaN   99.2465                 NaN            NaN  0.776599E-002  0.190734       0.292933       0.262060                 NaN            NaN            NaN            NaN
  1364.37        2500.00                 NaN   99.2582                 NaN            NaN  0.747345E-002  0.187183       0.289461       0.257708                 NaN            NaN            NaN            NaN
  1362.85        2500.00                 NaN   99.2692                 NaN            NaN  0.720198E-002  0.286567       0.183323       0.253686                 NaN            NaN            NaN            NaN
  1361.34        2500.00                 NaN   99.2805                 NaN            NaN  0.694755E-002  0.283124       0.179946       0.249461                 NaN            NaN            NaN            NaN
  1359.82        2500.00                 NaN   99.2912                 NaN            NaN  0.672532E-002  0.279795       0.176758       0.245563                 NaN            NaN            NaN            NaN
  1358.30        2500.00                 NaN   99.3016                 NaN            NaN  0.647146E-002  0.276838       0.173400       0.241681                 NaN            NaN            NaN            NaN
  1356.78        2500.00                 NaN   99.3119                 NaN            NaN  0.624488E-002  0.170241       0.273731       0.237889                 NaN            NaN            NaN            NaN
  1355.26        2500.00                 NaN   99.3218                 NaN            NaN  0.600948E-002  0.167025       0.270930       0.234258                 NaN            NaN            NaN            NaN
  1353.75        2500.00                 NaN   99.3313                 NaN            NaN  0.577164E-002  0.163796       0.268410       0.230715                 NaN            NaN            NaN            NaN
  1352.23        2500.00                 NaN   99.3413                 NaN            NaN  0.555065E-002  0.161215       0.265014       0.226922                 NaN            NaN            NaN            NaN
  1350.71        2500.00                 NaN   99.3481                 NaN            NaN  0.533829E-002  0.158760       0.263206       0.224575                 NaN            NaN            NaN            NaN
  1349.19        2500.00                 NaN   99.3615                 NaN            NaN  0.506933E-002  0.259624       0.154495       0.219322                 NaN            NaN            NaN            NaN
  1347.67        2500.00                 NaN   99.3685                 NaN            NaN  0.491541E-002  0.257504       0.152181       0.216922                 NaN            NaN            NaN            NaN
  1346.15        2500.00                 NaN   99.3770                 NaN            NaN  0.469995E-002  0.149547       0.255032       0.213716                 NaN            NaN            NaN            NaN
  1344.64        2500.00                 NaN   99.3852                 NaN            NaN  0.450028E-002  0.146894       0.252689       0.210748                 NaN            NaN            NaN            NaN
  1343.12        2500.00                 NaN   99.3937                 NaN            NaN  0.429390E-002  0.250456       0.144043       0.207468                 NaN            NaN            NaN            NaN
  1341.60        2500.00                 NaN   99.4005                 NaN            NaN  0.414690E-002  0.142021       0.248347       0.204976                 NaN            NaN            NaN            NaN
  1340.08        2500.00                 NaN   99.4114                 NaN            NaN  0.390134E-002  0.244907       0.138966       0.200846                 NaN            NaN            NaN            NaN
  1338.56        2500.00                 NaN   99.4173                 NaN            NaN  0.371336E-002  0.136805       0.243511       0.198714                 NaN            NaN            NaN            NaN
  1337.04        2500.00                 NaN   99.4252                 NaN            NaN  0.351500E-002  0.241608       0.133981       0.195728                 NaN            NaN            NaN            NaN
  1335.53        2500.00                 NaN   99.4321                 NaN            NaN  0.330184E-002  0.239786       0.131617       0.193194                 NaN            NaN            NaN            NaN
  1334.01        2500.00                 NaN   99.4400                 NaN            NaN  0.316507E-002  0.129306       0.237341       0.190176                 NaN            NaN            NaN            NaN
  1332.49        2500.00                 NaN   99.4465                 NaN            NaN  0.297209E-002  0.127138       0.235613       0.187778                 NaN            NaN            NaN            NaN
  1330.97        2500.00                 NaN   99.4536                 NaN            NaN  0.277509E-002  0.233793       0.124732       0.185067                 NaN            NaN            NaN            NaN
  1329.45        2500.00                 NaN   99.4606                 NaN            NaN  0.263995E-002  0.231534       0.122762       0.182459                 NaN            NaN            NaN            NaN
  1327.94        2500.00                 NaN   99.4669                 NaN            NaN  0.247046E-002  0.120616       0.229870       0.180115                 NaN            NaN            NaN            NaN
  1326.42        2500.00                 NaN   99.4738                 NaN            NaN  0.229021E-002  0.227882       0.118584       0.177472                 NaN            NaN            NaN            NaN
  1324.90        2500.00                 NaN   99.4799                 NaN            NaN  0.216873E-002  0.225998       0.116670       0.175220                 NaN            NaN            NaN            NaN
  1323.38        2500.00                 NaN   99.4864                 NaN            NaN  0.194571E-002  0.114114       0.224764       0.172769                 NaN            NaN            NaN            NaN
  1321.86        2500.00                 NaN   99.4923                 NaN            NaN  0.187201E-002  0.222293       0.112987       0.170596                 NaN            NaN            NaN            NaN
  1320.34        2500.00                 NaN   85.8123                 NaN  0.505216       0.653384E-001   1.08366        1.48336        1.81840        9.23172                 NaN            NaN            NaN
  1318.83        2500.00                 NaN   71.0592                 NaN   1.29165       0.125227        1.57444        3.04966        3.56697        19.3329                 NaN            NaN            NaN
  1317.31        2500.00                 NaN   76.8155                 NaN   1.11101       0.994914E-001   2.48463        1.11364        2.85262        15.5231                 NaN            NaN            NaN
  1315.79        2500.00                 NaN   80.7447                 NaN  0.984094       0.818459E-001   2.09583       0.806996        2.36555        12.9210                 NaN            NaN            NaN
  1314.27        2500.00                 NaN   83.5967                 NaN  0.888525       0.690165E-001   1.81104       0.591426        2.01249        11.0308                 NaN            NaN            NaN
  1312.75        2500.00                 NaN   85.7544                 NaN  0.813628       0.593002E-001   1.59471       0.432833        1.74564        9.59947                 NaN            NaN            NaN
  1311.24        2500.00                 NaN   87.4473                 NaN  0.753141       0.516136E-001   1.42397       0.312114        1.53648        8.47533                 NaN            NaN            NaN
  1309.72        2500.00                 NaN   88.7966                 NaN  0.702404       0.455900E-001   1.28792       0.219141        1.36980        7.57859                 NaN            NaN            NaN
  1308.20        2500.00                 NaN   89.9114                 NaN  0.658482       0.406088E-001   1.17445       0.146395        1.23236        6.83635                 NaN            NaN            NaN
  1306.68        2500.00                 NaN   90.8410                 NaN  0.619922       0.364897E-001   1.07928       0.889137E-001   1.11774        6.21663                 NaN            NaN            NaN
  1305.16        2500.00                 NaN   91.6267                 NaN  0.585932       0.330018E-001  0.998682       0.429562E-001   1.02101        5.69167                 NaN            NaN            NaN
  1303.64        2500.00                 NaN   92.3022                 NaN  0.554521       0.300859E-001  0.928728       0.714732E-002  0.937988        5.23929                 NaN            NaN            NaN
