|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1532.78        500.000       0.107706E-003   98.9287                 NaN            NaN   1.07122                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.38        500.000       0.887643E-002   98.8687                 NaN  0.169392E-005   1.12245                 NaN            NaN            NaN            NaN            NaN            NaN
  1529.97        500.000       0.107379E-001   98.8168                 NaN            NaN   1.17242                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.57        500.000       0.107940E-001   98.2731                 NaN            NaN   1.04711       0.669007                 NaN            NaN            NaN            NaN            NaN
  1527.16        500.000       0.105918E-001   98.1972                 NaN            NaN  0.557790        1.23443                 NaN            NaN            NaN            NaN            NaN
  1525.76        500.000       0.103885E-001   98.2234                 NaN            NaN   1.21594       0.550308                 NaN            NaN            NaN            NaN            NaN
  1524.35        500.000       0.101042E-001   98.2551                 NaN            NaN  0.538019        1.19679                 NaN            NaN            NaN            NaN            NaN
  1522.94        500.000       0.988790E-002   98.2810                 NaN            NaN  0.528553        1.18053                 NaN            NaN            NaN            NaN            NaN
  1521.54        500.000       0.968971E-002   98.3040                 NaN            NaN   1.16560       0.520704                 NaN            NaN            NaN            NaN            NaN
  1520.13        500.000       0.264548E-002   98.3181       0.351174                 NaN  0.682291E-001   1.25985                 NaN            NaN            NaN            NaN            NaN
  1518.73        500.000       0.107069E-002   98.3326       0.417600                 NaN   1.24876                 NaN            NaN            NaN            NaN            NaN            NaN
  1517.32        500.000       0.870036E-003   98.3509       0.411621                 NaN   1.23665                 NaN            NaN            NaN            NaN            NaN            NaN
  1515.92        500.000       0.551997E-003   98.3956       0.405622                 NaN   1.19818                 NaN            NaN            NaN            NaN            NaN            NaN
  1514.51        500.000       0.355000E-003   98.4114       0.401506                 NaN   1.18674                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.10        500.000       0.274961E-004   98.4354       0.400969                 NaN   1.16359                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.70        500.000       0.489532E-003   98.4627       0.385598                 NaN   1.15123                 NaN            NaN            NaN            NaN            NaN            NaN
  1510.29        500.000       0.463619E-004   98.4863       0.382347                 NaN   1.13129                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.89        500.000       0.370677E-003   98.5083       0.373752                 NaN   1.11763                 NaN            NaN            NaN            NaN            NaN            NaN
  1507.48        500.000                 NaN   98.5307       0.366259                 NaN   1.10309                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.08        500.000       0.244005E-002   98.5574       0.346085                 NaN   1.09406                 NaN            NaN            NaN            NaN            NaN            NaN
  1504.67        500.000                 NaN   98.5741       0.349172                 NaN   1.07674                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.26        500.000                 NaN   98.5942       0.342469                 NaN   1.06336                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.86        500.000                 NaN   98.6155       0.334240                 NaN   1.05028                 NaN            NaN            NaN            NaN            NaN            NaN
  1500.45        500.000                 NaN   98.6351       0.329375                 NaN   1.03553                 NaN            NaN            NaN            NaN            NaN            NaN
  1499.05        500.000                 NaN   98.6552       0.321284                 NaN   1.02354                 NaN            NaN            NaN            NaN            NaN            NaN
  1497.64        500.000                 NaN   98.6735       0.315372                 NaN   1.01110                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.23        500.000                 NaN   98.6908       0.306094                 NaN   1.00311                 NaN            NaN            NaN            NaN            NaN            NaN
  1494.83        500.000                 NaN   98.7074       0.298568                 NaN  0.994073                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.42        500.000                 NaN   98.7281       0.292424                 NaN  0.979438                 NaN            NaN            NaN            NaN            NaN            NaN
  1492.02        500.000                 NaN   98.7445       0.288407                 NaN  0.967062                 NaN            NaN            NaN            NaN            NaN            NaN
  1490.61        500.000                 NaN   98.7600       0.278169                 NaN  0.961819                 NaN            NaN            NaN            NaN            NaN            NaN
  1489.21        500.000                 NaN   98.7591       0.156242                 NaN  0.904670       0.179966                 NaN            NaN            NaN            NaN            NaN
  1487.80        500.000                 NaN   98.7835       0.206655                 NaN  0.916743       0.931279E-001            NaN            NaN            NaN            NaN            NaN
  1486.39        500.000                 NaN   98.8068       0.255706                 NaN  0.732303E-002  0.930216                 NaN            NaN            NaN            NaN            NaN
  1484.99        500.000                 NaN   98.8033       0.139423                 NaN  0.184550       0.872774                 NaN            NaN            NaN            NaN            NaN
  1483.58        500.000                 NaN   98.8165       0.116585                 NaN  0.855005       0.211892                 NaN            NaN            NaN            NaN            NaN
  1482.18        500.000                 NaN   98.8289       0.107206                 NaN  0.220007       0.843839                 NaN            NaN            NaN            NaN            NaN
  1480.77        500.000                 NaN   98.8409       0.971047E-001            NaN  0.832404       0.229565                 NaN            NaN            NaN            NaN            NaN
  1479.37        500.000                 NaN   98.8532       0.878483E-001            NaN  0.820775       0.238138                 NaN            NaN            NaN            NaN            NaN
  1477.96        500.000       0.187611E-002   98.8505       0.202887E-001            NaN  0.319681       0.807645                 NaN            NaN            NaN            NaN            NaN
  1476.55        500.000                 NaN   98.8855       0.679395E-001            NaN  0.253690       0.792912                 NaN            NaN            NaN            NaN            NaN
  1475.15        500.000       0.333447E-002   98.8833                 NaN            NaN  0.774324       0.339078                 NaN            NaN            NaN            NaN            NaN
  1473.74        500.000       0.411461E-002   98.8937                 NaN            NaN  0.337290       0.764898                 NaN            NaN            NaN            NaN            NaN
  1472.34        500.000       0.401016E-002   98.9030                 NaN            NaN  0.758010       0.335005                 NaN            NaN            NaN            NaN            NaN
  1470.93        500.000       0.388229E-002   98.9183                 NaN            NaN  0.330592       0.747266                 NaN            NaN            NaN            NaN            NaN
  1469.53        500.000       0.377633E-002   98.9258                 NaN            NaN  0.328038       0.742422                 NaN            NaN            NaN            NaN            NaN
  1468.12        500.000       0.366579E-002   98.9391                 NaN            NaN  0.730098       0.327165                 NaN            NaN            NaN            NaN            NaN
  1466.71        500.000       0.354974E-002   98.9515                 NaN            NaN  0.321113       0.723802                 NaN            NaN            NaN            NaN            NaN
  1465.31        500.000       0.345905E-002   98.9589                 NaN            NaN  0.319215       0.718431                 NaN            NaN            NaN            NaN            NaN
  1463.90        500.000       0.334939E-002   98.9697                 NaN            NaN  0.316025       0.710879                 NaN            NaN            NaN            NaN            NaN
  1462.50        500.000       0.325491E-002   98.9791                 NaN            NaN  0.313266       0.704352                 NaN            NaN            NaN            NaN            NaN
  1461.09        500.000       0.315142E-002   98.9872                 NaN            NaN  0.310553       0.699104                 NaN            NaN            NaN            NaN            NaN
  1459.68        500.000       0.305792E-002   98.9984                 NaN            NaN  0.307966       0.690572                 NaN            NaN            NaN            NaN            NaN
  1458.28        500.000       0.296975E-002   99.0082                 NaN            NaN  0.305572       0.683253                 NaN            NaN            NaN            NaN            NaN
  1456.87        500.000       0.286749E-002   99.0186                 NaN            NaN  0.675774       0.302798                 NaN            NaN            NaN            NaN            NaN
  1455.47        500.000       0.277289E-002   99.0268                 NaN            NaN  0.670049       0.300337                 NaN            NaN            NaN            NaN            NaN
  1454.06        500.000       0.268638E-002   99.0358                 NaN            NaN  0.297823       0.663716                 NaN            NaN            NaN            NaN            NaN
  1452.66        500.000       0.259681E-002   99.0441                 NaN            NaN  0.658113       0.295211                 NaN            NaN            NaN            NaN            NaN
  1451.25        500.000       0.250920E-002   99.0512                 NaN            NaN  0.293346       0.652904                 NaN            NaN            NaN            NaN            NaN
  1449.84        500.000       0.242708E-002   99.0632                 NaN            NaN  0.643634       0.290744                 NaN            NaN            NaN            NaN            NaN
  1448.44        500.000       0.233589E-002   99.0703                 NaN            NaN  0.639101       0.288286                 NaN            NaN            NaN            NaN            NaN
  1447.03        500.000       0.225675E-002   99.0781                 NaN            NaN  0.633468       0.286178                 NaN            NaN            NaN            NaN            NaN
  1445.63        500.000       0.218695E-002   99.0854                 NaN            NaN  0.628123       0.284264                 NaN            NaN            NaN            NaN            NaN
  1444.22        500.000       0.209692E-002   99.0948                 NaN            NaN  0.621548       0.281554                 NaN            NaN            NaN            NaN            NaN
  1442.82        500.000       0.202749E-002   99.1012                 NaN            NaN  0.279437       0.617329                 NaN            NaN            NaN            NaN            NaN
  1441.41        500.000       0.195212E-002   99.1082                 NaN            NaN  0.612580       0.277293                 NaN            NaN            NaN            NaN            NaN
  1440.00        500.000       0.187849E-002   99.1170                 NaN            NaN  0.275142       0.606023                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000       0.180110E-002   99.1239                 NaN            NaN  0.601083       0.273262                 NaN            NaN            NaN            NaN            NaN
  1437.19        500.000       0.172278E-002   99.1310                 NaN            NaN  0.271505       0.595788                 NaN            NaN            NaN            NaN            NaN
  1435.79        500.000       0.165114E-002   99.1386                 NaN            NaN  0.269374       0.590412                 NaN            NaN            NaN            NaN            NaN
  1434.38        500.000       0.159006E-002   99.1448                 NaN            NaN  0.585540       0.268062                 NaN            NaN            NaN            NaN            NaN
  1432.98        500.000       0.151838E-002   99.1508                 NaN            NaN  0.265564       0.582089                 NaN            NaN            NaN            NaN            NaN
  1431.57        500.000       0.145509E-002   99.1585                 NaN            NaN  0.263573       0.576478                 NaN            NaN            NaN            NaN            NaN
  1430.16        500.000       0.138610E-002   99.1654                 NaN            NaN  0.571574       0.261679                 NaN            NaN            NaN            NaN            NaN
  1428.76        500.000       0.131547E-002   99.1705                 NaN            NaN  0.260092       0.568056                 NaN            NaN            NaN            NaN            NaN
  1427.35        500.000       0.125914E-002   99.1775                 NaN            NaN  0.258108       0.563159                 NaN            NaN            NaN            NaN            NaN
  1425.95        500.000       0.118995E-002   99.1860                 NaN            NaN  0.256066       0.556788                 NaN            NaN            NaN            NaN            NaN
  1424.54        500.000       0.113490E-002   99.1900                 NaN            NaN  0.554226       0.254591                 NaN            NaN            NaN            NaN            NaN
  1423.14        500.000       0.107513E-002   99.1966                 NaN            NaN  0.549540       0.252792                 NaN            NaN            NaN            NaN            NaN
  1421.73        500.000       0.101491E-002   99.2024                 NaN            NaN  0.545442       0.251109                 NaN            NaN            NaN            NaN            NaN
  1420.32        500.000       0.959477E-003   99.2080                 NaN            NaN  0.541568       0.249424                 NaN            NaN            NaN            NaN            NaN
  1418.92        500.000       0.898819E-003   99.2142                 NaN            NaN  0.247702       0.537169                 NaN            NaN            NaN            NaN            NaN
  1417.51        500.000       0.845891E-003   99.2192                 NaN            NaN  0.533805       0.246127                 NaN            NaN            NaN            NaN            NaN
  1416.11        500.000       0.794515E-003   99.2250                 NaN            NaN  0.529550       0.244624                 NaN            NaN            NaN            NaN            NaN
  1414.70        500.000       0.735781E-003   99.2303                 NaN            NaN  0.243179       0.525786                 NaN            NaN            NaN            NaN            NaN
  1413.29        500.000       0.676850E-003   99.2349                 NaN            NaN  0.241465       0.522987                 NaN            NaN            NaN            NaN            NaN
  1411.89        500.000       0.633214E-003   99.2412                 NaN            NaN  0.240234       0.517922                 NaN            NaN            NaN            NaN            NaN
  1410.48        500.000       0.585609E-003   99.2460                 NaN            NaN  0.238528       0.514916                 NaN            NaN            NaN            NaN            NaN
  1409.08        500.000       0.534682E-003   99.2517                 NaN            NaN  0.511021       0.236794                 NaN            NaN            NaN            NaN            NaN
  1407.67        500.000       0.481243E-003   99.2559                 NaN            NaN  0.507851       0.235779                 NaN            NaN            NaN            NaN            NaN
  1406.27        500.000       0.437160E-003   99.2563                 NaN            NaN  0.234658       0.508597                 NaN            NaN            NaN            NaN            NaN
  1404.86        500.000       0.403302E-003   99.2622                 NaN            NaN  0.233641       0.503793                 NaN            NaN            NaN            NaN            NaN
  1403.45        500.000       0.350903E-003   99.2773                 NaN            NaN  0.492472       0.229858                 NaN            NaN            NaN            NaN            NaN
  1402.05        500.000                 NaN   98.4571                 NaN            NaN  0.601669       0.569448                 NaN  0.371771                 NaN            NaN            NaN
  1400.64        500.000                 NaN   98.1708                 NaN            NaN  0.588271       0.734272                 NaN  0.506643                 NaN            NaN            NaN
  1399.24        500.000                 NaN   98.2006                 NaN            NaN  0.722254       0.578973                 NaN  0.498216                 NaN            NaN            NaN
  1397.83        500.000                 NaN   98.2277                 NaN            NaN  0.711355       0.570453                 NaN  0.490537                 NaN            NaN            NaN
  1396.43        500.000                 NaN   98.2519                 NaN            NaN  0.563483       0.701110                 NaN  0.483496                 NaN            NaN            NaN
  1395.02        500.000                 NaN   98.2787                 NaN            NaN  0.690753       0.554797                 NaN  0.475744                 NaN            NaN            NaN
  1393.61        500.000                 NaN   98.3035                 NaN            NaN  0.680371       0.547451                 NaN  0.468672                 NaN            NaN            NaN
  1392.21        500.000                 NaN   98.3264                 NaN            NaN  0.671809       0.539864                 NaN  0.461958                 NaN            NaN            NaN
  1390.80        500.000                 NaN   98.3503                 NaN            NaN  0.532793       0.661733                 NaN  0.455136                 NaN            NaN            NaN
  1389.40        500.000                 NaN   98.3736                 NaN            NaN  0.525169       0.652694                 NaN  0.448518                 NaN            NaN            NaN
  1387.99        500.000                 NaN   98.3966                 NaN            NaN  0.643791       0.517894                 NaN  0.441709                 NaN            NaN            NaN
  1386.59        500.000                 NaN   98.4171                 NaN            NaN  0.634887       0.512266                 NaN  0.435791                 NaN            NaN            NaN
  1385.18        500.000                 NaN   98.4371                 NaN            NaN  0.505322       0.627741                 NaN  0.429818                 NaN            NaN            NaN
  1383.77        500.000                 NaN   98.4576                 NaN            NaN  0.619664       0.498916                 NaN  0.423824                 NaN            NaN            NaN
  1382.37        500.000                 NaN   98.4776                 NaN            NaN  0.492899       0.611335                 NaN  0.418141                 NaN            NaN            NaN
  1380.96        500.000                 NaN   98.4971                 NaN            NaN  0.604696       0.485960                 NaN  0.412268                 NaN            NaN            NaN
  1379.56        500.000                 NaN   98.5154                 NaN            NaN  0.480626       0.597114                 NaN  0.406896                 NaN            NaN            NaN
  1378.15        500.000                 NaN   98.5322                 NaN            NaN  0.591173       0.474672                 NaN  0.401922                 NaN            NaN            NaN
  1376.74        500.000                 NaN   98.5516                 NaN            NaN  0.468970       0.583184                 NaN  0.396205                 NaN            NaN            NaN
  1375.34        500.000                 NaN   98.5696                 NaN            NaN  0.463434       0.575973                 NaN  0.391013                 NaN            NaN            NaN
  1373.93        500.000                 NaN   98.5852                 NaN            NaN  0.457569       0.571038                 NaN  0.386184                 NaN            NaN            NaN
  1372.53        500.000                 NaN   98.6007                 NaN            NaN  0.564556       0.453171                 NaN  0.381608                 NaN            NaN            NaN
  1371.12        500.000                 NaN   98.6184                 NaN            NaN  0.557517       0.447650                 NaN  0.376402                 NaN            NaN            NaN
  1369.72        500.000                 NaN   98.6312                 NaN            NaN  0.553032       0.443275                 NaN  0.372511                 NaN            NaN            NaN
  1368.31        500.000                 NaN   98.6423                 NaN            NaN  0.438984       0.549972                 NaN  0.368782                 NaN            NaN            NaN
  1366.90        500.000                 NaN   98.6667                 NaN            NaN  0.431556       0.539806                 NaN  0.361961                 NaN            NaN            NaN
  1365.50        500.000                 NaN   98.6758                 NaN            NaN  0.537451       0.427526                 NaN  0.359227                 NaN            NaN            NaN
  1364.09        500.000                 NaN   98.6939                 NaN            NaN  0.530057       0.422141                 NaN  0.353869                 NaN            NaN            NaN
  1362.69        500.000                 NaN   98.7058                 NaN            NaN  0.525840       0.418133                 NaN  0.350277                 NaN            NaN            NaN
  1361.28        500.000                 NaN   98.7190                 NaN            NaN  0.520974       0.413711                 NaN  0.346348                 NaN            NaN            NaN
  1359.88        500.000                 NaN   98.7336                 NaN            NaN  0.408799       0.515604                 NaN  0.341969                 NaN            NaN            NaN
  1358.47        500.000                 NaN   98.7434                 NaN            NaN  0.405906       0.512001                 NaN  0.338691                 NaN            NaN            NaN
  1357.06        500.000                 NaN   98.7574                 NaN            NaN  0.507541       0.400427                 NaN  0.334586                 NaN            NaN            NaN
  1355.66        500.000                 NaN   98.7677                 NaN            NaN  0.397340       0.503589                 NaN  0.331377                 NaN            NaN            NaN
  1354.25        500.000                 NaN   98.7818                 NaN            NaN  0.392608       0.498483                 NaN  0.327150                 NaN            NaN            NaN
  1352.85        500.000                 NaN   98.7927                 NaN            NaN  0.494936       0.388516                 NaN  0.323889                 NaN            NaN            NaN
  1351.44        500.000                 NaN   98.8038                 NaN            NaN  0.384697       0.491053                 NaN  0.320448                 NaN            NaN            NaN
  1350.04        500.000                 NaN   98.8146                 NaN            NaN  0.381039       0.487156                 NaN  0.317164                 NaN            NaN            NaN
  1348.63        500.000                 NaN   98.8260                 NaN            NaN  0.376278       0.483965                 NaN  0.313734                 NaN            NaN            NaN
  1347.22        500.000                 NaN   98.8376                 NaN            NaN  0.372163       0.480217                 NaN  0.309985                 NaN            NaN            NaN
  1345.82        500.000                 NaN   98.8444                 NaN            NaN  0.370089       0.477893                 NaN  0.307598                 NaN            NaN            NaN
  1344.41        500.000                 NaN   98.8548                 NaN            NaN  0.366130       0.474594                 NaN  0.304512                 NaN            NaN            NaN
  1343.01        500.000                 NaN   98.8366                 NaN            NaN  0.385265       0.467547                 NaN  0.310568                 NaN            NaN            NaN
  1341.60        500.000                 NaN   98.8980                 NaN            NaN  0.461252       0.349730                 NaN  0.291043                 NaN            NaN            NaN
  1340.19        500.000                 NaN   98.8832                 NaN            NaN  0.355555       0.465467                 NaN  0.295755                 NaN            NaN            NaN
  1338.79        500.000                 NaN   98.8926                 NaN            NaN  0.462859       0.351782                 NaN  0.292721                 NaN            NaN            NaN
  1337.38        500.000                 NaN   98.8995                 NaN            NaN  0.349663       0.460321                 NaN  0.290478                 NaN            NaN            NaN
  1335.98        500.000                 NaN   98.9105                 NaN            NaN  0.457289       0.344996                 NaN  0.287219                 NaN            NaN            NaN
  1334.57        500.000                 NaN   98.9181                 NaN            NaN  0.341442       0.455743                 NaN  0.284701                 NaN            NaN            NaN
  1333.17        500.000                 NaN   98.9254                 NaN            NaN  0.453727       0.338507                 NaN  0.282327                 NaN            NaN            NaN
  1331.76        500.000                 NaN   98.9340                 NaN            NaN  0.335129       0.451146                 NaN  0.279706                 NaN            NaN            NaN
  1330.35        500.000                 NaN   98.9416                 NaN            NaN  0.331222       0.449841                 NaN  0.277309                 NaN            NaN            NaN
  1328.95        500.000                 NaN   98.9491                 NaN            NaN  0.329209       0.446796                 NaN  0.274873                 NaN            NaN            NaN
  1327.54        500.000                 NaN   98.9566                 NaN            NaN  0.325141       0.445744                 NaN  0.272546                 NaN            NaN            NaN
  1326.14        500.000                 NaN   98.9638                 NaN            NaN  0.444089       0.321834                 NaN  0.270228                 NaN            NaN            NaN
  1324.73        500.000                 NaN   98.9707                 NaN            NaN  0.319054       0.442194                 NaN  0.268005                 NaN            NaN            NaN
  1323.33        500.000                 NaN   98.9858                 NaN  0.117187       0.442904       0.177374                 NaN  0.276686                 NaN            NaN            NaN
  1321.92        500.000                 NaN   98.9940                 NaN  0.205750       0.515894                 NaN            NaN  0.284349                 NaN            NaN            NaN
  1320.51        500.000                 NaN   99.0038                 NaN  0.203271       0.512090                 NaN            NaN  0.280857                 NaN            NaN            NaN
  1319.11        500.000                 NaN   99.0121                 NaN  0.201379       0.508453                 NaN            NaN  0.278072                 NaN            NaN            NaN
  1317.70        500.000                 NaN   99.0161                 NaN  0.194416       0.513781                 NaN            NaN  0.275753                 NaN            NaN            NaN
  1316.30        500.000                 NaN   99.0319                 NaN  0.197640       0.499096                 NaN            NaN  0.271399                 NaN            NaN            NaN
  1314.89        500.000                 NaN   99.0394                 NaN  0.193515       0.498196                 NaN            NaN  0.268896                 NaN            NaN            NaN
  1313.49        500.000                 NaN   99.0477                 NaN  0.190807       0.495550                 NaN            NaN  0.265954                 NaN            NaN            NaN
  1312.08        500.000                 NaN   99.0568                 NaN  0.189264       0.491106                 NaN            NaN  0.262871                 NaN            NaN            NaN
  1310.67        500.000                 NaN   99.0651                 NaN  0.186062       0.488917                 NaN            NaN  0.259876                 NaN            NaN            NaN
  1309.27        500.000                 NaN   99.0738                 NaN  0.180952       0.488238                 NaN            NaN  0.257001                 NaN            NaN            NaN
  1307.86        500.000                 NaN   99.0811                 NaN  0.181750       0.482468                 NaN            NaN  0.254634                 NaN            NaN            NaN
  1306.46        500.000                 NaN   99.0915                 NaN  0.177491       0.479850                 NaN            NaN  0.251186                 NaN            NaN            NaN
  1305.05        500.000                 NaN   99.0984                 NaN  0.175146       0.477661                 NaN            NaN  0.248768                 NaN            NaN            NaN
  1303.65        500.000                 NaN   99.1060                 NaN  0.171345       0.476723                 NaN            NaN  0.245945                 NaN            NaN            NaN
  1302.24        500.000                 NaN   99.1137                 NaN  0.170029       0.472840                 NaN            NaN  0.243457                 NaN            NaN            NaN
  1300.83        500.000                 NaN   99.1215                 NaN  0.165757       0.472004                 NaN            NaN  0.240746                 NaN            NaN            NaN
  1299.43        500.000                 NaN   99.0108                 NaN  0.286213       0.374213                 NaN            NaN  0.328727                 NaN            NaN            NaN
  1298.02        500.000                 NaN   99.2725                 NaN  0.518198E-001  0.533051                 NaN            NaN  0.142634                 NaN            NaN            NaN
  1296.62        500.000                 NaN   99.1427                 NaN  0.158200       0.465671                 NaN            NaN  0.233438                 NaN            NaN            NaN
  1295.21        500.000                 NaN   99.0937                 NaN  0.147388       0.485376                 NaN            NaN  0.243007       0.304878E-001            NaN            NaN
  1293.80        500.000                 NaN   99.0620                 NaN  0.142193       0.494216                 NaN            NaN  0.249221       0.523752E-001            NaN            NaN
  1292.40        500.000                 NaN   99.2510                 NaN  0.405717                 NaN            NaN            NaN  0.343269                 NaN            NaN            NaN
  1290.99        500.000                 NaN   99.3099                 NaN  0.321154       0.145915                 NaN            NaN  0.223070                 NaN            NaN            NaN
  1289.59        500.000                 NaN   98.5505                 NaN            NaN   1.07431                 NaN            NaN  0.226639       0.148513                 NaN            NaN
  1288.18        500.000                 NaN   99.1890                 NaN  0.326816E-003  0.556890                 NaN            NaN  0.200949       0.528069E-001            NaN            NaN
  1286.78        500.000                 NaN   99.1790                 NaN  0.182842E-001  0.546361                 NaN            NaN  0.205495       0.508546E-001            NaN            NaN
  1285.37        500.000                 NaN   99.1308                 NaN  0.131420       0.461426                 NaN            NaN  0.229630       0.467607E-001            NaN            NaN
  1283.96        500.000                 NaN   99.1413                 NaN  0.130727       0.455153                 NaN            NaN  0.226830       0.459770E-001            NaN            NaN
  1282.56        500.000                 NaN   99.1501                 NaN  0.126662       0.453677                 NaN            NaN  0.224392       0.451923E-001            NaN            NaN
  1281.15        500.000                 NaN   99.1644                 NaN  0.128087       0.443337                 NaN            NaN  0.220104       0.441048E-001            NaN            NaN
  1279.75        500.000                 NaN   99.1735                 NaN  0.125127       0.440235                 NaN            NaN  0.217789       0.433967E-001            NaN            NaN
  1278.34        500.000                 NaN   99.1834                 NaN  0.123391       0.435790                 NaN            NaN  0.214898       0.425616E-001            NaN            NaN
  1276.94        500.000                 NaN   99.1940                 NaN  0.121912       0.430363                 NaN            NaN  0.211965       0.417530E-001            NaN            NaN
  1275.53        500.000                 NaN   99.2042                 NaN  0.120767       0.424895                 NaN            NaN  0.209133       0.409886E-001            NaN            NaN
  1274.12        500.000                 NaN   99.2143                 NaN  0.117689       0.421502                 NaN            NaN  0.206327       0.401377E-001            NaN            NaN
  1272.72        500.000                 NaN   99.2239                 NaN  0.116306       0.416984                 NaN            NaN  0.203472       0.393567E-001            NaN            NaN
  1271.31        500.000                 NaN   99.2334                 NaN  0.113912       0.413306                 NaN            NaN  0.200787       0.385611E-001            NaN            NaN
  1269.91        500.000                 NaN   99.2431                 NaN  0.113486       0.407282                 NaN            NaN  0.198272       0.378694E-001            NaN            NaN
  1268.50        500.000                 NaN   99.2519                 NaN  0.109960       0.405648                 NaN            NaN  0.195431       0.370133E-001            NaN            NaN
  1267.10        500.000                 NaN   94.2646                 NaN  0.284076        1.52036                 NaN            NaN  0.736801       0.188570        3.00555                 NaN
  1265.69        500.000                 NaN   94.0541                 NaN  0.277469        1.57254                 NaN            NaN  0.754253       0.192099        3.14954                 NaN
  1264.28        500.000                 NaN   94.3983                 NaN  0.250896        1.50241                 NaN            NaN  0.712228       0.178998        2.95715                 NaN
  1262.88        500.000                 NaN   94.7143                 NaN  0.227402        1.43600                 NaN            NaN  0.673412       0.167058        2.78187                 NaN
  1261.47        500.000                 NaN   94.9990                 NaN  0.207383        1.37423                 NaN            NaN  0.638235       0.156371        2.62480                 NaN
  1260.07        500.000                 NaN   95.2556                 NaN  0.189621        1.31783                 NaN            NaN  0.606397       0.146674        2.48390                 NaN
  1258.66        500.000                 NaN   95.4891                 NaN  0.171225        1.26851                 NaN            NaN  0.577227       0.137775        2.35620                 NaN
  1257.25        500.000                 NaN   95.6967                 NaN  0.162127        1.21679                 NaN            NaN  0.550959       0.130149        2.24326                 NaN
  1255.85        500.000                 NaN   95.8915                 NaN  0.148095        1.17349                 NaN            NaN  0.526325       0.122753        2.13789                 NaN
  1254.44        500.000                 NaN   96.0674                 NaN  0.140883        1.12815                 NaN            NaN  0.503758       0.116293        2.04348                 NaN
