|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1347.79        500.000                 NaN   99.3868       0.895920E-001  0.113037       0.202962       0.207627                 NaN            NaN            NaN
  1346.80        500.000                 NaN   99.1949       0.115493       0.268462       0.149327       0.271836                 NaN            NaN            NaN
  1345.82        500.000                 NaN   99.5845       0.607021E-001  0.137624       0.769464E-001  0.140182                 NaN            NaN            NaN
  1344.83        500.000                 NaN   99.9488       0.105777E-001  0.249679E-001            NaN  0.156291E-001            NaN            NaN            NaN
  1343.84        500.000                 NaN   98.8589       0.166676       0.215300       0.370850       0.388252                 NaN            NaN            NaN
  1342.85        500.000                 NaN   99.4124       0.887177E-001  0.196078       0.103677       0.199118                 NaN            NaN            NaN
  1341.86        500.000                 NaN   99.4172       0.890235E-001  0.194806       0.101183       0.197791                 NaN            NaN            NaN
  1340.88        500.000                 NaN   99.4219       0.882425E-001  0.193378       0.100447       0.196026                 NaN            NaN            NaN
  1339.89        500.000                 NaN   99.4272       0.885117E-001  0.192155       0.978236E-001  0.194282                 NaN            NaN            NaN
  1338.90        500.000                 NaN   99.3841       0.958238E-001  0.104589       0.206237       0.209208                 NaN            NaN            NaN
  1337.91        500.000                 NaN   99.4841       0.810876E-001  0.854341E-001  0.174185       0.175189                 NaN            NaN            NaN
  1336.92        500.000                 NaN   99.4415       0.881329E-001  0.920434E-001  0.188874       0.189497                 NaN            NaN            NaN
  1335.94        500.000                 NaN   99.4464       0.870988E-001  0.920155E-001  0.186727       0.187752                 NaN            NaN            NaN
  1334.95        500.000                 NaN   99.2165       0.148605       0.283082       0.789122E-001  0.272875                 NaN            NaN            NaN
  1333.96        500.000                 NaN   99.6850       0.248237E-001  0.899686E-001  0.101079       0.991580E-001            NaN            NaN            NaN
  1332.97        500.000                 NaN   99.4592       0.869819E-001  0.183474       0.867578E-001  0.183589                 NaN            NaN            NaN
  1331.98        500.000                 NaN   99.4630       0.869002E-001  0.182726       0.850368E-001  0.182349                 NaN            NaN            NaN
  1331.00        500.000                 NaN   99.4687       0.863394E-001  0.838735E-001  0.180750       0.180382                 NaN            NaN            NaN
  1330.01        500.000                 NaN   99.4721       0.864240E-001  0.179928       0.822053E-001  0.179379                 NaN            NaN            NaN
  1329.02        500.000                 NaN   99.4768       0.838085E-001  0.845312E-001  0.177587       0.177227                 NaN            NaN            NaN
  1328.03        500.000                 NaN   99.4792       0.873499E-001  0.178734       0.775036E-001  0.177197                 NaN            NaN            NaN
  1327.04        500.000                 NaN   99.4860       0.847484E-001  0.175976       0.790032E-001  0.174298                 NaN            NaN            NaN
  1326.05        500.000                 NaN   99.4887       0.846888E-001  0.175123       0.779253E-001  0.173531                 NaN            NaN            NaN
  1325.07        500.000                 NaN   99.4930       0.842037E-001  0.769206E-001  0.173858       0.172001                 NaN            NaN            NaN
  1324.08        500.000                 NaN   99.4969       0.840062E-001  0.172823       0.756006E-001  0.170717                 NaN            NaN            NaN
  1323.09        500.000                 NaN   99.5000       0.838446E-001  0.745203E-001  0.171951       0.169668                 NaN            NaN            NaN
  1322.10        500.000                 NaN   99.5050       0.826836E-001  0.743924E-001  0.170170       0.167748                 NaN            NaN            NaN
  1321.11        500.000                 NaN   99.5083       0.827386E-001  0.169316       0.728468E-001  0.166758                 NaN            NaN            NaN
  1320.13        500.000                 NaN   99.5090       0.841916E-001  0.696011E-001  0.169900       0.167278                 NaN            NaN            NaN
  1319.14        500.000                 NaN   99.5211       0.803276E-001  0.711710E-001  0.165732       0.161669                 NaN            NaN            NaN
  1318.15        500.000                 NaN   99.5198       0.814761E-001  0.166282       0.696457E-001  0.162768                 NaN            NaN            NaN
  1317.16        500.000                 NaN   99.5237       0.810419E-001  0.688918E-001  0.165035       0.161375                 NaN            NaN            NaN
  1316.17        500.000                 NaN   99.5271       0.799857E-001  0.163466       0.693951E-001  0.160029                 NaN            NaN            NaN
  1315.19        500.000                 NaN   99.5299       0.797971E-001  0.681389E-001  0.163036       0.159092                 NaN            NaN            NaN
  1314.20        500.000                 NaN   99.5341       0.794791E-001  0.671433E-001  0.161590       0.157649                 NaN            NaN            NaN
  1313.21        500.000                 NaN   99.5376       0.780165E-001  0.681132E-001  0.160098       0.156192                 NaN            NaN            NaN
  1312.22        500.000                 NaN   99.5395       0.788148E-001  0.659478E-001  0.159938       0.155834                 NaN            NaN            NaN
  1311.23        500.000                 NaN   99.5451       0.767062E-001  0.670317E-001  0.157766       0.153436                 NaN            NaN            NaN
  1310.25        500.000                 NaN   99.5476       0.768904E-001  0.157090       0.656697E-001  0.152778                 NaN            NaN            NaN
  1309.26        500.000                 NaN   99.5507       0.763606E-001  0.155883       0.652805E-001  0.151728                 NaN            NaN            NaN
  1308.27        500.000                 NaN   99.5548       0.752258E-001  0.655794E-001  0.154379       0.150027                 NaN            NaN            NaN
  1307.28        500.000                 NaN   99.5567       0.745794E-001  0.654586E-001  0.153821       0.149483                 NaN            NaN            NaN
  1306.29        500.000                 NaN   99.5616       0.747388E-001  0.152730       0.632685E-001  0.147640                 NaN            NaN            NaN
  1305.31        500.000                 NaN   99.5634       0.735097E-001  0.151327       0.647655E-001  0.147046                 NaN            NaN            NaN
  1304.32        500.000                 NaN   99.5664       0.723985E-001  0.653563E-001  0.150132       0.145763                 NaN            NaN            NaN
  1303.33        500.000                 NaN   99.5691       0.718146E-001  0.149143       0.651276E-001  0.144774                 NaN            NaN            NaN
  1302.34        500.000                 NaN   99.5729       0.711549E-001  0.147906       0.646306E-001  0.143444                 NaN            NaN            NaN
  1301.35        500.000                 NaN   99.5755       0.705328E-001  0.644869E-001  0.146974       0.142459                 NaN            NaN            NaN
  1300.37        500.000                 NaN   99.5783       0.697528E-001  0.145916       0.645992E-001  0.141389                 NaN            NaN            NaN
  1299.38        500.000                 NaN   99.5812       0.688578E-001  0.144751       0.648884E-001  0.140290                 NaN            NaN            NaN
  1298.39        500.000                 NaN   99.5841       0.681567E-001  0.143716       0.648350E-001  0.139231                 NaN            NaN            NaN
  1297.40        500.000                 NaN   99.5869       0.677042E-001  0.142704       0.643998E-001  0.138306                 NaN            NaN            NaN
  1296.41        500.000                 NaN   99.5892       0.666803E-001  0.141106       0.656308E-001  0.137400                 NaN            NaN            NaN
  1295.43        500.000                 NaN   99.5929       0.652497E-001  0.139613       0.663889E-001  0.135811                 NaN            NaN            NaN
  1294.44        500.000                 NaN   99.5944       0.647492E-001  0.139796       0.658801E-001  0.135203                 NaN            NaN            NaN
  1293.45        500.000                 NaN   99.5979       0.639769E-001  0.663148E-001  0.137798       0.133979                 NaN            NaN            NaN
  1292.46        500.000                 NaN   99.6002       0.632660E-001  0.136932       0.664527E-001  0.133134                 NaN            NaN            NaN
  1291.47        500.000                 NaN   99.5061       0.776864E-001  0.841007E-001  0.167519       0.164618                 NaN            NaN            NaN
  1290.49        500.000                 NaN   99.7017       0.457613E-001  0.519241E-001  0.101823       0.987898E-001            NaN            NaN            NaN
  1289.50        500.000                 NaN   99.6079       0.600981E-001  0.689382E-001  0.133057       0.130048                 NaN            NaN            NaN
  1288.51        500.000                 NaN   99.6089       0.594079E-001  0.711286E-001  0.130511       0.130073                 NaN            NaN            NaN
  1287.52        500.000                 NaN   99.6139       0.588026E-001  0.132814       0.669443E-001  0.127494                 NaN            NaN            NaN
  1286.53        500.000                 NaN   99.6128       0.589232E-001  0.132029       0.679279E-001  0.128348                 NaN            NaN            NaN
  1285.55        500.000                 NaN   99.6188       0.552514E-001  0.730883E-001  0.127322       0.125574                 NaN            NaN            NaN
  1284.56        500.000                 NaN   99.6198       0.560279E-001  0.127911       0.707238E-001  0.125527                 NaN            NaN            NaN
  1283.57        500.000                 NaN   99.6221       0.550402E-001  0.126511       0.716538E-001  0.124650                 NaN            NaN            NaN
  1282.58        500.000                 NaN   99.6244       0.540478E-001  0.724464E-001  0.125369       0.123742                 NaN            NaN            NaN
  1281.59        500.000                 NaN   99.6242       0.496816E-001  0.817540E-001  0.121184       0.123145                 NaN            NaN            NaN
  1280.60        500.000                 NaN   99.6311       0.559153E-001  0.648225E-001  0.126261       0.121873                 NaN            NaN            NaN
  1279.62        500.000                 NaN   99.6312       0.510756E-001  0.748944E-001  0.121792       0.121057                 NaN            NaN            NaN
  1278.63        500.000                 NaN   99.6334       0.503221E-001  0.753211E-001  0.120726       0.120253                 NaN            NaN            NaN
  1277.64        500.000                 NaN   99.6353       0.492871E-001  0.763919E-001  0.119557       0.119502                 NaN            NaN            NaN
  1276.65        500.000                 NaN   99.6364       0.481527E-001  0.783331E-001  0.118062       0.119043                 NaN            NaN            NaN
  1275.66        500.000                 NaN   94.4382       0.759877E-001  0.473806       0.894234       0.687815        3.42999                 NaN            NaN
  1274.68        500.000                 NaN   94.8087       0.580935E-001  0.431843       0.865746       0.643258        3.19233                 NaN            NaN
  1273.69        500.000                 NaN   94.4333       0.767277E-001  0.903266       0.476795       0.693718        3.41616                 NaN            NaN
  1272.70        500.000                 NaN   94.9371       0.604462E-001  0.425316       0.846455       0.633540        3.09715                 NaN            NaN
  1271.71        500.000                 NaN   95.1142       0.555291E-001  0.407817       0.829069       0.614168        2.97926                 NaN            NaN
  1270.72        500.000                 NaN   95.2796       0.508358E-001  0.391262       0.812976       0.596030        2.86927                 NaN            NaN
  1269.74        500.000                 NaN   95.4322       0.453699E-001  0.374019       0.802169       0.579321        2.76694                 NaN            NaN
  1268.75        500.000                 NaN   95.5778       0.409478E-001  0.358055       0.789966       0.563358        2.66989                 NaN            NaN
  1267.76        500.000                 NaN   95.7134       0.356017E-001  0.782515       0.341111       0.548423        2.57897                 NaN            NaN
  1266.77        500.000                 NaN   95.8393       0.313758E-001  0.325603       0.774257       0.534617        2.49484                 NaN            NaN
  1265.78        500.000       0.260368E-001   95.7172       0.126351E-001  0.349796       0.782738       0.550924        2.56063                 NaN            NaN
  1264.80        500.000       0.217639        94.1136                 NaN  0.725054       0.653014       0.755846        3.53480                 NaN            NaN
  1263.81        500.000       0.182185        94.4181                 NaN  0.677993       0.642290       0.718043        3.34639       0.150225E-001            NaN
  1262.82        500.000       0.133952        94.6842                 NaN  0.654174       0.623477       0.684131        3.18200       0.380440E-001            NaN
  1261.83        500.000       0.124642        94.9598                 NaN  0.589608       0.626723       0.651038        3.01129       0.369171E-001            NaN
  1260.84        500.000       0.114340        95.2047       0.250219E-004  0.557404       0.605339       0.621462        2.85981       0.369072E-001            NaN
  1259.86        500.000       0.105087        95.4310                 NaN  0.527318       0.585681       0.594092        2.72004       0.367738E-001            NaN
  1258.87        500.000       0.966535E-001   95.6403       0.277085E-004  0.499154       0.567304       0.568621        2.59136       0.366055E-001            NaN
  1257.88        500.000       0.888273E-001   95.8276       0.349245E-005  0.551632       0.473532       0.545759        2.47612       0.365547E-001            NaN
  1256.89        500.000       0.813578E-001   96.0002       0.431220E-005  0.449316       0.537908       0.524658        2.36990       0.366205E-001            NaN
  1255.90        500.000       0.748822E-001   96.1610       0.559185E-005  0.524163       0.427040       0.504854        2.27159       0.364485E-001            NaN
  1254.92        500.000       0.687124E-001   96.3084       0.161148E-004  0.406050       0.512461       0.486706        2.18127       0.363893E-001            NaN
  1253.93        500.000                 NaN   96.4723       0.119369       0.271768       0.487701       0.470520        2.10539       0.729178E-001            NaN
  1252.94        500.000                 NaN   96.6007       0.138410       0.200178       0.502329       0.455803        2.03146       0.711176E-001            NaN
  1251.95        500.000                 NaN   96.7232       0.133976       0.486204       0.191667       0.440163        1.95645       0.683042E-001            NaN
  1250.96        500.000                 NaN   96.8351       0.129315       0.185929       0.469951       0.425866        1.88815       0.656953E-001            NaN
  1249.98        500.000                 NaN   96.9423       0.125008       0.180748       0.453524       0.412210        1.82295       0.632134E-001            NaN
  1248.99        500.000                 NaN   97.0433       0.121631       0.170516       0.443479       0.398964        1.76116       0.609282E-001            NaN
  1248.00        500.000                 NaN   97.1322       0.112885       0.414360       0.186893       0.387812        1.70730       0.585329E-001            NaN
  1247.01        500.000                 NaN   97.2363       0.119978       0.431394       0.136874       0.373719        1.64489       0.568677E-001            NaN
  1246.02        500.000                 NaN   97.3105       0.110478       0.157465       0.402820       0.364180        1.59983       0.546888E-001            NaN
  1245.04        500.000                 NaN   97.3908       0.107913       0.392724       0.150469       0.353618        1.55165       0.528695E-001            NaN
  1244.05        500.000                 NaN   97.4665       0.105006       0.381724       0.145741       0.343598        1.50628       0.511192E-001            NaN
  1243.06        500.000                 NaN   97.5398       0.101995       0.371059       0.141502       0.333827        1.46238       0.494110E-001            NaN
  1242.07        500.000                 NaN   97.6094       0.994928E-001  0.361141       0.136726       0.324583        1.42084       0.478105E-001            NaN
  1241.08        500.000                 NaN   97.6744       0.969012E-001  0.351698       0.132765       0.315788        1.38221       0.462845E-001            NaN
  1240.09        500.000                 NaN   97.7382       0.940166E-001  0.341608       0.129986       0.307167        1.34421       0.448020E-001            NaN
  1239.11        500.000                 NaN   97.7974       0.915097E-001  0.332392       0.127134       0.299119        1.30908       0.433606E-001            NaN
  1238.12        500.000                 NaN   97.8553       0.887283E-001  0.322684       0.125287       0.291238        1.27478       0.420115E-001            NaN
  1237.13        500.000                 NaN   97.9102       0.865062E-001  0.314354       0.122084       0.283710        1.24240       0.407384E-001            NaN
  1236.14        500.000                 NaN   97.9624       0.839006E-001  0.120893       0.305430       0.276403        1.21156       0.394123E-001            NaN
  1235.15        500.000                 NaN   98.0141       0.816111E-001  0.118814       0.296539       0.269395        1.18138       0.381939E-001            NaN
  1234.17        500.000                 NaN   98.0621       0.787494E-001  0.287257       0.119566       0.262676        1.15270       0.369951E-001            NaN
  1233.18        500.000                 NaN   98.1092       0.767867E-001  0.116623       0.280053       0.256089        1.12538       0.359001E-001            NaN
  1232.19        500.000                 NaN   98.1488       0.684328E-001  0.260482       0.137523       0.250390        1.09985       0.344933E-001            NaN
  1231.20        500.000                 NaN   98.1989       0.760703E-001  0.103176       0.270519       0.243640        1.07378       0.339168E-001            NaN
  1230.21        500.000                 NaN   98.2373       0.663642E-001  0.248504       0.127934       0.237992        1.04945       0.325012E-001            NaN
  1229.23        500.000                 NaN   98.2799       0.689743E-001  0.250671       0.111185       0.232067        1.02542       0.317625E-001            NaN
  1228.24        500.000                 NaN   98.3176       0.639933E-001  0.121026       0.237179       0.226493        1.00306       0.306257E-001            NaN
  1227.25        500.000                 NaN   98.3555       0.612349E-001  0.228367       0.123438       0.221244       0.980613       0.296470E-001            NaN
  1226.26        500.000                 NaN   98.3864       0.535386E-001  0.145460       0.208540       0.216678       0.960947       0.284654E-001            NaN
  1225.27        500.000                 NaN   98.4292       0.609505E-001  0.222656       0.109509       0.210658       0.939003       0.280595E-001            NaN
  1224.29        500.000                 NaN   98.4582       0.497226E-001  0.144461       0.195253       0.206415       0.919217       0.267273E-001            NaN
  1223.30        500.000                 NaN   98.4933       0.533787E-001  0.200093       0.125477       0.201327       0.900224       0.261649E-001            NaN
  1222.31        500.000                 NaN   98.5233       0.473683E-001  0.184687       0.140731       0.196990       0.881765       0.251426E-001            NaN
  1221.32        500.000                 NaN   98.5536       0.451573E-001  0.142809       0.177301       0.192609       0.864223       0.243191E-001            NaN
  1220.33        500.000                 NaN   98.5822       0.404834E-001  0.155275       0.163750       0.188471       0.846410       0.234188E-001            NaN
  1219.35        500.000                 NaN   98.6095       0.382406E-001  0.158152       0.156355       0.184466       0.830638       0.226611E-001            NaN
  1218.36        500.000                 NaN   98.6375       0.351454E-001  0.148158       0.163209       0.180319       0.813768       0.219273E-001            NaN
  1217.37        500.000                 NaN   98.6628       0.297535E-001  0.134345       0.177557       0.176722       0.797888       0.209707E-001            NaN
  1216.38        500.000                 NaN   98.6910       0.306310E-001  0.133302       0.169853       0.172512       0.782280       0.204016E-001            NaN
  1215.39        500.000                 NaN   97.3945       0.289400                 NaN            NaN  0.416142        1.83711       0.628699E-001            NaN
  1214.41        500.000                 NaN   99.0669       0.244563E-001  0.317603                 NaN  0.133339       0.429694       0.279652E-001            NaN
  1213.42        500.000                 NaN   99.4955                 NaN  0.268080                 NaN  0.896934E-002  0.227423                 NaN            NaN
  1212.43        500.000                 NaN   98.8658                 NaN  0.257399       0.312746E-001  0.164764       0.657175       0.235564E-001            NaN
  1211.44        500.000                 NaN   98.9825                 NaN  0.144932       0.832259E-001  0.853336E-001  0.701906       0.205614E-002            NaN
  1210.45        500.000                 NaN   99.0212       0.310469E-001  0.304704                 NaN  0.123695       0.515603       0.370732E-002            NaN
  1209.47        500.000                 NaN   98.7600                 NaN  0.240060       0.943721E-001  0.152091       0.730998       0.224400E-001            NaN
  1208.48        500.000                 NaN   98.9747       0.348846E-001  0.206615                 NaN  0.134073       0.638339       0.113791E-001            NaN
  1207.49        500.000                 NaN   98.8737       0.784813E-005  0.139198       0.160872       0.139808       0.670401       0.160021E-001            NaN
  1206.50        500.000                 NaN   97.8088       0.137825E-002  0.441495                 NaN  0.304708        1.42054       0.230880E-001            NaN
  1205.51        500.000                 NaN   99.2280                 NaN  0.218812                 NaN  0.266651E-001  0.505539       0.210129E-001            NaN
  1204.53        500.000                 NaN   99.7521                 NaN  0.117211       0.537320E-001  0.761936E-001            NaN  0.793065E-003            NaN
  1203.54        500.000                 NaN   99.0983                 NaN  0.139452       0.103189       0.107459       0.539970       0.116432E-001            NaN
  1202.55        500.000                 NaN   98.7328                 NaN  0.298430                 NaN  0.168959       0.787045       0.127912E-001            NaN
  1201.56        500.000                 NaN   99.4092       0.395590E-001  0.873795E-001            NaN  0.787756E-001  0.374600       0.105253E-001            NaN
  1200.57        500.000                 NaN   98.5459                 NaN  0.128209E-001  0.441069       0.234600       0.740890       0.246948E-001            NaN
  1199.59        500.000                 NaN   96.6156       0.206541       0.519506                 NaN  0.376215        2.24023       0.418774E-001            NaN
  1198.60        500.000                 NaN  100.0000       0.173413E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1197.61        500.000                 NaN   99.9999                 NaN  0.590091E-005            NaN  0.150407E-004  0.668942E-004  0.132719E-005            NaN
  1196.62        500.000                 NaN   99.9997                 NaN  0.918790E-004  0.150395E-005  0.438879E-004  0.205360E-003  0.353647E-005            NaN
  1195.63        500.000                 NaN   99.9999                 NaN  0.604100E-005  0.745983E-005  0.159946E-004  0.838578E-004  0.431982E-005            NaN
  1194.64        500.000                 NaN   98.8950                 NaN  0.275868       0.154434E-001  0.139661       0.662792       0.112519E-001            NaN
  1193.66        500.000                 NaN   99.4736       0.277794E-002  0.103629                 NaN  0.791514E-001  0.328876       0.119227E-001            NaN
  1192.67        500.000                 NaN   98.4563       0.427218E-001  0.238660                 NaN  0.213375        1.01936       0.295772E-001            NaN
  1191.68        500.000                 NaN   99.5490       0.597945E-001  0.492775E-001            NaN  0.516277E-001  0.288243       0.208667E-002            NaN
  1190.69        500.000                 NaN   97.9971                 NaN  0.132283       0.342885       0.167245       0.931618       0.542207E-002  0.423400     
  1189.70        500.000                 NaN   95.8100       0.882760E-001            NaN            NaN  0.332760        1.47482       0.315696E-001   2.26262     
  1188.72        500.000                 NaN   91.0052       0.264969       0.262343       0.675543       0.721898        4.02288       0.356108E-001   3.01157     
  1187.73        500.000                 NaN   87.6538                 NaN  0.239484        1.05020       0.972905        5.17550       0.449710E-001   4.86311     
  1186.74        500.000                 NaN   92.6836                 NaN  0.233770       0.456269       0.555057        3.11532       0.305750E-001   2.92537     
  1185.75        500.000                 NaN   53.5073                 NaN  0.555515        3.90216        3.48994        19.8723       0.157980        18.5148     
  1184.76        500.000                 NaN            NaN   2.08911        5.68002                 NaN   7.15400        43.6578       0.477811        40.9412     
  1183.78        500.000                 NaN            NaN   2.14075        5.60128                 NaN   7.15270        43.6606       0.478671        40.9660     
  1182.79        500.000                 NaN            NaN   2.06767        5.73155                 NaN   7.16132        43.6323       0.472500        40.9346     
  1181.80        500.000                 NaN            NaN   2.12255        5.62824                 NaN   7.15491        43.6544       0.478663        40.9613     
  1180.81        500.000                 NaN            NaN   2.15414        5.57353                 NaN   7.14934        43.6680       0.480433        40.9746     
  1179.82        500.000                 NaN            NaN   2.18924        5.51421                 NaN   7.14684        43.6781       0.482267        40.9893     
  1178.84        500.000                 NaN            NaN   2.20212        5.49265                 NaN   7.14641        43.6797       0.483013        40.9961     
  1177.85        500.000                 NaN            NaN   2.18221        5.53220                 NaN   7.14996        43.6656       0.480741        40.9892     
  1176.86        500.000                 NaN            NaN   2.19678        5.50704                 NaN   7.14890        43.6690       0.481724        40.9965     
  1175.87        500.000                 NaN            NaN   2.23113        5.44622                 NaN   7.14515        43.6809       0.484334        41.0123     
  1174.88        500.000                 NaN            NaN   2.24202        5.42756                 NaN   7.14456        43.6828       0.485032        41.0180     
  1173.90        500.000                 NaN            NaN   2.25253        5.40956                 NaN   7.14400        43.6847       0.485704        41.0235     
  1172.91        500.000                 NaN            NaN   2.26270        5.39216                 NaN   7.14348        43.6864       0.486350        41.0289     
  1171.92        500.000                 NaN            NaN   2.27256        5.37529                 NaN   7.14299        43.6880       0.486975        41.0342     
  1170.93        500.000                 NaN            NaN   2.28208        5.35903                 NaN   7.14254        43.6895       0.487574        41.0393     
  1169.94        500.000                 NaN            NaN   2.29134        5.34321                 NaN   7.14211        43.6909       0.488155        41.0443     
  1168.96        500.000                 NaN            NaN   2.30023        5.32806                 NaN   7.14173        43.6922       0.488708        41.0491     
  1167.97        500.000                 NaN            NaN   2.30904        5.31302                 NaN   7.14135        43.6935       0.489257        41.0539     
  1166.98        500.000                 NaN            NaN   2.31758        5.29847                 NaN   7.14099        43.6946       0.489786        41.0585     
  1165.99        500.000                 NaN            NaN   2.32589        5.28432                 NaN   7.14067        43.6957       0.490298        41.0631     
  1165.00        500.000                 NaN            NaN   2.33398        5.27055                 NaN   7.14036        43.6967       0.490795        41.0676     
  1164.02        500.000                 NaN            NaN   2.34187        5.25713                 NaN   7.14008        43.6976       0.491277        41.0720     
  1163.03        500.000                 NaN            NaN   2.34954        5.24409                 NaN   7.13981        43.6985       0.491743        41.0763     
